tick,day,slot,selected_resident,scrub_frame,index_frame,memory_debt_frame,schedule_diff_frame,localstorage_snapshot_frame,invariant_frame,causality_frame,audit_ui_frame,audit_layer_attached_to_v58_loop,boundary_visible
2719,152,1,Ari,2719,2719,2719,2719,2719,2719,2719,2719,True,True
2720,152,2,Fay,2720,2720,2720,2720,2720,2720,2720,2720,True,True
2721,152,3,Milo,2721,2721,2721,2721,2721,2721,2721,2721,True,True
2722,152,4,Sera,2722,2722,2722,2722,2722,2722,2722,2722,True,True
2723,152,5,Tovan,2723,2723,2723,2723,2723,2723,2723,2723,True,True
2724,152,6,Nia,2724,2724,2724,2724,2724,2724,2724,2724,True,True
2725,152,7,Ari,2725,2725,2725,2725,2725,2725,2725,2725,True,True
2726,152,8,Fay,2726,2726,2726,2726,2726,2726,2726,2726,True,True
2727,152,9,Milo,2727,2727,2727,2727,2727,2727,2727,2727,True,True
2728,152,10,Sera,2728,2728,2728,2728,2728,2728,2728,2728,True,True
2729,152,11,Tovan,2729,2729,2729,2729,2729,2729,2729,2729,True,True
2730,152,12,Nia,2730,2730,2730,2730,2730,2730,2730,2730,True,True
2731,152,13,Ari,2731,2731,2731,2731,2731,2731,2731,2731,True,True
2732,152,14,Fay,2732,2732,2732,2732,2732,2732,2732,2732,True,True
2733,152,15,Milo,2733,2733,2733,2733,2733,2733,2733,2733,True,True
2734,152,16,Sera,2734,2734,2734,2734,2734,2734,2734,2734,True,True
2735,152,17,Tovan,2735,2735,2735,2735,2735,2735,2735,2735,True,True
2736,153,0,Nia,2736,2736,2736,2736,2736,2736,2736,2736,True,True
2737,153,1,Ari,2737,2737,2737,2737,2737,2737,2737,2737,True,True
2738,153,2,Fay,2738,2738,2738,2738,2738,2738,2738,2738,True,True
2739,153,3,Milo,2739,2739,2739,2739,2739,2739,2739,2739,True,True
2740,153,4,Sera,2740,2740,2740,2740,2740,2740,2740,2740,True,True
2741,153,5,Tovan,2741,2741,2741,2741,2741,2741,2741,2741,True,True
2742,153,6,Nia,2742,2742,2742,2742,2742,2742,2742,2742,True,True
2743,153,7,Ari,2743,2743,2743,2743,2743,2743,2743,2743,True,True
2744,153,8,Fay,2744,2744,2744,2744,2744,2744,2744,2744,True,True
2745,153,9,Milo,2745,2745,2745,2745,2745,2745,2745,2745,True,True
2746,153,10,Sera,2746,2746,2746,2746,2746,2746,2746,2746,True,True
2747,153,11,Tovan,2747,2747,2747,2747,2747,2747,2747,2747,True,True
2748,153,12,Nia,2748,2748,2748,2748,2748,2748,2748,2748,True,True
2749,153,13,Ari,2749,2749,2749,2749,2749,2749,2749,2749,True,True
2750,153,14,Fay,2750,2750,2750,2750,2750,2750,2750,2750,True,True
2751,153,15,Milo,2751,2751,2751,2751,2751,2751,2751,2751,True,True
2752,153,16,Sera,2752,2752,2752,2752,2752,2752,2752,2752,True,True
2753,153,17,Tovan,2753,2753,2753,2753,2753,2753,2753,2753,True,True
2754,154,0,Nia,2754,2754,2754,2754,2754,2754,2754,2754,True,True
2755,154,1,Ari,2755,2755,2755,2755,2755,2755,2755,2755,True,True
2756,154,2,Fay,2756,2756,2756,2756,2756,2756,2756,2756,True,True
2757,154,3,Milo,2757,2757,2757,2757,2757,2757,2757,2757,True,True
2758,154,4,Sera,2758,2758,2758,2758,2758,2758,2758,2758,True,True
2759,154,5,Tovan,2759,2759,2759,2759,2759,2759,2759,2759,True,True
2760,154,6,Nia,2760,2760,2760,2760,2760,2760,2760,2760,True,True
2761,154,7,Ari,2761,2761,2761,2761,2761,2761,2761,2761,True,True
2762,154,8,Fay,2762,2762,2762,2762,2762,2762,2762,2762,True,True
2763,154,9,Milo,2763,2763,2763,2763,2763,2763,2763,2763,True,True
2764,154,10,Sera,2764,2764,2764,2764,2764,2764,2764,2764,True,True
2765,154,11,Tovan,2765,2765,2765,2765,2765,2765,2765,2765,True,True
2766,154,12,Nia,2766,2766,2766,2766,2766,2766,2766,2766,True,True
2767,154,13,Ari,2767,2767,2767,2767,2767,2767,2767,2767,True,True
2768,154,14,Fay,2768,2768,2768,2768,2768,2768,2768,2768,True,True
2769,154,15,Milo,2769,2769,2769,2769,2769,2769,2769,2769,True,True
2770,154,16,Sera,2770,2770,2770,2770,2770,2770,2770,2770,True,True
2771,154,17,Tovan,2771,2771,2771,2771,2771,2771,2771,2771,True,True
2772,155,0,Nia,2772,2772,2772,2772,2772,2772,2772,2772,True,True
2773,155,1,Ari,2773,2773,2773,2773,2773,2773,2773,2773,True,True
2774,155,2,Fay,2774,2774,2774,2774,2774,2774,2774,2774,True,True
2775,155,3,Milo,2775,2775,2775,2775,2775,2775,2775,2775,True,True
2776,155,4,Sera,2776,2776,2776,2776,2776,2776,2776,2776,True,True
2777,155,5,Tovan,2777,2777,2777,2777,2777,2777,2777,2777,True,True
2778,155,6,Nia,2778,2778,2778,2778,2778,2778,2778,2778,True,True
2779,155,7,Ari,2779,2779,2779,2779,2779,2779,2779,2779,True,True
2780,155,8,Fay,2780,2780,2780,2780,2780,2780,2780,2780,True,True
2781,155,9,Milo,2781,2781,2781,2781,2781,2781,2781,2781,True,True
2782,155,10,Sera,2782,2782,2782,2782,2782,2782,2782,2782,True,True
2783,155,11,Tovan,2783,2783,2783,2783,2783,2783,2783,2783,True,True
2784,155,12,Nia,2784,2784,2784,2784,2784,2784,2784,2784,True,True
2785,155,13,Ari,2785,2785,2785,2785,2785,2785,2785,2785,True,True
2786,155,14,Fay,2786,2786,2786,2786,2786,2786,2786,2786,True,True
2787,155,15,Milo,2787,2787,2787,2787,2787,2787,2787,2787,True,True
2788,155,16,Sera,2788,2788,2788,2788,2788,2788,2788,2788,True,True
2789,155,17,Tovan,2789,2789,2789,2789,2789,2789,2789,2789,True,True
2790,156,0,Nia,2790,2790,2790,2790,2790,2790,2790,2790,True,True
2791,156,1,Ari,2791,2791,2791,2791,2791,2791,2791,2791,True,True
2792,156,2,Fay,2792,2792,2792,2792,2792,2792,2792,2792,True,True
2793,156,3,Milo,2793,2793,2793,2793,2793,2793,2793,2793,True,True
2794,156,4,Sera,2794,2794,2794,2794,2794,2794,2794,2794,True,True
2795,156,5,Tovan,2795,2795,2795,2795,2795,2795,2795,2795,True,True
2796,156,6,Nia,2796,2796,2796,2796,2796,2796,2796,2796,True,True
2797,156,7,Ari,2797,2797,2797,2797,2797,2797,2797,2797,True,True
2798,156,8,Fay,2798,2798,2798,2798,2798,2798,2798,2798,True,True
2799,156,9,Milo,2799,2799,2799,2799,2799,2799,2799,2799,True,True
2800,156,10,Sera,2800,2800,2800,2800,2800,2800,2800,2800,True,True
2801,156,11,Tovan,2801,2801,2801,2801,2801,2801,2801,2801,True,True
2802,156,12,Nia,2802,2802,2802,2802,2802,2802,2802,2802,True,True
2803,156,13,Ari,2803,2803,2803,2803,2803,2803,2803,2803,True,True
2804,156,14,Fay,2804,2804,2804,2804,2804,2804,2804,2804,True,True
2805,156,15,Milo,2805,2805,2805,2805,2805,2805,2805,2805,True,True
2806,156,16,Sera,2806,2806,2806,2806,2806,2806,2806,2806,True,True
2807,156,17,Tovan,2807,2807,2807,2807,2807,2807,2807,2807,True,True
2808,157,0,Nia,2808,2808,2808,2808,2808,2808,2808,2808,True,True
2809,157,1,Ari,2809,2809,2809,2809,2809,2809,2809,2809,True,True
2810,157,2,Fay,2810,2810,2810,2810,2810,2810,2810,2810,True,True
2811,157,3,Milo,2811,2811,2811,2811,2811,2811,2811,2811,True,True
2812,157,4,Sera,2812,2812,2812,2812,2812,2812,2812,2812,True,True
2813,157,5,Tovan,2813,2813,2813,2813,2813,2813,2813,2813,True,True
2814,157,6,Nia,2814,2814,2814,2814,2814,2814,2814,2814,True,True
2815,157,7,Ari,2815,2815,2815,2815,2815,2815,2815,2815,True,True
2816,157,8,Fay,2816,2816,2816,2816,2816,2816,2816,2816,True,True
2817,157,9,Milo,2817,2817,2817,2817,2817,2817,2817,2817,True,True
2818,157,10,Sera,2818,2818,2818,2818,2818,2818,2818,2818,True,True
2819,157,11,Tovan,2819,2819,2819,2819,2819,2819,2819,2819,True,True
2820,157,12,Nia,2820,2820,2820,2820,2820,2820,2820,2820,True,True
2821,157,13,Ari,2821,2821,2821,2821,2821,2821,2821,2821,True,True
2822,157,14,Fay,2822,2822,2822,2822,2822,2822,2822,2822,True,True
2823,157,15,Milo,2823,2823,2823,2823,2823,2823,2823,2823,True,True
2824,157,16,Sera,2824,2824,2824,2824,2824,2824,2824,2824,True,True
2825,157,17,Tovan,2825,2825,2825,2825,2825,2825,2825,2825,True,True
2826,158,0,Nia,2826,2826,2826,2826,2826,2826,2826,2826,True,True
2827,158,1,Ari,2827,2827,2827,2827,2827,2827,2827,2827,True,True
2828,158,2,Fay,2828,2828,2828,2828,2828,2828,2828,2828,True,True
2829,158,3,Milo,2829,2829,2829,2829,2829,2829,2829,2829,True,True
2830,158,4,Sera,2830,2830,2830,2830,2830,2830,2830,2830,True,True
2831,158,5,Tovan,2831,2831,2831,2831,2831,2831,2831,2831,True,True
2832,158,6,Nia,2832,2832,2832,2832,2832,2832,2832,2832,True,True
2833,158,7,Ari,2833,2833,2833,2833,2833,2833,2833,2833,True,True
2834,158,8,Fay,2834,2834,2834,2834,2834,2834,2834,2834,True,True
2835,158,9,Milo,2835,2835,2835,2835,2835,2835,2835,2835,True,True
2836,158,10,Sera,2836,2836,2836,2836,2836,2836,2836,2836,True,True
2837,158,11,Tovan,2837,2837,2837,2837,2837,2837,2837,2837,True,True
2838,158,12,Nia,2838,2838,2838,2838,2838,2838,2838,2838,True,True
2839,158,13,Ari,2839,2839,2839,2839,2839,2839,2839,2839,True,True
2840,158,14,Fay,2840,2840,2840,2840,2840,2840,2840,2840,True,True
2841,158,15,Milo,2841,2841,2841,2841,2841,2841,2841,2841,True,True
2842,158,16,Sera,2842,2842,2842,2842,2842,2842,2842,2842,True,True
2843,158,17,Tovan,2843,2843,2843,2843,2843,2843,2843,2843,True,True
2844,159,0,Nia,2844,2844,2844,2844,2844,2844,2844,2844,True,True
2845,159,1,Ari,2845,2845,2845,2845,2845,2845,2845,2845,True,True
2846,159,2,Fay,2846,2846,2846,2846,2846,2846,2846,2846,True,True
2847,159,3,Milo,2847,2847,2847,2847,2847,2847,2847,2847,True,True
2848,159,4,Sera,2848,2848,2848,2848,2848,2848,2848,2848,True,True
2849,159,5,Tovan,2849,2849,2849,2849,2849,2849,2849,2849,True,True
2850,159,6,Nia,2850,2850,2850,2850,2850,2850,2850,2850,True,True
2851,159,7,Ari,2851,2851,2851,2851,2851,2851,2851,2851,True,True
2852,159,8,Fay,2852,2852,2852,2852,2852,2852,2852,2852,True,True
2853,159,9,Milo,2853,2853,2853,2853,2853,2853,2853,2853,True,True
2854,159,10,Sera,2854,2854,2854,2854,2854,2854,2854,2854,True,True
2855,159,11,Tovan,2855,2855,2855,2855,2855,2855,2855,2855,True,True
2856,159,12,Nia,2856,2856,2856,2856,2856,2856,2856,2856,True,True
2857,159,13,Ari,2857,2857,2857,2857,2857,2857,2857,2857,True,True
2858,159,14,Fay,2858,2858,2858,2858,2858,2858,2858,2858,True,True
2859,159,15,Milo,2859,2859,2859,2859,2859,2859,2859,2859,True,True
2860,159,16,Sera,2860,2860,2860,2860,2860,2860,2860,2860,True,True
2861,159,17,Tovan,2861,2861,2861,2861,2861,2861,2861,2861,True,True
2862,160,0,Nia,2862,2862,2862,2862,2862,2862,2862,2862,True,True
2863,160,1,Ari,2863,2863,2863,2863,2863,2863,2863,2863,True,True
2864,160,2,Fay,2864,2864,2864,2864,2864,2864,2864,2864,True,True
2865,160,3,Milo,2865,2865,2865,2865,2865,2865,2865,2865,True,True
2866,160,4,Sera,2866,2866,2866,2866,2866,2866,2866,2866,True,True
2867,160,5,Tovan,2867,2867,2867,2867,2867,2867,2867,2867,True,True
2868,160,6,Nia,2868,2868,2868,2868,2868,2868,2868,2868,True,True
2869,160,7,Ari,2869,2869,2869,2869,2869,2869,2869,2869,True,True
2870,160,8,Fay,2870,2870,2870,2870,2870,2870,2870,2870,True,True
2871,160,9,Milo,2871,2871,2871,2871,2871,2871,2871,2871,True,True
2872,160,10,Sera,2872,2872,2872,2872,2872,2872,2872,2872,True,True
2873,160,11,Tovan,2873,2873,2873,2873,2873,2873,2873,2873,True,True
2874,160,12,Nia,2874,2874,2874,2874,2874,2874,2874,2874,True,True
2875,160,13,Ari,2875,2875,2875,2875,2875,2875,2875,2875,True,True
2876,160,14,Fay,2876,2876,2876,2876,2876,2876,2876,2876,True,True
2877,160,15,Milo,2877,2877,2877,2877,2877,2877,2877,2877,True,True
2878,160,16,Sera,2878,2878,2878,2878,2878,2878,2878,2878,True,True
2879,160,17,Tovan,2879,2879,2879,2879,2879,2879,2879,2879,True,True
2880,161,0,Nia,2880,2880,2880,2880,2880,2880,2880,2880,True,True
2881,161,1,Ari,2881,2881,2881,2881,2881,2881,2881,2881,True,True
2882,161,2,Fay,2882,2882,2882,2882,2882,2882,2882,2882,True,True
2883,161,3,Milo,2883,2883,2883,2883,2883,2883,2883,2883,True,True
2884,161,4,Sera,2884,2884,2884,2884,2884,2884,2884,2884,True,True
2885,161,5,Tovan,2885,2885,2885,2885,2885,2885,2885,2885,True,True
2886,161,6,Nia,2886,2886,2886,2886,2886,2886,2886,2886,True,True
2887,161,7,Ari,2887,2887,2887,2887,2887,2887,2887,2887,True,True
2888,161,8,Fay,2888,2888,2888,2888,2888,2888,2888,2888,True,True
2889,161,9,Milo,2889,2889,2889,2889,2889,2889,2889,2889,True,True
2890,161,10,Sera,2890,2890,2890,2890,2890,2890,2890,2890,True,True
2891,161,11,Tovan,2891,2891,2891,2891,2891,2891,2891,2891,True,True
2892,161,12,Nia,2892,2892,2892,2892,2892,2892,2892,2892,True,True
2893,161,13,Ari,2893,2893,2893,2893,2893,2893,2893,2893,True,True
2894,161,14,Fay,2894,2894,2894,2894,2894,2894,2894,2894,True,True
2895,161,15,Milo,2895,2895,2895,2895,2895,2895,2895,2895,True,True
2896,161,16,Sera,2896,2896,2896,2896,2896,2896,2896,2896,True,True
2897,161,17,Tovan,2897,2897,2897,2897,2897,2897,2897,2897,True,True
2898,162,0,Nia,2898,2898,2898,2898,2898,2898,2898,2898,True,True
2899,162,1,Ari,2899,2899,2899,2899,2899,2899,2899,2899,True,True
2900,162,2,Fay,2900,2900,2900,2900,2900,2900,2900,2900,True,True
2901,162,3,Milo,2901,2901,2901,2901,2901,2901,2901,2901,True,True
2902,162,4,Sera,2902,2902,2902,2902,2902,2902,2902,2902,True,True
2903,162,5,Tovan,2903,2903,2903,2903,2903,2903,2903,2903,True,True
2904,162,6,Nia,2904,2904,2904,2904,2904,2904,2904,2904,True,True
2905,162,7,Ari,2905,2905,2905,2905,2905,2905,2905,2905,True,True
2906,162,8,Fay,2906,2906,2906,2906,2906,2906,2906,2906,True,True
2907,162,9,Milo,2907,2907,2907,2907,2907,2907,2907,2907,True,True
2908,162,10,Sera,2908,2908,2908,2908,2908,2908,2908,2908,True,True
2909,162,11,Tovan,2909,2909,2909,2909,2909,2909,2909,2909,True,True
2910,162,12,Nia,2910,2910,2910,2910,2910,2910,2910,2910,True,True
2911,162,13,Ari,2911,2911,2911,2911,2911,2911,2911,2911,True,True
2912,162,14,Fay,2912,2912,2912,2912,2912,2912,2912,2912,True,True
2913,162,15,Milo,2913,2913,2913,2913,2913,2913,2913,2913,True,True
2914,162,16,Sera,2914,2914,2914,2914,2914,2914,2914,2914,True,True
2915,162,17,Tovan,2915,2915,2915,2915,2915,2915,2915,2915,True,True
2916,163,0,Nia,2916,2916,2916,2916,2916,2916,2916,2916,True,True
2917,163,1,Ari,2917,2917,2917,2917,2917,2917,2917,2917,True,True
2918,163,2,Fay,2918,2918,2918,2918,2918,2918,2918,2918,True,True
2919,163,3,Milo,2919,2919,2919,2919,2919,2919,2919,2919,True,True
2920,163,4,Sera,2920,2920,2920,2920,2920,2920,2920,2920,True,True
2921,163,5,Tovan,2921,2921,2921,2921,2921,2921,2921,2921,True,True
2922,163,6,Nia,2922,2922,2922,2922,2922,2922,2922,2922,True,True
2923,163,7,Ari,2923,2923,2923,2923,2923,2923,2923,2923,True,True
2924,163,8,Fay,2924,2924,2924,2924,2924,2924,2924,2924,True,True
2925,163,9,Milo,2925,2925,2925,2925,2925,2925,2925,2925,True,True
2926,163,10,Sera,2926,2926,2926,2926,2926,2926,2926,2926,True,True
2927,163,11,Tovan,2927,2927,2927,2927,2927,2927,2927,2927,True,True
2928,163,12,Nia,2928,2928,2928,2928,2928,2928,2928,2928,True,True
2929,163,13,Ari,2929,2929,2929,2929,2929,2929,2929,2929,True,True
2930,163,14,Fay,2930,2930,2930,2930,2930,2930,2930,2930,True,True
2931,163,15,Milo,2931,2931,2931,2931,2931,2931,2931,2931,True,True
2932,163,16,Sera,2932,2932,2932,2932,2932,2932,2932,2932,True,True
2933,163,17,Tovan,2933,2933,2933,2933,2933,2933,2933,2933,True,True
2934,164,0,Nia,2934,2934,2934,2934,2934,2934,2934,2934,True,True
2935,164,1,Ari,2935,2935,2935,2935,2935,2935,2935,2935,True,True
2936,164,2,Fay,2936,2936,2936,2936,2936,2936,2936,2936,True,True
2937,164,3,Milo,2937,2937,2937,2937,2937,2937,2937,2937,True,True
2938,164,4,Sera,2938,2938,2938,2938,2938,2938,2938,2938,True,True
2939,164,5,Tovan,2939,2939,2939,2939,2939,2939,2939,2939,True,True
2940,164,6,Nia,2940,2940,2940,2940,2940,2940,2940,2940,True,True
2941,164,7,Ari,2941,2941,2941,2941,2941,2941,2941,2941,True,True
2942,164,8,Fay,2942,2942,2942,2942,2942,2942,2942,2942,True,True
2943,164,9,Milo,2943,2943,2943,2943,2943,2943,2943,2943,True,True
2944,164,10,Sera,2944,2944,2944,2944,2944,2944,2944,2944,True,True
2945,164,11,Tovan,2945,2945,2945,2945,2945,2945,2945,2945,True,True
2946,164,12,Nia,2946,2946,2946,2946,2946,2946,2946,2946,True,True
2947,164,13,Ari,2947,2947,2947,2947,2947,2947,2947,2947,True,True
2948,164,14,Fay,2948,2948,2948,2948,2948,2948,2948,2948,True,True
2949,164,15,Milo,2949,2949,2949,2949,2949,2949,2949,2949,True,True
2950,164,16,Sera,2950,2950,2950,2950,2950,2950,2950,2950,True,True
2951,164,17,Tovan,2951,2951,2951,2951,2951,2951,2951,2951,True,True
2952,165,0,Nia,2952,2952,2952,2952,2952,2952,2952,2952,True,True
2953,165,1,Ari,2953,2953,2953,2953,2953,2953,2953,2953,True,True
2954,165,2,Fay,2954,2954,2954,2954,2954,2954,2954,2954,True,True
2955,165,3,Milo,2955,2955,2955,2955,2955,2955,2955,2955,True,True
2956,165,4,Sera,2956,2956,2956,2956,2956,2956,2956,2956,True,True
2957,165,5,Tovan,2957,2957,2957,2957,2957,2957,2957,2957,True,True
2958,165,6,Nia,2958,2958,2958,2958,2958,2958,2958,2958,True,True
2959,165,7,Ari,2959,2959,2959,2959,2959,2959,2959,2959,True,True
2960,165,8,Fay,2960,2960,2960,2960,2960,2960,2960,2960,True,True
2961,165,9,Milo,2961,2961,2961,2961,2961,2961,2961,2961,True,True
2962,165,10,Sera,2962,2962,2962,2962,2962,2962,2962,2962,True,True
2963,165,11,Tovan,2963,2963,2963,2963,2963,2963,2963,2963,True,True
2964,165,12,Nia,2964,2964,2964,2964,2964,2964,2964,2964,True,True
2965,165,13,Ari,2965,2965,2965,2965,2965,2965,2965,2965,True,True
2966,165,14,Fay,2966,2966,2966,2966,2966,2966,2966,2966,True,True
2967,165,15,Milo,2967,2967,2967,2967,2967,2967,2967,2967,True,True
2968,165,16,Sera,2968,2968,2968,2968,2968,2968,2968,2968,True,True
2969,165,17,Tovan,2969,2969,2969,2969,2969,2969,2969,2969,True,True
2970,166,0,Nia,2970,2970,2970,2970,2970,2970,2970,2970,True,True
2971,166,1,Ari,2971,2971,2971,2971,2971,2971,2971,2971,True,True
2972,166,2,Fay,2972,2972,2972,2972,2972,2972,2972,2972,True,True
2973,166,3,Milo,2973,2973,2973,2973,2973,2973,2973,2973,True,True
2974,166,4,Sera,2974,2974,2974,2974,2974,2974,2974,2974,True,True
2975,166,5,Tovan,2975,2975,2975,2975,2975,2975,2975,2975,True,True
2976,166,6,Nia,2976,2976,2976,2976,2976,2976,2976,2976,True,True
2977,166,7,Ari,2977,2977,2977,2977,2977,2977,2977,2977,True,True
2978,166,8,Fay,2978,2978,2978,2978,2978,2978,2978,2978,True,True
2979,166,9,Milo,2979,2979,2979,2979,2979,2979,2979,2979,True,True
2980,166,10,Sera,2980,2980,2980,2980,2980,2980,2980,2980,True,True
2981,166,11,Tovan,2981,2981,2981,2981,2981,2981,2981,2981,True,True
2982,166,12,Nia,2982,2982,2982,2982,2982,2982,2982,2982,True,True
2983,166,13,Ari,2983,2983,2983,2983,2983,2983,2983,2983,True,True
2984,166,14,Fay,2984,2984,2984,2984,2984,2984,2984,2984,True,True
2985,166,15,Milo,2985,2985,2985,2985,2985,2985,2985,2985,True,True
2986,166,16,Sera,2986,2986,2986,2986,2986,2986,2986,2986,True,True
2987,166,17,Tovan,2987,2987,2987,2987,2987,2987,2987,2987,True,True
2988,167,0,Nia,2988,2988,2988,2988,2988,2988,2988,2988,True,True
2989,167,1,Ari,2989,2989,2989,2989,2989,2989,2989,2989,True,True
2990,167,2,Fay,2990,2990,2990,2990,2990,2990,2990,2990,True,True
2991,167,3,Milo,2991,2991,2991,2991,2991,2991,2991,2991,True,True
2992,167,4,Sera,2992,2992,2992,2992,2992,2992,2992,2992,True,True
2993,167,5,Tovan,2993,2993,2993,2993,2993,2993,2993,2993,True,True
2994,167,6,Nia,2994,2994,2994,2994,2994,2994,2994,2994,True,True
2995,167,7,Ari,2995,2995,2995,2995,2995,2995,2995,2995,True,True
2996,167,8,Fay,2996,2996,2996,2996,2996,2996,2996,2996,True,True
2997,167,9,Milo,2997,2997,2997,2997,2997,2997,2997,2997,True,True
2998,167,10,Sera,2998,2998,2998,2998,2998,2998,2998,2998,True,True
2999,167,11,Tovan,2999,2999,2999,2999,2999,2999,2999,2999,True,True
3000,167,12,Nia,3000,3000,3000,3000,3000,3000,3000,3000,True,True
3001,167,13,Ari,3001,3001,3001,3001,3001,3001,3001,3001,True,True
3002,167,14,Fay,3002,3002,3002,3002,3002,3002,3002,3002,True,True
3003,167,15,Milo,3003,3003,3003,3003,3003,3003,3003,3003,True,True
3004,167,16,Sera,3004,3004,3004,3004,3004,3004,3004,3004,True,True
3005,167,17,Tovan,3005,3005,3005,3005,3005,3005,3005,3005,True,True
3006,168,0,Nia,3006,3006,3006,3006,3006,3006,3006,3006,True,True
3007,168,1,Ari,3007,3007,3007,3007,3007,3007,3007,3007,True,True
3008,168,2,Fay,3008,3008,3008,3008,3008,3008,3008,3008,True,True
3009,168,3,Milo,3009,3009,3009,3009,3009,3009,3009,3009,True,True
3010,168,4,Sera,3010,3010,3010,3010,3010,3010,3010,3010,True,True
3011,168,5,Tovan,3011,3011,3011,3011,3011,3011,3011,3011,True,True
3012,168,6,Nia,3012,3012,3012,3012,3012,3012,3012,3012,True,True
3013,168,7,Ari,3013,3013,3013,3013,3013,3013,3013,3013,True,True
3014,168,8,Fay,3014,3014,3014,3014,3014,3014,3014,3014,True,True
3015,168,9,Milo,3015,3015,3015,3015,3015,3015,3015,3015,True,True
3016,168,10,Sera,3016,3016,3016,3016,3016,3016,3016,3016,True,True
3017,168,11,Tovan,3017,3017,3017,3017,3017,3017,3017,3017,True,True
3018,168,12,Nia,3018,3018,3018,3018,3018,3018,3018,3018,True,True
3019,168,13,Ari,3019,3019,3019,3019,3019,3019,3019,3019,True,True
3020,168,14,Fay,3020,3020,3020,3020,3020,3020,3020,3020,True,True
3021,168,15,Milo,3021,3021,3021,3021,3021,3021,3021,3021,True,True
3022,168,16,Sera,3022,3022,3022,3022,3022,3022,3022,3022,True,True
3023,168,17,Tovan,3023,3023,3023,3023,3023,3023,3023,3023,True,True
3024,169,0,Nia,3024,3024,3024,3024,3024,3024,3024,3024,True,True
3025,169,1,Ari,3025,3025,3025,3025,3025,3025,3025,3025,True,True
3026,169,2,Fay,3026,3026,3026,3026,3026,3026,3026,3026,True,True
3027,169,3,Milo,3027,3027,3027,3027,3027,3027,3027,3027,True,True
3028,169,4,Sera,3028,3028,3028,3028,3028,3028,3028,3028,True,True
3029,169,5,Tovan,3029,3029,3029,3029,3029,3029,3029,3029,True,True
3030,169,6,Nia,3030,3030,3030,3030,3030,3030,3030,3030,True,True
3031,169,7,Ari,3031,3031,3031,3031,3031,3031,3031,3031,True,True
3032,169,8,Fay,3032,3032,3032,3032,3032,3032,3032,3032,True,True
3033,169,9,Milo,3033,3033,3033,3033,3033,3033,3033,3033,True,True
3034,169,10,Sera,3034,3034,3034,3034,3034,3034,3034,3034,True,True
3035,169,11,Tovan,3035,3035,3035,3035,3035,3035,3035,3035,True,True
3036,169,12,Nia,3036,3036,3036,3036,3036,3036,3036,3036,True,True
3037,169,13,Ari,3037,3037,3037,3037,3037,3037,3037,3037,True,True
3038,169,14,Fay,3038,3038,3038,3038,3038,3038,3038,3038,True,True
3039,169,15,Milo,3039,3039,3039,3039,3039,3039,3039,3039,True,True
3040,169,16,Sera,3040,3040,3040,3040,3040,3040,3040,3040,True,True
3041,169,17,Tovan,3041,3041,3041,3041,3041,3041,3041,3041,True,True
3042,170,0,Nia,3042,3042,3042,3042,3042,3042,3042,3042,True,True
3043,170,1,Ari,3043,3043,3043,3043,3043,3043,3043,3043,True,True
3044,170,2,Fay,3044,3044,3044,3044,3044,3044,3044,3044,True,True
3045,170,3,Milo,3045,3045,3045,3045,3045,3045,3045,3045,True,True
3046,170,4,Sera,3046,3046,3046,3046,3046,3046,3046,3046,True,True
3047,170,5,Tovan,3047,3047,3047,3047,3047,3047,3047,3047,True,True
3048,170,6,Nia,3048,3048,3048,3048,3048,3048,3048,3048,True,True
3049,170,7,Ari,3049,3049,3049,3049,3049,3049,3049,3049,True,True
3050,170,8,Fay,3050,3050,3050,3050,3050,3050,3050,3050,True,True
3051,170,9,Milo,3051,3051,3051,3051,3051,3051,3051,3051,True,True
3052,170,10,Sera,3052,3052,3052,3052,3052,3052,3052,3052,True,True
3053,170,11,Tovan,3053,3053,3053,3053,3053,3053,3053,3053,True,True
3054,170,12,Nia,3054,3054,3054,3054,3054,3054,3054,3054,True,True
3055,170,13,Ari,3055,3055,3055,3055,3055,3055,3055,3055,True,True
3056,170,14,Fay,3056,3056,3056,3056,3056,3056,3056,3056,True,True
3057,170,15,Milo,3057,3057,3057,3057,3057,3057,3057,3057,True,True
3058,170,16,Sera,3058,3058,3058,3058,3058,3058,3058,3058,True,True
3059,170,17,Tovan,3059,3059,3059,3059,3059,3059,3059,3059,True,True
3060,171,0,Nia,3060,3060,3060,3060,3060,3060,3060,3060,True,True
3061,171,1,Ari,3061,3061,3061,3061,3061,3061,3061,3061,True,True
3062,171,2,Fay,3062,3062,3062,3062,3062,3062,3062,3062,True,True
3063,171,3,Milo,3063,3063,3063,3063,3063,3063,3063,3063,True,True
3064,171,4,Sera,3064,3064,3064,3064,3064,3064,3064,3064,True,True
3065,171,5,Tovan,3065,3065,3065,3065,3065,3065,3065,3065,True,True
3066,171,6,Nia,3066,3066,3066,3066,3066,3066,3066,3066,True,True
3067,171,7,Ari,3067,3067,3067,3067,3067,3067,3067,3067,True,True
3068,171,8,Fay,3068,3068,3068,3068,3068,3068,3068,3068,True,True
3069,171,9,Milo,3069,3069,3069,3069,3069,3069,3069,3069,True,True
3070,171,10,Sera,3070,3070,3070,3070,3070,3070,3070,3070,True,True
3071,171,11,Tovan,3071,3071,3071,3071,3071,3071,3071,3071,True,True
3072,171,12,Nia,3072,3072,3072,3072,3072,3072,3072,3072,True,True
