tick,day,obligation_id,scene_id,agent,object_name,obligation_kind,age_days,due_day,status_before,status_after,persisted_across_visit,visible_to_avatar,obligation_integrity_score
470,27,v24-obligation-nari-0470,v24-scene-d27,Nari,fern key,return_owned_object,1,30,open,repaired,0,1,1.0
471,27,v24-obligation-nari-0471,v24-scene-d27,Nari,ink ledger,respect_access_boundary,1,28,open,open,1,1,1.0
472,27,v24-obligation-keth-0461,v24-scene-d27,Keth,path cord,return_owned_object,2,29,open,repaired,0,0,0.75
473,27,v24-obligation-sova-0473,v24-scene-d27,Sova,ember bowl,return_owned_object,1,30,open,repaired,0,1,1.0
474,27,v24-obligation-melo-0466,v24-scene-d27,Melo,tally beads,return_owned_object,2,28,open,open,1,1,1.0
475,27,v24-obligation-melo-0466,v24-scene-d27,Melo,tally beads,return_owned_object,2,29,open,repaired,0,1,1.0
476,27,v24-obligation-vonn-0476,v24-scene-d27,Vonn,rain mirror,repair_after_overreach,1,30,open,open,1,1,1.0
477,27,v24-obligation-vonn-0476,v24-scene-d27,Vonn,rain mirror,repair_after_overreach,1,30,open,repaired,0,1,1.0
478,27,v24-obligation-keth-0478,v24-scene-d27,Keth,path cord,return_owned_object,1,29,open,open,1,1,1.0
479,27,v24-obligation-ori-0479,v24-scene-d27,Ori,sap hook,return_owned_object,1,30,open,repaired,0,1,1.0
480,27,v24-obligation-sova-0480,v24-scene-d27,Sova,moth lantern,return_owned_object,1,28,open,repaired,0,1,1.0
481,27,v24-obligation-keth-0478,v24-scene-d27,Keth,path cord,return_owned_object,1,29,open,repaired,0,1,1.0
482,27,v24-obligation-ori-0482,v24-scene-d27,Ori,sap hook,return_owned_object,1,30,open,open,1,1,1.0
483,27,v24-obligation-sova-0483,v24-scene-d27,Sova,ember bowl,return_owned_object,1,28,open,open,1,1,1.0
484,27,v24-obligation-vonn-0484,v24-scene-d27,Vonn,rain mirror,repair_after_overreach,1,29,open,repaired,0,1,1.0
485,27,v24-obligation-ori-0482,v24-scene-d27,Ori,sap hook,return_owned_object,1,30,open,open,1,1,1.0
486,28,v24-obligation-sova-0483,v24-scene-d28,Sova,ember bowl,return_owned_object,2,28,open,repaired,0,1,1.0
487,28,v24-obligation-ori-0482,v24-scene-d28,Ori,sap hook,return_owned_object,2,30,open,repaired,0,1,1.0
488,28,v24-obligation-keth-0488,v24-scene-d28,Keth,path cord,return_owned_object,1,31,open,repaired,0,1,1.0
489,28,v24-no-open-ori-0489,v24-scene-d28,Ori,sap hook,none,0,28,none,none,0,0,1.0
490,28,v24-obligation-nari-0471,v24-scene-d28,Nari,ink ledger,respect_access_boundary,2,29,open,repaired,0,1,1.0
491,28,v24-obligation-keth-0491,v24-scene-d28,Keth,path cord,return_owned_object,1,31,open,repaired,0,1,1.0
492,28,v24-obligation-melo-0492,v24-scene-d28,Melo,tally beads,return_owned_object,1,29,open,repaired,0,1,1.0
493,28,v24-no-open-keth-0493,v24-scene-d28,Keth,path cord,none,0,28,none,none,0,0,1.0
494,28,v24-obligation-vonn-0494,v24-scene-d28,Vonn,listening shell,return_owned_object,1,31,open,repaired,0,1,1.0
495,28,v24-obligation-keth-0495,v24-scene-d28,Keth,path cord,return_owned_object,1,29,open,open,1,1,1.0
496,28,v24-obligation-melo-0496,v24-scene-d28,Melo,tally beads,return_owned_object,1,30,open,open,1,1,1.0
497,28,v24-no-open-sova-0497,v24-scene-d28,Sova,moth lantern,none,0,28,none,none,0,0,1.0
498,28,v24-obligation-keth-0495,v24-scene-d28,Keth,path cord,return_owned_object,1,29,open,repaired,0,1,1.0
499,28,v24-obligation-sova-0499,v24-scene-d28,Sova,moth lantern,return_owned_object,1,30,open,repaired,0,1,1.0
500,28,v24-obligation-sova-0500,v24-scene-d28,Sova,ember bowl,return_owned_object,1,31,open,open,1,1,1.0
501,28,v24-no-open-vonn-0501,v24-scene-d28,Vonn,rain mirror,none,0,28,none,none,0,0,1.0
502,28,v24-obligation-melo-0496,v24-scene-d28,Melo,tally beads,return_owned_object,1,30,open,repaired,0,1,1.0
503,28,v24-obligation-vonn-0503,v24-scene-d28,Vonn,rain mirror,repair_after_overreach,1,31,open,repaired,0,1,1.0
504,29,v24-obligation-sova-0500,v24-scene-d29,Sova,ember bowl,return_owned_object,2,31,open,repaired,0,1,1.0
505,29,v24-no-open-keth-0505,v24-scene-d29,Keth,path cord,none,0,29,none,none,0,0,1.0
506,29,v24-obligation-ori-0506,v24-scene-d29,Ori,sap hook,return_owned_object,1,32,open,repaired,0,1,1.0
507,29,v24-obligation-nari-0507,v24-scene-d29,Nari,ink ledger,return_owned_object,1,30,open,open,1,1,1.0
508,29,v24-obligation-nari-0507,v24-scene-d29,Nari,ink ledger,return_owned_object,1,30,open,repaired,0,1,1.0
509,29,v24-no-open-ori-0509,v24-scene-d29,Ori,sap hook,none,0,29,none,none,0,0,1.0
510,29,v24-obligation-sova-0510,v24-scene-d29,Sova,moth lantern,return_owned_object,1,30,open,repaired,0,1,1.0
511,29,v24-obligation-sova-0511,v24-scene-d29,Sova,ember bowl,return_owned_object,1,31,open,repaired,0,1,1.0
512,29,v24-obligation-nari-0508,v24-scene-d29,Nari,fern key,return_owned_object,1,31,open,open,1,1,1.0
513,29,v24-no-open-vonn-0513,v24-scene-d29,Vonn,listening shell,none,0,29,none,none,0,0,1.0
514,29,v24-obligation-keth-0514,v24-scene-d29,Keth,path cord,return_owned_object,1,31,open,repaired,0,1,1.0
515,29,v24-obligation-nari-0508,v24-scene-d29,Nari,fern key,return_owned_object,1,31,open,open,1,1,1.0
516,29,v24-obligation-sova-0516,v24-scene-d29,Sova,moth lantern,return_owned_object,1,30,open,repaired,0,1,1.0
517,29,v24-no-open-sova-0517,v24-scene-d29,Sova,ember bowl,none,0,29,none,none,0,0,1.0
518,29,v24-obligation-ori-0518,v24-scene-d29,Ori,sap hook,return_owned_object,1,32,open,repaired,0,1,1.0
519,29,v24-obligation-melo-0519,v24-scene-d29,Melo,tally beads,return_owned_object,1,30,open,repaired,0,1,1.0
520,29,v24-obligation-vonn-0520,v24-scene-d29,Vonn,rain mirror,help_with_owned_task,1,31,open,open,1,1,1.0
521,29,v24-obligation-vonn-0520,v24-scene-d29,Vonn,rain mirror,help_with_owned_task,1,31,open,open,1,1,1.0
522,30,v24-obligation-sova-0522,v24-scene-d30,Sova,ember bowl,return_owned_object,1,31,open,open,1,1,1.0
523,30,v24-obligation-ori-0523,v24-scene-d30,Ori,sap hook,return_owned_object,1,32,open,repaired,0,1,1.0
524,30,v24-obligation-melo-0524,v24-scene-d30,Melo,tally beads,return_owned_object,1,33,open,repaired,0,1,1.0
525,30,v24-obligation-nari-0508,v24-scene-d30,Nari,fern key,return_owned_object,2,31,open,repaired,0,1,1.0
526,30,v24-obligation-sova-0522,v24-scene-d30,Sova,ember bowl,return_owned_object,1,31,open,repaired,0,1,1.0
527,30,v24-obligation-keth-0527,v24-scene-d30,Keth,path cord,return_owned_object,1,33,open,repaired,0,1,1.0
528,30,v24-obligation-nari-0528,v24-scene-d30,Nari,ink ledger,respect_access_boundary,1,31,open,open,1,1,1.0
529,30,v24-obligation-nari-0528,v24-scene-d30,Nari,ink ledger,respect_access_boundary,1,32,open,open,1,1,1.0
530,30,v24-obligation-vonn-0520,v24-scene-d30,Vonn,rain mirror,help_with_owned_task,2,31,open,repaired,0,0,0.75
531,30,v24-obligation-vonn-0531,v24-scene-d30,Vonn,rain mirror,return_owned_object,1,31,open,repaired,0,1,1.0
532,30,v24-obligation-vonn-0532,v24-scene-d30,Vonn,listening shell,return_owned_object,1,32,open,repaired,0,1,1.0
533,30,v24-no-open-keth-0533,v24-scene-d30,Keth,path cord,none,0,30,none,none,0,0,1.0
534,30,v24-obligation-sova-0534,v24-scene-d30,Sova,ember bowl,return_owned_object,1,31,open,open,1,1,1.0
535,30,v24-obligation-nari-0528,v24-scene-d30,Nari,ink ledger,respect_access_boundary,1,32,open,repaired,0,1,1.0
536,30,v24-obligation-vonn-0536,v24-scene-d30,Vonn,listening shell,return_owned_object,1,33,open,repaired,0,1,1.0
537,30,v24-obligation-nari-0537,v24-scene-d30,Nari,fern key,return_owned_object,1,31,open,open,1,1,1.0
538,30,v24-obligation-melo-0538,v24-scene-d30,Melo,tally beads,return_owned_object,1,32,open,repaired,0,1,1.0
539,30,v24-obligation-vonn-0539,v24-scene-d30,Vonn,rain mirror,help_with_owned_task,1,33,open,open,1,1,1.0
