frame_id,generation,household,memory_type,memory_sentence,elder_source,child_receiver,trust_charge,caution_charge,gratitude_charge,recall_probability
86,15,Routehall,sleep_protection,Routehall protects sleep before work or avatar requests.,Routehall-elder-g15,Routehall-child-g15,0.6692,0.546,0.443,0.923368
87,15,Marketroof,avatar_care,Marketroof remembers help as welcome only when boundaries are kept.,Marketroof-elder-g15,Marketroof-child-g15,0.7156,0.5334,0.449,0.86742
87,15,Marketroof,boundary_warning,Marketroof teaches that pressure must be answered with a pause.,Marketroof-elder-g15,Marketroof-child-g15,0.6756,0.5934,0.399,0.88342
87,15,Marketroof,ritual_origin,Marketroof keeps the old rhythm but lets children vary it safely.,Marketroof-elder-g15,Marketroof-child-g15,0.6756,0.5334,0.399,0.90342
87,15,Marketroof,sleep_protection,Marketroof protects sleep before work or avatar requests.,Marketroof-elder-g15,Marketroof-child-g15,0.6756,0.5334,0.449,0.92342
88,15,Quietledger,avatar_care,Quietledger remembers help as welcome only when boundaries are kept.,Quietledger-elder-g15,Quietledger-child-g15,0.7028,0.5622,0.437,0.86758
88,15,Quietledger,boundary_warning,Quietledger teaches that pressure must be answered with a pause.,Quietledger-elder-g15,Quietledger-child-g15,0.6628,0.6222,0.387,0.88358
88,15,Quietledger,ritual_origin,Quietledger keeps the old rhythm but lets children vary it safely.,Quietledger-elder-g15,Quietledger-child-g15,0.6628,0.5622,0.387,0.90358
88,15,Quietledger,sleep_protection,Quietledger protects sleep before work or avatar requests.,Quietledger-elder-g15,Quietledger-child-g15,0.6628,0.5622,0.437,0.92358
89,15,Orchardring,avatar_care,Orchardring remembers help as welcome only when boundaries are kept.,Orchardring-elder-g15,Orchardring-child-g15,0.722,0.5298,0.455,0.868132
89,15,Orchardring,boundary_warning,Orchardring teaches that pressure must be answered with a pause.,Orchardring-elder-g15,Orchardring-child-g15,0.682,0.5898,0.405,0.884132
89,15,Orchardring,ritual_origin,Orchardring keeps the old rhythm but lets children vary it safely.,Orchardring-elder-g15,Orchardring-child-g15,0.682,0.5298,0.405,0.904132
89,15,Orchardring,sleep_protection,Orchardring protects sleep before work or avatar requests.,Orchardring-elder-g15,Orchardring-child-g15,0.682,0.5298,0.455,0.924132
90,15,Rainloft,avatar_care,Rainloft remembers help as welcome only when boundaries are kept.,Rainloft-elder-g15,Rainloft-child-g15,0.706,0.555,0.44,0.86754
90,15,Rainloft,boundary_warning,Rainloft teaches that pressure must be answered with a pause.,Rainloft-elder-g15,Rainloft-child-g15,0.666,0.615,0.39,0.88354
90,15,Rainloft,ritual_origin,Rainloft keeps the old rhythm but lets children vary it safely.,Rainloft-elder-g15,Rainloft-child-g15,0.666,0.555,0.39,0.90354
90,15,Rainloft,sleep_protection,Rainloft protects sleep before work or avatar requests.,Rainloft-elder-g15,Rainloft-child-g15,0.666,0.555,0.44,0.92354
91,16,Hearthnest,avatar_care,Hearthnest remembers help as welcome only when boundaries are kept.,Hearthnest-elder-g16,Hearthnest-child-g16,0.7544,0.5616,0.476,0.8752
91,16,Hearthnest,boundary_warning,Hearthnest teaches that pressure must be answered with a pause.,Hearthnest-elder-g16,Hearthnest-child-g16,0.7144,0.6216,0.426,0.8912
91,16,Hearthnest,ritual_origin,Hearthnest keeps the old rhythm but lets children vary it safely.,Hearthnest-elder-g16,Hearthnest-child-g16,0.7144,0.5616,0.426,0.9112
91,16,Hearthnest,sleep_protection,Hearthnest protects sleep before work or avatar requests.,Hearthnest-elder-g16,Hearthnest-child-g16,0.7144,0.5616,0.476,0.9312
92,16,Routehall,avatar_care,Routehall remembers help as welcome only when boundaries are kept.,Routehall-elder-g16,Routehall-child-g16,0.7192,0.558,0.443,0.869568
92,16,Routehall,boundary_warning,Routehall teaches that pressure must be answered with a pause.,Routehall-elder-g16,Routehall-child-g16,0.6792,0.618,0.393,0.885568
92,16,Routehall,ritual_origin,Routehall keeps the old rhythm but lets children vary it safely.,Routehall-elder-g16,Routehall-child-g16,0.6792,0.558,0.393,0.905568
92,16,Routehall,sleep_protection,Routehall protects sleep before work or avatar requests.,Routehall-elder-g16,Routehall-child-g16,0.6792,0.558,0.443,0.925568
93,16,Marketroof,avatar_care,Marketroof remembers help as welcome only when boundaries are kept.,Marketroof-elder-g16,Marketroof-child-g16,0.7256,0.5454,0.449,0.86962
93,16,Marketroof,boundary_warning,Marketroof teaches that pressure must be answered with a pause.,Marketroof-elder-g16,Marketroof-child-g16,0.6856,0.6054,0.399,0.88562
93,16,Marketroof,ritual_origin,Marketroof keeps the old rhythm but lets children vary it safely.,Marketroof-elder-g16,Marketroof-child-g16,0.6856,0.5454,0.399,0.90562
93,16,Marketroof,sleep_protection,Marketroof protects sleep before work or avatar requests.,Marketroof-elder-g16,Marketroof-child-g16,0.6856,0.5454,0.449,0.92562
94,16,Quietledger,avatar_care,Quietledger remembers help as welcome only when boundaries are kept.,Quietledger-elder-g16,Quietledger-child-g16,0.7128,0.5742,0.437,0.86978
94,16,Quietledger,boundary_warning,Quietledger teaches that pressure must be answered with a pause.,Quietledger-elder-g16,Quietledger-child-g16,0.6728,0.6342,0.387,0.88578
94,16,Quietledger,ritual_origin,Quietledger keeps the old rhythm but lets children vary it safely.,Quietledger-elder-g16,Quietledger-child-g16,0.6728,0.5742,0.387,0.90578
94,16,Quietledger,sleep_protection,Quietledger protects sleep before work or avatar requests.,Quietledger-elder-g16,Quietledger-child-g16,0.6728,0.5742,0.437,0.92578
95,16,Orchardring,avatar_care,Orchardring remembers help as welcome only when boundaries are kept.,Orchardring-elder-g16,Orchardring-child-g16,0.732,0.5418,0.455,0.870332
95,16,Orchardring,boundary_warning,Orchardring teaches that pressure must be answered with a pause.,Orchardring-elder-g16,Orchardring-child-g16,0.692,0.6018,0.405,0.886332
95,16,Orchardring,ritual_origin,Orchardring keeps the old rhythm but lets children vary it safely.,Orchardring-elder-g16,Orchardring-child-g16,0.692,0.5418,0.405,0.906332
95,16,Orchardring,sleep_protection,Orchardring protects sleep before work or avatar requests.,Orchardring-elder-g16,Orchardring-child-g16,0.692,0.5418,0.455,0.926332
96,16,Rainloft,avatar_care,Rainloft remembers help as welcome only when boundaries are kept.,Rainloft-elder-g16,Rainloft-child-g16,0.716,0.567,0.44,0.86974
96,16,Rainloft,boundary_warning,Rainloft teaches that pressure must be answered with a pause.,Rainloft-elder-g16,Rainloft-child-g16,0.676,0.627,0.39,0.88574
96,16,Rainloft,ritual_origin,Rainloft keeps the old rhythm but lets children vary it safely.,Rainloft-elder-g16,Rainloft-child-g16,0.676,0.567,0.39,0.90574
96,16,Rainloft,sleep_protection,Rainloft protects sleep before work or avatar requests.,Rainloft-elder-g16,Rainloft-child-g16,0.676,0.567,0.44,0.92574
97,17,Hearthnest,avatar_care,Hearthnest remembers help as welcome only when boundaries are kept.,Hearthnest-elder-g17,Hearthnest-child-g17,0.7644,0.5736,0.476,0.87644
97,17,Hearthnest,boundary_warning,Hearthnest teaches that pressure must be answered with a pause.,Hearthnest-elder-g17,Hearthnest-child-g17,0.7244,0.6336,0.426,0.89244
97,17,Hearthnest,ritual_origin,Hearthnest keeps the old rhythm but lets children vary it safely.,Hearthnest-elder-g17,Hearthnest-child-g17,0.7244,0.5736,0.426,0.91244
97,17,Hearthnest,sleep_protection,Hearthnest protects sleep before work or avatar requests.,Hearthnest-elder-g17,Hearthnest-child-g17,0.7244,0.5736,0.476,0.93244
98,17,Routehall,avatar_care,Routehall remembers help as welcome only when boundaries are kept.,Routehall-elder-g17,Routehall-child-g17,0.7292,0.57,0.443,0.871768
98,17,Routehall,boundary_warning,Routehall teaches that pressure must be answered with a pause.,Routehall-elder-g17,Routehall-child-g17,0.6892,0.63,0.393,0.887768
98,17,Routehall,ritual_origin,Routehall keeps the old rhythm but lets children vary it safely.,Routehall-elder-g17,Routehall-child-g17,0.6892,0.57,0.393,0.907768
98,17,Routehall,sleep_protection,Routehall protects sleep before work or avatar requests.,Routehall-elder-g17,Routehall-child-g17,0.6892,0.57,0.443,0.927768
99,17,Marketroof,avatar_care,Marketroof remembers help as welcome only when boundaries are kept.,Marketroof-elder-g17,Marketroof-child-g17,0.7356,0.5574,0.449,0.87182
99,17,Marketroof,boundary_warning,Marketroof teaches that pressure must be answered with a pause.,Marketroof-elder-g17,Marketroof-child-g17,0.6956,0.6174,0.399,0.88782
99,17,Marketroof,ritual_origin,Marketroof keeps the old rhythm but lets children vary it safely.,Marketroof-elder-g17,Marketroof-child-g17,0.6956,0.5574,0.399,0.90782
99,17,Marketroof,sleep_protection,Marketroof protects sleep before work or avatar requests.,Marketroof-elder-g17,Marketroof-child-g17,0.6956,0.5574,0.449,0.92782
100,17,Quietledger,avatar_care,Quietledger remembers help as welcome only when boundaries are kept.,Quietledger-elder-g17,Quietledger-child-g17,0.7228,0.5862,0.437,0.87198
100,17,Quietledger,boundary_warning,Quietledger teaches that pressure must be answered with a pause.,Quietledger-elder-g17,Quietledger-child-g17,0.6828,0.6462,0.387,0.88798
100,17,Quietledger,ritual_origin,Quietledger keeps the old rhythm but lets children vary it safely.,Quietledger-elder-g17,Quietledger-child-g17,0.6828,0.5862,0.387,0.90798
100,17,Quietledger,sleep_protection,Quietledger protects sleep before work or avatar requests.,Quietledger-elder-g17,Quietledger-child-g17,0.6828,0.5862,0.437,0.92798
101,17,Orchardring,avatar_care,Orchardring remembers help as welcome only when boundaries are kept.,Orchardring-elder-g17,Orchardring-child-g17,0.742,0.5538,0.455,0.872532
101,17,Orchardring,boundary_warning,Orchardring teaches that pressure must be answered with a pause.,Orchardring-elder-g17,Orchardring-child-g17,0.702,0.6138,0.405,0.888532
101,17,Orchardring,ritual_origin,Orchardring keeps the old rhythm but lets children vary it safely.,Orchardring-elder-g17,Orchardring-child-g17,0.702,0.5538,0.405,0.908532
101,17,Orchardring,sleep_protection,Orchardring protects sleep before work or avatar requests.,Orchardring-elder-g17,Orchardring-child-g17,0.702,0.5538,0.455,0.928532
102,17,Rainloft,avatar_care,Rainloft remembers help as welcome only when boundaries are kept.,Rainloft-elder-g17,Rainloft-child-g17,0.726,0.579,0.44,0.87194
102,17,Rainloft,boundary_warning,Rainloft teaches that pressure must be answered with a pause.,Rainloft-elder-g17,Rainloft-child-g17,0.686,0.639,0.39,0.88794
102,17,Rainloft,ritual_origin,Rainloft keeps the old rhythm but lets children vary it safely.,Rainloft-elder-g17,Rainloft-child-g17,0.686,0.579,0.39,0.90794
102,17,Rainloft,sleep_protection,Rainloft protects sleep before work or avatar requests.,Rainloft-elder-g17,Rainloft-child-g17,0.686,0.579,0.44,0.92794
103,18,Hearthnest,avatar_care,Hearthnest remembers help as welcome only when boundaries are kept.,Hearthnest-elder-g18,Hearthnest-child-g18,0.7744,0.5856,0.476,0.87744
103,18,Hearthnest,boundary_warning,Hearthnest teaches that pressure must be answered with a pause.,Hearthnest-elder-g18,Hearthnest-child-g18,0.7344,0.6456,0.426,0.89344
103,18,Hearthnest,ritual_origin,Hearthnest keeps the old rhythm but lets children vary it safely.,Hearthnest-elder-g18,Hearthnest-child-g18,0.7344,0.5856,0.426,0.91344
103,18,Hearthnest,sleep_protection,Hearthnest protects sleep before work or avatar requests.,Hearthnest-elder-g18,Hearthnest-child-g18,0.7344,0.5856,0.476,0.93344
104,18,Routehall,avatar_care,Routehall remembers help as welcome only when boundaries are kept.,Routehall-elder-g18,Routehall-child-g18,0.7392,0.582,0.443,0.87392
104,18,Routehall,boundary_warning,Routehall teaches that pressure must be answered with a pause.,Routehall-elder-g18,Routehall-child-g18,0.6992,0.642,0.393,0.88992
104,18,Routehall,ritual_origin,Routehall keeps the old rhythm but lets children vary it safely.,Routehall-elder-g18,Routehall-child-g18,0.6992,0.582,0.393,0.90992
104,18,Routehall,sleep_protection,Routehall protects sleep before work or avatar requests.,Routehall-elder-g18,Routehall-child-g18,0.6992,0.582,0.443,0.92992
105,18,Marketroof,avatar_care,Marketroof remembers help as welcome only when boundaries are kept.,Marketroof-elder-g18,Marketroof-child-g18,0.7456,0.5694,0.449,0.87402
105,18,Marketroof,boundary_warning,Marketroof teaches that pressure must be answered with a pause.,Marketroof-elder-g18,Marketroof-child-g18,0.7056,0.6294,0.399,0.89002
105,18,Marketroof,ritual_origin,Marketroof keeps the old rhythm but lets children vary it safely.,Marketroof-elder-g18,Marketroof-child-g18,0.7056,0.5694,0.399,0.91002
105,18,Marketroof,sleep_protection,Marketroof protects sleep before work or avatar requests.,Marketroof-elder-g18,Marketroof-child-g18,0.7056,0.5694,0.449,0.93002
106,18,Quietledger,avatar_care,Quietledger remembers help as welcome only when boundaries are kept.,Quietledger-elder-g18,Quietledger-child-g18,0.7328,0.5982,0.437,0.87328
106,18,Quietledger,boundary_warning,Quietledger teaches that pressure must be answered with a pause.,Quietledger-elder-g18,Quietledger-child-g18,0.6928,0.6582,0.387,0.88928
106,18,Quietledger,ritual_origin,Quietledger keeps the old rhythm but lets children vary it safely.,Quietledger-elder-g18,Quietledger-child-g18,0.6928,0.5982,0.387,0.90928
106,18,Quietledger,sleep_protection,Quietledger protects sleep before work or avatar requests.,Quietledger-elder-g18,Quietledger-child-g18,0.6928,0.5982,0.437,0.92928
107,18,Orchardring,avatar_care,Orchardring remembers help as welcome only when boundaries are kept.,Orchardring-elder-g18,Orchardring-child-g18,0.752,0.5658,0.455,0.874732
107,18,Orchardring,boundary_warning,Orchardring teaches that pressure must be answered with a pause.,Orchardring-elder-g18,Orchardring-child-g18,0.712,0.6258,0.405,0.890732
107,18,Orchardring,ritual_origin,Orchardring keeps the old rhythm but lets children vary it safely.,Orchardring-elder-g18,Orchardring-child-g18,0.712,0.5658,0.405,0.910732
107,18,Orchardring,sleep_protection,Orchardring protects sleep before work or avatar requests.,Orchardring-elder-g18,Orchardring-child-g18,0.712,0.5658,0.455,0.930732
108,18,Rainloft,avatar_care,Rainloft remembers help as welcome only when boundaries are kept.,Rainloft-elder-g18,Rainloft-child-g18,0.736,0.591,0.44,0.8736
108,18,Rainloft,boundary_warning,Rainloft teaches that pressure must be answered with a pause.,Rainloft-elder-g18,Rainloft-child-g18,0.696,0.651,0.39,0.8896
108,18,Rainloft,ritual_origin,Rainloft keeps the old rhythm but lets children vary it safely.,Rainloft-elder-g18,Rainloft-child-g18,0.696,0.591,0.39,0.9096
108,18,Rainloft,sleep_protection,Rainloft protects sleep before work or avatar requests.,Rainloft-elder-g18,Rainloft-child-g18,0.696,0.591,0.44,0.9296
