tick_id,day,settlement_id,resident_id,partner_id,requested_rest_minutes,workload_before,workload_after,fatigue_before,fatigue_after,autonomy_respected,refusal_or_delay,visible_rest_marker,recovery_path_open,schedule_tradeoff_recorded
2048,114,lichen_bridge,Rin,Sol,15,0.18,0.18,0.57056,0.54056,True,delayed with named relief time,True,True,True
2049,114,orchid_engine,Eli,Bea,20,0.18,0.18,0.51346,0.47746,True,short pause negotiated,True,True,True
2052,115,lichen_bridge,Kio,Luma,30,0.192,0.18,0.2794,0.2434,True,short pause negotiated,True,True,True
2053,115,orchid_engine,Cai,Dax,35,0.18,0.18,0.5425,0.5065,True,short pause negotiated,True,True,True
2054,115,moss_ward,Milo,Tala,40,0.18,0.18,0.577,0.541,True,short pause negotiated,True,True,True
2055,115,glass_harbor,Sera,Nia,45,0.18,0.18,0.53082,0.49482,True,short pause negotiated,True,True,True
2056,115,cinder_garden,Juno,Pax,50,0.184,0.18,0.2994,0.2694,True,delayed with named relief time,True,True,True
2057,115,lichen_bridge,Luma,Rin,15,0.18,0.18,0.5693,0.5333,True,short pause negotiated,True,True,True
2058,115,orchid_engine,Dax,Eli,20,0.18,0.18,0.5176,0.4816,True,short pause negotiated,True,True,True
2059,115,moss_ward,Tala,Ari,25,0.18,0.18,0.55592,0.51992,True,short pause negotiated,True,True,True
2061,115,cinder_garden,Pax,Vale,35,0.18,0.18,0.4233,0.3873,True,short pause negotiated,True,True,True
2062,115,lichen_bridge,Rin,Sol,40,0.18,0.18,0.581,0.545,True,short pause negotiated,True,True,True
2064,115,moss_ward,Ari,Fay,50,0.188,0.18,0.2443,0.2143,True,delayed with named relief time,True,True,True
2065,115,glass_harbor,Oren,Puck,15,0.18,0.18,0.5451,0.5091,True,short pause negotiated,True,True,True
2066,115,cinder_garden,Vale,Wren,20,0.184,0.18,0.621,0.561,True,rest granted before duty resumes,True,True,True
2067,115,lichen_bridge,Sol,Kio,25,0.18,0.18,0.52992,0.49392,True,short pause negotiated,True,True,True
2069,115,moss_ward,Fay,Milo,35,0.18,0.18,0.5479,0.5119,True,short pause negotiated,True,True,True
2070,116,cinder_garden,Juno,Pax,35,0.184,0.18,0.3012,0.2652,True,short pause negotiated,True,True,True
2071,116,lichen_bridge,Luma,Rin,40,0.18,0.18,0.56942,0.53342,True,short pause negotiated,True,True,True
2073,116,moss_ward,Tala,Ari,50,0.18,0.18,0.56468,0.52868,True,short pause negotiated,True,True,True
2075,116,cinder_garden,Pax,Vale,20,0.18,0.18,0.42342,0.38742,True,short pause negotiated,True,True,True
2076,116,lichen_bridge,Rin,Sol,25,0.18,0.18,0.51544,0.47944,True,short pause negotiated,True,True,True
2077,116,orchid_engine,Eli,Bea,30,0.18,0.18,0.56698,0.53098,True,short pause negotiated,True,True,True
2079,116,glass_harbor,Oren,Puck,40,0.18,0.18,0.54522,0.50922,True,short pause negotiated,True,True,True
2080,116,cinder_garden,Vale,Wren,45,0.184,0.18,0.60144,0.57144,True,delayed with named relief time,True,True,True
2082,116,orchid_engine,Bea,Cai,15,0.188,0.18,0.289,0.253,True,short pause negotiated,True,True,True
2083,116,moss_ward,Fay,Milo,20,0.18,0.18,0.54802,0.51202,True,short pause negotiated,True,True,True
2085,116,cinder_garden,Wren,Juno,30,0.18,0.18,0.62268,0.56268,True,rest granted before duty resumes,True,True,True
2088,117,glass_harbor,Nia,Oren,40,0.192,0.18,0.2971,0.2671,True,delayed with named relief time,True,True,True
2089,117,cinder_garden,Pax,Vale,45,0.18,0.18,0.42354,0.38754,True,short pause negotiated,True,True,True
2091,117,orchid_engine,Eli,Bea,15,0.18,0.18,0.57574,0.53974,True,short pause negotiated,True,True,True
2094,117,cinder_garden,Vale,Wren,30,0.184,0.18,0.61188,0.57588,True,short pause negotiated,True,True,True
2095,117,lichen_bridge,Sol,Kio,35,0.18,0.18,0.58344,0.54744,True,short pause negotiated,True,True,True
2097,117,moss_ward,Fay,Milo,45,0.18,0.18,0.50814,0.47214,True,short pause negotiated,True,True,True
2099,117,cinder_garden,Wren,Juno,15,0.18,0.18,0.60744,0.57144,True,short pause negotiated,True,True,True
2100,117,lichen_bridge,Kio,Luma,20,0.188,0.18,0.307,0.271,True,short pause negotiated,True,True,True
2102,117,moss_ward,Milo,Tala,30,0.18,0.18,0.58144,0.54544,True,short pause negotiated,True,True,True
2103,117,glass_harbor,Sera,Nia,35,0.18,0.18,0.53958,0.50358,True,short pause negotiated,True,True,True
2104,117,cinder_garden,Juno,Pax,40,0.184,0.18,0.297,0.267,True,delayed with named relief time,True,True,True
2105,117,lichen_bridge,Luma,Rin,45,0.18,0.18,0.56954,0.53354,True,short pause negotiated,True,True,True
2106,118,moss_ward,Ari,Fay,45,0.192,0.18,0.2697,0.2337,True,short pause negotiated,True,True,True
2108,118,cinder_garden,Vale,Wren,15,0.184,0.18,0.61632,0.58032,True,short pause negotiated,True,True,True
2109,118,lichen_bridge,Sol,Kio,20,0.18,0.18,0.5922,0.5562,True,short pause negotiated,True,True,True
2112,118,glass_harbor,Puck,Sera,35,0.18,0.18,0.56364,0.53364,True,delayed with named relief time,True,True,True
2113,118,cinder_garden,Wren,Juno,40,0.18,0.18,0.6162,0.5802,True,short pause negotiated,True,True,True
2115,118,orchid_engine,Cai,Dax,50,0.18,0.18,0.54486,0.50886,True,short pause negotiated,True,True,True
2116,118,moss_ward,Milo,Tala,15,0.18,0.18,0.58588,0.54988,True,short pause negotiated,True,True,True
2117,118,glass_harbor,Sera,Nia,20,0.18,0.18,0.54834,0.51234,True,short pause negotiated,True,True,True
2118,118,cinder_garden,Juno,Pax,25,0.184,0.18,0.2988,0.2628,True,short pause negotiated,True,True,True
2119,118,lichen_bridge,Luma,Rin,30,0.18,0.18,0.56966,0.53366,True,short pause negotiated,True,True,True
2120,118,orchid_engine,Dax,Eli,35,0.18,0.18,0.56248,0.53248,True,delayed with named relief time,True,True,True
2121,118,moss_ward,Tala,Ari,40,0.18,0.18,0.57344,0.53744,True,short pause negotiated,True,True,True
2123,118,cinder_garden,Pax,Vale,50,0.18,0.18,0.42366,0.38766,True,short pause negotiated,True,True,True
2124,119,orchid_engine,Bea,Cai,50,0.192,0.18,0.2784,0.2424,True,short pause negotiated,True,True,True
2125,119,moss_ward,Fay,Milo,15,0.18,0.18,0.54438,0.50838,True,short pause negotiated,True,True,True
2126,119,glass_harbor,Puck,Sera,20,0.18,0.18,0.57408,0.53808,True,short pause negotiated,True,True,True
2127,119,cinder_garden,Wren,Juno,25,0.18,0.18,0.62496,0.56496,True,rest granted before duty resumes,True,True,True
2129,119,orchid_engine,Cai,Dax,35,0.18,0.18,0.54498,0.50898,True,short pause negotiated,True,True,True
2130,119,moss_ward,Milo,Tala,40,0.18,0.18,0.59032,0.55432,True,short pause negotiated,True,True,True
2132,119,cinder_garden,Juno,Pax,50,0.184,0.18,0.2946,0.2346,True,rest granted before duty resumes,True,True,True
2133,119,lichen_bridge,Luma,Rin,15,0.18,0.18,0.56978,0.53378,True,short pause negotiated,True,True,True
2136,119,glass_harbor,Nia,Oren,30,0.188,0.18,0.2607,0.2307,True,delayed with named relief time,True,True,True
2137,119,cinder_garden,Pax,Vale,35,0.18,0.18,0.42378,0.38778,True,short pause negotiated,True,True,True
2138,119,lichen_bridge,Rin,Sol,40,0.18,0.18,0.56032,0.52432,True,short pause negotiated,True,True,True
2139,119,orchid_engine,Eli,Bea,45,0.18,0.18,0.5845,0.5485,True,short pause negotiated,True,True,True
2141,119,glass_harbor,Oren,Puck,15,0.18,0.18,0.54758,0.51158,True,short pause negotiated,True,True,True
2142,120,lichen_bridge,Kio,Luma,15,0.192,0.18,0.2964,0.2604,True,short pause negotiated,True,True,True
2143,120,orchid_engine,Cai,Dax,20,0.18,0.18,0.5451,0.5091,True,short pause negotiated,True,True,True
2145,120,glass_harbor,Sera,Nia,30,0.18,0.18,0.53186,0.49586,True,short pause negotiated,True,True,True
2146,120,cinder_garden,Juno,Pax,35,0.184,0.18,0.2664,0.2304,True,short pause negotiated,True,True,True
2147,120,lichen_bridge,Luma,Rin,40,0.18,0.18,0.5699,0.5339,True,short pause negotiated,True,True,True
2148,120,orchid_engine,Dax,Eli,45,0.18,0.18,0.54336,0.50736,True,short pause negotiated,True,True,True
2149,120,moss_ward,Tala,Ari,50,0.18,0.18,0.55696,0.52096,True,short pause negotiated,True,True,True
2151,120,cinder_garden,Pax,Vale,20,0.18,0.18,0.4239,0.3879,True,short pause negotiated,True,True,True
2153,120,orchid_engine,Eli,Bea,30,0.18,0.18,0.59326,0.55726,True,short pause negotiated,True,True,True
2154,120,moss_ward,Ari,Fay,35,0.188,0.18,0.2973,0.2613,True,short pause negotiated,True,True,True
2155,120,glass_harbor,Oren,Puck,40,0.18,0.18,0.5477,0.5117,True,short pause negotiated,True,True,True
2156,120,cinder_garden,Vale,Wren,45,0.184,0.18,0.62076,0.56076,True,rest granted before duty resumes,True,True,True
2157,120,lichen_bridge,Sol,Kio,50,0.18,0.18,0.60096,0.56496,True,short pause negotiated,True,True,True
2159,120,moss_ward,Fay,Milo,20,0.18,0.18,0.5445,0.5085,True,short pause negotiated,True,True,True
2160,121,cinder_garden,Juno,Pax,20,0.184,0.18,0.2622,0.2322,True,delayed with named relief time,True,True,True
2161,121,lichen_bridge,Luma,Rin,25,0.18,0.18,0.57002,0.53402,True,short pause negotiated,True,True,True
2162,121,orchid_engine,Dax,Eli,30,0.18,0.18,0.5478,0.5118,True,short pause negotiated,True,True,True
2163,121,moss_ward,Tala,Ari,35,0.18,0.18,0.56572,0.52972,True,short pause negotiated,True,True,True
2165,121,cinder_garden,Pax,Vale,45,0.18,0.18,0.42402,0.36402,True,rest granted before duty resumes,True,True,True
2166,121,lichen_bridge,Rin,Sol,50,0.18,0.18,0.5352,0.4992,True,short pause negotiated,True,True,True
2167,121,orchid_engine,Eli,Bea,15,0.18,0.18,0.60202,0.56602,True,short pause negotiated,True,True,True
2169,121,glass_harbor,Oren,Puck,25,0.18,0.18,0.50782,0.47182,True,short pause negotiated,True,True,True
2170,121,cinder_garden,Vale,Wren,30,0.184,0.18,0.6012,0.5652,True,short pause negotiated,True,True,True
2171,121,lichen_bridge,Sol,Kio,35,0.18,0.18,0.60972,0.57372,True,short pause negotiated,True,True,True
2172,121,orchid_engine,Bea,Cai,40,0.188,0.18,0.236,0.2,True,short pause negotiated,True,True,True
2174,121,glass_harbor,Puck,Sera,50,0.18,0.18,0.57852,0.54252,True,short pause negotiated,True,True,True
2175,121,cinder_garden,Wren,Juno,15,0.18,0.18,0.60972,0.57372,True,short pause negotiated,True,True,True
2177,121,orchid_engine,Cai,Dax,25,0.18,0.18,0.54522,0.50922,True,short pause negotiated,True,True,True
2178,122,glass_harbor,Nia,Oren,25,0.192,0.18,0.2861,0.2501,True,short pause negotiated,True,True,True
2179,122,cinder_garden,Pax,Vale,30,0.18,0.18,0.40014,0.36414,True,short pause negotiated,True,True,True
2181,122,orchid_engine,Eli,Bea,40,0.18,0.18,0.54078,0.50478,True,short pause negotiated,True,True,True
2184,122,cinder_garden,Vale,Wren,15,0.184,0.18,0.60564,0.57564,True,delayed with named relief time,True,True,True
2185,122,lichen_bridge,Sol,Kio,20,0.18,0.18,0.61848,0.58248,True,short pause negotiated,True,True,True
2187,122,moss_ward,Fay,Milo,30,0.18,0.18,0.51074,0.47474,True,short pause negotiated,True,True,True
2188,122,glass_harbor,Puck,Sera,35,0.18,0.18,0.58296,0.54696,True,short pause negotiated,True,True,True
2189,122,cinder_garden,Wren,Juno,40,0.18,0.18,0.61848,0.58248,True,short pause negotiated,True,True,True
2190,122,lichen_bridge,Kio,Luma,45,0.188,0.18,0.254,0.218,True,short pause negotiated,True,True,True
2191,122,orchid_engine,Cai,Dax,50,0.18,0.18,0.54534,0.50934,True,short pause negotiated,True,True,True
2192,122,moss_ward,Milo,Tala,15,0.18,0.18,0.5652,0.5352,True,delayed with named relief time,True,True,True
2193,122,glass_harbor,Sera,Nia,20,0.18,0.18,0.54062,0.50462,True,short pause negotiated,True,True,True
2194,122,cinder_garden,Juno,Pax,25,0.184,0.18,0.264,0.228,True,short pause negotiated,True,True,True
2195,122,lichen_bridge,Luma,Rin,30,0.18,0.18,0.57014,0.53414,True,short pause negotiated,True,True,True
2196,123,moss_ward,Ari,Fay,30,0.192,0.18,0.2867,0.2507,True,short pause negotiated,True,True,True
2197,123,glass_harbor,Oren,Puck,35,0.18,0.18,0.54406,0.50806,True,short pause negotiated,True,True,True
2198,123,cinder_garden,Vale,Wren,40,0.184,0.18,0.61608,0.58008,True,short pause negotiated,True,True,True
2199,123,lichen_bridge,Sol,Kio,45,0.18,0.18,0.62724,0.56724,True,rest granted before duty resumes,True,True,True
2202,123,glass_harbor,Puck,Sera,20,0.18,0.18,0.5874,0.5514,True,short pause negotiated,True,True,True
2203,123,cinder_garden,Wren,Juno,25,0.18,0.18,0.62724,0.56724,True,rest granted before duty resumes,True,True,True
2205,123,orchid_engine,Cai,Dax,35,0.18,0.18,0.54546,0.50946,True,short pause negotiated,True,True,True
2206,123,moss_ward,Milo,Tala,40,0.18,0.18,0.57564,0.53964,True,short pause negotiated,True,True,True
2208,123,cinder_garden,Juno,Pax,50,0.184,0.18,0.2598,0.2298,True,delayed with named relief time,True,True,True
2209,123,lichen_bridge,Luma,Rin,15,0.18,0.18,0.57026,0.53426,True,short pause negotiated,True,True,True
2211,123,moss_ward,Tala,Ari,25,0.18,0.18,0.57448,0.53848,True,short pause negotiated,True,True,True
2213,123,cinder_garden,Pax,Vale,35,0.18,0.18,0.40026,0.36426,True,short pause negotiated,True,True,True
2214,124,orchid_engine,Bea,Cai,35,0.192,0.18,0.2954,0.2594,True,short pause negotiated,True,True,True
2215,124,moss_ward,Fay,Milo,40,0.18,0.18,0.54698,0.51098,True,short pause negotiated,True,True,True
2217,124,cinder_garden,Wren,Juno,50,0.18,0.18,0.612,0.576,True,short pause negotiated,True,True,True
2219,124,orchid_engine,Cai,Dax,20,0.18,0.18,0.54558,0.50958,True,short pause negotiated,True,True,True
2220,124,moss_ward,Milo,Tala,25,0.18,0.18,0.51008,0.47408,True,short pause negotiated,True,True,True
2222,124,cinder_garden,Juno,Pax,35,0.184,0.18,0.2616,0.2256,True,short pause negotiated,True,True,True
2223,124,lichen_bridge,Luma,Rin,40,0.18,0.18,0.57038,0.53438,True,short pause negotiated,True,True,True
2225,124,moss_ward,Tala,Ari,50,0.18,0.18,0.58324,0.54724,True,short pause negotiated,True,True,True
2226,124,glass_harbor,Nia,Oren,15,0.188,0.18,0.3137,0.2777,True,short pause negotiated,True,True,True
2227,124,cinder_garden,Pax,Vale,20,0.18,0.18,0.40038,0.36438,True,short pause negotiated,True,True,True
2229,124,orchid_engine,Eli,Bea,30,0.18,0.18,0.54954,0.51354,True,short pause negotiated,True,True,True
2231,124,glass_harbor,Oren,Puck,40,0.18,0.18,0.54418,0.50818,True,short pause negotiated,True,True,True
2232,125,lichen_bridge,Kio,Luma,40,0.192,0.18,0.3134,0.2834,True,delayed with named relief time,True,True,True
2233,125,orchid_engine,Cai,Dax,45,0.18,0.18,0.5457,0.5097,True,short pause negotiated,True,True,True
2235,125,glass_harbor,Sera,Nia,15,0.18,0.18,0.5689,0.5329,True,short pause negotiated,True,True,True
2236,125,cinder_garden,Juno,Pax,20,0.184,0.18,0.2574,0.2214,True,short pause negotiated,True,True,True
2238,125,orchid_engine,Dax,Eli,30,0.18,0.18,0.56312,0.52712,True,short pause negotiated,True,True,True
2239,125,moss_ward,Tala,Ari,35,0.18,0.18,0.592,0.556,True,short pause negotiated,True,True,True
2241,125,cinder_garden,Pax,Vale,45,0.18,0.18,0.4005,0.3645,True,short pause negotiated,True,True,True
2242,125,lichen_bridge,Rin,Sol,50,0.18,0.18,0.55052,0.51452,True,short pause negotiated,True,True,True
2243,125,orchid_engine,Eli,Bea,15,0.18,0.18,0.5583,0.5223,True,short pause negotiated,True,True,True
2244,125,moss_ward,Ari,Fay,20,0.188,0.18,0.3143,0.2783,True,short pause negotiated,True,True,True
2246,125,cinder_garden,Vale,Wren,30,0.184,0.18,0.62052,0.56052,True,rest granted before duty resumes,True,True,True
2247,125,lichen_bridge,Sol,Kio,35,0.18,0.18,0.612,0.576,True,short pause negotiated,True,True,True
2250,126,cinder_garden,Juno,Pax,45,0.184,0.18,0.2532,0.2172,True,short pause negotiated,True,True,True
2252,126,orchid_engine,Dax,Eli,15,0.18,0.18,0.56756,0.53156,True,short pause negotiated,True,True,True
2253,126,moss_ward,Tala,Ari,20,0.18,0.18,0.60076,0.56476,True,short pause negotiated,True,True,True
2255,126,cinder_garden,Pax,Vale,30,0.18,0.18,0.40062,0.36462,True,short pause negotiated,True,True,True
2256,126,lichen_bridge,Rin,Sol,35,0.18,0.18,0.55496,0.52496,True,delayed with named relief time,True,True,True
2259,126,glass_harbor,Oren,Puck,50,0.18,0.18,0.51042,0.47442,True,short pause negotiated,True,True,True
2260,126,cinder_garden,Vale,Wren,15,0.184,0.18,0.60096,0.56496,True,short pause negotiated,True,True,True
2261,126,lichen_bridge,Sol,Kio,20,0.18,0.18,0.62076,0.56076,True,rest granted before duty resumes,True,True,True
2262,126,orchid_engine,Bea,Cai,25,0.188,0.18,0.253,0.217,True,short pause negotiated,True,True,True
2264,126,glass_harbor,Puck,Sera,35,0.18,0.18,0.56228,0.53228,True,delayed with named relief time,True,True,True
2265,126,cinder_garden,Wren,Juno,40,0.18,0.18,0.62076,0.56076,True,rest granted before duty resumes,True,True,True
2267,126,orchid_engine,Cai,Dax,50,0.18,0.18,0.54582,0.50982,True,short pause negotiated,True,True,True
2268,127,glass_harbor,Nia,Oren,50,0.192,0.18,0.3031,0.2671,True,short pause negotiated,True,True,True
2269,127,cinder_garden,Pax,Vale,15,0.18,0.18,0.40074,0.36474,True,short pause negotiated,True,True,True
2270,127,lichen_bridge,Rin,Sol,20,0.18,0.18,0.5654,0.5294,True,short pause negotiated,True,True,True
2271,127,orchid_engine,Eli,Bea,25,0.18,0.18,0.54182,0.50582,True,short pause negotiated,True,True,True
2274,127,cinder_garden,Vale,Wren,40,0.184,0.18,0.6054,0.5694,True,short pause negotiated,True,True,True
2275,127,lichen_bridge,Sol,Kio,45,0.18,0.18,0.60552,0.56952,True,short pause negotiated,True,True,True
2277,127,moss_ward,Fay,Milo,15,0.18,0.18,0.54934,0.51334,True,short pause negotiated,True,True,True
2278,127,glass_harbor,Puck,Sera,20,0.18,0.18,0.57272,0.53672,True,short pause negotiated,True,True,True
2279,127,cinder_garden,Wren,Juno,25,0.18,0.18,0.60552,0.56952,True,short pause negotiated,True,True,True
2280,127,lichen_bridge,Kio,Luma,30,0.188,0.18,0.277,0.247,True,delayed with named relief time,True,True,True
2281,127,orchid_engine,Cai,Dax,35,0.18,0.18,0.54594,0.50994,True,short pause negotiated,True,True,True
2282,127,moss_ward,Milo,Tala,40,0.18,0.18,0.55496,0.51896,True,short pause negotiated,True,True,True
2283,127,glass_harbor,Sera,Nia,45,0.18,0.18,0.50766,0.47166,True,short pause negotiated,True,True,True
2284,127,cinder_garden,Juno,Pax,50,0.184,0.18,0.249,0.213,True,short pause negotiated,True,True,True
2285,127,lichen_bridge,Luma,Rin,15,0.18,0.18,0.57274,0.53674,True,short pause negotiated,True,True,True
2286,128,moss_ward,Ari,Fay,15,0.192,0.18,0.3037,0.2677,True,short pause negotiated,True,True,True
2287,128,glass_harbor,Oren,Puck,20,0.18,0.18,0.54666,0.51066,True,short pause negotiated,True,True,True
2288,128,cinder_garden,Vale,Wren,25,0.184,0.18,0.60984,0.57984,True,delayed with named relief time,True,True,True
2289,128,lichen_bridge,Sol,Kio,30,0.18,0.18,0.61428,0.57828,True,short pause negotiated,True,True,True
2291,128,moss_ward,Fay,Milo,40,0.18,0.18,0.54946,0.51346,True,short pause negotiated,True,True,True
2292,128,glass_harbor,Puck,Sera,45,0.18,0.18,0.50716,0.47116,True,short pause negotiated,True,True,True
2293,128,cinder_garden,Wren,Juno,50,0.18,0.18,0.61428,0.57828,True,short pause negotiated,True,True,True
2295,128,orchid_engine,Cai,Dax,20,0.18,0.18,0.50606,0.47006,True,short pause negotiated,True,True,True
2298,128,cinder_garden,Juno,Pax,35,0.184,0.18,0.2448,0.2088,True,short pause negotiated,True,True,True
2299,128,lichen_bridge,Luma,Rin,40,0.18,0.18,0.57286,0.53686,True,short pause negotiated,True,True,True
2300,128,orchid_engine,Dax,Eli,45,0.18,0.18,0.572,0.536,True,short pause negotiated,True,True,True
2301,128,moss_ward,Tala,Ari,50,0.18,0.18,0.60952,0.57352,True,short pause negotiated,True,True,True
2303,128,cinder_garden,Pax,Vale,20,0.18,0.18,0.40086,0.36486,True,short pause negotiated,True,True,True
2304,129,orchid_engine,Bea,Cai,20,0.192,0.18,0.2724,0.2424,True,delayed with named relief time,True,True,True
2307,129,cinder_garden,Wren,Juno,35,0.18,0.18,0.62304,0.56304,True,rest granted before duty resumes,True,True,True
2310,129,moss_ward,Milo,Tala,50,0.18,0.18,0.52984,0.49384,True,short pause negotiated,True,True,True
2311,129,glass_harbor,Sera,Nia,15,0.18,0.18,0.56118,0.52518,True,short pause negotiated,True,True,True
2312,129,cinder_garden,Juno,Pax,20,0.184,0.18,0.2406,0.2106,True,delayed with named relief time,True,True,True
2313,129,lichen_bridge,Luma,Rin,25,0.18,0.18,0.53298,0.49698,True,short pause negotiated,True,True,True
2314,129,orchid_engine,Dax,Eli,30,0.18,0.18,0.57644,0.54044,True,short pause negotiated,True,True,True
2315,129,moss_ward,Tala,Ari,35,0.18,0.18,0.61828,0.58228,True,short pause negotiated,True,True,True
2316,129,glass_harbor,Nia,Oren,40,0.188,0.18,0.3307,0.2947,True,short pause negotiated,True,True,True
2317,129,cinder_garden,Pax,Vale,45,0.18,0.18,0.40098,0.36498,True,short pause negotiated,True,True,True
2318,129,lichen_bridge,Rin,Sol,50,0.18,0.18,0.56984,0.53384,True,short pause negotiated,True,True,True
2319,129,orchid_engine,Eli,Bea,15,0.18,0.18,0.55058,0.51458,True,short pause negotiated,True,True,True
2322,130,lichen_bridge,Kio,Luma,25,0.192,0.18,0.3024,0.2664,True,short pause negotiated,True,True,True
2323,130,orchid_engine,Cai,Dax,30,0.18,0.18,0.5423,0.5063,True,short pause negotiated,True,True,True
2325,130,glass_harbor,Sera,Nia,40,0.18,0.18,0.56994,0.53394,True,short pause negotiated,True,True,True
2326,130,cinder_garden,Juno,Pax,45,0.184,0.18,0.2424,0.2064,True,short pause negotiated,True,True,True
2328,130,orchid_engine,Dax,Eli,15,0.18,0.18,0.58088,0.55088,True,delayed with named relief time,True,True,True
2329,130,moss_ward,Tala,Ari,20,0.18,0.18,0.62704,0.56704,True,rest granted before duty resumes,True,True,True
2331,130,cinder_garden,Pax,Vale,30,0.18,0.18,0.4011,0.3651,True,short pause negotiated,True,True,True
2332,130,lichen_bridge,Rin,Sol,35,0.18,0.18,0.57428,0.53828,True,short pause negotiated,True,True,True
2333,130,orchid_engine,Eli,Bea,40,0.18,0.18,0.55934,0.52334,True,short pause negotiated,True,True,True
2334,130,moss_ward,Ari,Fay,45,0.188,0.18,0.2613,0.2253,True,short pause negotiated,True,True,True
2336,130,cinder_garden,Vale,Wren,15,0.184,0.18,0.62028,0.56028,True,rest granted before duty resumes,True,True,True
2337,130,lichen_bridge,Sol,Kio,20,0.18,0.18,0.62304,0.56304,True,rest granted before duty resumes,True,True,True
2340,131,cinder_garden,Juno,Pax,30,0.184,0.18,0.2382,0.2022,True,short pause negotiated,True,True,True
2341,131,lichen_bridge,Luma,Rin,35,0.18,0.18,0.56922,0.53322,True,short pause negotiated,True,True,True
2343,131,moss_ward,Tala,Ari,45,0.18,0.18,0.5418,0.5058,True,short pause negotiated,True,True,True
2345,131,cinder_garden,Pax,Vale,15,0.18,0.18,0.40122,0.34122,True,rest granted before duty resumes,True,True,True
2346,131,lichen_bridge,Rin,Sol,20,0.18,0.18,0.57872,0.54272,True,short pause negotiated,True,True,True
2347,131,orchid_engine,Eli,Bea,25,0.18,0.18,0.5681,0.5321,True,short pause negotiated,True,True,True
2349,131,glass_harbor,Oren,Puck,35,0.18,0.18,0.54902,0.51302,True,short pause negotiated,True,True,True
2350,131,cinder_garden,Vale,Wren,40,0.184,0.18,0.60072,0.56472,True,short pause negotiated,True,True,True
2351,131,lichen_bridge,Sol,Kio,45,0.18,0.18,0.6078,0.5718,True,short pause negotiated,True,True,True
2352,131,orchid_engine,Bea,Cai,50,0.188,0.18,0.306,0.276,True,delayed with named relief time,True,True,True
2353,131,moss_ward,Fay,Milo,15,0.18,0.18,0.55182,0.51582,True,short pause negotiated,True,True,True
2354,131,glass_harbor,Puck,Sera,20,0.18,0.18,0.55204,0.51604,True,short pause negotiated,True,True,True
2355,131,cinder_garden,Wren,Juno,25,0.18,0.18,0.6078,0.5718,True,short pause negotiated,True,True,True
2357,131,orchid_engine,Cai,Dax,35,0.18,0.18,0.54242,0.50642,True,short pause negotiated,True,True,True
2358,132,glass_harbor,Nia,Oren,35,0.192,0.18,0.3201,0.2841,True,short pause negotiated,True,True,True
2359,132,cinder_garden,Pax,Vale,40,0.18,0.18,0.37734,0.34134,True,short pause negotiated,True,True,True
2361,132,orchid_engine,Eli,Bea,50,0.18,0.18,0.57686,0.54086,True,short pause negotiated,True,True,True
2363,132,glass_harbor,Oren,Puck,20,0.18,0.18,0.54914,0.51314,True,short pause negotiated,True,True,True
2364,132,cinder_garden,Vale,Wren,25,0.184,0.18,0.60516,0.56916,True,short pause negotiated,True,True,True
2365,132,lichen_bridge,Sol,Kio,30,0.18,0.18,0.61656,0.58056,True,short pause negotiated,True,True,True
2367,132,moss_ward,Fay,Milo,40,0.18,0.18,0.55194,0.51594,True,short pause negotiated,True,True,True
2369,132,cinder_garden,Wren,Juno,50,0.18,0.18,0.61656,0.58056,True,short pause negotiated,True,True,True
2370,132,lichen_bridge,Kio,Luma,15,0.188,0.18,0.33,0.294,True,short pause negotiated,True,True,True
2373,132,glass_harbor,Sera,Nia,30,0.18,0.18,0.5787,0.5427,True,short pause negotiated,True,True,True
2374,132,cinder_garden,Juno,Pax,35,0.184,0.18,0.234,0.198,True,short pause negotiated,True,True,True
2375,132,lichen_bridge,Luma,Rin,40,0.18,0.18,0.56934,0.53334,True,short pause negotiated,True,True,True
2376,133,moss_ward,Ari,Fay,40,0.192,0.18,0.3207,0.2907,True,delayed with named relief time,True,True,True
2378,133,cinder_garden,Vale,Wren,50,0.184,0.18,0.6096,0.5736,True,short pause negotiated,True,True,True
2379,133,lichen_bridge,Sol,Kio,15,0.18,0.18,0.62532,0.56532,True,rest granted before duty resumes,True,True,True
2381,133,moss_ward,Fay,Milo,25,0.18,0.18,0.55206,0.51606,True,short pause negotiated,True,True,True
2382,133,glass_harbor,Puck,Sera,30,0.18,0.18,0.52692,0.49092,True,short pause negotiated,True,True,True
2383,133,cinder_garden,Wren,Juno,35,0.18,0.18,0.62532,0.56532,True,rest granted before duty resumes,True,True,True
2385,133,orchid_engine,Cai,Dax,45,0.18,0.18,0.50866,0.47266,True,short pause negotiated,True,True,True
2386,133,moss_ward,Milo,Tala,50,0.18,0.18,0.54516,0.50916,True,short pause negotiated,True,True,True
2387,133,glass_harbor,Sera,Nia,15,0.18,0.18,0.58746,0.55146,True,short pause negotiated,True,True,True
2388,133,cinder_garden,Juno,Pax,20,0.184,0.18,0.2298,0.1938,True,short pause negotiated,True,True,True
2389,133,lichen_bridge,Luma,Rin,25,0.18,0.18,0.56946,0.53346,True,short pause negotiated,True,True,True
2390,133,orchid_engine,Dax,Eli,30,0.18,0.18,0.56176,0.52576,True,short pause negotiated,True,True,True
2391,133,moss_ward,Tala,Ari,35,0.18,0.18,0.55056,0.51456,True,short pause negotiated,True,True,True
