tick_id,day,settlement_id,resident_id,object_id,owner_id,object_use,action,permission_state,location_before,location_after,carried_after,relationship_before,relationship_after,queue_before,queue_after,consequence_label,consequence_visible,bounded_consequence,rollback_available
1494,84,signal,Milo,mast rope,Milo,repair,move_forward,observed,arrival court,arrival court,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1497,84,riverbend,Lio,dry shawl,shared,care,move_forward,observed,dry ridge,dry ridge,False,0.98,0.98,0.058,0.057,ambient ownership awareness,True,True,True
1500,84,signal,Milo,signal lens,Milo,craft,drop_object,returning,lantern walk,lantern walk,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
1501,84,orchard,Mara,apple wrap,shared,care,request_permission,granted,mud row,mud row,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1503,84,riverbend,Lio,ridge lantern,Lio,signal,drop_object,returning,wet crossing,wet crossing,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
1504,84,roofward,Fay,brass hinge,Fay,repair,request_permission,granted,sun sill,sun sill,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1506,84,signal,Milo,mast rope,Milo,repair,listen_memory,observed,arrival court,arrival court,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
1509,84,riverbend,Lio,dry shawl,shared,care,listen_memory,observed,dry ridge,dry ridge,False,0.98,0.98,0.063,0.053,respectful pressure reduction,True,True,True
1512,85,orchard,Mara,market token,Mara,trade,turn_right,observed,satchel shed,satchel shed,False,0.98,0.98,0.052,0.051,ambient ownership awareness,True,True,True
1515,85,roofward,Fay,sun lens,Fay,craft,turn_right,observed,glass stair,glass stair,False,0.98,0.98,0.056,0.055,ambient ownership awareness,True,True,True
1517,85,signal,Milo,signal lens,Milo,craft,drop_object,returning,lantern walk,lantern walk,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
1518,85,orchard,Mara,apple wrap,shared,care,request_permission,granted,mud row,mud row,False,0.98,0.98,0.051,0.05,permission negotiated,True,True,True
1520,85,riverbend,Lio,ridge lantern,Lio,signal,drop_object,returning,wet crossing,wet crossing,False,0.98,0.98,0.053,0.059,object attention registered,True,True,True
1521,85,roofward,Fay,brass hinge,Fay,repair,request_permission,granted,sun sill,sun sill,False,0.98,0.98,0.055,0.051,permission negotiated,True,True,True
1524,85,orchard,Mara,market token,Mara,trade,move_forward,observed,satchel shed,satchel shed,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1527,85,roofward,Fay,sun lens,Fay,craft,move_forward,observed,glass stair,glass stair,False,0.98,0.98,0.051,0.05,ambient ownership awareness,True,True,True
1530,86,repair_ring,Juno,bell gauge,Juno,diagnostic,approach_resident,observed,wire bench,wire bench,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
1533,86,archive,Toma,ink ribbon,Toma,craft,approach_resident,observed,spool room,spool room,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
1534,86,signal,Milo,signal lens,Milo,craft,drop_object,returning,lantern walk,lantern walk,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
1535,86,orchard,Mara,apple wrap,shared,care,request_permission,granted,mud row,mud row,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1536,86,repair_ring,Juno,insulated tongs,Juno,repair,wait_respectfully,observed,wire bench,wire bench,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1537,86,riverbend,Lio,ridge lantern,Lio,signal,drop_object,returning,wet crossing,wet crossing,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1538,86,roofward,Fay,brass hinge,Fay,repair,request_permission,granted,sun sill,sun sill,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1539,86,archive,Toma,clean cloth,shared,care,wait_respectfully,observed,ink niche,ink niche,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1542,86,repair_ring,Juno,bell gauge,Juno,diagnostic,turn_right,observed,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1545,86,archive,Toma,ink ribbon,Toma,craft,turn_right,observed,spool room,spool room,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1547,86,orchard,Mara,apple wrap,shared,care,drop_object,returning,mud row,mud row,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
1548,87,riverbend,Lio,dry shawl,shared,care,move_forward,observed,dry ridge,dry ridge,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1551,87,signal,Milo,signal lens,Milo,craft,drop_object,returning,lantern walk,lantern walk,False,0.98,0.98,0.058,0.064,object attention registered,True,True,True
1552,87,orchard,Mara,apple wrap,shared,care,request_permission,granted,mud row,mud row,False,0.98,0.98,0.058,0.054,permission negotiated,True,True,True
1554,87,riverbend,Lio,ridge lantern,Lio,signal,drop_object,returning,wet crossing,wet crossing,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
1555,87,roofward,Fay,brass hinge,Fay,repair,request_permission,granted,sun sill,sun sill,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1557,87,signal,Milo,mast rope,Milo,repair,listen_memory,observed,arrival court,arrival court,False,0.98,0.98,0.064,0.054,respectful pressure reduction,True,True,True
1560,87,riverbend,Lio,dry shawl,shared,care,listen_memory,observed,dry ridge,dry ridge,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
1563,87,signal,Milo,signal lens,Milo,craft,approach_resident,observed,lantern walk,lantern walk,False,0.98,0.98,0.054,0.06,attention cost,True,True,True
1564,87,orchard,Mara,apple wrap,shared,care,drop_object,returning,mud row,mud row,False,0.98,0.98,0.054,0.06,object attention registered,True,True,True
1565,87,repair_ring,Juno,insulated tongs,Juno,repair,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1566,88,roofward,Fay,sun lens,Fay,craft,turn_right,observed,glass stair,glass stair,False,0.98,0.98,0.052,0.051,ambient ownership awareness,True,True,True
1568,88,signal,Milo,signal lens,Milo,craft,drop_object,returning,lantern walk,lantern walk,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
1569,88,orchard,Mara,apple wrap,shared,care,request_permission,granted,mud row,mud row,False,0.98,0.98,0.06,0.056,permission negotiated,True,True,True
1571,88,riverbend,Lio,ridge lantern,Lio,signal,drop_object,returning,wet crossing,wet crossing,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
1572,88,roofward,Fay,brass hinge,Fay,repair,request_permission,granted,sun sill,sun sill,False,0.98,0.98,0.051,0.05,permission negotiated,True,True,True
1575,88,orchard,Mara,market token,Mara,trade,move_forward,observed,satchel shed,satchel shed,False,0.98,0.98,0.056,0.055,ambient ownership awareness,True,True,True
1578,88,roofward,Fay,sun lens,Fay,craft,move_forward,observed,glass stair,glass stair,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1581,88,orchard,Mara,apple wrap,shared,care,drop_object,returning,mud row,mud row,False,0.98,0.98,0.055,0.061,object attention registered,True,True,True
1582,88,repair_ring,Juno,insulated tongs,Juno,repair,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1584,89,archive,Toma,ink ribbon,Toma,craft,approach_resident,observed,spool room,spool room,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
1585,89,signal,Milo,signal lens,Milo,craft,drop_object,returning,lantern walk,lantern walk,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
1586,89,orchard,Mara,apple wrap,shared,care,request_permission,granted,mud row,mud row,False,0.98,0.98,0.061,0.057,permission negotiated,True,True,True
1587,89,repair_ring,Juno,insulated tongs,Juno,repair,wait_respectfully,observed,wire bench,wire bench,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1588,89,riverbend,Lio,ridge lantern,Lio,signal,drop_object,returning,wet crossing,wet crossing,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
1589,89,roofward,Fay,brass hinge,Fay,repair,request_permission,granted,sun sill,sun sill,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1590,89,archive,Toma,clean cloth,shared,care,wait_respectfully,observed,ink niche,ink niche,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1593,89,repair_ring,Juno,bell gauge,Juno,diagnostic,turn_right,observed,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1596,89,archive,Toma,ink ribbon,Toma,craft,turn_right,observed,spool room,spool room,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1598,89,orchard,Mara,apple wrap,shared,care,drop_object,returning,mud row,mud row,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
1599,89,repair_ring,Juno,insulated tongs,Juno,repair,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1601,89,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
1602,90,signal,Milo,signal lens,Milo,craft,drop_object,returning,lantern walk,lantern walk,False,0.98,0.98,0.064,0.07,object attention registered,True,True,True
1603,90,orchard,Mara,apple wrap,shared,care,request_permission,granted,mud row,mud row,False,0.98,0.98,0.063,0.059,permission negotiated,True,True,True
1605,90,riverbend,Lio,ridge lantern,Lio,signal,drop_object,returning,wet crossing,wet crossing,False,0.98,0.98,0.058,0.064,object attention registered,True,True,True
1606,90,roofward,Fay,brass hinge,Fay,repair,request_permission,granted,sun sill,sun sill,False,0.98,0.98,0.058,0.054,permission negotiated,True,True,True
1608,90,signal,Milo,mast rope,Milo,repair,listen_memory,observed,arrival court,arrival court,False,0.98,0.98,0.07,0.06,respectful pressure reduction,True,True,True
1611,90,riverbend,Lio,dry shawl,shared,care,listen_memory,observed,dry ridge,dry ridge,False,0.98,0.98,0.064,0.054,respectful pressure reduction,True,True,True
1614,90,signal,Milo,signal lens,Milo,craft,approach_resident,observed,lantern walk,lantern walk,False,0.98,0.98,0.06,0.066,attention cost,True,True,True
1615,90,orchard,Mara,apple wrap,shared,care,drop_object,returning,mud row,mud row,False,0.98,0.98,0.059,0.065,object attention registered,True,True,True
1616,90,repair_ring,Juno,insulated tongs,Juno,repair,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1617,90,riverbend,Lio,ridge lantern,Lio,signal,approach_resident,observed,wet crossing,wet crossing,False,0.98,0.98,0.054,0.06,attention cost,True,True,True
1618,90,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.054,0.06,object attention registered,True,True,True
1619,90,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1620,91,orchard,Mara,apple wrap,shared,care,request_permission,granted,mud row,mud row,False,0.98,0.98,0.065,0.061,permission negotiated,True,True,True
1622,91,riverbend,Lio,ridge lantern,Lio,signal,drop_object,returning,wet crossing,wet crossing,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
1623,91,roofward,Fay,brass hinge,Fay,repair,request_permission,granted,sun sill,sun sill,False,0.98,0.98,0.06,0.056,permission negotiated,True,True,True
1626,91,orchard,Mara,market token,Mara,trade,move_forward,observed,satchel shed,satchel shed,False,0.98,0.98,0.061,0.06,ambient ownership awareness,True,True,True
1629,91,roofward,Fay,sun lens,Fay,craft,move_forward,observed,glass stair,glass stair,False,0.98,0.98,0.056,0.055,ambient ownership awareness,True,True,True
1632,91,orchard,Mara,apple wrap,shared,care,drop_object,returning,mud row,mud row,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
1633,91,repair_ring,Juno,insulated tongs,Juno,repair,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1635,91,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.055,0.061,object attention registered,True,True,True
1636,91,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1638,92,repair_ring,Juno,insulated tongs,Juno,repair,wait_respectfully,observed,wire bench,wire bench,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1639,92,riverbend,Lio,ridge lantern,Lio,signal,drop_object,returning,wet crossing,wet crossing,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
1640,92,roofward,Fay,brass hinge,Fay,repair,request_permission,granted,sun sill,sun sill,False,0.98,0.98,0.061,0.057,permission negotiated,True,True,True
1641,92,archive,Toma,clean cloth,shared,care,wait_respectfully,observed,ink niche,ink niche,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1644,92,repair_ring,Juno,bell gauge,Juno,diagnostic,turn_right,observed,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1647,92,archive,Toma,ink ribbon,Toma,craft,turn_right,observed,spool room,spool room,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1649,92,orchard,Mara,apple wrap,shared,care,drop_object,returning,mud row,mud row,False,0.98,0.98,0.066,0.072,object attention registered,True,True,True
1650,92,repair_ring,Juno,insulated tongs,Juno,repair,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1652,92,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
1653,92,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1656,93,riverbend,Lio,ridge lantern,Lio,signal,drop_object,returning,wet crossing,wet crossing,False,0.98,0.98,0.064,0.07,object attention registered,True,True,True
1657,93,roofward,Fay,brass hinge,Fay,repair,request_permission,granted,sun sill,sun sill,False,0.98,0.98,0.063,0.059,permission negotiated,True,True,True
1659,93,signal,Milo,mast rope,Milo,repair,listen_memory,observed,arrival court,arrival court,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1662,93,riverbend,Lio,dry shawl,shared,care,listen_memory,observed,dry ridge,dry ridge,False,0.98,0.98,0.07,0.06,respectful pressure reduction,True,True,True
1665,93,signal,Milo,signal lens,Milo,craft,approach_resident,observed,lantern walk,lantern walk,False,0.98,0.98,0.056,0.062,attention cost,True,True,True
1666,93,orchard,Mara,apple wrap,shared,care,drop_object,returning,mud row,mud row,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
1667,93,repair_ring,Juno,insulated tongs,Juno,repair,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.052,0.05,permission negotiated,True,True,True
1668,93,riverbend,Lio,ridge lantern,Lio,signal,approach_resident,observed,wet crossing,wet crossing,False,0.98,0.98,0.06,0.066,attention cost,True,True,True
1669,93,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.059,0.065,object attention registered,True,True,True
1670,93,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1671,93,signal,Milo,mast rope,Milo,repair,wait_respectfully,observed,arrival court,arrival court,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
1674,94,roofward,Fay,brass hinge,Fay,repair,request_permission,granted,sun sill,sun sill,False,0.98,0.98,0.065,0.061,permission negotiated,True,True,True
1677,94,orchard,Mara,market token,Mara,trade,move_forward,observed,satchel shed,satchel shed,False,0.98,0.98,0.058,0.057,ambient ownership awareness,True,True,True
1680,94,roofward,Fay,sun lens,Fay,craft,move_forward,observed,glass stair,glass stair,False,0.98,0.98,0.061,0.06,ambient ownership awareness,True,True,True
1683,94,orchard,Mara,apple wrap,shared,care,drop_object,returning,mud row,mud row,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
1684,94,repair_ring,Juno,insulated tongs,Juno,repair,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1686,94,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
1687,94,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1689,94,orchard,Mara,market token,Mara,trade,listen_memory,observed,satchel shed,satchel shed,False,0.98,0.98,0.063,0.053,respectful pressure reduction,True,True,True
1692,95,archive,Toma,clean cloth,shared,care,wait_respectfully,observed,ink niche,ink niche,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1695,95,repair_ring,Juno,bell gauge,Juno,diagnostic,turn_right,observed,wire bench,wire bench,False,0.98,0.98,0.056,0.055,ambient ownership awareness,True,True,True
1698,95,archive,Toma,ink ribbon,Toma,craft,turn_right,observed,spool room,spool room,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1700,95,orchard,Mara,apple wrap,shared,care,drop_object,returning,mud row,mud row,False,0.98,0.98,0.053,0.059,object attention registered,True,True,True
1701,95,repair_ring,Juno,insulated tongs,Juno,repair,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.055,0.051,permission negotiated,True,True,True
1703,95,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.066,0.072,object attention registered,True,True,True
1704,95,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1707,95,repair_ring,Juno,bell gauge,Juno,diagnostic,move_forward,observed,wire bench,wire bench,False,0.98,0.98,0.051,0.05,ambient ownership awareness,True,True,True
1710,96,signal,Milo,mast rope,Milo,repair,listen_memory,observed,arrival court,arrival court,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1713,96,riverbend,Lio,dry shawl,shared,care,listen_memory,observed,dry ridge,dry ridge,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1716,96,signal,Milo,signal lens,Milo,craft,approach_resident,observed,lantern walk,lantern walk,False,0.98,0.98,0.056,0.062,attention cost,True,True,True
1717,96,orchard,Mara,apple wrap,shared,care,drop_object,returning,mud row,mud row,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1718,96,repair_ring,Juno,insulated tongs,Juno,repair,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1719,96,riverbend,Lio,ridge lantern,Lio,signal,approach_resident,observed,wet crossing,wet crossing,False,0.98,0.98,0.056,0.062,attention cost,True,True,True
1720,96,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
1721,96,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.052,0.05,permission negotiated,True,True,True
1722,96,signal,Milo,mast rope,Milo,repair,wait_respectfully,observed,arrival court,arrival court,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
1725,96,riverbend,Lio,dry shawl,shared,care,wait_respectfully,observed,dry ridge,dry ridge,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
1728,97,orchard,Mara,market token,Mara,trade,move_forward,observed,satchel shed,satchel shed,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1731,97,roofward,Fay,sun lens,Fay,craft,move_forward,observed,glass stair,glass stair,False,0.98,0.98,0.058,0.057,ambient ownership awareness,True,True,True
1734,97,orchard,Mara,apple wrap,shared,care,drop_object,returning,mud row,mud row,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
1735,97,repair_ring,Juno,insulated tongs,Juno,repair,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1737,97,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
1738,97,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1740,97,orchard,Mara,market token,Mara,trade,listen_memory,observed,satchel shed,satchel shed,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
1743,97,roofward,Fay,sun lens,Fay,craft,listen_memory,observed,glass stair,glass stair,False,0.98,0.98,0.063,0.053,respectful pressure reduction,True,True,True
1746,98,repair_ring,Juno,bell gauge,Juno,diagnostic,turn_right,observed,wire bench,wire bench,False,0.98,0.98,0.052,0.051,ambient ownership awareness,True,True,True
1749,98,archive,Toma,ink ribbon,Toma,craft,turn_right,observed,spool room,spool room,False,0.98,0.98,0.056,0.055,ambient ownership awareness,True,True,True
1751,98,orchard,Mara,apple wrap,shared,care,drop_object,returning,mud row,mud row,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
1752,98,repair_ring,Juno,insulated tongs,Juno,repair,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.051,0.05,permission negotiated,True,True,True
1754,98,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.053,0.059,object attention registered,True,True,True
1755,98,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.055,0.051,permission negotiated,True,True,True
1758,98,repair_ring,Juno,bell gauge,Juno,diagnostic,move_forward,observed,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1761,98,archive,Toma,ink ribbon,Toma,craft,move_forward,observed,spool room,spool room,False,0.98,0.98,0.051,0.05,ambient ownership awareness,True,True,True
1764,99,riverbend,Lio,dry shawl,shared,care,listen_memory,observed,dry ridge,dry ridge,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1767,99,signal,Milo,signal lens,Milo,craft,approach_resident,observed,lantern walk,lantern walk,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
1768,99,orchard,Mara,apple wrap,shared,care,drop_object,returning,mud row,mud row,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
1769,99,repair_ring,Juno,insulated tongs,Juno,repair,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1770,99,riverbend,Lio,ridge lantern,Lio,signal,approach_resident,observed,wet crossing,wet crossing,False,0.98,0.98,0.056,0.062,attention cost,True,True,True
1771,99,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1772,99,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1773,99,signal,Milo,mast rope,Milo,repair,wait_respectfully,observed,arrival court,arrival court,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1776,99,riverbend,Lio,dry shawl,shared,care,wait_respectfully,observed,dry ridge,dry ridge,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
1779,99,signal,Milo,signal lens,Milo,craft,turn_right,observed,lantern walk,lantern walk,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1781,99,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
1782,100,roofward,Fay,sun lens,Fay,craft,move_forward,observed,glass stair,glass stair,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1785,100,orchard,Mara,apple wrap,shared,care,drop_object,returning,mud row,mud row,False,0.98,0.98,0.058,0.064,object attention registered,True,True,True
1786,100,repair_ring,Juno,insulated tongs,Juno,repair,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.058,0.054,permission negotiated,True,True,True
1788,100,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
1789,100,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1791,100,orchard,Mara,market token,Mara,trade,listen_memory,observed,satchel shed,satchel shed,False,0.98,0.98,0.064,0.054,respectful pressure reduction,True,True,True
1794,100,roofward,Fay,sun lens,Fay,craft,listen_memory,observed,glass stair,glass stair,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
1797,100,orchard,Mara,apple wrap,shared,care,approach_resident,observed,mud row,mud row,False,0.98,0.98,0.054,0.06,attention cost,True,True,True
1798,100,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.054,0.06,object attention registered,True,True,True
1800,101,archive,Toma,ink ribbon,Toma,craft,turn_right,observed,spool room,spool room,False,0.98,0.98,0.052,0.051,ambient ownership awareness,True,True,True
1802,101,orchard,Mara,apple wrap,shared,care,drop_object,returning,mud row,mud row,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
1803,101,repair_ring,Juno,insulated tongs,Juno,repair,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.06,0.056,permission negotiated,True,True,True
1805,101,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
1806,101,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.051,0.05,permission negotiated,True,True,True
1809,101,repair_ring,Juno,bell gauge,Juno,diagnostic,move_forward,observed,wire bench,wire bench,False,0.98,0.98,0.056,0.055,ambient ownership awareness,True,True,True
1812,101,archive,Toma,ink ribbon,Toma,craft,move_forward,observed,spool room,spool room,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1815,101,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.055,0.061,object attention registered,True,True,True
1818,102,signal,Milo,signal lens,Milo,craft,approach_resident,observed,lantern walk,lantern walk,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
1819,102,orchard,Mara,apple wrap,shared,care,drop_object,returning,mud row,mud row,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
1820,102,repair_ring,Juno,insulated tongs,Juno,repair,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.061,0.057,permission negotiated,True,True,True
1821,102,riverbend,Lio,ridge lantern,Lio,signal,approach_resident,observed,wet crossing,wet crossing,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
1822,102,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
1823,102,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
1824,102,signal,Milo,mast rope,Milo,repair,wait_respectfully,observed,arrival court,arrival court,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1827,102,riverbend,Lio,dry shawl,shared,care,wait_respectfully,observed,dry ridge,dry ridge,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
1830,102,signal,Milo,signal lens,Milo,craft,turn_right,observed,lantern walk,lantern walk,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1832,102,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
1833,102,riverbend,Lio,ridge lantern,Lio,signal,turn_right,observed,wet crossing,wet crossing,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
1835,102,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
1836,103,orchard,Mara,apple wrap,shared,care,drop_object,returning,mud row,mud row,False,0.98,0.98,0.064,0.07,object attention registered,True,True,True
1837,103,repair_ring,Juno,insulated tongs,Juno,repair,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.063,0.059,permission negotiated,True,True,True
