tick_id,day,session_id,settlement_id,resident_id,project_id,project_name,minigame_id,step_index,required_action,chosen_action,step_success,progress_before,progress_after,failure_recoverable,browser_control_visible,no_llm_call
1612,90,canvas-session-015,orchid_engine,Bea,a0d3597080,tend orchid lamp,57e38ee4a1,3,listen,listen,True,0.572,0.592,True,True,True
1613,90,canvas-session-015,moss_ward,Fay,72cfe9f03b,raise warm-cup shelf,8445341edf,4,press,press,True,0.558,0.578,True,True,True
1614,90,canvas-session-015,glass_harbor,Puck,d99abac1ce,relight public lamp,1a3deaa321,1,seal,seal,True,0.624,0.644,True,True,True
1615,90,canvas-session-015,cinder_garden,Wren,efccb1106a,sort ember fruit,43310ac08a,2,record,record,True,0.638,0.658,True,True,True
1616,90,canvas-session-015,lichen_bridge,Kio,096f63fbc9,mark signal bell,4de1acc6c4,3,tension,tension,True,0.558,0.578,True,True,True
1617,90,canvas-session-015,orchid_engine,Cai,7b17b6bca2,stabilize steam kettle,bc7c2875dc,4,clean,align,False,0.572,0.578,True,True,True
1618,90,canvas-session-015,moss_ward,Milo,42164b006a,drain rain path,463d6c3e3b,1,bind,bind,True,0.652,0.672,True,True,True
1619,90,canvas-session-015,glass_harbor,Sera,b557cb5ab1,mend fog net,3b9dadbd5c,2,test,test,True,0.638,0.658,True,True,True
1620,91,canvas-session-016,lichen_bridge,Sol,910495b9ec,mark signal bell,21460b12ff,1,share,share,True,0.638,0.658,True,True,True
1621,91,canvas-session-016,orchid_engine,Bea,d5a5690d8e,stabilize steam kettle,8b3d41f4e1,2,listen,listen,True,0.638,0.658,True,True,True
1622,91,canvas-session-016,moss_ward,Fay,9c82c8d116,drain rain path,0731f91d1e,3,press,press,True,0.538,0.558,True,True,True
1623,91,canvas-session-016,glass_harbor,Puck,4a73f95e3d,mend fog net,ce31f75a16,4,seal,seal,True,0.538,0.558,True,True,True
1624,91,canvas-session-016,cinder_garden,Wren,9ee5bba78b,cool ash path,826970396e,1,record,press,False,0.652,0.658,True,True,True
1625,91,canvas-session-016,lichen_bridge,Kio,1356a31e8d,repair meal ledger,e494f9da81,2,tension,tension,True,0.638,0.658,True,True,True
1626,91,canvas-session-016,orchid_engine,Cai,aa06bc447d,listen to valve pulse,690cbf5c1c,3,clean,clean,True,0.552,0.572,True,True,True
1627,91,canvas-session-016,moss_ward,Milo,214b5191fa,patch blanket loom,d94f2829df,4,bind,bind,True,0.552,0.572,True,True,True
1628,91,canvas-session-016,glass_harbor,Sera,35df557118,seal fog catcher,432cb04904,1,test,test,True,0.624,0.644,True,True,True
1629,91,canvas-session-016,cinder_garden,Juno,a3cdbd8180,repair seed calendar,0d030a9a47,2,shade,shade,True,0.624,0.644,True,True,True
1630,91,canvas-session-016,lichen_bridge,Luma,a72c4caf94,test rope bridge,17a0702561,3,file,file,True,0.558,0.578,True,True,True
1631,91,canvas-session-016,orchid_engine,Dax,e5be4a3317,clean gear wash,2f73bcb74e,4,tend,align,False,0.572,0.578,True,True,True
1632,91,canvas-session-016,moss_ward,Tala,ab7eb655b8,copy root ledger,a5073aa074,1,inspect,inspect,True,0.652,0.672,True,True,True
1633,91,canvas-session-016,glass_harbor,Nia,35100ce116,mark crossing rope,c16bb8927d,2,trim,trim,True,0.652,0.672,True,True,True
1634,91,canvas-session-016,cinder_garden,Pax,cfb8cd3fed,shade seed rows,533e228702,3,sort,sort,True,0.558,0.578,True,True,True
1635,91,canvas-session-016,lichen_bridge,Rin,d21d02a5bc,weave spare rope,5cabedb838,4,mark,mark,True,0.558,0.578,True,True,True
1636,91,canvas-session-016,orchid_engine,Eli,3f711d3e3b,tend orchid lamp,1c4989b0f1,1,stabilize,stabilize,True,0.624,0.644,True,True,True
1637,91,canvas-session-016,moss_ward,Ari,808faa30ed,raise warm-cup shelf,466301bf7b,2,align,align,True,0.624,0.644,True,True,True
1638,92,canvas-session-016,cinder_garden,Juno,9c5554028b,shade seed rows,6dbf4f39cc,1,shade,press,False,0.638,0.644,True,True,True
1639,92,canvas-session-016,lichen_bridge,Luma,5fbf6bf7bd,weave spare rope,05e44c3dfb,2,file,file,True,0.652,0.672,True,True,True
1640,92,canvas-session-016,orchid_engine,Dax,8d36ca6708,tend orchid lamp,44b8dc1026,3,tend,tend,True,0.552,0.572,True,True,True
1641,92,canvas-session-016,moss_ward,Tala,690cd7241e,raise warm-cup shelf,d974d4f611,4,inspect,inspect,True,0.552,0.572,True,True,True
1642,92,canvas-session-016,glass_harbor,Nia,24a6670b6c,relight public lamp,7c7bc15472,1,trim,trim,True,0.624,0.644,True,True,True
1643,92,canvas-session-016,cinder_garden,Pax,9dfff354ca,sort ember fruit,1d6defc645,2,sort,sort,True,0.624,0.644,True,True,True
1644,92,canvas-session-016,lichen_bridge,Rin,48fc2b7680,mark signal bell,db10755ec9,3,mark,mark,True,0.538,0.558,True,True,True
1645,92,canvas-session-016,orchid_engine,Eli,86759406ca,stabilize steam kettle,7a8d22ec61,4,stabilize,align,False,0.552,0.558,True,True,True
1646,92,canvas-session-016,moss_ward,Ari,da0f22a6f5,drain rain path,6690e14085,1,align,align,True,0.638,0.658,True,True,True
1647,92,canvas-session-016,glass_harbor,Oren,9f03b2f23d,mend fog net,f57003d430,2,thread,thread,True,0.652,0.672,True,True,True
1648,92,canvas-session-016,cinder_garden,Vale,58b08d67ce,cool ash path,0d08ffa2ba,3,cool,cool,True,0.558,0.578,True,True,True
1649,92,canvas-session-016,lichen_bridge,Sol,6a6945c048,repair meal ledger,25d015aa02,4,share,share,True,0.558,0.578,True,True,True
1650,92,canvas-session-016,orchid_engine,Bea,1a39418cc8,listen to valve pulse,2d850d74a5,1,listen,listen,True,0.638,0.658,True,True,True
1651,92,canvas-session-016,moss_ward,Fay,cbe617b6af,patch blanket loom,858dc69861,2,press,press,True,0.624,0.644,True,True,True
1652,92,canvas-session-016,glass_harbor,Puck,19e61c2da4,seal fog catcher,bec82fcc63,3,seal,inspect,False,0.572,0.578,True,True,True
1653,92,canvas-session-016,cinder_garden,Wren,b1df32837e,repair seed calendar,69d63df18c,4,record,record,True,0.572,0.592,True,True,True
1654,92,canvas-session-016,lichen_bridge,Kio,0c14394478,test rope bridge,320e24da84,1,tension,tension,True,0.638,0.658,True,True,True
1655,92,canvas-session-016,orchid_engine,Cai,80ecb7dbcd,clean gear wash,975ae4da86,2,clean,clean,True,0.624,0.644,True,True,True
1656,93,canvas-session-016,glass_harbor,Oren,d2b7153668,seal fog catcher,f7b595ab4b,1,thread,thread,True,0.658,0.678,True,True,True
1657,93,canvas-session-016,cinder_garden,Vale,b4da23a954,repair seed calendar,9f04236504,2,cool,cool,True,0.644,0.664,True,True,True
1658,93,canvas-session-016,lichen_bridge,Sol,85cb036eb5,test rope bridge,2002dca72e,3,share,share,True,0.558,0.578,True,True,True
1659,93,canvas-session-016,orchid_engine,Bea,3935fa5efe,clean gear wash,c13cbb7abc,4,listen,align,False,0.572,0.578,True,True,True
1660,93,canvas-session-016,moss_ward,Fay,6a7b5adb25,copy root ledger,913b448609,1,press,press,True,0.7,0.72,True,True,True
1661,93,canvas-session-016,glass_harbor,Puck,c10ea1470a,mark crossing rope,5ad155c9ce,2,seal,seal,True,0.658,0.678,True,True,True
1662,93,canvas-session-016,cinder_garden,Wren,81aa359945,shade seed rows,b768b040b3,3,record,record,True,0.558,0.578,True,True,True
1663,93,canvas-session-016,lichen_bridge,Kio,ebef679159,weave spare rope,6a3d6ca086,4,tension,tension,True,0.558,0.578,True,True,True
1664,93,canvas-session-016,orchid_engine,Cai,2fe151eb17,tend orchid lamp,2848ca2292,1,clean,clean,True,0.644,0.664,True,True,True
1665,93,canvas-session-016,moss_ward,Milo,b03af16c10,raise warm-cup shelf,f808096c72,2,bind,bind,True,0.7,0.72,True,True,True
1666,93,canvas-session-016,glass_harbor,Sera,768a4d2ad8,relight public lamp,4c626d7a2f,3,test,inspect,False,0.572,0.578,True,True,True
1667,93,canvas-session-016,cinder_garden,Juno,2b1e35e8a1,sort ember fruit,c8a2ced767,4,shade,shade,True,0.572,0.592,True,True,True
1668,93,canvas-session-016,lichen_bridge,Luma,450c18baea,mark signal bell,6065287c42,1,file,file,True,0.658,0.678,True,True,True
1669,93,canvas-session-016,orchid_engine,Dax,363676d602,stabilize steam kettle,75282f5e6f,2,tend,tend,True,0.644,0.664,True,True,True
1670,93,canvas-session-016,moss_ward,Tala,572744cec7,drain rain path,014cab69fe,3,inspect,inspect,True,0.62,0.64,True,True,True
1671,93,canvas-session-016,glass_harbor,Nia,2c46e6f05e,mend fog net,7f762e2088,4,trim,trim,True,0.578,0.598,True,True,True
1672,93,canvas-session-016,cinder_garden,Pax,1e5830ef22,cool ash path,266204e566,1,sort,sort,True,0.644,0.664,True,True,True
1673,93,canvas-session-016,lichen_bridge,Rin,9611f49c07,repair meal ledger,40c83ba6cb,2,mark,bind,False,0.672,0.678,True,True,True
1674,94,canvas-session-016,moss_ward,Milo,42164b006a,drain rain path,f3118655b3,1,bind,bind,True,0.672,0.692,True,True,True
1675,94,canvas-session-016,glass_harbor,Sera,b557cb5ab1,mend fog net,333219431d,2,test,test,True,0.658,0.678,True,True,True
1676,94,canvas-session-016,cinder_garden,Juno,f754fc777c,cool ash path,0c5f3ff3ff,3,shade,shade,True,0.558,0.578,True,True,True
1677,94,canvas-session-016,lichen_bridge,Luma,7017cc792d,repair meal ledger,455d82d84f,4,file,file,True,0.558,0.578,True,True,True
1678,94,canvas-session-016,orchid_engine,Dax,947f5c8b39,listen to valve pulse,14f7749ed6,1,tend,tend,True,0.644,0.664,True,True,True
1679,94,canvas-session-016,moss_ward,Tala,f91d6085d8,patch blanket loom,b28043d3bf,2,inspect,inspect,True,0.644,0.664,True,True,True
1680,94,canvas-session-016,glass_harbor,Nia,7d03d3d3f1,seal fog catcher,5b28db3071,3,trim,inspect,False,0.572,0.578,True,True,True
1681,94,canvas-session-016,cinder_garden,Pax,2ac4db2919,repair seed calendar,16a5063b87,4,sort,sort,True,0.572,0.592,True,True,True
1682,94,canvas-session-016,lichen_bridge,Rin,b522b59c7e,test rope bridge,189dbe8cad,1,mark,mark,True,0.672,0.692,True,True,True
1683,94,canvas-session-016,orchid_engine,Eli,e4ebf8a5c3,clean gear wash,96e0cb7d24,2,stabilize,stabilize,True,0.644,0.664,True,True,True
1684,94,canvas-session-016,moss_ward,Ari,acb2c21249,copy root ledger,9191a1368c,3,align,align,True,0.558,0.578,True,True,True
1685,94,canvas-session-016,glass_harbor,Oren,65ab173ea1,mark crossing rope,c48a6ceae1,4,thread,thread,True,0.558,0.578,True,True,True
1686,94,canvas-session-016,cinder_garden,Vale,7525471538,shade seed rows,928ccd3027,1,cool,cool,True,0.644,0.664,True,True,True
1687,94,canvas-session-016,lichen_bridge,Sol,032f2286f3,weave spare rope,ec6915b998,2,share,bind,False,0.658,0.664,True,True,True
1688,94,canvas-session-016,orchid_engine,Bea,a0d3597080,tend orchid lamp,f8bfcad9ee,3,listen,listen,True,0.592,0.612,True,True,True
1689,94,canvas-session-016,moss_ward,Fay,72cfe9f03b,raise warm-cup shelf,3d5413bf1a,4,press,press,True,0.578,0.598,True,True,True
1690,94,canvas-session-016,glass_harbor,Puck,d99abac1ce,relight public lamp,7703d0445f,1,seal,seal,True,0.644,0.664,True,True,True
1691,94,canvas-session-016,cinder_garden,Wren,efccb1106a,sort ember fruit,af0f9e146c,2,record,record,True,0.658,0.678,True,True,True
1692,95,canvas-session-016,orchid_engine,Eli,3f711d3e3b,tend orchid lamp,1c4989b0f1,1,stabilize,stabilize,True,0.644,0.664,True,True,True
1693,95,canvas-session-016,moss_ward,Ari,808faa30ed,raise warm-cup shelf,466301bf7b,2,align,align,True,0.644,0.664,True,True,True
1694,95,canvas-session-016,glass_harbor,Oren,f949aa8fd3,relight public lamp,5ede63c5cf,3,thread,inspect,False,0.572,0.578,True,True,True
1695,95,canvas-session-016,cinder_garden,Vale,6b0dbec2ed,sort ember fruit,e296aac60f,4,cool,cool,True,0.572,0.592,True,True,True
1696,95,canvas-session-016,lichen_bridge,Sol,910495b9ec,mark signal bell,21460b12ff,1,share,share,True,0.658,0.678,True,True,True
1697,95,canvas-session-016,orchid_engine,Bea,d5a5690d8e,stabilize steam kettle,8b3d41f4e1,2,listen,listen,True,0.658,0.678,True,True,True
1698,95,canvas-session-016,moss_ward,Fay,9c82c8d116,drain rain path,0731f91d1e,3,press,press,True,0.558,0.578,True,True,True
1699,95,canvas-session-016,glass_harbor,Puck,4a73f95e3d,mend fog net,ce31f75a16,4,seal,seal,True,0.558,0.578,True,True,True
1700,95,canvas-session-016,cinder_garden,Wren,9ee5bba78b,cool ash path,826970396e,1,record,record,True,0.658,0.678,True,True,True
1701,95,canvas-session-016,lichen_bridge,Kio,1356a31e8d,repair meal ledger,e494f9da81,2,tension,bind,False,0.658,0.664,True,True,True
1702,95,canvas-session-016,orchid_engine,Cai,aa06bc447d,listen to valve pulse,690cbf5c1c,3,clean,clean,True,0.572,0.592,True,True,True
1703,95,canvas-session-016,moss_ward,Milo,214b5191fa,patch blanket loom,d94f2829df,4,bind,bind,True,0.572,0.592,True,True,True
1704,95,canvas-session-016,glass_harbor,Sera,35df557118,seal fog catcher,432cb04904,1,test,test,True,0.644,0.664,True,True,True
1705,95,canvas-session-016,cinder_garden,Juno,a3cdbd8180,repair seed calendar,0d030a9a47,2,shade,shade,True,0.644,0.664,True,True,True
1706,95,canvas-session-016,lichen_bridge,Luma,a72c4caf94,test rope bridge,17a0702561,3,file,file,True,0.578,0.598,True,True,True
1707,95,canvas-session-016,orchid_engine,Dax,e5be4a3317,clean gear wash,2f73bcb74e,4,tend,tend,True,0.578,0.598,True,True,True
1708,95,canvas-session-016,moss_ward,Tala,ab7eb655b8,copy root ledger,a5073aa074,1,inspect,press,False,0.672,0.678,True,True,True
1709,95,canvas-session-016,glass_harbor,Nia,35100ce116,mark crossing rope,c16bb8927d,2,trim,trim,True,0.672,0.692,True,True,True
1710,96,canvas-session-016,lichen_bridge,Kio,0c14394478,test rope bridge,320e24da84,1,tension,tension,True,0.658,0.678,True,True,True
1711,96,canvas-session-016,orchid_engine,Cai,80ecb7dbcd,clean gear wash,975ae4da86,2,clean,clean,True,0.644,0.664,True,True,True
1712,96,canvas-session-016,moss_ward,Milo,4f19e26857,copy root ledger,3bd23fbeed,3,bind,bind,True,0.558,0.578,True,True,True
1713,96,canvas-session-016,glass_harbor,Sera,ee1d01c438,mark crossing rope,97d9d6f91c,4,test,test,True,0.558,0.578,True,True,True
1714,96,canvas-session-016,cinder_garden,Juno,9c5554028b,shade seed rows,6dbf4f39cc,1,shade,shade,True,0.644,0.664,True,True,True
1715,96,canvas-session-016,lichen_bridge,Luma,5fbf6bf7bd,weave spare rope,05e44c3dfb,2,file,bind,False,0.672,0.678,True,True,True
1716,96,canvas-session-016,orchid_engine,Dax,8d36ca6708,tend orchid lamp,44b8dc1026,3,tend,tend,True,0.572,0.592,True,True,True
1717,96,canvas-session-016,moss_ward,Tala,690cd7241e,raise warm-cup shelf,d974d4f611,4,inspect,inspect,True,0.572,0.592,True,True,True
1718,96,canvas-session-016,glass_harbor,Nia,24a6670b6c,relight public lamp,7c7bc15472,1,trim,trim,True,0.644,0.664,True,True,True
1719,96,canvas-session-016,cinder_garden,Pax,9dfff354ca,sort ember fruit,1d6defc645,2,sort,sort,True,0.644,0.664,True,True,True
1720,96,canvas-session-016,lichen_bridge,Rin,48fc2b7680,mark signal bell,db10755ec9,3,mark,mark,True,0.558,0.578,True,True,True
1721,96,canvas-session-016,orchid_engine,Eli,86759406ca,stabilize steam kettle,7a8d22ec61,4,stabilize,stabilize,True,0.558,0.578,True,True,True
1722,96,canvas-session-016,moss_ward,Ari,da0f22a6f5,drain rain path,6690e14085,1,align,press,False,0.658,0.664,True,True,True
1723,96,canvas-session-016,glass_harbor,Oren,9f03b2f23d,mend fog net,f57003d430,2,thread,thread,True,0.672,0.692,True,True,True
1724,96,canvas-session-016,cinder_garden,Vale,58b08d67ce,cool ash path,0d08ffa2ba,3,cool,cool,True,0.578,0.598,True,True,True
1725,96,canvas-session-016,lichen_bridge,Sol,6a6945c048,repair meal ledger,25d015aa02,4,share,share,True,0.578,0.598,True,True,True
1726,96,canvas-session-016,orchid_engine,Bea,1a39418cc8,listen to valve pulse,2d850d74a5,1,listen,listen,True,0.658,0.678,True,True,True
1727,96,canvas-session-016,moss_ward,Fay,cbe617b6af,patch blanket loom,858dc69861,2,press,press,True,0.644,0.664,True,True,True
1728,97,canvas-session-017,cinder_garden,Pax,1e5830ef22,cool ash path,21de1b7bd7,1,sort,sort,True,0.664,0.684,True,True,True
1729,97,canvas-session-017,lichen_bridge,Rin,9611f49c07,repair meal ledger,0cdc0bff4b,2,mark,bind,False,0.678,0.684,True,True,True
1730,97,canvas-session-017,orchid_engine,Eli,a3b8dc6d55,listen to valve pulse,ec8cbef97b,3,stabilize,stabilize,True,0.592,0.612,True,True,True
1731,97,canvas-session-017,moss_ward,Ari,2378d81ec8,patch blanket loom,f6b41f7214,4,align,align,True,0.62,0.64,True,True,True
1732,97,canvas-session-017,glass_harbor,Oren,d2b7153668,seal fog catcher,6592c09a51,1,thread,thread,True,0.678,0.698,True,True,True
1733,97,canvas-session-017,cinder_garden,Vale,b4da23a954,repair seed calendar,75191f572c,2,cool,cool,True,0.664,0.684,True,True,True
1734,97,canvas-session-017,lichen_bridge,Sol,85cb036eb5,test rope bridge,83528e5c86,3,share,share,True,0.578,0.598,True,True,True
1735,97,canvas-session-017,orchid_engine,Bea,3935fa5efe,clean gear wash,24103c7cf5,4,listen,listen,True,0.578,0.598,True,True,True
1736,97,canvas-session-017,moss_ward,Fay,6a7b5adb25,copy root ledger,8c4f7f6c5d,1,press,press,True,0.72,0.74,True,True,True
1737,97,canvas-session-017,glass_harbor,Puck,c10ea1470a,mark crossing rope,fffa7990a8,2,seal,seal,True,0.678,0.698,True,True,True
1738,97,canvas-session-017,cinder_garden,Wren,81aa359945,shade seed rows,dcf46abb31,3,record,record,True,0.578,0.598,True,True,True
1739,97,canvas-session-017,lichen_bridge,Kio,ebef679159,weave spare rope,5b5f85b203,4,tension,tension,True,0.578,0.598,True,True,True
1740,97,canvas-session-017,orchid_engine,Cai,2fe151eb17,tend orchid lamp,c93c9e4383,1,clean,clean,True,0.664,0.684,True,True,True
1741,97,canvas-session-017,moss_ward,Milo,b03af16c10,raise warm-cup shelf,b8bb25b4b3,2,bind,bind,True,0.72,0.74,True,True,True
1742,97,canvas-session-017,glass_harbor,Sera,768a4d2ad8,relight public lamp,4fc7634636,3,test,test,True,0.578,0.598,True,True,True
1743,97,canvas-session-017,cinder_garden,Juno,2b1e35e8a1,sort ember fruit,7d96356cbc,4,shade,align,False,0.592,0.598,True,True,True
1744,97,canvas-session-017,lichen_bridge,Luma,450c18baea,mark signal bell,ca3d8e0121,1,file,file,True,0.678,0.698,True,True,True
1745,97,canvas-session-017,orchid_engine,Dax,363676d602,stabilize steam kettle,2b2c227f9d,2,tend,tend,True,0.664,0.684,True,True,True
1746,98,canvas-session-017,glass_harbor,Puck,d99abac1ce,relight public lamp,958e5455cc,1,seal,seal,True,0.664,0.684,True,True,True
1747,98,canvas-session-017,cinder_garden,Wren,efccb1106a,sort ember fruit,5492b48418,2,record,record,True,0.678,0.698,True,True,True
1748,98,canvas-session-017,lichen_bridge,Kio,096f63fbc9,mark signal bell,123ae61a21,3,tension,tension,True,0.578,0.598,True,True,True
1749,98,canvas-session-017,orchid_engine,Cai,7b17b6bca2,stabilize steam kettle,100f9b6f0c,4,clean,clean,True,0.578,0.598,True,True,True
1750,98,canvas-session-017,moss_ward,Milo,42164b006a,drain rain path,4531aacfa4,1,bind,press,False,0.692,0.698,True,True,True
1751,98,canvas-session-017,glass_harbor,Sera,b557cb5ab1,mend fog net,256ed288f3,2,test,test,True,0.678,0.698,True,True,True
1752,98,canvas-session-017,cinder_garden,Juno,f754fc777c,cool ash path,2841ff2adf,3,shade,shade,True,0.578,0.598,True,True,True
1753,98,canvas-session-017,lichen_bridge,Luma,7017cc792d,repair meal ledger,3ccd9f229e,4,file,file,True,0.578,0.598,True,True,True
1754,98,canvas-session-017,orchid_engine,Dax,947f5c8b39,listen to valve pulse,864384d611,1,tend,tend,True,0.664,0.684,True,True,True
1755,98,canvas-session-017,moss_ward,Tala,f91d6085d8,patch blanket loom,b1ed275a50,2,inspect,inspect,True,0.664,0.684,True,True,True
1756,98,canvas-session-017,glass_harbor,Nia,7d03d3d3f1,seal fog catcher,edee8a8432,3,trim,trim,True,0.578,0.598,True,True,True
1757,98,canvas-session-017,cinder_garden,Pax,2ac4db2919,repair seed calendar,a667541264,4,sort,align,False,0.592,0.598,True,True,True
1758,98,canvas-session-017,lichen_bridge,Rin,b522b59c7e,test rope bridge,97f954580e,1,mark,mark,True,0.692,0.712,True,True,True
1759,98,canvas-session-017,orchid_engine,Eli,e4ebf8a5c3,clean gear wash,4f595fdcc4,2,stabilize,stabilize,True,0.664,0.684,True,True,True
1760,98,canvas-session-017,moss_ward,Ari,acb2c21249,copy root ledger,9d3130140c,3,align,align,True,0.578,0.598,True,True,True
1761,98,canvas-session-017,glass_harbor,Oren,65ab173ea1,mark crossing rope,a3284dfb1f,4,thread,thread,True,0.578,0.598,True,True,True
1762,98,canvas-session-017,cinder_garden,Vale,7525471538,shade seed rows,2fae7aec7a,1,cool,cool,True,0.664,0.684,True,True,True
1763,98,canvas-session-017,lichen_bridge,Sol,032f2286f3,weave spare rope,edfdf57630,2,share,share,True,0.664,0.684,True,True,True
1764,99,canvas-session-017,moss_ward,Tala,ab7eb655b8,copy root ledger,c153db0346,1,inspect,press,False,0.678,0.684,True,True,True
1765,99,canvas-session-017,glass_harbor,Nia,35100ce116,mark crossing rope,c9346db408,2,trim,trim,True,0.692,0.712,True,True,True
1766,99,canvas-session-017,cinder_garden,Pax,cfb8cd3fed,shade seed rows,3f4820743f,3,sort,sort,True,0.578,0.598,True,True,True
1767,99,canvas-session-017,lichen_bridge,Rin,d21d02a5bc,weave spare rope,45bb24110f,4,mark,mark,True,0.578,0.598,True,True,True
1768,99,canvas-session-017,orchid_engine,Eli,3f711d3e3b,tend orchid lamp,4e61d1a6df,1,stabilize,stabilize,True,0.664,0.684,True,True,True
1769,99,canvas-session-017,moss_ward,Ari,808faa30ed,raise warm-cup shelf,456702272a,2,align,align,True,0.664,0.684,True,True,True
1770,99,canvas-session-017,glass_harbor,Oren,f949aa8fd3,relight public lamp,27fcb1e3ea,3,thread,thread,True,0.578,0.598,True,True,True
1771,99,canvas-session-017,cinder_garden,Vale,6b0dbec2ed,sort ember fruit,67afc7e685,4,cool,align,False,0.592,0.598,True,True,True
1772,99,canvas-session-017,lichen_bridge,Sol,910495b9ec,mark signal bell,b3e32712d8,1,share,share,True,0.678,0.698,True,True,True
1773,99,canvas-session-017,orchid_engine,Bea,d5a5690d8e,stabilize steam kettle,818ef80423,2,listen,listen,True,0.678,0.698,True,True,True
1774,99,canvas-session-017,moss_ward,Fay,9c82c8d116,drain rain path,1cf1e38a60,3,press,press,True,0.578,0.598,True,True,True
1775,99,canvas-session-017,glass_harbor,Puck,4a73f95e3d,mend fog net,64aa90fabc,4,seal,seal,True,0.578,0.598,True,True,True
1776,99,canvas-session-017,cinder_garden,Wren,9ee5bba78b,cool ash path,5868dc46ac,1,record,record,True,0.678,0.698,True,True,True
1777,99,canvas-session-017,lichen_bridge,Kio,1356a31e8d,repair meal ledger,d3e75ae30b,2,tension,tension,True,0.664,0.684,True,True,True
1778,99,canvas-session-017,orchid_engine,Cai,aa06bc447d,listen to valve pulse,693631c3a5,3,clean,inspect,False,0.592,0.598,True,True,True
1779,99,canvas-session-017,moss_ward,Milo,214b5191fa,patch blanket loom,fafd7edb3d,4,bind,bind,True,0.592,0.612,True,True,True
1780,99,canvas-session-017,glass_harbor,Sera,35df557118,seal fog catcher,ef20b7910b,1,test,test,True,0.664,0.684,True,True,True
1781,99,canvas-session-017,cinder_garden,Juno,a3cdbd8180,repair seed calendar,522cfa4764,2,shade,shade,True,0.664,0.684,True,True,True
1782,100,canvas-session-017,orchid_engine,Bea,1a39418cc8,listen to valve pulse,5d2d236189,1,listen,listen,True,0.678,0.698,True,True,True
1783,100,canvas-session-017,moss_ward,Fay,cbe617b6af,patch blanket loom,2daf28069f,2,press,press,True,0.664,0.684,True,True,True
1784,100,canvas-session-017,glass_harbor,Puck,19e61c2da4,seal fog catcher,97f3946636,3,seal,seal,True,0.578,0.598,True,True,True
1785,100,canvas-session-017,cinder_garden,Wren,b1df32837e,repair seed calendar,8bb9030fb9,4,record,align,False,0.592,0.598,True,True,True
1786,100,canvas-session-017,lichen_bridge,Kio,0c14394478,test rope bridge,76b34657e8,1,tension,tension,True,0.678,0.698,True,True,True
1787,100,canvas-session-017,orchid_engine,Cai,80ecb7dbcd,clean gear wash,ae0148866e,2,clean,clean,True,0.664,0.684,True,True,True
1788,100,canvas-session-017,moss_ward,Milo,4f19e26857,copy root ledger,9de4d5d4c9,3,bind,bind,True,0.578,0.598,True,True,True
1789,100,canvas-session-017,glass_harbor,Sera,ee1d01c438,mark crossing rope,5dcaf4478d,4,test,test,True,0.578,0.598,True,True,True
1790,100,canvas-session-017,cinder_garden,Juno,9c5554028b,shade seed rows,ced358db65,1,shade,shade,True,0.664,0.684,True,True,True
1791,100,canvas-session-017,lichen_bridge,Luma,5fbf6bf7bd,weave spare rope,ee381132e1,2,file,file,True,0.678,0.698,True,True,True
1792,100,canvas-session-017,orchid_engine,Dax,8d36ca6708,tend orchid lamp,fde54dc7e0,3,tend,inspect,False,0.592,0.598,True,True,True
1793,100,canvas-session-017,moss_ward,Tala,690cd7241e,raise warm-cup shelf,963be0a5d9,4,inspect,inspect,True,0.592,0.612,True,True,True
1794,100,canvas-session-017,glass_harbor,Nia,24a6670b6c,relight public lamp,26887e89e9,1,trim,trim,True,0.664,0.684,True,True,True
1795,100,canvas-session-017,cinder_garden,Pax,9dfff354ca,sort ember fruit,804401dc18,2,sort,sort,True,0.664,0.684,True,True,True
1796,100,canvas-session-017,lichen_bridge,Rin,48fc2b7680,mark signal bell,4d2a468e2f,3,mark,mark,True,0.578,0.598,True,True,True
1797,100,canvas-session-017,orchid_engine,Eli,86759406ca,stabilize steam kettle,2eb4bf5ce1,4,stabilize,stabilize,True,0.578,0.598,True,True,True
1798,100,canvas-session-017,moss_ward,Ari,da0f22a6f5,drain rain path,e8dfbe72d3,1,align,align,True,0.664,0.684,True,True,True
1799,100,canvas-session-017,glass_harbor,Oren,9f03b2f23d,mend fog net,9f0a383084,2,thread,bind,False,0.692,0.698,True,True,True
1800,101,canvas-session-017,lichen_bridge,Luma,450c18baea,mark signal bell,ca3d8e0121,1,file,file,True,0.698,0.718,True,True,True
1801,101,canvas-session-017,orchid_engine,Dax,363676d602,stabilize steam kettle,2b2c227f9d,2,tend,tend,True,0.684,0.704,True,True,True
1802,101,canvas-session-017,moss_ward,Tala,572744cec7,drain rain path,05765d5558,3,inspect,inspect,True,0.64,0.66,True,True,True
1803,101,canvas-session-017,glass_harbor,Nia,2c46e6f05e,mend fog net,cdad3e80ba,4,trim,trim,True,0.598,0.618,True,True,True
1804,101,canvas-session-017,cinder_garden,Pax,1e5830ef22,cool ash path,21de1b7bd7,1,sort,sort,True,0.684,0.704,True,True,True
1805,101,canvas-session-017,lichen_bridge,Rin,9611f49c07,repair meal ledger,0cdc0bff4b,2,mark,mark,True,0.684,0.704,True,True,True
1806,101,canvas-session-017,orchid_engine,Eli,a3b8dc6d55,listen to valve pulse,ec8cbef97b,3,stabilize,inspect,False,0.612,0.618,True,True,True
1807,101,canvas-session-017,moss_ward,Ari,2378d81ec8,patch blanket loom,f6b41f7214,4,align,align,True,0.64,0.66,True,True,True
