tick_id,day,settlement_id,resident_id,protocol_step,avatar_choice,protocol_state,trust_before,trust_after,respect_delta,visible_body_response,greeting_card_visible,protocol_not_bypassed
1355,76,lichen_bridge,Luma,wait for shared-bowl offer,interrupt_protocol,warning,0.94,0.928,-0.018,resident steps between avatar and custom boundary,True,True
1356,76,orchid_engine,Dax,stand outside engine ring,wait_for_resident_lead,respected,0.924,0.934,0.016,"resident turns toward avatar, shoulders lower",True,True
1357,76,moss_ward,Tala,show empty hands,observe_before_speaking,respected,0.808,0.818,0.016,"resident turns toward avatar, shoulders lower",True,True
1358,76,glass_harbor,Nia,accept tea-before-crossing,offer_greeting,partially_matched,0.94,0.94,0.01,"resident listens, then corrects sequence",True,True
1359,76,cinder_garden,Pax,bow to shade cloth,ask_translation,partially_matched,0.858,0.864,0.01,"resident listens, then corrects sequence",True,True
1360,76,lichen_bridge,Rin,listen for signal hush,repeat_local_phrase,partially_matched,0.788,0.794,0.01,"resident listens, then corrects sequence",True,True
1361,76,orchid_engine,Eli,wait for orchid-cup,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1362,76,moss_ward,Ari,stand by rain gate,touch_restricted_object,warning,0.918,0.906,-0.018,resident steps between avatar and custom boundary,True,True
1363,76,glass_harbor,Oren,tap lantern rail,step_back,respected,0.91,0.92,0.016,"resident turns toward avatar, shoulders lower",True,True
1364,76,cinder_garden,Vale,repeat cool-hand sign,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1365,76,lichen_bridge,Sol,touch rope post,interrupt_protocol,warning,0.764,0.752,-0.018,resident steps between avatar and custom boundary,True,True
1366,76,orchid_engine,Bea,show palms to valve listener,wait_for_resident_lead,respected,0.872,0.882,0.016,"resident turns toward avatar, shoulders lower",True,True
1367,76,moss_ward,Fay,wait for warm-cup phrase,observe_before_speaking,respected,0.932,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1368,77,cinder_garden,Juno,bow to shade cloth,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1369,77,lichen_bridge,Luma,listen for signal hush,touch_restricted_object,warning,0.918,0.906,-0.018,resident steps between avatar and custom boundary,True,True
1370,77,orchid_engine,Dax,wait for orchid-cup,step_back,respected,0.936,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1371,77,moss_ward,Tala,stand by rain gate,ask_custom_reason,neutral,0.828,0.83,0.003,resident waits for clearer intent,True,True
1372,77,glass_harbor,Nia,tap lantern rail,interrupt_protocol,warning,0.94,0.928,-0.018,resident steps between avatar and custom boundary,True,True
1373,77,cinder_garden,Pax,repeat cool-hand sign,wait_for_resident_lead,respected,0.874,0.884,0.016,"resident turns toward avatar, shoulders lower",True,True
1374,77,lichen_bridge,Rin,touch rope post,observe_before_speaking,respected,0.796,0.806,0.016,"resident turns toward avatar, shoulders lower",True,True
1375,77,orchid_engine,Eli,show palms to valve listener,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
1376,77,moss_ward,Ari,wait for warm-cup phrase,ask_translation,partially_matched,0.888,0.894,0.01,"resident listens, then corrects sequence",True,True
1377,77,glass_harbor,Oren,pause at lamp pier,repeat_local_phrase,partially_matched,0.93,0.936,0.01,"resident listens, then corrects sequence",True,True
1378,77,cinder_garden,Vale,wait at ash path,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1379,77,lichen_bridge,Sol,wait for shared-bowl offer,touch_restricted_object,warning,0.742,0.73,-0.018,resident steps between avatar and custom boundary,True,True
1380,77,orchid_engine,Bea,stand outside engine ring,step_back,respected,0.884,0.894,0.016,"resident turns toward avatar, shoulders lower",True,True
1381,77,moss_ward,Fay,show empty hands,ask_custom_reason,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1382,77,glass_harbor,Puck,accept tea-before-crossing,interrupt_protocol,warning,0.774,0.762,-0.018,resident steps between avatar and custom boundary,True,True
1383,77,cinder_garden,Wren,bow to shade cloth,wait_for_resident_lead,respected,0.65,0.66,0.016,"resident turns toward avatar, shoulders lower",True,True
1384,77,lichen_bridge,Kio,listen for signal hush,observe_before_speaking,respected,0.92,0.93,0.016,"resident turns toward avatar, shoulders lower",True,True
1385,77,orchid_engine,Cai,wait for orchid-cup,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
1386,78,glass_harbor,Nia,pause at lamp pier,touch_restricted_object,warning,0.918,0.906,-0.018,resident steps between avatar and custom boundary,True,True
1387,78,cinder_garden,Pax,wait at ash path,step_back,respected,0.886,0.896,0.016,"resident turns toward avatar, shoulders lower",True,True
1388,78,lichen_bridge,Rin,wait for shared-bowl offer,ask_custom_reason,neutral,0.816,0.818,0.003,resident waits for clearer intent,True,True
1389,78,orchid_engine,Eli,stand outside engine ring,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
1390,78,moss_ward,Ari,show empty hands,wait_for_resident_lead,respected,0.904,0.914,0.016,"resident turns toward avatar, shoulders lower",True,True
1391,78,glass_harbor,Oren,accept tea-before-crossing,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1392,78,cinder_garden,Vale,bow to shade cloth,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
1393,78,lichen_bridge,Sol,listen for signal hush,ask_translation,partially_matched,0.712,0.718,0.01,"resident listens, then corrects sequence",True,True
1394,78,orchid_engine,Bea,wait for orchid-cup,repeat_local_phrase,partially_matched,0.904,0.91,0.01,"resident listens, then corrects sequence",True,True
1395,78,moss_ward,Fay,stand by rain gate,offer_trade_good,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1396,78,glass_harbor,Puck,tap lantern rail,touch_restricted_object,warning,0.752,0.74,-0.018,resident steps between avatar and custom boundary,True,True
1397,78,cinder_garden,Wren,repeat cool-hand sign,step_back,respected,0.662,0.672,0.016,"resident turns toward avatar, shoulders lower",True,True
1398,78,lichen_bridge,Kio,touch rope post,ask_custom_reason,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1399,78,orchid_engine,Cai,show palms to valve listener,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
1400,78,moss_ward,Milo,wait for warm-cup phrase,wait_for_resident_lead,respected,0.69,0.7,0.016,"resident turns toward avatar, shoulders lower",True,True
1401,78,glass_harbor,Sera,pause at lamp pier,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1402,78,cinder_garden,Juno,wait at ash path,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
1403,78,lichen_bridge,Luma,wait for shared-bowl offer,ask_translation,partially_matched,0.888,0.894,0.01,"resident listens, then corrects sequence",True,True
1404,79,moss_ward,Ari,stand by rain gate,step_back,respected,0.916,0.926,0.016,"resident turns toward avatar, shoulders lower",True,True
1405,79,glass_harbor,Oren,tap lantern rail,ask_custom_reason,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1406,79,cinder_garden,Vale,repeat cool-hand sign,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
1407,79,lichen_bridge,Sol,touch rope post,wait_for_resident_lead,respected,0.728,0.738,0.016,"resident turns toward avatar, shoulders lower",True,True
1408,79,orchid_engine,Bea,show palms to valve listener,observe_before_speaking,respected,0.912,0.922,0.016,"resident turns toward avatar, shoulders lower",True,True
1409,79,moss_ward,Fay,wait for warm-cup phrase,offer_greeting,partially_matched,0.94,0.94,0.01,"resident listens, then corrects sequence",True,True
1410,79,glass_harbor,Puck,pause at lamp pier,ask_translation,partially_matched,0.722,0.728,0.01,"resident listens, then corrects sequence",True,True
1411,79,cinder_garden,Wren,wait at ash path,repeat_local_phrase,partially_matched,0.682,0.688,0.01,"resident listens, then corrects sequence",True,True
1412,79,lichen_bridge,Kio,wait for shared-bowl offer,offer_trade_good,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1413,79,orchid_engine,Cai,stand outside engine ring,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
1414,79,moss_ward,Milo,show empty hands,step_back,respected,0.702,0.712,0.016,"resident turns toward avatar, shoulders lower",True,True
1415,79,glass_harbor,Sera,accept tea-before-crossing,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1416,79,cinder_garden,Juno,bow to shade cloth,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
1417,79,lichen_bridge,Luma,listen for signal hush,wait_for_resident_lead,respected,0.904,0.914,0.016,"resident turns toward avatar, shoulders lower",True,True
1418,79,orchid_engine,Dax,wait for orchid-cup,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1419,79,moss_ward,Tala,stand by rain gate,offer_greeting,partially_matched,0.84,0.846,0.01,"resident listens, then corrects sequence",True,True
1420,79,glass_harbor,Nia,tap lantern rail,ask_translation,partially_matched,0.888,0.894,0.01,"resident listens, then corrects sequence",True,True
1421,79,cinder_garden,Pax,repeat cool-hand sign,repeat_local_phrase,partially_matched,0.906,0.912,0.01,"resident listens, then corrects sequence",True,True
1422,80,orchid_engine,Bea,stand outside engine ring,ask_custom_reason,neutral,0.932,0.934,0.003,resident waits for clearer intent,True,True
1423,80,moss_ward,Fay,show empty hands,interrupt_protocol,warning,0.94,0.928,-0.018,resident steps between avatar and custom boundary,True,True
1424,80,glass_harbor,Puck,accept tea-before-crossing,wait_for_resident_lead,respected,0.738,0.748,0.016,"resident turns toward avatar, shoulders lower",True,True
1425,80,cinder_garden,Wren,bow to shade cloth,observe_before_speaking,respected,0.69,0.7,0.016,"resident turns toward avatar, shoulders lower",True,True
1426,80,lichen_bridge,Kio,listen for signal hush,offer_greeting,partially_matched,0.94,0.94,0.01,"resident listens, then corrects sequence",True,True
1427,80,orchid_engine,Cai,wait for orchid-cup,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
1428,80,moss_ward,Milo,stand by rain gate,repeat_local_phrase,partially_matched,0.722,0.728,0.01,"resident listens, then corrects sequence",True,True
1429,80,glass_harbor,Sera,tap lantern rail,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1430,80,cinder_garden,Juno,repeat cool-hand sign,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
1431,80,lichen_bridge,Luma,touch rope post,step_back,respected,0.916,0.926,0.016,"resident turns toward avatar, shoulders lower",True,True
1432,80,orchid_engine,Dax,show palms to valve listener,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1433,80,moss_ward,Tala,wait for warm-cup phrase,interrupt_protocol,warning,0.848,0.836,-0.018,resident steps between avatar and custom boundary,True,True
1434,80,glass_harbor,Nia,pause at lamp pier,wait_for_resident_lead,respected,0.904,0.914,0.016,"resident turns toward avatar, shoulders lower",True,True
1435,80,cinder_garden,Pax,wait at ash path,observe_before_speaking,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
1436,80,lichen_bridge,Rin,wait for shared-bowl offer,offer_greeting,partially_matched,0.828,0.834,0.01,"resident listens, then corrects sequence",True,True
1437,80,orchid_engine,Eli,stand outside engine ring,ask_translation,partially_matched,0.916,0.922,0.01,"resident listens, then corrects sequence",True,True
1438,80,moss_ward,Ari,show empty hands,repeat_local_phrase,partially_matched,0.936,0.94,0.01,"resident listens, then corrects sequence",True,True
1439,80,glass_harbor,Oren,accept tea-before-crossing,offer_trade_good,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1440,81,lichen_bridge,Kio,touch rope post,interrupt_protocol,warning,0.94,0.928,-0.018,resident steps between avatar and custom boundary,True,True
1441,81,orchid_engine,Cai,show palms to valve listener,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
1442,81,moss_ward,Milo,wait for warm-cup phrase,observe_before_speaking,respected,0.73,0.74,0.016,"resident turns toward avatar, shoulders lower",True,True
1443,81,glass_harbor,Sera,pause at lamp pier,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
1444,81,cinder_garden,Juno,wait at ash path,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
1445,81,lichen_bridge,Luma,wait for shared-bowl offer,repeat_local_phrase,partially_matched,0.936,0.94,0.01,"resident listens, then corrects sequence",True,True
1446,81,orchid_engine,Dax,stand outside engine ring,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1447,81,moss_ward,Tala,show empty hands,touch_restricted_object,warning,0.826,0.814,-0.018,resident steps between avatar and custom boundary,True,True
1448,81,glass_harbor,Nia,accept tea-before-crossing,step_back,respected,0.916,0.926,0.016,"resident turns toward avatar, shoulders lower",True,True
1449,81,cinder_garden,Pax,bow to shade cloth,ask_custom_reason,neutral,0.934,0.936,0.003,resident waits for clearer intent,True,True
1450,81,lichen_bridge,Rin,listen for signal hush,interrupt_protocol,warning,0.836,0.824,-0.018,resident steps between avatar and custom boundary,True,True
1451,81,orchid_engine,Eli,wait for orchid-cup,wait_for_resident_lead,respected,0.932,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1452,81,moss_ward,Ari,stand by rain gate,observe_before_speaking,respected,0.94,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1453,81,glass_harbor,Oren,tap lantern rail,offer_greeting,partially_matched,0.94,0.94,0.01,"resident listens, then corrects sequence",True,True
1454,81,cinder_garden,Vale,repeat cool-hand sign,ask_translation,partially_matched,0.916,0.922,0.01,"resident listens, then corrects sequence",True,True
1455,81,lichen_bridge,Sol,touch rope post,repeat_local_phrase,partially_matched,0.74,0.746,0.01,"resident listens, then corrects sequence",True,True
1456,81,orchid_engine,Bea,show palms to valve listener,offer_trade_good,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1457,81,moss_ward,Fay,wait for warm-cup phrase,touch_restricted_object,warning,0.918,0.906,-0.018,resident steps between avatar and custom boundary,True,True
1458,82,cinder_garden,Juno,bow to shade cloth,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
1459,82,lichen_bridge,Luma,listen for signal hush,observe_before_speaking,respected,0.94,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1460,82,orchid_engine,Dax,wait for orchid-cup,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
1461,82,moss_ward,Tala,stand by rain gate,ask_translation,partially_matched,0.796,0.802,0.01,"resident listens, then corrects sequence",True,True
1462,82,glass_harbor,Nia,tap lantern rail,repeat_local_phrase,partially_matched,0.936,0.94,0.01,"resident listens, then corrects sequence",True,True
1463,82,cinder_garden,Pax,repeat cool-hand sign,offer_trade_good,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1464,82,lichen_bridge,Rin,touch rope post,touch_restricted_object,warning,0.814,0.802,-0.018,resident steps between avatar and custom boundary,True,True
1465,82,orchid_engine,Eli,show palms to valve listener,step_back,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1466,82,moss_ward,Ari,wait for warm-cup phrase,ask_custom_reason,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1467,82,glass_harbor,Oren,pause at lamp pier,interrupt_protocol,warning,0.94,0.928,-0.018,resident steps between avatar and custom boundary,True,True
1468,82,cinder_garden,Vale,wait at ash path,wait_for_resident_lead,respected,0.932,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1469,82,lichen_bridge,Sol,wait for shared-bowl offer,observe_before_speaking,respected,0.748,0.758,0.016,"resident turns toward avatar, shoulders lower",True,True
1470,82,orchid_engine,Bea,stand outside engine ring,offer_greeting,partially_matched,0.94,0.94,0.01,"resident listens, then corrects sequence",True,True
1471,82,moss_ward,Fay,show empty hands,ask_translation,partially_matched,0.888,0.894,0.01,"resident listens, then corrects sequence",True,True
1472,82,glass_harbor,Puck,accept tea-before-crossing,repeat_local_phrase,partially_matched,0.75,0.756,0.01,"resident listens, then corrects sequence",True,True
1473,82,cinder_garden,Wren,bow to shade cloth,offer_trade_good,neutral,0.71,0.712,0.003,resident waits for clearer intent,True,True
1474,82,lichen_bridge,Kio,listen for signal hush,touch_restricted_object,warning,0.918,0.906,-0.018,resident steps between avatar and custom boundary,True,True
1475,82,orchid_engine,Cai,wait for orchid-cup,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
1476,83,glass_harbor,Nia,pause at lamp pier,observe_before_speaking,respected,0.94,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1477,83,cinder_garden,Pax,wait at ash path,offer_greeting,partially_matched,0.94,0.94,0.01,"resident listens, then corrects sequence",True,True
1478,83,lichen_bridge,Rin,wait for shared-bowl offer,ask_translation,partially_matched,0.784,0.79,0.01,"resident listens, then corrects sequence",True,True
1479,83,orchid_engine,Eli,stand outside engine ring,repeat_local_phrase,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
1480,83,moss_ward,Ari,show empty hands,offer_trade_good,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1481,83,glass_harbor,Oren,accept tea-before-crossing,touch_restricted_object,warning,0.918,0.906,-0.018,resident steps between avatar and custom boundary,True,True
1482,83,cinder_garden,Vale,bow to shade cloth,step_back,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1483,83,lichen_bridge,Sol,listen for signal hush,ask_custom_reason,neutral,0.768,0.77,0.003,resident waits for clearer intent,True,True
1484,83,orchid_engine,Bea,wait for orchid-cup,interrupt_protocol,warning,0.94,0.928,-0.018,resident steps between avatar and custom boundary,True,True
1485,83,moss_ward,Fay,stand by rain gate,wait_for_resident_lead,respected,0.904,0.914,0.016,"resident turns toward avatar, shoulders lower",True,True
1486,83,glass_harbor,Puck,tap lantern rail,observe_before_speaking,respected,0.758,0.768,0.016,"resident turns toward avatar, shoulders lower",True,True
1487,83,cinder_garden,Wren,repeat cool-hand sign,offer_greeting,partially_matched,0.714,0.72,0.01,"resident listens, then corrects sequence",True,True
1488,83,lichen_bridge,Kio,touch rope post,ask_translation,partially_matched,0.888,0.894,0.01,"resident listens, then corrects sequence",True,True
1489,83,orchid_engine,Cai,show palms to valve listener,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
1490,83,moss_ward,Milo,wait for warm-cup phrase,offer_trade_good,neutral,0.75,0.752,0.003,resident waits for clearer intent,True,True
1491,83,glass_harbor,Sera,pause at lamp pier,touch_restricted_object,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
1492,83,cinder_garden,Juno,wait at ash path,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
1493,83,lichen_bridge,Luma,wait for shared-bowl offer,ask_custom_reason,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1494,84,moss_ward,Ari,stand by rain gate,offer_greeting,partially_matched,0.94,0.94,0.01,"resident listens, then corrects sequence",True,True
1495,84,glass_harbor,Oren,tap lantern rail,ask_translation,partially_matched,0.888,0.894,0.01,"resident listens, then corrects sequence",True,True
1496,84,cinder_garden,Vale,repeat cool-hand sign,repeat_local_phrase,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
1497,84,lichen_bridge,Sol,touch rope post,offer_trade_good,neutral,0.78,0.782,0.003,resident waits for clearer intent,True,True
1498,84,orchid_engine,Bea,show palms to valve listener,touch_restricted_object,warning,0.918,0.906,-0.018,resident steps between avatar and custom boundary,True,True
1499,84,moss_ward,Fay,wait for warm-cup phrase,step_back,respected,0.916,0.926,0.016,"resident turns toward avatar, shoulders lower",True,True
1500,84,glass_harbor,Puck,pause at lamp pier,ask_custom_reason,neutral,0.778,0.78,0.003,resident waits for clearer intent,True,True
1501,84,cinder_garden,Wren,wait at ash path,interrupt_protocol,warning,0.722,0.71,-0.018,resident steps between avatar and custom boundary,True,True
1502,84,lichen_bridge,Kio,wait for shared-bowl offer,wait_for_resident_lead,respected,0.904,0.914,0.016,"resident turns toward avatar, shoulders lower",True,True
1503,84,orchid_engine,Cai,stand outside engine ring,observe_before_speaking,respected,0.94,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1504,84,moss_ward,Milo,show empty hands,offer_greeting,partially_matched,0.754,0.76,0.01,"resident listens, then corrects sequence",True,True
1505,84,glass_harbor,Sera,accept tea-before-crossing,ask_translation,partially_matched,0.908,0.914,0.01,"resident listens, then corrects sequence",True,True
1506,84,cinder_garden,Juno,bow to shade cloth,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
1507,84,lichen_bridge,Luma,listen for signal hush,offer_trade_good,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
1508,84,orchid_engine,Dax,wait for orchid-cup,touch_restricted_object,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
1509,84,moss_ward,Tala,stand by rain gate,step_back,respected,0.812,0.822,0.016,"resident turns toward avatar, shoulders lower",True,True
1510,84,glass_harbor,Nia,tap lantern rail,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1511,84,cinder_garden,Pax,repeat cool-hand sign,interrupt_protocol,warning,0.94,0.928,-0.018,resident steps between avatar and custom boundary,True,True
1512,85,orchid_engine,Bea,stand outside engine ring,ask_translation,partially_matched,0.888,0.894,0.01,"resident listens, then corrects sequence",True,True
1513,85,moss_ward,Fay,show empty hands,repeat_local_phrase,partially_matched,0.936,0.94,0.01,"resident listens, then corrects sequence",True,True
1514,85,glass_harbor,Puck,accept tea-before-crossing,offer_trade_good,neutral,0.79,0.792,0.003,resident waits for clearer intent,True,True
1515,85,cinder_garden,Wren,bow to shade cloth,touch_restricted_object,warning,0.7,0.688,-0.018,resident steps between avatar and custom boundary,True,True
1516,85,lichen_bridge,Kio,listen for signal hush,step_back,respected,0.916,0.926,0.016,"resident turns toward avatar, shoulders lower",True,True
1517,85,orchid_engine,Cai,wait for orchid-cup,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1518,85,moss_ward,Milo,stand by rain gate,interrupt_protocol,warning,0.762,0.75,-0.018,resident steps between avatar and custom boundary,True,True
1519,85,glass_harbor,Sera,tap lantern rail,wait_for_resident_lead,respected,0.924,0.934,0.016,"resident turns toward avatar, shoulders lower",True,True
1520,85,cinder_garden,Juno,repeat cool-hand sign,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1521,85,lichen_bridge,Luma,touch rope post,offer_greeting,partially_matched,0.94,0.94,0.01,"resident listens, then corrects sequence",True,True
1522,85,orchid_engine,Dax,show palms to valve listener,ask_translation,partially_matched,0.908,0.914,0.01,"resident listens, then corrects sequence",True,True
1523,85,moss_ward,Tala,wait for warm-cup phrase,repeat_local_phrase,partially_matched,0.832,0.838,0.01,"resident listens, then corrects sequence",True,True
1524,85,glass_harbor,Nia,pause at lamp pier,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1525,85,cinder_garden,Pax,wait at ash path,touch_restricted_object,warning,0.918,0.906,-0.018,resident steps between avatar and custom boundary,True,True
1526,85,lichen_bridge,Rin,wait for shared-bowl offer,step_back,respected,0.8,0.81,0.016,"resident turns toward avatar, shoulders lower",True,True
1527,85,orchid_engine,Eli,stand outside engine ring,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1528,85,moss_ward,Ari,show empty hands,interrupt_protocol,warning,0.94,0.928,-0.018,resident steps between avatar and custom boundary,True,True
1529,85,glass_harbor,Oren,accept tea-before-crossing,wait_for_resident_lead,respected,0.904,0.914,0.016,"resident turns toward avatar, shoulders lower",True,True
1530,86,lichen_bridge,Kio,touch rope post,repeat_local_phrase,partially_matched,0.936,0.94,0.01,"resident listens, then corrects sequence",True,True
1531,86,orchid_engine,Cai,show palms to valve listener,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1532,86,moss_ward,Milo,wait for warm-cup phrase,touch_restricted_object,warning,0.74,0.728,-0.018,resident steps between avatar and custom boundary,True,True
1533,86,glass_harbor,Sera,pause at lamp pier,step_back,respected,0.936,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1534,86,cinder_garden,Juno,wait at ash path,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1535,86,lichen_bridge,Luma,wait for shared-bowl offer,interrupt_protocol,warning,0.94,0.928,-0.018,resident steps between avatar and custom boundary,True,True
1536,86,orchid_engine,Dax,stand outside engine ring,wait_for_resident_lead,respected,0.924,0.934,0.016,"resident turns toward avatar, shoulders lower",True,True
1537,86,moss_ward,Tala,show empty hands,observe_before_speaking,respected,0.84,0.85,0.016,"resident turns toward avatar, shoulders lower",True,True
1538,86,glass_harbor,Nia,accept tea-before-crossing,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
1539,86,cinder_garden,Pax,bow to shade cloth,ask_translation,partially_matched,0.888,0.894,0.01,"resident listens, then corrects sequence",True,True
1540,86,lichen_bridge,Rin,listen for signal hush,repeat_local_phrase,partially_matched,0.82,0.826,0.01,"resident listens, then corrects sequence",True,True
1541,86,orchid_engine,Eli,wait for orchid-cup,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1542,86,moss_ward,Ari,stand by rain gate,touch_restricted_object,warning,0.918,0.906,-0.018,resident steps between avatar and custom boundary,True,True
1543,86,glass_harbor,Oren,tap lantern rail,step_back,respected,0.916,0.926,0.016,"resident turns toward avatar, shoulders lower",True,True
1544,86,cinder_garden,Vale,repeat cool-hand sign,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1545,86,lichen_bridge,Sol,touch rope post,interrupt_protocol,warning,0.784,0.772,-0.018,resident steps between avatar and custom boundary,True,True
1546,86,orchid_engine,Bea,show palms to valve listener,wait_for_resident_lead,respected,0.904,0.914,0.016,"resident turns toward avatar, shoulders lower",True,True
1547,86,moss_ward,Fay,wait for warm-cup phrase,observe_before_speaking,respected,0.94,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1548,87,cinder_garden,Juno,bow to shade cloth,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
1549,87,lichen_bridge,Luma,listen for signal hush,touch_restricted_object,warning,0.918,0.906,-0.018,resident steps between avatar and custom boundary,True,True
1550,87,orchid_engine,Dax,wait for orchid-cup,step_back,respected,0.936,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
1551,87,moss_ward,Tala,stand by rain gate,ask_custom_reason,neutral,0.86,0.862,0.003,resident waits for clearer intent,True,True
1552,87,glass_harbor,Nia,tap lantern rail,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
1553,87,cinder_garden,Pax,repeat cool-hand sign,wait_for_resident_lead,respected,0.904,0.914,0.016,"resident turns toward avatar, shoulders lower",True,True
1554,87,lichen_bridge,Rin,touch rope post,observe_before_speaking,respected,0.828,0.838,0.016,"resident turns toward avatar, shoulders lower",True,True
1555,87,orchid_engine,Eli,show palms to valve listener,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
1556,87,moss_ward,Ari,wait for warm-cup phrase,ask_translation,partially_matched,0.888,0.894,0.01,"resident listens, then corrects sequence",True,True
1557,87,glass_harbor,Oren,pause at lamp pier,repeat_local_phrase,partially_matched,0.936,0.94,0.01,"resident listens, then corrects sequence",True,True
