tick_id,agent_id,trace_event,payload_hash,public_selector,expected_public_signal,observed_public_signal,private_fields_redacted,replay_exportable,deterministic_order
0,Ari,public_ego_expression,v36-125837,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.51,Ari: turns away with object shielded; consent=no; respect=0.51,True,True,1
545,Milo,public_ego_expression,v36-242628,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.13,Milo: turns away with object shielded; consent=no; respect=0.13,True,True,312
547,Juno,public_ego_expression,v36-271212,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.45,Juno: elbows tucked around the wire; consent=no; respect=0.45,True,True,313
549,Fay,public_ego_expression,v36-122044,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.10,Fay: turns away with object shielded; consent=no; respect=0.10,True,True,314
551,Milo,public_ego_expression,v36-242129,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.06,Milo: turns away with object shielded; consent=no; respect=0.06,True,True,315
552,Ivo,public_ego_expression,v36-133060,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,True,True,316
554,Ari,public_ego_expression,v36-918439,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.96,Ari: softens and faces avatar; consent=yes; respect=0.96,True,True,317
556,Nia,public_ego_expression,v36-217277,#ego-Nia,Nia: chin lifted toward the spool; consent=no; respect=0.96,Nia: chin lifted toward the spool; consent=no; respect=0.96,True,True,318
559,Juno,public_ego_expression,v36-303386,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.48,Juno: elbows tucked around the wire; consent=yes_later; respect=0.48,True,True,319
561,Fay,public_ego_expression,v36-191955,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.13,Fay: hands open near the ledger; consent=yes_later; respect=0.13,True,True,320
562,Nia,public_ego_expression,v36-248285,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,321
563,Milo,public_ego_expression,v36-180646,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.04,Milo: turns away with object shielded; consent=no; respect=0.04,True,True,322
564,Ivo,public_ego_expression,v36-187846,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,True,True,323
566,Ari,public_ego_expression,v36-014494,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.96,Ari: softens and faces avatar; consent=yes; respect=0.96,True,True,324
567,Fay,public_ego_expression,v36-099231,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.14,Fay: hands open near the ledger; consent=yes_later; respect=0.14,True,True,325
568,Nia,public_ego_expression,v36-217124,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.90,Nia: turns away with object shielded; consent=no; respect=0.90,True,True,326
571,Juno,public_ego_expression,v36-244334,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.42,Juno: turns away with object shielded; consent=no; respect=0.42,True,True,327
573,Fay,public_ego_expression,v36-160909,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.18,Fay: hands open near the ledger; consent=no; respect=0.18,True,True,328
575,Milo,public_ego_expression,v36-365714,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.08,Milo: lantern held between body and road; consent=no; respect=0.08,True,True,329
576,Ivo,public_ego_expression,v36-251322,#ego-Ivo,Ivo: one palm over the satchel cord; consent=no; respect=0.96,Ivo: one palm over the satchel cord; consent=no; respect=0.96,True,True,330
578,Ari,public_ego_expression,v36-217705,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,True,True,331
580,Nia,public_ego_expression,v36-154412,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.83,Nia: turns away with object shielded; consent=no; respect=0.83,True,True,332
583,Juno,public_ego_expression,v36-182851,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.35,Juno: turns away with object shielded; consent=no; respect=0.35,True,True,333
584,Ari,public_ego_expression,v36-369107,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,True,True,334
585,Fay,public_ego_expression,v36-192949,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.21,Fay: hands open near the ledger; consent=yes_later; respect=0.21,True,True,335
587,Milo,public_ego_expression,v36-399193,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.11,Milo: lantern held between body and road; consent=yes_later; respect=0.11,True,True,336
588,Juno,public_ego_expression,v36-183681,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.29,Juno: turns away with object shielded; consent=no; respect=0.29,True,True,337
590,Fay,public_ego_expression,v36-160741,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.25,Fay: hands open near the ledger; consent=no; respect=0.25,True,True,338
592,Milo,public_ego_expression,v36-398528,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.15,Milo: lantern held between body and road; consent=yes_later; respect=0.15,True,True,339
595,Ari,public_ego_expression,v36-369438,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,True,True,340
597,Nia,public_ego_expression,v36-155739,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.77,Nia: turns away with object shielded; consent=no; respect=0.77,True,True,341
599,Ivo,public_ego_expression,v36-159830,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.90,Ivo: turns away with object shielded; consent=no; respect=0.90,True,True,342
600,Juno,public_ego_expression,v36-146436,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.22,Juno: turns away with object shielded; consent=no; respect=0.22,True,True,343
602,Fay,public_ego_expression,v36-216694,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.18,Fay: turns away with object shielded; consent=no; respect=0.18,True,True,344
604,Milo,public_ego_expression,v36-364557,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.18,Milo: lantern held between body and road; consent=no; respect=0.18,True,True,345
606,Juno,public_ego_expression,v36-270550,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.26,Juno: elbows tucked around the wire; consent=no; respect=0.26,True,True,346
607,Ari,public_ego_expression,v36-336327,#ego-Ari,Ari: shoulders angled toward the ridge; consent=no; respect=0.96,Ari: shoulders angled toward the ridge; consent=no; respect=0.96,True,True,347
609,Nia,public_ego_expression,v36-217114,#ego-Nia,Nia: chin lifted toward the spool; consent=no; respect=0.80,Nia: chin lifted toward the spool; consent=no; respect=0.80,True,True,348
611,Ivo,public_ego_expression,v36-132398,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.91,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.91,True,True,349
612,Juno,public_ego_expression,v36-301728,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.29,Juno: elbows tucked around the wire; consent=yes_later; respect=0.29,True,True,350
614,Fay,public_ego_expression,v36-155477,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.12,Fay: turns away with object shielded; consent=no; respect=0.12,True,True,351
616,Milo,public_ego_expression,v36-398036,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.22,Milo: lantern held between body and road; consent=yes_later; respect=0.22,True,True,352
617,Ivo,public_ego_expression,v36-158342,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.84,Ivo: turns away with object shielded; consent=no; respect=0.84,True,True,353
619,Ari,public_ego_expression,v36-368946,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,True,True,354
621,Nia,public_ego_expression,v36-247623,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.84,Nia: chin lifted toward the spool; consent=yes_later; respect=0.84,True,True,355
623,Ivo,public_ego_expression,v36-993702,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.90,Ivo: softens and faces avatar; consent=yes; respect=0.90,True,True,356
624,Juno,public_ego_expression,v36-270548,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.33,Juno: elbows tucked around the wire; consent=no; respect=0.33,True,True,357
626,Fay,public_ego_expression,v36-121380,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.05,Fay: turns away with object shielded; consent=no; respect=0.05,True,True,358
628,Milo,public_ego_expression,v36-242960,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.15,Milo: turns away with object shielded; consent=no; respect=0.15,True,True,359
631,Ari,public_ego_expression,v36-216332,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.90,Ari: turns away with object shielded; consent=no; respect=0.90,True,True,360
633,Nia,public_ego_expression,v36-215963,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.77,Nia: turns away with object shielded; consent=no; respect=0.77,True,True,361
634,Milo,public_ego_expression,v36-245455,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.16,Milo: lantern held between body and road; consent=yes_later; respect=0.16,True,True,362
635,Ivo,public_ego_expression,v36-919730,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,363
636,Juno,public_ego_expression,v36-302722,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.36,Juno: elbows tucked around the wire; consent=yes_later; respect=0.36,True,True,364
638,Fay,public_ego_expression,v36-192786,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.09,Fay: hands open near the ledger; consent=yes_later; respect=0.09,True,True,365
639,Nia,public_ego_expression,v36-249116,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.81,Nia: chin lifted toward the spool; consent=yes_later; respect=0.81,True,True,366
640,Milo,public_ego_expression,v36-179982,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.10,Milo: turns away with object shielded; consent=no; respect=0.10,True,True,367
643,Ari,public_ego_expression,v36-155115,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.83,Ari: turns away with object shielded; consent=no; respect=0.83,True,True,368
645,Nia,public_ego_expression,v36-154746,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.74,Nia: turns away with object shielded; consent=no; respect=0.74,True,True,369
647,Ivo,public_ego_expression,v36-921994,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,370
648,Juno,public_ego_expression,v36-245165,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.30,Juno: turns away with object shielded; consent=no; respect=0.30,True,True,371
650,Fay,public_ego_expression,v36-160245,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.12,Fay: hands open near the ledger; consent=no; respect=0.12,True,True,372
652,Milo,public_ego_expression,v36-365050,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.13,Milo: lantern held between body and road; consent=no; respect=0.13,True,True,373
655,Ari,public_ego_expression,v36-336820,#ego-Ari,Ari: shoulders angled toward the ridge; consent=no; respect=0.87,Ari: shoulders angled toward the ridge; consent=no; respect=0.87,True,True,374
656,Fay,public_ego_expression,v36-218183,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.06,Fay: turns away with object shielded; consent=no; respect=0.06,True,True,375
657,Nia,public_ego_expression,v36-100333,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.75,Nia: chin lifted toward the spool; consent=yes_later; respect=0.75,True,True,376
659,Ivo,public_ego_expression,v36-018049,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,377
660,Juno,public_ego_expression,v36-182187,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.23,Juno: turns away with object shielded; consent=no; respect=0.23,True,True,378
661,Ari,public_ego_expression,v36-368443,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.90,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.90,True,True,379
662,Fay,public_ego_expression,v36-192285,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.09,Fay: hands open near the ledger; consent=yes_later; respect=0.09,True,True,380
664,Milo,public_ego_expression,v36-398529,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.17,Milo: lantern held between body and road; consent=yes_later; respect=0.17,True,True,381
667,Ari,public_ego_expression,v36-369439,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.94,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.94,True,True,382
669,Nia,public_ego_expression,v36-991599,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.81,Nia: softens and faces avatar; consent=yes; respect=0.81,True,True,383
671,Ivo,public_ego_expression,v36-133388,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,True,True,384
672,Juno,public_ego_expression,v36-271041,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.27,Juno: elbows tucked around the wire; consent=no; respect=0.27,True,True,385
674,Fay,public_ego_expression,v36-218181,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.04,Fay: turns away with object shielded; consent=no; respect=0.04,True,True,386
676,Milo,public_ego_expression,v36-243453,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.10,Milo: turns away with object shielded; consent=no; respect=0.10,True,True,387
679,Ari,public_ego_expression,v36-218320,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.87,Ari: turns away with object shielded; consent=no; respect=0.87,True,True,388
681,Nia,public_ego_expression,v36-916132,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.87,Nia: softens and faces avatar; consent=yes; respect=0.87,True,True,389
683,Ivo,public_ego_expression,v36-188174,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,True,True,390
684,Juno,public_ego_expression,v36-303215,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.30,Juno: elbows tucked around the wire; consent=yes_later; respect=0.30,True,True,391
686,Fay,public_ego_expression,v36-156964,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.04,Fay: turns away with object shielded; consent=no; respect=0.04,True,True,392
688,Milo,public_ego_expression,v36-181970,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.04,Milo: turns away with object shielded; consent=no; respect=0.04,True,True,393
690,Juno,public_ego_expression,v36-944749,#ego-Juno,Juno: softens and faces avatar; consent=yes; respect=0.36,Juno: softens and faces avatar; consent=yes; respect=0.36,True,True,394
691,Ari,public_ego_expression,v36-155608,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.81,Ari: turns away with object shielded; consent=no; respect=0.81,True,True,395
693,Nia,public_ego_expression,v36-918396,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.93,Nia: softens and faces avatar; consent=yes; respect=0.93,True,True,396
695,Ivo,public_ego_expression,v36-251650,#ego-Ivo,Ivo: one palm over the satchel cord; consent=no; respect=0.96,Ivo: one palm over the satchel cord; consent=no; respect=0.96,True,True,397
696,Juno,public_ego_expression,v36-245658,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.30,Juno: turns away with object shielded; consent=no; respect=0.30,True,True,398
698,Fay,public_ego_expression,v36-162233,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.08,Fay: hands open near the ledger; consent=no; respect=0.08,True,True,399
700,Milo,public_ego_expression,v36-244460,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.05,Milo: lantern held between body and road; consent=yes_later; respect=0.05,True,True,400
701,Ivo,public_ego_expression,v36-918735,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,401
703,Ari,public_ego_expression,v36-216048,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.82,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.82,True,True,402
705,Nia,public_ego_expression,v36-012965,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,403
707,Ivo,public_ego_expression,v36-220055,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.90,Ivo: turns away with object shielded; consent=no; respect=0.90,True,True,404
708,Ari,public_ego_expression,v36-217163,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.75,Ari: turns away with object shielded; consent=no; respect=0.75,True,True,405
710,Nia,public_ego_expression,v36-215299,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.90,Nia: turns away with object shielded; consent=no; respect=0.90,True,True,406
711,Milo,public_ego_expression,v36-244791,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.06,Milo: lantern held between body and road; consent=yes_later; respect=0.06,True,True,407
712,Ivo,public_ego_expression,v36-919066,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,408
715,Fay,public_ego_expression,v36-917197,#ego-Fay,Fay: softens and faces avatar; consent=yes; respect=0.14,Fay: softens and faces avatar; consent=yes; respect=0.14,True,True,409
717,Milo,public_ego_expression,v36-301121,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.08,Milo: lantern held between body and road; consent=yes_later; respect=0.08,True,True,410
719,Juno,public_ego_expression,v36-148259,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.23,Juno: turns away with object shielded; consent=no; respect=0.23,True,True,411
720,Ari,public_ego_expression,v36-154451,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.69,Ari: turns away with object shielded; consent=no; respect=0.69,True,True,412
722,Nia,public_ego_expression,v36-154082,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.83,Nia: turns away with object shielded; consent=no; respect=0.83,True,True,413
724,Ivo,public_ego_expression,v36-921330,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,414
727,Fay,public_ego_expression,v36-919461,#ego-Fay,Fay: softens and faces avatar; consent=yes; respect=0.20,Fay: softens and faces avatar; consent=yes; respect=0.20,True,True,415
728,Nia,public_ego_expression,v36-100168,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.84,Nia: chin lifted toward the spool; consent=yes_later; respect=0.84,True,True,416
729,Milo,public_ego_expression,v36-365881,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.11,Milo: lantern held between body and road; consent=no; respect=0.11,True,True,417
731,Juno,public_ego_expression,v36-302056,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.27,Juno: elbows tucked around the wire; consent=yes_later; respect=0.27,True,True,418
732,Ari,public_ego_expression,v36-336156,#ego-Ari,Ari: shoulders angled toward the ridge; consent=no; respect=0.72,Ari: shoulders angled toward the ridge; consent=no; respect=0.72,True,True,419
733,Fay,public_ego_expression,v36-217519,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.13,Fay: turns away with object shielded; consent=no; respect=0.13,True,True,420
734,Nia,public_ego_expression,v36-099669,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.85,Nia: chin lifted toward the spool; consent=yes_later; respect=0.85,True,True,421
736,Ivo,public_ego_expression,v36-017385,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,422
739,Fay,public_ego_expression,v36-015516,#ego-Fay,Fay: softens and faces avatar; consent=yes; respect=0.19,Fay: softens and faces avatar; consent=yes; respect=0.19,True,True,423
741,Milo,public_ego_expression,v36-242292,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.05,Milo: turns away with object shielded; consent=no; respect=0.05,True,True,424
743,Juno,public_ego_expression,v36-270876,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.30,Juno: elbows tucked around the wire; consent=no; respect=0.30,True,True,425
744,Ari,public_ego_expression,v36-368775,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.76,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.76,True,True,426
746,Nia,public_ego_expression,v36-990935,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.91,Nia: softens and faces avatar; consent=yes; respect=0.91,True,True,427
748,Ivo,public_ego_expression,v36-134219,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,True,True,428
750,Ari,public_ego_expression,v36-918103,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.82,Ari: softens and faces avatar; consent=yes; respect=0.82,True,True,429
751,Fay,public_ego_expression,v36-044867,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.20,Fay: hands open near the ledger; consent=yes_later; respect=0.20,True,True,430
753,Milo,public_ego_expression,v36-180809,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.04,Milo: turns away with object shielded; consent=no; respect=0.04,True,True,431
755,Juno,public_ego_expression,v36-303050,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.34,Juno: elbows tucked around the wire; consent=yes_later; respect=0.34,True,True,432
756,Ari,public_ego_expression,v36-217656,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.75,Ari: turns away with object shielded; consent=no; respect=0.75,True,True,433
758,Nia,public_ego_expression,v36-916963,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,434
760,Ivo,public_ego_expression,v36-187510,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,True,True,435
763,Fay,public_ego_expression,v36-098895,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.21,Fay: hands open near the ledger; consent=yes_later; respect=0.21,True,True,436
765,Milo,public_ego_expression,v36-146545,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.04,Milo: turns away with object shielded; consent=no; respect=0.04,True,True,437
767,Juno,public_ego_expression,v36-245493,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.27,Juno: turns away with object shielded; consent=no; respect=0.27,True,True,438
768,Ari,public_ego_expression,v36-156439,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.69,Ari: turns away with object shielded; consent=no; respect=0.69,True,True,439
770,Nia,public_ego_expression,v36-917732,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,440
772,Ivo,public_ego_expression,v36-250986,#ego-Ivo,Ivo: one palm over the satchel cord; consent=no; respect=0.96,Ivo: one palm over the satchel cord; consent=no; respect=0.96,True,True,441
773,Juno,public_ego_expression,v36-183014,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.21,Juno: turns away with object shielded; consent=no; respect=0.21,True,True,442
775,Fay,public_ego_expression,v36-161569,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.25,Fay: hands open near the ledger; consent=no; respect=0.25,True,True,443
777,Milo,public_ego_expression,v36-399356,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.08,Milo: lantern held between body and road; consent=yes_later; respect=0.08,True,True,444
779,Juno,public_ego_expression,v36-184010,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.14,Juno: turns away with object shielded; consent=no; respect=0.14,True,True,445
780,Ari,public_ego_expression,v36-216870,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.70,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.70,True,True,446
782,Nia,public_ego_expression,v36-013787,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,447
784,Ivo,public_ego_expression,v36-220877,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.90,Ivo: turns away with object shielded; consent=no; respect=0.90,True,True,448
787,Fay,public_ego_expression,v36-219008,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.18,Fay: turns away with object shielded; consent=no; respect=0.18,True,True,449
789,Milo,public_ego_expression,v36-366871,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.11,Milo: lantern held between body and road; consent=no; respect=0.11,True,True,450
790,Ivo,public_ego_expression,v36-220378,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.83,Ivo: turns away with object shielded; consent=no; respect=0.83,True,True,451
791,Juno,public_ego_expression,v36-271369,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.18,Juno: elbows tucked around the wire; consent=no; respect=0.18,True,True,452
792,Ari,public_ego_expression,v36-991797,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.76,Ari: softens and faces avatar; consent=yes; respect=0.76,True,True,453
794,Nia,public_ego_expression,v36-100659,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,454
795,Milo,public_ego_expression,v36-366372,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.15,Milo: lantern held between body and road; consent=no; respect=0.15,True,True,455
796,Ivo,public_ego_expression,v36-159660,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.77,Ivo: turns away with object shielded; consent=no; respect=0.77,True,True,456
799,Fay,public_ego_expression,v36-157791,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.12,Fay: turns away with object shielded; consent=no; respect=0.12,True,True,457
801,Milo,public_ego_expression,v36-397369,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.18,Milo: lantern held between body and road; consent=yes_later; respect=0.18,True,True,458
803,Juno,public_ego_expression,v36-302057,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.21,Juno: elbows tucked around the wire; consent=yes_later; respect=0.21,True,True,459
804,Ari,public_ego_expression,v36-916339,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.82,Ari: softens and faces avatar; consent=yes; respect=0.82,True,True,460
806,Nia,public_ego_expression,v36-153711,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,461
808,Ivo,public_ego_expression,v36-124077,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.70,Ivo: turns away with object shielded; consent=no; respect=0.70,True,True,462
811,Fay,public_ego_expression,v36-120713,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.05,Fay: turns away with object shielded; consent=no; respect=0.05,True,True,463
812,Nia,public_ego_expression,v36-216445,#ego-Nia,Nia: chin lifted toward the spool; consent=no; respect=0.96,Nia: chin lifted toward the spool; consent=no; respect=0.96,True,True,464
813,Milo,public_ego_expression,v36-242293,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.12,Milo: turns away with object shielded; consent=no; respect=0.12,True,True,465
815,Juno,public_ego_expression,v36-244500,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.15,Juno: turns away with object shielded; consent=no; respect=0.15,True,True,466
816,Ari,public_ego_expression,v36-918603,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.88,Ari: softens and faces avatar; consent=yes; respect=0.88,True,True,467
