generation,year,settlement_id,memory_key,event_summary,remembered_by,trust_norm,ownership_norm,consent_norm,storage_medium,survives_to_avatar_entry
56,1680,repair_ring,memory:repair_ring:056,Generation 56 preserved safe repair space through boundary asking using memory looms.,repair kinship of repair_ring,0.7282,0.784,0.6742,bronze ledger / spoken ritual,True
57,1710,riverbend,memory:riverbend:057,Generation 57 preserved dry crossing through avatar waiting myth using memory looms.,route council of riverbend,0.7332,0.688,0.68062,cedar ledger / spoken ritual,True
57,1710,roofward,memory:roofward:057,Generation 57 preserved herb preservation through founding vow using memory looms.,memory house of roofward,0.7332,0.708,0.6835,glass ledger / spoken ritual,True
57,1710,archive,memory:archive:057,Generation 57 preserved signal memory through seasonal repair using memory looms.,repair kinship of archive,0.7332,0.728,0.68062,inkstone ledger / spoken ritual,True
57,1710,signal,memory:signal:057,Generation 57 preserved path visibility through object blessing using memory looms.,route council of signal,0.7332,0.748,0.6835,copper ledger / spoken ritual,True
57,1710,orchard,memory:orchard:057,Generation 57 preserved dry seed continuity through boundary asking using memory looms.,memory house of orchard,0.7332,0.768,0.68062,clay ledger / spoken ritual,True
57,1710,repair_ring,memory:repair_ring:057,Generation 57 preserved safe repair space through grief return using memory looms.,repair kinship of repair_ring,0.7332,0.788,0.6835,bronze ledger / spoken ritual,True
58,1740,riverbend,memory:riverbend:058,Generation 58 preserved dry crossing through founding vow using memory looms.,route council of riverbend,0.7382,0.692,0.68416,cedar ledger / spoken ritual,True
58,1740,roofward,memory:roofward:058,Generation 58 preserved herb preservation through seasonal repair using memory looms.,memory house of roofward,0.7382,0.712,0.68704,glass ledger / spoken ritual,True
58,1740,archive,memory:archive:058,Generation 58 preserved signal memory through object blessing using memory looms.,repair kinship of archive,0.7382,0.732,0.68416,inkstone ledger / spoken ritual,True
58,1740,signal,memory:signal:058,Generation 58 preserved path visibility through boundary asking using memory looms.,route council of signal,0.7382,0.752,0.68704,copper ledger / spoken ritual,True
58,1740,orchard,memory:orchard:058,Generation 58 preserved dry seed continuity through grief return using memory looms.,memory house of orchard,0.7382,0.772,0.68416,clay ledger / spoken ritual,True
58,1740,repair_ring,memory:repair_ring:058,Generation 58 preserved safe repair space through child naming using memory looms.,repair kinship of repair_ring,0.7382,0.792,0.68704,bronze ledger / spoken ritual,True
59,1770,riverbend,memory:riverbend:059,Generation 59 preserved dry crossing through seasonal repair using memory looms.,route council of riverbend,0.7432,0.696,0.6877,cedar ledger / spoken ritual,True
59,1770,roofward,memory:roofward:059,Generation 59 preserved herb preservation through object blessing using memory looms.,memory house of roofward,0.7432,0.716,0.69058,glass ledger / spoken ritual,True
59,1770,archive,memory:archive:059,Generation 59 preserved signal memory through boundary asking using memory looms.,repair kinship of archive,0.7432,0.736,0.6877,inkstone ledger / spoken ritual,True
59,1770,signal,memory:signal:059,Generation 59 preserved path visibility through grief return using memory looms.,route council of signal,0.7432,0.756,0.69058,copper ledger / spoken ritual,True
59,1770,orchard,memory:orchard:059,Generation 59 preserved dry seed continuity through child naming using memory looms.,memory house of orchard,0.7432,0.776,0.6877,clay ledger / spoken ritual,True
59,1770,repair_ring,memory:repair_ring:059,Generation 59 preserved safe repair space through trade witness using memory looms.,repair kinship of repair_ring,0.7432,0.796,0.69058,bronze ledger / spoken ritual,True
60,1800,riverbend,memory:riverbend:060,Generation 60 preserved dry crossing through object blessing using memory looms.,route council of riverbend,0.7482,0.7,0.697,cedar ledger / spoken ritual,True
60,1800,roofward,memory:roofward:060,Generation 60 preserved herb preservation through boundary asking using memory looms.,memory house of roofward,0.7482,0.72,0.69412,glass ledger / spoken ritual,True
60,1800,archive,memory:archive:060,Generation 60 preserved signal memory through grief return using memory looms.,repair kinship of archive,0.7482,0.74,0.697,inkstone ledger / spoken ritual,True
60,1800,signal,memory:signal:060,Generation 60 preserved path visibility through child naming using memory looms.,route council of signal,0.7482,0.76,0.69412,copper ledger / spoken ritual,True
60,1800,orchard,memory:orchard:060,Generation 60 preserved dry seed continuity through trade witness using memory looms.,memory house of orchard,0.7482,0.78,0.697,clay ledger / spoken ritual,True
60,1800,repair_ring,memory:repair_ring:060,Generation 60 preserved safe repair space through avatar waiting myth using memory looms.,repair kinship of repair_ring,0.7482,0.8,0.69412,bronze ledger / spoken ritual,True
61,1830,riverbend,memory:riverbend:061,Generation 61 preserved dry crossing through grief return using route engines.,route council of riverbend,0.7532,0.704,0.70054,cedar ledger / spoken ritual,True
61,1830,roofward,memory:roofward:061,Generation 61 preserved herb preservation through child naming using route engines.,memory house of roofward,0.7532,0.724,0.69766,glass ledger / spoken ritual,True
61,1830,archive,memory:archive:061,Generation 61 preserved signal memory through trade witness using route engines.,repair kinship of archive,0.7532,0.744,0.70054,inkstone ledger / spoken ritual,True
61,1830,signal,memory:signal:061,Generation 61 preserved path visibility through avatar waiting myth using route engines.,route council of signal,0.7532,0.764,0.69766,copper ledger / spoken ritual,True
61,1830,orchard,memory:orchard:061,Generation 61 preserved dry seed continuity through founding vow using route engines.,memory house of orchard,0.7532,0.784,0.70054,clay ledger / spoken ritual,True
61,1830,repair_ring,memory:repair_ring:061,Generation 61 preserved safe repair space through seasonal repair using route engines.,repair kinship of repair_ring,0.7532,0.804,0.69766,bronze ledger / spoken ritual,True
62,1860,riverbend,memory:riverbend:062,Generation 62 preserved dry crossing through child naming using route engines.,route council of riverbend,0.7582,0.708,0.70408,cedar ledger / spoken ritual,True
62,1860,roofward,memory:roofward:062,Generation 62 preserved herb preservation through trade witness using route engines.,memory house of roofward,0.7582,0.728,0.7012,glass ledger / spoken ritual,True
62,1860,archive,memory:archive:062,Generation 62 preserved signal memory through avatar waiting myth using route engines.,repair kinship of archive,0.7582,0.748,0.70408,inkstone ledger / spoken ritual,True
62,1860,signal,memory:signal:062,Generation 62 preserved path visibility through founding vow using route engines.,route council of signal,0.7582,0.768,0.7012,copper ledger / spoken ritual,True
62,1860,orchard,memory:orchard:062,Generation 62 preserved dry seed continuity through seasonal repair using route engines.,memory house of orchard,0.7582,0.788,0.70408,clay ledger / spoken ritual,True
62,1860,repair_ring,memory:repair_ring:062,Generation 62 preserved safe repair space through object blessing using route engines.,repair kinship of repair_ring,0.7582,0.808,0.7012,bronze ledger / spoken ritual,True
63,1890,riverbend,memory:riverbend:063,Generation 63 preserved dry crossing through trade witness using route engines.,route council of riverbend,0.7632,0.712,0.70762,cedar ledger / spoken ritual,True
63,1890,roofward,memory:roofward:063,Generation 63 preserved herb preservation through avatar waiting myth using route engines.,memory house of roofward,0.7632,0.732,0.7105,glass ledger / spoken ritual,True
63,1890,archive,memory:archive:063,Generation 63 preserved signal memory through founding vow using route engines.,repair kinship of archive,0.7632,0.752,0.70762,inkstone ledger / spoken ritual,True
63,1890,signal,memory:signal:063,Generation 63 preserved path visibility through seasonal repair using route engines.,route council of signal,0.7632,0.772,0.7105,copper ledger / spoken ritual,True
63,1890,orchard,memory:orchard:063,Generation 63 preserved dry seed continuity through object blessing using route engines.,memory house of orchard,0.7632,0.792,0.70762,clay ledger / spoken ritual,True
63,1890,repair_ring,memory:repair_ring:063,Generation 63 preserved safe repair space through boundary asking using route engines.,repair kinship of repair_ring,0.7632,0.812,0.7105,bronze ledger / spoken ritual,True
64,1920,riverbend,memory:riverbend:064,Generation 64 preserved dry crossing through avatar waiting myth using route engines.,route council of riverbend,0.7682,0.716,0.71116,cedar ledger / spoken ritual,True
64,1920,roofward,memory:roofward:064,Generation 64 preserved herb preservation through founding vow using route engines.,memory house of roofward,0.7682,0.736,0.71404,glass ledger / spoken ritual,True
64,1920,archive,memory:archive:064,Generation 64 preserved signal memory through seasonal repair using route engines.,repair kinship of archive,0.7682,0.756,0.71116,inkstone ledger / spoken ritual,True
64,1920,signal,memory:signal:064,Generation 64 preserved path visibility through object blessing using route engines.,route council of signal,0.7682,0.776,0.71404,copper ledger / spoken ritual,True
64,1920,orchard,memory:orchard:064,Generation 64 preserved dry seed continuity through boundary asking using route engines.,memory house of orchard,0.7682,0.796,0.71116,clay ledger / spoken ritual,True
64,1920,repair_ring,memory:repair_ring:064,Generation 64 preserved safe repair space through grief return using route engines.,repair kinship of repair_ring,0.7682,0.816,0.71404,bronze ledger / spoken ritual,True
65,1950,riverbend,memory:riverbend:065,Generation 65 preserved dry crossing through founding vow using route engines.,route council of riverbend,0.7732,0.72,0.7147,cedar ledger / spoken ritual,True
65,1950,roofward,memory:roofward:065,Generation 65 preserved herb preservation through seasonal repair using route engines.,memory house of roofward,0.7732,0.74,0.71758,glass ledger / spoken ritual,True
65,1950,archive,memory:archive:065,Generation 65 preserved signal memory through object blessing using route engines.,repair kinship of archive,0.7732,0.76,0.7147,inkstone ledger / spoken ritual,True
65,1950,signal,memory:signal:065,Generation 65 preserved path visibility through boundary asking using route engines.,route council of signal,0.7732,0.78,0.71758,copper ledger / spoken ritual,True
65,1950,orchard,memory:orchard:065,Generation 65 preserved dry seed continuity through grief return using route engines.,memory house of orchard,0.7732,0.8,0.7147,clay ledger / spoken ritual,True
65,1950,repair_ring,memory:repair_ring:065,Generation 65 preserved safe repair space through child naming using route engines.,repair kinship of repair_ring,0.7732,0.82,0.71758,bronze ledger / spoken ritual,True
66,1980,riverbend,memory:riverbend:066,Generation 66 preserved dry crossing through seasonal repair using route engines.,route council of riverbend,0.7782,0.724,0.724,cedar ledger / spoken ritual,True
66,1980,roofward,memory:roofward:066,Generation 66 preserved herb preservation through object blessing using route engines.,memory house of roofward,0.7782,0.744,0.72112,glass ledger / spoken ritual,True
66,1980,archive,memory:archive:066,Generation 66 preserved signal memory through boundary asking using route engines.,repair kinship of archive,0.7782,0.764,0.724,inkstone ledger / spoken ritual,True
66,1980,signal,memory:signal:066,Generation 66 preserved path visibility through grief return using route engines.,route council of signal,0.7782,0.784,0.72112,copper ledger / spoken ritual,True
66,1980,orchard,memory:orchard:066,Generation 66 preserved dry seed continuity through child naming using route engines.,memory house of orchard,0.7782,0.804,0.724,clay ledger / spoken ritual,True
66,1980,repair_ring,memory:repair_ring:066,Generation 66 preserved safe repair space through trade witness using route engines.,repair kinship of repair_ring,0.7782,0.824,0.72112,bronze ledger / spoken ritual,True
67,2010,riverbend,memory:riverbend:067,Generation 67 preserved dry crossing through object blessing using route engines.,route council of riverbend,0.7832,0.728,0.72754,cedar ledger / spoken ritual,True
67,2010,roofward,memory:roofward:067,Generation 67 preserved herb preservation through boundary asking using route engines.,memory house of roofward,0.7832,0.748,0.72466,glass ledger / spoken ritual,True
67,2010,archive,memory:archive:067,Generation 67 preserved signal memory through grief return using route engines.,repair kinship of archive,0.7832,0.768,0.72754,inkstone ledger / spoken ritual,True
67,2010,signal,memory:signal:067,Generation 67 preserved path visibility through child naming using route engines.,route council of signal,0.7832,0.788,0.72466,copper ledger / spoken ritual,True
67,2010,orchard,memory:orchard:067,Generation 67 preserved dry seed continuity through trade witness using route engines.,memory house of orchard,0.7832,0.808,0.72754,clay ledger / spoken ritual,True
67,2010,repair_ring,memory:repair_ring:067,Generation 67 preserved safe repair space through avatar waiting myth using route engines.,repair kinship of repair_ring,0.7832,0.828,0.72466,bronze ledger / spoken ritual,True
68,2040,riverbend,memory:riverbend:068,Generation 68 preserved dry crossing through boundary asking using route engines.,route council of riverbend,0.7882,0.732,0.73108,cedar ledger / spoken ritual,True
68,2040,roofward,memory:roofward:068,Generation 68 preserved herb preservation through grief return using route engines.,memory house of roofward,0.7882,0.752,0.7282,glass ledger / spoken ritual,True
68,2040,archive,memory:archive:068,Generation 68 preserved signal memory through child naming using route engines.,repair kinship of archive,0.7882,0.772,0.73108,inkstone ledger / spoken ritual,True
68,2040,signal,memory:signal:068,Generation 68 preserved path visibility through trade witness using route engines.,route council of signal,0.7882,0.792,0.7282,copper ledger / spoken ritual,True
68,2040,orchard,memory:orchard:068,Generation 68 preserved dry seed continuity through avatar waiting myth using route engines.,memory house of orchard,0.7882,0.812,0.73108,clay ledger / spoken ritual,True
68,2040,repair_ring,memory:repair_ring:068,Generation 68 preserved safe repair space through founding vow using route engines.,repair kinship of repair_ring,0.7882,0.832,0.7282,bronze ledger / spoken ritual,True
69,2070,riverbend,memory:riverbend:069,Generation 69 preserved dry crossing through grief return using route engines.,route council of riverbend,0.7932,0.736,0.73462,cedar ledger / spoken ritual,True
69,2070,roofward,memory:roofward:069,Generation 69 preserved herb preservation through child naming using route engines.,memory house of roofward,0.7932,0.756,0.7375,glass ledger / spoken ritual,True
69,2070,archive,memory:archive:069,Generation 69 preserved signal memory through trade witness using route engines.,repair kinship of archive,0.7932,0.776,0.73462,inkstone ledger / spoken ritual,True
69,2070,signal,memory:signal:069,Generation 69 preserved path visibility through avatar waiting myth using route engines.,route council of signal,0.7932,0.796,0.7375,copper ledger / spoken ritual,True
69,2070,orchard,memory:orchard:069,Generation 69 preserved dry seed continuity through founding vow using route engines.,memory house of orchard,0.7932,0.816,0.73462,clay ledger / spoken ritual,True
69,2070,repair_ring,memory:repair_ring:069,Generation 69 preserved safe repair space through seasonal repair using route engines.,repair kinship of repair_ring,0.7932,0.836,0.7375,bronze ledger / spoken ritual,True
70,2100,riverbend,memory:riverbend:070,Generation 70 preserved dry crossing through child naming using route engines.,route council of riverbend,0.7982,0.74,0.73816,cedar ledger / spoken ritual,True
70,2100,roofward,memory:roofward:070,Generation 70 preserved herb preservation through trade witness using route engines.,memory house of roofward,0.7982,0.76,0.74104,glass ledger / spoken ritual,True
70,2100,archive,memory:archive:070,Generation 70 preserved signal memory through avatar waiting myth using route engines.,repair kinship of archive,0.7982,0.78,0.73816,inkstone ledger / spoken ritual,True
70,2100,signal,memory:signal:070,Generation 70 preserved path visibility through founding vow using route engines.,route council of signal,0.7982,0.8,0.74104,copper ledger / spoken ritual,True
70,2100,orchard,memory:orchard:070,Generation 70 preserved dry seed continuity through seasonal repair using route engines.,memory house of orchard,0.7982,0.82,0.73816,clay ledger / spoken ritual,True
70,2100,repair_ring,memory:repair_ring:070,Generation 70 preserved safe repair space through object blessing using route engines.,repair kinship of repair_ring,0.7982,0.84,0.74104,bronze ledger / spoken ritual,True
71,2130,riverbend,memory:riverbend:071,Generation 71 preserved dry crossing through avatar waiting myth using civic observatories.,route council of riverbend,0.8032,0.744,0.7417,cedar ledger / spoken ritual,True
71,2130,roofward,memory:roofward:071,Generation 71 preserved herb preservation through founding vow using civic observatories.,memory house of roofward,0.8032,0.764,0.74458,glass ledger / spoken ritual,True
71,2130,archive,memory:archive:071,Generation 71 preserved signal memory through seasonal repair using civic observatories.,repair kinship of archive,0.8032,0.784,0.7417,inkstone ledger / spoken ritual,True
71,2130,signal,memory:signal:071,Generation 71 preserved path visibility through object blessing using civic observatories.,route council of signal,0.8032,0.804,0.74458,copper ledger / spoken ritual,True
71,2130,orchard,memory:orchard:071,Generation 71 preserved dry seed continuity through boundary asking using civic observatories.,memory house of orchard,0.8032,0.824,0.7417,clay ledger / spoken ritual,True
71,2130,repair_ring,memory:repair_ring:071,Generation 71 preserved safe repair space through grief return using civic observatories.,repair kinship of repair_ring,0.8032,0.844,0.74458,bronze ledger / spoken ritual,True
72,2160,riverbend,memory:riverbend:072,Generation 72 preserved dry crossing through founding vow using civic observatories.,route council of riverbend,0.8082,0.748,0.751,cedar ledger / spoken ritual,True
72,2160,roofward,memory:roofward:072,Generation 72 preserved herb preservation through seasonal repair using civic observatories.,memory house of roofward,0.8082,0.768,0.74812,glass ledger / spoken ritual,True
72,2160,archive,memory:archive:072,Generation 72 preserved signal memory through object blessing using civic observatories.,repair kinship of archive,0.8082,0.788,0.751,inkstone ledger / spoken ritual,True
72,2160,signal,memory:signal:072,Generation 72 preserved path visibility through boundary asking using civic observatories.,route council of signal,0.8082,0.808,0.74812,copper ledger / spoken ritual,True
72,2160,orchard,memory:orchard:072,Generation 72 preserved dry seed continuity through grief return using civic observatories.,memory house of orchard,0.8082,0.828,0.751,clay ledger / spoken ritual,True
72,2160,repair_ring,memory:repair_ring:072,Generation 72 preserved safe repair space through child naming using civic observatories.,repair kinship of repair_ring,0.8082,0.848,0.74812,bronze ledger / spoken ritual,True
73,2190,riverbend,memory:riverbend:073,Generation 73 preserved dry crossing through seasonal repair using civic observatories.,route council of riverbend,0.8132,0.752,0.75454,cedar ledger / spoken ritual,True
73,2190,roofward,memory:roofward:073,Generation 73 preserved herb preservation through object blessing using civic observatories.,memory house of roofward,0.8132,0.772,0.75166,glass ledger / spoken ritual,True
73,2190,archive,memory:archive:073,Generation 73 preserved signal memory through boundary asking using civic observatories.,repair kinship of archive,0.8132,0.792,0.75454,inkstone ledger / spoken ritual,True
73,2190,signal,memory:signal:073,Generation 73 preserved path visibility through grief return using civic observatories.,route council of signal,0.8132,0.812,0.75166,copper ledger / spoken ritual,True
73,2190,orchard,memory:orchard:073,Generation 73 preserved dry seed continuity through child naming using civic observatories.,memory house of orchard,0.8132,0.832,0.75454,clay ledger / spoken ritual,True
73,2190,repair_ring,memory:repair_ring:073,Generation 73 preserved safe repair space through trade witness using civic observatories.,repair kinship of repair_ring,0.8132,0.852,0.75166,bronze ledger / spoken ritual,True
74,2220,riverbend,memory:riverbend:074,Generation 74 preserved dry crossing through object blessing using civic observatories.,route council of riverbend,0.8182,0.756,0.75808,cedar ledger / spoken ritual,True
74,2220,roofward,memory:roofward:074,Generation 74 preserved herb preservation through boundary asking using civic observatories.,memory house of roofward,0.8182,0.776,0.7552,glass ledger / spoken ritual,True
74,2220,archive,memory:archive:074,Generation 74 preserved signal memory through grief return using civic observatories.,repair kinship of archive,0.8182,0.796,0.75808,inkstone ledger / spoken ritual,True
74,2220,signal,memory:signal:074,Generation 74 preserved path visibility through child naming using civic observatories.,route council of signal,0.8182,0.816,0.7552,copper ledger / spoken ritual,True
74,2220,orchard,memory:orchard:074,Generation 74 preserved dry seed continuity through trade witness using civic observatories.,memory house of orchard,0.8182,0.836,0.75808,clay ledger / spoken ritual,True
74,2220,repair_ring,memory:repair_ring:074,Generation 74 preserved safe repair space through avatar waiting myth using civic observatories.,repair kinship of repair_ring,0.8182,0.856,0.7552,bronze ledger / spoken ritual,True
75,2250,riverbend,memory:riverbend:075,Generation 75 preserved dry crossing through boundary asking using civic observatories.,route council of riverbend,0.8232,0.76,0.76162,cedar ledger / spoken ritual,True
75,2250,roofward,memory:roofward:075,Generation 75 preserved herb preservation through grief return using civic observatories.,memory house of roofward,0.8232,0.78,0.7645,glass ledger / spoken ritual,True
75,2250,archive,memory:archive:075,Generation 75 preserved signal memory through child naming using civic observatories.,repair kinship of archive,0.8232,0.8,0.76162,inkstone ledger / spoken ritual,True
75,2250,signal,memory:signal:075,Generation 75 preserved path visibility through trade witness using civic observatories.,route council of signal,0.8232,0.82,0.7645,copper ledger / spoken ritual,True
75,2250,orchard,memory:orchard:075,Generation 75 preserved dry seed continuity through avatar waiting myth using civic observatories.,memory house of orchard,0.8232,0.84,0.76162,clay ledger / spoken ritual,True
75,2250,repair_ring,memory:repair_ring:075,Generation 75 preserved safe repair space through founding vow using civic observatories.,repair kinship of repair_ring,0.8232,0.86,0.7645,bronze ledger / spoken ritual,True
76,2280,riverbend,memory:riverbend:076,Generation 76 preserved dry crossing through grief return using civic observatories.,route council of riverbend,0.8282,0.764,0.76516,cedar ledger / spoken ritual,True
76,2280,roofward,memory:roofward:076,Generation 76 preserved herb preservation through child naming using civic observatories.,memory house of roofward,0.8282,0.784,0.76804,glass ledger / spoken ritual,True
76,2280,archive,memory:archive:076,Generation 76 preserved signal memory through trade witness using civic observatories.,repair kinship of archive,0.8282,0.804,0.76516,inkstone ledger / spoken ritual,True
76,2280,signal,memory:signal:076,Generation 76 preserved path visibility through avatar waiting myth using civic observatories.,route council of signal,0.8282,0.824,0.76804,copper ledger / spoken ritual,True
76,2280,orchard,memory:orchard:076,Generation 76 preserved dry seed continuity through founding vow using civic observatories.,memory house of orchard,0.8282,0.844,0.76516,clay ledger / spoken ritual,True
76,2280,repair_ring,memory:repair_ring:076,Generation 76 preserved safe repair space through seasonal repair using civic observatories.,repair kinship of repair_ring,0.8282,0.864,0.76804,bronze ledger / spoken ritual,True
77,2310,riverbend,memory:riverbend:077,Generation 77 preserved dry crossing through child naming using civic observatories.,route council of riverbend,0.8332,0.768,0.7687,cedar ledger / spoken ritual,True
77,2310,roofward,memory:roofward:077,Generation 77 preserved herb preservation through trade witness using civic observatories.,memory house of roofward,0.8332,0.788,0.77158,glass ledger / spoken ritual,True
77,2310,archive,memory:archive:077,Generation 77 preserved signal memory through avatar waiting myth using civic observatories.,repair kinship of archive,0.8332,0.808,0.7687,inkstone ledger / spoken ritual,True
77,2310,signal,memory:signal:077,Generation 77 preserved path visibility through founding vow using civic observatories.,route council of signal,0.8332,0.828,0.77158,copper ledger / spoken ritual,True
77,2310,orchard,memory:orchard:077,Generation 77 preserved dry seed continuity through seasonal repair using civic observatories.,memory house of orchard,0.8332,0.848,0.7687,clay ledger / spoken ritual,True
77,2310,repair_ring,memory:repair_ring:077,Generation 77 preserved safe repair space through object blessing using civic observatories.,repair kinship of repair_ring,0.8332,0.868,0.77158,bronze ledger / spoken ritual,True
78,2340,riverbend,memory:riverbend:078,Generation 78 preserved dry crossing through trade witness using civic observatories.,route council of riverbend,0.8382,0.772,0.778,cedar ledger / spoken ritual,True
78,2340,roofward,memory:roofward:078,Generation 78 preserved herb preservation through avatar waiting myth using civic observatories.,memory house of roofward,0.8382,0.792,0.77512,glass ledger / spoken ritual,True
78,2340,archive,memory:archive:078,Generation 78 preserved signal memory through founding vow using civic observatories.,repair kinship of archive,0.8382,0.812,0.778,inkstone ledger / spoken ritual,True
78,2340,signal,memory:signal:078,Generation 78 preserved path visibility through seasonal repair using civic observatories.,route council of signal,0.8382,0.832,0.77512,copper ledger / spoken ritual,True
78,2340,orchard,memory:orchard:078,Generation 78 preserved dry seed continuity through object blessing using civic observatories.,memory house of orchard,0.8382,0.852,0.778,clay ledger / spoken ritual,True
78,2340,repair_ring,memory:repair_ring:078,Generation 78 preserved safe repair space through boundary asking using civic observatories.,repair kinship of repair_ring,0.8382,0.872,0.77512,bronze ledger / spoken ritual,True
79,2370,riverbend,memory:riverbend:079,Generation 79 preserved dry crossing through avatar waiting myth using civic observatories.,route council of riverbend,0.8432,0.776,0.78154,cedar ledger / spoken ritual,True
79,2370,roofward,memory:roofward:079,Generation 79 preserved herb preservation through founding vow using civic observatories.,memory house of roofward,0.8432,0.796,0.77866,glass ledger / spoken ritual,True
79,2370,archive,memory:archive:079,Generation 79 preserved signal memory through seasonal repair using civic observatories.,repair kinship of archive,0.8432,0.816,0.78154,inkstone ledger / spoken ritual,True
79,2370,signal,memory:signal:079,Generation 79 preserved path visibility through object blessing using civic observatories.,route council of signal,0.8432,0.836,0.77866,copper ledger / spoken ritual,True
79,2370,orchard,memory:orchard:079,Generation 79 preserved dry seed continuity through boundary asking using civic observatories.,memory house of orchard,0.8432,0.856,0.78154,clay ledger / spoken ritual,True
79,2370,repair_ring,memory:repair_ring:079,Generation 79 preserved safe repair space through grief return using civic observatories.,repair kinship of repair_ring,0.8432,0.876,0.77866,bronze ledger / spoken ritual,True
80,2400,riverbend,memory:riverbend:080,Generation 80 preserved dry crossing through founding vow using civic observatories.,route council of riverbend,0.8482,0.78,0.78508,cedar ledger / spoken ritual,True
80,2400,roofward,memory:roofward:080,Generation 80 preserved herb preservation through seasonal repair using civic observatories.,memory house of roofward,0.8482,0.8,0.7822,glass ledger / spoken ritual,True
80,2400,archive,memory:archive:080,Generation 80 preserved signal memory through object blessing using civic observatories.,repair kinship of archive,0.8482,0.82,0.78508,inkstone ledger / spoken ritual,True
80,2400,signal,memory:signal:080,Generation 80 preserved path visibility through boundary asking using civic observatories.,route council of signal,0.8482,0.84,0.7822,copper ledger / spoken ritual,True
80,2400,orchard,memory:orchard:080,Generation 80 preserved dry seed continuity through grief return using civic observatories.,memory house of orchard,0.8482,0.86,0.78508,clay ledger / spoken ritual,True
80,2400,repair_ring,memory:repair_ring:080,Generation 80 preserved safe repair space through child naming using civic observatories.,repair kinship of repair_ring,0.8482,0.88,0.7822,bronze ledger / spoken ritual,True
