tick_id,day,route_id,avatar_action,intervention_available,intervention_taken,helps_recovery,creates_tradeoff,visible_consequence,consent_boundary,recovery_delta
0,1,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
555,40,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
556,40,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
557,40,orchard_riverbend,lay dry stepping mats,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
558,40,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
559,40,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
560,41,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
561,41,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
562,41,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
563,41,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
564,41,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
565,41,riverbend_roofward,place temporary bridge marker,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
566,41,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
567,41,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
568,41,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
569,41,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
570,41,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
571,41,riverbend_roofward,place temporary bridge marker,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
572,41,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
573,41,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
574,42,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
575,42,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
576,42,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
577,42,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
578,42,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
579,42,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
580,42,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
581,42,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
582,42,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
583,42,roofward_archive,open shade cloth cache,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
584,42,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
585,42,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
586,42,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
587,42,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
588,43,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
589,43,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
590,43,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
591,43,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
592,43,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
593,43,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
594,43,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
595,43,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
596,43,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
597,43,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
598,43,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
599,43,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
600,43,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
601,43,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
602,44,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
603,44,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
604,44,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
605,44,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
606,44,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
607,44,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
608,44,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
609,44,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
610,44,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
611,44,central_repair_ring,queue repair token,True,True,False,False,available,public route aid only; no private workspace inspection,0.0
612,44,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
613,44,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
614,44,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
615,44,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
616,45,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
617,45,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
618,45,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
619,45,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
620,45,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
621,45,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
622,45,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
623,45,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
624,45,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
625,45,roofward_archive,open shade cloth cache,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
626,45,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
627,45,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
628,45,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
629,45,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
630,46,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
631,46,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
632,46,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
633,46,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
634,46,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
635,46,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
636,46,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
637,46,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
638,46,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
639,46,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
640,46,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
641,46,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
642,46,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
643,46,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
644,47,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
645,47,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
646,47,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
647,47,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
648,47,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
649,47,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
650,47,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
651,47,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
652,47,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
653,47,central_repair_ring,queue repair token,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
654,47,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
655,47,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
656,47,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
657,47,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
658,48,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
659,48,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
660,48,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
661,48,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
662,48,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
663,48,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
664,48,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
665,48,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
666,48,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
667,48,roofward_archive,open shade cloth cache,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
668,48,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
669,48,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
670,48,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
671,48,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
672,49,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
673,49,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
674,49,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
675,49,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
676,49,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
677,49,riverbend_roofward,place temporary bridge marker,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
678,49,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
679,49,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
680,49,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
681,49,orchard_riverbend,lay dry stepping mats,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
682,49,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
683,49,riverbend_roofward,place temporary bridge marker,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
684,49,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
685,49,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
686,50,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
687,50,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
688,50,central_repair_ring,queue repair token,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
689,50,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
690,50,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
691,50,archive_signal,pin public notice board,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
692,50,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
693,50,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
694,50,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
695,50,riverbend_roofward,place temporary bridge marker,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
696,50,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
697,50,archive_signal,pin public notice board,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
698,50,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
699,50,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
700,51,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
701,51,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
702,51,roofward_archive,open shade cloth cache,True,True,False,False,available,public route aid only; no private workspace inspection,0.0
703,51,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
704,51,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
705,51,orchard_riverbend,lay dry stepping mats,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
706,51,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
707,51,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
708,51,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
709,51,archive_signal,pin public notice board,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
710,51,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
711,51,orchard_riverbend,lay dry stepping mats,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
712,51,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
713,51,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
714,52,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
715,52,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
716,52,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
717,52,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
718,52,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
719,52,riverbend_roofward,place temporary bridge marker,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
720,52,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
721,52,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
722,52,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
723,52,orchard_riverbend,lay dry stepping mats,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
724,52,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
725,52,riverbend_roofward,place temporary bridge marker,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
726,52,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
727,52,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
728,53,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
729,53,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
730,53,central_repair_ring,queue repair token,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
731,53,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
732,53,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
733,53,archive_signal,pin public notice board,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
734,53,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
735,53,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
736,53,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
737,53,riverbend_roofward,place temporary bridge marker,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
738,53,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
739,53,archive_signal,pin public notice board,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
740,53,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
741,53,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
742,54,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
743,54,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
744,54,roofward_archive,open shade cloth cache,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
745,54,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
746,54,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
747,54,orchard_riverbend,lay dry stepping mats,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
748,54,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
749,54,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
750,54,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
751,54,archive_signal,pin public notice board,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
752,54,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
753,54,orchard_riverbend,lay dry stepping mats,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
754,54,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
755,54,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
756,55,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
757,55,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
758,55,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
759,55,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
760,55,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
761,55,riverbend_roofward,place temporary bridge marker,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
762,55,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
763,55,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
764,55,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
765,55,orchard_riverbend,lay dry stepping mats,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
766,55,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
767,55,riverbend_roofward,place temporary bridge marker,True,True,False,False,available,public route aid only; no private workspace inspection,0.0
768,55,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
769,55,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
770,56,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
771,56,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
772,56,riverbend_roofward,place temporary bridge marker,True,True,True,True,helps but slows caravan,public route aid only; no private workspace inspection,0.035
773,56,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
774,56,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
775,56,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
776,56,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
777,56,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
778,56,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
779,56,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
780,56,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
781,56,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
782,56,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
783,56,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
784,57,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
785,57,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
786,57,archive_signal,pin public notice board,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
787,57,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
788,57,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
789,57,central_repair_ring,queue repair token,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
790,57,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
791,57,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
792,57,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
793,57,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
794,57,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
795,57,central_repair_ring,queue repair token,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
796,57,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
797,57,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
798,58,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
799,58,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
800,58,orchard_riverbend,lay dry stepping mats,True,True,True,True,helps but slows caravan,public route aid only; no private workspace inspection,0.035
801,58,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
802,58,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
803,58,roofward_archive,open shade cloth cache,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
804,58,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
805,58,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
806,58,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
807,58,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
808,58,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
809,58,roofward_archive,open shade cloth cache,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
810,58,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
811,58,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
812,59,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
813,59,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
814,59,riverbend_roofward,place temporary bridge marker,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
815,59,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
816,59,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
817,59,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
818,59,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
819,59,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
820,59,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
821,59,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
822,59,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
823,59,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
824,59,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
825,59,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
826,60,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
827,60,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
828,60,archive_signal,pin public notice board,True,True,True,True,helps but slows caravan,public route aid only; no private workspace inspection,0.035
829,60,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
830,60,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
831,60,central_repair_ring,queue repair token,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
832,60,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
