tick_id,day,tick,household,infrastructure_id,resource,stock_before,produced,consumed,stock_after,shortage,exchange_partner,visible_ledger
463,26,13,Roof House,roof_greenhouse_cistern,water,46.03432,0.34514,0.17,46.20946,False,Archive House,Roof House:water:46.21
464,26,14,Archive House,archive_public_kiosk,paper,22.8099,0.2414,0.145,22.9063,False,Signal House,Archive House:paper:22.91
465,26,15,Signal House,dusk_signal_workshop,oil,19.97894,0.0,0.0,19.97894,False,West House,Signal House:oil:19.98
466,26,16,West House,river_mill_bridge,planks,25.75163,0.0,0.0,25.75163,False,Roof House,West House:planks:25.75
467,26,17,Roof House,roof_greenhouse_cistern,water,46.20946,0.0,0.0,46.10946,False,Archive House,Roof House:water:46.11
468,27,0,Archive House,archive_public_kiosk,paper,22.9063,0.0,0.0,22.9063,False,Signal House,Archive House:paper:22.91
469,27,1,Signal House,dusk_signal_workshop,oil,19.97894,0.0,0.0,19.97894,False,West House,Signal House:oil:19.98
470,27,2,West House,river_mill_bridge,planks,25.75163,0.27352,0.17,25.85515,False,Roof House,West House:planks:25.86
471,27,3,Roof House,roof_greenhouse_cistern,water,46.10946,0.0,0.0,46.10946,False,Archive House,Roof House:water:46.11
472,27,4,Archive House,archive_public_kiosk,paper,22.9063,0.0,0.0,22.9063,False,Signal House,Archive House:paper:22.91
473,27,5,Signal House,dusk_signal_workshop,oil,19.97894,0.2414,0.17,20.05034,False,West House,Signal House:oil:20.05
474,27,6,West House,river_mill_bridge,planks,25.85515,0.0,0.0,25.85515,False,Roof House,West House:planks:25.86
475,27,7,Roof House,roof_greenhouse_cistern,water,46.10946,0.0,0.0,46.10946,False,Archive House,Roof House:water:46.11
476,27,8,Archive House,archive_public_kiosk,paper,22.9063,0.3464,0.17,23.0827,False,Signal House,Archive House:paper:23.08
477,27,9,Signal House,dusk_signal_workshop,oil,20.05034,0.0,0.0,20.05034,False,West House,Signal House:oil:20.05
478,27,10,West House,river_mill_bridge,planks,25.85515,0.0,0.0,25.85515,False,Roof House,West House:planks:25.86
479,27,11,Roof House,roof_greenhouse_cistern,water,46.10946,0.310815,0.17,46.250275,False,Archive House,Roof House:water:46.25
480,27,12,Archive House,archive_public_kiosk,paper,23.0827,0.0,0.0,23.0827,False,Signal House,Archive House:paper:23.08
481,27,13,Signal House,dusk_signal_workshop,oil,20.05034,0.0,0.0,20.05034,False,West House,Signal House:oil:20.05
482,27,14,West House,river_mill_bridge,planks,25.85515,0.274105,0.17,25.959255,False,Roof House,West House:planks:25.96
483,27,15,Roof House,roof_greenhouse_cistern,water,46.250275,0.0,0.0,46.250275,False,Archive House,Roof House:water:46.25
484,27,16,Archive House,archive_public_kiosk,paper,23.0827,0.0,0.0,23.0827,False,Signal House,Archive House:paper:23.08
485,27,17,Signal House,dusk_signal_workshop,oil,20.05034,0.0,0.0,20.05034,False,West House,Signal House:oil:20.05
486,28,0,Roof House,roof_greenhouse_cistern,water,46.250275,0.0,0.0,46.250275,False,Archive House,Roof House:water:46.25
487,28,1,Archive House,archive_public_kiosk,paper,23.0827,0.0,0.0,23.0827,False,Signal House,Archive House:paper:23.08
488,28,2,Signal House,dusk_signal_workshop,oil,20.05034,0.3114,0.12,20.24174,False,West House,Signal House:oil:20.24
489,28,3,West House,river_mill_bridge,planks,25.959255,0.0,0.0,25.959255,False,Roof House,West House:planks:25.96
490,28,4,Roof House,roof_greenhouse_cistern,water,46.250275,0.0,0.0,46.250275,False,Archive House,Roof House:water:46.25
491,28,5,Archive House,archive_public_kiosk,paper,23.0827,0.2764,0.12,23.2391,False,Signal House,Archive House:paper:23.24
492,28,6,Signal House,dusk_signal_workshop,oil,20.24174,0.0,0.0,20.24174,False,West House,Signal House:oil:20.24
493,28,7,West House,river_mill_bridge,planks,25.959255,0.0,0.0,25.859255,False,Roof House,West House:planks:25.86
494,28,8,Roof House,roof_greenhouse_cistern,water,46.250275,0.2414,0.12,46.371675,False,Archive House,Roof House:water:46.37
495,28,9,Archive House,archive_public_kiosk,paper,23.2391,0.0,0.0,23.2391,False,Signal House,Archive House:paper:23.24
496,28,10,Signal House,dusk_signal_workshop,oil,20.24174,0.0,0.0,20.24174,False,West House,Signal House:oil:20.24
497,28,11,West House,river_mill_bridge,planks,25.859255,0.34469,0.12,26.083945,False,Roof House,West House:planks:26.08
498,28,12,Roof House,roof_greenhouse_cistern,water,46.371675,0.0,0.05,46.321675,False,Archive House,Roof House:water:46.32
499,28,13,Archive House,archive_public_kiosk,paper,23.2391,0.0,0.0,23.2391,False,Signal House,Archive House:paper:23.24
500,28,14,Signal House,dusk_signal_workshop,oil,20.24174,0.3114,0.12,20.43314,False,West House,Signal House:oil:20.43
501,28,15,West House,river_mill_bridge,planks,26.083945,0.0,0.0,26.083945,False,Roof House,West House:planks:26.08
502,28,16,Roof House,roof_greenhouse_cistern,water,46.321675,0.0,0.0,46.321675,False,Archive House,Roof House:water:46.32
503,28,17,Archive House,archive_public_kiosk,paper,23.2391,0.0,0.0,23.2391,False,Signal House,Archive House:paper:23.24
504,29,0,Signal House,dusk_signal_workshop,oil,20.43314,0.0,0.0,20.43314,False,West House,Signal House:oil:20.43
505,29,1,West House,river_mill_bridge,planks,26.083945,0.310185,0.12,26.27413,False,Roof House,West House:planks:26.27
506,29,2,Roof House,roof_greenhouse_cistern,water,46.321675,0.3464,0.145,46.523075,False,Archive House,Roof House:water:46.52
507,29,3,Archive House,archive_public_kiosk,paper,23.2391,0.0,0.0,23.2391,False,Signal House,Archive House:paper:23.24
508,29,4,Signal House,dusk_signal_workshop,oil,20.43314,0.0,0.0,20.43314,False,West House,Signal House:oil:20.43
509,29,5,West House,river_mill_bridge,planks,26.27413,0.31059,0.145,26.43972,False,Roof House,West House:planks:26.44
510,29,6,Roof House,roof_greenhouse_cistern,water,46.523075,0.0,0.0,46.523075,False,Archive House,Roof House:water:46.52
511,29,7,Archive House,archive_public_kiosk,paper,23.2391,0.0,0.0,23.2391,False,Signal House,Archive House:paper:23.24
512,29,8,Signal House,dusk_signal_workshop,oil,20.43314,0.2764,0.145,20.56454,False,West House,Signal House:oil:20.56
513,29,9,West House,river_mill_bridge,planks,26.43972,0.0,0.0,26.33972,False,Roof House,West House:planks:26.34
514,29,10,Roof House,roof_greenhouse_cistern,water,46.523075,0.3464,0.12,46.749475,False,Archive House,Roof House:water:46.75
515,29,11,Archive House,archive_public_kiosk,paper,23.2391,0.2414,0.145,23.3355,False,Signal House,Archive House:paper:23.34
516,29,12,Signal House,dusk_signal_workshop,oil,20.56454,0.0,0.0,20.56454,False,West House,Signal House:oil:20.56
517,29,13,West House,river_mill_bridge,planks,26.33972,0.0,0.0,26.33972,False,Roof House,West House:planks:26.34
518,29,14,Roof House,roof_greenhouse_cistern,water,46.749475,0.3464,0.145,46.950875,False,Archive House,Roof House:water:46.95
519,29,15,Archive House,archive_public_kiosk,paper,23.3355,0.0,0.0,23.3355,False,Signal House,Archive House:paper:23.34
520,29,16,Signal House,dusk_signal_workshop,oil,20.56454,0.0,0.0,20.56454,False,West House,Signal House:oil:20.56
521,29,17,West House,river_mill_bridge,planks,26.33972,0.0,0.0,26.33972,False,Roof House,West House:planks:26.34
522,30,0,Roof House,roof_greenhouse_cistern,water,46.950875,0.0,0.0,46.950875,False,Archive House,Roof House:water:46.95
523,30,1,Archive House,archive_public_kiosk,paper,23.3355,0.0,0.0,23.3355,False,Signal House,Archive House:paper:23.34
524,30,2,Signal House,dusk_signal_workshop,oil,20.56454,0.2414,0.17,20.63594,False,West House,Signal House:oil:20.64
525,30,3,West House,river_mill_bridge,planks,26.33972,0.0,0.0,26.33972,False,Roof House,West House:planks:26.34
526,30,4,Roof House,roof_greenhouse_cistern,water,46.950875,0.0,0.0,46.950875,False,Archive House,Roof House:water:46.95
527,30,5,Archive House,archive_public_kiosk,paper,23.3355,0.3464,0.17,23.5119,False,Signal House,Archive House:paper:23.51
528,30,6,Signal House,dusk_signal_workshop,oil,20.63594,0.0,0.0,20.63594,False,West House,Signal House:oil:20.64
529,30,7,West House,river_mill_bridge,planks,26.33972,0.0,0.0,26.33972,False,Roof House,West House:planks:26.34
530,30,8,Roof House,roof_greenhouse_cistern,water,46.950875,0.3114,0.17,47.092275,False,Archive House,Roof House:water:47.09
531,30,9,Archive House,archive_public_kiosk,paper,23.5119,0.0,0.0,23.4119,False,Signal House,Archive House:paper:23.41
532,30,10,Signal House,dusk_signal_workshop,oil,20.63594,0.0,0.0,20.63594,False,West House,Signal House:oil:20.64
533,30,11,West House,river_mill_bridge,planks,26.33972,0.2764,0.17,26.44612,False,Roof House,West House:planks:26.45
534,30,12,Roof House,roof_greenhouse_cistern,water,47.092275,0.0,0.0,47.092275,False,Archive House,Roof House:water:47.09
535,30,13,Archive House,archive_public_kiosk,paper,23.4119,0.0,0.0,23.4119,False,Signal House,Archive House:paper:23.41
536,30,14,Signal House,dusk_signal_workshop,oil,20.63594,0.2414,0.17,20.70734,False,West House,Signal House:oil:20.71
537,30,15,West House,river_mill_bridge,planks,26.44612,0.0,0.0,26.44612,False,Roof House,West House:planks:26.45
538,30,16,Roof House,roof_greenhouse_cistern,water,47.092275,0.0,0.0,47.092275,False,Archive House,Roof House:water:47.09
539,30,17,Archive House,archive_public_kiosk,paper,23.4119,0.0,0.0,23.4119,False,Signal House,Archive House:paper:23.41
540,31,0,Signal House,dusk_signal_workshop,oil,20.70734,0.0,0.0,20.60734,False,West House,Signal House:oil:20.61
541,31,1,West House,river_mill_bridge,planks,26.44612,0.0,0.0,26.44612,False,Roof House,West House:planks:26.45
542,31,2,Roof House,roof_greenhouse_cistern,water,47.092275,0.2764,0.12,47.248675,False,Archive House,Roof House:water:47.25
543,31,3,Archive House,archive_public_kiosk,paper,23.4119,0.0,0.0,23.4119,False,Signal House,Archive House:paper:23.41
544,31,4,Signal House,dusk_signal_workshop,oil,20.60734,0.0,0.05,20.55734,False,West House,Signal House:oil:20.56
545,31,5,West House,river_mill_bridge,planks,26.44612,0.2414,0.12,26.56752,False,Roof House,West House:planks:26.57
546,31,6,Roof House,roof_greenhouse_cistern,water,47.248675,0.0,0.0,47.248675,False,Archive House,Roof House:water:47.25
547,31,7,Archive House,archive_public_kiosk,paper,23.4119,0.3114,0.17,23.5533,False,Signal House,Archive House:paper:23.55
548,31,8,Signal House,dusk_signal_workshop,oil,20.55734,0.3464,0.12,20.78374,False,West House,Signal House:oil:20.78
549,31,9,West House,river_mill_bridge,planks,26.56752,0.2414,0.145,26.66392,False,Roof House,West House:planks:26.66
550,31,10,Roof House,roof_greenhouse_cistern,water,47.248675,0.0,0.0,47.248675,False,Archive House,Roof House:water:47.25
551,31,11,Archive House,archive_public_kiosk,paper,23.5533,0.3114,0.12,23.7447,False,Signal House,Archive House:paper:23.74
552,31,12,Signal House,dusk_signal_workshop,oil,20.78374,0.0,0.0,20.78374,False,West House,Signal House:oil:20.78
553,31,13,West House,river_mill_bridge,planks,26.66392,0.0,0.0,26.66392,False,Roof House,West House:planks:26.66
554,31,14,Roof House,roof_greenhouse_cistern,water,47.248675,0.2764,0.12,47.405075,False,Archive House,Roof House:water:47.41
555,31,15,Archive House,archive_public_kiosk,paper,23.7447,0.0,0.0,23.7447,False,Signal House,Archive House:paper:23.74
556,31,16,Signal House,dusk_signal_workshop,oil,20.78374,0.3464,0.17,20.96014,False,West House,Signal House:oil:20.96
557,31,17,West House,river_mill_bridge,planks,26.66392,0.0,0.0,26.66392,False,Roof House,West House:planks:26.66
558,32,0,Archive House,archive_public_kiosk,paper,23.7447,0.0,0.0,23.7447,False,Signal House,Archive House:paper:23.74
559,32,1,Signal House,dusk_signal_workshop,oil,20.96014,0.0,0.0,20.96014,False,West House,Signal House:oil:20.96
560,32,2,West House,river_mill_bridge,planks,26.66392,0.3114,0.145,26.83032,False,Roof House,West House:planks:26.83
561,32,3,Roof House,roof_greenhouse_cistern,water,47.405075,0.0,0.0,47.405075,False,Archive House,Roof House:water:47.41
562,32,4,Archive House,archive_public_kiosk,paper,23.7447,0.0,0.0,23.7447,False,Signal House,Archive House:paper:23.74
563,32,5,Signal House,dusk_signal_workshop,oil,20.96014,0.2764,0.145,21.09154,False,West House,Signal House:oil:21.09
564,32,6,West House,river_mill_bridge,planks,26.83032,0.0,0.0,26.83032,False,Roof House,West House:planks:26.83
565,32,7,Roof House,roof_greenhouse_cistern,water,47.405075,0.3464,0.12,47.631475,False,Archive House,Roof House:water:47.63
566,32,8,Archive House,archive_public_kiosk,paper,23.7447,0.2414,0.145,23.8411,False,Signal House,Archive House:paper:23.84
567,32,9,Signal House,dusk_signal_workshop,oil,21.09154,0.0,0.0,21.09154,False,West House,Signal House:oil:21.09
568,32,10,West House,river_mill_bridge,planks,26.83032,0.0,0.0,26.83032,False,Roof House,West House:planks:26.83
569,32,11,Roof House,roof_greenhouse_cistern,water,47.631475,0.3464,0.145,47.832875,False,Archive House,Roof House:water:47.83
570,32,12,Archive House,archive_public_kiosk,paper,23.8411,0.0,0.0,23.8411,False,Signal House,Archive House:paper:23.84
571,32,13,Signal House,dusk_signal_workshop,oil,21.09154,0.0,0.0,21.09154,False,West House,Signal House:oil:21.09
572,32,14,West House,river_mill_bridge,planks,26.83032,0.3114,0.145,26.99672,False,Roof House,West House:planks:27.00
573,32,15,Roof House,roof_greenhouse_cistern,water,47.832875,0.0,0.0,47.832875,False,Archive House,Roof House:water:47.83
574,32,16,Archive House,archive_public_kiosk,paper,23.8411,0.2414,0.12,23.9625,False,Signal House,Archive House:paper:23.96
575,32,17,Signal House,dusk_signal_workshop,oil,21.09154,0.0,0.0,21.09154,False,West House,Signal House:oil:21.09
576,33,0,West House,river_mill_bridge,planks,26.99672,0.0,0.0,26.99672,False,Roof House,West House:planks:27.00
577,33,1,Roof House,roof_greenhouse_cistern,water,47.832875,0.0,0.0,47.832875,False,Archive House,Roof House:water:47.83
578,33,2,Archive House,archive_public_kiosk,paper,23.9625,0.3464,0.17,24.1389,False,Signal House,Archive House:paper:24.14
579,33,3,Signal House,dusk_signal_workshop,oil,21.09154,0.0,0.0,21.09154,False,West House,Signal House:oil:21.09
580,33,4,West House,river_mill_bridge,planks,26.99672,0.0,0.0,26.99672,False,Roof House,West House:planks:27.00
581,33,5,Roof House,roof_greenhouse_cistern,water,47.832875,0.3114,0.17,47.974275,False,Archive House,Roof House:water:47.97
582,33,6,Archive House,archive_public_kiosk,paper,24.1389,0.0,0.0,24.1389,False,Signal House,Archive House:paper:24.14
583,33,7,Signal House,dusk_signal_workshop,oil,21.09154,0.0,0.0,21.09154,False,West House,Signal House:oil:21.09
584,33,8,West House,river_mill_bridge,planks,26.99672,0.2764,0.17,27.10312,False,Roof House,West House:planks:27.10
585,33,9,Roof House,roof_greenhouse_cistern,water,47.974275,0.0,0.0,47.874275,False,Archive House,Roof House:water:47.87
586,33,10,Archive House,archive_public_kiosk,paper,24.1389,0.0,0.0,24.1389,False,Signal House,Archive House:paper:24.14
587,33,11,Signal House,dusk_signal_workshop,oil,21.09154,0.2414,0.17,21.16294,False,West House,Signal House:oil:21.16
588,33,12,West House,river_mill_bridge,planks,27.10312,0.0,0.0,27.10312,False,Roof House,West House:planks:27.10
589,33,13,Roof House,roof_greenhouse_cistern,water,47.874275,0.0,0.0,47.874275,False,Archive House,Roof House:water:47.87
590,33,14,Archive House,archive_public_kiosk,paper,24.1389,0.3464,0.17,24.3153,False,Signal House,Archive House:paper:24.32
591,33,15,Signal House,dusk_signal_workshop,oil,21.16294,0.0,0.0,21.16294,False,West House,Signal House:oil:21.16
592,33,16,West House,river_mill_bridge,planks,27.10312,0.0,0.0,27.10312,False,Roof House,West House:planks:27.10
593,33,17,Roof House,roof_greenhouse_cistern,water,47.874275,0.0,0.0,47.874275,False,Archive House,Roof House:water:47.87
594,34,0,Archive House,archive_public_kiosk,paper,24.3153,0.0,0.0,24.2153,False,Signal House,Archive House:paper:24.22
595,34,1,Signal House,dusk_signal_workshop,oil,21.16294,0.0,0.0,21.16294,False,West House,Signal House:oil:21.16
596,34,2,West House,river_mill_bridge,planks,27.10312,0.2414,0.12,27.22452,False,Roof House,West House:planks:27.22
597,34,3,Roof House,roof_greenhouse_cistern,water,47.874275,0.0,0.0,47.874275,False,Archive House,Roof House:water:47.87
598,34,4,Archive House,archive_public_kiosk,paper,24.2153,0.3114,0.17,24.3567,False,Signal House,Archive House:paper:24.36
599,34,5,Signal House,dusk_signal_workshop,oil,21.16294,0.3464,0.12,21.38934,False,West House,Signal House:oil:21.39
600,34,6,West House,river_mill_bridge,planks,27.22452,0.2414,0.145,27.32092,False,Roof House,West House:planks:27.32
601,34,7,Roof House,roof_greenhouse_cistern,water,47.874275,0.0,0.0,47.874275,False,Archive House,Roof House:water:47.87
602,34,8,Archive House,archive_public_kiosk,paper,24.3567,0.3114,0.12,24.5481,False,Signal House,Archive House:paper:24.55
603,34,9,Signal House,dusk_signal_workshop,oil,21.38934,0.0,0.05,21.33934,False,West House,Signal House:oil:21.34
604,34,10,West House,river_mill_bridge,planks,27.32092,0.0,0.0,27.32092,False,Roof House,West House:planks:27.32
605,34,11,Roof House,roof_greenhouse_cistern,water,47.874275,0.2764,0.12,48.030675,False,Archive House,Roof House:water:48.03
606,34,12,Archive House,archive_public_kiosk,paper,24.5481,0.0,0.0,24.5481,False,Signal House,Archive House:paper:24.55
607,34,13,Signal House,dusk_signal_workshop,oil,21.33934,0.3464,0.17,21.51574,False,West House,Signal House:oil:21.52
608,34,14,West House,river_mill_bridge,planks,27.32092,0.2414,0.12,27.44232,False,Roof House,West House:planks:27.44
609,34,15,Roof House,roof_greenhouse_cistern,water,48.030675,0.2764,0.145,48.162075,False,Archive House,Roof House:water:48.16
610,34,16,Archive House,archive_public_kiosk,paper,24.5481,0.0,0.0,24.5481,False,Signal House,Archive House:paper:24.55
611,34,17,Signal House,dusk_signal_workshop,oil,21.51574,0.0,0.0,21.51574,False,West House,Signal House:oil:21.52
612,35,0,West House,river_mill_bridge,planks,27.44232,0.0,0.0,27.44232,False,Roof House,West House:planks:27.44
613,35,1,Roof House,roof_greenhouse_cistern,water,48.162075,0.0,0.0,48.162075,False,Archive House,Roof House:water:48.16
614,35,2,Archive House,archive_public_kiosk,paper,24.5481,0.2764,0.145,24.6795,False,Signal House,Archive House:paper:24.68
615,35,3,Signal House,dusk_signal_workshop,oil,21.51574,0.0,0.0,21.51574,False,West House,Signal House:oil:21.52
616,35,4,West House,river_mill_bridge,planks,27.44232,0.0,0.0,27.44232,False,Roof House,West House:planks:27.44
617,35,5,Roof House,roof_greenhouse_cistern,water,48.162075,0.2414,0.145,48.258475,False,Archive House,Roof House:water:48.26
618,35,6,Archive House,archive_public_kiosk,paper,24.6795,0.0,0.0,24.6795,False,Signal House,Archive House:paper:24.68
619,35,7,Signal House,dusk_signal_workshop,oil,21.51574,0.0,0.0,21.51574,False,West House,Signal House:oil:21.52
620,35,8,West House,river_mill_bridge,planks,27.44232,0.3464,0.145,27.64372,False,Roof House,West House:planks:27.64
621,35,9,Roof House,roof_greenhouse_cistern,water,48.258475,0.0,0.0,48.158475,False,Archive House,Roof House:water:48.16
622,35,10,Archive House,archive_public_kiosk,paper,24.6795,0.0,0.0,24.5795,False,Signal House,Archive House:paper:24.58
623,35,11,Signal House,dusk_signal_workshop,oil,21.51574,0.3114,0.145,21.68214,False,West House,Signal House:oil:21.68
624,35,12,West House,river_mill_bridge,planks,27.64372,0.0,0.0,27.64372,False,Roof House,West House:planks:27.64
625,35,13,Roof House,roof_greenhouse_cistern,water,48.158475,0.0,0.0,48.158475,False,Archive House,Roof House:water:48.16
626,35,14,Archive House,archive_public_kiosk,paper,24.5795,0.2764,0.145,24.7109,False,Signal House,Archive House:paper:24.71
627,35,15,Signal House,dusk_signal_workshop,oil,21.68214,0.0,0.05,21.63214,False,West House,Signal House:oil:21.63
628,35,16,West House,river_mill_bridge,planks,27.64372,0.0,0.0,27.64372,False,Roof House,West House:planks:27.64
629,35,17,Roof House,roof_greenhouse_cistern,water,48.158475,0.0,0.0,48.058475,False,Archive House,Roof House:water:48.06
630,36,0,Signal House,dusk_signal_workshop,oil,21.63214,0.0,0.0,21.63214,False,West House,Signal House:oil:21.63
631,36,1,West House,river_mill_bridge,planks,27.64372,0.0,0.0,27.64372,False,Roof House,West House:planks:27.64
632,36,2,Roof House,roof_greenhouse_cistern,water,48.058475,0.3114,0.17,48.199875,False,Archive House,Roof House:water:48.20
633,36,3,Archive House,archive_public_kiosk,paper,24.7109,0.0,0.0,24.7109,False,Signal House,Archive House:paper:24.71
634,36,4,Signal House,dusk_signal_workshop,oil,21.63214,0.0,0.0,21.63214,False,West House,Signal House:oil:21.63
635,36,5,West House,river_mill_bridge,planks,27.64372,0.2764,0.17,27.75012,False,Roof House,West House:planks:27.75
636,36,6,Roof House,roof_greenhouse_cistern,water,48.199875,0.0,0.0,48.199875,False,Archive House,Roof House:water:48.20
637,36,7,Archive House,archive_public_kiosk,paper,24.7109,0.0,0.0,24.7109,False,Signal House,Archive House:paper:24.71
638,36,8,Signal House,dusk_signal_workshop,oil,21.63214,0.2414,0.22,21.65354,False,West House,Signal House:oil:21.65
639,36,9,West House,river_mill_bridge,planks,27.75012,0.0,0.0,27.65012,False,Roof House,West House:planks:27.65
640,36,10,Roof House,roof_greenhouse_cistern,water,48.199875,0.0,0.0,48.199875,False,Archive House,Roof House:water:48.20
641,36,11,Archive House,archive_public_kiosk,paper,24.7109,0.3464,0.17,24.8873,False,Signal House,Archive House:paper:24.89
642,36,12,Signal House,dusk_signal_workshop,oil,21.65354,0.0,0.0,21.65354,False,West House,Signal House:oil:21.65
643,36,13,West House,river_mill_bridge,planks,27.65012,0.0,0.0,27.65012,False,Roof House,West House:planks:27.65
644,36,14,Roof House,roof_greenhouse_cistern,water,48.199875,0.3114,0.17,48.341275,False,Archive House,Roof House:water:48.34
645,36,15,Archive House,archive_public_kiosk,paper,24.8873,0.0,0.0,24.8873,False,Signal House,Archive House:paper:24.89
646,36,16,Signal House,dusk_signal_workshop,oil,21.65354,0.0,0.0,21.65354,False,West House,Signal House:oil:21.65
647,36,17,West House,river_mill_bridge,planks,27.65012,0.0,0.0,27.65012,False,Roof House,West House:planks:27.65
648,37,0,Roof House,roof_greenhouse_cistern,water,48.341275,0.0,0.0,48.341275,False,Archive House,Roof House:water:48.34
649,37,1,Archive House,archive_public_kiosk,paper,24.8873,0.3114,0.17,25.0287,False,Signal House,Archive House:paper:25.03
650,37,2,Signal House,dusk_signal_workshop,oil,21.65354,0.3464,0.12,21.87994,False,West House,Signal House:oil:21.88
651,37,3,West House,river_mill_bridge,planks,27.65012,0.2414,0.145,27.74652,False,Roof House,West House:planks:27.75
652,37,4,Roof House,roof_greenhouse_cistern,water,48.341275,0.0,0.0,48.341275,False,Archive House,Roof House:water:48.34
653,37,5,Archive House,archive_public_kiosk,paper,25.0287,0.3114,0.12,25.2201,False,Signal House,Archive House:paper:25.22
654,37,6,Signal House,dusk_signal_workshop,oil,21.87994,0.0,0.0,21.87994,False,West House,Signal House:oil:21.88
655,37,7,West House,river_mill_bridge,planks,27.74652,0.0,0.0,27.74652,False,Roof House,West House:planks:27.75
656,37,8,Roof House,roof_greenhouse_cistern,water,48.341275,0.2764,0.12,48.497675,False,Archive House,Roof House:water:48.50
657,37,9,Archive House,archive_public_kiosk,paper,25.2201,0.0,0.0,25.1201,False,Signal House,Archive House:paper:25.12
658,37,10,Signal House,dusk_signal_workshop,oil,21.87994,0.3464,0.17,22.05634,False,West House,Signal House:oil:22.06
659,37,11,West House,river_mill_bridge,planks,27.74652,0.2414,0.12,27.86792,False,Roof House,West House:planks:27.87
660,37,12,Roof House,roof_greenhouse_cistern,water,48.497675,0.2764,0.145,48.629075,False,Archive House,Roof House:water:48.63
661,37,13,Archive House,archive_public_kiosk,paper,25.1201,0.0,0.0,25.1201,False,Signal House,Archive House:paper:25.12
662,37,14,Signal House,dusk_signal_workshop,oil,22.05634,0.3464,0.17,22.23274,False,West House,Signal House:oil:22.23
663,37,15,West House,river_mill_bridge,planks,27.86792,0.0,0.0,27.86792,False,Roof House,West House:planks:27.87
664,37,16,Roof House,roof_greenhouse_cistern,water,48.629075,0.0,0.0,48.629075,False,Archive House,Roof House:water:48.63
665,37,17,Archive House,archive_public_kiosk,paper,25.1201,0.0,0.0,25.0201,False,Signal House,Archive House:paper:25.02
666,38,0,Signal House,dusk_signal_workshop,oil,22.23274,0.0,0.0,22.13274,False,West House,Signal House:oil:22.13
667,38,1,West House,river_mill_bridge,planks,27.86792,0.0,0.0,27.86792,False,Roof House,West House:planks:27.87
668,38,2,Roof House,roof_greenhouse_cistern,water,48.629075,0.2414,0.145,48.725475,False,Archive House,Roof House:water:48.73
669,38,3,Archive House,archive_public_kiosk,paper,25.0201,0.0,0.0,25.0201,False,Signal House,Archive House:paper:25.02
670,38,4,Signal House,dusk_signal_workshop,oil,22.13274,0.0,0.0,22.13274,False,West House,Signal House:oil:22.13
671,38,5,West House,river_mill_bridge,planks,27.86792,0.3464,0.145,28.06932,False,Roof House,West House:planks:28.07
672,38,6,Roof House,roof_greenhouse_cistern,water,48.725475,0.0,0.0,48.725475,False,Archive House,Roof House:water:48.73
673,38,7,Archive House,archive_public_kiosk,paper,25.0201,0.0,0.0,24.9201,False,Signal House,Archive House:paper:24.92
674,38,8,Signal House,dusk_signal_workshop,oil,22.13274,0.3114,0.145,22.29914,False,West House,Signal House:oil:22.30
675,38,9,West House,river_mill_bridge,planks,28.06932,0.0,0.0,28.06932,False,Roof House,West House:planks:28.07
676,38,10,Roof House,roof_greenhouse_cistern,water,48.725475,0.0,0.0,48.725475,False,Archive House,Roof House:water:48.73
677,38,11,Archive House,archive_public_kiosk,paper,24.9201,0.2764,0.145,25.0515,False,Signal House,Archive House:paper:25.05
678,38,12,Signal House,dusk_signal_workshop,oil,22.29914,0.0,0.0,22.29914,False,West House,Signal House:oil:22.30
679,38,13,West House,river_mill_bridge,planks,28.06932,0.0,0.0,28.06932,False,Roof House,West House:planks:28.07
680,38,14,Roof House,roof_greenhouse_cistern,water,48.725475,0.2414,0.145,48.821875,False,Archive House,Roof House:water:48.82
681,38,15,Archive House,archive_public_kiosk,paper,25.0515,0.0,0.0,25.0515,False,Signal House,Archive House:paper:25.05
682,38,16,Signal House,dusk_signal_workshop,oil,22.29914,0.0,0.0,22.29914,False,West House,Signal House:oil:22.30
683,38,17,West House,river_mill_bridge,planks,28.06932,0.0,0.0,28.06932,False,Roof House,West House:planks:28.07
684,39,0,Roof House,roof_greenhouse_cistern,water,48.821875,0.3464,0.17,48.998275,False,Archive House,Roof House:water:49.00
685,39,1,Archive House,archive_public_kiosk,paper,25.0515,0.0,0.0,25.0515,False,Signal House,Archive House:paper:25.05
686,39,2,Signal House,dusk_signal_workshop,oil,22.29914,0.2764,0.17,22.40554,False,West House,Signal House:oil:22.41
687,39,3,West House,river_mill_bridge,planks,28.06932,0.0,0.0,28.06932,False,Roof House,West House:planks:28.07
688,39,4,Roof House,roof_greenhouse_cistern,water,48.998275,0.0,0.0,48.998275,False,Archive House,Roof House:water:49.00
689,39,5,Archive House,archive_public_kiosk,paper,25.0515,0.2414,0.17,25.1229,False,Signal House,Archive House:paper:25.12
690,39,6,Signal House,dusk_signal_workshop,oil,22.40554,0.0,0.0,22.30554,False,West House,Signal House:oil:22.31
691,39,7,West House,river_mill_bridge,planks,28.06932,0.0,0.0,28.06932,False,Roof House,West House:planks:28.07
692,39,8,Roof House,roof_greenhouse_cistern,water,48.998275,0.3464,0.17,49.174675,False,Archive House,Roof House:water:49.17
693,39,9,Archive House,archive_public_kiosk,paper,25.1229,0.2414,0.12,25.1443,False,Signal House,Archive House:paper:25.14
