tick_id,day,session_id,settlement_id,resident_id,material_item,inventory_before,inventory_after,output_item,output_before,output_after,ui_widget_before,ui_widget_after,dom_patch_label,localstorage_written,rendered_delta_visible,no_magic_inventory
1765,99,canvas-session-017,glass_harbor,Nia,lamp oil,745,744,mark crossing rope canvas marker,88,89,lamp oil:745,lamp oil:744,inventory-chip:lamp oil:-1,True,True,True
1766,99,canvas-session-017,cinder_garden,Pax,ember basket,744,743,shade seed rows canvas marker,88,89,ember basket:744,ember basket:743,inventory-chip:ember basket:-1,True,True,True
1767,99,canvas-session-017,lichen_bridge,Rin,meal token,745,744,weave spare rope canvas marker,88,89,meal token:745,meal token:744,inventory-chip:meal token:-1,True,True,True
1768,99,canvas-session-017,orchid_engine,Eli,steam seal,744,743,tend orchid lamp canvas marker,88,89,steam seal:744,steam seal:743,inventory-chip:steam seal:-1,True,True,True
1769,99,canvas-session-017,moss_ward,Ari,reed bundle,744,743,raise warm-cup shelf canvas marker,88,89,reed bundle:744,reed bundle:743,inventory-chip:reed bundle:-1,True,True,True
1770,99,canvas-session-017,glass_harbor,Oren,glass bead,744,743,relight public lamp canvas marker,88,89,glass bead:744,glass bead:743,inventory-chip:glass bead:-1,True,True,True
1771,99,canvas-session-017,cinder_garden,Vale,cool stone,744,742,sort ember fruit canvas marker,88,89,cool stone:744,cool stone:742,inventory-chip:cool stone:-2,True,True,True
1772,99,canvas-session-017,lichen_bridge,Sol,lichen glue,744,743,mark signal bell canvas marker,88,89,lichen glue:744,lichen glue:743,inventory-chip:lichen glue:-1,True,True,True
1773,99,canvas-session-017,orchid_engine,Bea,valve grease,744,743,stabilize steam kettle canvas marker,88,89,valve grease:744,valve grease:743,inventory-chip:valve grease:-1,True,True,True
1774,99,canvas-session-017,moss_ward,Fay,dry clay,743,742,drain rain path canvas marker,88,89,dry clay:743,dry clay:742,inventory-chip:dry clay:-1,True,True,True
1775,99,canvas-session-017,glass_harbor,Puck,net fiber,743,742,mend fog net canvas marker,88,89,net fiber:743,net fiber:742,inventory-chip:net fiber:-1,True,True,True
1776,99,canvas-session-017,cinder_garden,Wren,seed ink,743,742,cool ash path canvas marker,89,90,seed ink:743,seed ink:742,inventory-chip:seed ink:-1,True,True,True
1777,99,canvas-session-017,lichen_bridge,Kio,rope fiber,744,743,repair meal ledger canvas marker,89,90,rope fiber:744,rope fiber:743,inventory-chip:rope fiber:-1,True,True,True
1778,99,canvas-session-017,orchid_engine,Cai,gear cloth,743,742,listen to valve pulse canvas marker,88,89,gear cloth:743,gear cloth:742,inventory-chip:gear cloth:-1,True,True,True
1779,99,canvas-session-017,moss_ward,Milo,moss cord,744,743,patch blanket loom canvas marker,88,89,moss cord:744,moss cord:743,inventory-chip:moss cord:-1,True,True,True
1780,99,canvas-session-017,glass_harbor,Sera,salt chalk,744,743,seal fog catcher canvas marker,88,89,salt chalk:744,salt chalk:743,inventory-chip:salt chalk:-1,True,True,True
1781,99,canvas-session-017,cinder_garden,Juno,shade reed,743,742,repair seed calendar canvas marker,88,89,shade reed:743,shade reed:742,inventory-chip:shade reed:-1,True,True,True
1782,100,canvas-session-017,orchid_engine,Bea,valve grease,743,741,listen to valve pulse canvas marker,89,90,valve grease:743,valve grease:741,inventory-chip:valve grease:-2,True,True,True
1783,100,canvas-session-017,moss_ward,Fay,dry clay,742,741,patch blanket loom canvas marker,89,90,dry clay:742,dry clay:741,inventory-chip:dry clay:-1,True,True,True
1784,100,canvas-session-017,glass_harbor,Puck,net fiber,742,741,seal fog catcher canvas marker,89,90,net fiber:742,net fiber:741,inventory-chip:net fiber:-1,True,True,True
1785,100,canvas-session-017,cinder_garden,Wren,seed ink,742,741,repair seed calendar canvas marker,89,90,seed ink:742,seed ink:741,inventory-chip:seed ink:-1,True,True,True
1786,100,canvas-session-017,lichen_bridge,Kio,rope fiber,743,742,test rope bridge canvas marker,89,90,rope fiber:743,rope fiber:742,inventory-chip:rope fiber:-1,True,True,True
1787,100,canvas-session-017,orchid_engine,Cai,gear cloth,742,741,clean gear wash canvas marker,89,90,gear cloth:742,gear cloth:741,inventory-chip:gear cloth:-1,True,True,True
1788,100,canvas-session-017,moss_ward,Milo,moss cord,743,742,copy root ledger canvas marker,89,90,moss cord:743,moss cord:742,inventory-chip:moss cord:-1,True,True,True
1789,100,canvas-session-017,glass_harbor,Sera,salt chalk,743,742,mark crossing rope canvas marker,89,90,salt chalk:743,salt chalk:742,inventory-chip:salt chalk:-1,True,True,True
1790,100,canvas-session-017,cinder_garden,Juno,shade reed,742,741,shade seed rows canvas marker,89,90,shade reed:742,shade reed:741,inventory-chip:shade reed:-1,True,True,True
1791,100,canvas-session-017,lichen_bridge,Luma,bell tin,742,741,weave spare rope canvas marker,89,90,bell tin:742,bell tin:741,inventory-chip:bell tin:-1,True,True,True
1792,100,canvas-session-017,orchid_engine,Dax,orchid oil,743,742,tend orchid lamp canvas marker,89,90,orchid oil:743,orchid oil:742,inventory-chip:orchid oil:-1,True,True,True
1793,100,canvas-session-017,moss_ward,Tala,charcoal mark,744,742,raise warm-cup shelf canvas marker,89,90,charcoal mark:744,charcoal mark:742,inventory-chip:charcoal mark:-2,True,True,True
1794,100,canvas-session-017,glass_harbor,Nia,lamp oil,744,743,relight public lamp canvas marker,89,90,lamp oil:744,lamp oil:743,inventory-chip:lamp oil:-1,True,True,True
1795,100,canvas-session-017,cinder_garden,Pax,ember basket,743,742,sort ember fruit canvas marker,89,90,ember basket:743,ember basket:742,inventory-chip:ember basket:-1,True,True,True
1796,100,canvas-session-017,lichen_bridge,Rin,meal token,744,743,mark signal bell canvas marker,89,90,meal token:744,meal token:743,inventory-chip:meal token:-1,True,True,True
1797,100,canvas-session-017,orchid_engine,Eli,steam seal,743,742,stabilize steam kettle canvas marker,89,90,steam seal:743,steam seal:742,inventory-chip:steam seal:-1,True,True,True
1798,100,canvas-session-017,moss_ward,Ari,reed bundle,743,742,drain rain path canvas marker,89,90,reed bundle:743,reed bundle:742,inventory-chip:reed bundle:-1,True,True,True
1799,100,canvas-session-017,glass_harbor,Oren,glass bead,743,742,mend fog net canvas marker,89,90,glass bead:743,glass bead:742,inventory-chip:glass bead:-1,True,True,True
1800,101,canvas-session-017,lichen_bridge,Luma,bell tin,741,740,mark signal bell canvas marker,90,91,bell tin:741,bell tin:740,inventory-chip:bell tin:-1,True,True,True
1801,101,canvas-session-017,orchid_engine,Dax,orchid oil,742,741,stabilize steam kettle canvas marker,90,91,orchid oil:742,orchid oil:741,inventory-chip:orchid oil:-1,True,True,True
1802,101,canvas-session-017,moss_ward,Tala,charcoal mark,742,741,drain rain path canvas marker,90,91,charcoal mark:742,charcoal mark:741,inventory-chip:charcoal mark:-1,True,True,True
1803,101,canvas-session-017,glass_harbor,Nia,lamp oil,743,742,mend fog net canvas marker,90,91,lamp oil:743,lamp oil:742,inventory-chip:lamp oil:-1,True,True,True
1804,101,canvas-session-017,cinder_garden,Pax,ember basket,742,740,cool ash path canvas marker,90,91,ember basket:742,ember basket:740,inventory-chip:ember basket:-2,True,True,True
1805,101,canvas-session-017,lichen_bridge,Rin,meal token,743,742,repair meal ledger canvas marker,90,91,meal token:743,meal token:742,inventory-chip:meal token:-1,True,True,True
1806,101,canvas-session-017,orchid_engine,Eli,steam seal,742,741,listen to valve pulse canvas marker,90,91,steam seal:742,steam seal:741,inventory-chip:steam seal:-1,True,True,True
1807,101,canvas-session-017,moss_ward,Ari,reed bundle,742,741,patch blanket loom canvas marker,90,91,reed bundle:742,reed bundle:741,inventory-chip:reed bundle:-1,True,True,True
1808,101,canvas-session-017,glass_harbor,Oren,glass bead,742,741,seal fog catcher canvas marker,90,91,glass bead:742,glass bead:741,inventory-chip:glass bead:-1,True,True,True
1809,101,canvas-session-017,cinder_garden,Vale,cool stone,742,741,repair seed calendar canvas marker,90,91,cool stone:742,cool stone:741,inventory-chip:cool stone:-1,True,True,True
1810,101,canvas-session-017,lichen_bridge,Sol,lichen glue,743,742,test rope bridge canvas marker,90,91,lichen glue:743,lichen glue:742,inventory-chip:lichen glue:-1,True,True,True
1811,101,canvas-session-017,orchid_engine,Bea,valve grease,741,740,clean gear wash canvas marker,90,91,valve grease:741,valve grease:740,inventory-chip:valve grease:-1,True,True,True
1812,101,canvas-session-017,moss_ward,Fay,dry clay,741,740,copy root ledger canvas marker,90,91,dry clay:741,dry clay:740,inventory-chip:dry clay:-1,True,True,True
1813,101,canvas-session-017,glass_harbor,Puck,net fiber,741,740,mark crossing rope canvas marker,90,91,net fiber:741,net fiber:740,inventory-chip:net fiber:-1,True,True,True
1814,101,canvas-session-017,cinder_garden,Wren,seed ink,741,740,shade seed rows canvas marker,90,91,seed ink:741,seed ink:740,inventory-chip:seed ink:-1,True,True,True
1815,101,canvas-session-017,lichen_bridge,Kio,rope fiber,742,740,weave spare rope canvas marker,90,91,rope fiber:742,rope fiber:740,inventory-chip:rope fiber:-2,True,True,True
1816,101,canvas-session-017,orchid_engine,Cai,gear cloth,741,740,tend orchid lamp canvas marker,90,91,gear cloth:741,gear cloth:740,inventory-chip:gear cloth:-1,True,True,True
1817,101,canvas-session-017,moss_ward,Milo,moss cord,742,741,raise warm-cup shelf canvas marker,90,91,moss cord:742,moss cord:741,inventory-chip:moss cord:-1,True,True,True
1818,102,canvas-session-017,cinder_garden,Vale,cool stone,741,740,shade seed rows canvas marker,91,92,cool stone:741,cool stone:740,inventory-chip:cool stone:-1,True,True,True
1819,102,canvas-session-017,lichen_bridge,Sol,lichen glue,742,741,weave spare rope canvas marker,91,92,lichen glue:742,lichen glue:741,inventory-chip:lichen glue:-1,True,True,True
1820,102,canvas-session-017,orchid_engine,Bea,valve grease,740,739,tend orchid lamp canvas marker,91,92,valve grease:740,valve grease:739,inventory-chip:valve grease:-1,True,True,True
1821,102,canvas-session-017,moss_ward,Fay,dry clay,740,739,raise warm-cup shelf canvas marker,91,92,dry clay:740,dry clay:739,inventory-chip:dry clay:-1,True,True,True
1822,102,canvas-session-017,glass_harbor,Puck,net fiber,740,739,relight public lamp canvas marker,90,91,net fiber:740,net fiber:739,inventory-chip:net fiber:-1,True,True,True
1823,102,canvas-session-017,cinder_garden,Wren,seed ink,740,739,sort ember fruit canvas marker,90,91,seed ink:740,seed ink:739,inventory-chip:seed ink:-1,True,True,True
1824,102,canvas-session-017,lichen_bridge,Kio,rope fiber,740,739,mark signal bell canvas marker,91,92,rope fiber:740,rope fiber:739,inventory-chip:rope fiber:-1,True,True,True
1825,102,canvas-session-017,orchid_engine,Cai,gear cloth,740,739,stabilize steam kettle canvas marker,91,92,gear cloth:740,gear cloth:739,inventory-chip:gear cloth:-1,True,True,True
1826,102,canvas-session-017,moss_ward,Milo,moss cord,741,739,drain rain path canvas marker,91,92,moss cord:741,moss cord:739,inventory-chip:moss cord:-2,True,True,True
1827,102,canvas-session-017,glass_harbor,Sera,salt chalk,742,741,mend fog net canvas marker,91,92,salt chalk:742,salt chalk:741,inventory-chip:salt chalk:-1,True,True,True
1828,102,canvas-session-017,cinder_garden,Juno,shade reed,741,740,cool ash path canvas marker,91,92,shade reed:741,shade reed:740,inventory-chip:shade reed:-1,True,True,True
1829,102,canvas-session-017,lichen_bridge,Luma,bell tin,740,739,repair meal ledger canvas marker,91,92,bell tin:740,bell tin:739,inventory-chip:bell tin:-1,True,True,True
1830,102,canvas-session-017,orchid_engine,Dax,orchid oil,741,740,listen to valve pulse canvas marker,91,92,orchid oil:741,orchid oil:740,inventory-chip:orchid oil:-1,True,True,True
1831,102,canvas-session-017,moss_ward,Tala,charcoal mark,741,740,patch blanket loom canvas marker,91,92,charcoal mark:741,charcoal mark:740,inventory-chip:charcoal mark:-1,True,True,True
1832,102,canvas-session-017,glass_harbor,Nia,lamp oil,742,741,seal fog catcher canvas marker,91,92,lamp oil:742,lamp oil:741,inventory-chip:lamp oil:-1,True,True,True
1833,102,canvas-session-017,cinder_garden,Pax,ember basket,740,739,repair seed calendar canvas marker,91,92,ember basket:740,ember basket:739,inventory-chip:ember basket:-1,True,True,True
1834,102,canvas-session-017,lichen_bridge,Rin,meal token,742,741,test rope bridge canvas marker,91,92,meal token:742,meal token:741,inventory-chip:meal token:-1,True,True,True
1835,102,canvas-session-017,orchid_engine,Eli,steam seal,741,740,clean gear wash canvas marker,91,92,steam seal:741,steam seal:740,inventory-chip:steam seal:-1,True,True,True
1836,103,canvas-session-018,glass_harbor,Sera,salt chalk,741,740,seal fog catcher canvas marker,92,93,salt chalk:741,salt chalk:740,inventory-chip:salt chalk:-1,True,True,True
1837,103,canvas-session-018,cinder_garden,Juno,shade reed,740,738,repair seed calendar canvas marker,92,93,shade reed:740,shade reed:738,inventory-chip:shade reed:-2,True,True,True
1838,103,canvas-session-018,lichen_bridge,Luma,bell tin,739,738,test rope bridge canvas marker,92,93,bell tin:739,bell tin:738,inventory-chip:bell tin:-1,True,True,True
1839,103,canvas-session-018,orchid_engine,Dax,orchid oil,740,739,clean gear wash canvas marker,92,93,orchid oil:740,orchid oil:739,inventory-chip:orchid oil:-1,True,True,True
1840,103,canvas-session-018,moss_ward,Tala,charcoal mark,740,739,copy root ledger canvas marker,91,92,charcoal mark:740,charcoal mark:739,inventory-chip:charcoal mark:-1,True,True,True
1841,103,canvas-session-018,glass_harbor,Nia,lamp oil,741,740,mark crossing rope canvas marker,91,92,lamp oil:741,lamp oil:740,inventory-chip:lamp oil:-1,True,True,True
1842,103,canvas-session-018,cinder_garden,Pax,ember basket,739,738,shade seed rows canvas marker,92,93,ember basket:739,ember basket:738,inventory-chip:ember basket:-1,True,True,True
1843,103,canvas-session-018,lichen_bridge,Rin,meal token,741,740,weave spare rope canvas marker,92,93,meal token:741,meal token:740,inventory-chip:meal token:-1,True,True,True
1844,103,canvas-session-018,orchid_engine,Eli,steam seal,740,739,tend orchid lamp canvas marker,92,93,steam seal:740,steam seal:739,inventory-chip:steam seal:-1,True,True,True
1845,103,canvas-session-018,moss_ward,Ari,reed bundle,741,740,raise warm-cup shelf canvas marker,92,93,reed bundle:741,reed bundle:740,inventory-chip:reed bundle:-1,True,True,True
1846,103,canvas-session-018,glass_harbor,Oren,glass bead,741,740,relight public lamp canvas marker,91,92,glass bead:741,glass bead:740,inventory-chip:glass bead:-1,True,True,True
1847,103,canvas-session-018,cinder_garden,Vale,cool stone,740,739,sort ember fruit canvas marker,91,92,cool stone:740,cool stone:739,inventory-chip:cool stone:-1,True,True,True
1848,103,canvas-session-018,lichen_bridge,Sol,lichen glue,741,739,mark signal bell canvas marker,92,93,lichen glue:741,lichen glue:739,inventory-chip:lichen glue:-2,True,True,True
1849,103,canvas-session-018,orchid_engine,Bea,valve grease,739,738,stabilize steam kettle canvas marker,92,93,valve grease:739,valve grease:738,inventory-chip:valve grease:-1,True,True,True
1850,103,canvas-session-018,moss_ward,Fay,dry clay,739,738,drain rain path canvas marker,92,93,dry clay:739,dry clay:738,inventory-chip:dry clay:-1,True,True,True
1851,103,canvas-session-018,glass_harbor,Puck,net fiber,739,738,mend fog net canvas marker,92,93,net fiber:739,net fiber:738,inventory-chip:net fiber:-1,True,True,True
1852,103,canvas-session-018,cinder_garden,Wren,seed ink,739,738,cool ash path canvas marker,92,93,seed ink:739,seed ink:738,inventory-chip:seed ink:-1,True,True,True
1853,103,canvas-session-018,lichen_bridge,Kio,rope fiber,739,738,repair meal ledger canvas marker,92,93,rope fiber:739,rope fiber:738,inventory-chip:rope fiber:-1,True,True,True
1854,104,canvas-session-018,moss_ward,Ari,reed bundle,740,739,drain rain path canvas marker,93,94,reed bundle:740,reed bundle:739,inventory-chip:reed bundle:-1,True,True,True
1855,104,canvas-session-018,glass_harbor,Oren,glass bead,740,739,mend fog net canvas marker,93,94,glass bead:740,glass bead:739,inventory-chip:glass bead:-1,True,True,True
1856,104,canvas-session-018,cinder_garden,Vale,cool stone,739,738,cool ash path canvas marker,93,94,cool stone:739,cool stone:738,inventory-chip:cool stone:-1,True,True,True
1857,104,canvas-session-018,lichen_bridge,Sol,lichen glue,739,738,repair meal ledger canvas marker,93,94,lichen glue:739,lichen glue:738,inventory-chip:lichen glue:-1,True,True,True
1858,104,canvas-session-018,orchid_engine,Bea,valve grease,738,737,listen to valve pulse canvas marker,92,93,valve grease:738,valve grease:737,inventory-chip:valve grease:-1,True,True,True
1859,104,canvas-session-018,moss_ward,Fay,dry clay,738,736,patch blanket loom canvas marker,92,93,dry clay:738,dry clay:736,inventory-chip:dry clay:-2,True,True,True
1860,104,canvas-session-018,glass_harbor,Puck,net fiber,738,737,seal fog catcher canvas marker,93,94,net fiber:738,net fiber:737,inventory-chip:net fiber:-1,True,True,True
1861,104,canvas-session-018,cinder_garden,Wren,seed ink,738,737,repair seed calendar canvas marker,93,94,seed ink:738,seed ink:737,inventory-chip:seed ink:-1,True,True,True
1862,104,canvas-session-018,lichen_bridge,Kio,rope fiber,738,737,test rope bridge canvas marker,93,94,rope fiber:738,rope fiber:737,inventory-chip:rope fiber:-1,True,True,True
1863,104,canvas-session-018,orchid_engine,Cai,gear cloth,739,738,clean gear wash canvas marker,93,94,gear cloth:739,gear cloth:738,inventory-chip:gear cloth:-1,True,True,True
1864,104,canvas-session-018,moss_ward,Milo,moss cord,739,738,copy root ledger canvas marker,92,93,moss cord:739,moss cord:738,inventory-chip:moss cord:-1,True,True,True
1865,104,canvas-session-018,glass_harbor,Sera,salt chalk,740,739,mark crossing rope canvas marker,92,93,salt chalk:740,salt chalk:739,inventory-chip:salt chalk:-1,True,True,True
1866,104,canvas-session-018,cinder_garden,Juno,shade reed,738,737,shade seed rows canvas marker,93,94,shade reed:738,shade reed:737,inventory-chip:shade reed:-1,True,True,True
1867,104,canvas-session-018,lichen_bridge,Luma,bell tin,738,737,weave spare rope canvas marker,93,94,bell tin:738,bell tin:737,inventory-chip:bell tin:-1,True,True,True
1868,104,canvas-session-018,orchid_engine,Dax,orchid oil,739,738,tend orchid lamp canvas marker,93,94,orchid oil:739,orchid oil:738,inventory-chip:orchid oil:-1,True,True,True
1869,104,canvas-session-018,moss_ward,Tala,charcoal mark,739,738,raise warm-cup shelf canvas marker,93,94,charcoal mark:739,charcoal mark:738,inventory-chip:charcoal mark:-1,True,True,True
1870,104,canvas-session-018,glass_harbor,Nia,lamp oil,740,738,relight public lamp canvas marker,92,93,lamp oil:740,lamp oil:738,inventory-chip:lamp oil:-2,True,True,True
1871,104,canvas-session-018,cinder_garden,Pax,ember basket,738,737,sort ember fruit canvas marker,92,93,ember basket:738,ember basket:737,inventory-chip:ember basket:-1,True,True,True
1872,105,canvas-session-018,orchid_engine,Cai,gear cloth,738,737,tend orchid lamp canvas marker,94,95,gear cloth:738,gear cloth:737,inventory-chip:gear cloth:-1,True,True,True
1873,105,canvas-session-018,moss_ward,Milo,moss cord,738,737,raise warm-cup shelf canvas marker,94,95,moss cord:738,moss cord:737,inventory-chip:moss cord:-1,True,True,True
1874,105,canvas-session-018,glass_harbor,Sera,salt chalk,739,738,relight public lamp canvas marker,93,94,salt chalk:739,salt chalk:738,inventory-chip:salt chalk:-1,True,True,True
1875,105,canvas-session-018,cinder_garden,Juno,shade reed,737,736,sort ember fruit canvas marker,93,94,shade reed:737,shade reed:736,inventory-chip:shade reed:-1,True,True,True
1876,105,canvas-session-018,lichen_bridge,Luma,bell tin,737,736,mark signal bell canvas marker,93,94,bell tin:737,bell tin:736,inventory-chip:bell tin:-1,True,True,True
1877,105,canvas-session-018,orchid_engine,Dax,orchid oil,738,737,stabilize steam kettle canvas marker,93,94,orchid oil:738,orchid oil:737,inventory-chip:orchid oil:-1,True,True,True
1878,105,canvas-session-018,moss_ward,Tala,charcoal mark,738,737,drain rain path canvas marker,94,95,charcoal mark:738,charcoal mark:737,inventory-chip:charcoal mark:-1,True,True,True
1879,105,canvas-session-018,glass_harbor,Nia,lamp oil,738,737,mend fog net canvas marker,94,95,lamp oil:738,lamp oil:737,inventory-chip:lamp oil:-1,True,True,True
1880,105,canvas-session-018,cinder_garden,Pax,ember basket,737,736,cool ash path canvas marker,94,95,ember basket:737,ember basket:736,inventory-chip:ember basket:-1,True,True,True
1881,105,canvas-session-018,lichen_bridge,Rin,meal token,740,738,repair meal ledger canvas marker,94,95,meal token:740,meal token:738,inventory-chip:meal token:-2,True,True,True
1882,105,canvas-session-018,orchid_engine,Eli,steam seal,739,738,listen to valve pulse canvas marker,93,94,steam seal:739,steam seal:738,inventory-chip:steam seal:-1,True,True,True
1883,105,canvas-session-018,moss_ward,Ari,reed bundle,739,738,patch blanket loom canvas marker,93,94,reed bundle:739,reed bundle:738,inventory-chip:reed bundle:-1,True,True,True
1884,105,canvas-session-018,glass_harbor,Oren,glass bead,739,738,seal fog catcher canvas marker,94,95,glass bead:739,glass bead:738,inventory-chip:glass bead:-1,True,True,True
1885,105,canvas-session-018,cinder_garden,Vale,cool stone,738,737,repair seed calendar canvas marker,94,95,cool stone:738,cool stone:737,inventory-chip:cool stone:-1,True,True,True
1886,105,canvas-session-018,lichen_bridge,Sol,lichen glue,738,737,test rope bridge canvas marker,94,95,lichen glue:738,lichen glue:737,inventory-chip:lichen glue:-1,True,True,True
1887,105,canvas-session-018,orchid_engine,Bea,valve grease,737,736,clean gear wash canvas marker,94,95,valve grease:737,valve grease:736,inventory-chip:valve grease:-1,True,True,True
1888,105,canvas-session-018,moss_ward,Fay,dry clay,736,735,copy root ledger canvas marker,93,94,dry clay:736,dry clay:735,inventory-chip:dry clay:-1,True,True,True
1889,105,canvas-session-018,glass_harbor,Puck,net fiber,737,736,mark crossing rope canvas marker,93,94,net fiber:737,net fiber:736,inventory-chip:net fiber:-1,True,True,True
1890,106,canvas-session-018,lichen_bridge,Rin,meal token,738,737,test rope bridge canvas marker,95,96,meal token:738,meal token:737,inventory-chip:meal token:-1,True,True,True
1891,106,canvas-session-018,orchid_engine,Eli,steam seal,738,737,clean gear wash canvas marker,95,96,steam seal:738,steam seal:737,inventory-chip:steam seal:-1,True,True,True
1892,106,canvas-session-018,moss_ward,Ari,reed bundle,738,736,copy root ledger canvas marker,94,95,reed bundle:738,reed bundle:736,inventory-chip:reed bundle:-2,True,True,True
1893,106,canvas-session-018,glass_harbor,Oren,glass bead,738,737,mark crossing rope canvas marker,94,95,glass bead:738,glass bead:737,inventory-chip:glass bead:-1,True,True,True
1894,106,canvas-session-018,cinder_garden,Vale,cool stone,737,736,shade seed rows canvas marker,94,95,cool stone:737,cool stone:736,inventory-chip:cool stone:-1,True,True,True
1895,106,canvas-session-018,lichen_bridge,Sol,lichen glue,737,736,weave spare rope canvas marker,94,95,lichen glue:737,lichen glue:736,inventory-chip:lichen glue:-1,True,True,True
1896,106,canvas-session-018,orchid_engine,Bea,valve grease,736,735,tend orchid lamp canvas marker,95,96,valve grease:736,valve grease:735,inventory-chip:valve grease:-1,True,True,True
1897,106,canvas-session-018,moss_ward,Fay,dry clay,735,734,raise warm-cup shelf canvas marker,95,96,dry clay:735,dry clay:734,inventory-chip:dry clay:-1,True,True,True
1898,106,canvas-session-018,glass_harbor,Puck,net fiber,736,735,relight public lamp canvas marker,94,95,net fiber:736,net fiber:735,inventory-chip:net fiber:-1,True,True,True
1899,106,canvas-session-018,cinder_garden,Wren,seed ink,737,736,sort ember fruit canvas marker,94,95,seed ink:737,seed ink:736,inventory-chip:seed ink:-1,True,True,True
1900,106,canvas-session-018,lichen_bridge,Kio,rope fiber,737,736,mark signal bell canvas marker,94,95,rope fiber:737,rope fiber:736,inventory-chip:rope fiber:-1,True,True,True
1901,106,canvas-session-018,orchid_engine,Cai,gear cloth,737,736,stabilize steam kettle canvas marker,94,95,gear cloth:737,gear cloth:736,inventory-chip:gear cloth:-1,True,True,True
1902,106,canvas-session-018,moss_ward,Milo,moss cord,737,736,drain rain path canvas marker,95,96,moss cord:737,moss cord:736,inventory-chip:moss cord:-1,True,True,True
1903,106,canvas-session-018,glass_harbor,Sera,salt chalk,738,736,mend fog net canvas marker,95,96,salt chalk:738,salt chalk:736,inventory-chip:salt chalk:-2,True,True,True
1904,106,canvas-session-018,cinder_garden,Juno,shade reed,736,735,cool ash path canvas marker,95,96,shade reed:736,shade reed:735,inventory-chip:shade reed:-1,True,True,True
1905,106,canvas-session-018,lichen_bridge,Luma,bell tin,736,735,repair meal ledger canvas marker,95,96,bell tin:736,bell tin:735,inventory-chip:bell tin:-1,True,True,True
1906,106,canvas-session-018,orchid_engine,Dax,orchid oil,737,736,listen to valve pulse canvas marker,94,95,orchid oil:737,orchid oil:736,inventory-chip:orchid oil:-1,True,True,True
1907,106,canvas-session-018,moss_ward,Tala,charcoal mark,737,736,patch blanket loom canvas marker,94,95,charcoal mark:737,charcoal mark:736,inventory-chip:charcoal mark:-1,True,True,True
1908,107,canvas-session-018,cinder_garden,Wren,seed ink,736,735,cool ash path canvas marker,96,97,seed ink:736,seed ink:735,inventory-chip:seed ink:-1,True,True,True
1909,107,canvas-session-018,lichen_bridge,Kio,rope fiber,736,735,repair meal ledger canvas marker,96,97,rope fiber:736,rope fiber:735,inventory-chip:rope fiber:-1,True,True,True
1910,107,canvas-session-018,orchid_engine,Cai,gear cloth,736,735,listen to valve pulse canvas marker,95,96,gear cloth:736,gear cloth:735,inventory-chip:gear cloth:-1,True,True,True
1911,107,canvas-session-018,moss_ward,Milo,moss cord,736,735,patch blanket loom canvas marker,95,96,moss cord:736,moss cord:735,inventory-chip:moss cord:-1,True,True,True
1912,107,canvas-session-018,glass_harbor,Sera,salt chalk,736,735,seal fog catcher canvas marker,95,96,salt chalk:736,salt chalk:735,inventory-chip:salt chalk:-1,True,True,True
1913,107,canvas-session-018,cinder_garden,Juno,shade reed,735,734,repair seed calendar canvas marker,95,96,shade reed:735,shade reed:734,inventory-chip:shade reed:-1,True,True,True
1914,107,canvas-session-018,lichen_bridge,Luma,bell tin,735,733,test rope bridge canvas marker,96,97,bell tin:735,bell tin:733,inventory-chip:bell tin:-2,True,True,True
1915,107,canvas-session-018,orchid_engine,Dax,orchid oil,736,735,clean gear wash canvas marker,96,97,orchid oil:736,orchid oil:735,inventory-chip:orchid oil:-1,True,True,True
1916,107,canvas-session-018,moss_ward,Tala,charcoal mark,736,735,copy root ledger canvas marker,95,96,charcoal mark:736,charcoal mark:735,inventory-chip:charcoal mark:-1,True,True,True
1917,107,canvas-session-018,glass_harbor,Nia,lamp oil,737,736,mark crossing rope canvas marker,95,96,lamp oil:737,lamp oil:736,inventory-chip:lamp oil:-1,True,True,True
1918,107,canvas-session-018,cinder_garden,Pax,ember basket,736,735,shade seed rows canvas marker,95,96,ember basket:736,ember basket:735,inventory-chip:ember basket:-1,True,True,True
1919,107,canvas-session-018,lichen_bridge,Rin,meal token,737,736,weave spare rope canvas marker,95,96,meal token:737,meal token:736,inventory-chip:meal token:-1,True,True,True
1920,107,canvas-session-018,orchid_engine,Eli,steam seal,737,736,tend orchid lamp canvas marker,96,97,steam seal:737,steam seal:736,inventory-chip:steam seal:-1,True,True,True
1921,107,canvas-session-018,moss_ward,Ari,reed bundle,736,735,raise warm-cup shelf canvas marker,96,97,reed bundle:736,reed bundle:735,inventory-chip:reed bundle:-1,True,True,True
1922,107,canvas-session-018,glass_harbor,Oren,glass bead,737,736,relight public lamp canvas marker,95,96,glass bead:737,glass bead:736,inventory-chip:glass bead:-1,True,True,True
1923,107,canvas-session-018,cinder_garden,Vale,cool stone,736,735,sort ember fruit canvas marker,95,96,cool stone:736,cool stone:735,inventory-chip:cool stone:-1,True,True,True
1924,107,canvas-session-018,lichen_bridge,Sol,lichen glue,736,735,mark signal bell canvas marker,95,96,lichen glue:736,lichen glue:735,inventory-chip:lichen glue:-1,True,True,True
1925,107,canvas-session-018,orchid_engine,Bea,valve grease,735,733,stabilize steam kettle canvas marker,95,96,valve grease:735,valve grease:733,inventory-chip:valve grease:-2,True,True,True
