tick,day,speaker,listener,bystander,action,consequence,speaker_trust_delta,listener_trust_delta,bystander_trust_delta,group_mood_before,group_mood_after,replayable,not_overdriven
2145,120,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.350947,0.365147,True,True
2146,120,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.350485,0.350185,True,True
2147,120,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.350177,0.355277,True,True
2148,120,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.350021,0.358821,True,True
2149,120,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.350018,0.342068,True,True
2150,120,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.350168,0.349868,True,True
2151,120,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.350471,0.364671,True,True
2152,120,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.350926,0.350626,True,True
2153,120,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.351534,0.356634,True,True
2154,120,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.352293,0.361093,True,True
2155,120,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.353203,0.345253,True,True
2156,120,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.354263,0.353963,True,True
2157,120,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.355473,0.369673,True,True
2158,120,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.35683,0.35653,True,True
2159,120,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.358334,0.363434,True,True
2160,121,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.350947,0.347847,True,True
2161,121,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.350485,0.351635,True,True
2162,121,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.350177,0.358977,True,True
2163,121,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.350021,0.352321,True,True
2164,121,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.350018,0.358818,True,True
2165,121,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.350168,0.364368,True,True
2166,121,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.350471,0.347371,True,True
2167,121,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.350926,0.352076,True,True
2168,121,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.351534,0.360334,True,True
2169,121,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.352293,0.354593,True,True
2170,121,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.353203,0.362003,True,True
2171,121,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.354263,0.368463,True,True
2172,121,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.355473,0.352373,True,True
2173,121,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.35683,0.35798,True,True
2174,121,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.358334,0.367134,True,True
2175,121,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.359984,0.362284,True,True
2176,121,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.361778,0.370578,True,True
2177,121,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.363714,0.377914,True,True
2178,122,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.350021,0.349721,True,True
2179,122,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.350018,0.342068,True,True
2180,122,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.350168,0.358968,True,True
2181,122,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.350471,0.355571,True,True
2182,122,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.350926,0.350626,True,True
2183,122,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.351534,0.365734,True,True
2184,122,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.352293,0.351993,True,True
2185,122,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.353203,0.345253,True,True
2186,122,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.354263,0.363063,True,True
2187,122,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.355473,0.360573,True,True
2188,122,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.35683,0.35653,True,True
2189,122,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.358334,0.372534,True,True
2190,122,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.359984,0.359684,True,True
2191,122,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.361778,0.353828,True,True
2192,122,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.363714,0.372514,True,True
2193,122,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.365791,0.370891,True,True
2194,122,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.368007,0.367707,True,True
2195,122,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.370359,0.384559,True,True
2196,123,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.350471,0.359271,True,True
2197,123,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.350926,0.352076,True,True
2198,123,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.351534,0.348434,True,True
2199,123,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.352293,0.366493,True,True
2200,123,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.353203,0.362003,True,True
2201,123,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.354263,0.356563,True,True
2202,123,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.355473,0.364273,True,True
2203,123,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.35683,0.35798,True,True
2204,123,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.358334,0.355234,True,True
2205,123,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.359984,0.374184,True,True
2206,123,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.361778,0.370578,True,True
2207,123,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.363714,0.366014,True,True
2208,123,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.365791,0.374591,True,True
2209,123,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.368007,0.369157,True,True
2210,123,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.370359,0.367259,True,True
2211,123,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.372846,0.387046,True,True
2212,123,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.375466,0.384266,True,True
2213,123,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.378215,0.380515,True,True
2214,124,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.352293,0.351993,True,True
2215,124,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.353203,0.354353,True,True
2216,124,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.354263,0.353963,True,True
2217,124,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.355473,0.360573,True,True
2218,124,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.35683,0.36563,True,True
2219,124,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.358334,0.363434,True,True
2220,124,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.359984,0.359684,True,True
2221,124,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.361778,0.362928,True,True
2222,124,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.363714,0.363414,True,True
2223,124,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.365791,0.370891,True,True
2224,124,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.368007,0.376807,True,True
2225,124,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.370359,0.375459,True,True
2226,124,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.372846,0.372546,True,True
2227,124,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.375466,0.376616,True,True
2228,124,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.378215,0.377915,True,True
2229,124,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.381092,0.386192,True,True
2230,124,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.384094,0.392894,True,True
2231,124,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.387219,0.392319,True,True
2232,125,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.355473,0.364273,True,True
2233,125,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.35683,0.34608,True,True
2234,125,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.358334,0.367134,True,True
2235,125,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.359984,0.374184,True,True
2236,125,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.361778,0.358678,True,True
2237,125,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.363714,0.377914,True,True
2238,125,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.365791,0.374591,True,True
2239,125,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.368007,0.357257,True,True
2240,125,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.370359,0.379159,True,True
2241,125,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.372846,0.387046,True,True
2242,125,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.375466,0.372366,True,True
2243,125,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.378215,0.392415,True,True
2244,125,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.381092,0.389892,True,True
2245,125,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.384094,0.373344,True,True
2246,125,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.387219,0.396019,True,True
2247,125,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.390463,0.404663,True,True
2248,125,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.393823,0.390723,True,True
2249,125,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.397297,0.411497,True,True
2250,126,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.359984,0.368784,True,True
2251,126,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.361778,0.353828,True,True
2252,126,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.363714,0.363414,True,True
2253,126,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.365791,0.379991,True,True
2254,126,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.368007,0.367707,True,True
2255,126,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.370359,0.375459,True,True
2256,126,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.372846,0.381646,True,True
2257,126,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.375466,0.367516,True,True
2258,126,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.378215,0.377915,True,True
2259,126,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.381092,0.395292,True,True
2260,126,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.384094,0.383794,True,True
2261,126,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.387219,0.392319,True,True
2262,126,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.390463,0.399263,True,True
2263,126,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.393823,0.385873,True,True
2264,126,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.397297,0.396997,True,True
2265,126,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.400882,0.415082,True,True
2266,126,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.404574,0.404274,True,True
2267,126,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.408369,0.413469,True,True
2268,127,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.365791,0.362691,True,True
2269,127,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.368007,0.369157,True,True
2270,127,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.370359,0.379159,True,True
2271,127,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.372846,0.375146,True,True
2272,127,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.375466,0.384266,True,True
2273,127,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.378215,0.392415,True,True
2274,127,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.381092,0.377992,True,True
2275,127,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.384094,0.385244,True,True
2276,127,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.387219,0.396019,True,True
2277,127,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.390463,0.392763,True,True
2278,127,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.393823,0.402623,True,True
2279,127,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.397297,0.411497,True,True
2280,127,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.400882,0.397782,True,True
2281,127,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.404574,0.405724,True,True
2282,127,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.408369,0.417169,True,True
2283,127,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.412265,0.414565,True,True
2284,127,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.416258,0.425058,True,True
2285,127,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.420345,0.434545,True,True
2286,128,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.372846,0.372546,True,True
2287,128,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.375466,0.367516,True,True
2288,128,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.378215,0.387015,True,True
2289,128,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.381092,0.386192,True,True
2290,128,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.384094,0.383794,True,True
2291,128,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.387219,0.401419,True,True
2292,128,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.390463,0.390163,True,True
2293,128,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.393823,0.385873,True,True
2294,128,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.397297,0.406097,True,True
2295,128,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.400882,0.405982,True,True
2296,128,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.404574,0.404274,True,True
2297,128,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.408369,0.422569,True,True
2298,128,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.412265,0.411965,True,True
2299,128,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.416258,0.408308,True,True
2300,128,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.420345,0.429145,True,True
2301,128,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.424521,0.429621,True,True
2302,128,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.428783,0.428483,True,True
2303,128,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.433127,0.447327,True,True
2304,129,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.381092,0.389892,True,True
2305,129,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.384094,0.385244,True,True
2306,129,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.387219,0.384119,True,True
2307,129,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.390463,0.404663,True,True
2308,129,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.393823,0.402623,True,True
2309,129,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.397297,0.399597,True,True
2310,129,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.400882,0.409682,True,True
2311,129,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.404574,0.405724,True,True
2312,129,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.408369,0.405269,True,True
2313,129,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.412265,0.426465,True,True
2314,129,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.416258,0.425058,True,True
2315,129,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.420345,0.422645,True,True
2316,129,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.424521,0.433321,True,True
2317,129,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.428783,0.429933,True,True
2318,129,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.433127,0.430027,True,True
2319,129,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.437549,0.451749,True,True
2320,129,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.442045,0.450845,True,True
2321,129,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.446612,0.448912,True,True
2322,130,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.390463,0.390163,True,True
2323,130,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.393823,0.394973,True,True
2324,130,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.397297,0.396997,True,True
2325,130,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.400882,0.405982,True,True
2326,130,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.404574,0.413374,True,True
2327,130,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.408369,0.413469,True,True
2328,130,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.412265,0.411965,True,True
2329,130,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.416258,0.417408,True,True
2330,130,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.420345,0.420045,True,True
2331,130,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.424521,0.429621,True,True
2332,130,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.428783,0.437583,True,True
2333,130,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.433127,0.438227,True,True
2334,130,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.437549,0.437249,True,True
2335,130,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.442045,0.443195,True,True
2336,130,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.446612,0.446312,True,True
2337,130,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.451245,0.456345,True,True
2338,130,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.455939,0.464739,True,True
2339,130,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.460691,0.465791,True,True
2340,131,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.400882,0.409682,True,True
2341,131,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.404574,0.393824,True,True
2342,131,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.408369,0.417169,True,True
2343,131,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.412265,0.426465,True,True
2344,131,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.416258,0.413158,True,True
2345,131,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.420345,0.434545,True,True
2346,131,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.424521,0.433321,True,True
2347,131,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.428783,0.418033,True,True
2348,131,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.433127,0.441927,True,True
2349,131,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.437549,0.451749,True,True
2350,131,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.442045,0.438945,True,True
2351,131,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.446612,0.460812,True,True
2352,131,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.451245,0.460045,True,True
2353,131,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.455939,0.445189,True,True
2354,131,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.460691,0.469491,True,True
2355,131,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.465497,0.479697,True,True
2356,131,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.470351,0.467251,True,True
2357,131,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.475251,0.489451,True,True
2358,132,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.412265,0.421065,True,True
2359,132,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.416258,0.408308,True,True
2360,132,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.420345,0.420045,True,True
2361,132,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.424521,0.438721,True,True
2362,132,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.428783,0.428483,True,True
2363,132,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.433127,0.438227,True,True
2364,132,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.437549,0.446349,True,True
2365,132,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.442045,0.434095,True,True
2366,132,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.446612,0.446312,True,True
2367,132,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.451245,0.465445,True,True
2368,132,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.455939,0.455639,True,True
2369,132,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.460691,0.465791,True,True
2370,132,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.465497,0.474297,True,True
2371,132,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.470351,0.462401,True,True
2372,132,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.475251,0.474951,True,True
2373,132,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.48019,0.49439,True,True
2374,132,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.485165,0.484865,True,True
2375,132,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.490172,0.495272,True,True
2376,133,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.424521,0.421421,True,True
2377,133,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.428783,0.429933,True,True
2378,133,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.433127,0.441927,True,True
2379,133,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.437549,0.439849,True,True
2380,133,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.442045,0.450845,True,True
2381,133,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.446612,0.460812,True,True
2382,133,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.451245,0.448145,True,True
2383,133,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.455939,0.457089,True,True
2384,133,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.460691,0.469491,True,True
2385,133,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.465497,0.467797,True,True
2386,133,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.470351,0.479151,True,True
2387,133,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.475251,0.489451,True,True
2388,133,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.48019,0.47709,True,True
