tick_id,day,route_id,agent,source_decision_day,delay_days,reaction_due,trust_before,trust_delta,trust_after,posture_reaction,proximity_delta,delayed_reaction_visible,persists_after_reload
566,48,orchard_riverbend,Ivo,48,0,False,0.646,0.0,0.646,listening tilt,0.0,False,False
567,48,central_repair_ring,Pax,38,10,False,0.648,0.0,0.648,relieved reset stance,0.0,False,False
568,48,riverbend_roofward,Ari,47,1,False,0.796,0.0,0.796,listening tilt,0.0,False,False
569,48,roofward_archive,Nia,47,1,False,0.662,0.0,0.662,guarded crossed arms,0.0,False,False
570,48,archive_signal,Nia,43,5,False,0.834,0.0,0.834,guarded crossed arms,0.0,False,False
571,48,signal_orchard,Ivo,47,1,False,0.86,0.0,0.86,listening tilt,0.0,False,False
572,48,orchard_riverbend,Ivo,48,0,False,0.646,0.0,0.646,listening tilt,0.0,False,False
573,48,central_repair_ring,Pax,48,0,False,0.648,0.0,0.648,relieved reset stance,0.0,False,False
574,48,riverbend_roofward,Ari,48,0,False,0.796,0.0,0.796,listening tilt,0.0,False,False
575,48,roofward_archive,Nia,47,1,False,0.662,0.0,0.662,guarded crossed arms,0.0,False,False
576,49,archive_signal,Nia,43,6,False,0.834,0.0,0.834,guarded crossed arms,0.0,False,False
577,49,signal_orchard,Ivo,47,2,False,0.86,0.0,0.86,route-board reach,0.0,False,False
578,49,orchard_riverbend,Ivo,49,0,False,0.646,0.0,0.646,route-board reach,0.0,False,False
579,49,central_repair_ring,Pax,49,0,False,0.648,0.0,0.648,careful pointing,0.0,False,False
580,49,riverbend_roofward,Ari,48,1,False,0.796,0.0,0.796,route-board reach,0.0,False,False
581,49,roofward_archive,Nia,47,2,False,0.662,0.0,0.662,guarded crossed arms,0.0,False,False
582,49,archive_signal,Nia,49,0,False,0.834,0.0,0.834,guarded crossed arms,0.0,False,False
583,49,signal_orchard,Ivo,47,2,False,0.86,0.0,0.86,route-board reach,0.0,False,False
584,49,orchard_riverbend,Ivo,49,0,False,0.646,0.0,0.646,route-board reach,0.0,False,False
585,49,central_repair_ring,Pax,49,0,False,0.648,0.0,0.648,careful pointing,0.0,False,False
586,49,riverbend_roofward,Ari,48,1,False,0.796,0.0,0.796,route-board reach,0.0,False,False
587,49,roofward_archive,Nia,49,0,False,0.662,0.0,0.662,guarded crossed arms,0.0,False,False
588,50,archive_signal,Nia,49,1,False,0.834,0.0,0.834,guarded crossed arms,0.0,False,False
589,50,signal_orchard,Ivo,47,3,False,0.86,0.0,0.86,open forward lean,0.0,False,False
590,50,orchard_riverbend,Ivo,50,0,False,0.646,0.0,0.646,relieved reset stance,0.0,False,False
591,50,central_repair_ring,Pax,50,0,False,0.648,0.0,0.648,careful pointing,0.0,False,False
592,50,riverbend_roofward,Ari,48,2,False,0.796,0.0,0.796,open forward lean,0.0,False,False
593,50,roofward_archive,Nia,49,1,False,0.662,0.0,0.662,guarded crossed arms,0.0,False,False
594,50,archive_signal,Nia,50,0,False,0.834,0.0,0.834,guarded crossed arms,0.0,False,False
595,50,signal_orchard,Ivo,50,0,False,0.86,0.0,0.86,open forward lean,0.0,False,False
596,50,orchard_riverbend,Ivo,50,0,False,0.646,0.0,0.646,relieved reset stance,0.0,False,False
597,50,central_repair_ring,Pax,50,0,False,0.648,0.0,0.648,careful pointing,0.0,False,False
598,50,riverbend_roofward,Ari,48,2,False,0.796,0.0,0.796,open forward lean,0.0,False,False
599,50,roofward_archive,Nia,49,1,False,0.662,0.0,0.662,guarded crossed arms,0.0,False,False
600,51,archive_signal,Nia,50,1,False,0.834,0.0,0.834,guarded crossed arms,0.0,False,False
601,51,signal_orchard,Ivo,50,1,False,0.86,0.0,0.86,guarded crossed arms,0.0,False,False
602,51,orchard_riverbend,Ivo,51,0,False,0.646,0.0,0.646,guarded crossed arms,0.0,False,False
603,51,central_repair_ring,Pax,51,0,False,0.648,0.0,0.648,careful pointing,0.0,False,False
604,51,riverbend_roofward,Ari,48,3,False,0.796,0.0,0.796,guarded crossed arms,0.0,False,False
605,51,roofward_archive,Nia,49,2,False,0.662,0.0,0.662,guarded crossed arms,0.0,False,False
606,51,archive_signal,Nia,51,0,False,0.834,0.0,0.834,guarded crossed arms,0.0,False,False
607,51,signal_orchard,Ivo,50,1,False,0.86,0.0,0.86,guarded crossed arms,0.0,False,False
608,51,orchard_riverbend,Ivo,51,0,False,0.646,0.0,0.646,guarded crossed arms,0.0,False,False
609,51,central_repair_ring,Pax,51,0,False,0.648,0.0,0.648,careful pointing,0.0,False,False
610,51,riverbend_roofward,Ari,48,3,False,0.796,0.0,0.796,guarded crossed arms,0.0,False,False
611,51,roofward_archive,Nia,49,2,False,0.662,0.0,0.662,guarded crossed arms,0.0,False,False
612,52,archive_signal,Nia,51,1,False,0.834,0.0,0.834,open forward lean,0.0,False,False
613,52,signal_orchard,Ivo,50,2,False,0.86,0.0,0.86,relieved reset stance,0.0,False,False
614,52,orchard_riverbend,Ivo,52,0,False,0.646,0.0,0.646,relieved reset stance,0.0,False,False
615,52,central_repair_ring,Pax,52,0,False,0.648,0.0,0.648,careful pointing,0.0,False,False
616,52,riverbend_roofward,Ari,48,4,False,0.796,0.0,0.796,relieved reset stance,0.0,False,False
617,52,roofward_archive,Nia,49,3,False,0.662,0.0,0.662,open forward lean,0.0,False,False
618,52,archive_signal,Nia,52,0,False,0.834,0.0,0.834,open forward lean,0.0,False,False
619,52,signal_orchard,Ivo,50,2,False,0.86,0.0,0.86,relieved reset stance,0.0,False,False
620,52,orchard_riverbend,Ivo,52,0,False,0.646,0.0,0.646,relieved reset stance,0.0,False,False
621,52,central_repair_ring,Pax,52,0,False,0.648,0.0,0.648,careful pointing,0.0,False,False
622,52,riverbend_roofward,Ari,48,4,False,0.796,0.0,0.796,relieved reset stance,0.0,False,False
623,52,roofward_archive,Nia,52,0,False,0.662,0.0,0.662,open forward lean,0.0,False,False
624,53,archive_signal,Nia,52,1,False,0.834,0.0,0.834,open forward lean,0.0,False,False
625,53,signal_orchard,Ivo,50,3,False,0.86,0.0,0.86,careful pointing,0.0,False,False
626,53,orchard_riverbend,Ivo,53,0,False,0.646,0.0,0.646,careful pointing,0.0,False,False
627,53,central_repair_ring,Pax,53,0,False,0.648,0.0,0.648,careful pointing,0.0,False,False
628,53,riverbend_roofward,Ari,48,5,False,0.796,0.0,0.796,careful pointing,0.0,False,False
629,53,roofward_archive,Nia,52,1,False,0.662,0.0,0.662,route-board reach,0.0,False,False
630,53,archive_signal,Nia,53,0,False,0.834,0.0,0.834,route-board reach,0.0,False,False
631,53,signal_orchard,Ivo,50,3,False,0.86,0.0,0.86,careful pointing,0.0,False,False
632,53,orchard_riverbend,Ivo,53,0,False,0.646,0.0,0.646,careful pointing,0.0,False,False
633,53,central_repair_ring,Pax,53,0,False,0.648,0.0,0.648,careful pointing,0.0,False,False
634,53,riverbend_roofward,Ari,48,5,False,0.796,0.0,0.796,careful pointing,0.0,False,False
635,53,roofward_archive,Nia,53,0,False,0.662,0.0,0.662,route-board reach,0.0,False,False
636,54,signal_orchard,Milo,50,4,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
637,54,orchard_riverbend,Ari,54,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
638,54,central_repair_ring,Juno,54,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
639,54,riverbend_roofward,Fay,54,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
640,54,roofward_archive,Fay,53,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
641,54,archive_signal,Milo,53,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
642,54,signal_orchard,Milo,54,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
643,54,orchard_riverbend,Ari,54,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
644,54,central_repair_ring,Juno,54,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
645,54,riverbend_roofward,Fay,54,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
646,54,roofward_archive,Fay,53,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
647,54,archive_signal,Milo,54,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
648,55,signal_orchard,Milo,54,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
649,55,orchard_riverbend,Ari,54,1,False,0.58,0.0,0.58,open forward lean,0.0,False,False
650,55,central_repair_ring,Juno,55,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
651,55,riverbend_roofward,Fay,55,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
652,55,roofward_archive,Fay,53,2,False,0.58,0.0,0.58,open forward lean,0.0,False,False
653,55,archive_signal,Milo,54,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
654,55,signal_orchard,Milo,55,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
655,55,orchard_riverbend,Ari,54,1,False,0.58,0.0,0.58,open forward lean,0.0,False,False
656,55,central_repair_ring,Juno,55,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
657,55,riverbend_roofward,Fay,55,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
658,55,roofward_archive,Fay,55,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
659,55,archive_signal,Milo,54,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
660,56,signal_orchard,Milo,55,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
661,56,orchard_riverbend,Ari,54,2,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
662,56,central_repair_ring,Juno,56,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
663,56,riverbend_roofward,Fay,56,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
664,56,roofward_archive,Fay,55,1,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
665,56,archive_signal,Milo,54,2,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
666,56,signal_orchard,Milo,56,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
667,56,orchard_riverbend,Ari,54,2,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
668,56,central_repair_ring,Juno,56,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
669,56,riverbend_roofward,Fay,56,0,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
670,56,roofward_archive,Fay,55,1,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
671,56,archive_signal,Milo,54,2,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
672,57,signal_orchard,Milo,56,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
673,57,orchard_riverbend,Ari,54,3,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
674,57,central_repair_ring,Juno,57,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
675,57,riverbend_roofward,Fay,57,0,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
676,57,roofward_archive,Fay,55,2,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
677,57,archive_signal,Milo,54,3,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
678,57,signal_orchard,Milo,57,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
679,57,orchard_riverbend,Ari,54,3,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
680,57,central_repair_ring,Juno,57,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
681,57,riverbend_roofward,Fay,57,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
682,57,roofward_archive,Fay,55,2,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
683,57,archive_signal,Milo,57,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
684,58,signal_orchard,Milo,57,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
685,58,orchard_riverbend,Ari,54,4,False,0.58,0.0,0.58,careful pointing,0.0,False,False
686,58,central_repair_ring,Juno,58,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
687,58,riverbend_roofward,Fay,58,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
688,58,roofward_archive,Fay,55,3,False,0.58,0.0,0.58,careful pointing,0.0,False,False
689,58,archive_signal,Milo,57,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
690,58,signal_orchard,Milo,58,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
691,58,orchard_riverbend,Ari,54,4,False,0.58,0.0,0.58,careful pointing,0.0,False,False
692,58,central_repair_ring,Juno,58,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
693,58,riverbend_roofward,Fay,58,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
694,58,roofward_archive,Fay,55,3,False,0.58,0.0,0.58,careful pointing,0.0,False,False
695,58,archive_signal,Milo,58,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
696,59,signal_orchard,Milo,58,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
697,59,orchard_riverbend,Ari,54,5,False,0.58,0.0,0.58,listening tilt,0.0,False,False
698,59,central_repair_ring,Juno,59,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
699,59,riverbend_roofward,Fay,59,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
700,59,roofward_archive,Fay,55,4,False,0.58,0.0,0.58,listening tilt,0.0,False,False
701,59,archive_signal,Milo,58,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
702,59,signal_orchard,Milo,59,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
703,59,orchard_riverbend,Ari,54,5,False,0.58,0.0,0.58,listening tilt,0.0,False,False
704,59,central_repair_ring,Juno,59,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
705,59,riverbend_roofward,Fay,59,0,False,0.58,0.0,0.58,listening tilt,0.0,False,False
706,59,roofward_archive,Fay,55,4,False,0.58,0.0,0.58,listening tilt,0.0,False,False
707,59,archive_signal,Milo,58,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
708,60,orchard_riverbend,Ivo,54,6,False,0.646,0.0,0.646,careful pointing,0.0,False,False
709,60,central_repair_ring,Pax,59,1,False,0.648,0.0,0.648,open forward lean,0.0,False,False
710,60,riverbend_roofward,Ari,60,0,False,0.796,0.0,0.796,listening tilt,0.0,False,False
711,60,roofward_archive,Nia,60,0,False,0.662,0.0,0.662,route-board reach,0.0,False,False
712,60,archive_signal,Nia,58,2,False,0.834,0.0,0.834,open forward lean,0.0,False,False
713,60,signal_orchard,Ivo,59,1,False,0.86,0.0,0.86,relieved reset stance,0.0,False,False
714,60,orchard_riverbend,Ivo,60,0,False,0.646,0.0,0.646,relieved reset stance,0.0,False,False
715,60,central_repair_ring,Pax,59,1,False,0.648,0.0,0.648,open forward lean,0.0,False,False
716,60,riverbend_roofward,Ari,60,0,False,0.796,0.0,0.796,listening tilt,0.0,False,False
717,60,roofward_archive,Nia,60,0,False,0.662,0.0,0.662,open forward lean,0.0,False,False
718,60,archive_signal,Nia,58,2,False,0.834,0.0,0.834,open forward lean,0.0,False,False
719,60,signal_orchard,Ivo,60,0,False,0.86,0.0,0.86,relieved reset stance,0.0,False,False
720,61,orchard_riverbend,Ivo,60,1,False,0.646,0.0,0.646,relieved reset stance,0.0,False,False
721,61,central_repair_ring,Pax,61,0,False,0.648,0.0,0.648,guarded crossed arms,0.0,False,False
722,61,riverbend_roofward,Ari,60,1,False,0.796,0.0,0.796,listening tilt,0.0,False,False
723,61,roofward_archive,Nia,61,0,False,0.662,0.0,0.662,open forward lean,0.0,False,False
724,61,archive_signal,Nia,58,3,False,0.834,0.0,0.834,guarded crossed arms,0.0,False,False
725,61,signal_orchard,Ivo,60,1,False,0.86,0.0,0.86,relieved reset stance,0.0,False,False
726,61,orchard_riverbend,Ivo,61,0,False,0.646,0.0,0.646,relieved reset stance,0.0,False,False
727,61,central_repair_ring,Pax,61,0,False,0.648,0.0,0.648,guarded crossed arms,0.0,False,False
728,61,riverbend_roofward,Ari,60,1,False,0.796,0.0,0.796,listening tilt,0.0,False,False
729,61,roofward_archive,Nia,61,0,False,0.662,0.0,0.662,guarded crossed arms,0.0,False,False
730,61,archive_signal,Nia,58,3,False,0.834,0.0,0.834,guarded crossed arms,0.0,False,False
731,61,signal_orchard,Ivo,60,1,False,0.86,0.0,0.86,relieved reset stance,0.0,False,False
732,62,orchard_riverbend,Ivo,61,1,False,0.646,0.0,0.646,relieved reset stance,0.0,False,False
733,62,central_repair_ring,Pax,61,1,False,0.648,0.0,0.648,relieved reset stance,0.0,False,False
734,62,riverbend_roofward,Ari,62,0,False,0.796,0.0,0.796,listening tilt,0.0,False,False
735,62,roofward_archive,Nia,62,0,False,0.662,0.0,0.662,open forward lean,0.0,False,False
736,62,archive_signal,Nia,58,4,False,0.834,0.0,0.834,relieved reset stance,0.0,False,False
737,62,signal_orchard,Ivo,60,2,False,0.86,0.0,0.86,relieved reset stance,0.0,False,False
738,62,orchard_riverbend,Ivo,62,0,False,0.646,0.0,0.646,relieved reset stance,0.0,False,False
739,62,central_repair_ring,Pax,61,1,False,0.648,0.0,0.648,relieved reset stance,0.0,False,False
740,62,riverbend_roofward,Ari,62,0,False,0.796,0.0,0.796,listening tilt,0.0,False,False
741,62,roofward_archive,Nia,62,0,False,0.662,0.0,0.662,open forward lean,0.0,False,False
742,62,archive_signal,Nia,62,0,False,0.834,0.0,0.834,relieved reset stance,0.0,False,False
743,62,signal_orchard,Ivo,62,0,False,0.86,0.0,0.86,relieved reset stance,0.0,False,False
744,63,orchard_riverbend,Ivo,62,1,False,0.646,0.0,0.646,relieved reset stance,0.0,False,False
745,63,central_repair_ring,Pax,61,2,False,0.648,0.0,0.648,careful pointing,0.0,False,False
746,63,riverbend_roofward,Ari,63,0,False,0.796,0.0,0.796,route-board reach,0.0,False,False
747,63,roofward_archive,Nia,62,1,False,0.662,0.0,0.662,relieved reset stance,0.0,False,False
748,63,archive_signal,Nia,62,1,False,0.834,0.0,0.834,careful pointing,0.0,False,False
749,63,signal_orchard,Ivo,62,1,False,0.86,0.0,0.86,relieved reset stance,0.0,False,False
750,63,orchard_riverbend,Ivo,63,0,False,0.646,0.0,0.646,relieved reset stance,0.0,False,False
751,63,central_repair_ring,Pax,61,2,False,0.648,0.0,0.648,careful pointing,0.0,False,False
752,63,riverbend_roofward,Ari,63,0,False,0.796,0.0,0.796,route-board reach,0.0,False,False
753,63,roofward_archive,Nia,63,0,False,0.662,0.0,0.662,careful pointing,0.0,False,False
754,63,archive_signal,Nia,62,1,False,0.834,0.0,0.834,careful pointing,0.0,False,False
755,63,signal_orchard,Ivo,63,0,False,0.86,0.0,0.86,relieved reset stance,0.0,False,False
756,64,orchard_riverbend,Ivo,63,1,False,0.646,0.0,0.646,relieved reset stance,0.0,False,False
757,64,central_repair_ring,Pax,61,3,False,0.648,0.0,0.648,listening tilt,0.0,False,False
758,64,riverbend_roofward,Ari,64,0,False,0.796,0.0,0.796,route-board reach,0.0,False,False
759,64,roofward_archive,Nia,63,1,False,0.662,0.0,0.662,careful pointing,0.0,False,False
760,64,archive_signal,Nia,62,2,False,0.834,0.0,0.834,listening tilt,0.0,False,False
761,64,signal_orchard,Ivo,63,1,False,0.86,0.0,0.86,relieved reset stance,0.0,False,False
762,64,orchard_riverbend,Ivo,64,0,False,0.646,0.0,0.646,relieved reset stance,0.0,False,False
763,64,central_repair_ring,Pax,61,3,False,0.648,0.0,0.648,listening tilt,0.0,False,False
764,64,riverbend_roofward,Ari,64,0,False,0.796,0.0,0.796,route-board reach,0.0,False,False
765,64,roofward_archive,Nia,64,0,False,0.662,0.0,0.662,listening tilt,0.0,False,False
766,64,archive_signal,Nia,62,2,False,0.834,0.0,0.834,listening tilt,0.0,False,False
767,64,signal_orchard,Ivo,63,1,False,0.86,0.0,0.86,relieved reset stance,0.0,False,False
768,65,orchard_riverbend,Ivo,64,1,False,0.646,0.0,0.646,relieved reset stance,0.0,False,False
769,65,central_repair_ring,Pax,61,4,False,0.648,0.0,0.648,route-board reach,0.0,False,False
770,65,riverbend_roofward,Ari,65,0,False,0.796,0.0,0.796,route-board reach,0.0,False,False
771,65,roofward_archive,Nia,65,0,False,0.662,0.0,0.662,listening tilt,0.0,False,False
772,65,archive_signal,Nia,62,3,False,0.834,0.0,0.834,route-board reach,0.0,False,False
773,65,signal_orchard,Ivo,63,2,False,0.86,0.0,0.86,relieved reset stance,0.0,False,False
774,65,orchard_riverbend,Ivo,65,0,False,0.646,0.0,0.646,relieved reset stance,0.0,False,False
775,65,central_repair_ring,Pax,61,4,False,0.648,0.0,0.648,route-board reach,0.0,False,False
776,65,riverbend_roofward,Ari,65,0,False,0.796,0.0,0.796,route-board reach,0.0,False,False
777,65,roofward_archive,Nia,65,0,False,0.662,0.0,0.662,route-board reach,0.0,False,False
778,65,archive_signal,Nia,62,3,False,0.834,0.0,0.834,route-board reach,0.0,False,False
779,65,signal_orchard,Ivo,63,2,False,0.86,0.0,0.86,relieved reset stance,0.0,False,False
780,66,central_repair_ring,Juno,61,5,False,0.58,0.0,0.58,route-board reach,0.0,False,False
781,66,riverbend_roofward,Fay,65,1,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
782,66,roofward_archive,Fay,66,0,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
783,66,archive_signal,Milo,66,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
784,66,signal_orchard,Milo,66,0,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
785,66,orchard_riverbend,Ari,65,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
786,66,central_repair_ring,Juno,66,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
787,66,riverbend_roofward,Fay,65,1,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
788,66,roofward_archive,Fay,66,0,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
789,66,archive_signal,Milo,66,0,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
790,66,signal_orchard,Milo,66,0,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
791,66,orchard_riverbend,Ari,66,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
792,67,central_repair_ring,Juno,66,1,False,0.58,0.0,0.58,open forward lean,0.0,False,False
793,67,riverbend_roofward,Fay,65,2,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
794,67,roofward_archive,Fay,67,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
795,67,archive_signal,Milo,67,0,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
796,67,signal_orchard,Milo,66,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
797,67,orchard_riverbend,Ari,66,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
798,67,central_repair_ring,Juno,66,1,False,0.58,0.0,0.58,open forward lean,0.0,False,False
799,67,riverbend_roofward,Fay,65,2,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
800,67,roofward_archive,Fay,67,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
801,67,archive_signal,Milo,67,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
802,67,signal_orchard,Milo,66,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
803,67,orchard_riverbend,Ari,67,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
804,68,central_repair_ring,Juno,66,2,False,0.58,0.0,0.58,open forward lean,0.0,False,False
805,68,riverbend_roofward,Fay,68,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
806,68,roofward_archive,Fay,68,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
807,68,archive_signal,Milo,68,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
808,68,signal_orchard,Milo,66,2,False,0.58,0.0,0.58,careful pointing,0.0,False,False
809,68,orchard_riverbend,Ari,67,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
810,68,central_repair_ring,Juno,68,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
811,68,riverbend_roofward,Fay,68,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
812,68,roofward_archive,Fay,68,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
813,68,archive_signal,Milo,68,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
814,68,signal_orchard,Milo,66,2,False,0.58,0.0,0.58,careful pointing,0.0,False,False
815,68,orchard_riverbend,Ari,68,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
816,69,central_repair_ring,Juno,68,1,False,0.58,0.0,0.58,open forward lean,0.0,False,False
817,69,riverbend_roofward,Fay,68,1,False,0.58,0.0,0.58,listening tilt,0.0,False,False
818,69,roofward_archive,Fay,69,0,False,0.58,0.0,0.58,listening tilt,0.0,False,False
819,69,archive_signal,Milo,69,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
820,69,signal_orchard,Milo,66,3,False,0.58,0.0,0.58,listening tilt,0.0,False,False
821,69,orchard_riverbend,Ari,68,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
822,69,central_repair_ring,Juno,69,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
823,69,riverbend_roofward,Fay,68,1,False,0.58,0.0,0.58,listening tilt,0.0,False,False
824,69,roofward_archive,Fay,69,0,False,0.58,0.0,0.58,listening tilt,0.0,False,False
825,69,archive_signal,Milo,69,0,False,0.58,0.0,0.58,listening tilt,0.0,False,False
826,69,signal_orchard,Milo,66,3,False,0.58,0.0,0.58,listening tilt,0.0,False,False
827,69,orchard_riverbend,Ari,68,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
828,70,central_repair_ring,Juno,69,1,False,0.58,0.0,0.58,open forward lean,0.0,False,False
829,70,riverbend_roofward,Fay,68,2,False,0.58,0.0,0.58,route-board reach,0.0,False,False
830,70,roofward_archive,Fay,70,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
831,70,archive_signal,Milo,70,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
832,70,signal_orchard,Milo,66,4,False,0.58,0.0,0.58,route-board reach,0.0,False,False
833,70,orchard_riverbend,Ari,68,2,False,0.58,0.0,0.58,route-board reach,0.0,False,False
834,70,central_repair_ring,Juno,70,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
835,70,riverbend_roofward,Fay,68,2,False,0.58,0.0,0.58,route-board reach,0.0,False,False
836,70,roofward_archive,Fay,70,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
837,70,archive_signal,Milo,70,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
838,70,signal_orchard,Milo,66,4,False,0.58,0.0,0.58,route-board reach,0.0,False,False
839,70,orchard_riverbend,Ari,68,2,False,0.58,0.0,0.58,route-board reach,0.0,False,False
840,71,central_repair_ring,Juno,70,1,False,0.58,0.0,0.58,open forward lean,0.0,False,False
841,71,riverbend_roofward,Fay,68,3,False,0.58,0.0,0.58,open forward lean,0.0,False,False
842,71,roofward_archive,Fay,71,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
843,71,archive_signal,Milo,71,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
844,71,signal_orchard,Milo,66,5,False,0.58,0.0,0.58,open forward lean,0.0,False,False
845,71,orchard_riverbend,Ari,68,3,False,0.58,0.0,0.58,route-board reach,0.0,False,False
846,71,central_repair_ring,Juno,71,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
847,71,riverbend_roofward,Fay,68,3,False,0.58,0.0,0.58,open forward lean,0.0,False,False
848,71,roofward_archive,Fay,71,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
849,71,archive_signal,Milo,71,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
