tick_index,agent,circadian_phase,wake_pressure,sleep_debt,sleep_quality,rest_recovery,dream_memory_sorting,fatigue_next_tick,rhythm_vibration_hz,flower_phase_deg,sleep_state
486,Fay,0.722318,0.659925,0.082408,0.36,0.08,0.174,0.167589,2.392283,304.633304,awake_active
487,Milo,0.831441,0.718253,0.059527,0.268838,0.08,0.160326,0.225113,2.570239,87.071068,awake_active
488,Sol,0.68795,0.626531,0.07917,0.227634,0.08,0.154145,0.190904,2.106486,211.818832,awake_active
489,Ari,0.994482,0.82829,0.099261,0.226786,0.08,0.154018,0.20484,2.258655,352.516596,awake_active
490,Fay,0.973884,0.82636,0.104416,0.466961,0.08,0.190044,0.176902,2.417405,134.66436,awake_active
491,Milo,0.999078,0.836077,0.078927,0.36,0.08,0.174,0.165292,2.590121,277.102124,awake_active
492,Sol,0.960525,0.816903,0.142277,0.316464,0.08,0.16747,0.241786,2.147876,41.849888,awake_active
493,Ari,0.902032,0.785094,0.162241,0.3171,0.08,0.167565,0.254456,2.254216,182.547652,awake_active
494,Fay,0.947856,0.815864,0.126484,0.466657,0.08,0.189999,0.19171,2.425635,324.695416,awake_active
495,Milo,0.874362,0.761691,0.101296,0.345156,0.08,0.171773,0.191881,2.589608,107.13318,awake_active
496,Sol,0.96333,0.836369,0.161677,0.36,0.08,0.174,0.219907,2.173075,231.880944,awake_active
497,Ari,0.574077,0.592837,0.124041,0.36,0.26,0.174,0.195067,2.205174,12.578708,steady_wakefulness
498,Fay,0.65948,0.637483,0.106221,0.270318,0.26,0.160548,0.254753,2.383985,154.726472,awake_active
499,Milo,0.53035,0.547787,0.158526,0.225848,0.08,0.153877,0.244702,2.576412,297.164236,steady_wakefulness
500,Sol,0.694723,0.669892,0.184083,0.464972,0.08,0.189746,0.231067,2.173655,61.912,awake_active
501,Ari,0.202729,0.344478,0.146313,0.465641,0.08,0.189846,0.205606,2.222901,202.609764,steady_wakefulness
502,Fay,0.277682,0.387459,0.068021,0.36,0.26,0.174,0.158094,2.371082,344.757528,steady_wakefulness
503,Milo,0.168559,0.332265,0.221587,0.316695,0.08,0.167504,0.293948,2.57258,127.195292,steady_wakefulness
504,Sol,0.31205,0.431255,0.206839,0.463218,0.08,0.189483,0.247483,2.165538,251.943056,steady_wakefulness
505,Ari,0.005518,0.0,0.0,0.897625,0.76267,0.254644,0.051559,2.068726,32.64082,deep_recovery_sleep
506,Fay,0.026116,0.0,0.0,0.773232,0.51301,0.235985,0.070659,2.284204,174.788584,deep_recovery_sleep
507,Milo,0.000922,0.0,0.054419,0.79,0.5224,0.8185,0.093217,2.462483,317.226348,deep_recovery_sleep
508,Sol,0.039475,0.0,0.075328,0.695969,0.469742,0.224395,0.181928,2.041204,81.974112,deep_recovery_sleep
509,Ari,0.097968,0.0,0.0,0.697558,0.470632,0.224634,0.130946,2.159417,222.671876,deep_recovery_sleep
510,Fay,0.052144,0.0,0.0,0.653036,0.6257,0.217955,0.086415,2.298877,4.81964,deep_recovery_sleep
511,Milo,0.125638,0.0,0.0,0.893451,0.580332,0.254018,0.054884,2.4833,147.257404,deep_recovery_sleep
512,Sol,0.03667,0.0,0.0,0.79,0.5224,0.8185,0.0573,2.05877,272.005168,deep_recovery_sleep
513,Ari,0.425923,0.452591,0.063023,0.316883,0.08,0.167532,0.189146,2.351723,75.702932,steady_wakefulness
514,Fay,0.34052,0.397933,0.022624,0.463879,0.08,0.189582,0.125375,2.502099,217.850696,steady_wakefulness
515,Milo,0.46965,0.480576,0.022707,0.343465,0.08,0.17152,0.141359,2.691292,0.28846,steady_wakefulness
516,Sol,0.305277,0.375377,0.0194,0.36,0.08,0.174,0.126004,2.227757,125.036224,steady_wakefulness
517,Ari,0.797271,0.7079,0.082423,0.36,0.08,0.174,0.167599,2.409122,265.733988,awake_active
518,Fay,0.722318,0.648618,0.060679,0.266726,0.08,0.160009,0.227557,2.552921,47.881752,awake_active
519,Milo,0.831441,0.71848,0.080145,0.224811,0.08,0.153722,0.193796,2.733811,190.319516,awake_active
520,Sol,0.68795,0.62572,0.042093,0.463536,0.08,0.18953,0.138497,2.267673,315.06728,awake_active
521,Ari,0.994482,0.839547,0.105168,0.463277,0.08,0.189492,0.180334,2.417823,95.765044,awake_active
522,Fay,0.973884,0.820276,0.080079,0.36,0.08,0.174,0.166052,2.565638,237.912808,awake_active
523,Milo,0.999078,0.84185,0.144053,0.312458,0.08,0.166869,0.24615,2.731509,20.350572,awake_active
524,Sol,0.960525,0.806522,0.064837,0.463279,0.08,0.189492,0.153714,2.274071,145.098336,awake_active
525,Ari,0.902032,0.786748,0.127431,0.465684,0.08,0.189853,0.19311,2.369414,285.7961,awake_active
526,Fay,0.947856,0.80905,0.102248,0.346158,0.08,0.171924,0.191711,2.523534,67.943864,awake_active
527,Milo,0.874362,0.779927,0.163453,0.36,0.08,0.174,0.221079,2.67603,210.381628,awake_active
528,Sol,0.96333,0.814686,0.102825,0.267058,0.08,0.160059,0.255109,2.232441,335.129392,awake_active
529,Ari,0.574077,0.58309,0.16549,0.266706,0.08,0.160006,0.296748,2.280292,115.827156,steady_wakefulness
530,Fay,0.65948,0.630696,0.102238,0.224046,0.26,0.153607,0.208988,2.407379,257.97492,awake_active
531,Milo,0.53035,0.565191,0.185706,0.465736,0.08,0.18986,0.231529,2.584766,40.412684,steady_wakefulness
532,Sol,0.694723,0.653414,0.064625,0.36,0.26,0.174,0.155853,2.121721,165.160448,awake_active
533,Ari,0.202729,0.356084,0.12729,0.36,0.26,0.174,0.197211,2.15696,305.858212,steady_wakefulness
534,Fay,0.277682,0.386343,0.10785,0.315944,0.26,0.167392,0.219478,2.315121,88.005976,steady_wakefulness
535,Milo,0.168559,0.339876,0.20768,0.467128,0.08,0.190069,0.244924,2.499786,230.44374,steady_wakefulness
536,Sol,0.31205,0.397807,0.087048,0.344886,0.08,0.171733,0.182693,2.066121,355.191504,steady_wakefulness
537,Ari,0.005518,0.0,0.0,0.773621,0.513228,0.236043,0.070349,2.005413,135.889268,deep_recovery_sleep
538,Fay,0.026116,0.0,0.0,0.79,0.5224,0.8185,0.0573,2.159836,278.037032,deep_recovery_sleep
539,Milo,0.000922,0.0,0.076322,0.695566,0.469517,0.224335,0.182905,2.336773,60.474796,deep_recovery_sleep
540,Sol,0.039475,0.0,0.0,0.656735,0.627772,0.21851,0.083468,1.867089,185.22256,deep_recovery_sleep
541,Ari,0.097968,0.0,0.0,0.657473,0.628185,0.218621,0.082879,1.97722,325.920324,deep_recovery_sleep
542,Fay,0.052144,0.0,0.0,0.896868,0.582246,0.25453,0.052161,2.147094,108.068088,deep_recovery_sleep
543,Milo,0.125638,0.0,0.0,0.79,0.5224,0.8185,0.0573,2.330846,250.505852,deep_recovery_sleep
544,Sol,0.03667,0.0,0.0,0.742419,0.495755,0.231363,0.095206,1.899951,15.253616,deep_recovery_sleep
545,Ari,0.425923,0.452591,0.022598,0.46401,0.08,0.189601,0.125254,2.189926,178.95138,steady_wakefulness
546,Fay,0.34052,0.397933,0.022041,0.346795,0.08,0.172019,0.138267,2.344644,321.099144,steady_wakefulness
547,Milo,0.46965,0.480576,0.0194,0.36,0.08,0.174,0.126004,2.540638,103.536908,steady_wakefulness
548,Sol,0.305277,0.375377,0.03779,0.268049,0.08,0.160207,0.211396,2.086254,228.284672,steady_wakefulness
549,Ari,0.797271,0.696581,0.060607,0.266955,0.08,0.160043,0.227327,2.276488,8.982436,awake_active
550,Fay,0.722318,0.648455,0.079677,0.22382,0.08,0.153573,0.194277,2.436131,151.1302,awake_active
551,Milo,0.831441,0.717554,0.041728,0.465362,0.08,0.189804,0.136802,2.632065,293.567964,awake_active
552,Sol,0.68795,0.63087,0.05719,0.36,0.08,0.174,0.150946,2.184061,58.315728,awake_active
553,Ari,0.994482,0.833439,0.080007,0.36,0.08,0.174,0.166005,2.349853,199.013492,awake_active
554,Fay,0.973884,0.825595,0.14305,0.315133,0.08,0.16727,0.243357,2.519341,341.161256,awake_active
555,Milo,0.999078,0.831094,0.063863,0.466325,0.08,0.189949,0.150644,2.701575,123.59902,awake_active
556,Sol,0.960525,0.810749,0.079882,0.343542,0.08,0.171531,0.179033,2.267762,248.346784,awake_active
557,Ari,0.902032,0.779703,0.101912,0.347474,0.08,0.172121,0.190441,2.381068,29.044548,awake_active
558,Fay,0.947856,0.826682,0.16245,0.36,0.08,0.174,0.220417,2.560853,171.192312,awake_active
559,Milo,0.874362,0.757473,0.101716,0.267734,0.08,0.16016,0.253837,2.724245,313.630076,awake_active
560,Sol,0.96333,0.818898,0.136786,0.227478,0.08,0.154122,0.229055,2.305408,78.37784,awake_active
561,Ari,0.574077,0.575945,0.158865,0.227238,0.08,0.154086,0.243818,2.368521,219.075604,steady_wakefulness
562,Fay,0.65948,0.647553,0.126823,0.467136,0.26,0.19007,0.191552,2.517248,1.223368,awake_active
563,Milo,0.53035,0.547904,0.063516,0.36,0.26,0.174,0.15512,2.669426,143.661132,steady_wakefulness
564,Sol,0.694723,0.662923,0.200719,0.312336,0.08,0.16685,0.283647,2.289893,268.408896,awake_active
565,Ari,0.202729,0.354229,0.222252,0.315065,0.08,0.16726,0.295684,2.333364,49.10666,steady_wakefulness
566,Fay,0.277682,0.393227,0.091492,0.465655,0.26,0.189848,0.169413,2.469525,191.254424,steady_wakefulness
567,Milo,0.168559,0.305662,0.085926,0.344949,0.08,0.171742,0.181902,2.65124,333.692188,steady_wakefulness
568,Sol,0.31205,0.435913,0.162519,0.36,0.26,0.174,0.220463,2.204696,98.439952,steady_wakefulness
569,Ari,0.005518,0.0,0.055084,0.79,0.5224,0.8185,0.093655,2.167428,239.137716,deep_recovery_sleep
570,Fay,0.026116,0.0,0.0,0.699724,0.471846,0.224959,0.12922,2.331121,21.28548,deep_recovery_sleep
571,Milo,0.000922,0.0,0.0,0.655997,0.627358,0.2184,0.084056,2.466535,163.723244,deep_recovery_sleep
572,Sol,0.039475,0.0,0.0,0.896976,0.582306,0.254546,0.052076,2.026968,288.471008,deep_recovery_sleep
573,Ari,0.097968,0.0,0.0,0.896257,0.581904,0.254439,0.052648,2.128399,69.168772,deep_recovery_sleep
574,Fay,0.052144,0.0,0.0,0.79,0.5224,0.8185,0.0573,2.289639,211.316536,deep_recovery_sleep
575,Milo,0.125638,0.0,0.0,0.747091,0.498371,0.232064,0.091484,2.453812,353.7543,deep_recovery_sleep
576,Sol,0.03667,0.0,0.0,0.896789,0.762202,0.254518,0.052225,1.955648,118.502064,deep_recovery_sleep
577,Ari,0.425923,0.452591,0.022149,0.346257,0.08,0.171938,0.138767,2.276983,282.199828,steady_wakefulness
578,Fay,0.34052,0.397933,0.0194,0.36,0.08,0.174,0.126004,2.413742,64.347592,steady_wakefulness
579,Milo,0.46965,0.480576,0.037616,0.268921,0.08,0.160338,0.210586,2.590698,206.785356,steady_wakefulness
580,Sol,0.305277,0.375377,0.057748,0.223262,0.08,0.153489,0.180248,2.116495,331.53312,steady_wakefulness
581,Ari,0.797271,0.696455,0.079585,0.22482,0.08,0.153723,0.193419,2.286412,112.230884,awake_active
582,Fay,0.722318,0.647715,0.041902,0.464489,0.08,0.189673,0.137612,2.425474,254.378648,awake_active
583,Milo,0.831441,0.722654,0.057016,0.36,0.08,0.174,0.15083,2.60241,36.816412,awake_active
584,Sol,0.68795,0.636458,0.120756,0.316958,0.08,0.167544,0.227189,2.134711,161.564176,awake_active
585,Ari,0.994482,0.838752,0.143263,0.313607,0.08,0.167041,0.244714,2.281431,302.26194,awake_active
586,Fay,0.973884,0.815018,0.064337,0.464826,0.08,0.189724,0.152151,2.429496,84.409704,awake_active
587,Milo,0.999078,0.835374,0.079281,0.345674,0.08,0.171851,0.176938,2.598437,226.847468,awake_active
588,Sol,0.960525,0.828547,0.140156,0.36,0.08,0.174,0.205703,2.152662,351.595232,awake_active
589,Ari,0.902032,0.797414,0.162663,0.36,0.08,0.174,0.220558,2.252869,132.292996,awake_active
590,Fay,0.947856,0.804642,0.102271,0.267328,0.08,0.160099,0.254528,2.412891,274.44076,awake_active
591,Milo,0.874362,0.76179,0.136815,0.224328,0.08,0.153649,0.231584,2.573296,56.878524,awake_active
592,Sol,0.96333,0.835775,0.162313,0.466215,0.08,0.189932,0.215709,2.150807,181.626288,awake_active
593,Ari,0.574077,0.592955,0.185022,0.465205,0.08,0.189781,0.231501,2.210006,322.324052,steady_wakefulness
594,Fay,0.65948,0.630703,0.064071,0.36,0.26,0.174,0.155487,2.349871,104.471816,awake_active
595,Milo,0.53035,0.557732,0.200412,0.314015,0.08,0.167102,0.282107,2.54146,246.90958,steady_wakefulness
596,Sol,0.694723,0.67007,0.184306,0.467037,0.08,0.190055,0.229569,2.132616,11.657344,awake_active
597,Ari,0.202729,0.361553,0.207229,0.465965,0.08,0.189895,0.245552,2.182281,152.355108,steady_wakefulness
598,Fay,0.277682,0.375657,0.029157,0.343573,0.26,0.171536,0.145531,2.321505,294.502872,steady_wakefulness
599,Milo,0.168559,0.343993,0.162212,0.36,0.26,0.174,0.22026,2.493908,76.940636,steady_wakefulness
600,Sol,0.31205,0.431317,0.222338,0.266838,0.08,0.160026,0.334162,2.115589,201.6884,steady_wakefulness
601,Ari,0.005518,0.0,0.07397,0.700578,0.472324,0.225087,0.17736,2.070696,342.386164,deep_recovery_sleep
602,Fay,0.026116,0.0,0.0,0.657282,0.628078,0.218592,0.083032,2.213655,124.533928,deep_recovery_sleep
603,Milo,0.000922,0.0,0.0,0.89604,0.581782,0.254406,0.052822,2.403189,266.971692,deep_recovery_sleep
604,Sol,0.039475,0.0,0.05517,0.79,0.5224,0.8185,0.093712,1.985112,31.719456,deep_recovery_sleep
605,Ari,0.097968,0.0,0.0,0.79,0.5224,0.8185,0.0573,2.106203,172.41722,deep_recovery_sleep
606,Fay,0.052144,0.0,0.0,0.743017,0.49609,0.231453,0.09473,2.281715,314.564984,deep_recovery_sleep
607,Milo,0.125638,0.0,0.0,0.89305,0.760108,0.253957,0.055204,2.414483,97.002748,deep_recovery_sleep
608,Sol,0.03667,0.0,0.0,0.774761,0.513866,0.236214,0.06944,2.028454,221.750512,deep_recovery_sleep
609,Ari,0.425923,0.452591,0.0194,0.36,0.08,0.174,0.126004,2.324972,25.448276,steady_wakefulness
610,Fay,0.34052,0.397933,0.037515,0.269426,0.08,0.160414,0.210117,2.480866,167.59604,steady_wakefulness
611,Milo,0.46965,0.480576,0.057608,0.223959,0.08,0.153594,0.1796,2.675909,310.033804,steady_wakefulness
612,Sol,0.305277,0.375377,0.022089,0.466557,0.08,0.189984,0.122888,2.218464,74.781568,steady_wakefulness
613,Ari,0.797271,0.695685,0.041921,0.464397,0.08,0.18966,0.137698,2.403377,215.479332,awake_active
614,Fay,0.722318,0.652787,0.056915,0.36,0.08,0.174,0.150764,2.557063,357.627096,awake_active
615,Milo,0.831441,0.728252,0.121001,0.315038,0.08,0.167256,0.22888,2.745418,140.06486,awake_active
616,Sol,0.68795,0.626473,0.04414,0.466741,0.08,0.190011,0.137296,2.283381,264.812624,awake_active
617,Ari,0.994482,0.828206,0.063701,0.4681,0.08,0.190215,0.149123,2.436713,45.510388,awake_active
618,Fay,0.973884,0.819222,0.078912,0.347012,0.08,0.172052,0.175629,2.592299,187.658152,awake_active
619,Milo,0.999078,0.85329,0.140401,0.36,0.08,0.174,0.205864,2.766008,330.095916,awake_active
620,Sol,0.960525,0.807095,0.081955,0.267928,0.08,0.160189,0.240641,2.310769,94.84368,awake_active
621,Ari,0.902032,0.775137,0.101186,0.269572,0.08,0.160436,0.252024,2.407451,235.541444,awake_active
622,Fay,0.947856,0.808723,0.136702,0.22305,0.08,0.153458,0.232527,2.567439,17.689208,awake_active
623,Milo,0.874362,0.778904,0.162698,0.465513,0.08,0.189827,0.216522,2.722481,160.126972,awake_active
624,Sol,0.96333,0.819478,0.101355,0.36,0.08,0.174,0.180094,2.282143,284.874736,awake_active
625,Ari,0.574077,0.575742,0.062986,0.36,0.26,0.174,0.154771,2.296135,65.5725,steady_wakefulness
626,Fay,0.65948,0.640344,0.142195,0.316538,0.26,0.167481,0.241674,2.459795,207.720264,awake_active
627,Milo,0.53035,0.564979,0.185411,0.463437,0.08,0.189516,0.233166,2.634662,350.158028,steady_wakefulness
628,Sol,0.694723,0.653002,0.123314,0.347201,0.08,0.17208,0.204784,2.202843,114.905792,awake_active
629,Ari,0.202729,0.327383,0.085376,0.34505,0.08,0.171758,0.181458,2.229967,255.603556,steady_wakefulness
630,Fay,0.277682,0.397531,0.103995,0.36,0.26,0.174,0.181837,2.361879,37.75132,steady_wakefulness
631,Milo,0.168559,0.339793,0.22291,0.269502,0.08,0.160425,0.332417,2.54075,180.189084,steady_wakefulness
632,Sol,0.31205,0.41424,0.18061,0.225522,0.08,0.153828,0.259537,2.106763,304.936848,steady_wakefulness
633,Ari,0.005518,0.0,0.0,0.655325,0.626982,0.218299,0.084591,2.017432,85.634612,deep_recovery_sleep
634,Fay,0.026116,0.0,0.0,0.896969,0.582303,0.254545,0.052081,2.176508,227.782376,deep_recovery_sleep
635,Milo,0.000922,0.0,0.055742,0.79,0.5224,0.8185,0.09409,2.34924,10.22014,deep_recovery_sleep
636,Sol,0.039475,0.0,0.065293,0.745563,0.497515,0.231834,0.135795,1.906711,134.967904,deep_recovery_sleep
637,Ari,0.097968,0.0,0.0,0.744004,0.496642,0.231601,0.093943,2.011009,275.665668,deep_recovery_sleep
638,Fay,0.052144,0.0,0.0,0.89344,0.760326,0.254016,0.054893,2.11893,57.813432,deep_recovery_sleep
639,Milo,0.125638,0.0,0.0,0.774359,0.513641,0.236154,0.069761,2.330031,200.251196,deep_recovery_sleep
640,Sol,0.03667,0.0,0.0,0.79,0.5224,0.8185,0.0573,1.886518,324.99896,deep_recovery_sleep
641,Ari,0.425923,0.452591,0.037915,0.267424,0.08,0.160114,0.211976,2.175179,128.696724,steady_wakefulness
642,Fay,0.34052,0.397933,0.057027,0.226863,0.08,0.154029,0.176904,2.324018,270.844488,steady_wakefulness
643,Milo,0.46965,0.480576,0.022537,0.464314,0.08,0.189647,0.124971,2.514454,53.282252,steady_wakefulness
644,Sol,0.305277,0.375377,0.0194,0.36,0.08,0.174,0.126004,2.05492,178.030016,steady_wakefulness
645,Ari,0.797271,0.70087,0.057315,0.36,0.08,0.174,0.151028,2.241438,318.72778,awake_active
646,Fay,0.722318,0.658251,0.120604,0.314116,0.08,0.167117,0.229353,2.398194,100.875544,awake_active
647,Milo,0.831441,0.718432,0.044834,0.465516,0.08,0.189827,0.138729,2.588693,243.313308,awake_active
648,Sol,0.68795,0.62572,0.041951,0.344245,0.08,0.171637,0.153439,2.136569,8.061072,awake_active
649,Ari,0.994482,0.832517,0.079385,0.34665,0.08,0.171998,0.176229,2.301221,148.758836,awake_active
650,Fay,0.973884,0.837055,0.140004,0.36,0.08,0.174,0.205603,2.472119,290.9066,awake_active
651,Milo,0.999078,0.831963,0.083016,0.266087,0.08,0.159913,0.242808,2.651485,73.344364,awake_active
652,Sol,0.960525,0.806482,0.099214,0.225686,0.08,0.153853,0.205685,2.216789,198.092128,awake_active
653,Ari,0.902032,0.779528,0.136447,0.226691,0.08,0.154004,0.229458,2.332022,338.789892,awake_active
654,Fay,0.947856,0.825829,0.162056,0.466743,0.08,0.190011,0.215118,2.513451,120.937656,awake_active
655,Milo,0.874362,0.762836,0.102416,0.36,0.08,0.174,0.180795,2.680739,263.37542,awake_active
656,Sol,0.96333,0.824311,0.16282,0.313971,0.08,0.167096,0.25733,2.265139,28.123184,awake_active
657,Ari,0.574077,0.585615,0.200097,0.313751,0.08,0.167063,0.282109,2.333062,168.820948,steady_wakefulness
658,Fay,0.65948,0.647443,0.126589,0.466335,0.26,0.18995,0.192035,2.484097,310.968712,awake_active
659,Milo,0.53035,0.548101,0.124314,0.347514,0.08,0.172127,0.205194,2.673719,93.406476,steady_wakefulness
660,Sol,0.694723,0.670212,0.12462,0.36,0.26,0.174,0.195449,2.236363,218.15424,awake_active
661,Ari,0.202729,0.365774,0.161897,0.36,0.26,0.174,0.220052,2.286541,358.852004,steady_wakefulness
662,Fay,0.277682,0.393162,0.106898,0.267455,0.26,0.160118,0.25748,2.458583,140.999768,steady_wakefulness
663,Milo,0.168559,0.322686,0.181148,0.227829,0.08,0.154174,0.258053,2.650264,283.437532,steady_wakefulness
664,Sol,0.31205,0.414605,0.147172,0.464236,0.08,0.189635,0.207292,2.233966,48.185296,steady_wakefulness
665,Ari,0.005518,0.0,0.0,0.898197,0.582991,0.25473,0.051103,2.164335,188.88306,deep_recovery_sleep
666,Fay,0.026116,0.0,0.0,0.79,0.5224,0.8185,0.0573,2.335968,331.030824,deep_recovery_sleep
667,Milo,0.000922,0.0,0.066303,0.744317,0.496817,0.231648,0.137454,2.509895,113.468588,deep_recovery_sleep
668,Sol,0.039475,0.0,0.0,0.894407,0.760868,0.254161,0.054122,2.020295,238.216352,deep_recovery_sleep
669,Ari,0.097968,0.0,0.0,0.894314,0.760816,0.254147,0.054196,2.126871,18.914116,deep_recovery_sleep
670,Fay,0.052144,0.0,0.0,0.777554,0.51543,0.236633,0.067215,2.3263,161.06188,deep_recovery_sleep
671,Milo,0.125638,0.0,0.0,0.79,0.5224,0.8185,0.0573,2.489071,303.499644,deep_recovery_sleep
672,Sol,0.03667,0.0,0.0,0.697631,0.470673,0.224645,0.130887,2.051266,68.247408,deep_recovery_sleep
