tick_id,day,season,route_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_route
449,33,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
450,33,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
451,33,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
452,33,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
453,33,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
454,33,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
455,33,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
456,33,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
457,33,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
458,33,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
459,33,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
460,33,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
461,33,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,ambient-rate,True
462,34,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
463,34,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
464,34,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
465,34,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
466,34,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
467,34,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
468,34,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
469,34,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
470,34,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
471,34,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
472,34,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
473,34,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
474,34,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
475,34,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,ambient-rate,True
476,35,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
477,35,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
478,35,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
479,35,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
480,35,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
481,35,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
482,35,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
483,35,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
484,35,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
485,35,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
486,35,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
487,35,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
488,35,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
489,35,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,ambient-rate,True
490,36,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
491,36,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
492,36,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
493,36,summer_dry,riverbend_roofward,detour flags,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
494,36,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
495,36,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
496,36,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
497,36,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
498,36,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
499,36,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
500,36,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
501,36,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
502,36,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
503,36,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,ambient-rate,True
504,37,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
505,37,autumn_wind,riverbend_roofward,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
506,37,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
507,37,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
508,37,autumn_wind,signal_orchard,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
509,37,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
510,37,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
511,37,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
512,37,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
513,37,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
514,37,autumn_wind,signal_orchard,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
515,37,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
516,37,autumn_wind,central_repair_ring,blocked route sign,guild hammer stop,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
517,37,autumn_wind,riverbend_roofward,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,ambient-rate,True
518,38,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
519,38,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
520,38,autumn_wind,signal_orchard,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
521,38,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
522,38,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
523,38,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
524,38,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
525,38,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
526,38,autumn_wind,signal_orchard,blocked route sign,guild hammer stop,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
527,38,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
528,38,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
529,38,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
530,38,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
531,38,autumn_wind,archive_signal,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,ambient-rate,True
532,39,autumn_wind,signal_orchard,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
533,39,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
534,39,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
535,39,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
536,39,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
537,39,autumn_wind,archive_signal,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
538,39,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
539,39,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
540,39,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
541,39,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
542,39,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
543,39,autumn_wind,archive_signal,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
544,39,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
545,39,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,ambient-rate,True
546,40,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
547,40,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
548,40,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
549,40,autumn_wind,archive_signal,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
550,40,autumn_wind,signal_orchard,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
551,40,autumn_wind,orchard_riverbend,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
552,40,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
553,40,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
554,40,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
555,40,autumn_wind,archive_signal,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
556,40,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
557,40,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
558,40,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
559,40,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,ambient-rate,True
560,41,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
561,41,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
562,41,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
563,41,autumn_wind,orchard_riverbend,blocked route sign,guild hammer stop,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
564,41,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
565,41,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
566,41,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
567,41,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
568,41,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
569,41,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
570,41,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
571,41,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
572,41,autumn_wind,roofward_archive,blocked route sign,guild hammer stop,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
573,41,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,ambient-rate,True
574,42,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
575,42,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
576,42,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
577,42,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
578,42,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
579,42,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
580,42,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
581,42,autumn_wind,central_repair_ring,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
582,42,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
583,42,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
584,42,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
585,42,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
586,42,autumn_wind,orchard_riverbend,blocked route sign,guild hammer stop,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
587,42,autumn_wind,central_repair_ring,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,ambient-rate,True
588,43,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
589,43,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
590,43,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
591,43,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
592,43,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
593,43,autumn_wind,central_repair_ring,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
594,43,autumn_wind,riverbend_roofward,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
595,43,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
596,43,autumn_wind,archive_signal,blocked route sign,guild hammer stop,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
597,43,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
598,43,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
599,43,autumn_wind,central_repair_ring,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
600,43,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
601,43,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,ambient-rate,True
602,44,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
603,44,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
604,44,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
605,44,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
606,44,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
607,44,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
608,44,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
609,44,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
610,44,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
611,44,autumn_wind,central_repair_ring,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
612,44,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
613,44,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
614,44,autumn_wind,archive_signal,blocked route sign,guild hammer stop,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
615,44,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,ambient-rate,True
616,45,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
617,45,autumn_wind,central_repair_ring,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
618,45,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
619,45,autumn_wind,roofward_archive,blocked route sign,guild hammer stop,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
620,45,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
621,45,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
622,45,autumn_wind,orchard_riverbend,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
623,45,autumn_wind,central_repair_ring,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
624,45,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
625,45,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
626,45,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
627,45,autumn_wind,signal_orchard,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
628,45,autumn_wind,orchard_riverbend,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
629,45,autumn_wind,central_repair_ring,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,ambient-rate,True
630,46,autumn_wind,riverbend_roofward,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
631,46,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
632,46,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
633,46,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
634,46,autumn_wind,orchard_riverbend,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
635,46,autumn_wind,central_repair_ring,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
636,46,autumn_wind,riverbend_roofward,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
637,46,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
638,46,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
639,46,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
640,46,autumn_wind,orchard_riverbend,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
641,46,autumn_wind,central_repair_ring,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
642,46,autumn_wind,riverbend_roofward,blocked route sign,guild hammer stop,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
643,46,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,ambient-rate,True
644,47,autumn_wind,archive_signal,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
645,47,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
646,47,autumn_wind,orchard_riverbend,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
647,47,autumn_wind,central_repair_ring,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
648,47,autumn_wind,riverbend_roofward,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
649,47,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
650,47,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
651,47,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
652,47,autumn_wind,orchard_riverbend,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
653,47,autumn_wind,central_repair_ring,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
654,47,autumn_wind,riverbend_roofward,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
655,47,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
656,47,autumn_wind,archive_signal,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
657,47,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,ambient-rate,True
658,48,autumn_wind,orchard_riverbend,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
659,48,autumn_wind,central_repair_ring,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
660,48,autumn_wind,riverbend_roofward,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
661,48,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
