tick_id,day,route_id,action,textarea_id,snapshot_id,snapshot_hash,exported_json_bytes,pasted_json_valid,imported_branch,imported_animation_state,import_result_visible,localstorage_restored
1045,88,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d88:t1,v34-877579,0,True,lantern ridge detour,stepped,snapshot imported into local state,True
1048,88,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d88:t4,v34-600734,157,True,dusk road,stepped,snapshot copied to export box,True
1051,88,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d88:t7,v34-877957,176,True,lantern ridge detour,stepped,snapshot copied to export box,True
1054,88,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d88:t10,v34-600734,0,True,dusk road,stepped,snapshot imported into local state,True
1057,89,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d89:t1,v34-877957,0,True,lantern ridge detour,stepped,snapshot imported into local state,True
1060,89,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d89:t4,v34-600906,157,True,dusk road,stepped,snapshot copied to export box,True
1063,89,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d89:t7,v34-878144,176,True,lantern ridge detour,stepped,snapshot copied to export box,True
1066,89,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d89:t10,v34-600906,0,True,dusk road,stepped,snapshot imported into local state,True
1069,90,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d90:t1,v34-878144,0,True,lantern ridge detour,stepped,snapshot imported into local state,True
1072,90,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d90:t4,v34-601078,157,True,dusk road,stepped,snapshot copied to export box,True
1075,90,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d90:t7,v34-878331,176,True,lantern ridge detour,stepped,snapshot copied to export box,True
1078,90,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d90:t10,v34-601078,0,True,dusk road,stepped,snapshot imported into local state,True
1081,91,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d91:t1,v34-878331,0,True,lantern ridge detour,stepped,snapshot imported into local state,True
1084,91,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d91:t4,v34-601250,157,True,dusk road,stepped,snapshot copied to export box,True
1087,91,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d91:t7,v34-878518,176,True,lantern ridge detour,stepped,snapshot copied to export box,True
1090,91,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d91:t10,v34-601250,0,True,dusk road,stepped,snapshot imported into local state,True
1093,92,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d92:t1,v34-878518,0,True,lantern ridge detour,stepped,snapshot imported into local state,True
1096,92,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d92:t4,v34-601422,157,True,dusk road,stepped,snapshot copied to export box,True
1099,92,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d92:t7,v34-878705,176,True,lantern ridge detour,stepped,snapshot copied to export box,True
1102,92,signal_orchard,paste_import_snapshot,snapshot-paste-box,snapshot:signal_orchard:d92:t4,v34-601422,0,False,dusk road,stepped,snapshot parse warning; previous state kept,False
1105,93,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d93:t1,v34-878705,0,True,lantern ridge detour,stepped,snapshot imported into local state,True
1108,93,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d93:t4,v34-601422,157,True,dusk road,stepped,snapshot copied to export box,True
1111,93,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d93:t7,v34-878892,176,True,lantern ridge detour,stepped,snapshot copied to export box,True
1114,93,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d93:t10,v34-601422,0,True,dusk road,stepped,snapshot imported into local state,True
1117,94,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d94:t1,v34-878892,0,True,lantern ridge detour,stepped,snapshot imported into local state,True
1120,94,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d94:t4,v34-601594,157,True,dusk road,stepped,snapshot copied to export box,True
1123,94,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d94:t7,v34-877395,176,True,lantern ridge detour,stepped,snapshot copied to export box,True
1126,94,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d94:t10,v34-601594,0,True,dusk road,stepped,snapshot imported into local state,True
1129,95,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d95:t1,v34-877395,0,True,lantern ridge detour,stepped,snapshot imported into local state,True
1132,95,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d95:t4,v34-601766,157,True,dusk road,stepped,snapshot copied to export box,True
1135,95,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d95:t7,v34-877582,176,True,lantern ridge detour,stepped,snapshot copied to export box,True
1138,95,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d95:t10,v34-601766,0,True,dusk road,stepped,snapshot imported into local state,True
1141,96,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d96:t1,v34-754443,0,True,warm archive lane,paused,snapshot imported into local state,True
1144,96,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d96:t4,v34-652313,163,True,fen track,playing,snapshot copied to export box,True
1147,96,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d96:t7,v34-754624,168,True,warm archive lane,paused,snapshot copied to export box,True
1150,96,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d96:t10,v34-652313,0,True,fen track,playing,snapshot imported into local state,True
