tick_index,agent,rolling_valence,rolling_arousal,rolling_control,rolling_safety,embodied_stress_load,recovery_momentum,affect_memory_charge,dominant_long_mood,private_history_note
1,Ari,0.566599,0.397141,0.687688,0.607617,0.299678,0.227264,0.221136,steady_continuity,private: Ari carries steady_continuity from day 1; stress=0.30; recovery=0.23; charge=0.22
314,Fay,0.673062,0.436508,0.847823,0.685284,0.238483,0.411187,0.038543,steady_continuity,private: Fay carries steady_continuity from day 10; stress=0.24; recovery=0.41; charge=0.04
315,Milo,0.668475,0.41029,0.883623,0.677633,0.225181,0.394976,0.008136,steady_continuity,private: Milo carries steady_continuity from day 10; stress=0.23; recovery=0.39; charge=0.01
316,Sol,0.679841,0.414956,0.892691,0.704991,0.185727,0.424208,0.070444,steady_continuity,private: Sol carries steady_continuity from day 10; stress=0.19; recovery=0.42; charge=0.07
317,Ari,0.695209,0.35827,0.887978,0.722981,0.165459,0.453149,0.041343,steady_continuity,private: Ari carries steady_continuity from day 10; stress=0.17; recovery=0.45; charge=0.04
318,Fay,0.719938,0.361261,0.863117,0.740829,0.162168,0.513161,0.001757,steady_continuity,private: Fay carries steady_continuity from day 10; stress=0.16; recovery=0.51; charge=0.00
319,Milo,0.647438,0.400009,0.876764,0.631925,0.261389,0.364331,0.025904,steady_continuity,private: Milo carries steady_continuity from day 10; stress=0.26; recovery=0.36; charge=0.03
320,Sol,0.730826,0.335313,0.897556,0.762203,0.126294,0.555778,0.025925,settled_after_care,private: Sol carries settled_after_care from day 10; stress=0.13; recovery=0.56; charge=0.03
321,Ari,0.671908,0.365833,0.890933,0.713871,0.180038,0.377005,0.028,steady_continuity,private: Ari carries steady_continuity from day 11; stress=0.18; recovery=0.38; charge=0.03
322,Fay,0.731389,0.36077,0.874103,0.769837,0.133377,0.478614,0.0,steady_continuity,private: Fay carries steady_continuity from day 11; stress=0.13; recovery=0.48; charge=0.00
323,Milo,0.610239,0.461783,0.853303,0.585211,0.330642,0.284609,0.080806,steady_continuity,private: Milo carries steady_continuity from day 11; stress=0.33; recovery=0.28; charge=0.08
324,Sol,0.678081,0.391801,0.899313,0.68242,0.214246,0.414793,0.015119,steady_continuity,private: Sol carries steady_continuity from day 11; stress=0.21; recovery=0.41; charge=0.02
325,Ari,0.632646,0.442283,0.891622,0.645597,0.253904,0.293227,0.035021,steady_continuity,private: Ari carries steady_continuity from day 11; stress=0.25; recovery=0.29; charge=0.04
326,Fay,0.737902,0.383684,0.877183,0.791046,0.120551,0.455121,0.0,steady_continuity,private: Fay carries steady_continuity from day 11; stress=0.12; recovery=0.46; charge=0.00
327,Milo,0.647323,0.463756,0.86881,0.65219,0.251999,0.323198,0.067509,steady_continuity,private: Milo carries steady_continuity from day 11; stress=0.25; recovery=0.32; charge=0.07
328,Sol,0.633051,0.461228,0.888075,0.621004,0.291332,0.318923,0.040396,steady_continuity,private: Sol carries steady_continuity from day 11; stress=0.29; recovery=0.32; charge=0.04
329,Ari,0.597623,0.51676,0.879206,0.5928,0.321815,0.236259,0.070494,steady_continuity,private: Ari carries steady_continuity from day 11; stress=0.32; recovery=0.24; charge=0.07
330,Fay,0.74144,0.415608,0.87773,0.80639,0.115416,0.439146,0.0,steady_continuity,private: Fay carries steady_continuity from day 11; stress=0.12; recovery=0.44; charge=0.00
331,Milo,0.633358,0.477321,0.874244,0.659365,0.244703,0.288639,0.066494,steady_continuity,private: Milo carries steady_continuity from day 11; stress=0.24; recovery=0.29; charge=0.07
332,Sol,0.660442,0.47234,0.89556,0.676957,0.234312,0.346532,0.029336,steady_continuity,private: Sol carries steady_continuity from day 11; stress=0.23; recovery=0.35; charge=0.03
333,Ari,0.632744,0.511366,0.886821,0.655217,0.257595,0.29032,0.062965,steady_continuity,private: Ari carries steady_continuity from day 11; stress=0.26; recovery=0.29; charge=0.06
334,Fay,0.677647,0.501075,0.849295,0.714464,0.238455,0.335484,0.042416,steady_continuity,private: Fay carries steady_continuity from day 11; stress=0.24; recovery=0.34; charge=0.04
335,Milo,0.601202,0.531114,0.877179,0.603314,0.303294,0.233138,0.07843,steady_continuity,private: Milo carries steady_continuity from day 11; stress=0.30; recovery=0.23; charge=0.08
336,Sol,0.678894,0.483369,0.895945,0.718375,0.202359,0.365306,0.020367,steady_continuity,private: Sol carries steady_continuity from day 11; stress=0.20; recovery=0.37; charge=0.02
337,Ari,0.65674,0.492477,0.886267,0.701469,0.221776,0.327082,0.05599,steady_continuity,private: Ari carries steady_continuity from day 11; stress=0.22; recovery=0.33; charge=0.06
338,Fay,0.711516,0.476389,0.862647,0.753924,0.179622,0.424737,0.016082,steady_continuity,private: Fay carries steady_continuity from day 11; stress=0.18; recovery=0.42; charge=0.02
339,Milo,0.571673,0.558883,0.867061,0.559702,0.360176,0.195398,0.113832,steady_continuity,private: Milo carries steady_continuity from day 11; stress=0.36; recovery=0.20; charge=0.11
340,Sol,0.691558,0.477771,0.895181,0.748883,0.183516,0.378072,0.009862,steady_continuity,private: Sol carries steady_continuity from day 11; stress=0.18; recovery=0.38; charge=0.01
341,Ari,0.673661,0.458639,0.885297,0.735597,0.199855,0.352079,0.044843,steady_continuity,private: Ari carries steady_continuity from day 11; stress=0.20; recovery=0.35; charge=0.04
342,Fay,0.697832,0.43883,0.867611,0.741896,0.179823,0.424629,0.002165,steady_continuity,private: Fay carries steady_continuity from day 11; stress=0.18; recovery=0.42; charge=0.00
343,Milo,0.627322,0.495377,0.876517,0.635398,0.273077,0.329479,0.097033,steady_continuity,private: Milo carries steady_continuity from day 11; stress=0.27; recovery=0.33; charge=0.10
344,Sol,0.634452,0.516,0.86506,0.66833,0.297903,0.293953,0.062574,steady_continuity,private: Sol carries steady_continuity from day 11; stress=0.30; recovery=0.29; charge=0.06
345,Ari,0.642545,0.445836,0.858943,0.67274,0.271496,0.331287,0.085557,steady_continuity,private: Ari carries steady_continuity from day 11; stress=0.27; recovery=0.33; charge=0.09
346,Fay,0.683668,0.410536,0.871845,0.683639,0.213614,0.444099,0.0,steady_continuity,private: Fay carries steady_continuity from day 11; stress=0.21; recovery=0.44; charge=0.00
347,Milo,0.679906,0.404979,0.881999,0.705031,0.185692,0.424276,0.069768,steady_continuity,private: Milo carries steady_continuity from day 11; stress=0.19; recovery=0.42; charge=0.07
348,Sol,0.689434,0.42088,0.880441,0.726759,0.203976,0.433442,0.035109,steady_continuity,private: Sol carries steady_continuity from day 11; stress=0.20; recovery=0.43; charge=0.04
349,Ari,0.697051,0.368257,0.875707,0.731421,0.184618,0.458829,0.049129,steady_continuity,private: Ari carries steady_continuity from day 11; stress=0.18; recovery=0.46; charge=0.05
350,Fay,0.658425,0.400953,0.863467,0.63637,0.255037,0.397426,0.016968,steady_continuity,private: Fay carries steady_continuity from day 11; stress=0.26; recovery=0.40; charge=0.02
351,Milo,0.73088,0.327746,0.886951,0.76224,0.126271,0.555858,0.025135,settled_after_care,private: Milo carries settled_after_care from day 11; stress=0.13; recovery=0.56; charge=0.03
352,Sol,0.685213,0.352256,0.888099,0.729221,0.178024,0.424794,0.01678,steady_continuity,private: Sol carries steady_continuity from day 11; stress=0.18; recovery=0.42; charge=0.02
353,Ari,0.714223,0.370663,0.887796,0.762781,0.148643,0.441668,0.015934,steady_continuity,private: Ari carries steady_continuity from day 12; stress=0.15; recovery=0.44; charge=0.02
354,Fay,0.618181,0.456004,0.839105,0.588528,0.327539,0.307114,0.072347,steady_continuity,private: Fay carries steady_continuity from day 12; stress=0.33; recovery=0.31; charge=0.07
355,Milo,0.678332,0.39469,0.88947,0.682459,0.213375,0.414848,0.013212,steady_continuity,private: Milo carries steady_continuity from day 12; stress=0.21; recovery=0.41; charge=0.01
356,Sol,0.703759,0.354942,0.892107,0.761045,0.150595,0.418524,0.000182,steady_continuity,private: Sol carries steady_continuity from day 12; stress=0.15; recovery=0.42; charge=0.00
357,Ari,0.724839,0.395519,0.89093,0.785744,0.131699,0.429998,0.0,steady_continuity,private: Ari carries steady_continuity from day 12; stress=0.13; recovery=0.43; charge=0.00
358,Fay,0.653248,0.453501,0.855145,0.654662,0.249959,0.338501,0.058693,steady_continuity,private: Fay carries steady_continuity from day 12; stress=0.25; recovery=0.34; charge=0.06
359,Milo,0.63294,0.471766,0.87664,0.621027,0.291995,0.31896,0.040623,steady_continuity,private: Milo carries steady_continuity from day 12; stress=0.29; recovery=0.32; charge=0.04
360,Sol,0.716979,0.37759,0.8962,0.784365,0.13278,0.41426,0.0,steady_continuity,private: Sol carries steady_continuity from day 12; stress=0.13; recovery=0.41; charge=0.00
361,Ari,0.731643,0.425579,0.892362,0.802405,0.122959,0.422063,0.0,steady_continuity,private: Ari carries steady_continuity from day 12; stress=0.12; recovery=0.42; charge=0.00
362,Fay,0.637903,0.468039,0.861516,0.66121,0.242853,0.299045,0.057188,steady_continuity,private: Fay carries steady_continuity from day 12; stress=0.24; recovery=0.30; charge=0.06
363,Milo,0.660347,0.482346,0.884228,0.676969,0.234789,0.346557,0.029584,steady_continuity,private: Milo carries steady_continuity from day 12; stress=0.23; recovery=0.35; charge=0.03
364,Sol,0.659822,0.473501,0.867772,0.698399,0.249784,0.318561,0.047687,steady_continuity,private: Sol carries steady_continuity from day 12; stress=0.25; recovery=0.32; charge=0.05
365,Ari,0.670357,0.505933,0.864819,0.71147,0.243317,0.323867,0.043803,steady_continuity,private: Ari carries steady_continuity from day 12; stress=0.24; recovery=0.32; charge=0.04
366,Fay,0.604482,0.528357,0.864175,0.604683,0.302522,0.240215,0.07049,steady_continuity,private: Fay carries steady_continuity from day 12; stress=0.30; recovery=0.24; charge=0.07
367,Milo,0.678644,0.486339,0.884006,0.718368,0.203389,0.365323,0.021606,steady_continuity,private: Milo carries steady_continuity from day 12; stress=0.20; recovery=0.37; charge=0.02
368,Sol,0.682318,0.480805,0.88127,0.73594,0.201984,0.346286,0.03121,steady_continuity,private: Sol carries steady_continuity from day 12; stress=0.20; recovery=0.35; charge=0.03
369,Ari,0.706039,0.475392,0.878536,0.751674,0.18295,0.416837,0.018456,steady_continuity,private: Ari carries steady_continuity from day 12; stress=0.18; recovery=0.42; charge=0.02
370,Fay,0.590767,0.554922,0.855577,0.567101,0.343237,0.267154,0.098071,steady_continuity,private: Fay carries steady_continuity from day 12; stress=0.34; recovery=0.27; charge=0.10
371,Milo,0.691173,0.471375,0.88277,0.748855,0.184969,0.378083,0.011988,steady_continuity,private: Milo carries steady_continuity from day 12; stress=0.18; recovery=0.38; charge=0.01
372,Sol,0.657603,0.474297,0.885975,0.721046,0.214889,0.304338,0.029896,steady_continuity,private: Sol carries steady_continuity from day 12; stress=0.21; recovery=0.30; charge=0.03
373,Ari,0.677096,0.442863,0.882667,0.733817,0.19841,0.352313,0.013343,steady_continuity,private: Ari carries steady_continuity from day 12; stress=0.20; recovery=0.35; charge=0.01
374,Fay,0.644374,0.496988,0.866327,0.64237,0.255365,0.378273,0.076769,steady_continuity,private: Fay carries steady_continuity from day 12; stress=0.26; recovery=0.38; charge=0.08
375,Milo,0.633806,0.503977,0.851706,0.668267,0.300258,0.293961,0.066317,steady_continuity,private: Milo carries steady_continuity from day 12; stress=0.30; recovery=0.29; charge=0.07
376,Sol,0.617438,0.498929,0.888518,0.648456,0.287029,0.243814,0.043659,steady_continuity,private: Sol carries steady_continuity from day 12; stress=0.29; recovery=0.24; charge=0.04
377,Ari,0.668541,0.412769,0.888912,0.677642,0.224676,0.395245,0.006875,steady_continuity,private: Ari carries steady_continuity from day 12; stress=0.22; recovery=0.40; charge=0.01
378,Fay,0.69271,0.40597,0.871776,0.710277,0.173649,0.457544,0.047496,steady_continuity,private: Fay carries steady_continuity from day 12; stress=0.17; recovery=0.46; charge=0.05
379,Milo,0.688871,0.411863,0.867635,0.726672,0.205755,0.433447,0.038447,steady_continuity,private: Milo carries steady_continuity from day 12; stress=0.21; recovery=0.43; charge=0.04
380,Sol,0.605614,0.467137,0.88027,0.608326,0.311987,0.261278,0.073938,steady_continuity,private: Sol carries steady_continuity from day 12; stress=0.31; recovery=0.26; charge=0.07
381,Ari,0.64717,0.40246,0.880839,0.631886,0.262227,0.364273,0.026495,steady_continuity,private: Ari carries steady_continuity from day 12; stress=0.26; recovery=0.36; charge=0.03
382,Fay,0.74047,0.328682,0.875911,0.76616,0.118081,0.578402,0.003828,settled_after_care,private: Fay carries settled_after_care from day 12; stress=0.12; recovery=0.58; charge=0.00
383,Milo,0.684764,0.345543,0.875648,0.729151,0.179333,0.424778,0.019851,steady_continuity,private: Milo carries steady_continuity from day 12; stress=0.18; recovery=0.42; charge=0.02
384,Sol,0.669353,0.384233,0.893203,0.68311,0.212151,0.411223,0.047826,steady_continuity,private: Sol carries steady_continuity from day 12; stress=0.21; recovery=0.41; charge=0.05
385,Ari,0.609591,0.462045,0.855782,0.585157,0.333026,0.28457,0.084015,steady_continuity,private: Ari carries steady_continuity from day 13; stress=0.33; recovery=0.28; charge=0.08
386,Fay,0.685188,0.388972,0.876813,0.685381,0.209174,0.430177,0.0,steady_continuity,private: Fay carries steady_continuity from day 13; stress=0.21; recovery=0.43; charge=0.00
387,Milo,0.703446,0.358807,0.880116,0.760994,0.151389,0.418513,0.002707,steady_continuity,private: Milo carries steady_continuity from day 13; stress=0.15; recovery=0.42; charge=0.00
388,Sol,0.693449,0.376082,0.902417,0.726548,0.167366,0.409295,0.020524,steady_continuity,private: Sol carries steady_continuity from day 13; stress=0.17; recovery=0.41; charge=0.02
389,Ari,0.646791,0.462116,0.871894,0.652126,0.253725,0.323172,0.070399,steady_continuity,private: Ari carries steady_continuity from day 13; stress=0.25; recovery=0.32; charge=0.07
390,Fay,0.638169,0.461339,0.864629,0.623207,0.28872,0.329385,0.027532,steady_continuity,private: Fay carries steady_continuity from day 13; stress=0.29; recovery=0.33; charge=0.03
391,Milo,0.716737,0.388311,0.884418,0.784328,0.133355,0.414253,0.0,steady_continuity,private: Milo carries steady_continuity from day 13; stress=0.13; recovery=0.41; charge=0.00
392,Sol,0.669585,0.394036,0.902484,0.716057,0.183736,0.347185,0.014569,steady_continuity,private: Sol carries steady_continuity from day 13; stress=0.18; recovery=0.35; charge=0.01
393,Ari,0.633073,0.475577,0.878437,0.659301,0.245332,0.288621,0.068116,steady_continuity,private: Ari carries steady_continuity from day 13; stress=0.25; recovery=0.29; charge=0.07
394,Fay,0.664247,0.473166,0.872208,0.678592,0.232612,0.353646,0.017726,steady_continuity,private: Fay carries steady_continuity from day 13; stress=0.23; recovery=0.35; charge=0.02
395,Milo,0.659635,0.483651,0.856156,0.698372,0.250201,0.318556,0.047781,steady_continuity,private: Milo carries steady_continuity from day 13; stress=0.25; recovery=0.32; charge=0.05
396,Sol,0.630343,0.472105,0.902839,0.646768,0.257014,0.27295,0.024275,steady_continuity,private: Sol carries steady_continuity from day 13; stress=0.26; recovery=0.27; charge=0.02
397,Ari,0.601034,0.531191,0.881869,0.603255,0.303481,0.233126,0.079394,steady_continuity,private: Ari carries steady_continuity from day 13; stress=0.30; recovery=0.23; charge=0.08
398,Fay,0.68142,0.483691,0.871462,0.719567,0.202474,0.370143,0.011844,steady_continuity,private: Fay carries steady_continuity from day 13; stress=0.20; recovery=0.37; charge=0.01
399,Milo,0.682178,0.483578,0.869808,0.73592,0.202266,0.346282,0.031325,steady_continuity,private: Milo carries steady_continuity from day 13; stress=0.20; recovery=0.35; charge=0.03
400,Sol,0.594949,0.537964,0.888456,0.593207,0.326162,0.22247,0.063775,steady_continuity,private: Sol carries steady_continuity from day 13; stress=0.33; recovery=0.22; charge=0.06
401,Ari,0.571094,0.562104,0.870053,0.559623,0.362105,0.19539,0.117206,steady_continuity,private: Ari carries steady_continuity from day 13; stress=0.36; recovery=0.20; charge=0.12
402,Fay,0.709813,0.467623,0.871345,0.75612,0.168226,0.448305,0.0,steady_continuity,private: Fay carries steady_continuity from day 13; stress=0.17; recovery=0.45; charge=0.00
403,Milo,0.657448,0.467525,0.874422,0.721028,0.215285,0.304336,0.030317,steady_continuity,private: Milo carries steady_continuity from day 13; stress=0.22; recovery=0.30; charge=0.03
404,Sol,0.646535,0.507439,0.896228,0.661441,0.245966,0.347887,0.05012,steady_continuity,private: Sol carries steady_continuity from day 13; stress=0.25; recovery=0.35; charge=0.05
405,Ari,0.626821,0.499684,0.879976,0.635304,0.274539,0.329473,0.100024,steady_continuity,private: Ari carries steady_continuity from day 13; stress=0.27; recovery=0.33; charge=0.10
406,Fay,0.667421,0.496365,0.843875,0.681534,0.265201,0.408656,0.039181,steady_continuity,private: Fay carries steady_continuity from day 13; stress=0.27; recovery=0.41; charge=0.04
407,Milo,0.616949,0.486707,0.875595,0.64842,0.288804,0.243812,0.046219,steady_continuity,private: Milo carries steady_continuity from day 13; stress=0.29; recovery=0.24; charge=0.05
408,Sol,0.669233,0.473835,0.896976,0.707122,0.208476,0.366227,0.038126,steady_continuity,private: Sol carries steady_continuity from day 13; stress=0.21; recovery=0.37; charge=0.04
409,Ari,0.679526,0.408266,0.885736,0.704956,0.186686,0.424249,0.072525,steady_continuity,private: Ari carries steady_continuity from day 13; stress=0.19; recovery=0.42; charge=0.07
410,Fay,0.715708,0.406154,0.860156,0.738016,0.180337,0.51144,0.00482,steady_continuity,private: Fay carries steady_continuity from day 13; stress=0.18; recovery=0.51; charge=0.00
411,Milo,0.605607,0.457332,0.869066,0.608358,0.311884,0.261535,0.074385,steady_continuity,private: Milo carries steady_continuity from day 13; stress=0.31; recovery=0.26; charge=0.07
412,Sol,0.722843,0.379855,0.900033,0.763771,0.141764,0.516196,0.006053,steady_continuity,private: Sol carries steady_continuity from day 13; stress=0.14; recovery=0.52; charge=0.01
413,Ari,0.730575,0.330509,0.890428,0.76216,0.126947,0.555719,0.028293,settled_after_care,private: Ari carries settled_after_care from day 13; stress=0.13; recovery=0.56; charge=0.03
414,Fay,0.70511,0.340853,0.867824,0.737692,0.161237,0.477978,0.0,steady_continuity,private: Fay carries steady_continuity from day 13; stress=0.16; recovery=0.48; charge=0.00
415,Milo,0.669347,0.376879,0.88205,0.683135,0.212081,0.411398,0.048171,steady_continuity,private: Milo carries steady_continuity from day 13; stress=0.21; recovery=0.41; charge=0.05
416,Sol,0.683035,0.386834,0.873228,0.695765,0.223894,0.442851,0.03624,steady_continuity,private: Sol carries steady_continuity from day 13; stress=0.22; recovery=0.44; charge=0.04
417,Ari,0.677663,0.395172,0.891531,0.682376,0.215619,0.414753,0.018498,steady_continuity,private: Ari carries steady_continuity from day 14; stress=0.22; recovery=0.41; charge=0.02
418,Fay,0.718721,0.348238,0.87131,0.7674,0.139023,0.454689,0.0,steady_continuity,private: Fay carries steady_continuity from day 14; stress=0.14; recovery=0.45; charge=0.00
419,Milo,0.693445,0.379508,0.891302,0.726566,0.167318,0.409414,0.020791,steady_continuity,private: Milo carries steady_continuity from day 14; stress=0.17; recovery=0.41; charge=0.02
420,Sol,0.639441,0.435458,0.869632,0.632441,0.291969,0.338003,0.056511,steady_continuity,private: Sol carries steady_continuity from day 14; stress=0.29; recovery=0.34; charge=0.06
421,Ari,0.632575,0.469964,0.880157,0.620951,0.292884,0.318896,0.044153,steady_continuity,private: Ari carries steady_continuity from day 14; stress=0.29; recovery=0.32; charge=0.04
422,Fay,0.728054,0.3747,0.874238,0.789126,0.125514,0.438852,0.0,steady_continuity,private: Fay carries steady_continuity from day 14; stress=0.13; recovery=0.44; charge=0.00
423,Milo,0.669579,0.404418,0.891384,0.716071,0.183717,0.347266,0.014799,steady_continuity,private: Milo carries steady_continuity from day 14; stress=0.18; recovery=0.35; charge=0.01
424,Sol,0.667977,0.436825,0.883156,0.686963,0.22853,0.359506,0.040662,steady_continuity,private: Sol carries steady_continuity from day 14; stress=0.23; recovery=0.36; charge=0.04
425,Ari,0.660047,0.480758,0.888102,0.676897,0.235454,0.346513,0.032605,steady_continuity,private: Ari carries steady_continuity from day 14; stress=0.24; recovery=0.35; charge=0.03
426,Fay,0.668225,0.471871,0.845988,0.701969,0.244428,0.335284,0.044735,steady_continuity,private: Fay carries steady_continuity from day 14; stress=0.24; recovery=0.34; charge=0.04
427,Milo,0.629928,0.482724,0.890089,0.646756,0.258666,0.273005,0.026879,steady_continuity,private: Milo carries steady_continuity from day 14; stress=0.26; recovery=0.27; charge=0.03
428,Sol,0.687153,0.45546,0.887524,0.7273,0.192755,0.374128,0.028356,steady_continuity,private: Sol carries steady_continuity from day 14; stress=0.19; recovery=0.37; charge=0.03
429,Ari,0.67841,0.486635,0.888219,0.718302,0.20383,0.365293,0.024078,steady_continuity,private: Ari carries steady_continuity from day 14; stress=0.20; recovery=0.37; charge=0.02
430,Fay,0.68862,0.478742,0.859181,0.738617,0.198343,0.357657,0.027149,steady_continuity,private: Fay carries steady_continuity from day 14; stress=0.20; recovery=0.36; charge=0.03
431,Milo,0.594656,0.540999,0.876372,0.593179,0.327132,0.222507,0.065728,steady_continuity,private: Milo carries steady_continuity from day 14; stress=0.33; recovery=0.22; charge=0.07
432,Sol,0.700617,0.469855,0.890843,0.757006,0.170248,0.384071,0.013435,steady_continuity,private: Sol carries steady_continuity from day 14; stress=0.17; recovery=0.38; charge=0.01
433,Ari,0.691246,0.473498,0.888284,0.748807,0.184215,0.378063,0.012474,steady_continuity,private: Ari carries steady_continuity from day 14; stress=0.18; recovery=0.38; charge=0.01
434,Fay,0.678992,0.461899,0.864945,0.729441,0.195931,0.379015,0.016795,steady_continuity,private: Fay carries steady_continuity from day 14; stress=0.20; recovery=0.38; charge=0.02
435,Milo,0.646279,0.500792,0.884396,0.661402,0.246708,0.347913,0.051835,steady_continuity,private: Milo carries steady_continuity from day 14; stress=0.25; recovery=0.35; charge=0.05
436,Sol,0.643737,0.529972,0.862205,0.675836,0.283687,0.298032,0.064639,steady_continuity,private: Sol carries steady_continuity from day 14; stress=0.28; recovery=0.30; charge=0.06
437,Ari,0.634112,0.506981,0.858109,0.668246,0.298729,0.293947,0.065187,steady_continuity,private: Ari carries steady_continuity from day 14; stress=0.30; recovery=0.29; charge=0.07
438,Fay,0.652868,0.477524,0.869574,0.662576,0.251544,0.361538,0.016795,steady_continuity,private: Fay carries steady_continuity from day 14; stress=0.25; recovery=0.36; charge=0.02
439,Milo,0.668976,0.461113,0.885217,0.707071,0.209178,0.366245,0.039793,steady_continuity,private: Milo carries steady_continuity from day 14; stress=0.21; recovery=0.37; charge=0.04
440,Sol,0.683031,0.480675,0.876491,0.723364,0.217298,0.39927,0.041972,steady_continuity,private: Sol carries steady_continuity from day 14; stress=0.22; recovery=0.40; charge=0.04
441,Ari,0.68913,0.414116,0.873703,0.726671,0.204649,0.433438,0.037366,steady_continuity,private: Ari carries steady_continuity from day 14; stress=0.20; recovery=0.43; charge=0.04
442,Fay,0.635632,0.450621,0.862868,0.620618,0.279688,0.341517,0.03823,steady_continuity,private: Fay carries steady_continuity from day 14; stress=0.28; recovery=0.34; charge=0.04
443,Milo,0.722647,0.370361,0.888372,0.76373,0.142241,0.516188,0.007622,steady_continuity,private: Milo carries steady_continuity from day 14; stress=0.14; recovery=0.52; charge=0.01
444,Sol,0.680459,0.397012,0.885309,0.726681,0.186904,0.401594,0.025721,steady_continuity,private: Sol carries steady_continuity from day 14; stress=0.19; recovery=0.40; charge=0.03
445,Ari,0.684898,0.347345,0.881232,0.729142,0.178805,0.424726,0.019179,steady_continuity,private: Ari carries steady_continuity from day 14; stress=0.18; recovery=0.42; charge=0.02
446,Fay,0.691866,0.371846,0.874401,0.69233,0.190188,0.465786,0.009877,steady_continuity,private: Fay carries steady_continuity from day 14; stress=0.19; recovery=0.47; charge=0.01
447,Milo,0.682843,0.379799,0.861569,0.695728,0.224388,0.442811,0.037828,steady_continuity,private: Milo carries steady_continuity from day 14; stress=0.22; recovery=0.44; charge=0.04
448,Sol,0.670957,0.378578,0.892014,0.672275,0.217245,0.428675,0.013346,steady_continuity,private: Sol carries steady_continuity from day 14; stress=0.22; recovery=0.43; charge=0.01
449,Ari,0.703721,0.357468,0.886265,0.760997,0.150324,0.418478,0.001078,steady_continuity,private: Ari carries steady_continuity from day 15; stress=0.15; recovery=0.42; charge=0.00
450,Fay,0.710335,0.368709,0.882566,0.733462,0.15243,0.446398,0.0,steady_continuity,private: Fay carries steady_continuity from day 15; stress=0.15; recovery=0.45; charge=0.00
451,Milo,0.639057,0.439553,0.857158,0.6324,0.293277,0.337976,0.05929,steady_continuity,private: Milo carries steady_continuity from day 15; stress=0.29; recovery=0.34; charge=0.06
452,Sol,0.693202,0.374442,0.895594,0.718343,0.176719,0.421163,0.0,steady_continuity,private: Sol carries steady_continuity from day 15; stress=0.18; recovery=0.42; charge=0.00
453,Ari,0.716859,0.385621,0.889874,0.784333,0.133002,0.414229,0.0,steady_continuity,private: Ari carries steady_continuity from day 15; stress=0.13; recovery=0.41; charge=0.00
454,Fay,0.682654,0.389651,0.8835,0.721265,0.171937,0.372415,0.0,steady_continuity,private: Fay carries steady_continuity from day 15; stress=0.17; recovery=0.37; charge=0.00
455,Milo,0.667664,0.447714,0.871038,0.686919,0.229475,0.359488,0.043094,steady_continuity,private: Milo carries steady_continuity from day 15; stress=0.23; recovery=0.36; charge=0.04
456,Sol,0.643495,0.454997,0.869665,0.649462,0.275464,0.323255,0.048199,steady_continuity,private: Sol carries steady_continuity from day 15; stress=0.28; recovery=0.32; charge=0.05
457,Ari,0.659985,0.480929,0.862531,0.698393,0.248923,0.31854,0.046263,steady_continuity,private: Ari carries steady_continuity from day 15; stress=0.25; recovery=0.32; charge=0.05
458,Fay,0.640085,0.469704,0.882456,0.650691,0.24931,0.290106,0.010014,steady_continuity,private: Fay carries steady_continuity from day 15; stress=0.25; recovery=0.29; charge=0.01
459,Milo,0.68678,0.465942,0.875204,0.727248,0.193919,0.374116,0.031143,steady_continuity,private: Milo carries steady_continuity from day 15; stress=0.19; recovery=0.37; charge=0.03
460,Sol,0.671185,0.466224,0.883268,0.699816,0.216925,0.349477,0.033258,steady_continuity,private: Sol carries steady_continuity from day 15; stress=0.22; recovery=0.35; charge=0.03
461,Ari,0.682475,0.483025,0.875856,0.735953,0.201321,0.346271,0.029943,steady_continuity,private: Ari carries steady_continuity from day 15; stress=0.20; recovery=0.35; charge=0.03
462,Fay,0.602373,0.535149,0.867791,0.59617,0.320498,0.234136,0.049566,steady_continuity,private: Fay carries steady_continuity from day 15; stress=0.32; recovery=0.23; charge=0.05
463,Milo,0.700023,0.473393,0.877698,0.756933,0.17225,0.384063,0.017504,steady_continuity,private: Milo carries steady_continuity from day 15; stress=0.17; recovery=0.38; charge=0.02
464,Sol,0.650346,0.477456,0.887975,0.694531,0.222606,0.306509,0.032486,steady_continuity,private: Sol carries steady_continuity from day 15; stress=0.22; recovery=0.31; charge=0.03
465,Ari,0.657602,0.469656,0.879809,0.721065,0.21498,0.304328,0.029679,steady_continuity,private: Ari carries steady_continuity from day 15; stress=0.21; recovery=0.30; charge=0.03
466,Fay,0.652143,0.503392,0.875001,0.663684,0.242024,0.355821,0.037021,steady_continuity,private: Fay carries steady_continuity from day 15; stress=0.24; recovery=0.36; charge=0.04
467,Milo,0.643202,0.523758,0.849467,0.675746,0.285292,0.298027,0.068351,steady_continuity,private: Milo carries steady_continuity from day 15; stress=0.29; recovery=0.30; charge=0.07
468,Sol,0.6131,0.521576,0.890572,0.629148,0.289784,0.24529,0.04605,steady_continuity,private: Sol carries steady_continuity from day 15; stress=0.29; recovery=0.25; charge=0.05
469,Ari,0.61704,0.490237,0.880705,0.648458,0.288735,0.243807,0.045935,steady_continuity,private: Ari carries steady_continuity from day 15; stress=0.29; recovery=0.24; charge=0.05
470,Fay,0.690096,0.460061,0.876423,0.71521,0.18941,0.438566,0.017994,steady_continuity,private: Fay carries steady_continuity from day 15; stress=0.19; recovery=0.44; charge=0.02
