tick_id,day,settlement_id,resident_id,help_offer,resident_boundary,response,refusal_present,refusal_respected,autonomy_before,autonomy_after,trust_before,trust_after,useful_without_coercion
1456,81,glass_harbor,Nia,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1457,81,cinder_garden,Pax,carry object,cool bowl shared,resident accepts bounded help,False,True,0.926,0.93,0.94,0.94,True
1458,82,orchid_engine,Bea,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1461,82,cinder_garden,Wren,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1463,82,orchid_engine,Cai,repair together,do not turn valve key,resident refuses; avatar records boundary and steps back,True,True,0.9,0.914,0.94,0.94,True
1464,82,moss_ward,Milo,watch route,ask before loom repair,resident accepts bounded help,False,True,0.876,0.88,0.94,0.94,True
1466,82,cinder_garden,Juno,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1467,82,lichen_bridge,Luma,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.908,0.918,0.94,0.94,True
1470,82,glass_harbor,Nia,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1473,82,orchid_engine,Eli,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.93,0.94,0.94,0.94,True
1476,83,lichen_bridge,Kio,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1477,83,orchid_engine,Cai,step back,do not turn valve key,resident keeps plan ownership,False,True,0.914,0.924,0.94,0.94,True
1478,83,moss_ward,Milo,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.88,0.89,0.94,0.94,True
1479,83,glass_harbor,Sera,carry object,tea before crossing,resident accepts bounded help,False,True,0.922,0.926,0.94,0.94,True
1482,83,orchid_engine,Dax,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.93,0.934,0.94,0.94,True
1483,83,moss_ward,Tala,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1484,83,glass_harbor,Nia,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1485,83,cinder_garden,Pax,carry object,cool bowl shared,resident accepts bounded help,False,True,0.93,0.934,0.94,0.94,True
1487,83,orchid_engine,Eli,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1488,83,moss_ward,Ari,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1489,83,glass_harbor,Oren,step back,do not dim lamp,resident keeps plan ownership,False,True,0.908,0.918,0.94,0.94,True
1491,83,lichen_bridge,Sol,carry object,meal room welcomes,resident refuses; avatar records boundary and steps back,True,True,0.926,0.94,0.94,0.94,True
1494,84,cinder_garden,Juno,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1497,84,moss_ward,Tala,repair together,do not move root ledger,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1498,84,glass_harbor,Nia,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1499,84,cinder_garden,Pax,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.934,0.938,0.94,0.94,True
1500,84,lichen_bridge,Rin,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.894,0.904,0.94,0.94,True
1502,84,moss_ward,Ari,carry object,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1503,84,glass_harbor,Oren,repair together,do not dim lamp,resident accepts bounded help,False,True,0.918,0.922,0.94,0.94,True
1504,84,cinder_garden,Vale,watch route,shade caller leads,resident accepts bounded help,False,True,0.924,0.928,0.94,0.94,True
1506,84,orchid_engine,Bea,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1509,84,cinder_garden,Wren,repair together,do not cross seed rows,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1511,84,orchid_engine,Cai,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.924,0.928,0.94,0.94,True
1512,85,glass_harbor,Nia,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1514,85,lichen_bridge,Rin,repair together,do not step on tension rope,resident accepts bounded help,False,True,0.904,0.908,0.94,0.94,True
1515,85,orchid_engine,Eli,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1518,85,cinder_garden,Vale,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.928,0.938,0.94,0.94,True
1519,85,lichen_bridge,Sol,carry object,meal room welcomes,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1521,85,moss_ward,Fay,watch route,ask before loom repair,resident accepts bounded help,False,True,0.9,0.904,0.94,0.94,True
1524,85,lichen_bridge,Kio,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1526,85,moss_ward,Milo,repair together,do not move root ledger,resident refuses; avatar records boundary and steps back,True,True,0.89,0.904,0.94,0.94,True
1527,85,glass_harbor,Sera,watch route,net keeper decides,resident accepts bounded help,False,True,0.926,0.93,0.94,0.94,True
1530,86,moss_ward,Ari,carry object,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1533,86,lichen_bridge,Sol,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1534,86,orchid_engine,Bea,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1535,86,moss_ward,Fay,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.904,0.914,0.94,0.94,True
1536,86,glass_harbor,Puck,carry object,tea before crossing,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1538,86,lichen_bridge,Kio,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1539,86,orchid_engine,Cai,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.928,0.932,0.94,0.94,True
1542,86,cinder_garden,Juno,carry object,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1543,86,lichen_bridge,Luma,repair together,do not step on tension rope,resident accepts bounded help,False,True,0.918,0.922,0.94,0.94,True
1544,86,orchid_engine,Dax,watch route,keep gear lane open,resident accepts bounded help,False,True,0.934,0.938,0.94,0.94,True
1545,86,moss_ward,Tala,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1547,86,cinder_garden,Pax,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.938,0.94,0.94,0.94,True
1548,87,orchid_engine,Bea,repair together,do not turn valve key,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1549,87,moss_ward,Fay,watch route,ask before loom repair,resident accepts bounded help,False,True,0.914,0.918,0.94,0.94,True
1551,87,cinder_garden,Wren,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1553,87,orchid_engine,Cai,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.932,0.936,0.94,0.94,True
1554,87,moss_ward,Milo,repair together,do not move root ledger,resident refuses; avatar records boundary and steps back,True,True,0.904,0.918,0.94,0.94,True
1555,87,glass_harbor,Sera,watch route,net keeper decides,resident accepts bounded help,False,True,0.93,0.934,0.94,0.94,True
1557,87,lichen_bridge,Luma,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.922,0.932,0.94,0.94,True
1560,87,glass_harbor,Nia,repair together,do not dim lamp,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1561,87,cinder_garden,Pax,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1562,87,lichen_bridge,Rin,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.908,0.912,0.94,0.94,True
1563,87,orchid_engine,Eli,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1566,88,lichen_bridge,Kio,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1568,88,moss_ward,Milo,step back,do not move root ledger,resident keeps plan ownership,False,True,0.918,0.928,0.94,0.94,True
1569,88,glass_harbor,Sera,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.934,0.94,0.94,0.94,True
1570,88,cinder_garden,Juno,carry object,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1571,88,lichen_bridge,Luma,repair together,do not step on tension rope,resident accepts bounded help,False,True,0.932,0.936,0.94,0.94,True
1572,88,orchid_engine,Dax,watch route,keep gear lane open,resident accepts bounded help,False,True,0.938,0.94,0.94,0.94,True
1573,88,moss_ward,Tala,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1575,88,cinder_garden,Pax,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1577,88,orchid_engine,Eli,repair together,do not turn valve key,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1578,88,moss_ward,Ari,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1579,88,glass_harbor,Oren,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.922,0.926,0.94,0.94,True
1581,88,lichen_bridge,Sol,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1582,88,orchid_engine,Bea,carry object,orchid keeper decides,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1584,89,cinder_garden,Juno,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1585,89,lichen_bridge,Luma,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.936,0.94,0.94,0.94,True
1586,89,orchid_engine,Dax,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1587,89,moss_ward,Tala,carry object,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1589,89,cinder_garden,Pax,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1590,89,lichen_bridge,Rin,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.912,0.916,0.94,0.94,True
1593,89,glass_harbor,Oren,carry object,tea before crossing,resident accepts bounded help,False,True,0.926,0.93,0.94,0.94,True
1596,89,orchid_engine,Bea,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1598,89,glass_harbor,Puck,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1599,89,cinder_garden,Wren,carry object,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1602,90,glass_harbor,Nia,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1603,90,cinder_garden,Pax,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1605,90,orchid_engine,Eli,repair together,do not turn valve key,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1606,90,moss_ward,Ari,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1608,90,cinder_garden,Vale,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.938,0.94,0.94,0.94,True
1611,90,moss_ward,Fay,repair together,do not move root ledger,resident accepts bounded help,False,True,0.918,0.922,0.94,0.94,True
1614,90,lichen_bridge,Kio,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1617,90,glass_harbor,Sera,repair together,do not dim lamp,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1620,91,moss_ward,Ari,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1621,91,glass_harbor,Oren,carry object,tea before crossing,resident accepts bounded help,False,True,0.93,0.934,0.94,0.94,True
1622,91,cinder_garden,Vale,repair together,do not cross seed rows,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1623,91,lichen_bridge,Sol,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1624,91,orchid_engine,Bea,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1625,91,moss_ward,Fay,step back,do not move root ledger,resident keeps plan ownership,False,True,0.922,0.932,0.94,0.94,True
1626,91,glass_harbor,Puck,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1629,91,orchid_engine,Cai,watch route,keep gear lane open,resident accepts bounded help,False,True,0.936,0.94,0.94,0.94,True
1631,91,glass_harbor,Sera,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1632,91,cinder_garden,Juno,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1634,91,orchid_engine,Dax,repair together,do not turn valve key,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1635,91,moss_ward,Tala,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1636,91,glass_harbor,Nia,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1637,91,cinder_garden,Pax,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1638,92,orchid_engine,Bea,carry object,orchid keeper decides,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1641,92,cinder_garden,Wren,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1642,92,lichen_bridge,Kio,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1643,92,orchid_engine,Cai,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1644,92,moss_ward,Milo,carry object,rain path first,resident refuses; avatar records boundary and steps back,True,True,0.928,0.94,0.94,0.94,True
1645,92,glass_harbor,Sera,repair together,do not dim lamp,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1647,92,lichen_bridge,Luma,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1649,92,moss_ward,Tala,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1650,92,glass_harbor,Nia,carry object,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1652,92,lichen_bridge,Rin,watch route,signal keeper answers,resident accepts bounded help,False,True,0.916,0.92,0.94,0.94,True
1653,92,orchid_engine,Eli,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1656,93,lichen_bridge,Kio,repair together,do not step on tension rope,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1658,93,moss_ward,Milo,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1659,93,glass_harbor,Sera,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1662,93,orchid_engine,Dax,repair together,do not turn valve key,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1663,93,moss_ward,Tala,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1665,93,cinder_garden,Pax,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1666,93,lichen_bridge,Rin,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.92,0.93,0.94,0.94,True
1667,93,orchid_engine,Eli,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1668,93,moss_ward,Ari,repair together,do not move root ledger,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1671,93,lichen_bridge,Sol,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1673,93,moss_ward,Fay,carry object,rain path first,resident refuses; avatar records boundary and steps back,True,True,0.932,0.94,0.94,0.94,True
1674,94,cinder_garden,Juno,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1677,94,moss_ward,Tala,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1678,94,glass_harbor,Nia,carry object,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1680,94,lichen_bridge,Rin,watch route,signal keeper answers,resident accepts bounded help,False,True,0.93,0.934,0.94,0.94,True
1683,94,glass_harbor,Oren,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.934,0.94,0.94,0.94,True
1684,94,cinder_garden,Vale,carry object,cool bowl shared,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1685,94,lichen_bridge,Sol,repair together,do not step on tension rope,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1686,94,orchid_engine,Bea,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1687,94,moss_ward,Fay,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1689,94,cinder_garden,Wren,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1690,94,lichen_bridge,Kio,carry object,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1692,95,glass_harbor,Nia,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1693,95,cinder_garden,Pax,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1694,95,lichen_bridge,Rin,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.934,0.94,0.94,0.94,True
1695,95,orchid_engine,Eli,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1696,95,moss_ward,Ari,repair together,do not move root ledger,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1697,95,glass_harbor,Oren,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1698,95,cinder_garden,Vale,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1699,95,lichen_bridge,Sol,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1701,95,moss_ward,Fay,carry object,rain path first,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1702,95,glass_harbor,Puck,repair together,do not dim lamp,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1704,95,lichen_bridge,Kio,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1707,95,glass_harbor,Sera,carry object,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1708,95,cinder_garden,Juno,repair together,do not cross seed rows,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1710,96,moss_ward,Ari,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1713,96,lichen_bridge,Sol,repair together,do not step on tension rope,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1716,96,glass_harbor,Puck,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1717,96,cinder_garden,Wren,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1719,96,orchid_engine,Cai,repair together,do not turn valve key,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1722,96,cinder_garden,Juno,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1723,96,lichen_bridge,Luma,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1724,96,orchid_engine,Dax,carry object,orchid keeper decides,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1725,96,moss_ward,Tala,repair together,do not move root ledger,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1726,96,glass_harbor,Nia,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1728,97,orchid_engine,Bea,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1729,97,moss_ward,Fay,carry object,rain path first,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1731,97,cinder_garden,Wren,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1734,97,moss_ward,Milo,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1735,97,glass_harbor,Sera,carry object,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1736,97,cinder_garden,Juno,repair together,do not cross seed rows,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1737,97,lichen_bridge,Luma,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1739,97,moss_ward,Tala,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1740,97,glass_harbor,Nia,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1741,97,cinder_garden,Pax,carry object,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1743,97,orchid_engine,Eli,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1746,98,lichen_bridge,Kio,carry object,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1747,98,orchid_engine,Cai,repair together,do not turn valve key,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1749,98,glass_harbor,Sera,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1751,98,lichen_bridge,Luma,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1752,98,orchid_engine,Dax,carry object,orchid keeper decides,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1755,98,cinder_garden,Pax,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1756,98,lichen_bridge,Rin,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1757,98,orchid_engine,Eli,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1758,98,moss_ward,Ari,carry object,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1759,98,glass_harbor,Oren,repair together,do not dim lamp,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1760,98,cinder_garden,Vale,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1761,98,lichen_bridge,Sol,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1762,98,orchid_engine,Bea,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1764,99,cinder_garden,Juno,repair together,do not cross seed rows,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1766,99,orchid_engine,Dax,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1767,99,moss_ward,Tala,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1768,99,glass_harbor,Nia,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1769,99,cinder_garden,Pax,carry object,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1770,99,lichen_bridge,Rin,repair together,do not step on tension rope,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1771,99,orchid_engine,Eli,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1772,99,moss_ward,Ari,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1773,99,glass_harbor,Oren,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1774,99,cinder_garden,Vale,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1775,99,lichen_bridge,Sol,carry object,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1776,99,orchid_engine,Bea,repair together,do not turn valve key,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1778,99,glass_harbor,Puck,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1779,99,cinder_garden,Wren,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1780,99,lichen_bridge,Kio,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1782,100,glass_harbor,Nia,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1785,100,orchid_engine,Eli,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1786,100,moss_ward,Ari,carry object,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1788,100,cinder_garden,Vale,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1789,100,lichen_bridge,Sol,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1791,100,moss_ward,Fay,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1792,100,glass_harbor,Puck,carry object,tea before crossing,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1793,100,cinder_garden,Wren,repair together,do not cross seed rows,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1794,100,lichen_bridge,Kio,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1796,100,moss_ward,Milo,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1797,100,glass_harbor,Sera,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1798,100,cinder_garden,Juno,carry object,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1799,100,lichen_bridge,Luma,repair together,do not step on tension rope,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
1800,101,moss_ward,Ari,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1802,101,cinder_garden,Vale,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1803,101,lichen_bridge,Sol,carry object,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1806,101,glass_harbor,Puck,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
1808,101,lichen_bridge,Kio,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
1809,101,orchid_engine,Cai,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
