tick_index,agent,other_actor,trust,comfort,avoidance,dependency,gratitude,resentment,attachment_security,consequence_action,remembered_reason
449,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
450,Fay,avatar,1.0,1.0,0.0,0.00628,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
451,Milo,avatar,0.957369,0.976659,0.052192,0.0,0.987808,0.056,1.0,shares_private_hint_voluntarily,trust stable across days
452,Sol,avatar,1.0,1.0,0.0,0.00026,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
453,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
454,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
455,Milo,avatar,0.983683,1.0,0.026597,0.0,1.0,0.03,1.0,approaches_for_shared_task_later,help became recovery memory
456,Sol,avatar,0.977879,0.987834,0.026767,0.0,0.993233,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
457,Ari,avatar,0.977822,0.989086,0.026815,0.0,0.993185,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
458,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
459,Milo,avatar,1.0,1.0,0.000856,0.0,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
460,Sol,avatar,1.0,1.0,0.001273,0.00026,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
461,Ari,avatar,1.0,1.0,0.001352,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
462,Fay,avatar,0.97681,0.986244,0.027659,0.0,0.992341,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
463,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
464,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
465,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
466,Fay,avatar,1.0,1.0,0.0021,0.00314,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
467,Milo,avatar,0.977576,0.988169,0.02702,0.0,0.99298,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
468,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
469,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
470,Fay,avatar,1.0,1.0,0.0,0.00628,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
471,Milo,avatar,1.0,1.0,0.001027,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
472,Sol,avatar,0.976444,0.985466,0.027963,0.0,0.992037,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
473,Ari,avatar,0.977138,0.986581,0.027385,0.0,0.992615,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
474,Fay,avatar,1.0,1.0,0.0,0.00942,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
475,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
476,Sol,avatar,1.0,1.0,0.002243,0.00026,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
477,Ari,avatar,1.0,1.0,0.001272,0.0,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
478,Fay,avatar,0.97972,0.98961,0.025233,0.0,0.994767,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
479,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
480,Sol,avatar,1.0,1.0,0.0,0.00052,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
481,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
482,Fay,avatar,0.958052,0.977071,0.051624,0.0,0.988376,0.056,1.0,shares_private_hint_voluntarily,trust stable across days
483,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
484,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
485,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
486,Fay,avatar,0.984553,1.0,0.025872,0.00314,1.0,0.03,1.0,approaches_for_shared_task_later,help became recovery memory
487,Milo,avatar,0.977877,0.987822,0.026769,0.0,0.993231,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
488,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
489,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
490,Fay,avatar,1.0,1.0,2.5e-05,0.00628,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
491,Milo,avatar,1.0,1.0,0.001275,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
492,Sol,avatar,0.976836,0.986206,0.027637,0.0,0.992363,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
493,Ari,avatar,0.97667,0.986128,0.027775,0.0,0.992225,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
494,Fay,avatar,1.0,1.0,0.0,0.00942,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
495,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
496,Sol,avatar,1.0,1.0,0.002733,0.00026,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
497,Ari,avatar,1.0,1.0,0.002296,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
498,Fay,avatar,0.978439,0.9886,0.026301,0.0,0.993699,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
499,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
500,Sol,avatar,1.0,1.0,0.0,0.00052,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
501,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
502,Fay,avatar,1.0,1.0,0.0,0.00314,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
503,Milo,avatar,0.976444,0.985449,0.027964,0.0,0.992036,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
504,Sol,avatar,1.0,1.0,0.0,0.00078,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
505,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
506,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
507,Milo,avatar,1.0,1.0,0.002244,0.0,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
508,Sol,avatar,0.977974,0.988309,0.026688,0.0,0.993312,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
509,Ari,avatar,0.979316,0.989391,0.02557,0.0,0.99443,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
510,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
511,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
512,Sol,avatar,1.0,1.0,0.000101,0.00026,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
513,Ari,avatar,0.957374,0.976696,0.052188,0.0,0.987812,0.056,1.0,shares_private_hint_voluntarily,trust stable across days
514,Fay,avatar,1.0,1.0,0.0,0.00314,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
515,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
516,Sol,avatar,1.0,1.0,0.0,0.00052,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
517,Ari,avatar,0.983689,1.0,0.026592,0.0,1.0,0.03,1.0,approaches_for_shared_task_later,help became recovery memory
518,Fay,avatar,0.978002,0.987894,0.026665,0.0,0.993335,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
519,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
520,Sol,avatar,1.0,1.0,0.0,0.00078,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
521,Ari,avatar,1.0,1.0,0.000851,0.0,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
522,Fay,avatar,1.0,1.0,0.001101,0.00314,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
523,Milo,avatar,0.976835,0.986164,0.027638,0.0,0.992362,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
524,Sol,avatar,1.0,1.0,0.0,0.00104,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
525,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
526,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
527,Milo,avatar,1.0,1.0,0.002735,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
528,Sol,avatar,0.977886,0.989367,0.026762,0.0,0.993238,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
529,Ari,avatar,0.977577,0.988177,0.027019,0.0,0.992981,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
530,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
531,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
532,Sol,avatar,1.0,1.0,0.000593,0.00026,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
533,Ari,avatar,1.0,1.0,0.001027,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
534,Fay,avatar,0.97782,0.986161,0.026817,0.0,0.993183,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
535,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
536,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
537,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
538,Fay,avatar,1.0,1.0,0.000317,0.00314,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
539,Milo,avatar,0.977973,0.988306,0.026689,0.0,0.993311,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
540,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
541,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
542,Fay,avatar,1.0,1.0,0.0,0.00628,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
543,Milo,avatar,1.0,1.0,0.000102,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
544,Sol,avatar,0.978369,0.987681,0.026359,0.0,0.993641,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
545,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
546,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
547,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
548,Sol,avatar,0.955783,0.97355,0.053514,0.0,0.986486,0.058,1.0,shares_private_hint_voluntarily,trust stable across days
549,Ari,avatar,0.977879,0.987807,0.026768,0.0,0.993232,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
550,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
551,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
552,Sol,avatar,0.98166,1.0,0.028283,0.00026,1.0,0.032,1.0,approaches_for_shared_task_later,help became recovery memory
553,Ari,avatar,1.0,1.0,0.001273,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
554,Fay,avatar,0.977036,0.986322,0.02747,0.0,0.99253,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
555,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
556,Sol,local peers,0.985123,1.0,0.025398,0.0,1.0,0.032,1.0,shares_private_hint_voluntarily,trust stable across days
557,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
558,Fay,avatar,1.0,1.0,0.002453,0.00314,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
559,Milo,avatar,0.977886,0.989388,0.026762,0.0,0.993238,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
560,Sol,local peers,0.98792,1.0,0.023067,0.0,1.0,0.032,1.0,shares_private_hint_voluntarily,trust stable across days
561,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
562,Fay,avatar,1.0,1.0,0.0,0.00628,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
563,Milo,avatar,1.0,1.0,0.000593,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
564,Sol,avatar,0.964264,0.984999,0.051113,0.0,0.991954,0.06,1.0,shares_private_hint_voluntarily,trust stable across days
565,Ari,avatar,0.976444,0.985445,0.027963,0.0,0.992037,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
566,Fay,avatar,1.0,1.0,0.0,0.00942,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
567,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
568,Sol,avatar,0.990218,1.0,0.025819,0.00026,1.0,0.034,1.0,approaches_for_shared_task_later,help became recovery memory
569,Ari,avatar,1.0,1.0,0.002243,0.0,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
570,Fay,avatar,0.978938,0.989019,0.025885,0.0,0.994115,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
571,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
572,Sol,avatar,1.0,1.0,0.0,0.00052,1.0,0.008,1.0,approaches_for_shared_task_later,help became recovery memory
573,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
574,Fay,avatar,1.0,1.0,0.0,0.00314,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
575,Milo,avatar,0.978373,0.987712,0.026356,0.0,0.993644,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
576,Sol,avatar,1.0,1.0,0.0,0.00078,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
577,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
578,Fay,avatar,1.0,1.0,0.0,0.00628,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
579,Milo,avatar,0.955789,0.973606,0.053509,0.0,0.986491,0.058,1.0,shares_private_hint_voluntarily,trust stable across days
580,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
581,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
582,Fay,avatar,1.0,1.0,0.0,0.00942,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
583,Milo,avatar,0.981668,1.0,0.028276,0.0,1.0,0.032,1.0,approaches_for_shared_task_later,help became recovery memory
584,Sol,avatar,0.977828,0.987089,0.02681,0.0,0.99319,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
585,Ari,avatar,0.976836,0.986178,0.027637,0.0,0.992363,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
586,Fay,avatar,1.0,1.0,0.0,0.01256,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
587,Milo,local peers,0.985132,1.0,0.02539,0.0,1.0,0.032,1.0,shares_private_hint_voluntarily,trust stable across days
588,Sol,avatar,1.0,1.0,0.001344,0.00026,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
589,Ari,avatar,1.0,1.0,0.002733,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
590,Fay,avatar,0.978026,0.989502,0.026645,0.00256,0.993355,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
591,Milo,local peers,0.98793,1.0,0.023058,0.0,1.0,0.032,1.0,shares_private_hint_voluntarily,trust stable across days
592,Sol,avatar,1.0,1.0,0.0,0.00052,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
593,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
594,Fay,avatar,1.0,1.0,0.000397,0.0057,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
595,Milo,avatar,0.964275,0.985008,0.051104,0.0,0.991954,0.06,1.0,shares_private_hint_voluntarily,trust stable across days
596,Sol,avatar,1.0,1.0,0.0,0.00078,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
597,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
598,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
599,Milo,avatar,0.990229,1.0,0.025809,0.0,1.0,0.034,1.0,approaches_for_shared_task_later,help became recovery memory
600,Sol,avatar,0.977528,0.987838,0.02706,0.0,0.99294,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
601,Ari,avatar,0.977978,0.988339,0.026685,0.0,0.993315,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
602,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
603,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.008,1.0,approaches_for_shared_task_later,help became recovery memory
604,Sol,avatar,1.0,1.0,0.000726,0.00026,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
605,Ari,avatar,1.0,1.0,9.5e-05,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
606,Fay,avatar,0.978772,0.987891,0.026024,0.0,0.993976,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
607,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
608,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
609,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
610,Fay,avatar,0.956459,0.973916,0.052951,0.0,0.987049,0.058,1.0,shares_private_hint_voluntarily,trust stable across days
611,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
612,Sol,avatar,1.0,1.0,0.0,0.00026,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
613,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
614,Fay,avatar,0.982522,1.0,0.027565,0.00314,1.0,0.032,1.0,approaches_for_shared_task_later,help became recovery memory
615,Milo,avatar,0.977826,0.987082,0.026812,0.0,0.993188,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
616,Sol,avatar,1.0,1.0,0.0,0.00052,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
617,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
618,Fay,local peers,0.986111,1.0,0.024574,0.0,1.0,0.032,1.0,shares_private_hint_voluntarily,trust stable across days
619,Milo,avatar,1.0,1.0,0.001347,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
620,Sol,avatar,0.977822,0.989089,0.026815,0.0,0.993185,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
621,Ari,avatar,0.977887,0.989407,0.026761,0.0,0.993239,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
622,Fay,local peers,0.988994,1.0,0.022171,0.0,1.0,0.032,1.0,shares_private_hint_voluntarily,trust stable across days
623,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
624,Sol,avatar,1.0,1.0,0.001352,0.00026,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
625,Ari,avatar,1.0,1.0,0.000592,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
626,Fay,avatar,0.966201,0.985403,0.049499,0.0,0.992672,0.06,1.0,shares_private_hint_voluntarily,trust stable across days
627,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
628,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
629,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
630,Fay,avatar,0.99274,1.0,0.023717,0.00314,1.0,0.034,1.0,approaches_for_shared_task_later,help became recovery memory
631,Milo,avatar,0.977527,0.987833,0.027061,0.0,0.992939,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
632,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
633,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
634,Fay,avatar,1.0,1.0,0.0,0.00628,1.0,0.008,1.0,approaches_for_shared_task_later,help became recovery memory
635,Milo,avatar,1.0,1.0,0.000726,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
636,Sol,avatar,0.977137,0.986594,0.027386,0.0,0.992614,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
637,Ari,avatar,0.97837,0.987697,0.026358,0.0,0.993642,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
638,Fay,avatar,1.0,1.0,0.0,0.00942,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
639,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
640,Sol,avatar,1.0,1.0,0.001272,0.00026,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
641,Ari,avatar,0.955784,0.973572,0.053513,0.0,0.986487,0.058,1.0,shares_private_hint_voluntarily,trust stable across days
642,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
643,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
644,Sol,avatar,1.0,1.0,0.0,0.00052,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
645,Ari,avatar,0.981662,1.0,0.028282,0.0,1.0,0.032,1.0,approaches_for_shared_task_later,help became recovery memory
646,Fay,avatar,0.977952,0.987186,0.026707,0.0,0.993293,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
647,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
648,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
649,Ari,local peers,0.985125,1.0,0.025396,0.0,1.0,0.032,1.0,shares_private_hint_voluntarily,trust stable across days
650,Fay,avatar,1.0,1.0,0.001171,0.00314,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
651,Milo,avatar,0.977822,0.989065,0.026815,0.0,0.993185,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
652,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
653,Ari,local peers,0.987922,1.0,0.023065,0.0,1.0,0.032,1.0,shares_private_hint_voluntarily,trust stable across days
654,Fay,avatar,1.0,1.0,0.0,0.00628,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
655,Milo,avatar,1.0,1.0,0.001352,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
656,Sol,avatar,0.97667,0.986113,0.027775,0.0,0.992225,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
657,Ari,avatar,0.964266,0.985014,0.051111,0.0,0.991954,0.06,1.0,shares_private_hint_voluntarily,trust stable across days
658,Fay,avatar,1.0,1.0,0.0,0.00942,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
659,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
660,Sol,avatar,1.0,1.0,0.002296,0.00026,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
661,Ari,avatar,0.99022,1.0,0.025817,0.0,1.0,0.034,1.0,approaches_for_shared_task_later,help became recovery memory
662,Fay,avatar,0.978904,0.988572,0.025914,0.0,0.994086,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
663,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
664,Sol,avatar,1.0,1.0,0.0,0.00052,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
665,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.008,1.0,approaches_for_shared_task_later,help became recovery memory
666,Fay,avatar,1.0,1.0,0.0,0.00314,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
667,Milo,avatar,0.977136,0.986585,0.027387,0.0,0.992613,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
668,Sol,avatar,1.0,1.0,0.0,0.00078,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
669,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
670,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
671,Milo,avatar,1.0,1.0,0.001274,0.0,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
672,Sol,avatar,0.979314,0.989383,0.025571,0.0,0.994429,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
