tick_id,day,settlement_id,room_id,action,pain_before,pain_after,energy_before,energy_after,wetness_after,temperature_after,care_action,care_effective,distress_bounded,visible_body_state
515,43,orchard,satchel shed,offer_care,0.0,0.0,0.08,0.08,0.045,0.908,available,True,True,True
516,44,repair_ring,cool corner,dry_off,0.0,0.0,0.087,0.08,0.0,0.096,dry off,True,True,True
517,44,riverbend,arrival court,ask_dialect_memory,0.053,0.047,0.08,0.08,0.047,0.924,available,False,True,True
518,44,roofward,warm lane,rest,0.024,0.0,0.08,0.135,0.0,0.95,rest,True,True,True
519,44,archive,spool room,dry_off,0.03,0.024,0.08658,0.08,0.0,0.74,dry off,True,True,True
520,44,signal,lantern walk,path_to_resident,0.29,0.284,0.08,0.08,0.0,0.644,available,False,True,True
521,44,orchard,satchel shed,inspect_affordance,0.0,0.0,0.08,0.08,0.039,0.932,available,False,True,True
522,44,repair_ring,wire bench,interrupt_routine,0.0,0.0,0.08,0.08,0.0,0.098,available,False,True,True
523,44,riverbend,plank hall,path_to_resident,0.047,0.077,0.08,0.08,0.041,0.926,available,False,True,True
524,44,roofward,warm lane,inspect_affordance,0.0,0.0,0.135,0.119,0.0,0.95,available,False,True,True
525,44,archive,ink niche,interrupt_routine,0.024,0.054,0.08,0.08,0.0,0.742,available,False,True,True
526,44,signal,mast base,ask_dialect_memory,0.284,0.314,0.08,0.08,0.0,0.618,available,False,True,True
527,44,orchard,satchel shed,rest,0.0,0.0,0.08,0.135,0.033,0.95,rest,True,True,True
528,45,repair_ring,arrival court,continue_project,0.0,0.0,0.08,0.08,0.0,0.1,available,False,True,True
529,45,riverbend,plank hall,offer_care,0.077,0.107,0.08,0.08,0.035,0.95,available,True,True,True
530,45,roofward,warm lane,treat_pain,0.0,0.0,0.119,0.103,0.0,0.95,treat pain,True,True,True
531,45,archive,ink niche,continue_project,0.054,0.084,0.08,0.08,0.0,0.744,available,False,True,True
532,45,signal,lantern walk,path_to_rest,0.314,0.308,0.08,0.08,0.0,0.642,available,False,True,True
533,45,orchard,market plank,perform_chain_step,0.0,0.0,0.135,0.119,0.027,0.924,available,False,True,True
534,45,repair_ring,wire bench,recover_routine,0.0,0.0,0.08,0.08,0.0,0.102,available,False,True,True
535,45,riverbend,wet crossing,path_to_rest,0.107,0.101,0.08,0.08,0.07,0.95,available,False,True,True
536,45,roofward,ledger loft,perform_chain_step,0.0,0.0,0.103,0.087,0.0,0.95,available,False,True,True
537,45,archive,memory desk,recover_routine,0.084,0.078,0.08,0.08,0.0,0.768,available,False,True,True
538,45,signal,mast base,offer_care,0.308,0.338,0.08,0.08,0.0,0.616,available,True,True,True
539,45,orchard,satchel shed,treat_pain,0.0,0.0,0.119,0.103,0.021,0.948,treat pain,True,True,True
540,46,repair_ring,wire bench,path_to_resident,0.0,0.0,0.08,0.08,0.0,0.104,available,False,True,True
541,46,riverbend,kit alcove,rest,0.101,0.071,0.08,0.135,0.064,0.95,rest,True,True,True
542,46,roofward,ledger loft,dry_off,0.0,0.0,0.087,0.08,0.0,0.95,dry off,True,True,True
543,46,archive,stone stacks,path_to_resident,0.078,0.072,0.08,0.08,0.0,0.742,available,False,True,True
544,46,signal,arrival court,inspect_affordance,0.338,0.332,0.08,0.08,0.035,0.618,available,False,True,True
545,46,orchard,market plank,interrupt_routine,0.0,0.0,0.103,0.087,0.015,0.922,available,False,True,True
546,46,repair_ring,spark lane,ask_dialect_memory,0.0,0.03,0.08,0.08,0.035,0.106,available,False,True,True
547,46,riverbend,dry ridge,inspect_affordance,0.071,0.065,0.135,0.11809,0.058,0.95,available,False,True,True
548,46,roofward,sun sill,interrupt_routine,0.0,0.0,0.08,0.08,0.0,0.95,available,False,True,True
549,46,archive,arrival court,ask_dialect_memory,0.072,0.066,0.08,0.08,0.035,0.744,available,False,True,True
550,46,signal,mast base,rest,0.332,0.302,0.08,0.135,0.029,0.592,rest,True,True,True
551,46,orchard,seed lane,dry_off,0.0,0.0,0.087,0.08,0.0,0.924,dry off,True,True,True
552,47,repair_ring,wire bench,path_to_rest,0.03,0.024,0.08,0.08,0.029,0.108,available,False,True,True
553,47,riverbend,kit alcove,treat_pain,0.065,0.01,0.11809,0.10195,0.052,0.95,treat pain,True,True,True
554,47,roofward,sun sill,continue_project,0.0,0.0,0.08,0.08,0.0,0.95,available,False,True,True
555,47,archive,stone stacks,path_to_rest,0.066,0.06,0.08,0.08,0.029,0.718,available,False,True,True
556,47,signal,mast base,perform_chain_step,0.302,0.332,0.135,0.114352,0.023,0.566,available,False,True,True
557,47,orchard,mud row,recover_routine,0.0,0.03,0.08,0.08,0.035,0.926,available,False,True,True
558,47,repair_ring,spark lane,offer_care,0.024,0.054,0.08,0.08,0.064,0.132,available,True,True,True
559,47,riverbend,kit alcove,perform_chain_step,0.01,0.004,0.10195,0.085894,0.046,0.95,available,False,True,True
560,47,roofward,warm lane,recover_routine,0.0,0.0,0.08,0.08,0.0,0.95,available,False,True,True
561,47,archive,stone stacks,offer_care,0.06,0.054,0.08,0.08,0.023,0.692,available,True,True,True
562,47,signal,lantern walk,treat_pain,0.332,0.277,0.114352,0.094474,0.017,0.59,treat pain,True,True,True
563,47,orchard,seed lane,continue_project,0.03,0.024,0.08,0.08,0.029,0.928,available,False,True,True
564,48,riverbend,kit alcove,treat_pain,0.004,0.0,0.085894,0.08,0.04,0.95,treat pain,True,True,True
565,48,roofward,sun sill,continue_project,0.0,0.0,0.08,0.08,0.0,0.95,available,False,True,True
566,48,archive,memory desk,path_to_rest,0.054,0.048,0.08,0.08,0.017,0.716,available,False,True,True
567,48,signal,mast base,perform_chain_step,0.277,0.307,0.094474,0.08,0.011,0.564,available,False,True,True
568,48,orchard,mud row,recover_routine,0.024,0.054,0.08,0.08,0.064,0.93,available,False,True,True
569,48,repair_ring,bell alcove,offer_care,0.054,0.048,0.08,0.08,0.058,0.156,available,True,True,True
570,48,riverbend,kit alcove,perform_chain_step,0.0,0.0,0.08,0.08,0.034,0.95,available,False,True,True
571,48,roofward,warm lane,recover_routine,0.0,0.0,0.08,0.08,0.0,0.95,available,False,True,True
572,48,archive,stone stacks,offer_care,0.048,0.042,0.08,0.08,0.011,0.69,available,True,True,True
573,48,signal,lantern walk,treat_pain,0.307,0.252,0.08,0.08,0.005,0.588,treat pain,True,True,True
574,48,orchard,seed lane,continue_project,0.054,0.048,0.08,0.08,0.058,0.932,available,False,True,True
575,48,repair_ring,cool corner,path_to_rest,0.048,0.042,0.08,0.08,0.052,0.13,available,False,True,True
576,49,riverbend,kit alcove,dry_off,0.0,0.0,0.08,0.08,0.0,0.95,dry off,True,True,True
577,49,roofward,ledger loft,path_to_resident,0.0,0.0,0.08,0.08,0.0,0.95,available,False,True,True
578,49,archive,stone stacks,inspect_affordance,0.042,0.036,0.08,0.08,0.005,0.664,available,False,True,True
579,49,signal,lantern walk,interrupt_routine,0.252,0.246,0.08,0.08,0.0,0.612,available,False,True,True
580,49,orchard,market plank,ask_dialect_memory,0.048,0.042,0.08,0.08,0.052,0.906,available,False,True,True
581,49,repair_ring,cool corner,rest,0.042,0.012,0.08,0.135,0.046,0.104,rest,True,True,True
582,49,riverbend,dry ridge,interrupt_routine,0.0,0.0,0.08,0.08,0.0,0.95,available,False,True,True
583,49,roofward,warm lane,ask_dialect_memory,0.0,0.0,0.08,0.08,0.0,0.95,available,False,True,True
584,49,archive,memory desk,rest,0.036,0.006,0.08,0.135,0.0,0.688,rest,True,True,True
585,49,signal,lens room,dry_off,0.246,0.24,0.08,0.08,0.0,0.614,dry off,True,True,True
586,49,orchard,seed lane,path_to_resident,0.042,0.036,0.08,0.08,0.046,0.908,available,False,True,True
587,49,repair_ring,wire bench,inspect_affordance,0.012,0.006,0.135,0.118916,0.04,0.106,available,False,True,True
588,50,riverbend,plank hall,continue_project,0.0,0.03,0.08,0.08,0.0,0.95,available,False,True,True
589,50,roofward,warm lane,path_to_rest,0.0,0.0,0.08,0.08,0.0,0.95,available,False,True,True
590,50,archive,ink niche,perform_chain_step,0.006,0.036,0.135,0.118496,0.0,0.69,available,False,True,True
591,50,signal,lantern walk,recover_routine,0.24,0.234,0.08,0.08,0.0,0.638,available,False,True,True
592,50,orchard,mud row,offer_care,0.036,0.066,0.08,0.08,0.081,0.932,available,True,True,True
593,50,repair_ring,cool corner,treat_pain,0.006,0.0,0.118916,0.102916,0.034,0.08,treat pain,True,True,True
594,50,riverbend,dry ridge,recover_routine,0.03,0.024,0.08,0.08,0.0,0.95,available,False,True,True
595,50,roofward,warm lane,offer_care,0.0,0.0,0.08,0.08,0.0,0.95,available,True,True,True
596,50,archive,memory desk,treat_pain,0.036,0.0,0.118496,0.102496,0.0,0.714,treat pain,True,True,True
597,50,signal,mast base,continue_project,0.234,0.264,0.08,0.08,0.0,0.612,available,False,True,True
598,50,orchard,satchel shed,path_to_rest,0.066,0.06,0.08,0.08,0.075,0.95,available,False,True,True
599,50,repair_ring,wire bench,perform_chain_step,0.0,0.0,0.102916,0.086916,0.028,0.082,available,False,True,True
600,51,riverbend,plank hall,path_to_resident,0.024,0.054,0.08,0.08,0.0,0.95,available,False,True,True
601,51,roofward,warm lane,inspect_affordance,0.0,0.0,0.08,0.08,0.0,0.95,available,False,True,True
602,51,archive,ink niche,interrupt_routine,0.0,0.03,0.102496,0.086076,0.0,0.716,available,False,True,True
603,51,signal,signal perch,ask_dialect_memory,0.264,0.258,0.08,0.08,0.0,0.614,available,False,True,True
604,51,orchard,satchel shed,rest,0.06,0.03,0.08,0.135,0.069,0.95,rest,True,True,True
605,51,repair_ring,wire bench,dry_off,0.0,0.0,0.086916,0.08,0.0,0.084,dry off,True,True,True
606,51,riverbend,wet crossing,ask_dialect_memory,0.054,0.048,0.08,0.08,0.035,0.95,available,False,True,True
607,51,roofward,warm lane,rest,0.0,0.0,0.08,0.135,0.0,0.95,rest,True,True,True
608,51,archive,memory desk,dry_off,0.03,0.024,0.086076,0.08,0.0,0.74,dry off,True,True,True
609,51,signal,mast base,path_to_resident,0.258,0.288,0.08,0.08,0.0,0.588,available,False,True,True
610,51,orchard,market plank,inspect_affordance,0.03,0.024,0.135,0.118664,0.063,0.924,available,False,True,True
611,51,repair_ring,spark lane,interrupt_routine,0.0,0.03,0.08,0.08,0.035,0.086,available,False,True,True
612,52,riverbend,kit alcove,path_to_rest,0.048,0.042,0.08,0.08,0.029,0.95,available,False,True,True
613,52,roofward,ledger loft,perform_chain_step,0.0,0.0,0.135,0.119,0.0,0.95,available,False,True,True
614,52,archive,ink niche,recover_routine,0.024,0.054,0.08,0.08,0.0,0.742,available,False,True,True
615,52,signal,arrival court,offer_care,0.288,0.282,0.08,0.08,0.035,0.612,available,True,True,True
616,52,orchard,satchel shed,treat_pain,0.024,0.0,0.118664,0.102664,0.057,0.948,treat pain,True,True,True
617,52,repair_ring,spark lane,continue_project,0.03,0.06,0.08,0.08,0.07,0.088,available,False,True,True
618,52,riverbend,dry ridge,offer_care,0.042,0.036,0.08,0.08,0.023,0.95,available,True,True,True
619,52,roofward,warm lane,treat_pain,0.0,0.0,0.119,0.103,0.0,0.95,treat pain,True,True,True
620,52,archive,spool room,continue_project,0.054,0.048,0.08,0.08,0.0,0.744,available,False,True,True
621,52,signal,mast base,path_to_rest,0.282,0.312,0.08,0.08,0.029,0.586,available,False,True,True
622,52,orchard,mud row,perform_chain_step,0.0,0.03,0.102664,0.086244,0.092,0.95,available,False,True,True
623,52,repair_ring,wire bench,recover_routine,0.06,0.054,0.08,0.08,0.064,0.09,available,False,True,True
624,53,riverbend,dry ridge,inspect_affordance,0.036,0.03,0.08,0.08,0.017,0.95,available,False,True,True
625,53,roofward,sun sill,interrupt_routine,0.0,0.0,0.103,0.087,0.0,0.95,available,False,True,True
626,53,archive,stone stacks,ask_dialect_memory,0.048,0.042,0.08,0.08,0.0,0.718,available,False,True,True
627,53,signal,lantern walk,rest,0.312,0.282,0.08,0.135,0.023,0.61,rest,True,True,True
628,53,orchard,mud row,dry_off,0.03,0.06,0.086244,0.08,0.127,0.95,dry off,True,True,True
629,53,repair_ring,spark lane,path_to_resident,0.054,0.084,0.08,0.08,0.099,0.092,available,False,True,True
630,53,riverbend,kit alcove,rest,0.03,0.0,0.08,0.135,0.011,0.95,rest,True,True,True
631,53,roofward,warm lane,dry_off,0.0,0.0,0.087,0.08,0.0,0.95,dry off,True,True,True
632,53,archive,spool room,path_to_resident,0.042,0.036,0.08,0.08,0.0,0.72,available,False,True,True
633,53,signal,lantern walk,inspect_affordance,0.282,0.276,0.135,0.115136,0.017,0.634,available,False,True,True
634,53,orchard,seed lane,interrupt_routine,0.06,0.054,0.08,0.08,0.121,0.95,available,False,True,True
635,53,repair_ring,wire bench,ask_dialect_memory,0.084,0.078,0.08,0.08,0.093,0.094,available,False,True,True
636,54,riverbend,kit alcove,perform_chain_step,0.0,0.0,0.135,0.119,0.005,0.95,available,False,True,True
637,54,roofward,ledger loft,recover_routine,0.0,0.0,0.08,0.08,0.0,0.95,available,False,True,True
638,54,archive,stone stacks,offer_care,0.036,0.03,0.08,0.08,0.0,0.694,available,True,True,True
639,54,signal,lantern walk,treat_pain,0.276,0.221,0.115136,0.096042,0.011,0.658,treat pain,True,True,True
640,54,orchard,market plank,continue_project,0.054,0.048,0.08,0.08,0.115,0.924,available,False,True,True
641,54,repair_ring,cool corner,path_to_rest,0.078,0.072,0.08,0.08,0.087,0.068,available,False,True,True
642,54,riverbend,kit alcove,treat_pain,0.0,0.0,0.119,0.103,0.0,0.95,treat pain,True,True,True
643,54,roofward,warm lane,continue_project,0.0,0.0,0.08,0.08,0.0,0.95,available,False,True,True
644,54,archive,memory desk,path_to_rest,0.03,0.024,0.08,0.08,0.0,0.718,available,False,True,True
645,54,signal,lens room,perform_chain_step,0.221,0.215,0.096042,0.08,0.005,0.66,available,False,True,True
646,54,orchard,seed lane,recover_routine,0.048,0.042,0.08,0.08,0.109,0.926,available,False,True,True
647,54,repair_ring,wire bench,offer_care,0.072,0.066,0.08,0.08,0.081,0.092,available,True,True,True
648,55,riverbend,dry ridge,interrupt_routine,0.0,0.0,0.103,0.087,0.0,0.95,available,False,True,True
649,55,roofward,glass stair,ask_dialect_memory,0.0,0.03,0.08,0.08,0.0,0.924,available,False,True,True
650,55,archive,memory desk,rest,0.024,0.0,0.08,0.135,0.0,0.742,rest,True,True,True
651,55,signal,lens room,dry_off,0.215,0.209,0.08,0.08,0.0,0.662,dry off,True,True,True
652,55,orchard,mud row,path_to_resident,0.042,0.072,0.08,0.08,0.144,0.928,available,False,True,True
653,55,repair_ring,arrival court,inspect_affordance,0.066,0.06,0.08,0.08,0.075,0.094,available,False,True,True
654,55,riverbend,plank hall,dry_off,0.0,0.03,0.087,0.08,0.0,0.95,dry off,True,True,True
655,55,roofward,glass stair,path_to_resident,0.03,0.06,0.08,0.08,0.0,0.898,available,False,True,True
656,55,archive,ink niche,inspect_affordance,0.0,0.03,0.135,0.11858,0.0,0.744,available,False,True,True
657,55,signal,signal perch,interrupt_routine,0.209,0.203,0.08,0.08,0.0,0.664,available,False,True,True
658,55,orchard,seed lane,ask_dialect_memory,0.072,0.066,0.08,0.08,0.138,0.93,available,False,True,True
659,55,repair_ring,wire bench,rest,0.06,0.03,0.08,0.135,0.069,0.118,rest,True,True,True
660,56,roofward,glass stair,ask_dialect_memory,0.06,0.09,0.08,0.08,0.0,0.872,available,False,True,True
661,56,archive,memory desk,rest,0.03,0.0,0.11858,0.17358,0.0,0.768,rest,True,True,True
662,56,signal,lens room,dry_off,0.203,0.197,0.08,0.08,0.0,0.666,dry off,True,True,True
663,56,orchard,mud row,path_to_resident,0.066,0.096,0.08,0.08,0.173,0.932,available,False,True,True
664,56,repair_ring,arrival court,inspect_affordance,0.03,0.024,0.135,0.118664,0.063,0.12,available,False,True,True
665,56,riverbend,plank hall,dry_off,0.03,0.06,0.08,0.08,0.0,0.95,dry off,True,True,True
666,56,roofward,glass stair,path_to_resident,0.09,0.12,0.08,0.08,0.0,0.846,available,False,True,True
667,56,archive,ink niche,inspect_affordance,0.0,0.03,0.17358,0.15716,0.0,0.77,available,False,True,True
668,56,signal,signal perch,interrupt_routine,0.197,0.191,0.08,0.08,0.0,0.668,available,False,True,True
669,56,orchard,seed lane,ask_dialect_memory,0.096,0.09,0.08,0.08,0.167,0.934,available,False,True,True
670,56,repair_ring,wire bench,rest,0.024,0.0,0.118664,0.173664,0.057,0.144,rest,True,True,True
671,56,riverbend,wet crossing,interrupt_routine,0.06,0.054,0.08,0.08,0.035,0.95,available,False,True,True
672,57,roofward,warm lane,offer_care,0.12,0.114,0.08,0.08,0.0,0.87,available,True,True,True
673,57,archive,memory desk,treat_pain,0.03,0.0,0.15716,0.14116,0.0,0.794,treat pain,True,True,True
674,57,signal,signal perch,continue_project,0.191,0.185,0.08,0.08,0.0,0.67,available,False,True,True
675,57,orchard,mud row,path_to_rest,0.09,0.12,0.08,0.08,0.202,0.936,available,False,True,True
676,57,repair_ring,wire bench,perform_chain_step,0.0,0.0,0.173664,0.157664,0.051,0.146,available,False,True,True
677,57,riverbend,wet crossing,continue_project,0.054,0.048,0.08,0.08,0.07,0.95,available,False,True,True
678,57,roofward,warm lane,path_to_rest,0.114,0.108,0.08,0.08,0.0,0.894,available,False,True,True
679,57,archive,memory desk,perform_chain_step,0.0,0.0,0.14116,0.12516,0.0,0.818,available,False,True,True
680,57,signal,lens room,recover_routine,0.185,0.179,0.08,0.08,0.0,0.672,available,False,True,True
681,57,orchard,seed lane,offer_care,0.12,0.114,0.08,0.08,0.196,0.95,available,True,True,True
682,57,repair_ring,cool corner,treat_pain,0.0,0.0,0.157664,0.141664,0.045,0.12,treat pain,True,True,True
683,57,riverbend,plank hall,recover_routine,0.048,0.078,0.08,0.08,0.064,0.95,available,False,True,True
684,58,roofward,warm lane,rest,0.108,0.078,0.08,0.135,0.0,0.918,rest,True,True,True
685,58,archive,memory desk,dry_off,0.0,0.0,0.12516,0.10916,0.0,0.842,dry off,True,True,True
686,58,signal,lantern walk,path_to_resident,0.179,0.173,0.08,0.08,0.0,0.696,available,False,True,True
687,58,orchard,seed lane,inspect_affordance,0.114,0.108,0.08,0.08,0.19,0.95,available,False,True,True
688,58,repair_ring,wire bench,interrupt_routine,0.0,0.0,0.141664,0.125664,0.039,0.122,available,False,True,True
689,58,riverbend,wet crossing,path_to_resident,0.078,0.072,0.08,0.08,0.099,0.95,available,False,True,True
690,58,roofward,sun sill,inspect_affordance,0.078,0.072,0.135,0.117992,0.0,0.92,available,False,True,True
691,58,archive,stone stacks,interrupt_routine,0.0,0.0,0.10916,0.09316,0.0,0.816,available,False,True,True
692,58,signal,mast base,ask_dialect_memory,0.173,0.203,0.08,0.08,0.0,0.67,available,False,True,True
693,58,orchard,mud row,rest,0.108,0.078,0.08,0.135,0.225,0.95,rest,True,True,True
694,58,repair_ring,spark lane,dry_off,0.0,0.03,0.125664,0.109244,0.074,0.124,dry off,True,True,True
695,58,riverbend,kit alcove,ask_dialect_memory,0.072,0.066,0.08,0.08,0.093,0.95,available,False,True,True
696,59,roofward,warm lane,treat_pain,0.072,0.017,0.117992,0.101754,0.0,0.944,treat pain,True,True,True
697,59,archive,arrival court,continue_project,0.0,0.0,0.09316,0.08,0.035,0.818,available,False,True,True
698,59,signal,lantern walk,path_to_rest,0.203,0.197,0.08,0.08,0.0,0.694,available,False,True,True
699,59,orchard,mud row,perform_chain_step,0.078,0.108,0.135,0.117488,0.26,0.95,available,False,True,True
700,59,repair_ring,spark lane,recover_routine,0.03,0.06,0.109244,0.092404,0.109,0.126,available,False,True,True
701,59,riverbend,kit alcove,path_to_rest,0.066,0.06,0.08,0.08,0.087,0.95,available,False,True,True
702,59,roofward,glass stair,perform_chain_step,0.017,0.047,0.101754,0.085096,0.0,0.918,available,False,True,True
703,59,archive,stone stacks,recover_routine,0.0,0.0,0.08,0.08,0.029,0.792,available,False,True,True
704,59,signal,lantern walk,offer_care,0.197,0.191,0.08,0.08,0.0,0.718,available,True,True,True
705,59,orchard,satchel shed,treat_pain,0.108,0.053,0.117488,0.100746,0.254,0.95,treat pain,True,True,True
706,59,repair_ring,wire bench,continue_project,0.06,0.054,0.092404,0.08,0.103,0.128,available,False,True,True
707,59,riverbend,dry ridge,offer_care,0.06,0.054,0.08,0.08,0.081,0.95,available,True,True,True
708,60,roofward,arrival court,dry_off,0.047,0.041,0.085096,0.08,0.035,0.92,dry off,True,True,True
709,60,archive,spool room,path_to_resident,0.0,0.0,0.08,0.08,0.023,0.794,available,False,True,True
710,60,signal,lantern walk,inspect_affordance,0.191,0.185,0.08,0.08,0.0,0.742,available,False,True,True
711,60,orchard,market plank,interrupt_routine,0.053,0.047,0.100746,0.084088,0.248,0.924,available,False,True,True
712,60,repair_ring,cool corner,ask_dialect_memory,0.054,0.048,0.08,0.08,0.097,0.102,available,False,True,True
713,60,riverbend,plank hall,inspect_affordance,0.054,0.084,0.08,0.08,0.075,0.95,available,False,True,True
714,60,roofward,glass stair,interrupt_routine,0.041,0.071,0.08,0.08,0.029,0.894,available,False,True,True
715,60,archive,spool room,ask_dialect_memory,0.0,0.0,0.08,0.08,0.017,0.796,available,False,True,True
716,60,signal,lantern walk,rest,0.185,0.155,0.08,0.135,0.0,0.766,rest,True,True,True
717,60,orchard,satchel shed,dry_off,0.047,0.041,0.084088,0.08,0.188,0.948,dry off,True,True,True
718,60,repair_ring,cool corner,path_to_resident,0.048,0.042,0.08,0.08,0.091,0.076,available,False,True,True
719,60,riverbend,wet crossing,rest,0.084,0.054,0.08,0.135,0.11,0.95,rest,True,True,True
720,61,roofward,glass stair,continue_project,0.071,0.101,0.08,0.08,0.023,0.868,available,False,True,True
721,61,archive,stone stacks,path_to_rest,0.0,0.0,0.08,0.08,0.011,0.77,available,False,True,True
722,61,signal,lens room,perform_chain_step,0.155,0.149,0.135,0.116914,0.0,0.768,available,False,True,True
723,61,orchard,satchel shed,recover_routine,0.041,0.035,0.08,0.08,0.182,0.95,available,False,True,True
724,61,repair_ring,wire bench,offer_care,0.042,0.036,0.08,0.08,0.085,0.1,available,True,True,True
725,61,riverbend,plank hall,perform_chain_step,0.054,0.084,0.135,0.117824,0.104,0.95,available,False,True,True
726,61,roofward,glass stair,recover_routine,0.101,0.131,0.08,0.08,0.017,0.842,available,False,True,True
727,61,archive,spool room,offer_care,0.0,0.0,0.08,0.08,0.005,0.794,available,True,True,True
728,61,signal,lantern walk,treat_pain,0.149,0.094,0.116914,0.099598,0.0,0.792,treat pain,True,True,True
729,61,orchard,market plank,continue_project,0.035,0.029,0.08,0.08,0.176,0.924,available,False,True,True
730,61,repair_ring,cool corner,path_to_rest,0.036,0.03,0.08,0.08,0.079,0.074,available,False,True,True
731,61,riverbend,wet crossing,treat_pain,0.084,0.029,0.117824,0.101418,0.139,0.95,treat pain,True,True,True
732,62,roofward,warm lane,path_to_resident,0.131,0.125,0.08,0.08,0.011,0.866,available,False,True,True
733,62,archive,ink niche,inspect_affordance,0.0,0.03,0.08,0.08,0.0,0.796,available,False,True,True
734,62,signal,mast base,interrupt_routine,0.094,0.124,0.099598,0.081862,0.0,0.766,available,False,True,True
735,62,orchard,seed lane,ask_dialect_memory,0.029,0.023,0.08,0.08,0.17,0.926,available,False,True,True
736,62,repair_ring,cool corner,rest,0.03,0.0,0.08,0.135,0.073,0.05,rest,True,True,True
737,62,riverbend,wet crossing,interrupt_routine,0.029,0.023,0.101418,0.085096,0.174,0.95,available,False,True,True
738,62,roofward,ledger loft,ask_dialect_memory,0.125,0.119,0.08,0.08,0.005,0.868,available,False,True,True
739,62,archive,memory desk,rest,0.03,0.0,0.08,0.135,0.0,0.82,rest,True,True,True
740,62,signal,arrival court,dry_off,0.124,0.118,0.081862,0.08,0.035,0.768,dry off,True,True,True
741,62,orchard,arrival court,path_to_resident,0.023,0.017,0.08,0.08,0.164,0.928,available,False,True,True
742,62,repair_ring,wire bench,inspect_affordance,0.0,0.0,0.135,0.119,0.067,0.052,available,False,True,True
743,62,riverbend,plank hall,dry_off,0.023,0.053,0.085096,0.08,0.114,0.95,dry off,True,True,True
744,63,roofward,warm lane,path_to_rest,0.119,0.113,0.08,0.08,0.0,0.892,available,False,True,True
745,63,archive,memory desk,perform_chain_step,0.0,0.0,0.135,0.119,0.0,0.844,available,False,True,True
746,63,signal,mast base,recover_routine,0.118,0.148,0.08,0.08,0.029,0.742,available,False,True,True
747,63,orchard,seed lane,offer_care,0.017,0.011,0.08,0.08,0.158,0.95,available,True,True,True
748,63,repair_ring,cool corner,treat_pain,0.0,0.0,0.119,0.103,0.061,0.05,treat pain,True,True,True
749,63,riverbend,wet crossing,recover_routine,0.053,0.047,0.08,0.08,0.149,0.95,available,False,True,True
750,63,roofward,sun sill,offer_care,0.113,0.107,0.08,0.08,0.0,0.916,available,True,True,True
751,63,archive,memory desk,treat_pain,0.0,0.0,0.119,0.103,0.0,0.868,treat pain,True,True,True
752,63,signal,mast base,continue_project,0.148,0.178,0.08,0.08,0.023,0.716,available,False,True,True
753,63,orchard,mud row,path_to_rest,0.011,0.041,0.08,0.08,0.193,0.95,available,False,True,True
754,63,repair_ring,bell alcove,perform_chain_step,0.0,0.0,0.103,0.087,0.055,0.052,available,False,True,True
755,63,riverbend,kit alcove,continue_project,0.047,0.041,0.08,0.08,0.143,0.95,available,False,True,True
756,64,archive,memory desk,perform_chain_step,0.0,0.0,0.103,0.087,0.0,0.892,available,False,True,True
757,64,signal,mast base,recover_routine,0.178,0.208,0.08,0.08,0.017,0.69,available,False,True,True
758,64,orchard,seed lane,offer_care,0.041,0.035,0.08,0.08,0.187,0.95,available,True,True,True
759,64,repair_ring,cool corner,treat_pain,0.0,0.0,0.087,0.08,0.049,0.05,treat pain,True,True,True
760,64,riverbend,kit alcove,recover_routine,0.041,0.035,0.08,0.08,0.137,0.95,available,False,True,True
761,64,roofward,sun sill,offer_care,0.107,0.101,0.08,0.08,0.0,0.94,available,True,True,True
762,64,archive,memory desk,treat_pain,0.0,0.0,0.087,0.08,0.0,0.916,treat pain,True,True,True
763,64,signal,mast base,continue_project,0.208,0.238,0.08,0.08,0.011,0.664,available,False,True,True
764,64,orchard,mud row,path_to_rest,0.035,0.065,0.08,0.08,0.222,0.95,available,False,True,True
765,64,repair_ring,bell alcove,perform_chain_step,0.0,0.0,0.08,0.08,0.043,0.052,available,False,True,True
766,64,riverbend,kit alcove,continue_project,0.035,0.029,0.08,0.08,0.131,0.95,available,False,True,True
767,64,roofward,warm lane,path_to_rest,0.101,0.095,0.08,0.08,0.0,0.95,available,False,True,True
768,65,archive,stone stacks,interrupt_routine,0.0,0.0,0.08,0.08,0.0,0.89,available,False,True,True
769,65,signal,mast base,ask_dialect_memory,0.238,0.268,0.08,0.08,0.005,0.638,available,False,True,True
770,65,orchard,satchel shed,rest,0.065,0.035,0.08,0.135,0.216,0.95,rest,True,True,True
771,65,repair_ring,bell alcove,dry_off,0.0,0.0,0.08,0.08,0.0,0.054,dry off,True,True,True
772,65,riverbend,kit alcove,ask_dialect_memory,0.029,0.023,0.08,0.08,0.125,0.95,available,False,True,True
773,65,roofward,warm lane,rest,0.095,0.065,0.08,0.135,0.0,0.95,rest,True,True,True
774,65,archive,stone stacks,dry_off,0.0,0.0,0.08,0.08,0.0,0.864,dry off,True,True,True
775,65,signal,lantern walk,path_to_resident,0.268,0.262,0.08,0.08,0.0,0.662,available,False,True,True
776,65,orchard,market plank,inspect_affordance,0.035,0.029,0.135,0.118594,0.21,0.924,available,False,True,True
777,65,repair_ring,cool corner,interrupt_routine,0.0,0.0,0.08,0.08,0.0,0.05,available,False,True,True
778,65,riverbend,dry ridge,path_to_resident,0.023,0.017,0.08,0.08,0.119,0.95,available,False,True,True
