tick,day,arc_id,proposal_agents,compromise_terms,compromise_reached,loser_not_erased,public_reason_recorded,avatar_override_attempted,avatar_override_blocked,compromise_quality
229,23,v17-arc-08,Sova|Melo,Sova: quiet warm access window; boundary=no crowding while resting; concession=later help || Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=shorter turn,0,0,1,0,0,0.71
230,24,v17-arc-08,Melo|Ori,Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=public witness || Ori: finish repair then help for one watch; boundary=repair work cannot be interrupted without warning; concession=repair token,0,0,0,0,0,0.67
231,24,v17-arc-08,Nari|Vonn,Nari: public summary without private ledger text; boundary=sealed notes stay sealed; concession=repair token || Vonn: quiet path plus later witness circle; boundary=quiet recovery ritual needs distance; concession=quiet path,1,1,1,1,1,0.87
232,24,v17-arc-08,Ori|Sova|Melo,Ori: finish repair then help for one watch; boundary=repair work cannot be interrupted without warning; concession=quiet path || Sova: quiet warm access window; boundary=no crowding while resting; concession=shared schedule note || Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=later help,1,1,1,0,0,0.97
233,24,v17-arc-08,Vonn|Keth,Vonn: quiet path plus later witness circle; boundary=quiet recovery ritual needs distance; concession=shared schedule note || Keth: shared route warning before shortcut; boundary=do not erase route warnings; concession=later help,1,1,1,0,0,0.88
234,24,v17-arc-08,Sova|Melo,Sova: quiet warm access window; boundary=no crowding while resting; concession=later help || Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=shorter turn,1,1,1,0,0,0.88
235,24,v17-arc-08,Keth|Nari,Keth: shared route warning before shortcut; boundary=do not erase route warnings; concession=shorter turn || Nari: public summary without private ledger text; boundary=sealed notes stay sealed; concession=public witness,1,1,1,0,0,0.88
236,24,v17-arc-08,Melo|Ori|Sova,Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=public witness || Ori: finish repair then help for one watch; boundary=repair work cannot be interrupted without warning; concession=repair token || Sova: quiet warm access window; boundary=no crowding while resting; concession=quiet path,1,1,1,0,0,0.97
237,24,v17-arc-08,Nari|Vonn,Nari: public summary without private ledger text; boundary=sealed notes stay sealed; concession=repair token || Vonn: quiet path plus later witness circle; boundary=quiet recovery ritual needs distance; concession=quiet path,1,1,1,0,0,0.88
238,24,v17-arc-08,Ori|Sova,Ori: finish repair then help for one watch; boundary=repair work cannot be interrupted without warning; concession=quiet path || Sova: quiet warm access window; boundary=no crowding while resting; concession=shared schedule note,1,1,1,1,1,0.87
239,24,v17-arc-08,Vonn|Keth,Vonn: quiet path plus later witness circle; boundary=quiet recovery ritual needs distance; concession=shared schedule note || Keth: shared route warning before shortcut; boundary=do not erase route warnings; concession=later help,1,0,1,0,0,0.8
240,25,v17-arc-09,Keth|Nari|Vonn,Keth: shared route warning before shortcut; boundary=do not erase route warnings; concession=shorter turn || Nari: public summary without private ledger text; boundary=sealed notes stay sealed; concession=public witness || Vonn: quiet path plus later witness circle; boundary=quiet recovery ritual needs distance; concession=repair token,1,1,1,0,0,0.97
241,25,v17-arc-09,Melo|Ori,Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=public witness || Ori: finish repair then help for one watch; boundary=repair work cannot be interrupted without warning; concession=repair token,1,1,1,0,0,0.88
242,25,v17-arc-09,Nari|Vonn,Nari: public summary without private ledger text; boundary=sealed notes stay sealed; concession=repair token || Vonn: quiet path plus later witness circle; boundary=quiet recovery ritual needs distance; concession=quiet path,1,1,1,1,1,0.87
243,25,v17-arc-09,Ori|Sova,Ori: finish repair then help for one watch; boundary=repair work cannot be interrupted without warning; concession=quiet path || Sova: quiet warm access window; boundary=no crowding while resting; concession=shared schedule note,1,1,1,0,0,0.88
244,25,v17-arc-09,Vonn|Keth|Nari,Vonn: quiet path plus later witness circle; boundary=quiet recovery ritual needs distance; concession=shared schedule note || Keth: shared route warning before shortcut; boundary=do not erase route warnings; concession=later help || Nari: public summary without private ledger text; boundary=sealed notes stay sealed; concession=shorter turn,1,1,1,0,0,0.97
245,25,v17-arc-09,Sova|Melo,Sova: quiet warm access window; boundary=no crowding while resting; concession=later help || Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=shorter turn,1,1,1,0,0,0.88
246,25,v17-arc-09,Keth|Nari,Keth: shared route warning before shortcut; boundary=do not erase route warnings; concession=shorter turn || Nari: public summary without private ledger text; boundary=sealed notes stay sealed; concession=public witness,1,1,1,0,0,0.88
247,25,v17-arc-09,Melo|Ori,Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=public witness || Ori: finish repair then help for one watch; boundary=repair work cannot be interrupted without warning; concession=repair token,0,0,1,0,0,0.8
248,25,v17-arc-09,Nari|Vonn|Keth,Nari: public summary without private ledger text; boundary=sealed notes stay sealed; concession=repair token || Vonn: quiet path plus later witness circle; boundary=quiet recovery ritual needs distance; concession=quiet path || Keth: shared route warning before shortcut; boundary=do not erase route warnings; concession=shared schedule note,1,1,1,0,0,0.97
249,25,v17-arc-09,Ori|Sova,Ori: finish repair then help for one watch; boundary=repair work cannot be interrupted without warning; concession=quiet path || Sova: quiet warm access window; boundary=no crowding while resting; concession=shared schedule note,1,1,1,0,0,0.88
250,26,v17-arc-09,Sova|Melo,Sova: quiet warm access window; boundary=no crowding while resting; concession=later help || Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=shorter turn,1,1,1,0,0,0.88
251,26,v17-arc-09,Keth|Nari,Keth: shared route warning before shortcut; boundary=do not erase route warnings; concession=shorter turn || Nari: public summary without private ledger text; boundary=sealed notes stay sealed; concession=public witness,1,1,1,0,0,0.88
252,26,v17-arc-09,Melo|Ori|Sova,Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=public witness || Ori: finish repair then help for one watch; boundary=repair work cannot be interrupted without warning; concession=repair token || Sova: quiet warm access window; boundary=no crowding while resting; concession=quiet path,1,0,1,0,0,0.8
253,26,v17-arc-09,Nari|Vonn,Nari: public summary without private ledger text; boundary=sealed notes stay sealed; concession=repair token || Vonn: quiet path plus later witness circle; boundary=quiet recovery ritual needs distance; concession=quiet path,0,0,1,1,1,0.7
254,26,v17-arc-09,Ori|Sova,Ori: finish repair then help for one watch; boundary=repair work cannot be interrupted without warning; concession=quiet path || Sova: quiet warm access window; boundary=no crowding while resting; concession=shared schedule note,1,1,1,0,0,0.88
255,26,v17-arc-09,Vonn|Keth,Vonn: quiet path plus later witness circle; boundary=quiet recovery ritual needs distance; concession=shared schedule note || Keth: shared route warning before shortcut; boundary=do not erase route warnings; concession=later help,1,1,1,1,1,0.87
256,26,v17-arc-09,Sova|Melo|Ori,Sova: quiet warm access window; boundary=no crowding while resting; concession=later help || Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=shorter turn || Ori: finish repair then help for one watch; boundary=repair work cannot be interrupted without warning; concession=public witness,1,1,1,0,0,0.97
257,26,v17-arc-09,Keth|Nari,Keth: shared route warning before shortcut; boundary=do not erase route warnings; concession=shorter turn || Nari: public summary without private ledger text; boundary=sealed notes stay sealed; concession=public witness,1,1,1,0,0,0.88
258,26,v17-arc-09,Melo|Ori,Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=public witness || Ori: finish repair then help for one watch; boundary=repair work cannot be interrupted without warning; concession=repair token,1,1,1,0,0,0.88
259,26,v17-arc-09,Nari|Vonn,Nari: public summary without private ledger text; boundary=sealed notes stay sealed; concession=repair token || Vonn: quiet path plus later witness circle; boundary=quiet recovery ritual needs distance; concession=quiet path,1,1,1,0,0,0.88
260,27,v17-arc-09,Vonn|Keth|Nari,Vonn: quiet path plus later witness circle; boundary=quiet recovery ritual needs distance; concession=shared schedule note || Keth: shared route warning before shortcut; boundary=do not erase route warnings; concession=later help || Nari: public summary without private ledger text; boundary=sealed notes stay sealed; concession=shorter turn,1,1,1,0,0,0.97
261,27,v17-arc-09,Sova|Melo,Sova: quiet warm access window; boundary=no crowding while resting; concession=later help || Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=shorter turn,1,1,1,0,0,0.88
262,27,v17-arc-09,Keth|Nari,Keth: shared route warning before shortcut; boundary=do not erase route warnings; concession=shorter turn || Nari: public summary without private ledger text; boundary=sealed notes stay sealed; concession=public witness,1,1,1,0,0,0.88
263,27,v17-arc-09,Melo|Ori,Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=public witness || Ori: finish repair then help for one watch; boundary=repair work cannot be interrupted without warning; concession=repair token,1,1,1,0,0,0.88
264,27,v17-arc-09,Nari|Vonn|Keth,Nari: public summary without private ledger text; boundary=sealed notes stay sealed; concession=repair token || Vonn: quiet path plus later witness circle; boundary=quiet recovery ritual needs distance; concession=quiet path || Keth: shared route warning before shortcut; boundary=do not erase route warnings; concession=shared schedule note,1,1,1,1,1,0.96
265,27,v17-arc-09,Ori|Sova,Ori: finish repair then help for one watch; boundary=repair work cannot be interrupted without warning; concession=quiet path || Sova: quiet warm access window; boundary=no crowding while resting; concession=shared schedule note,1,0,1,0,0,0.8
266,27,v17-arc-09,Vonn|Keth,Vonn: quiet path plus later witness circle; boundary=quiet recovery ritual needs distance; concession=shared schedule note || Keth: shared route warning before shortcut; boundary=do not erase route warnings; concession=later help,0,0,1,0,0,0.8
267,27,v17-arc-09,Sova|Melo,Sova: quiet warm access window; boundary=no crowding while resting; concession=later help || Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=shorter turn,1,1,1,0,0,0.88
268,27,v17-arc-09,Keth|Nari|Vonn,Keth: shared route warning before shortcut; boundary=do not erase route warnings; concession=shorter turn || Nari: public summary without private ledger text; boundary=sealed notes stay sealed; concession=public witness || Vonn: quiet path plus later witness circle; boundary=quiet recovery ritual needs distance; concession=repair token,1,1,1,0,0,0.97
269,27,v17-arc-09,Melo|Ori,Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=public witness || Ori: finish repair then help for one watch; boundary=repair work cannot be interrupted without warning; concession=repair token,1,1,1,0,0,0.88
270,28,v17-arc-10,Ori|Sova,Ori: finish repair then help for one watch; boundary=repair work cannot be interrupted without warning; concession=quiet path || Sova: quiet warm access window; boundary=no crowding while resting; concession=shared schedule note,1,1,1,0,0,0.88
271,28,v17-arc-10,Vonn|Keth,Vonn: quiet path plus later witness circle; boundary=quiet recovery ritual needs distance; concession=shared schedule note || Keth: shared route warning before shortcut; boundary=do not erase route warnings; concession=later help,1,1,1,0,0,0.88
272,28,v17-arc-10,Sova|Melo|Ori,Sova: quiet warm access window; boundary=no crowding while resting; concession=later help || Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=shorter turn || Ori: finish repair then help for one watch; boundary=repair work cannot be interrupted without warning; concession=public witness,1,1,1,1,1,0.96
273,28,v17-arc-10,Keth|Nari,Keth: shared route warning before shortcut; boundary=do not erase route warnings; concession=shorter turn || Nari: public summary without private ledger text; boundary=sealed notes stay sealed; concession=public witness,1,1,1,0,0,0.88
274,28,v17-arc-10,Melo|Ori,Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=public witness || Ori: finish repair then help for one watch; boundary=repair work cannot be interrupted without warning; concession=repair token,1,1,1,0,0,0.88
275,28,v17-arc-10,Nari|Vonn,Nari: public summary without private ledger text; boundary=sealed notes stay sealed; concession=repair token || Vonn: quiet path plus later witness circle; boundary=quiet recovery ritual needs distance; concession=quiet path,0,0,0,1,1,0.66
276,28,v17-arc-10,Ori|Sova|Melo,Ori: finish repair then help for one watch; boundary=repair work cannot be interrupted without warning; concession=quiet path || Sova: quiet warm access window; boundary=no crowding while resting; concession=shared schedule note || Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=later help,1,1,1,0,0,0.88
277,28,v17-arc-10,Vonn|Keth,Vonn: quiet path plus later witness circle; boundary=quiet recovery ritual needs distance; concession=shared schedule note || Keth: shared route warning before shortcut; boundary=do not erase route warnings; concession=later help,1,1,1,0,0,0.88
278,28,v17-arc-10,Sova|Melo,Sova: quiet warm access window; boundary=no crowding while resting; concession=later help || Melo: rotating tool slot with public debt note; boundary=fair turns before tool access; concession=shorter turn,1,0,1,0,0,0.8
279,28,v17-arc-10,Keth|Nari,Keth: shared route warning before shortcut; boundary=do not erase route warnings; concession=shorter turn || Nari: public summary without private ledger text; boundary=sealed notes stay sealed; concession=public witness,1,1,1,0,0,0.88
