tick_id,day,session_id,settlement_id,reload_index,canvas_event_count,path_animation_count,inventory_ui_count,tool_dispute_count,repair_step_count,phrase_consequence_count,checksum,restored_canvas_visible,restored_inventory_ui_visible,restored_tool_disputes_visible,restored_minigame_visible,restored_phrase_consequence_visible,replay_exportable
3720,207,canvas-session-035,orchid_engine,97,745,745,745,745,745,745,b5e0d621b006cf81,True,True,True,True,True,True
3728,208,canvas-session-035,lichen_bridge,97,747,747,747,747,747,747,dac8b63aa8eeead3,True,True,True,True,True,True
3736,208,canvas-session-035,glass_harbor,96,747,747,747,747,747,747,fc12f78973444a68,True,True,True,True,True,True
3744,209,canvas-session-035,moss_ward,98,749,749,749,749,749,749,7fa74c229cde4a89,True,True,True,True,True,True
3752,209,canvas-session-035,lichen_bridge,98,752,752,752,752,752,752,9989574362f6f495,True,True,True,True,True,True
3760,209,canvas-session-035,glass_harbor,97,752,752,752,752,752,752,811e69bf1e19add4,True,True,True,True,True,True
3768,210,canvas-session-035,moss_ward,99,754,754,754,754,754,754,e9d4b8dbc47a7f5a,True,True,True,True,True,True
3776,210,canvas-session-035,lichen_bridge,99,756,756,756,756,756,756,8404a2683af3a6a3,True,True,True,True,True,True
3784,211,canvas-session-036,cinder_garden,97,757,757,757,757,757,757,ef8ab36dd3d3c0b3,True,True,True,True,True,True
3792,211,canvas-session-036,moss_ward,100,759,759,759,759,759,759,5a2fd14a4e4d3eb9,True,True,True,True,True,True
3800,212,canvas-session-036,orchid_engine,98,761,761,761,761,761,761,0858fa08f8142e5c,True,True,True,True,True,True
3808,212,canvas-session-036,cinder_garden,98,762,762,762,762,762,762,6a801fe2484f6926,True,True,True,True,True,True
3816,213,canvas-session-036,glass_harbor,98,763,763,763,763,763,763,7670cfbc53195949,True,True,True,True,True,True
3824,213,canvas-session-036,orchid_engine,99,766,766,766,766,766,766,cb78395cd3000702,True,True,True,True,True,True
3832,213,canvas-session-036,cinder_garden,99,767,767,767,767,767,767,321200b0480b38e2,True,True,True,True,True,True
3840,214,canvas-session-036,glass_harbor,99,768,768,768,768,768,768,8fbc4e95ab0c49fb,True,True,True,True,True,True
3848,214,canvas-session-036,orchid_engine,100,770,770,770,770,770,770,7673ba5543ec8587,True,True,True,True,True,True
3856,215,canvas-session-036,lichen_bridge,100,772,772,772,772,772,772,095b92c8fe2b9966,True,True,True,True,True,True
3864,215,canvas-session-036,glass_harbor,100,773,773,773,773,773,773,79257d3ebcb6ebd4,True,True,True,True,True,True
3872,216,canvas-session-036,moss_ward,101,775,775,775,775,775,775,1bd99ab8a1014c78,True,True,True,True,True,True
3880,216,canvas-session-036,lichen_bridge,101,777,777,777,777,777,777,597b2d87b6fadad5,True,True,True,True,True,True
3888,217,canvas-session-037,cinder_garden,100,778,778,778,778,778,778,b3a33e4f0521ff5d,True,True,True,True,True,True
3896,217,canvas-session-037,moss_ward,102,780,780,780,780,780,780,f7af33112820649b,True,True,True,True,True,True
3904,217,canvas-session-037,lichen_bridge,102,782,782,782,782,782,782,50f48abc278a94cb,True,True,True,True,True,True
3912,218,canvas-session-037,cinder_garden,101,783,783,783,783,783,783,db8532641c785458,True,True,True,True,True,True
3920,218,canvas-session-037,moss_ward,103,784,784,784,784,784,784,321e17ad090827f8,True,True,True,True,True,True
3928,219,canvas-session-037,orchid_engine,101,786,786,786,786,786,786,ca64da06e3106026,True,True,True,True,True,True
3936,219,canvas-session-037,cinder_garden,102,788,788,788,788,788,788,6837fb013726611c,True,True,True,True,True,True
3944,220,canvas-session-037,glass_harbor,101,789,789,789,789,789,789,f071b59fe105004b,True,True,True,True,True,True
3952,220,canvas-session-037,orchid_engine,102,791,791,791,791,791,791,bc0df264bf2ab0ba,True,True,True,True,True,True
3960,221,canvas-session-037,lichen_bridge,103,793,793,793,793,793,793,e85baa1bbd691ac5,True,True,True,True,True,True
3968,221,canvas-session-037,glass_harbor,102,794,794,794,794,794,794,8e862d0c86f038bf,True,True,True,True,True,True
3976,221,canvas-session-037,orchid_engine,103,796,796,796,796,796,796,18a0f9a4a8e73e0d,True,True,True,True,True,True
3978,222,canvas-session-037,cinder_garden,103,796,796,796,796,796,796,459b2d2608c0d9c2,True,True,True,True,True,True
3979,222,canvas-session-037,lichen_bridge,104,797,797,797,797,797,797,5096c694630e3070,True,True,True,True,True,True
3980,222,canvas-session-037,orchid_engine,104,797,797,797,797,797,797,0185585b708691c1,True,True,True,True,True,True
3981,222,canvas-session-037,moss_ward,104,797,797,797,797,797,797,5c1fc9ff3a4aff48,True,True,True,True,True,True
3982,222,canvas-session-037,glass_harbor,103,796,796,796,796,796,796,8fa8b11b403d0919,True,True,True,True,True,True
3983,222,canvas-session-037,cinder_garden,104,797,797,797,797,797,797,4fdf97658f2d9227,True,True,True,True,True,True
3984,222,canvas-session-037,lichen_bridge,105,798,798,798,798,798,798,8f637a0f9a240002,True,True,True,True,True,True
3985,222,canvas-session-037,orchid_engine,105,798,798,798,798,798,798,974fe5186a793939,True,True,True,True,True,True
3986,222,canvas-session-037,moss_ward,105,798,798,798,798,798,798,14963a4d29f6fc49,True,True,True,True,True,True
3987,222,canvas-session-037,glass_harbor,104,797,797,797,797,797,797,d45ef1b4bdaf8fcd,True,True,True,True,True,True
3988,222,canvas-session-037,cinder_garden,105,798,798,798,798,798,798,d701023ae81117a5,True,True,True,True,True,True
3989,222,canvas-session-037,lichen_bridge,106,799,799,799,799,799,799,03ae5483882d0d72,True,True,True,True,True,True
3990,222,canvas-session-037,orchid_engine,106,799,799,799,799,799,799,277ddb57ef252bf4,True,True,True,True,True,True
3991,222,canvas-session-037,moss_ward,106,799,799,799,799,799,799,024852768a32cb79,True,True,True,True,True,True
3992,222,canvas-session-037,glass_harbor,105,798,798,798,798,798,798,9a3433625e2d9fae,True,True,True,True,True,True
3993,222,canvas-session-037,cinder_garden,106,799,799,799,799,799,799,da89fc3326a1f365,True,True,True,True,True,True
3994,222,canvas-session-037,lichen_bridge,107,800,800,800,800,800,800,af0991af6d9e52b4,True,True,True,True,True,True
3995,222,canvas-session-037,orchid_engine,107,800,800,800,800,800,800,1db4b84cee0ea332,True,True,True,True,True,True
