tick,day,absent_ticks,resident,offscreen_task,progress_before,progress_after,resource_delta,changed_without_avatar,visible_on_return
2433,136,21,Fay,sort herbs,0.678498,0.686498,0,True,True
2434,136,22,Milo,carry water,0.66054,0.66854,0,True,True
2435,136,23,Sera,dry cloaks,0.656497,0.664497,0,True,True
2436,136,24,Tovan,map safe route,0.670087,0.678087,0,True,True
2437,136,25,Nia,rest after rain,0.688815,0.696815,0,True,True
2438,136,26,Ari,recover focus,0.695463,0.703463,0,True,True
2439,136,27,Fay,repair awning,0.683918,0.691918,0,True,True
2440,136,28,Milo,sort herbs,0.664795,0.672795,0,True,True
2441,136,29,Sera,carry water,0.655676,0.663676,0,True,True
2442,136,30,Tovan,dry cloaks,0.664944,0.672944,0,True,True
2443,136,31,Nia,map safe route,0.684079,0.692079,0,True,True
2444,136,32,Ari,rest after rain,0.695488,0.703488,0,True,True
2445,136,33,Fay,recover focus,0.688681,0.696681,0,True,True
2446,136,34,Milo,repair awning,0.669918,0.677918,0,True,True
2447,136,35,Sera,sort herbs,0.656448,0.664448,0,True,True
2448,137,36,Tovan,dry cloaks,0.702703,0.710703,0,True,True
2449,137,6,Nia,map safe route,0.719532,0.727532,0,True,True
2450,137,7,Ari,rest after rain,0.720889,0.728889,0,True,True
2451,137,8,Fay,recover focus,0.705525,0.713525,0,True,True
2452,137,9,Milo,repair awning,0.687567,0.695567,0,True,True
2453,137,10,Sera,sort herbs,0.683524,0.691524,0,True,True
2454,137,11,Tovan,carry water,0.697114,0.705114,0,True,True
2455,137,12,Nia,dry cloaks,0.715842,0.723842,0,True,True
2456,137,13,Ari,map safe route,0.72249,0.73049,0,True,True
2457,137,14,Fay,rest after rain,0.710945,0.718945,0,True,True
2458,137,15,Milo,recover focus,0.691822,0.699822,0,True,True
2459,137,16,Sera,repair awning,0.682703,0.690703,0,True,True
2460,137,17,Tovan,sort herbs,0.691971,0.699971,0,True,True
2461,137,18,Nia,carry water,0.711106,0.719106,0,True,True
2462,137,19,Ari,dry cloaks,0.722515,0.730515,0,True,True
2463,137,20,Fay,map safe route,0.715708,0.723708,0,True,True
2464,137,21,Milo,rest after rain,0.696945,0.704945,0,True,True
2465,137,22,Sera,recover focus,0.683475,0.691475,0,True,True
2466,138,23,Tovan,sort herbs,0.72973,0.73773,0,True,True
2467,138,24,Nia,carry water,0.746559,0.754559,0,True,True
2468,138,25,Ari,dry cloaks,0.747916,0.755916,0,True,True
2469,138,26,Fay,map safe route,0.732552,0.740552,0,True,True
2470,138,27,Milo,rest after rain,0.714594,0.722594,0,True,True
2471,138,28,Sera,recover focus,0.710551,0.718551,0,True,True
2472,138,29,Tovan,repair awning,0.724141,0.732141,0,True,True
2473,138,30,Nia,sort herbs,0.742869,0.750869,0,True,True
2474,138,31,Ari,carry water,0.749517,0.757517,0,True,True
2475,138,32,Fay,dry cloaks,0.737972,0.745972,0,True,True
2476,138,33,Milo,map safe route,0.718849,0.726849,0,True,True
2477,138,34,Sera,rest after rain,0.70973,0.71773,0,True,True
2478,138,35,Tovan,recover focus,0.718998,0.726998,0,True,True
2479,138,36,Nia,repair awning,0.738133,0.746133,0,True,True
2480,138,6,Ari,sort herbs,0.749542,0.757542,0,True,True
2481,138,7,Fay,carry water,0.742735,0.750735,0,True,True
2482,138,8,Milo,dry cloaks,0.723972,0.731972,0,True,True
2483,138,9,Sera,map safe route,0.710502,0.718502,0,True,True
2484,139,10,Tovan,recover focus,0.756757,0.764757,0,True,True
2485,139,11,Nia,repair awning,0.773586,0.781586,0,True,True
2486,139,12,Ari,sort herbs,0.774943,0.782943,0,True,True
2487,139,13,Fay,carry water,0.759579,0.767579,0,True,True
2488,139,14,Milo,dry cloaks,0.741621,0.749621,0,True,True
2489,139,15,Sera,map safe route,0.737578,0.745578,0,True,True
2490,139,16,Tovan,rest after rain,0.751168,0.759168,0,True,True
2491,139,17,Nia,recover focus,0.769896,0.777896,0,True,True
2492,139,18,Ari,repair awning,0.776544,0.784544,0,True,True
2493,139,19,Fay,sort herbs,0.764999,0.772999,0,True,True
2494,139,20,Milo,carry water,0.745876,0.753876,0,True,True
2495,139,21,Sera,dry cloaks,0.736757,0.744757,0,True,True
2496,139,22,Tovan,map safe route,0.746025,0.754025,0,True,True
2497,139,23,Nia,rest after rain,0.76516,0.77316,0,True,True
2498,139,24,Ari,recover focus,0.776569,0.784569,0,True,True
2499,139,25,Fay,repair awning,0.769763,0.777763,0,True,True
2500,139,26,Milo,sort herbs,0.750999,0.758999,0,True,True
2501,139,27,Sera,carry water,0.737529,0.745529,0,True,True
2502,140,28,Tovan,map safe route,0.783784,0.791784,0,True,True
2503,140,29,Nia,rest after rain,0.800613,0.808613,0,True,True
2504,140,30,Ari,recover focus,0.80197,0.80997,0,True,True
2505,140,31,Fay,repair awning,0.786606,0.794606,0,True,True
2506,140,32,Milo,sort herbs,0.768648,0.776648,0,True,True
2507,140,33,Sera,carry water,0.764605,0.772605,0,True,True
2508,140,34,Tovan,dry cloaks,0.778195,0.786195,0,True,True
2509,140,35,Nia,map safe route,0.796924,0.804924,0,True,True
2510,140,36,Ari,rest after rain,0.803571,0.811571,0,True,True
2511,140,6,Fay,recover focus,0.792026,0.800026,0,True,True
2512,140,7,Milo,repair awning,0.772903,0.780903,0,True,True
2513,140,8,Sera,sort herbs,0.763784,0.771784,0,True,True
2514,140,9,Tovan,carry water,0.773052,0.781052,0,True,True
2515,140,10,Nia,dry cloaks,0.792187,0.800187,0,True,True
2516,140,11,Ari,map safe route,0.803596,0.811596,0,True,True
2517,140,12,Fay,rest after rain,0.79679,0.80479,0,True,True
2518,140,13,Milo,recover focus,0.778026,0.786026,0,True,True
2519,140,14,Sera,repair awning,0.764556,0.772556,0,True,True
2520,141,15,Tovan,carry water,0.810811,0.818811,0,True,True
2521,141,16,Nia,dry cloaks,0.82764,0.83564,0,True,True
2522,141,17,Ari,map safe route,0.828997,0.836997,0,True,True
2523,141,18,Fay,rest after rain,0.813633,0.821633,0,True,True
2524,141,19,Milo,recover focus,0.795675,0.803675,0,True,True
2525,141,20,Sera,repair awning,0.791632,0.799632,0,True,True
2526,141,21,Tovan,sort herbs,0.805223,0.813223,0,True,True
2527,141,22,Nia,carry water,0.823951,0.831951,0,True,True
2528,141,23,Ari,dry cloaks,0.830598,0.838598,0,True,True
2529,141,24,Fay,map safe route,0.819053,0.827053,0,True,True
2530,141,25,Milo,rest after rain,0.79993,0.80793,0,True,True
2531,141,26,Sera,recover focus,0.790811,0.798811,0,True,True
2532,141,27,Tovan,repair awning,0.800079,0.808079,0,True,True
2533,141,28,Nia,sort herbs,0.819214,0.827214,0,True,True
2534,141,29,Ari,carry water,0.830623,0.838623,0,True,True
2535,141,30,Fay,dry cloaks,0.823817,0.831817,0,True,True
2536,141,31,Milo,map safe route,0.805053,0.813053,0,True,True
2537,141,32,Sera,rest after rain,0.791583,0.799583,0,True,True
2538,142,33,Tovan,repair awning,0.837838,0.845838,0,True,True
2539,142,34,Nia,sort herbs,0.854667,0.862667,0,True,True
2540,142,35,Ari,carry water,0.856024,0.864024,0,True,True
2541,142,36,Fay,dry cloaks,0.84066,0.84866,0,True,True
2542,142,6,Milo,map safe route,0.822702,0.830702,0,True,True
2543,142,7,Sera,rest after rain,0.818659,0.826659,0,True,True
2544,142,8,Tovan,recover focus,0.83225,0.84025,0,True,True
2545,142,9,Nia,repair awning,0.850978,0.858978,0,True,True
2546,142,10,Ari,sort herbs,0.857625,0.865625,0,True,True
2547,142,11,Fay,carry water,0.84608,0.85408,0,True,True
2548,142,12,Milo,dry cloaks,0.826957,0.834957,0,True,True
2549,142,13,Sera,map safe route,0.817838,0.825838,0,True,True
2550,142,14,Tovan,rest after rain,0.827106,0.835106,0,True,True
2551,142,15,Nia,recover focus,0.846241,0.854241,0,True,True
2552,142,16,Ari,repair awning,0.85765,0.86565,0,True,True
2553,142,17,Fay,sort herbs,0.850844,0.858844,0,True,True
2554,142,18,Milo,carry water,0.83208,0.84008,0,True,True
2555,142,19,Sera,dry cloaks,0.81861,0.82661,0,True,True
2556,143,20,Tovan,rest after rain,0.864865,0.872865,0,True,True
2557,143,21,Nia,recover focus,0.881694,0.889694,0,True,True
2558,143,22,Ari,repair awning,0.883051,0.891051,0,True,True
2559,143,23,Fay,sort herbs,0.867687,0.875687,0,True,True
2560,143,24,Milo,carry water,0.849729,0.857729,0,True,True
2561,143,25,Sera,dry cloaks,0.845686,0.853686,0,True,True
2562,143,26,Tovan,map safe route,0.859277,0.867277,0,True,True
2563,143,27,Nia,rest after rain,0.878005,0.886005,0,True,True
2564,143,28,Ari,recover focus,0.884652,0.892652,0,True,True
2565,143,29,Fay,repair awning,0.873107,0.881107,0,True,True
2566,143,30,Milo,sort herbs,0.853984,0.861984,0,True,True
2567,143,31,Sera,carry water,0.844865,0.852865,0,True,True
2568,143,32,Tovan,dry cloaks,0.854133,0.862133,0,True,True
2569,143,33,Nia,map safe route,0.873268,0.881268,0,True,True
2570,143,34,Ari,rest after rain,0.884677,0.892677,0,True,True
2571,143,35,Fay,recover focus,0.877871,0.885871,0,True,True
2572,143,36,Milo,repair awning,0.859107,0.867107,0,True,True
2573,143,6,Sera,sort herbs,0.845637,0.853637,0,True,True
2574,144,7,Tovan,dry cloaks,0.891892,0.899892,0,True,True
2575,144,8,Nia,map safe route,0.908721,0.916721,0,True,True
2576,144,9,Ari,rest after rain,0.910078,0.918078,0,True,True
2577,144,10,Fay,recover focus,0.894714,0.902714,0,True,True
2578,144,11,Milo,repair awning,0.876756,0.884756,0,True,True
2579,144,12,Sera,sort herbs,0.872713,0.880713,0,True,True
2580,144,13,Tovan,carry water,0.886304,0.894304,0,True,True
2581,144,14,Nia,dry cloaks,0.905032,0.913032,0,True,True
2582,144,15,Ari,map safe route,0.911679,0.919679,0,True,True
2583,144,16,Fay,rest after rain,0.900134,0.908134,0,True,True
2584,144,17,Milo,recover focus,0.881011,0.889011,0,True,True
2585,144,18,Sera,repair awning,0.871892,0.879892,0,True,True
2586,144,19,Tovan,sort herbs,0.88116,0.88916,0,True,True
2587,144,20,Nia,carry water,0.900295,0.908295,0,True,True
2588,144,21,Ari,dry cloaks,0.911704,0.919704,0,True,True
2589,144,22,Fay,map safe route,0.904898,0.912898,0,True,True
2590,144,23,Milo,rest after rain,0.886134,0.894134,0,True,True
2591,144,24,Sera,recover focus,0.872664,0.880664,0,True,True
2592,145,25,Tovan,sort herbs,0.918919,0.926919,0,True,True
2593,145,26,Nia,carry water,0.935748,0.943748,0,True,True
2594,145,27,Ari,dry cloaks,0.937105,0.945105,0,True,True
2595,145,28,Fay,map safe route,0.921741,0.929741,0,True,True
2596,145,29,Milo,rest after rain,0.903783,0.911783,0,True,True
2597,145,30,Sera,recover focus,0.89974,0.90774,0,True,True
2598,145,31,Tovan,repair awning,0.913331,0.921331,0,True,True
2599,145,32,Nia,sort herbs,0.932059,0.940059,0,True,True
2600,145,33,Ari,carry water,0.938706,0.946706,0,True,True
2601,145,34,Fay,dry cloaks,0.927161,0.935161,0,True,True
2602,145,35,Milo,map safe route,0.908038,0.916038,0,True,True
2603,145,36,Sera,rest after rain,0.898919,0.906919,0,True,True
2604,145,6,Tovan,recover focus,0.908187,0.916187,0,True,True
2605,145,7,Nia,repair awning,0.927322,0.935322,0,True,True
2606,145,8,Ari,sort herbs,0.938731,0.946731,0,True,True
2607,145,9,Fay,carry water,0.931925,0.939925,0,True,True
2608,145,10,Milo,dry cloaks,0.913161,0.921161,0,True,True
2609,145,11,Sera,map safe route,0.899691,0.907691,0,True,True
2610,146,12,Tovan,recover focus,0.945946,0.953946,0,True,True
2611,146,13,Nia,repair awning,0.962775,0.970775,0,True,True
2612,146,14,Ari,sort herbs,0.964132,0.972132,0,True,True
2613,146,15,Fay,carry water,0.948768,0.956768,0,True,True
2614,146,16,Milo,dry cloaks,0.93081,0.93881,0,True,True
2615,146,17,Sera,map safe route,0.926767,0.934767,0,True,True
2616,146,18,Tovan,rest after rain,0.940358,0.948358,0,True,True
2617,146,19,Nia,recover focus,0.959086,0.967086,0,True,True
2618,146,20,Ari,repair awning,0.965733,0.973733,0,True,True
2619,146,21,Fay,sort herbs,0.954188,0.962188,0,True,True
2620,146,22,Milo,carry water,0.935066,0.943066,0,True,True
2621,146,23,Sera,dry cloaks,0.925946,0.933946,0,True,True
2622,146,24,Tovan,map safe route,0.935214,0.943214,0,True,True
2623,146,25,Nia,rest after rain,0.954349,0.962349,0,True,True
2624,146,26,Ari,recover focus,0.965758,0.973758,0,True,True
2625,146,27,Fay,repair awning,0.958952,0.966952,0,True,True
2626,146,28,Milo,sort herbs,0.940188,0.948188,0,True,True
2627,146,29,Sera,carry water,0.926718,0.934718,0,True,True
2628,147,30,Tovan,map safe route,0.972973,0.980973,0,True,True
2629,147,31,Nia,rest after rain,0.98,0.988,0,True,True
2630,147,32,Ari,recover focus,0.98,0.988,0,True,True
2631,147,33,Fay,repair awning,0.975795,0.983795,0,True,True
2632,147,34,Milo,sort herbs,0.957837,0.965837,0,True,True
2633,147,35,Sera,carry water,0.953794,0.961794,0,True,True
2634,147,36,Tovan,dry cloaks,0.967385,0.975385,0,True,True
2635,147,6,Nia,map safe route,0.98,0.988,0,True,True
2636,147,7,Ari,rest after rain,0.98,0.988,0,True,True
2637,147,8,Fay,recover focus,0.98,0.988,0,True,True
2638,147,9,Milo,repair awning,0.962093,0.970093,0,True,True
2639,147,10,Sera,sort herbs,0.952973,0.960973,0,True,True
2640,147,11,Tovan,carry water,0.962242,0.970242,0,True,True
2641,147,12,Nia,dry cloaks,0.98,0.988,0,True,True
2642,147,13,Ari,map safe route,0.98,0.988,0,True,True
2643,147,14,Fay,rest after rain,0.98,0.988,0,True,True
2644,147,15,Milo,recover focus,0.967215,0.975215,0,True,True
2645,147,16,Sera,repair awning,0.953745,0.961745,0,True,True
2646,148,17,Tovan,carry water,0.0,0.008,0,True,True
2647,148,18,Nia,dry cloaks,0.016829,0.024829,0,True,True
2648,148,19,Ari,map safe route,0.018186,0.026186,0,True,True
2649,148,20,Fay,rest after rain,0.002822,0.010822,0,True,True
2650,148,21,Milo,recover focus,0.0,0.008,0,True,True
2651,148,22,Sera,repair awning,0.0,0.008,0,True,True
2652,148,23,Tovan,sort herbs,0.0,0.008,0,True,True
2653,148,24,Nia,carry water,0.01314,0.02114,0,True,True
2654,148,25,Ari,dry cloaks,0.019787,0.027787,0,True,True
2655,148,26,Fay,map safe route,0.008242,0.016242,0,True,True
2656,148,27,Milo,rest after rain,0.0,0.008,0,True,True
2657,148,28,Sera,recover focus,0.0,0.008,0,True,True
2658,148,29,Tovan,repair awning,0.0,0.008,0,True,True
2659,148,30,Nia,sort herbs,0.008403,0.016403,0,True,True
2660,148,31,Ari,carry water,0.019812,0.027812,0,True,True
2661,148,32,Fay,dry cloaks,0.013006,0.021006,0,True,True
2662,148,33,Milo,map safe route,0.0,0.008,0,True,True
2663,148,34,Sera,rest after rain,0.0,0.008,0,True,True
2664,149,35,Tovan,repair awning,0.027027,0.035027,0,True,True
2665,149,36,Nia,sort herbs,0.043856,0.051856,0,True,True
2666,149,6,Ari,carry water,0.045213,0.053213,0,True,True
2667,149,7,Fay,dry cloaks,0.029849,0.037849,0,True,True
2668,149,8,Milo,map safe route,0.011891,0.019891,0,True,True
2669,149,9,Sera,rest after rain,0.007849,0.015849,0,True,True
2670,149,10,Tovan,recover focus,0.021439,0.029439,0,True,True
2671,149,11,Nia,repair awning,0.040167,0.048167,0,True,True
2672,149,12,Ari,sort herbs,0.046814,0.054814,0,True,True
2673,149,13,Fay,carry water,0.035269,0.043269,0,True,True
2674,149,14,Milo,dry cloaks,0.016147,0.024147,0,True,True
2675,149,15,Sera,map safe route,0.007027,0.015027,0,True,True
2676,149,16,Tovan,rest after rain,0.016296,0.024296,0,True,True
2677,149,17,Nia,recover focus,0.03543,0.04343,0,True,True
2678,149,18,Ari,repair awning,0.046839,0.054839,0,True,True
2679,149,19,Fay,sort herbs,0.040033,0.048033,0,True,True
2680,149,20,Milo,carry water,0.021269,0.029269,0,True,True
2681,149,21,Sera,dry cloaks,0.007799,0.015799,0,True,True
2682,150,22,Tovan,rest after rain,0.054054,0.062054,0,True,True
2683,150,23,Nia,recover focus,0.070883,0.078883,0,True,True
2684,150,24,Ari,repair awning,0.07224,0.08024,0,True,True
2685,150,25,Fay,sort herbs,0.056876,0.064876,0,True,True
2686,150,26,Milo,carry water,0.038918,0.046918,0,True,True
2687,150,27,Sera,dry cloaks,0.034876,0.042876,0,True,True
2688,150,28,Tovan,map safe route,0.048466,0.056466,0,True,True
2689,150,29,Nia,rest after rain,0.067194,0.075194,0,True,True
2690,150,30,Ari,recover focus,0.073841,0.081841,0,True,True
2691,150,31,Fay,repair awning,0.062296,0.070296,0,True,True
2692,150,32,Milo,sort herbs,0.043174,0.051174,0,True,True
2693,150,33,Sera,carry water,0.034054,0.042054,0,True,True
2694,150,34,Tovan,dry cloaks,0.043323,0.051323,0,True,True
2695,150,35,Nia,map safe route,0.062457,0.070457,0,True,True
2696,150,36,Ari,rest after rain,0.073866,0.081866,0,True,True
2697,150,6,Fay,recover focus,0.06706,0.07506,0,True,True
2698,150,7,Milo,repair awning,0.048296,0.056296,0,True,True
2699,150,8,Sera,sort herbs,0.034826,0.042826,0,True,True
2700,151,9,Tovan,dry cloaks,0.081081,0.089081,0,True,True
2701,151,10,Nia,map safe route,0.097911,0.105911,0,True,True
2702,151,11,Ari,rest after rain,0.099267,0.107267,0,True,True
2703,151,12,Fay,recover focus,0.083903,0.091903,0,True,True
2704,151,13,Milo,repair awning,0.065945,0.073945,0,True,True
2705,151,14,Sera,sort herbs,0.061903,0.069903,0,True,True
2706,151,15,Tovan,carry water,0.075493,0.083493,0,True,True
2707,151,16,Nia,dry cloaks,0.094221,0.102221,0,True,True
2708,151,17,Ari,map safe route,0.100868,0.108868,0,True,True
2709,151,18,Fay,rest after rain,0.089323,0.097323,0,True,True
2710,151,19,Milo,recover focus,0.070201,0.078201,0,True,True
2711,151,20,Sera,repair awning,0.061081,0.069081,0,True,True
2712,151,21,Tovan,sort herbs,0.07035,0.07835,0,True,True
2713,151,22,Nia,carry water,0.089484,0.097484,0,True,True
2714,151,23,Ari,dry cloaks,0.100893,0.108893,0,True,True
2715,151,24,Fay,map safe route,0.094087,0.102087,0,True,True
2716,151,25,Milo,rest after rain,0.075323,0.083323,0,True,True
2717,151,26,Sera,recover focus,0.061853,0.069853,0,True,True
2718,152,27,Tovan,sort herbs,0.108108,0.116108,0,True,True
2719,152,28,Nia,carry water,0.124938,0.132938,0,True,True
2720,152,29,Ari,dry cloaks,0.126294,0.134294,0,True,True
2721,152,30,Fay,map safe route,0.110931,0.118931,0,True,True
2722,152,31,Milo,rest after rain,0.092972,0.100972,0,True,True
2723,152,32,Sera,recover focus,0.08893,0.09693,0,True,True
2724,152,33,Tovan,repair awning,0.10252,0.11052,0,True,True
2725,152,34,Nia,sort herbs,0.121248,0.129248,0,True,True
2726,152,35,Ari,carry water,0.127895,0.135895,0,True,True
2727,152,36,Fay,dry cloaks,0.11635,0.12435,0,True,True
2728,152,6,Milo,map safe route,0.097228,0.105228,0,True,True
2729,152,7,Sera,rest after rain,0.088108,0.096108,0,True,True
2730,152,8,Tovan,recover focus,0.097377,0.105377,0,True,True
2731,152,9,Nia,repair awning,0.116511,0.124511,0,True,True
2732,152,10,Ari,sort herbs,0.12792,0.13592,0,True,True
2733,152,11,Fay,carry water,0.121114,0.129114,0,True,True
2734,152,12,Milo,dry cloaks,0.10235,0.11035,0,True,True
2735,152,13,Sera,map safe route,0.08888,0.09688,0,True,True
2736,153,14,Tovan,recover focus,0.135135,0.143135,0,True,True
2737,153,15,Nia,repair awning,0.151965,0.159965,0,True,True
2738,153,16,Ari,sort herbs,0.153321,0.161321,0,True,True
2739,153,17,Fay,carry water,0.137958,0.145958,0,True,True
2740,153,18,Milo,dry cloaks,0.119999,0.127999,0,True,True
2741,153,19,Sera,map safe route,0.115957,0.123957,0,True,True
2742,153,20,Tovan,rest after rain,0.129547,0.137547,0,True,True
2743,153,21,Nia,recover focus,0.148275,0.156275,0,True,True
2744,153,22,Ari,repair awning,0.154922,0.162922,0,True,True
2745,153,23,Fay,sort herbs,0.143378,0.151378,0,True,True
2746,153,24,Milo,carry water,0.124255,0.132255,0,True,True
2747,153,25,Sera,dry cloaks,0.115135,0.123135,0,True,True
2748,153,26,Tovan,map safe route,0.124404,0.132404,0,True,True
2749,153,27,Nia,rest after rain,0.143538,0.151538,0,True,True
2750,153,28,Ari,recover focus,0.154947,0.162947,0,True,True
2751,153,29,Fay,repair awning,0.148141,0.156141,0,True,True
2752,153,30,Milo,sort herbs,0.129377,0.137377,0,True,True
2753,153,31,Sera,carry water,0.115907,0.123907,0,True,True
2754,154,32,Tovan,map safe route,0.162162,0.170162,0,True,True
2755,154,33,Nia,rest after rain,0.178992,0.186992,0,True,True
2756,154,34,Ari,recover focus,0.180348,0.188348,0,True,True
2757,154,35,Fay,repair awning,0.164985,0.172985,0,True,True
2758,154,36,Milo,sort herbs,0.147026,0.155026,0,True,True
2759,154,6,Sera,carry water,0.142984,0.150984,0,True,True
2760,154,7,Tovan,dry cloaks,0.156574,0.164574,0,True,True
2761,154,8,Nia,map safe route,0.175302,0.183302,0,True,True
2762,154,9,Ari,rest after rain,0.181949,0.189949,0,True,True
2763,154,10,Fay,recover focus,0.170405,0.178405,0,True,True
2764,154,11,Milo,repair awning,0.151282,0.159282,0,True,True
2765,154,12,Sera,sort herbs,0.142162,0.150162,0,True,True
2766,154,13,Tovan,carry water,0.151431,0.159431,0,True,True
2767,154,14,Nia,dry cloaks,0.170566,0.178566,0,True,True
2768,154,15,Ari,map safe route,0.181974,0.189974,0,True,True
2769,154,16,Fay,rest after rain,0.175168,0.183168,0,True,True
2770,154,17,Milo,recover focus,0.156404,0.164404,0,True,True
2771,154,18,Sera,repair awning,0.142934,0.150934,0,True,True
2772,155,19,Tovan,carry water,0.189189,0.197189,0,True,True
2773,155,20,Nia,dry cloaks,0.206019,0.214019,0,True,True
2774,155,21,Ari,map safe route,0.207375,0.215375,0,True,True
2775,155,22,Fay,rest after rain,0.192012,0.200012,0,True,True
2776,155,23,Milo,recover focus,0.174053,0.182053,0,True,True
2777,155,24,Sera,repair awning,0.170011,0.178011,0,True,True
2778,155,25,Tovan,sort herbs,0.183601,0.191601,0,True,True
2779,155,26,Nia,carry water,0.202329,0.210329,0,True,True
2780,155,27,Ari,dry cloaks,0.208976,0.216976,0,True,True
2781,155,28,Fay,map safe route,0.197432,0.205432,0,True,True
2782,155,29,Milo,rest after rain,0.178309,0.186309,0,True,True
2783,155,30,Sera,recover focus,0.169189,0.177189,0,True,True
2784,155,31,Tovan,repair awning,0.178458,0.186458,0,True,True
2785,155,32,Nia,sort herbs,0.197593,0.205593,0,True,True
2786,155,33,Ari,carry water,0.209001,0.217001,0,True,True
2787,155,34,Fay,dry cloaks,0.202195,0.210195,0,True,True
2788,155,35,Milo,map safe route,0.183431,0.191431,0,True,True
2789,155,36,Sera,rest after rain,0.169961,0.177961,0,True,True
2790,156,6,Tovan,repair awning,0.216216,0.224216,0,True,True
2791,156,7,Nia,sort herbs,0.233046,0.241046,0,True,True
2792,156,8,Ari,carry water,0.234402,0.242402,0,True,True
2793,156,9,Fay,dry cloaks,0.219039,0.227039,0,True,True
2794,156,10,Milo,map safe route,0.20108,0.20908,0,True,True
2795,156,11,Sera,rest after rain,0.197038,0.205038,0,True,True
2796,156,12,Tovan,recover focus,0.210628,0.218628,0,True,True
2797,156,13,Nia,repair awning,0.229356,0.237356,0,True,True
2798,156,14,Ari,sort herbs,0.236003,0.244003,0,True,True
2799,156,15,Fay,carry water,0.224459,0.232459,0,True,True
2800,156,16,Milo,dry cloaks,0.205336,0.213336,0,True,True
2801,156,17,Sera,map safe route,0.196216,0.204216,0,True,True
2802,156,18,Tovan,rest after rain,0.205485,0.213485,0,True,True
2803,156,19,Nia,recover focus,0.22462,0.23262,0,True,True
2804,156,20,Ari,repair awning,0.236028,0.244028,0,True,True
2805,156,21,Fay,sort herbs,0.229222,0.237222,0,True,True
2806,156,22,Milo,carry water,0.210458,0.218458,0,True,True
2807,156,23,Sera,dry cloaks,0.196988,0.204988,0,True,True
2808,157,24,Tovan,rest after rain,0.243243,0.251243,0,True,True
2809,157,25,Nia,recover focus,0.260073,0.268073,0,True,True
2810,157,26,Ari,repair awning,0.261429,0.269429,0,True,True
2811,157,27,Fay,sort herbs,0.246066,0.254066,0,True,True
2812,157,28,Milo,carry water,0.228107,0.236107,0,True,True
2813,157,29,Sera,dry cloaks,0.224065,0.232065,0,True,True
2814,157,30,Tovan,map safe route,0.237655,0.245655,0,True,True
2815,157,31,Nia,rest after rain,0.256383,0.264383,0,True,True
2816,157,32,Ari,recover focus,0.26303,0.27103,0,True,True
2817,157,33,Fay,repair awning,0.251486,0.259486,0,True,True
2818,157,34,Milo,sort herbs,0.232363,0.240363,0,True,True
2819,157,35,Sera,carry water,0.223243,0.231243,0,True,True
2820,157,36,Tovan,dry cloaks,0.232512,0.240512,0,True,True
2821,157,6,Nia,map safe route,0.251647,0.259647,0,True,True
2822,157,7,Ari,rest after rain,0.263055,0.271055,0,True,True
2823,157,8,Fay,recover focus,0.256249,0.264249,0,True,True
2824,157,9,Milo,repair awning,0.237485,0.245485,0,True,True
2825,157,10,Sera,sort herbs,0.224015,0.232015,0,True,True
2826,158,11,Tovan,dry cloaks,0.27027,0.27827,0,True,True
2827,158,12,Nia,map safe route,0.2871,0.2951,0,True,True
2828,158,13,Ari,rest after rain,0.288456,0.296456,0,True,True
2829,158,14,Fay,recover focus,0.273093,0.281093,0,True,True
2830,158,15,Milo,repair awning,0.255134,0.263134,0,True,True
2831,158,16,Sera,sort herbs,0.251092,0.259092,0,True,True
2832,158,17,Tovan,carry water,0.264682,0.272682,0,True,True
2833,158,18,Nia,dry cloaks,0.28341,0.29141,0,True,True
2834,158,19,Ari,map safe route,0.290057,0.298057,0,True,True
2835,158,20,Fay,rest after rain,0.278513,0.286513,0,True,True
2836,158,21,Milo,recover focus,0.25939,0.26739,0,True,True
2837,158,22,Sera,repair awning,0.25027,0.25827,0,True,True
2838,158,23,Tovan,sort herbs,0.259539,0.267539,0,True,True
2839,158,24,Nia,carry water,0.278674,0.286674,0,True,True
2840,158,25,Ari,dry cloaks,0.290082,0.298082,0,True,True
2841,158,26,Fay,map safe route,0.283276,0.291276,0,True,True
2842,158,27,Milo,rest after rain,0.264512,0.272512,0,True,True
2843,158,28,Sera,recover focus,0.251042,0.259042,0,True,True
2844,159,29,Tovan,sort herbs,0.297297,0.305297,0,True,True
2845,159,30,Nia,carry water,0.314127,0.322127,0,True,True
2846,159,31,Ari,dry cloaks,0.315483,0.323483,0,True,True
2847,159,32,Fay,map safe route,0.30012,0.30812,0,True,True
2848,159,33,Milo,rest after rain,0.282161,0.290161,0,True,True
2849,159,34,Sera,recover focus,0.278119,0.286119,0,True,True
2850,159,35,Tovan,repair awning,0.291709,0.299709,0,True,True
2851,159,36,Nia,sort herbs,0.310437,0.318437,0,True,True
2852,159,6,Ari,carry water,0.317084,0.325084,0,True,True
2853,159,7,Fay,dry cloaks,0.30554,0.31354,0,True,True
2854,159,8,Milo,map safe route,0.286417,0.294417,0,True,True
2855,159,9,Sera,rest after rain,0.277297,0.285297,0,True,True
2856,159,10,Tovan,recover focus,0.286566,0.294566,0,True,True
2857,159,11,Nia,repair awning,0.305701,0.313701,0,True,True
2858,159,12,Ari,sort herbs,0.317109,0.325109,0,True,True
2859,159,13,Fay,carry water,0.310303,0.318303,0,True,True
2860,159,14,Milo,dry cloaks,0.291539,0.299539,0,True,True
