tick_id,day,agent_id,avatar_event,consent_request_visible,consent_decision,no_line,yes_line,recovery_offer_visible,recovery_accepted,consent_loop_closed,autonomy_preserved,no_endless_distress
936,79,Fay,move_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
938,79,Milo,move_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
940,79,Juno,offer_care,False,yes,none,"Yes, if you keep copper wire safe.",True,True,True,True,True
943,79,Nia,offer_care,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
945,79,Ivo,ask_status,False,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
946,79,Juno,move_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
947,79,Ari,protect_object,False,yes,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
948,80,Nia,request_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
950,80,Ivo,ask_help,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
952,80,Ari,move_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
955,80,Milo,protect_object,False,yes,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
956,80,Ivo,ask_status,False,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
957,80,Juno,move_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
959,80,Fay,ask_status,False,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
960,81,Nia,ask_permission,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
961,81,Milo,interrupt_task,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
962,81,Ivo,offer_apology,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
964,81,Ari,interrupt_task,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
967,81,Milo,ask_help,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
969,81,Juno,interrupt_task,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
971,81,Fay,request_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
972,82,Nia,move_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
974,82,Ivo,offer_care,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
976,82,Ari,ask_help,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
978,82,Nia,protect_object,False,yes,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
979,82,Milo,ask_status,False,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
981,82,Juno,misname_agent,False,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
983,82,Fay,move_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
984,83,Nia,interrupt_task,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
986,83,Ivo,give_space,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
988,83,Ari,offer_apology,False,yes,none,"Yes, if you keep cedar repair kit safe.",True,True,True,True,True
989,83,Fay,give_space,False,yes,none,"Yes, if you keep herb ledger safe.",True,True,True,True,True
991,83,Milo,request_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
993,83,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
995,83,Fay,interrupt_task,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,False,False,True,True
996,84,Nia,ask_help,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
998,84,Ivo,protect_object,False,yes,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
1000,84,Ari,offer_care,False,yes,none,"Yes, if you keep cedar repair kit safe.",True,True,True,True,True
1003,84,Milo,move_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1005,84,Juno,request_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,False,False,True,True
1006,84,Ari,move_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
1007,84,Fay,misname_agent,False,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1008,85,Nia,offer_apology,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
1010,85,Ivo,ask_help,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
1012,85,Ari,give_space,False,yes,none,"Yes, if you keep cedar repair kit safe.",True,True,True,True,True
1015,85,Milo,interrupt_task,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,False,False,True,True
1017,85,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
1019,85,Fay,ask_permission,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
1020,86,Nia,offer_care,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
1022,86,Ivo,ask_status,False,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
1023,86,Juno,move_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1024,86,Ari,protect_object,False,yes,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
1027,86,Milo,misname_agent,False,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1029,86,Juno,move_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1031,86,Fay,request_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1032,87,Nia,give_space,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
1034,87,Ivo,request_owned_object,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
1036,87,Ari,ask_help,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
1039,87,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
1040,87,Ivo,ask_permission,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
1041,87,Juno,interrupt_task,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1043,87,Fay,ask_permission,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
1044,88,Nia,protect_object,False,yes,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
1045,88,Milo,ask_status,False,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
1046,88,Ivo,move_owned_object,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
1048,88,Ari,ask_status,False,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
1051,88,Milo,request_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1053,88,Juno,request_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1055,88,Fay,move_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,False,False,True,True
1056,89,Nia,ask_help,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
1058,89,Ivo,interrupt_task,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
1060,89,Ari,request_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,False,False,True,True
1062,89,Nia,ask_permission,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
1063,89,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
1065,89,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
1067,89,Fay,interrupt_task,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1068,90,Milo,request_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1070,90,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
1072,90,Fay,interrupt_task,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1075,90,Ivo,interrupt_task,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,False,False,True,True
1077,90,Ari,ask_permission,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
1078,90,Fay,interrupt_task,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1079,90,Nia,ask_permission,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
1080,91,Milo,move_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,False,False,True,True
1082,91,Juno,request_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1083,91,Ari,move_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
1084,91,Fay,misname_agent,False,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1087,91,Ivo,request_owned_object,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
1089,91,Ari,move_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
1091,91,Nia,move_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
1092,92,Milo,interrupt_task,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1094,92,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
1096,92,Fay,ask_permission,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
1099,92,Ivo,ask_permission,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
1101,92,Ari,interrupt_task,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
1103,92,Nia,interrupt_task,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
1104,93,Milo,misname_agent,False,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1106,93,Juno,move_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1108,93,Fay,request_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1111,93,Ivo,move_owned_object,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
1112,93,Juno,ask_help,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
1113,93,Ari,request_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
1115,93,Nia,ask_help,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
1116,94,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
1117,94,Ivo,ask_permission,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
1118,94,Juno,interrupt_task,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1120,94,Fay,ask_permission,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
1123,94,Ivo,interrupt_task,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
1125,94,Ari,ask_permission,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
1127,94,Nia,offer_apology,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
1128,95,Milo,request_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1130,95,Juno,request_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,False,False,True,True
1132,95,Fay,move_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1134,95,Milo,move_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1135,95,Ivo,ask_help,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
1137,95,Ari,move_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
1139,95,Nia,offer_care,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
1140,96,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
1142,96,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
1144,96,Fay,interrupt_task,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1145,96,Nia,ask_permission,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
1147,96,Ivo,offer_apology,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
1149,96,Ari,interrupt_task,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
1151,96,Nia,give_space,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
1152,97,Milo,move_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1154,97,Juno,move_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1156,97,Fay,request_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1159,97,Ivo,offer_care,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
1161,97,Ari,ask_help,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
1162,97,Fay,offer_care,False,yes,none,"Yes, if you keep herb ledger safe.",True,True,True,True,True
1163,97,Nia,protect_object,False,yes,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
1164,98,Milo,interrupt_task,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1166,98,Juno,interrupt_task,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1167,98,Ari,interrupt_task,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
1168,98,Fay,ask_permission,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
1171,98,Ivo,give_space,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
1173,98,Ari,offer_apology,False,yes,none,"Yes, if you keep cedar repair kit safe.",True,True,True,True,True
1175,98,Nia,ask_help,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
1176,99,Milo,request_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1178,99,Juno,ask_help,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
1180,99,Fay,move_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,False,False,True,True
1183,99,Ivo,protect_object,False,yes,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
1185,99,Ari,offer_care,False,yes,none,"Yes, if you keep cedar repair kit safe.",True,True,True,True,True
1187,99,Nia,ask_status,False,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
1188,100,Ivo,move_owned_object,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
1189,100,Juno,ask_help,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
1190,100,Ari,request_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,False,False,True,True
1192,100,Nia,ask_help,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
1195,100,Juno,ask_status,False,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
1197,100,Fay,protect_object,False,yes,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
1199,100,Milo,move_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1200,101,Ivo,interrupt_task,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,False,False,True,True
1202,101,Ari,ask_permission,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
1204,101,Nia,offer_apology,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
1206,101,Ivo,ask_help,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
1207,101,Juno,request_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1209,101,Fay,ask_help,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
1211,101,Milo,interrupt_task,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1212,102,Ivo,ask_help,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
1214,102,Ari,move_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
1216,102,Nia,offer_care,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
1217,102,Milo,protect_object,False,yes,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
1219,102,Juno,move_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1221,102,Fay,ask_status,False,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
1223,102,Milo,misname_agent,False,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1224,103,Ivo,offer_apology,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
1226,103,Ari,interrupt_task,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
1228,103,Nia,give_space,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
1231,103,Juno,interrupt_task,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1233,103,Fay,request_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1234,103,Nia,interrupt_task,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
1235,103,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
1236,104,Ivo,offer_care,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
1238,104,Ari,ask_help,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
1239,104,Fay,offer_care,False,yes,none,"Yes, if you keep herb ledger safe.",True,True,True,True,True
1240,104,Nia,protect_object,False,yes,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
1243,104,Juno,misname_agent,False,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1245,104,Fay,move_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,False,False,True,True
1247,104,Milo,request_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1248,105,Ivo,give_space,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
1250,105,Ari,offer_apology,False,yes,none,"Yes, if you keep cedar repair kit safe.",True,True,True,True,True
1252,105,Nia,ask_help,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
1255,105,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
1256,105,Ari,request_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
1257,105,Fay,interrupt_task,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1259,105,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
1260,106,Ivo,protect_object,False,yes,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
1262,106,Ari,offer_care,False,yes,none,"Yes, if you keep cedar repair kit safe.",True,True,True,True,True
1264,106,Nia,ask_status,False,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
1267,106,Juno,request_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1269,106,Fay,misname_agent,False,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1271,106,Milo,move_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1272,107,Ivo,ask_help,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
1273,107,Juno,request_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1274,107,Ari,give_space,False,yes,none,"Yes, if you keep cedar repair kit safe.",True,True,True,True,True
1276,107,Nia,request_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
1279,107,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
1281,107,Fay,ask_permission,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
1283,107,Milo,interrupt_task,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1284,108,Ivo,ask_status,False,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
1286,108,Ari,protect_object,False,yes,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
1288,108,Nia,move_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
1290,108,Ivo,request_owned_object,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,False,False,True,True
1291,108,Juno,move_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1293,108,Fay,request_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1295,108,Milo,request_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,False,False,True,True
1296,109,Ivo,request_owned_object,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
1298,109,Ari,ask_help,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
1300,109,Nia,interrupt_task,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,False,False,True,True
1301,109,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
1303,109,Juno,interrupt_task,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1305,109,Fay,ask_permission,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
1307,109,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
1308,110,Juno,interrupt_task,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1310,110,Fay,request_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,False,False,True,True
1311,110,Nia,interrupt_task,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
1312,110,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
1315,110,Ari,ask_permission,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
1317,110,Nia,interrupt_task,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
1319,110,Ivo,interrupt_task,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
1320,111,Juno,misname_agent,False,no,"No. copper wire is mine, and I need you to ask.",not yet,True,False,False,True,True
1322,111,Fay,move_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1324,111,Milo,request_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1327,111,Ari,request_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
1328,111,Fay,move_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1329,111,Nia,request_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
1331,111,Ivo,ask_help,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
1332,112,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
1333,112,Ari,request_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
1334,112,Fay,interrupt_task,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1336,112,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
1339,112,Ari,ask_permission,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
1341,112,Nia,ask_permission,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
1343,112,Ivo,offer_apology,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
1344,113,Juno,request_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1346,113,Fay,misname_agent,False,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1348,113,Milo,move_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1351,113,Ari,move_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
1353,113,Nia,move_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
1355,113,Ivo,offer_care,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
1356,114,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
1358,114,Fay,ask_permission,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
1360,114,Milo,interrupt_task,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,False,False,True,True
1362,114,Juno,interrupt_task,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1363,114,Ari,interrupt_task,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
1365,114,Nia,interrupt_task,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,False,False,True,True
1367,114,Ivo,give_space,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
1368,115,Juno,move_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1370,115,Fay,request_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,False,False,True,True
1372,115,Milo,request_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1373,115,Ivo,move_owned_object,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
1375,115,Ari,request_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,False,False,True,True
1377,115,Nia,ask_help,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
1379,115,Ivo,protect_object,False,yes,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
1380,116,Juno,interrupt_task,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,False,False,True,True
1382,116,Fay,ask_permission,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
1384,116,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
1387,116,Ari,ask_permission,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
1389,116,Nia,offer_apology,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
1390,116,Milo,give_space,False,yes,none,"Yes, if you keep oil lantern safe.",True,True,True,True,True
1391,116,Ivo,ask_help,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
1392,117,Juno,request_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1394,117,Fay,move_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
