tick_id,day,settlement_id,room_id,avatar_x,avatar_y,facing_deg,action,inventory_count,previous_state_key,current_state_key,continuity_valid,scene_clock_ms,replay_frame_key,visible_scene_state
1629,91,signal,lantern walk,4.0,4.0,0,return_object,0,v44-599536,v44-606768,True,407250,ssrm.v44.replay.01629,True
1630,91,orchard,arrival court,0.0,0.0,270,wait_respectfully,0,v44-741246,v44-737823,True,407500,ssrm.v44.replay.01630,True
1631,91,repair_ring,arrival court,0.0,0.0,90,listen_memory,0,v44-901186,v44-902217,True,407750,ssrm.v44.replay.01631,True
1632,91,riverbend,arrival court,4.0,4.0,0,return_object,0,v44-797482,v44-795371,True,408000,ssrm.v44.replay.01632,True
1633,91,roofward,arrival court,0.0,0.0,270,wait_respectfully,0,v44-802799,v44-798501,True,408250,ssrm.v44.replay.01633,True
1634,91,archive,arrival court,0.0,0.0,45,listen_memory,1,v44-232642,v44-232791,True,408500,ssrm.v44.replay.01634,True
1635,91,signal,lantern walk,4.0,4.0,0,move_forward,0,v44-606768,v44-603826,True,408750,ssrm.v44.replay.01635,True
1636,91,orchard,arrival court,0.0,0.0,315,turn_right,0,v44-737823,v44-742897,True,409000,ssrm.v44.replay.01636,True
1637,91,repair_ring,arrival court,0.0,0.0,90,start_conversation,0,v44-902217,v44-902865,True,409250,ssrm.v44.replay.01637,True
1638,92,roofward,arrival court,0.0,0.0,270,inspect_inventory,0,v44-798501,v44-798250,True,409500,ssrm.v44.replay.01638,True
1639,92,archive,arrival court,0.0,0.0,0,turn_left,1,v44-232791,v44-210418,True,409750,ssrm.v44.replay.01639,True
1640,92,signal,lantern walk,4.0,4.0,0,approach_group,0,v44-603826,v44-598692,True,410000,ssrm.v44.replay.01640,True
1641,92,orchard,arrival court,0.0,0.0,315,request_permission,0,v44-742897,v44-744410,True,410250,ssrm.v44.replay.01641,True
1642,92,repair_ring,arrival court,0.0,0.0,90,pickup_shared_object,0,v44-902865,v44-905260,True,410500,ssrm.v44.replay.01642,True
1643,92,riverbend,arrival court,4.0,4.0,0,approach_group,0,v44-795371,v44-793959,True,410750,ssrm.v44.replay.01643,True
1644,92,roofward,arrival court,0.0,0.0,270,request_permission,0,v44-798250,v44-797485,True,411000,ssrm.v44.replay.01644,True
1645,92,archive,arrival court,0.0,0.0,0,pickup_shared_object,1,v44-210418,v44-205580,True,411250,ssrm.v44.replay.01645,True
1646,92,signal,lantern walk,4.0,4.0,0,return_object,0,v44-598692,v44-607243,True,411500,ssrm.v44.replay.01646,True
1647,92,orchard,arrival court,0.0,0.0,315,wait_respectfully,0,v44-744410,v44-739256,True,411750,ssrm.v44.replay.01647,True
1648,92,repair_ring,arrival court,0.0,0.0,90,listen_memory,0,v44-905260,v44-904113,True,412000,ssrm.v44.replay.01648,True
1649,92,riverbend,arrival court,4.0,4.0,0,return_object,0,v44-793959,v44-800845,True,412250,ssrm.v44.replay.01649,True
1650,92,roofward,arrival court,0.0,0.0,270,wait_respectfully,0,v44-797485,v44-800291,True,412500,ssrm.v44.replay.01650,True
1651,92,archive,arrival court,0.0,0.0,0,listen_memory,1,v44-205580,v44-206178,True,412750,ssrm.v44.replay.01651,True
1652,92,signal,lens room,4.0,4.0,0,move_forward,0,v44-607243,v44-466355,True,413000,ssrm.v44.replay.01652,True
1653,92,orchard,arrival court,0.0,0.0,0,turn_right,0,v44-739256,v44-696147,True,413250,ssrm.v44.replay.01653,True
1654,92,repair_ring,arrival court,0.0,0.0,90,start_conversation,0,v44-904113,v44-901105,True,413500,ssrm.v44.replay.01654,True
1655,92,riverbend,arrival court,4.0,4.0,0,move_forward,0,v44-800845,v44-792090,True,413750,ssrm.v44.replay.01655,True
1656,93,archive,arrival court,0.0,0.0,315,turn_left,1,v44-206178,v44-259557,True,414000,ssrm.v44.replay.01656,True
1657,93,signal,lens room,4.0,4.0,0,approach_group,0,v44-466355,v44-471424,True,414250,ssrm.v44.replay.01657,True
1658,93,orchard,arrival court,0.0,0.0,0,request_permission,0,v44-696147,v44-698599,True,414500,ssrm.v44.replay.01658,True
1659,93,repair_ring,arrival court,0.0,0.0,90,pickup_shared_object,0,v44-901105,v44-902252,True,414750,ssrm.v44.replay.01659,True
1660,93,riverbend,arrival court,4.0,4.0,0,approach_group,0,v44-792090,v44-791335,True,415000,ssrm.v44.replay.01660,True
1661,93,roofward,arrival court,0.0,0.0,270,request_permission,0,v44-800291,v44-792213,True,415250,ssrm.v44.replay.01661,True
1662,93,archive,arrival court,0.0,0.0,315,pickup_shared_object,1,v44-259557,v44-262443,True,415500,ssrm.v44.replay.01662,True
1663,93,signal,lens room,4.0,4.0,0,return_object,0,v44-471424,v44-467156,True,415750,ssrm.v44.replay.01663,True
1664,93,orchard,arrival court,0.0,0.0,0,wait_respectfully,0,v44-698599,v44-703142,True,416000,ssrm.v44.replay.01664,True
1665,93,repair_ring,arrival court,0.0,0.0,90,listen_memory,0,v44-902252,v44-902816,True,416250,ssrm.v44.replay.01665,True
1666,93,riverbend,arrival court,4.0,4.0,0,return_object,0,v44-791335,v44-794214,True,416500,ssrm.v44.replay.01666,True
1667,93,roofward,arrival court,0.0,0.0,270,wait_respectfully,0,v44-792213,v44-796396,True,416750,ssrm.v44.replay.01667,True
1668,93,archive,arrival court,0.0,0.0,315,listen_memory,1,v44-262443,v44-259373,True,417000,ssrm.v44.replay.01668,True
1669,93,signal,lens room,4.0,4.0,0,move_forward,0,v44-467156,v44-472630,True,417250,ssrm.v44.replay.01669,True
1670,93,orchard,arrival court,0.0,0.0,45,turn_right,0,v44-703142,v44-714626,True,417500,ssrm.v44.replay.01670,True
1671,93,repair_ring,arrival court,0.0,0.0,90,start_conversation,0,v44-902816,v44-904280,True,417750,ssrm.v44.replay.01671,True
1672,93,riverbend,plank hall,4.0,4.0,0,move_forward,0,v44-794214,v44-637778,True,418000,ssrm.v44.replay.01672,True
1673,93,roofward,arrival court,0.0,0.0,315,turn_right,0,v44-796396,v44-802317,True,418250,ssrm.v44.replay.01673,True
1674,94,signal,lens room,4.0,4.0,0,approach_group,0,v44-472630,v44-467951,True,418500,ssrm.v44.replay.01674,True
1675,94,orchard,arrival court,0.0,0.0,45,request_permission,0,v44-714626,v44-720631,True,418750,ssrm.v44.replay.01675,True
1676,94,repair_ring,arrival court,0.0,0.0,90,pickup_shared_object,0,v44-904280,v44-904967,True,419000,ssrm.v44.replay.01676,True
1677,94,riverbend,plank hall,4.0,4.0,0,approach_group,0,v44-637778,v44-644680,True,419250,ssrm.v44.replay.01677,True
1678,94,roofward,arrival court,0.0,0.0,315,request_permission,0,v44-802317,v44-795895,True,419500,ssrm.v44.replay.01678,True
1679,94,archive,arrival court,0.0,0.0,315,pickup_shared_object,1,v44-259373,v44-263832,True,419750,ssrm.v44.replay.01679,True
1680,94,signal,lens room,4.0,4.0,0,return_object,0,v44-467951,v44-471115,True,420000,ssrm.v44.replay.01680,True
1681,94,orchard,arrival court,0.0,0.0,45,wait_respectfully,0,v44-720631,v44-716313,True,420250,ssrm.v44.replay.01681,True
1682,94,repair_ring,arrival court,0.0,0.0,90,listen_memory,0,v44-904967,v44-909121,True,420500,ssrm.v44.replay.01682,True
1683,94,riverbend,plank hall,4.0,4.0,0,return_object,0,v44-644680,v44-639040,True,420750,ssrm.v44.replay.01683,True
1684,94,roofward,arrival court,0.0,0.0,315,wait_respectfully,0,v44-795895,v44-804458,True,421000,ssrm.v44.replay.01684,True
1685,94,archive,arrival court,0.0,0.0,315,listen_memory,1,v44-263832,v44-260335,True,421250,ssrm.v44.replay.01685,True
1686,94,signal,lens room,4.0,4.0,0,move_forward,0,v44-471115,v44-467854,True,421500,ssrm.v44.replay.01686,True
1687,94,orchard,arrival court,0.0,0.0,90,turn_right,0,v44-716313,v44-719610,True,421750,ssrm.v44.replay.01687,True
1688,94,repair_ring,arrival court,0.0,0.0,90,start_conversation,0,v44-909121,v44-905731,True,422000,ssrm.v44.replay.01688,True
1689,94,riverbend,plank hall,4.0,4.0,0,move_forward,0,v44-639040,v44-638817,True,422250,ssrm.v44.replay.01689,True
1690,94,roofward,arrival court,0.0,0.0,0,turn_right,0,v44-804458,v44-749694,True,422500,ssrm.v44.replay.01690,True
1691,94,archive,arrival court,0.0,0.0,315,start_conversation,1,v44-260335,v44-256849,True,422750,ssrm.v44.replay.01691,True
1692,95,orchard,arrival court,0.0,0.0,90,request_permission,0,v44-719610,v44-719317,True,423000,ssrm.v44.replay.01692,True
1693,95,repair_ring,arrival court,0.0,0.0,90,pickup_shared_object,0,v44-905731,v44-905448,True,423250,ssrm.v44.replay.01693,True
1694,95,riverbend,plank hall,4.0,4.0,0,approach_group,0,v44-638817,v44-642059,True,423500,ssrm.v44.replay.01694,True
1695,95,roofward,arrival court,0.0,0.0,0,request_permission,0,v44-749694,v44-756130,True,423750,ssrm.v44.replay.01695,True
1696,95,archive,arrival court,0.0,0.0,315,pickup_shared_object,1,v44-256849,v44-265724,True,424000,ssrm.v44.replay.01696,True
1697,95,signal,lens room,4.0,4.0,0,return_object,0,v44-467854,v44-475210,True,424250,ssrm.v44.replay.01697,True
1698,95,orchard,arrival court,0.0,0.0,90,wait_respectfully,0,v44-719317,v44-723521,True,424500,ssrm.v44.replay.01698,True
1699,95,repair_ring,arrival court,0.0,0.0,90,listen_memory,0,v44-905448,v44-910140,True,424750,ssrm.v44.replay.01699,True
1700,95,riverbend,plank hall,4.0,4.0,0,return_object,0,v44-642059,v44-634131,True,425000,ssrm.v44.replay.01700,True
1701,95,roofward,arrival court,0.0,0.0,0,wait_respectfully,0,v44-756130,v44-743745,True,425250,ssrm.v44.replay.01701,True
1702,95,archive,arrival court,0.0,0.0,315,listen_memory,1,v44-265724,v44-257226,True,425500,ssrm.v44.replay.01702,True
1703,95,signal,lens room,4.0,4.0,0,move_forward,0,v44-475210,v44-463826,True,425750,ssrm.v44.replay.01703,True
1704,95,orchard,arrival court,0.0,0.0,135,turn_right,0,v44-723521,v44-736850,True,426000,ssrm.v44.replay.01704,True
1705,95,repair_ring,arrival court,0.0,0.0,90,start_conversation,0,v44-910140,v44-898545,True,426250,ssrm.v44.replay.01705,True
1706,95,riverbend,plank hall,4.0,4.0,0,move_forward,0,v44-634131,v44-633015,True,426500,ssrm.v44.replay.01706,True
1707,95,roofward,arrival court,0.0,0.0,45,turn_right,0,v44-743745,v44-775310,True,426750,ssrm.v44.replay.01707,True
1708,95,archive,arrival court,0.0,0.0,315,start_conversation,1,v44-257226,v44-258734,True,427000,ssrm.v44.replay.01708,True
1709,95,signal,lens room,4.0,4.0,0,pickup_owned_object,0,v44-463826,v44-470625,True,427250,ssrm.v44.replay.01709,True
1710,96,repair_ring,arrival court,0.0,0.0,90,pickup_shared_object,0,v44-898545,v44-907633,True,427500,ssrm.v44.replay.01710,True
1711,96,riverbend,plank hall,4.0,4.0,0,approach_group,0,v44-633015,v44-631401,True,427750,ssrm.v44.replay.01711,True
1712,96,roofward,arrival court,0.0,0.0,45,request_permission,0,v44-775310,v44-770564,True,428000,ssrm.v44.replay.01712,True
1713,96,archive,arrival court,0.0,0.0,315,pickup_shared_object,1,v44-258734,v44-259402,True,428250,ssrm.v44.replay.01713,True
1714,96,signal,lens room,4.0,4.0,0,return_object,0,v44-470625,v44-466830,True,428500,ssrm.v44.replay.01714,True
1715,96,orchard,arrival court,0.0,0.0,135,wait_respectfully,0,v44-736850,v44-741647,True,428750,ssrm.v44.replay.01715,True
1716,96,repair_ring,arrival court,0.0,0.0,90,listen_memory,0,v44-907633,v44-905169,True,429000,ssrm.v44.replay.01716,True
1717,96,riverbend,plank hall,4.0,4.0,0,return_object,0,v44-631401,v44-632501,True,429250,ssrm.v44.replay.01717,True
1718,96,roofward,arrival court,0.0,0.0,45,wait_respectfully,0,v44-770564,v44-775670,True,429500,ssrm.v44.replay.01718,True
1719,96,archive,arrival court,0.0,0.0,315,listen_memory,1,v44-259402,v44-258613,True,429750,ssrm.v44.replay.01719,True
1720,96,signal,signal perch,4.0,4.0,0,move_forward,0,v44-466830,v44-591363,True,430000,ssrm.v44.replay.01720,True
1721,96,orchard,arrival court,0.0,0.0,180,turn_right,0,v44-741647,v44-740448,True,430250,ssrm.v44.replay.01721,True
1722,96,repair_ring,arrival court,0.0,0.0,90,start_conversation,0,v44-905169,v44-904858,True,430500,ssrm.v44.replay.01722,True
1723,96,riverbend,plank hall,4.0,4.0,0,move_forward,0,v44-632501,v44-632166,True,430750,ssrm.v44.replay.01723,True
1724,96,roofward,arrival court,0.0,0.0,90,turn_right,0,v44-775670,v44-775772,True,431000,ssrm.v44.replay.01724,True
1725,96,archive,arrival court,0.0,0.0,315,start_conversation,1,v44-258613,v44-258778,True,431250,ssrm.v44.replay.01725,True
1726,96,signal,signal perch,4.0,4.0,0,pickup_owned_object,0,v44-591363,v44-593780,True,431500,ssrm.v44.replay.01726,True
1727,96,orchard,arrival court,0.0,0.0,180,drop_object,0,v44-740448,v44-741981,True,431750,ssrm.v44.replay.01727,True
1728,97,riverbend,plank hall,4.0,4.0,0,approach_group,0,v44-632166,v44-637294,True,432000,ssrm.v44.replay.01728,True
1729,97,roofward,arrival court,0.0,0.0,90,request_permission,0,v44-775772,v44-779128,True,432250,ssrm.v44.replay.01729,True
1730,97,archive,arrival court,0.0,0.0,315,pickup_shared_object,1,v44-258778,v44-262665,True,432500,ssrm.v44.replay.01730,True
1731,97,signal,signal perch,4.0,4.0,0,return_object,0,v44-593780,v44-594365,True,432750,ssrm.v44.replay.01731,True
1732,97,orchard,arrival court,0.0,0.0,180,wait_respectfully,0,v44-741981,v44-741689,True,433000,ssrm.v44.replay.01732,True
1733,97,repair_ring,arrival court,0.0,0.0,90,listen_memory,0,v44-904858,v44-907457,True,433250,ssrm.v44.replay.01733,True
1734,97,riverbend,plank hall,4.0,4.0,0,return_object,0,v44-637294,v44-639159,True,433500,ssrm.v44.replay.01734,True
1735,97,roofward,arrival court,0.0,0.0,90,wait_respectfully,0,v44-779128,v44-777474,True,433750,ssrm.v44.replay.01735,True
1736,97,archive,arrival court,0.0,0.0,315,listen_memory,1,v44-262665,v44-260510,True,434000,ssrm.v44.replay.01736,True
1737,97,signal,signal perch,4.0,4.0,0,move_forward,0,v44-594365,v44-596784,True,434250,ssrm.v44.replay.01737,True
1738,97,orchard,arrival court,0.0,0.0,225,turn_right,0,v44-741689,v44-746347,True,434500,ssrm.v44.replay.01738,True
1739,97,repair_ring,arrival court,0.0,0.0,90,start_conversation,0,v44-907457,v44-909000,True,434750,ssrm.v44.replay.01739,True
1740,97,riverbend,wet crossing,4.0,4.0,0,move_forward,0,v44-639159,v44-749344,True,435000,ssrm.v44.replay.01740,True
1741,97,roofward,arrival court,0.0,0.0,135,turn_right,0,v44-777474,v44-798921,True,435250,ssrm.v44.replay.01741,True
1742,97,archive,arrival court,0.0,0.0,315,start_conversation,1,v44-260510,v44-253346,True,435500,ssrm.v44.replay.01742,True
1743,97,signal,signal perch,4.0,4.0,0,pickup_owned_object,0,v44-596784,v44-598655,True,435750,ssrm.v44.replay.01743,True
1744,97,orchard,arrival court,0.0,0.0,225,drop_object,0,v44-746347,v44-743348,True,436000,ssrm.v44.replay.01744,True
1745,97,repair_ring,arrival court,0.0,0.0,90,apologize,0,v44-909000,v44-901499,True,436250,ssrm.v44.replay.01745,True
1746,98,roofward,arrival court,0.0,0.0,135,request_permission,0,v44-798921,v44-800925,True,436500,ssrm.v44.replay.01746,True
1747,98,archive,arrival court,0.0,0.0,315,pickup_shared_object,1,v44-253346,v44-259488,True,436750,ssrm.v44.replay.01747,True
1748,98,signal,signal perch,4.0,4.0,0,return_object,0,v44-598655,v44-600222,True,437000,ssrm.v44.replay.01748,True
1749,98,orchard,arrival court,0.0,0.0,225,wait_respectfully,0,v44-743348,v44-744480,True,437250,ssrm.v44.replay.01749,True
1750,98,repair_ring,arrival court,0.0,0.0,90,listen_memory,0,v44-901499,v44-906163,True,437500,ssrm.v44.replay.01750,True
1751,98,riverbend,wet crossing,4.0,4.0,0,return_object,0,v44-749344,v44-749251,True,437750,ssrm.v44.replay.01751,True
1752,98,roofward,arrival court,0.0,0.0,135,wait_respectfully,0,v44-800925,v44-794403,True,438000,ssrm.v44.replay.01752,True
1753,98,archive,arrival court,0.0,0.0,315,listen_memory,1,v44-259488,v44-264221,True,438250,ssrm.v44.replay.01753,True
1754,98,signal,signal perch,4.0,4.0,0,move_forward,0,v44-600222,v44-587589,True,438500,ssrm.v44.replay.01754,True
1755,98,orchard,arrival court,0.0,0.0,270,turn_right,0,v44-744480,v44-742364,True,438750,ssrm.v44.replay.01755,True
1756,98,repair_ring,arrival court,0.0,0.0,90,start_conversation,0,v44-906163,v44-905456,True,439000,ssrm.v44.replay.01756,True
1757,98,riverbend,wet crossing,4.0,4.0,0,move_forward,0,v44-749251,v44-750347,True,439250,ssrm.v44.replay.01757,True
1758,98,roofward,arrival court,0.0,0.0,180,turn_right,0,v44-794403,v44-798132,True,439500,ssrm.v44.replay.01758,True
1759,98,archive,arrival court,0.0,0.0,315,start_conversation,1,v44-264221,v44-257939,True,439750,ssrm.v44.replay.01759,True
1760,98,signal,signal perch,4.0,4.0,0,pickup_owned_object,1,v44-587589,v44-033552,True,440000,ssrm.v44.replay.01760,True
1761,98,orchard,arrival court,0.0,0.0,270,drop_object,0,v44-742364,v44-740718,True,440250,ssrm.v44.replay.01761,True
1762,98,repair_ring,arrival court,0.0,0.0,90,apologize,0,v44-905456,v44-906028,True,440500,ssrm.v44.replay.01762,True
1763,98,riverbend,wet crossing,4.0,4.0,0,pickup_owned_object,0,v44-750347,v44-748263,True,440750,ssrm.v44.replay.01763,True
1764,99,archive,arrival court,0.0,0.0,315,pickup_shared_object,1,v44-257939,v44-264568,True,441000,ssrm.v44.replay.01764,True
1765,99,signal,signal perch,4.0,4.0,0,return_object,0,v44-033552,v44-591044,True,441250,ssrm.v44.replay.01765,True
1766,99,orchard,arrival court,0.0,0.0,270,wait_respectfully,0,v44-740718,v44-743182,True,441500,ssrm.v44.replay.01766,True
1767,99,repair_ring,arrival court,0.0,0.0,90,listen_memory,0,v44-906028,v44-906275,True,441750,ssrm.v44.replay.01767,True
1768,99,riverbend,wet crossing,4.0,4.0,0,return_object,0,v44-748263,v44-752048,True,442000,ssrm.v44.replay.01768,True
1769,99,roofward,arrival court,0.0,0.0,180,wait_respectfully,0,v44-798132,v44-800271,True,442250,ssrm.v44.replay.01769,True
1770,99,archive,arrival court,0.0,0.0,315,listen_memory,1,v44-264568,v44-261532,True,442500,ssrm.v44.replay.01770,True
1771,99,signal,signal perch,4.0,4.0,0,move_forward,0,v44-591044,v44-592015,True,442750,ssrm.v44.replay.01771,True
1772,99,orchard,arrival court,0.0,0.0,315,turn_right,0,v44-743182,v44-741080,True,443000,ssrm.v44.replay.01772,True
1773,99,repair_ring,arrival court,0.0,0.0,90,start_conversation,0,v44-906275,v44-906840,True,443250,ssrm.v44.replay.01773,True
1774,99,riverbend,wet crossing,4.0,4.0,0,move_forward,0,v44-752048,v44-749072,True,443500,ssrm.v44.replay.01774,True
1775,99,roofward,arrival court,0.0,0.0,225,turn_right,0,v44-800271,v44-793747,True,443750,ssrm.v44.replay.01775,True
1776,99,archive,arrival court,0.0,0.0,315,start_conversation,1,v44-261532,v44-258454,True,444000,ssrm.v44.replay.01776,True
1777,99,signal,signal perch,4.0,4.0,0,pickup_owned_object,0,v44-592015,v44-593985,True,444250,ssrm.v44.replay.01777,True
1778,99,orchard,arrival court,0.0,0.0,315,drop_object,0,v44-741080,v44-741276,True,444500,ssrm.v44.replay.01778,True
1779,99,repair_ring,arrival court,0.0,0.0,90,apologize,0,v44-906840,v44-908375,True,444750,ssrm.v44.replay.01779,True
1780,99,riverbend,wet crossing,4.0,4.0,0,pickup_owned_object,1,v44-749072,v44-187305,True,445000,ssrm.v44.replay.01780,True
1781,99,roofward,arrival court,0.0,0.0,225,drop_object,0,v44-793747,v44-800980,True,445250,ssrm.v44.replay.01781,True
1782,100,signal,signal perch,4.0,4.0,0,return_object,0,v44-593985,v44-599862,True,445500,ssrm.v44.replay.01782,True
1783,100,orchard,arrival court,0.0,0.0,315,wait_respectfully,0,v44-741276,v44-742782,True,445750,ssrm.v44.replay.01783,True
1784,100,repair_ring,arrival court,0.0,0.0,90,listen_memory,0,v44-908375,v44-908992,True,446000,ssrm.v44.replay.01784,True
1785,100,riverbend,wet crossing,4.0,4.0,0,return_object,0,v44-187305,v44-748992,True,446250,ssrm.v44.replay.01785,True
1786,100,roofward,arrival court,0.0,0.0,225,wait_respectfully,0,v44-800980,v44-797668,True,446500,ssrm.v44.replay.01786,True
1787,100,archive,arrival court,0.0,0.0,315,listen_memory,1,v44-258454,v44-263373,True,446750,ssrm.v44.replay.01787,True
1788,100,signal,arrival court,4.0,4.0,0,move_forward,0,v44-599862,v44-662883,True,447000,ssrm.v44.replay.01788,True
1789,100,orchard,arrival court,0.0,0.0,0,turn_right,0,v44-742782,v44-699288,True,447250,ssrm.v44.replay.01789,True
1790,100,repair_ring,arrival court,0.0,0.0,90,start_conversation,0,v44-908992,v44-910001,True,447500,ssrm.v44.replay.01790,True
1791,100,riverbend,wet crossing,4.0,4.0,0,move_forward,0,v44-748992,v44-754413,True,447750,ssrm.v44.replay.01791,True
1792,100,roofward,arrival court,0.0,0.0,270,turn_right,0,v44-797668,v44-804452,True,448000,ssrm.v44.replay.01792,True
1793,100,archive,arrival court,0.0,0.0,315,start_conversation,1,v44-263373,v44-260338,True,448250,ssrm.v44.replay.01793,True
1794,100,signal,arrival court,4.0,4.0,0,pickup_owned_object,0,v44-662883,v44-659044,True,448500,ssrm.v44.replay.01794,True
1795,100,orchard,arrival court,0.0,0.0,0,drop_object,0,v44-699288,v44-703380,True,448750,ssrm.v44.replay.01795,True
1796,100,repair_ring,arrival court,0.0,0.0,90,apologize,0,v44-910001,v44-900816,True,449000,ssrm.v44.replay.01796,True
1797,100,riverbend,wet crossing,4.0,4.0,0,pickup_owned_object,0,v44-754413,v44-750194,True,449250,ssrm.v44.replay.01797,True
1798,100,roofward,arrival court,0.0,0.0,270,drop_object,0,v44-804452,v44-797981,True,449500,ssrm.v44.replay.01798,True
1799,100,archive,arrival court,0.0,0.0,315,apologize,1,v44-260338,v44-261851,True,449750,ssrm.v44.replay.01799,True
1800,101,orchard,arrival court,0.0,0.0,0,wait_respectfully,0,v44-703380,v44-688871,True,450000,ssrm.v44.replay.01800,True
1801,101,repair_ring,arrival court,0.0,0.0,90,listen_memory,0,v44-900816,v44-901356,True,450250,ssrm.v44.replay.01801,True
1802,101,riverbend,wet crossing,4.0,4.0,0,return_object,0,v44-750194,v44-745836,True,450500,ssrm.v44.replay.01802,True
1803,101,roofward,arrival court,0.0,0.0,270,wait_respectfully,0,v44-797981,v44-800729,True,450750,ssrm.v44.replay.01803,True
1804,101,archive,arrival court,0.0,0.0,315,listen_memory,1,v44-261851,v44-257063,True,451000,ssrm.v44.replay.01804,True
1805,101,signal,arrival court,4.0,4.0,0,move_forward,0,v44-659044,v44-654025,True,451250,ssrm.v44.replay.01805,True
1806,101,orchard,arrival court,0.0,0.0,45,turn_right,0,v44-688871,v44-724318,True,451500,ssrm.v44.replay.01806,True
1807,101,repair_ring,arrival court,0.0,0.0,90,start_conversation,0,v44-901356,v44-903801,True,451750,ssrm.v44.replay.01807,True
1808,101,riverbend,dry ridge,4.0,4.0,0,move_forward,0,v44-745836,v44-600579,True,452000,ssrm.v44.replay.01808,True
1809,101,roofward,arrival court,0.0,0.0,315,turn_right,0,v44-800729,v44-796514,True,452250,ssrm.v44.replay.01809,True
1810,101,archive,arrival court,0.0,0.0,315,start_conversation,1,v44-257063,v44-255854,True,452500,ssrm.v44.replay.01810,True
1811,101,signal,arrival court,4.0,4.0,0,pickup_owned_object,0,v44-654025,v44-650177,True,452750,ssrm.v44.replay.01811,True
1812,101,orchard,arrival court,0.0,0.0,45,drop_object,0,v44-724318,v44-717370,True,453000,ssrm.v44.replay.01812,True
1813,101,repair_ring,arrival court,0.0,0.0,90,apologize,0,v44-903801,v44-901221,True,453250,ssrm.v44.replay.01813,True
1814,101,riverbend,dry ridge,4.0,4.0,0,pickup_owned_object,0,v44-600579,v44-596749,True,453500,ssrm.v44.replay.01814,True
1815,101,roofward,arrival court,0.0,0.0,315,drop_object,0,v44-796514,v44-797939,True,453750,ssrm.v44.replay.01815,True
1816,101,archive,arrival court,0.0,0.0,315,apologize,1,v44-255854,v44-261017,True,454000,ssrm.v44.replay.01816,True
1817,101,signal,arrival court,4.0,4.0,0,offer_help,0,v44-650177,v44-654366,True,454250,ssrm.v44.replay.01817,True
1818,102,repair_ring,arrival court,0.0,0.0,90,listen_memory,0,v44-901221,v44-900578,True,454500,ssrm.v44.replay.01818,True
1819,102,riverbend,dry ridge,4.0,4.0,0,return_object,0,v44-596749,v44-604470,True,454750,ssrm.v44.replay.01819,True
1820,102,roofward,arrival court,0.0,0.0,315,wait_respectfully,0,v44-797939,v44-801673,True,455000,ssrm.v44.replay.01820,True
1821,102,archive,arrival court,0.0,0.0,315,listen_memory,1,v44-261017,v44-253924,True,455250,ssrm.v44.replay.01821,True
1822,102,signal,arrival court,4.0,4.0,0,move_forward,0,v44-654366,v44-654514,True,455500,ssrm.v44.replay.01822,True
1823,102,orchard,arrival court,0.0,0.0,90,turn_right,0,v44-717370,v44-718159,True,455750,ssrm.v44.replay.01823,True
1824,102,repair_ring,arrival court,0.0,0.0,90,start_conversation,0,v44-900578,v44-905634,True,456000,ssrm.v44.replay.01824,True
1825,102,riverbend,dry ridge,4.0,4.0,0,move_forward,0,v44-604470,v44-594896,True,456250,ssrm.v44.replay.01825,True
1826,102,roofward,arrival court,0.0,0.0,0,turn_right,0,v44-801673,v44-748324,True,456500,ssrm.v44.replay.01826,True
1827,102,archive,arrival court,0.0,0.0,315,start_conversation,1,v44-253924,v44-259993,True,456750,ssrm.v44.replay.01827,True
1828,102,signal,arrival court,4.0,4.0,0,pickup_owned_object,0,v44-654514,v44-654712,True,457000,ssrm.v44.replay.01828,True
1829,102,orchard,arrival court,0.0,0.0,90,drop_object,0,v44-718159,v44-723250,True,457250,ssrm.v44.replay.01829,True
1830,102,repair_ring,arrival court,0.0,0.0,90,apologize,0,v44-905634,v44-903501,True,457500,ssrm.v44.replay.01830,True
1831,102,riverbend,dry ridge,4.0,4.0,0,pickup_owned_object,0,v44-594896,v44-602479,True,457750,ssrm.v44.replay.01831,True
1832,102,roofward,arrival court,0.0,0.0,0,drop_object,0,v44-748324,v44-748425,True,458000,ssrm.v44.replay.01832,True
1833,102,archive,arrival court,0.0,0.0,315,apologize,1,v44-259993,v44-264266,True,458250,ssrm.v44.replay.01833,True
1834,102,signal,arrival court,4.0,4.0,0,offer_help,0,v44-654712,v44-653501,True,458500,ssrm.v44.replay.01834,True
1835,102,orchard,arrival court,0.0,0.0,90,inspect_inventory,0,v44-723250,v44-716709,True,458750,ssrm.v44.replay.01835,True
1836,103,riverbend,dry ridge,4.0,4.0,0,return_object,0,v44-602479,v44-598805,True,459000,ssrm.v44.replay.01836,True
1837,103,roofward,arrival court,0.0,0.0,0,wait_respectfully,0,v44-748425,v44-751333,True,459250,ssrm.v44.replay.01837,True
1838,103,archive,arrival court,0.0,0.0,315,listen_memory,1,v44-264266,v44-261260,True,459500,ssrm.v44.replay.01838,True
1839,103,signal,arrival court,4.0,4.0,0,move_forward,0,v44-653501,v44-653304,True,459750,ssrm.v44.replay.01839,True
1840,103,orchard,arrival court,0.0,0.0,135,turn_right,0,v44-716709,v44-741700,True,460000,ssrm.v44.replay.01840,True
1841,103,repair_ring,arrival court,0.0,0.0,90,start_conversation,0,v44-903501,v44-900284,True,460250,ssrm.v44.replay.01841,True
