tick_id,day,settlement_id,resident_a,resident_b,mediator_id,role_a,role_b,contested_duty,conflict_reason,mediation_state,fairness_before,fairness_after,resentment_before,resentment_after,visible_mediation_card,bounded_conflict
1910,107,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
1912,107,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1914,107,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1916,107,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.004,0.0,True,True
1918,107,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
1920,107,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
1922,107,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1924,107,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
1926,108,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,0.994,1.0,0.5,0.492,True,True
1928,108,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.524,0.516,True,True
1930,108,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,loan priority conflict,mediated by household role,1.0,1.0,0.344,0.336,True,True
1932,108,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,deferred with visible queue,1.0,0.994,0.564,0.57,True,True
1934,108,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.448,0.44,True,True
1936,108,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.662,0.654,True,True
1938,108,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,0.994,1.0,0.502,0.494,True,True
1940,108,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,loan priority conflict,mediated by household role,1.0,1.0,0.514,0.506,True,True
1942,108,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.336,0.328,True,True
1944,109,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1946,109,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,deferred with visible queue,1.0,0.994,0.006,0.012,True,True
1948,109,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1950,109,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
1952,109,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
1954,109,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1956,109,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1958,109,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.012,0.004,True,True
1960,109,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,loan priority conflict,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
1962,110,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.46,0.452,True,True
1964,110,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.63,0.622,True,True
1966,110,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.514,0.506,True,True
1968,110,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.522,0.514,True,True
1970,110,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,loan priority conflict,mediated by household role,1.0,1.0,0.338,0.33,True,True
1972,110,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.61,0.602,True,True
1974,110,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,deferred with visible queue,1.0,0.994,0.462,0.468,True,True
1976,110,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.62,0.612,True,True
1978,110,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.516,0.508,True,True
1980,111,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
1982,111,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
1984,111,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1986,111,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.004,0.0,True,True
1988,111,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,deferred with visible queue,1.0,0.994,0.006,0.012,True,True
1990,111,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
1992,111,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1994,111,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
1996,111,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
1998,112,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.36,0.352,True,True
2000,112,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,loan priority conflict,mediated by household role,1.0,1.0,0.632,0.624,True,True
2002,112,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,deferred with visible queue,0.994,0.988,0.488,0.494,True,True
2004,112,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.61,0.602,True,True
2006,112,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.518,0.51,True,True
2008,112,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,0.988,0.998,0.534,0.526,True,True
2010,112,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,loan priority conflict,mediated by household role,1.0,1.0,0.362,0.354,True,True
2012,112,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.634,0.626,True,True
2014,112,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,0.998,1.0,0.494,0.486,True,True
2016,113,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,deferred with visible queue,1.0,0.994,0.012,0.018,True,True
2018,113,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2020,113,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
2022,113,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
2024,113,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2026,113,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2028,113,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.018,0.01,True,True
2030,113,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,loan priority conflict,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
2032,113,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2034,114,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.53,0.522,True,True
2036,114,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.546,0.538,True,True
2038,114,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.374,0.366,True,True
2040,114,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,loan priority conflict,mediated by household role,1.0,1.0,0.666,0.658,True,True
2042,114,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.496,0.488,True,True
2044,114,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,deferred with visible queue,1.0,0.994,0.606,0.612,True,True
2046,114,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.532,0.524,True,True
2048,114,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.548,0.54,True,True
2050,114,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,loan priority conflict,mediated by household role,0.994,1.0,0.376,0.368,True,True
2052,115,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
2054,115,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2056,115,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.01,0.002,True,True
2058,115,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,deferred with visible queue,1.0,0.994,0.006,0.012,True,True
2060,115,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
2062,115,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2064,115,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
2066,115,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2068,115,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.002,0.0,True,True
2070,116,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,loan priority conflict,mediated by household role,1.0,1.0,0.518,0.51,True,True
2072,116,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,deferred with visible queue,1.0,0.994,0.63,0.636,True,True
2074,116,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.512,0.504,True,True
2076,116,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.55,0.542,True,True
2078,116,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,0.994,1.0,0.378,0.37,True,True
2080,116,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,loan priority conflict,mediated by household role,1.0,1.0,0.668,0.66,True,True
2082,116,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.52,0.512,True,True
2084,116,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.634,0.626,True,True
2086,116,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,deferred with visible queue,1.0,0.994,0.504,0.51,True,True
2088,117,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2090,117,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
2092,117,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2094,117,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2096,117,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2098,117,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.012,0.004,True,True
2100,117,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,loan priority conflict,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
2102,117,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2104,117,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2106,118,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.39,0.382,True,True
2108,118,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,0.994,1.0,0.68,0.672,True,True
2110,118,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,loan priority conflict,mediated by household role,1.0,1.0,0.532,0.524,True,True
2112,118,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.642,0.634,True,True
2114,118,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,deferred with visible queue,1.0,0.994,0.496,0.502,True,True
2116,118,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.582,0.574,True,True
2118,118,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.382,0.374,True,True
2120,118,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,loan priority conflict,mediated by household role,0.994,1.0,0.682,0.674,True,True
2122,118,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.534,0.526,True,True
2124,119,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2126,119,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.004,0.0,True,True
2128,119,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,deferred with visible queue,0.994,0.988,0.006,0.012,True,True
2130,119,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
2132,119,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2134,119,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,0.988,0.998,0.0,0.0,True,True
2136,119,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2138,119,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2140,119,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,loan priority conflict,mediated by household role,0.998,1.0,0.012,0.004,True,True
2142,120,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,deferred with visible queue,1.0,0.994,0.508,0.514,True,True
2144,120,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.604,0.596,True,True
2146,120,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.394,0.386,True,True
2148,120,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,0.994,1.0,0.684,0.676,True,True
2150,120,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,loan priority conflict,mediated by household role,1.0,1.0,0.536,0.528,True,True
2152,120,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.654,0.646,True,True
2154,120,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.524,0.516,True,True
2156,120,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,deferred with visible queue,1.0,0.994,0.606,0.612,True,True
2158,120,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.396,0.388,True,True
2160,121,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
2162,121,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2164,121,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2166,121,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2168,121,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.004,0.0,True,True
2170,121,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,loan priority conflict,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
2172,121,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2174,121,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2176,121,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
2178,122,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,0.994,1.0,0.538,0.53,True,True
2180,122,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,loan priority conflict,mediated by household role,1.0,1.0,0.666,0.658,True,True
2182,122,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.512,0.504,True,True
2184,122,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,deferred with visible queue,1.0,0.994,0.612,0.618,True,True
2186,122,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.428,0.42,True,True
2188,122,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.716,0.708,True,True
2190,122,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,loan priority conflict,mediated by household role,0.994,1.0,0.53,0.522,True,True
2192,122,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.668,0.66,True,True
2194,122,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.502,0.494,True,True
2196,123,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2198,123,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,deferred with visible queue,1.0,0.994,0.006,0.012,True,True
2200,123,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
2202,123,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2204,123,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
2206,123,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2208,123,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2210,123,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,loan priority conflict,mediated by household role,1.0,1.0,0.012,0.004,True,True
2212,123,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
2214,124,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.45,0.442,True,True
2216,124,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.728,0.72,True,True
2218,124,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.53,0.522,True,True
2220,124,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,loan priority conflict,mediated by household role,1.0,1.0,0.67,0.662,True,True
2222,124,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.492,0.484,True,True
2224,124,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.628,0.62,True,True
2226,124,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,deferred with visible queue,1.0,0.994,0.452,0.458,True,True
2228,124,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.73,0.722,True,True
2230,124,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,loan priority conflict,mediated by household role,1.0,1.0,0.532,0.524,True,True
2232,125,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2234,125,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
2236,125,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2238,125,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.004,0.0,True,True
2240,125,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,loan priority conflict,deferred with visible queue,1.0,0.994,0.006,0.012,True,True
2242,125,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2244,125,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2246,125,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
2248,125,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2250,126,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,loan priority conflict,mediated by household role,1.0,1.0,0.46,0.452,True,True
2252,126,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.64,0.632,True,True
2254,126,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,deferred with visible queue,0.994,0.988,0.478,0.484,True,True
2256,126,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.732,0.724,True,True
2258,126,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.54,0.532,True,True
2260,126,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,loan priority conflict,mediated by household role,0.988,0.998,0.702,0.694,True,True
2262,126,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.44,0.432,True,True
2264,126,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.642,0.634,True,True
2266,126,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,0.998,1.0,0.494,0.486,True,True
2268,127,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,deferred with visible queue,1.0,0.994,0.012,0.018,True,True
2270,127,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
2272,127,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2274,127,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
2276,127,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2278,127,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2280,127,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,loan priority conflict,mediated by household role,1.0,1.0,0.018,0.01,True,True
2282,127,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
2284,127,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2286,128,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.538,0.53,True,True
2288,128,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.694,0.686,True,True
2290,128,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,loan priority conflict,mediated by household role,1.0,1.0,0.44,0.432,True,True
2292,128,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.644,0.636,True,True
2294,128,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.486,0.478,True,True
2296,128,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,deferred with visible queue,1.0,0.994,0.734,0.74,True,True
2298,128,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.54,0.532,True,True
2300,128,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,loan priority conflict,mediated by household role,1.0,1.0,0.696,0.688,True,True
