tick_id,day,settlement_id,resident_id,phrase,relationship_prompt,relationship_days,mastery_before,mastery_after,trust_before,trust_after,phrase_used_in_project,phrase_linked_to_resident_memory,persists_across_reload,no_autonomous_language_claim,no_llm_call
1703,95,lichen_bridge,Rin,signal hush,heard my signal,95,0.411,0.419,0.9,0.903,True,True,True,True,True
1704,95,orchid_engine,Eli,orchid rest,let orchid rest,95,0.418,0.428,0.9,0.905,True,True,True,True,True
1705,95,moss_ward,Ari,path dry,helped after rain,95,0.418,0.426,0.9,0.903,True,True,True,True,True
1706,95,glass_harbor,Oren,net keeper,kept net lane clear,95,0.416,0.426,0.905,0.91,True,True,True,True,True
1707,95,cinder_garden,Vale,cool hand,remembered shade first,95,0.409,0.417,0.903,0.906,True,True,True,True,True
1708,95,lichen_bridge,Sol,rope safe,waited at the rope,95,0.409,0.419,0.903,0.908,True,True,True,True,True
1709,95,orchid_engine,Bea,gear lane,kept the gear lane open,95,0.419,0.427,0.901,0.904,True,True,True,True,True
1710,96,glass_harbor,Nia,lamp bright,guarded lamp for me,96,0.4,0.41,0.901,0.906,True,True,True,True,True
1711,96,cinder_garden,Pax,shade first,left my basket sorted,96,0.408,0.416,0.905,0.908,True,True,True,True,True
1712,96,lichen_bridge,Rin,bowl shared,kept bowl shared,96,0.407,0.417,0.903,0.908,True,True,True,True,True
1713,96,orchid_engine,Eli,valve wait,did not turn the valve,96,0.406,0.414,0.905,0.908,True,True,True,True,True
1714,96,moss_ward,Ari,loom wait,waited during repair,96,0.397,0.407,0.903,0.908,True,True,True,True,True
1715,96,glass_harbor,Oren,tea first,shared crossing tea,96,0.399,0.407,0.91,0.913,True,True,True,True,True
1716,96,cinder_garden,Vale,seed sleep,kept the path cool,96,0.407,0.417,0.906,0.911,True,True,True,True,True
1717,96,lichen_bridge,Sol,signal hush,heard my signal,96,0.417,0.425,0.908,0.911,True,True,True,True,True
1718,96,orchid_engine,Bea,orchid rest,let orchid rest,96,0.414,0.424,0.904,0.909,True,True,True,True,True
1719,96,moss_ward,Fay,path dry,helped after rain,96,0.407,0.415,0.903,0.906,True,True,True,True,True
1720,96,glass_harbor,Puck,net keeper,kept net lane clear,96,0.398,0.408,0.899,0.904,True,True,True,True,True
1721,96,cinder_garden,Wren,cool hand,remembered shade first,96,0.41,0.418,0.901,0.904,True,True,True,True,True
1722,96,lichen_bridge,Kio,rope safe,waited at the rope,96,0.416,0.426,0.899,0.904,True,True,True,True,True
1723,96,orchid_engine,Cai,gear lane,kept the gear lane open,96,0.417,0.425,0.901,0.904,True,True,True,True,True
1724,96,moss_ward,Milo,ledger no touch,asked before ledger,96,0.414,0.424,0.904,0.909,True,True,True,True,True
1725,96,glass_harbor,Sera,lamp bright,guarded lamp for me,96,0.407,0.415,0.904,0.907,True,True,True,True,True
1726,96,cinder_garden,Juno,shade first,left my basket sorted,96,0.407,0.417,0.904,0.909,True,True,True,True,True
1727,96,lichen_bridge,Luma,bowl shared,kept bowl shared,96,0.417,0.425,0.904,0.907,True,True,True,True,True
1728,97,moss_ward,Fay,loom wait,waited during repair,97,0.4,0.41,0.906,0.911,True,True,True,True,True
1729,97,glass_harbor,Puck,tea first,shared crossing tea,97,0.408,0.416,0.904,0.907,True,True,True,True,True
1730,97,cinder_garden,Wren,seed sleep,kept the path cool,97,0.407,0.417,0.904,0.909,True,True,True,True,True
1731,97,lichen_bridge,Kio,signal hush,heard my signal,97,0.406,0.414,0.904,0.907,True,True,True,True,True
1732,97,orchid_engine,Cai,orchid rest,let orchid rest,97,0.397,0.407,0.904,0.909,True,True,True,True,True
1733,97,moss_ward,Milo,path dry,helped after rain,97,0.399,0.407,0.909,0.912,True,True,True,True,True
1734,97,glass_harbor,Sera,net keeper,kept net lane clear,97,0.407,0.417,0.907,0.912,True,True,True,True,True
1735,97,cinder_garden,Juno,cool hand,remembered shade first,97,0.417,0.425,0.909,0.912,True,True,True,True,True
1736,97,lichen_bridge,Luma,rope safe,waited at the rope,97,0.414,0.424,0.907,0.912,True,True,True,True,True
1737,97,orchid_engine,Dax,gear lane,kept the gear lane open,97,0.407,0.415,0.906,0.909,True,True,True,True,True
1738,97,moss_ward,Tala,ledger no touch,asked before ledger,97,0.398,0.408,0.906,0.911,True,True,True,True,True
1739,97,glass_harbor,Nia,lamp bright,guarded lamp for me,97,0.41,0.418,0.906,0.909,True,True,True,True,True
1740,97,cinder_garden,Pax,shade first,left my basket sorted,97,0.416,0.426,0.908,0.913,True,True,True,True,True
1741,97,lichen_bridge,Rin,bowl shared,kept bowl shared,97,0.417,0.425,0.908,0.911,True,True,True,True,True
1742,97,orchid_engine,Eli,valve wait,did not turn the valve,97,0.414,0.424,0.908,0.913,True,True,True,True,True
1743,97,moss_ward,Ari,loom wait,waited during repair,97,0.407,0.415,0.908,0.911,True,True,True,True,True
1744,97,glass_harbor,Oren,tea first,shared crossing tea,97,0.407,0.417,0.913,0.918,True,True,True,True,True
1745,97,cinder_garden,Vale,seed sleep,kept the path cool,97,0.417,0.425,0.911,0.914,True,True,True,True,True
1746,98,orchid_engine,Dax,orchid rest,let orchid rest,98,0.409,0.419,0.909,0.914,True,True,True,True,True
1747,98,moss_ward,Tala,path dry,helped after rain,98,0.419,0.427,0.911,0.914,True,True,True,True,True
1748,98,glass_harbor,Nia,net keeper,kept net lane clear,98,0.416,0.426,0.909,0.914,True,True,True,True,True
1749,98,cinder_garden,Pax,cool hand,remembered shade first,98,0.417,0.425,0.913,0.916,True,True,True,True,True
1750,98,lichen_bridge,Rin,rope safe,waited at the rope,98,0.406,0.416,0.911,0.916,True,True,True,True,True
1751,98,orchid_engine,Eli,gear lane,kept the gear lane open,98,0.401,0.409,0.913,0.916,True,True,True,True,True
1752,98,moss_ward,Ari,ledger no touch,asked before ledger,98,0.409,0.419,0.911,0.916,True,True,True,True,True
1753,98,glass_harbor,Oren,lamp bright,guarded lamp for me,98,0.42,0.428,0.918,0.921,True,True,True,True,True
1754,98,cinder_garden,Vale,shade first,left my basket sorted,98,0.417,0.427,0.914,0.919,True,True,True,True,True
1755,98,lichen_bridge,Sol,bowl shared,kept bowl shared,98,0.407,0.415,0.911,0.914,True,True,True,True,True
1756,98,orchid_engine,Bea,valve wait,did not turn the valve,98,0.398,0.408,0.909,0.914,True,True,True,True,True
1757,98,moss_ward,Fay,loom wait,waited during repair,98,0.41,0.418,0.911,0.914,True,True,True,True,True
1758,98,glass_harbor,Puck,tea first,shared crossing tea,98,0.416,0.426,0.907,0.912,True,True,True,True,True
1759,98,cinder_garden,Wren,seed sleep,kept the path cool,98,0.417,0.425,0.909,0.912,True,True,True,True,True
1760,98,lichen_bridge,Kio,signal hush,heard my signal,98,0.414,0.424,0.907,0.912,True,True,True,True,True
1761,98,orchid_engine,Cai,orchid rest,let orchid rest,98,0.407,0.415,0.909,0.912,True,True,True,True,True
1762,98,moss_ward,Milo,path dry,helped after rain,98,0.407,0.417,0.912,0.917,True,True,True,True,True
1763,98,glass_harbor,Sera,net keeper,kept net lane clear,98,0.417,0.425,0.912,0.915,True,True,True,True,True
1764,99,lichen_bridge,Sol,rope safe,waited at the rope,99,0.419,0.429,0.914,0.919,True,True,True,True,True
1765,99,orchid_engine,Bea,gear lane,kept the gear lane open,99,0.427,0.435,0.914,0.917,True,True,True,True,True
1766,99,moss_ward,Fay,ledger no touch,asked before ledger,99,0.426,0.436,0.914,0.919,True,True,True,True,True
1767,99,glass_harbor,Puck,lamp bright,guarded lamp for me,99,0.422,0.43,0.912,0.915,True,True,True,True,True
1768,99,cinder_garden,Wren,shade first,left my basket sorted,99,0.414,0.424,0.912,0.917,True,True,True,True,True
1769,99,lichen_bridge,Kio,bowl shared,kept bowl shared,99,0.406,0.414,0.912,0.915,True,True,True,True,True
1770,99,orchid_engine,Cai,valve wait,did not turn the valve,99,0.417,0.427,0.912,0.917,True,True,True,True,True
1771,99,moss_ward,Milo,loom wait,waited during repair,99,0.426,0.434,0.917,0.92,True,True,True,True,True
1772,99,glass_harbor,Sera,tea first,shared crossing tea,99,0.424,0.434,0.915,0.92,True,True,True,True,True
1773,99,cinder_garden,Juno,seed sleep,kept the path cool,99,0.415,0.423,0.912,0.915,True,True,True,True,True
1774,99,lichen_bridge,Luma,signal hush,heard my signal,99,0.407,0.417,0.912,0.917,True,True,True,True,True
1775,99,orchid_engine,Dax,orchid rest,let orchid rest,99,0.419,0.427,0.914,0.917,True,True,True,True,True
1776,99,moss_ward,Tala,path dry,helped after rain,99,0.427,0.437,0.914,0.919,True,True,True,True,True
1777,99,glass_harbor,Nia,net keeper,kept net lane clear,99,0.426,0.434,0.914,0.917,True,True,True,True,True
1778,99,cinder_garden,Pax,cool hand,remembered shade first,99,0.425,0.435,0.916,0.921,True,True,True,True,True
1779,99,lichen_bridge,Rin,rope safe,waited at the rope,99,0.416,0.424,0.916,0.919,True,True,True,True,True
1780,99,orchid_engine,Eli,gear lane,kept the gear lane open,99,0.409,0.419,0.916,0.921,True,True,True,True,True
1781,99,moss_ward,Ari,ledger no touch,asked before ledger,99,0.419,0.427,0.916,0.919,True,True,True,True,True
1782,100,cinder_garden,Juno,shade first,left my basket sorted,100,0.417,0.427,0.915,0.92,True,True,True,True,True
1783,100,lichen_bridge,Luma,bowl shared,kept bowl shared,100,0.425,0.433,0.917,0.92,True,True,True,True,True
1784,100,orchid_engine,Dax,valve wait,did not turn the valve,100,0.424,0.434,0.917,0.922,True,True,True,True,True
1785,100,moss_ward,Tala,loom wait,waited during repair,100,0.424,0.432,0.919,0.922,True,True,True,True,True
1786,100,glass_harbor,Nia,tea first,shared crossing tea,100,0.414,0.424,0.917,0.922,True,True,True,True,True
1787,100,cinder_garden,Pax,seed sleep,kept the path cool,100,0.41,0.418,0.921,0.924,True,True,True,True,True
1788,100,lichen_bridge,Rin,signal hush,heard my signal,100,0.419,0.429,0.919,0.924,True,True,True,True,True
1789,100,orchid_engine,Eli,orchid rest,let orchid rest,100,0.428,0.436,0.921,0.924,True,True,True,True,True
1790,100,moss_ward,Ari,path dry,helped after rain,100,0.426,0.436,0.919,0.924,True,True,True,True,True
1791,100,glass_harbor,Oren,net keeper,kept net lane clear,100,0.426,0.434,0.921,0.924,True,True,True,True,True
1792,100,cinder_garden,Vale,cool hand,remembered shade first,100,0.417,0.427,0.919,0.924,True,True,True,True,True
1793,100,lichen_bridge,Sol,rope safe,waited at the rope,100,0.429,0.437,0.919,0.922,True,True,True,True,True
1794,100,orchid_engine,Bea,gear lane,kept the gear lane open,100,0.435,0.445,0.917,0.922,True,True,True,True,True
1795,100,moss_ward,Fay,ledger no touch,asked before ledger,100,0.436,0.444,0.919,0.922,True,True,True,True,True
1796,100,glass_harbor,Puck,lamp bright,guarded lamp for me,100,0.43,0.44,0.915,0.92,True,True,True,True,True
1797,100,cinder_garden,Wren,shade first,left my basket sorted,100,0.424,0.432,0.917,0.92,True,True,True,True,True
1798,100,lichen_bridge,Kio,bowl shared,kept bowl shared,100,0.414,0.424,0.915,0.92,True,True,True,True,True
1799,100,orchid_engine,Cai,valve wait,did not turn the valve,100,0.427,0.435,0.917,0.92,True,True,True,True,True
1800,101,glass_harbor,Oren,tea first,shared crossing tea,101,0.417,0.427,0.924,0.929,True,True,True,True,True
1801,101,cinder_garden,Vale,seed sleep,kept the path cool,101,0.425,0.433,0.924,0.927,True,True,True,True,True
1802,101,lichen_bridge,Sol,signal hush,heard my signal,101,0.425,0.435,0.922,0.927,True,True,True,True,True
1803,101,orchid_engine,Bea,orchid rest,let orchid rest,101,0.424,0.432,0.922,0.925,True,True,True,True,True
1804,101,moss_ward,Fay,path dry,helped after rain,101,0.415,0.425,0.922,0.927,True,True,True,True,True
1805,101,glass_harbor,Puck,net keeper,kept net lane clear,101,0.408,0.416,0.92,0.923,True,True,True,True,True
1806,101,cinder_garden,Wren,cool hand,remembered shade first,101,0.418,0.428,0.92,0.925,True,True,True,True,True
1807,101,lichen_bridge,Kio,rope safe,waited at the rope,101,0.426,0.434,0.92,0.923,True,True,True,True,True
1808,101,orchid_engine,Cai,gear lane,kept the gear lane open,101,0.425,0.435,0.92,0.925,True,True,True,True,True
1809,101,moss_ward,Milo,ledger no touch,asked before ledger,101,0.424,0.432,0.92,0.923,True,True,True,True,True
1810,101,glass_harbor,Sera,lamp bright,guarded lamp for me,101,0.415,0.425,0.92,0.925,True,True,True,True,True
1811,101,cinder_garden,Juno,shade first,left my basket sorted,101,0.427,0.435,0.92,0.923,True,True,True,True,True
1812,101,lichen_bridge,Luma,bowl shared,kept bowl shared,101,0.433,0.443,0.92,0.925,True,True,True,True,True
1813,101,orchid_engine,Dax,valve wait,did not turn the valve,101,0.434,0.442,0.922,0.925,True,True,True,True,True
1814,101,moss_ward,Tala,loom wait,waited during repair,101,0.432,0.442,0.922,0.927,True,True,True,True,True
1815,101,glass_harbor,Nia,tea first,shared crossing tea,101,0.424,0.434,0.922,0.927,True,True,True,True,True
1816,101,cinder_garden,Pax,seed sleep,kept the path cool,101,0.418,0.428,0.924,0.929,True,True,True,True,True
1817,101,lichen_bridge,Rin,signal hush,heard my signal,101,0.429,0.437,0.924,0.927,True,True,True,True,True
1818,102,moss_ward,Milo,path dry,helped after rain,102,0.417,0.427,0.923,0.928,True,True,True,True,True
1819,102,glass_harbor,Sera,net keeper,kept net lane clear,102,0.425,0.433,0.925,0.928,True,True,True,True,True
1820,102,cinder_garden,Juno,cool hand,remembered shade first,102,0.425,0.435,0.923,0.928,True,True,True,True,True
1821,102,lichen_bridge,Luma,rope safe,waited at the rope,102,0.424,0.432,0.925,0.928,True,True,True,True,True
1822,102,orchid_engine,Dax,gear lane,kept the gear lane open,102,0.415,0.425,0.925,0.93,True,True,True,True,True
1823,102,moss_ward,Tala,ledger no touch,asked before ledger,102,0.408,0.416,0.927,0.93,True,True,True,True,True
1824,102,glass_harbor,Nia,lamp bright,guarded lamp for me,102,0.418,0.428,0.927,0.932,True,True,True,True,True
1825,102,cinder_garden,Pax,shade first,left my basket sorted,102,0.426,0.434,0.929,0.932,True,True,True,True,True
1826,102,lichen_bridge,Rin,bowl shared,kept bowl shared,102,0.425,0.435,0.927,0.932,True,True,True,True,True
1827,102,orchid_engine,Eli,valve wait,did not turn the valve,102,0.424,0.432,0.924,0.927,True,True,True,True,True
1828,102,moss_ward,Ari,loom wait,waited during repair,102,0.415,0.425,0.924,0.929,True,True,True,True,True
1829,102,glass_harbor,Oren,tea first,shared crossing tea,102,0.427,0.435,0.929,0.932,True,True,True,True,True
1830,102,cinder_garden,Vale,seed sleep,kept the path cool,102,0.433,0.443,0.927,0.932,True,True,True,True,True
1831,102,lichen_bridge,Sol,signal hush,heard my signal,102,0.435,0.443,0.927,0.93,True,True,True,True,True
1832,102,orchid_engine,Bea,orchid rest,let orchid rest,102,0.432,0.442,0.925,0.93,True,True,True,True,True
1833,102,moss_ward,Fay,path dry,helped after rain,102,0.425,0.433,0.927,0.93,True,True,True,True,True
1834,102,glass_harbor,Puck,net keeper,kept net lane clear,102,0.416,0.426,0.923,0.928,True,True,True,True,True
1835,102,cinder_garden,Wren,cool hand,remembered shade first,102,0.428,0.436,0.925,0.928,True,True,True,True,True
1836,103,orchid_engine,Eli,gear lane,kept the gear lane open,103,0.419,0.429,0.927,0.932,True,True,True,True,True
1837,103,moss_ward,Ari,ledger no touch,asked before ledger,103,0.427,0.435,0.929,0.932,True,True,True,True,True
1838,103,glass_harbor,Oren,lamp bright,guarded lamp for me,103,0.428,0.438,0.932,0.937,True,True,True,True,True
1839,103,cinder_garden,Vale,shade first,left my basket sorted,103,0.427,0.435,0.932,0.935,True,True,True,True,True
1840,103,lichen_bridge,Sol,bowl shared,kept bowl shared,103,0.415,0.425,0.93,0.935,True,True,True,True,True
1841,103,orchid_engine,Bea,valve wait,did not turn the valve,103,0.408,0.416,0.93,0.933,True,True,True,True,True
1842,103,moss_ward,Fay,loom wait,waited during repair,103,0.418,0.428,0.93,0.935,True,True,True,True,True
1843,103,glass_harbor,Puck,tea first,shared crossing tea,103,0.426,0.434,0.928,0.931,True,True,True,True,True
1844,103,cinder_garden,Wren,seed sleep,kept the path cool,103,0.425,0.435,0.928,0.933,True,True,True,True,True
1845,103,lichen_bridge,Kio,signal hush,heard my signal,103,0.424,0.432,0.923,0.926,True,True,True,True,True
1846,103,orchid_engine,Cai,orchid rest,let orchid rest,103,0.415,0.425,0.925,0.93,True,True,True,True,True
1847,103,moss_ward,Milo,path dry,helped after rain,103,0.427,0.435,0.928,0.931,True,True,True,True,True
1848,103,glass_harbor,Sera,net keeper,kept net lane clear,103,0.433,0.443,0.928,0.933,True,True,True,True,True
1849,103,cinder_garden,Juno,cool hand,remembered shade first,103,0.435,0.443,0.928,0.931,True,True,True,True,True
1850,103,lichen_bridge,Luma,rope safe,waited at the rope,103,0.432,0.442,0.928,0.933,True,True,True,True,True
1851,103,orchid_engine,Dax,gear lane,kept the gear lane open,103,0.425,0.433,0.93,0.933,True,True,True,True,True
1852,103,moss_ward,Tala,ledger no touch,asked before ledger,103,0.416,0.426,0.93,0.935,True,True,True,True,True
1853,103,glass_harbor,Nia,lamp bright,guarded lamp for me,103,0.428,0.436,0.932,0.935,True,True,True,True,True
1854,104,lichen_bridge,Kio,bowl shared,kept bowl shared,104,0.424,0.434,0.926,0.931,True,True,True,True,True
1855,104,orchid_engine,Cai,valve wait,did not turn the valve,104,0.435,0.443,0.93,0.933,True,True,True,True,True
1856,104,moss_ward,Milo,loom wait,waited during repair,104,0.434,0.444,0.931,0.936,True,True,True,True,True
1857,104,glass_harbor,Sera,tea first,shared crossing tea,104,0.434,0.442,0.933,0.936,True,True,True,True,True
1858,104,cinder_garden,Juno,seed sleep,kept the path cool,104,0.423,0.433,0.931,0.936,True,True,True,True,True
1859,104,lichen_bridge,Luma,signal hush,heard my signal,104,0.417,0.427,0.933,0.938,True,True,True,True,True
1860,104,orchid_engine,Dax,orchid rest,let orchid rest,104,0.427,0.437,0.933,0.938,True,True,True,True,True
1861,104,moss_ward,Tala,path dry,helped after rain,104,0.437,0.445,0.935,0.938,True,True,True,True,True
1862,104,glass_harbor,Nia,net keeper,kept net lane clear,104,0.434,0.444,0.935,0.94,True,True,True,True,True
1863,104,cinder_garden,Pax,cool hand,remembered shade first,104,0.435,0.443,0.932,0.935,True,True,True,True,True
1864,104,lichen_bridge,Rin,rope safe,waited at the rope,104,0.424,0.434,0.932,0.937,True,True,True,True,True
1865,104,orchid_engine,Eli,gear lane,kept the gear lane open,104,0.429,0.437,0.932,0.935,True,True,True,True,True
1866,104,moss_ward,Ari,ledger no touch,asked before ledger,104,0.435,0.445,0.932,0.937,True,True,True,True,True
1867,104,glass_harbor,Oren,lamp bright,guarded lamp for me,104,0.438,0.446,0.937,0.94,True,True,True,True,True
1868,104,cinder_garden,Vale,shade first,left my basket sorted,104,0.435,0.445,0.935,0.94,True,True,True,True,True
1869,104,lichen_bridge,Sol,bowl shared,kept bowl shared,104,0.425,0.433,0.935,0.938,True,True,True,True,True
1870,104,orchid_engine,Bea,valve wait,did not turn the valve,104,0.416,0.426,0.933,0.938,True,True,True,True,True
1871,104,moss_ward,Fay,loom wait,waited during repair,104,0.428,0.436,0.935,0.938,True,True,True,True,True
1872,105,cinder_garden,Pax,seed sleep,kept the path cool,105,0.428,0.438,0.935,0.94,True,True,True,True,True
1873,105,lichen_bridge,Rin,signal hush,heard my signal,105,0.437,0.445,0.937,0.94,True,True,True,True,True
1874,105,orchid_engine,Eli,orchid rest,let orchid rest,105,0.436,0.446,0.935,0.94,True,True,True,True,True
1875,105,moss_ward,Ari,path dry,helped after rain,105,0.436,0.444,0.937,0.94,True,True,True,True,True
1876,105,glass_harbor,Oren,net keeper,kept net lane clear,105,0.434,0.444,0.94,0.94,True,True,True,True,True
1877,105,cinder_garden,Vale,cool hand,remembered shade first,105,0.427,0.435,0.94,0.94,True,True,True,True,True
1878,105,lichen_bridge,Sol,rope safe,waited at the rope,105,0.437,0.447,0.938,0.94,True,True,True,True,True
1879,105,orchid_engine,Bea,gear lane,kept the gear lane open,105,0.445,0.453,0.938,0.94,True,True,True,True,True
1880,105,moss_ward,Fay,ledger no touch,asked before ledger,105,0.444,0.454,0.938,0.94,True,True,True,True,True
1881,105,glass_harbor,Puck,lamp bright,guarded lamp for me,105,0.44,0.448,0.931,0.934,True,True,True,True,True
1882,105,cinder_garden,Wren,shade first,left my basket sorted,105,0.432,0.442,0.933,0.938,True,True,True,True,True
1883,105,lichen_bridge,Kio,bowl shared,kept bowl shared,105,0.434,0.442,0.931,0.934,True,True,True,True,True
1884,105,orchid_engine,Cai,valve wait,did not turn the valve,105,0.443,0.453,0.933,0.938,True,True,True,True,True
1885,105,moss_ward,Milo,loom wait,waited during repair,105,0.444,0.452,0.936,0.939,True,True,True,True,True
1886,105,glass_harbor,Sera,tea first,shared crossing tea,105,0.442,0.452,0.936,0.94,True,True,True,True,True
1887,105,cinder_garden,Juno,seed sleep,kept the path cool,105,0.433,0.441,0.936,0.939,True,True,True,True,True
1888,105,lichen_bridge,Luma,signal hush,heard my signal,105,0.427,0.437,0.938,0.94,True,True,True,True,True
1889,105,orchid_engine,Dax,orchid rest,let orchid rest,105,0.437,0.445,0.938,0.94,True,True,True,True,True
1890,106,glass_harbor,Puck,net keeper,kept net lane clear,106,0.426,0.436,0.934,0.939,True,True,True,True,True
1891,106,cinder_garden,Wren,cool hand,remembered shade first,106,0.436,0.444,0.938,0.94,True,True,True,True,True
1892,106,lichen_bridge,Kio,rope safe,waited at the rope,106,0.434,0.444,0.934,0.939,True,True,True,True,True
1893,106,orchid_engine,Cai,gear lane,kept the gear lane open,106,0.435,0.443,0.938,0.94,True,True,True,True,True
1894,106,moss_ward,Milo,ledger no touch,asked before ledger,106,0.432,0.442,0.939,0.94,True,True,True,True,True
1895,106,glass_harbor,Sera,lamp bright,guarded lamp for me,106,0.425,0.433,0.94,0.94,True,True,True,True,True
1896,106,cinder_garden,Juno,shade first,left my basket sorted,106,0.435,0.445,0.939,0.94,True,True,True,True,True
1897,106,lichen_bridge,Luma,bowl shared,kept bowl shared,106,0.443,0.451,0.94,0.94,True,True,True,True,True
1898,106,orchid_engine,Dax,valve wait,did not turn the valve,106,0.442,0.452,0.94,0.94,True,True,True,True,True
1899,106,moss_ward,Tala,loom wait,waited during repair,106,0.442,0.45,0.938,0.94,True,True,True,True,True
1900,106,glass_harbor,Nia,tea first,shared crossing tea,106,0.434,0.444,0.94,0.94,True,True,True,True,True
1901,106,cinder_garden,Pax,seed sleep,kept the path cool,106,0.438,0.446,0.94,0.94,True,True,True,True,True
1902,106,lichen_bridge,Rin,signal hush,heard my signal,106,0.445,0.455,0.94,0.94,True,True,True,True,True
1903,106,orchid_engine,Eli,orchid rest,let orchid rest,106,0.446,0.454,0.94,0.94,True,True,True,True,True
1904,106,moss_ward,Ari,path dry,helped after rain,106,0.444,0.454,0.94,0.94,True,True,True,True,True
1905,106,glass_harbor,Oren,net keeper,kept net lane clear,106,0.444,0.452,0.94,0.94,True,True,True,True,True
1906,106,cinder_garden,Vale,cool hand,remembered shade first,106,0.435,0.445,0.94,0.94,True,True,True,True,True
1907,106,lichen_bridge,Sol,rope safe,waited at the rope,106,0.447,0.455,0.94,0.94,True,True,True,True,True
1908,107,moss_ward,Tala,ledger no touch,asked before ledger,107,0.426,0.436,0.94,0.94,True,True,True,True,True
1909,107,glass_harbor,Nia,lamp bright,guarded lamp for me,107,0.436,0.444,0.94,0.94,True,True,True,True,True
1910,107,cinder_garden,Pax,shade first,left my basket sorted,107,0.434,0.444,0.94,0.94,True,True,True,True,True
1911,107,lichen_bridge,Rin,bowl shared,kept bowl shared,107,0.435,0.443,0.94,0.94,True,True,True,True,True
1912,107,orchid_engine,Eli,valve wait,did not turn the valve,107,0.432,0.442,0.94,0.94,True,True,True,True,True
1913,107,moss_ward,Ari,loom wait,waited during repair,107,0.425,0.433,0.94,0.94,True,True,True,True,True
1914,107,glass_harbor,Oren,tea first,shared crossing tea,107,0.435,0.445,0.94,0.94,True,True,True,True,True
1915,107,cinder_garden,Vale,seed sleep,kept the path cool,107,0.443,0.451,0.94,0.94,True,True,True,True,True
1916,107,lichen_bridge,Sol,signal hush,heard my signal,107,0.443,0.453,0.94,0.94,True,True,True,True,True
1917,107,orchid_engine,Bea,orchid rest,let orchid rest,107,0.442,0.45,0.94,0.94,True,True,True,True,True
1918,107,moss_ward,Fay,path dry,helped after rain,107,0.433,0.443,0.94,0.94,True,True,True,True,True
1919,107,glass_harbor,Puck,net keeper,kept net lane clear,107,0.436,0.444,0.939,0.94,True,True,True,True,True
1920,107,cinder_garden,Wren,cool hand,remembered shade first,107,0.444,0.454,0.94,0.94,True,True,True,True,True
1921,107,lichen_bridge,Kio,rope safe,waited at the rope,107,0.444,0.452,0.939,0.94,True,True,True,True,True
1922,107,orchid_engine,Cai,gear lane,kept the gear lane open,107,0.443,0.453,0.94,0.94,True,True,True,True,True
1923,107,moss_ward,Milo,ledger no touch,asked before ledger,107,0.442,0.45,0.94,0.94,True,True,True,True,True
1924,107,glass_harbor,Sera,lamp bright,guarded lamp for me,107,0.433,0.443,0.94,0.94,True,True,True,True,True
1925,107,cinder_garden,Juno,shade first,left my basket sorted,107,0.445,0.453,0.94,0.94,True,True,True,True,True
1926,108,orchid_engine,Bea,valve wait,did not turn the valve,108,0.426,0.436,0.94,0.94,True,True,True,True,True
1927,108,moss_ward,Fay,loom wait,waited during repair,108,0.436,0.444,0.94,0.94,True,True,True,True,True
1928,108,glass_harbor,Puck,tea first,shared crossing tea,108,0.434,0.444,0.94,0.94,True,True,True,True,True
1929,108,cinder_garden,Wren,seed sleep,kept the path cool,108,0.435,0.443,0.94,0.94,True,True,True,True,True
1930,108,lichen_bridge,Kio,signal hush,heard my signal,108,0.432,0.442,0.94,0.94,True,True,True,True,True
1931,108,orchid_engine,Cai,orchid rest,let orchid rest,108,0.425,0.433,0.94,0.94,True,True,True,True,True
1932,108,moss_ward,Milo,path dry,helped after rain,108,0.435,0.445,0.94,0.94,True,True,True,True,True
1933,108,glass_harbor,Sera,net keeper,kept net lane clear,108,0.443,0.451,0.94,0.94,True,True,True,True,True
1934,108,cinder_garden,Juno,cool hand,remembered shade first,108,0.443,0.453,0.94,0.94,True,True,True,True,True
1935,108,lichen_bridge,Luma,rope safe,waited at the rope,108,0.442,0.45,0.94,0.94,True,True,True,True,True
1936,108,orchid_engine,Dax,gear lane,kept the gear lane open,108,0.433,0.443,0.94,0.94,True,True,True,True,True
1937,108,moss_ward,Tala,ledger no touch,asked before ledger,108,0.436,0.444,0.94,0.94,True,True,True,True,True
1938,108,glass_harbor,Nia,lamp bright,guarded lamp for me,108,0.444,0.454,0.94,0.94,True,True,True,True,True
1939,108,cinder_garden,Pax,shade first,left my basket sorted,108,0.444,0.452,0.94,0.94,True,True,True,True,True
1940,108,lichen_bridge,Rin,bowl shared,kept bowl shared,108,0.443,0.453,0.94,0.94,True,True,True,True,True
1941,108,orchid_engine,Eli,valve wait,did not turn the valve,108,0.442,0.45,0.94,0.94,True,True,True,True,True
1942,108,moss_ward,Ari,loom wait,waited during repair,108,0.433,0.443,0.94,0.94,True,True,True,True,True
1943,108,glass_harbor,Oren,tea first,shared crossing tea,108,0.445,0.453,0.94,0.94,True,True,True,True,True
1944,109,lichen_bridge,Luma,signal hush,heard my signal,109,0.437,0.447,0.94,0.94,True,True,True,True,True
1945,109,orchid_engine,Dax,orchid rest,let orchid rest,109,0.445,0.453,0.94,0.94,True,True,True,True,True
1946,109,moss_ward,Tala,path dry,helped after rain,109,0.445,0.455,0.94,0.94,True,True,True,True,True
1947,109,glass_harbor,Nia,net keeper,kept net lane clear,109,0.444,0.452,0.94,0.94,True,True,True,True,True
