tick_id,day,agent,tool_id,infrastructure_id,condition_before,wear_delta,maintenance_delta,condition_after,broken,tool_limits_work,repair_action
574,32,Nia,binding awl,archive_public_kiosk,0.756296,0.009,0.0,0.747296,False,False,none
575,32,Milo,wire crimper,dusk_signal_workshop,0.73969,0.002,0.12628,0.86397,False,False,sharpen / oil / recalibrate
576,33,Ari,drawknife,river_mill_bridge,0.78,0.002,0.0,0.778,False,False,none
577,33,Fay,glass tongs,roof_greenhouse_cistern,0.769372,0.002,0.0,0.767372,False,False,none
578,33,Nia,binding awl,archive_public_kiosk,0.747296,0.009,0.0,0.738296,False,False,none
579,33,Milo,wire crimper,dusk_signal_workshop,0.86397,0.002,0.0,0.86197,False,False,none
580,33,Ari,drawknife,river_mill_bridge,0.778,0.002,0.0,0.776,False,False,none
581,33,Fay,glass tongs,roof_greenhouse_cistern,0.767372,0.009,0.0,0.758372,False,False,none
582,33,Nia,binding awl,archive_public_kiosk,0.738296,0.002,0.0,0.736296,False,False,none
583,33,Milo,wire crimper,dusk_signal_workshop,0.86197,0.002,0.0,0.85997,False,False,none
584,33,Ari,drawknife,river_mill_bridge,0.776,0.009,0.0,0.767,False,False,none
585,33,Fay,glass tongs,roof_greenhouse_cistern,0.758372,0.002,0.0,0.756372,False,False,none
586,33,Nia,binding awl,archive_public_kiosk,0.736296,0.002,0.0,0.734296,False,False,none
587,33,Milo,wire crimper,dusk_signal_workshop,0.85997,0.009,0.0,0.85097,False,False,none
588,33,Ari,drawknife,river_mill_bridge,0.767,0.002,0.0,0.765,False,False,none
589,33,Fay,glass tongs,roof_greenhouse_cistern,0.756372,0.002,0.0,0.754372,False,False,none
590,33,Nia,binding awl,archive_public_kiosk,0.734296,0.009,0.0,0.725296,False,False,none
591,33,Milo,wire crimper,dusk_signal_workshop,0.85097,0.002,0.0,0.84897,False,False,none
592,33,Ari,drawknife,river_mill_bridge,0.765,0.002,0.0,0.763,False,False,none
593,33,Fay,glass tongs,roof_greenhouse_cistern,0.754372,0.002,0.0,0.752372,False,False,none
594,34,Nia,binding awl,archive_public_kiosk,0.725296,0.002,0.0,0.723296,False,False,none
595,34,Milo,wire crimper,dusk_signal_workshop,0.84897,0.002,0.0,0.84697,False,False,none
596,34,Ari,drawknife,river_mill_bridge,0.763,0.009,0.0,0.754,False,False,none
597,34,Fay,glass tongs,roof_greenhouse_cistern,0.752372,0.002,0.0,0.750372,False,False,none
598,34,Nia,binding awl,archive_public_kiosk,0.723296,0.009,0.0,0.714296,False,False,none
599,34,Milo,wire crimper,dusk_signal_workshop,0.84697,0.009,0.0,0.83797,False,False,none
600,34,Ari,drawknife,river_mill_bridge,0.754,0.009,0.0,0.745,False,False,none
601,34,Fay,glass tongs,roof_greenhouse_cistern,0.750372,0.002,0.0,0.748372,False,False,none
602,34,Nia,binding awl,archive_public_kiosk,0.714296,0.009,0.0,0.705296,False,False,none
603,34,Milo,wire crimper,dusk_signal_workshop,0.83797,0.002,0.0,0.83597,False,False,none
604,34,Ari,drawknife,river_mill_bridge,0.745,0.002,0.0,0.743,False,False,none
605,34,Fay,glass tongs,roof_greenhouse_cistern,0.748372,0.009,0.0,0.739372,False,False,none
606,34,Nia,binding awl,archive_public_kiosk,0.705296,0.002,0.0,0.703296,False,False,none
607,34,Milo,wire crimper,dusk_signal_workshop,0.83597,0.009,0.0,0.82697,False,False,none
608,34,Ari,drawknife,river_mill_bridge,0.743,0.009,0.0,0.734,False,False,none
609,34,Fay,glass tongs,roof_greenhouse_cistern,0.739372,0.009,0.0,0.730372,False,False,none
610,34,Nia,binding awl,archive_public_kiosk,0.703296,0.002,0.0,0.701296,False,False,none
611,34,Milo,wire crimper,dusk_signal_workshop,0.82697,0.002,0.0,0.82497,False,False,none
612,35,Ari,drawknife,river_mill_bridge,0.734,0.002,0.0,0.732,False,False,none
613,35,Fay,glass tongs,roof_greenhouse_cistern,0.730372,0.002,0.0,0.728372,False,False,none
614,35,Nia,binding awl,archive_public_kiosk,0.701296,0.009,0.0,0.692296,False,False,none
615,35,Milo,wire crimper,dusk_signal_workshop,0.82497,0.002,0.0,0.82297,False,False,none
616,35,Ari,drawknife,river_mill_bridge,0.732,0.002,0.0,0.73,False,False,none
617,35,Fay,glass tongs,roof_greenhouse_cistern,0.728372,0.009,0.0,0.719372,False,False,none
618,35,Nia,binding awl,archive_public_kiosk,0.692296,0.002,0.0,0.690296,False,False,none
619,35,Milo,wire crimper,dusk_signal_workshop,0.82297,0.002,0.0,0.82097,False,False,none
620,35,Ari,drawknife,river_mill_bridge,0.73,0.009,0.0,0.721,False,False,none
621,35,Fay,glass tongs,roof_greenhouse_cistern,0.719372,0.002,0.12628,0.843652,False,False,sharpen / oil / recalibrate
622,35,Nia,binding awl,archive_public_kiosk,0.690296,0.002,0.0,0.688296,False,False,none
623,35,Milo,wire crimper,dusk_signal_workshop,0.82097,0.009,0.0,0.81197,False,False,none
624,35,Ari,drawknife,river_mill_bridge,0.721,0.002,0.0,0.719,False,False,none
625,35,Fay,glass tongs,roof_greenhouse_cistern,0.843652,0.002,0.0,0.841652,False,False,none
626,35,Nia,binding awl,archive_public_kiosk,0.688296,0.009,0.0,0.679296,False,False,none
627,35,Milo,wire crimper,dusk_signal_workshop,0.81197,0.002,0.0,0.80997,False,False,none
628,35,Ari,drawknife,river_mill_bridge,0.719,0.002,0.0,0.717,False,False,none
629,35,Fay,glass tongs,roof_greenhouse_cistern,0.841652,0.002,0.0,0.839652,False,False,none
630,36,Milo,wire crimper,dusk_signal_workshop,0.80997,0.002,0.0,0.80797,False,False,none
631,36,Ari,drawknife,river_mill_bridge,0.717,0.002,0.0,0.715,False,False,none
632,36,Fay,glass tongs,roof_greenhouse_cistern,0.839652,0.009,0.0,0.830652,False,False,none
633,36,Nia,binding awl,archive_public_kiosk,0.679296,0.002,0.0,0.677296,False,False,none
634,36,Milo,wire crimper,dusk_signal_workshop,0.80797,0.002,0.0,0.80597,False,False,none
635,36,Ari,drawknife,river_mill_bridge,0.715,0.009,0.0,0.706,False,False,none
636,36,Fay,glass tongs,roof_greenhouse_cistern,0.830652,0.002,0.0,0.828652,False,False,none
637,36,Nia,binding awl,archive_public_kiosk,0.677296,0.002,0.0,0.675296,False,False,none
638,36,Milo,wire crimper,dusk_signal_workshop,0.80597,0.009,0.0,0.79697,False,False,none
639,36,Ari,drawknife,river_mill_bridge,0.706,0.002,0.0,0.704,False,False,none
640,36,Fay,glass tongs,roof_greenhouse_cistern,0.828652,0.002,0.0,0.826652,False,False,none
641,36,Nia,binding awl,archive_public_kiosk,0.675296,0.009,0.0,0.666296,False,False,none
642,36,Milo,wire crimper,dusk_signal_workshop,0.79697,0.002,0.0,0.79497,False,False,none
643,36,Ari,drawknife,river_mill_bridge,0.704,0.002,0.0,0.702,False,False,none
644,36,Fay,glass tongs,roof_greenhouse_cistern,0.826652,0.009,0.0,0.817652,False,False,none
645,36,Nia,binding awl,archive_public_kiosk,0.666296,0.002,0.0,0.664296,False,False,none
646,36,Milo,wire crimper,dusk_signal_workshop,0.79497,0.002,0.0,0.79297,False,False,none
647,36,Ari,drawknife,river_mill_bridge,0.702,0.002,0.0,0.7,False,False,none
648,37,Fay,glass tongs,roof_greenhouse_cistern,0.817652,0.002,0.0,0.815652,False,False,none
649,37,Nia,binding awl,archive_public_kiosk,0.664296,0.009,0.0,0.655296,False,False,none
650,37,Milo,wire crimper,dusk_signal_workshop,0.79297,0.009,0.0,0.78397,False,False,none
651,37,Ari,drawknife,river_mill_bridge,0.7,0.009,0.0,0.691,False,False,none
652,37,Fay,glass tongs,roof_greenhouse_cistern,0.815652,0.002,0.0,0.813652,False,False,none
653,37,Nia,binding awl,archive_public_kiosk,0.655296,0.009,0.0,0.646296,False,False,none
654,37,Milo,wire crimper,dusk_signal_workshop,0.78397,0.002,0.0,0.78197,False,False,none
655,37,Ari,drawknife,river_mill_bridge,0.691,0.002,0.0,0.689,False,False,none
656,37,Fay,glass tongs,roof_greenhouse_cistern,0.813652,0.009,0.0,0.804652,False,False,none
657,37,Nia,binding awl,archive_public_kiosk,0.646296,0.002,0.12628,0.770576,False,False,sharpen / oil / recalibrate
658,37,Milo,wire crimper,dusk_signal_workshop,0.78197,0.009,0.0,0.77297,False,False,none
659,37,Ari,drawknife,river_mill_bridge,0.689,0.009,0.0,0.68,False,False,none
660,37,Fay,glass tongs,roof_greenhouse_cistern,0.804652,0.009,0.0,0.795652,False,False,none
661,37,Nia,binding awl,archive_public_kiosk,0.770576,0.002,0.0,0.768576,False,False,none
662,37,Milo,wire crimper,dusk_signal_workshop,0.77297,0.009,0.0,0.76397,False,False,none
663,37,Ari,drawknife,river_mill_bridge,0.68,0.002,0.0,0.678,False,False,none
664,37,Fay,glass tongs,roof_greenhouse_cistern,0.795652,0.002,0.0,0.793652,False,False,none
665,37,Nia,binding awl,archive_public_kiosk,0.768576,0.002,0.0,0.766576,False,False,none
666,38,Milo,wire crimper,dusk_signal_workshop,0.76397,0.002,0.0,0.76197,False,False,none
667,38,Ari,drawknife,river_mill_bridge,0.678,0.002,0.0,0.676,False,False,none
668,38,Fay,glass tongs,roof_greenhouse_cistern,0.793652,0.009,0.0,0.784652,False,False,none
669,38,Nia,binding awl,archive_public_kiosk,0.766576,0.002,0.0,0.764576,False,False,none
670,38,Milo,wire crimper,dusk_signal_workshop,0.76197,0.002,0.0,0.75997,False,False,none
671,38,Ari,drawknife,river_mill_bridge,0.676,0.009,0.0,0.667,False,False,none
672,38,Fay,glass tongs,roof_greenhouse_cistern,0.784652,0.002,0.0,0.782652,False,False,none
673,38,Nia,binding awl,archive_public_kiosk,0.764576,0.002,0.0,0.762576,False,False,none
674,38,Milo,wire crimper,dusk_signal_workshop,0.75997,0.009,0.0,0.75097,False,False,none
675,38,Ari,drawknife,river_mill_bridge,0.667,0.002,0.12628,0.79128,False,False,sharpen / oil / recalibrate
676,38,Fay,glass tongs,roof_greenhouse_cistern,0.782652,0.002,0.0,0.780652,False,False,none
677,38,Nia,binding awl,archive_public_kiosk,0.762576,0.009,0.0,0.753576,False,False,none
678,38,Milo,wire crimper,dusk_signal_workshop,0.75097,0.002,0.0,0.74897,False,False,none
679,38,Ari,drawknife,river_mill_bridge,0.79128,0.002,0.0,0.78928,False,False,none
680,38,Fay,glass tongs,roof_greenhouse_cistern,0.780652,0.009,0.0,0.771652,False,False,none
681,38,Nia,binding awl,archive_public_kiosk,0.753576,0.002,0.0,0.751576,False,False,none
682,38,Milo,wire crimper,dusk_signal_workshop,0.74897,0.002,0.0,0.74697,False,False,none
683,38,Ari,drawknife,river_mill_bridge,0.78928,0.002,0.0,0.78728,False,False,none
684,39,Fay,glass tongs,roof_greenhouse_cistern,0.771652,0.009,0.0,0.762652,False,False,none
685,39,Nia,binding awl,archive_public_kiosk,0.751576,0.002,0.0,0.749576,False,False,none
686,39,Milo,wire crimper,dusk_signal_workshop,0.74697,0.009,0.0,0.73797,False,False,none
687,39,Ari,drawknife,river_mill_bridge,0.78728,0.002,0.0,0.78528,False,False,none
688,39,Fay,glass tongs,roof_greenhouse_cistern,0.762652,0.002,0.0,0.760652,False,False,none
689,39,Nia,binding awl,archive_public_kiosk,0.749576,0.009,0.0,0.740576,False,False,none
690,39,Milo,wire crimper,dusk_signal_workshop,0.73797,0.002,0.12628,0.86225,False,False,sharpen / oil / recalibrate
691,39,Ari,drawknife,river_mill_bridge,0.78528,0.002,0.0,0.78328,False,False,none
692,39,Fay,glass tongs,roof_greenhouse_cistern,0.760652,0.009,0.0,0.751652,False,False,none
693,39,Nia,binding awl,archive_public_kiosk,0.740576,0.009,0.0,0.731576,False,False,none
694,39,Milo,wire crimper,dusk_signal_workshop,0.86225,0.002,0.0,0.86025,False,False,none
695,39,Ari,drawknife,river_mill_bridge,0.78328,0.009,0.0,0.77428,False,False,none
696,39,Fay,glass tongs,roof_greenhouse_cistern,0.751652,0.002,0.0,0.749652,False,False,none
697,39,Nia,binding awl,archive_public_kiosk,0.731576,0.002,0.0,0.729576,False,False,none
698,39,Milo,wire crimper,dusk_signal_workshop,0.86025,0.009,0.0,0.85125,False,False,none
699,39,Ari,drawknife,river_mill_bridge,0.77428,0.002,0.0,0.77228,False,False,none
700,39,Fay,glass tongs,roof_greenhouse_cistern,0.749652,0.002,0.0,0.747652,False,False,none
701,39,Nia,binding awl,archive_public_kiosk,0.729576,0.002,0.0,0.727576,False,False,none
702,40,Ari,drawknife,river_mill_bridge,0.77228,0.009,0.0,0.76328,False,False,none
703,40,Fay,glass tongs,roof_greenhouse_cistern,0.747652,0.002,0.0,0.745652,False,False,none
704,40,Nia,binding awl,archive_public_kiosk,0.727576,0.009,0.0,0.718576,False,False,none
705,40,Milo,wire crimper,dusk_signal_workshop,0.85125,0.002,0.0,0.84925,False,False,none
706,40,Ari,drawknife,river_mill_bridge,0.76328,0.002,0.0,0.76128,False,False,none
707,40,Fay,glass tongs,roof_greenhouse_cistern,0.745652,0.009,0.0,0.736652,False,False,none
708,40,Nia,binding awl,archive_public_kiosk,0.718576,0.002,0.0,0.716576,False,False,none
709,40,Milo,wire crimper,dusk_signal_workshop,0.84925,0.009,0.0,0.84025,False,False,none
710,40,Ari,drawknife,river_mill_bridge,0.76128,0.009,0.0,0.75228,False,False,none
711,40,Fay,glass tongs,roof_greenhouse_cistern,0.736652,0.009,0.0,0.727652,False,False,none
712,40,Nia,binding awl,archive_public_kiosk,0.716576,0.002,0.0,0.714576,False,False,none
713,40,Milo,wire crimper,dusk_signal_workshop,0.84025,0.009,0.0,0.83125,False,False,none
714,40,Ari,drawknife,river_mill_bridge,0.75228,0.002,0.0,0.75028,False,False,none
715,40,Fay,glass tongs,roof_greenhouse_cistern,0.727652,0.002,0.0,0.725652,False,False,none
716,40,Nia,binding awl,archive_public_kiosk,0.714576,0.009,0.0,0.705576,False,False,none
717,40,Milo,wire crimper,dusk_signal_workshop,0.83125,0.002,0.0,0.82925,False,False,none
718,40,Ari,drawknife,river_mill_bridge,0.75028,0.002,0.0,0.74828,False,False,none
719,40,Fay,glass tongs,roof_greenhouse_cistern,0.725652,0.002,0.0,0.723652,False,False,none
720,41,Nia,binding awl,archive_public_kiosk,0.705576,0.002,0.0,0.703576,False,False,none
721,41,Milo,wire crimper,dusk_signal_workshop,0.82925,0.002,0.0,0.82725,False,False,none
722,41,Ari,drawknife,river_mill_bridge,0.74828,0.009,0.0,0.73928,False,False,none
723,41,Fay,glass tongs,roof_greenhouse_cistern,0.723652,0.002,0.0,0.721652,False,False,none
724,41,Nia,binding awl,archive_public_kiosk,0.703576,0.002,0.0,0.701576,False,False,none
725,41,Milo,wire crimper,dusk_signal_workshop,0.82725,0.009,0.0,0.81825,False,False,none
726,41,Ari,drawknife,river_mill_bridge,0.73928,0.002,0.0,0.73728,False,False,none
727,41,Fay,glass tongs,roof_greenhouse_cistern,0.721652,0.002,0.0,0.719652,False,False,none
728,41,Nia,binding awl,archive_public_kiosk,0.701576,0.009,0.0,0.692576,False,False,none
729,41,Milo,wire crimper,dusk_signal_workshop,0.81825,0.002,0.0,0.81625,False,False,none
730,41,Ari,drawknife,river_mill_bridge,0.73728,0.002,0.0,0.73528,False,False,none
731,41,Fay,glass tongs,roof_greenhouse_cistern,0.719652,0.009,0.0,0.710652,False,False,none
732,41,Nia,binding awl,archive_public_kiosk,0.692576,0.002,0.0,0.690576,False,False,none
733,41,Milo,wire crimper,dusk_signal_workshop,0.81625,0.002,0.0,0.81425,False,False,none
734,41,Ari,drawknife,river_mill_bridge,0.73528,0.009,0.0,0.72628,False,False,none
735,41,Fay,glass tongs,roof_greenhouse_cistern,0.710652,0.002,0.0,0.708652,False,False,none
736,41,Nia,binding awl,archive_public_kiosk,0.690576,0.002,0.0,0.688576,False,False,none
737,41,Milo,wire crimper,dusk_signal_workshop,0.81425,0.002,0.0,0.81225,False,False,none
738,42,Ari,drawknife,river_mill_bridge,0.72628,0.002,0.0,0.72428,False,False,none
739,42,Fay,glass tongs,roof_greenhouse_cistern,0.708652,0.002,0.0,0.706652,False,False,none
740,42,Nia,binding awl,archive_public_kiosk,0.688576,0.009,0.0,0.679576,False,False,none
741,42,Milo,wire crimper,dusk_signal_workshop,0.81225,0.002,0.0,0.81025,False,False,none
742,42,Ari,drawknife,river_mill_bridge,0.72428,0.002,0.0,0.72228,False,False,none
743,42,Fay,glass tongs,roof_greenhouse_cistern,0.706652,0.009,0.0,0.697652,False,False,none
744,42,Nia,binding awl,archive_public_kiosk,0.679576,0.009,0.0,0.670576,False,False,none
745,42,Milo,wire crimper,dusk_signal_workshop,0.81025,0.002,0.0,0.80825,False,False,none
746,42,Ari,drawknife,river_mill_bridge,0.72228,0.009,0.0,0.71328,False,False,none
747,42,Fay,glass tongs,roof_greenhouse_cistern,0.697652,0.002,0.0,0.695652,False,False,none
748,42,Nia,binding awl,archive_public_kiosk,0.670576,0.002,0.0,0.668576,False,False,none
749,42,Milo,wire crimper,dusk_signal_workshop,0.80825,0.009,0.0,0.79925,False,False,none
750,42,Ari,drawknife,river_mill_bridge,0.71328,0.002,0.0,0.71128,False,False,none
751,42,Fay,glass tongs,roof_greenhouse_cistern,0.695652,0.002,0.0,0.693652,False,False,none
752,42,Nia,binding awl,archive_public_kiosk,0.668576,0.009,0.0,0.659576,False,False,none
753,42,Milo,wire crimper,dusk_signal_workshop,0.79925,0.009,0.0,0.79025,False,False,none
754,42,Ari,drawknife,river_mill_bridge,0.71128,0.002,0.0,0.70928,False,False,none
755,42,Fay,glass tongs,roof_greenhouse_cistern,0.693652,0.009,0.0,0.684652,False,False,none
756,43,Nia,binding awl,archive_public_kiosk,0.659576,0.002,0.12628,0.783856,False,False,sharpen / oil / recalibrate
757,43,Milo,wire crimper,dusk_signal_workshop,0.79025,0.002,0.0,0.78825,False,False,none
758,43,Ari,drawknife,river_mill_bridge,0.70928,0.009,0.0,0.70028,False,False,none
759,43,Fay,glass tongs,roof_greenhouse_cistern,0.684652,0.002,0.0,0.682652,False,False,none
760,43,Nia,binding awl,archive_public_kiosk,0.783856,0.002,0.0,0.781856,False,False,none
761,43,Milo,wire crimper,dusk_signal_workshop,0.78825,0.009,0.0,0.77925,False,False,none
762,43,Ari,drawknife,river_mill_bridge,0.70028,0.002,0.0,0.69828,False,False,none
763,43,Fay,glass tongs,roof_greenhouse_cistern,0.682652,0.002,0.0,0.680652,False,False,none
764,43,Nia,binding awl,archive_public_kiosk,0.781856,0.009,0.0,0.772856,False,False,none
765,43,Milo,wire crimper,dusk_signal_workshop,0.77925,0.002,0.0,0.77725,False,False,none
766,43,Ari,drawknife,river_mill_bridge,0.69828,0.002,0.0,0.69628,False,False,none
767,43,Fay,glass tongs,roof_greenhouse_cistern,0.680652,0.009,0.0,0.671652,False,False,none
768,43,Nia,binding awl,archive_public_kiosk,0.772856,0.002,0.0,0.770856,False,False,none
769,43,Milo,wire crimper,dusk_signal_workshop,0.77725,0.002,0.0,0.77525,False,False,none
770,43,Ari,drawknife,river_mill_bridge,0.69628,0.009,0.0,0.68728,False,False,none
771,43,Fay,glass tongs,roof_greenhouse_cistern,0.671652,0.002,0.0,0.669652,False,False,none
772,43,Nia,binding awl,archive_public_kiosk,0.770856,0.002,0.0,0.768856,False,False,none
773,43,Milo,wire crimper,dusk_signal_workshop,0.77525,0.002,0.0,0.77325,False,False,none
774,44,Fay,glass tongs,roof_greenhouse_cistern,0.669652,0.002,0.12628,0.793932,False,False,sharpen / oil / recalibrate
775,44,Nia,binding awl,archive_public_kiosk,0.768856,0.002,0.0,0.766856,False,False,none
776,44,Milo,wire crimper,dusk_signal_workshop,0.77325,0.009,0.0,0.76425,False,False,none
777,44,Ari,drawknife,river_mill_bridge,0.68728,0.002,0.0,0.68528,False,False,none
778,44,Fay,glass tongs,roof_greenhouse_cistern,0.793932,0.002,0.0,0.791932,False,False,none
779,44,Nia,binding awl,archive_public_kiosk,0.766856,0.009,0.0,0.757856,False,False,none
780,44,Milo,wire crimper,dusk_signal_workshop,0.76425,0.002,0.0,0.76225,False,False,none
781,44,Ari,drawknife,river_mill_bridge,0.68528,0.002,0.0,0.68328,False,False,none
782,44,Fay,glass tongs,roof_greenhouse_cistern,0.791932,0.009,0.0,0.782932,False,False,none
783,44,Nia,binding awl,archive_public_kiosk,0.757856,0.002,0.0,0.755856,False,False,none
784,44,Milo,wire crimper,dusk_signal_workshop,0.76225,0.002,0.0,0.76025,False,False,none
785,44,Ari,drawknife,river_mill_bridge,0.68328,0.009,0.0,0.67428,False,False,none
786,44,Fay,glass tongs,roof_greenhouse_cistern,0.782932,0.002,0.0,0.780932,False,False,none
787,44,Nia,binding awl,archive_public_kiosk,0.755856,0.002,0.0,0.753856,False,False,none
788,44,Milo,wire crimper,dusk_signal_workshop,0.76025,0.009,0.0,0.75125,False,False,none
789,44,Ari,drawknife,river_mill_bridge,0.67428,0.002,0.0,0.67228,False,False,none
790,44,Fay,glass tongs,roof_greenhouse_cistern,0.780932,0.002,0.0,0.778932,False,False,none
791,44,Nia,binding awl,archive_public_kiosk,0.753856,0.002,0.0,0.751856,False,False,none
792,45,Milo,wire crimper,dusk_signal_workshop,0.75125,0.002,0.0,0.74925,False,False,none
793,45,Ari,drawknife,river_mill_bridge,0.67228,0.002,0.0,0.67028,False,False,none
794,45,Fay,glass tongs,roof_greenhouse_cistern,0.778932,0.009,0.0,0.769932,False,False,none
795,45,Nia,binding awl,archive_public_kiosk,0.751856,0.009,0.0,0.742856,False,False,none
796,45,Milo,wire crimper,dusk_signal_workshop,0.74925,0.002,0.0,0.74725,False,False,none
797,45,Ari,drawknife,river_mill_bridge,0.67028,0.009,0.0,0.66128,False,False,none
798,45,Fay,glass tongs,roof_greenhouse_cistern,0.769932,0.002,0.0,0.767932,False,False,none
799,45,Nia,binding awl,archive_public_kiosk,0.742856,0.002,0.0,0.740856,False,False,none
800,45,Milo,wire crimper,dusk_signal_workshop,0.74725,0.009,0.0,0.73825,False,False,none
801,45,Ari,drawknife,river_mill_bridge,0.66128,0.002,0.12628,0.78556,False,False,sharpen / oil / recalibrate
802,45,Fay,glass tongs,roof_greenhouse_cistern,0.767932,0.002,0.0,0.765932,False,False,none
803,45,Nia,binding awl,archive_public_kiosk,0.740856,0.009,0.0,0.731856,False,False,none
804,45,Milo,wire crimper,dusk_signal_workshop,0.73825,0.009,0.0,0.72925,False,False,none
805,45,Ari,drawknife,river_mill_bridge,0.78556,0.002,0.0,0.78356,False,False,none
806,45,Fay,glass tongs,roof_greenhouse_cistern,0.765932,0.009,0.0,0.756932,False,False,none
807,45,Nia,binding awl,archive_public_kiosk,0.731856,0.002,0.0,0.729856,False,False,none
808,45,Milo,wire crimper,dusk_signal_workshop,0.72925,0.002,0.0,0.72725,False,False,none
809,45,Ari,drawknife,river_mill_bridge,0.78356,0.002,0.0,0.78156,False,False,none
810,46,Fay,glass tongs,roof_greenhouse_cistern,0.756932,0.002,0.0,0.754932,False,False,none
811,46,Nia,binding awl,archive_public_kiosk,0.729856,0.002,0.0,0.727856,False,False,none
812,46,Milo,wire crimper,dusk_signal_workshop,0.72725,0.009,0.0,0.71825,False,False,none
813,46,Ari,drawknife,river_mill_bridge,0.78156,0.002,0.0,0.77956,False,False,none
814,46,Fay,glass tongs,roof_greenhouse_cistern,0.754932,0.002,0.0,0.752932,False,False,none
815,46,Nia,binding awl,archive_public_kiosk,0.727856,0.009,0.0,0.718856,False,False,none
816,46,Milo,wire crimper,dusk_signal_workshop,0.71825,0.002,0.0,0.71625,False,False,none
817,46,Ari,drawknife,river_mill_bridge,0.77956,0.002,0.0,0.77756,False,False,none
818,46,Fay,glass tongs,roof_greenhouse_cistern,0.752932,0.009,0.0,0.743932,False,False,none
819,46,Nia,binding awl,archive_public_kiosk,0.718856,0.002,0.0,0.716856,False,False,none
820,46,Milo,wire crimper,dusk_signal_workshop,0.71625,0.002,0.0,0.71425,False,False,none
821,46,Ari,drawknife,river_mill_bridge,0.77756,0.009,0.0,0.76856,False,False,none
822,46,Fay,glass tongs,roof_greenhouse_cistern,0.743932,0.002,0.0,0.741932,False,False,none
823,46,Nia,binding awl,archive_public_kiosk,0.716856,0.002,0.0,0.714856,False,False,none
824,46,Milo,wire crimper,dusk_signal_workshop,0.71425,0.009,0.0,0.70525,False,False,none
825,46,Ari,drawknife,river_mill_bridge,0.76856,0.002,0.0,0.76656,False,False,none
826,46,Fay,glass tongs,roof_greenhouse_cistern,0.741932,0.002,0.0,0.739932,False,False,none
827,46,Nia,binding awl,archive_public_kiosk,0.714856,0.002,0.0,0.712856,False,False,none
828,47,Milo,wire crimper,dusk_signal_workshop,0.70525,0.009,0.12628,0.82253,False,False,sharpen / oil / recalibrate
829,47,Ari,drawknife,river_mill_bridge,0.76656,0.002,0.0,0.76456,False,False,none
830,47,Fay,glass tongs,roof_greenhouse_cistern,0.739932,0.009,0.0,0.730932,False,False,none
831,47,Nia,binding awl,archive_public_kiosk,0.712856,0.002,0.0,0.710856,False,False,none
832,47,Milo,wire crimper,dusk_signal_workshop,0.82253,0.002,0.0,0.82053,False,False,none
833,47,Ari,drawknife,river_mill_bridge,0.76456,0.009,0.0,0.75556,False,False,none
834,47,Fay,glass tongs,roof_greenhouse_cistern,0.730932,0.002,0.0,0.728932,False,False,none
835,47,Nia,binding awl,archive_public_kiosk,0.710856,0.002,0.0,0.708856,False,False,none
836,47,Milo,wire crimper,dusk_signal_workshop,0.82053,0.009,0.0,0.81153,False,False,none
837,47,Ari,drawknife,river_mill_bridge,0.75556,0.002,0.0,0.75356,False,False,none
838,47,Fay,glass tongs,roof_greenhouse_cistern,0.728932,0.002,0.0,0.726932,False,False,none
839,47,Nia,binding awl,archive_public_kiosk,0.708856,0.009,0.0,0.699856,False,False,none
840,47,Milo,wire crimper,dusk_signal_workshop,0.81153,0.002,0.0,0.80953,False,False,none
841,47,Ari,drawknife,river_mill_bridge,0.75356,0.009,0.0,0.74456,False,False,none
842,47,Fay,glass tongs,roof_greenhouse_cistern,0.726932,0.009,0.0,0.717932,False,False,none
843,47,Nia,binding awl,archive_public_kiosk,0.699856,0.002,0.0,0.697856,False,False,none
844,47,Milo,wire crimper,dusk_signal_workshop,0.80953,0.002,0.0,0.80753,False,False,none
845,47,Ari,drawknife,river_mill_bridge,0.74456,0.002,0.0,0.74256,False,False,none
846,48,Nia,binding awl,archive_public_kiosk,0.697856,0.009,0.0,0.688856,False,False,none
847,48,Milo,wire crimper,dusk_signal_workshop,0.80753,0.002,0.0,0.80553,False,False,none
848,48,Ari,drawknife,river_mill_bridge,0.74256,0.009,0.0,0.73356,False,False,none
849,48,Fay,glass tongs,roof_greenhouse_cistern,0.717932,0.002,0.0,0.715932,False,False,none
850,48,Nia,binding awl,archive_public_kiosk,0.688856,0.002,0.0,0.686856,False,False,none
851,48,Milo,wire crimper,dusk_signal_workshop,0.80553,0.009,0.0,0.79653,False,False,none
852,48,Ari,drawknife,river_mill_bridge,0.73356,0.002,0.0,0.73156,False,False,none
853,48,Fay,glass tongs,roof_greenhouse_cistern,0.715932,0.002,0.0,0.713932,False,False,none
854,48,Nia,binding awl,archive_public_kiosk,0.686856,0.009,0.0,0.677856,False,False,none
855,48,Milo,wire crimper,dusk_signal_workshop,0.79653,0.009,0.0,0.78753,False,False,none
856,48,Ari,drawknife,river_mill_bridge,0.73156,0.002,0.0,0.72956,False,False,none
857,48,Fay,glass tongs,roof_greenhouse_cistern,0.713932,0.009,0.0,0.704932,False,False,none
858,48,Nia,binding awl,archive_public_kiosk,0.677856,0.002,0.0,0.675856,False,False,none
859,48,Milo,wire crimper,dusk_signal_workshop,0.78753,0.002,0.0,0.78553,False,False,none
860,48,Ari,drawknife,river_mill_bridge,0.72956,0.009,0.0,0.72056,False,False,none
