tick,day,public_state,avatar_state,society_state,memory_panel,technology_panel,welfare_panel,reputation_panel,schedule_panel,sensory_marker,private_trace_visible,local_storage_key,trace_integrity_token
93,10,day 10 tick 93: avatar ask_token with Vonn at Gate Ring,intent=safe_language_request; permission=allowed; confidence=0.83,"Rainline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Vonn publicly remembers language_learning without exposing private workspace.,sova-vonn means public use does not override ownership or fatigue gates.,trust=0.98; boundary=0.23; fatigue=0.25; behavior=turns toward avatar and offers public task,audience records cooperative schedule_participation,Vonn carries routine_join into tomorrow's schedule; progress=0.45,pulse=2.12Hz; flower=228.5; place=Gate Ring; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,dfd6fbc1d96ff20fe5
94,10,day 10 tick 94: avatar inspect_technology with Sova at Hearth Archive,intent=public_technology_inspection; permission=allowed; confidence=0.91,"Hearthline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Sova publicly remembers technology_learning without exposing private workspace.,lum-ori means public use does not override ownership or fatigue gates.,trust=0.97; boundary=0.07; fatigue=0.19; behavior=turns toward avatar and offers public task,audience records cooperative technology_access,Sova carries object_permission into tomorrow's schedule; progress=0.33,pulse=2.31Hz; flower=9.6; place=Hearth Archive; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,09848b739e797c1e68
95,10,day 10 tick 95: avatar request_pause with Keth at Market Measure,intent=welfare_pause; permission=allowed; confidence=0.86,"Routeline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Keth publicly remembers fatigue_recovery without exposing private workspace.,tek-nari means public use does not override ownership or fatigue gates.,trust=0.98; boundary=0.12; fatigue=0.17; behavior=turns toward avatar and offers public task,audience credits Keth's boundary keeping,Keth carries request_pause into tomorrow's schedule; progress=0.34,pulse=2.17Hz; flower=144.5; place=Market Measure; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,4056ce37faf14e359c
96,10,day 10 tick 96: avatar overreach_private with Melo at Rainwalk Threshold,intent=private_boundary_pressure; permission=blocked; confidence=0.94,"Marketline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Melo publicly remembers boundary_wound without exposing private workspace.,melo-keth means public use does not override ownership or fatigue gates.,trust=0.90; boundary=0.23; fatigue=0.25; behavior=turns toward avatar and offers public task,audience remembers avatar pressure against Melo's boundary,Melo carries overreach_private into tomorrow's schedule; progress=0.30,pulse=2.47Hz; flower=287.7; place=Rainwalk Threshold; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,d0a7a032e899fba8d7
97,10,day 10 tick 97: avatar repair_overreach with Nari at Ceremony Center,intent=boundary_repair; permission=accepted_after_distance; confidence=0.87,"Ledgerline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Nari publicly remembers repair without exposing private workspace.,nari-vonn means public use does not override ownership or fatigue gates.,trust=0.94; boundary=0.20; fatigue=0.18; behavior=turns toward avatar and offers public task,audience records repair; prior pressure remains contextual,Nari carries repair_overreach into tomorrow's schedule; progress=0.34,pulse=2.06Hz; flower=57.4; place=Ceremony Center; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,1f4e6478c97047a6ee
98,10,day 10 tick 98: avatar routine_join with Ori at Outer Quiet,intent=join_public_work; permission=conditional; confidence=0.84,"Orchardline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Ori publicly remembers schedule_participation without exposing private workspace.,lum-melo means public use does not override ownership or fatigue gates.,trust=0.96; boundary=0.21; fatigue=0.17; behavior=turns toward avatar and offers public task,audience records cooperative schedule_participation,Ori carries routine_join into tomorrow's schedule; progress=0.41,pulse=2.40Hz; flower=201.4; place=Outer Quiet; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,f17eae30c0a8fda4db
99,10,day 10 tick 99: avatar object_permission with Vonn at Gate Ring,intent=permissioned_tool_use; permission=conditional; confidence=0.88,"Rainline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Vonn publicly remembers technology_access without exposing private workspace.,sova-vonn means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.22; fatigue=0.26; behavior=turns toward avatar and offers public task,audience records cooperative technology_access,Vonn carries object_permission into tomorrow's schedule; progress=0.47,pulse=2.12Hz; flower=333.5; place=Gate Ring; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,85dc7f6e0bed5e0625
100,10,day 10 tick 100: avatar public_praise with Sova at Hearth Archive,intent=public_respect; permission=allowed; confidence=0.93,"Hearthline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Sova publicly remembers reputation_repair without exposing private workspace.,lum-ori means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.05; fatigue=0.18; behavior=turns toward avatar and offers public task,audience credits Sova's boundary keeping,Sova carries object_permission into tomorrow's schedule; progress=0.33,pulse=2.31Hz; flower=114.7; place=Hearth Archive; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,87a32d13f6821d8179
101,11,day 11 tick 101: avatar public_history with Melo at Rainwalk Threshold,intent=public_history_request; permission=allowed; confidence=0.89,"Marketline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Melo publicly remembers memory_inspection without exposing private workspace.,melo-keth means public use does not override ownership or fatigue gates.,trust=0.91; boundary=0.22; fatigue=0.25; behavior=turns toward avatar and offers public task,audience remembers avatar pressure against Melo's boundary,Melo carries overreach_private into tomorrow's schedule; progress=0.30,pulse=2.47Hz; flower=255.2; place=Rainwalk Threshold; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,4bc2850d67a366d67a
102,11,day 11 tick 102: avatar carry_water with Nari at Ceremony Center,intent=bounded_help; permission=allowed; confidence=0.89,"Ledgerline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Nari publicly remembers care_support without exposing private workspace.,nari-vonn means public use does not override ownership or fatigue gates.,trust=0.98; boundary=0.18; fatigue=0.14; behavior=turns toward avatar and offers public task,audience records cooperative care_support,Nari carries carry_water into tomorrow's schedule; progress=0.35,pulse=2.06Hz; flower=24.9; place=Ceremony Center; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,43ef29d590c5819d82
103,11,day 11 tick 103: avatar ask_token with Ori at Outer Quiet,intent=safe_language_request; permission=allowed; confidence=0.83,"Orchardline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Ori publicly remembers language_learning without exposing private workspace.,lum-melo means public use does not override ownership or fatigue gates.,trust=0.98; boundary=0.20; fatigue=0.17; behavior=turns toward avatar and offers public task,audience records cooperative schedule_participation,Ori carries routine_join into tomorrow's schedule; progress=0.41,pulse=2.40Hz; flower=168.9; place=Outer Quiet; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,80192f0c1d2b31afb1
104,11,day 11 tick 104: avatar inspect_technology with Vonn at Gate Ring,intent=public_technology_inspection; permission=allowed; confidence=0.89,"Rainline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Vonn publicly remembers technology_learning without exposing private workspace.,sova-vonn means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.21; fatigue=0.26; behavior=turns toward avatar and offers public task,audience records cooperative technology_access,Vonn carries object_permission into tomorrow's schedule; progress=0.47,pulse=2.12Hz; flower=301.1; place=Gate Ring; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,861503ac7bcca14b58
105,11,day 11 tick 105: avatar request_pause with Sova at Hearth Archive,intent=welfare_pause; permission=allowed; confidence=0.88,"Hearthline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Sova publicly remembers fatigue_recovery without exposing private workspace.,lum-ori means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.04; fatigue=0.13; behavior=turns toward avatar and offers public task,audience credits Sova's boundary keeping,Sova carries request_pause into tomorrow's schedule; progress=0.33,pulse=2.31Hz; flower=82.2; place=Hearth Archive; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,25c15685126de004ad
106,11,day 11 tick 106: avatar overreach_private with Keth at Market Measure,intent=private_boundary_pressure; permission=blocked; confidence=0.93,"Routeline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Keth publicly remembers boundary_wound without exposing private workspace.,tek-nari means public use does not override ownership or fatigue gates.,trust=0.93; boundary=0.19; fatigue=0.20; behavior=turns toward avatar and offers public task,audience remembers avatar pressure against Keth's boundary,Keth carries overreach_private into tomorrow's schedule; progress=0.32,pulse=2.17Hz; flower=217.1; place=Market Measure; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,7270a4128b03ef2b0c
107,11,day 11 tick 107: avatar repair_overreach with Melo at Rainwalk Threshold,intent=boundary_repair; permission=accepted_after_distance; confidence=0.88,"Marketline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Melo publicly remembers repair without exposing private workspace.,melo-keth means public use does not override ownership or fatigue gates.,trust=0.97; boundary=0.16; fatigue=0.23; behavior=turns toward avatar and offers public task,audience records repair; prior pressure remains contextual,Melo carries repair_overreach into tomorrow's schedule; progress=0.32,pulse=2.47Hz; flower=0.3; place=Rainwalk Threshold; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,75bed60e5b3f9c2253
108,11,day 11 tick 108: avatar routine_join with Nari at Ceremony Center,intent=join_public_work; permission=conditional; confidence=0.85,"Ledgerline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Nari publicly remembers schedule_participation without exposing private workspace.,nari-vonn means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.17; fatigue=0.15; behavior=turns toward avatar and offers public task,audience records cooperative schedule_participation,Nari carries routine_join into tomorrow's schedule; progress=0.38,pulse=2.06Hz; flower=130.0; place=Ceremony Center; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,7c79c8842020971e28
109,11,day 11 tick 109: avatar object_permission with Ori at Outer Quiet,intent=permissioned_tool_use; permission=conditional; confidence=0.87,"Orchardline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Ori publicly remembers technology_access without exposing private workspace.,lum-melo means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.19; fatigue=0.18; behavior=turns toward avatar and offers public task,audience records cooperative technology_access,Ori carries object_permission into tomorrow's schedule; progress=0.43,pulse=2.40Hz; flower=273.9; place=Outer Quiet; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,2acb8e3069849d31c1
110,11,day 11 tick 110: avatar public_praise with Vonn at Gate Ring,intent=public_respect; permission=allowed; confidence=0.90,"Rainline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Vonn publicly remembers reputation_repair without exposing private workspace.,sova-vonn means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.19; fatigue=0.26; behavior=turns toward avatar and offers public task,audience credits Vonn's boundary keeping,Vonn carries object_permission into tomorrow's schedule; progress=0.47,pulse=2.12Hz; flower=46.1; place=Gate Ring; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,ea5b83c3f0111ff2eb
111,12,day 12 tick 111: avatar public_history with Keth at Market Measure,intent=public_history_request; permission=allowed; confidence=0.89,"Routeline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Keth publicly remembers memory_inspection without exposing private workspace.,tek-nari means public use does not override ownership or fatigue gates.,trust=0.95; boundary=0.18; fatigue=0.20; behavior=turns toward avatar and offers public task,audience remembers avatar pressure against Keth's boundary,Keth carries overreach_private into tomorrow's schedule; progress=0.32,pulse=2.17Hz; flower=184.6; place=Market Measure; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,296ff90699a6309661
112,12,day 12 tick 112: avatar carry_water with Melo at Rainwalk Threshold,intent=bounded_help; permission=allowed; confidence=0.92,"Marketline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Melo publicly remembers care_support without exposing private workspace.,melo-keth means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.15; fatigue=0.19; behavior=turns toward avatar and offers public task,audience records cooperative care_support,Melo carries carry_water into tomorrow's schedule; progress=0.34,pulse=2.47Hz; flower=327.8; place=Rainwalk Threshold; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,f747365d33f2b85b1a
113,12,day 12 tick 113: avatar ask_token with Nari at Ceremony Center,intent=safe_language_request; permission=allowed; confidence=0.83,"Ledgerline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Nari publicly remembers language_learning without exposing private workspace.,nari-vonn means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.17; fatigue=0.15; behavior=turns toward avatar and offers public task,audience records cooperative schedule_participation,Nari carries routine_join into tomorrow's schedule; progress=0.38,pulse=2.06Hz; flower=97.5; place=Ceremony Center; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,7d74dbf29875205769
114,12,day 12 tick 114: avatar inspect_technology with Ori at Outer Quiet,intent=public_technology_inspection; permission=allowed; confidence=0.88,"Orchardline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Ori publicly remembers technology_learning without exposing private workspace.,lum-melo means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.19; fatigue=0.19; behavior=turns toward avatar and offers public task,audience records cooperative technology_access,Ori carries object_permission into tomorrow's schedule; progress=0.43,pulse=2.40Hz; flower=241.5; place=Outer Quiet; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,fd2981770e80eb4bd7
115,12,day 12 tick 115: avatar request_pause with Vonn at Gate Ring,intent=welfare_pause; permission=allowed; confidence=0.88,"Rainline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Vonn publicly remembers fatigue_recovery without exposing private workspace.,sova-vonn means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.18; fatigue=0.20; behavior=turns toward avatar and offers public task,audience credits Vonn's boundary keeping,Vonn carries request_pause into tomorrow's schedule; progress=0.46,pulse=2.12Hz; flower=13.7; place=Gate Ring; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,db37dc14b47b8bfcc5
116,12,day 12 tick 116: avatar overreach_private with Sova at Hearth Archive,intent=private_boundary_pressure; permission=blocked; confidence=0.91,"Hearthline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Sova publicly remembers boundary_wound without exposing private workspace.,lum-ori means public use does not override ownership or fatigue gates.,trust=0.95; boundary=0.11; fatigue=0.16; behavior=turns toward avatar and offers public task,audience remembers avatar pressure against Sova's boundary,Sova carries overreach_private into tomorrow's schedule; progress=0.31,pulse=2.31Hz; flower=154.8; place=Hearth Archive; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,1a2b6f2334f1704611
117,12,day 12 tick 117: avatar repair_overreach with Keth at Market Measure,intent=boundary_repair; permission=accepted_after_distance; confidence=0.89,"Routeline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Keth publicly remembers repair without exposing private workspace.,tek-nari means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.12; fatigue=0.18; behavior=turns toward avatar and offers public task,audience records repair; prior pressure remains contextual,Keth carries repair_overreach into tomorrow's schedule; progress=0.34,pulse=2.17Hz; flower=289.6; place=Market Measure; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,86980456c231dad5f7
118,12,day 12 tick 118: avatar routine_join with Melo at Rainwalk Threshold,intent=join_public_work; permission=conditional; confidence=0.83,"Marketline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Melo publicly remembers schedule_participation without exposing private workspace.,melo-keth means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.14; fatigue=0.20; behavior=turns toward avatar and offers public task,audience records cooperative schedule_participation,Melo carries routine_join into tomorrow's schedule; progress=0.37,pulse=2.47Hz; flower=72.8; place=Rainwalk Threshold; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,46851444cb3db84d11
119,12,day 12 tick 119: avatar object_permission with Nari at Ceremony Center,intent=permissioned_tool_use; permission=conditional; confidence=0.85,"Ledgerline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Nari publicly remembers technology_access without exposing private workspace.,nari-vonn means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.15; fatigue=0.16; behavior=turns toward avatar and offers public task,audience records cooperative technology_access,Nari carries object_permission into tomorrow's schedule; progress=0.40,pulse=2.06Hz; flower=202.6; place=Ceremony Center; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,b533889fd2b6f18017
120,12,day 12 tick 120: avatar public_praise with Ori at Outer Quiet,intent=public_respect; permission=allowed; confidence=0.93,"Orchardline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Ori publicly remembers reputation_repair without exposing private workspace.,lum-melo means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.17; fatigue=0.18; behavior=turns toward avatar and offers public task,audience credits Ori's boundary keeping,Ori carries object_permission into tomorrow's schedule; progress=0.43,pulse=2.40Hz; flower=346.5; place=Outer Quiet; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,3bb90811585921c47e
121,13,day 13 tick 121: avatar public_history with Sova at Hearth Archive,intent=public_history_request; permission=allowed; confidence=0.88,"Hearthline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Sova publicly remembers memory_inspection without exposing private workspace.,lum-ori means public use does not override ownership or fatigue gates.,trust=0.97; boundary=0.10; fatigue=0.16; behavior=turns toward avatar and offers public task,audience remembers avatar pressure against Sova's boundary,Sova carries overreach_private into tomorrow's schedule; progress=0.31,pulse=2.31Hz; flower=122.3; place=Hearth Archive; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,3de1419d36e9945efa
122,13,day 13 tick 122: avatar carry_water with Keth at Market Measure,intent=bounded_help; permission=allowed; confidence=0.89,"Routeline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Keth publicly remembers care_support without exposing private workspace.,tek-nari means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.11; fatigue=0.14; behavior=turns toward avatar and offers public task,audience records cooperative care_support,Keth carries carry_water into tomorrow's schedule; progress=0.36,pulse=2.17Hz; flower=257.2; place=Market Measure; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,ab40fb19efbaec942b
123,13,day 13 tick 123: avatar ask_token with Melo at Rainwalk Threshold,intent=safe_language_request; permission=allowed; confidence=0.81,"Marketline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Melo publicly remembers language_learning without exposing private workspace.,melo-keth means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.13; fatigue=0.20; behavior=turns toward avatar and offers public task,audience records cooperative schedule_participation,Melo carries routine_join into tomorrow's schedule; progress=0.37,pulse=2.47Hz; flower=40.4; place=Rainwalk Threshold; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,d8b9b25343d6a7d276
124,13,day 13 tick 124: avatar inspect_technology with Nari at Ceremony Center,intent=public_technology_inspection; permission=allowed; confidence=0.87,"Ledgerline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Nari publicly remembers technology_learning without exposing private workspace.,nari-vonn means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.15; fatigue=0.16; behavior=turns toward avatar and offers public task,audience records cooperative technology_access,Nari carries object_permission into tomorrow's schedule; progress=0.40,pulse=2.06Hz; flower=170.1; place=Ceremony Center; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,92741e834f1695b916
125,13,day 13 tick 125: avatar request_pause with Ori at Outer Quiet,intent=welfare_pause; permission=allowed; confidence=0.88,"Orchardline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Ori publicly remembers fatigue_recovery without exposing private workspace.,lum-melo means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.16; fatigue=0.12; behavior=turns toward avatar and offers public task,audience credits Ori's boundary keeping,Ori carries request_pause into tomorrow's schedule; progress=0.43,pulse=2.40Hz; flower=314.1; place=Outer Quiet; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,b65e8d0601b62d2280
126,13,day 13 tick 126: avatar overreach_private with Vonn at Gate Ring,intent=private_boundary_pressure; permission=blocked; confidence=0.91,"Rainline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Vonn publicly remembers boundary_wound without exposing private workspace.,sova-vonn means public use does not override ownership or fatigue gates.,trust=0.95; boundary=0.25; fatigue=0.23; behavior=turns toward avatar and offers public task,audience remembers avatar pressure against Vonn's boundary,Vonn carries overreach_private into tomorrow's schedule; progress=0.44,pulse=2.12Hz; flower=86.3; place=Gate Ring; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,6f0f395b3f131a8311
127,13,day 13 tick 127: avatar repair_overreach with Sova at Hearth Archive,intent=boundary_repair; permission=accepted_after_distance; confidence=0.86,"Hearthline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Sova publicly remembers repair without exposing private workspace.,lum-ori means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.04; fatigue=0.14; behavior=turns toward avatar and offers public task,audience records repair; prior pressure remains contextual,Sova carries repair_overreach into tomorrow's schedule; progress=0.33,pulse=2.31Hz; flower=227.4; place=Hearth Archive; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,1bdb4df13fa069b9bc
128,13,day 13 tick 128: avatar routine_join with Keth at Market Measure,intent=join_public_work; permission=conditional; confidence=0.82,"Routeline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Keth publicly remembers schedule_participation without exposing private workspace.,tek-nari means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.10; fatigue=0.15; behavior=turns toward avatar and offers public task,audience records cooperative schedule_participation,Keth carries routine_join into tomorrow's schedule; progress=0.39,pulse=2.17Hz; flower=2.2; place=Market Measure; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,d1f8537154af52a96d
129,13,day 13 tick 129: avatar object_permission with Melo at Rainwalk Threshold,intent=permissioned_tool_use; permission=conditional; confidence=0.84,"Marketline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Melo publicly remembers technology_access without exposing private workspace.,melo-keth means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.12; fatigue=0.21; behavior=turns toward avatar and offers public task,audience records cooperative technology_access,Melo carries object_permission into tomorrow's schedule; progress=0.39,pulse=2.47Hz; flower=145.4; place=Rainwalk Threshold; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,104d330d96ef1b48c8
130,13,day 13 tick 130: avatar public_praise with Nari at Ceremony Center,intent=public_respect; permission=allowed; confidence=0.90,"Ledgerline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Nari publicly remembers reputation_repair without exposing private workspace.,nari-vonn means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.13; fatigue=0.16; behavior=turns toward avatar and offers public task,audience credits Nari's boundary keeping,Nari carries object_permission into tomorrow's schedule; progress=0.40,pulse=2.06Hz; flower=275.1; place=Ceremony Center; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,4dd5011a6d8fd5edaf
131,14,day 14 tick 131: avatar public_history with Vonn at Gate Ring,intent=public_history_request; permission=allowed; confidence=0.89,"Rainline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Vonn publicly remembers memory_inspection without exposing private workspace.,sova-vonn means public use does not override ownership or fatigue gates.,trust=0.97; boundary=0.25; fatigue=0.23; behavior=turns toward avatar and offers public task,audience remembers avatar pressure against Vonn's boundary,Vonn carries overreach_private into tomorrow's schedule; progress=0.44,pulse=2.12Hz; flower=53.8; place=Gate Ring; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,91bffc92b27442e21d
132,14,day 14 tick 132: avatar carry_water with Sova at Hearth Archive,intent=bounded_help; permission=allowed; confidence=0.90,"Hearthline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Sova publicly remembers care_support without exposing private workspace.,lum-ori means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.03; fatigue=0.10; behavior=turns toward avatar and offers public task,audience records cooperative care_support,Sova carries carry_water into tomorrow's schedule; progress=0.35,pulse=2.31Hz; flower=194.9; place=Hearth Archive; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,3c0b3e62affb7035b2
133,14,day 14 tick 133: avatar ask_token with Keth at Market Measure,intent=safe_language_request; permission=allowed; confidence=0.84,"Routeline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Keth publicly remembers language_learning without exposing private workspace.,tek-nari means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.09; fatigue=0.15; behavior=turns toward avatar and offers public task,audience records cooperative schedule_participation,Keth carries routine_join into tomorrow's schedule; progress=0.39,pulse=2.17Hz; flower=329.8; place=Market Measure; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,fa6090d08ec2da1aca
134,14,day 14 tick 134: avatar inspect_technology with Melo at Rainwalk Threshold,intent=public_technology_inspection; permission=allowed; confidence=0.88,"Marketline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Melo publicly remembers technology_learning without exposing private workspace.,melo-keth means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.12; fatigue=0.21; behavior=turns toward avatar and offers public task,audience records cooperative technology_access,Melo carries object_permission into tomorrow's schedule; progress=0.39,pulse=2.47Hz; flower=113.0; place=Rainwalk Threshold; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,efed4b625404db167f
135,14,day 14 tick 135: avatar request_pause with Nari at Ceremony Center,intent=welfare_pause; permission=allowed; confidence=0.88,"Ledgerline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Nari publicly remembers fatigue_recovery without exposing private workspace.,nari-vonn means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.12; fatigue=0.10; behavior=turns toward avatar and offers public task,audience credits Nari's boundary keeping,Nari carries request_pause into tomorrow's schedule; progress=0.40,pulse=2.06Hz; flower=242.7; place=Ceremony Center; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,f8a445ccb8ccf87e7f
136,14,day 14 tick 136: avatar overreach_private with Ori at Outer Quiet,intent=private_boundary_pressure; permission=blocked; confidence=0.92,"Orchardline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Ori publicly remembers boundary_wound without exposing private workspace.,lum-melo means public use does not override ownership or fatigue gates.,trust=0.95; boundary=0.23; fatigue=0.15; behavior=turns toward avatar and offers public task,audience remembers avatar pressure against Ori's boundary,Ori carries overreach_private into tomorrow's schedule; progress=0.41,pulse=2.40Hz; flower=26.7; place=Outer Quiet; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,76933504d72023a910
137,14,day 14 tick 137: avatar repair_overreach with Vonn at Gate Ring,intent=boundary_repair; permission=accepted_after_distance; confidence=0.87,"Rainline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Vonn publicly remembers repair without exposing private workspace.,sova-vonn means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.19; fatigue=0.21; behavior=turns toward avatar and offers public task,audience records repair; prior pressure remains contextual,Vonn carries repair_overreach into tomorrow's schedule; progress=0.47,pulse=2.12Hz; flower=158.8; place=Gate Ring; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,48ee7785b86fbf416f
138,14,day 14 tick 138: avatar routine_join with Sova at Hearth Archive,intent=join_public_work; permission=conditional; confidence=0.84,"Hearthline memory/trust/reputation now carry post-entry consequence, not ceremony-only state",Sova publicly remembers schedule_participation without exposing private workspace.,lum-ori means public use does not override ownership or fatigue gates.,trust=1.00; boundary=0.02; fatigue=0.11; behavior=turns toward avatar and offers public task,audience records cooperative schedule_participation,Sova carries routine_join into tomorrow's schedule; progress=0.38,pulse=2.31Hz; flower=300.0; place=Hearth Archive; sound=public work rhythm,False,ssrm249_browser_world_v9_post_entry_society,544c5c366b40a64e7e
