tick_id,day,route_id,agent,control_id,button_label,click_kind,animation_state_before,animation_state_after,localstorage_key,localstorage_written,dom_event_handler,visible_state_badge,private_workspace_hidden
571,48,roofward_archive,Fay,anim-roofward_archive-idle,hold,none,paused,paused,ssrm.v34.route.roofward_archive,False,noop,Fay: paused,True
572,48,archive_signal,Nia,anim-archive_signal-idle,hold,none,paused,paused,ssrm.v34.route.archive_signal,False,noop,Nia: paused,True
573,48,signal_orchard,Milo,anim-signal_orchard-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'paused')",Milo: paused,True
574,48,orchard_riverbend,Ivo,anim-orchard_riverbend-idle,hold,none,playing,playing,ssrm.v34.route.orchard_riverbend,False,noop,Ivo: playing,True
575,48,central_repair_ring,Juno,anim-central_repair_ring-step,Step one frame,animation_step,stepped,stepped,ssrm.v34.route.central_repair_ring,True,"clickAnimation(routeId, 'stepped')",Juno: stepped,True
576,49,riverbend_roofward,Fay,anim-riverbend_roofward-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'playing')",Fay: playing,True
577,49,roofward_archive,Nia,anim-roofward_archive-idle,hold,none,paused,paused,ssrm.v34.route.roofward_archive,False,noop,Nia: paused,True
578,49,archive_signal,Milo,anim-archive_signal-idle,hold,none,paused,paused,ssrm.v34.route.archive_signal,False,noop,Milo: paused,True
579,49,signal_orchard,Ivo,anim-signal_orchard-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'paused')",Ivo: paused,True
580,49,orchard_riverbend,Ari,anim-orchard_riverbend-step,Step one frame,animation_step,playing,stepped,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'stepped')",Ari: stepped,True
581,49,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
582,49,riverbend_roofward,Fay,anim-riverbend_roofward-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'playing')",Fay: playing,True
583,49,roofward_archive,Nia,anim-roofward_archive-idle,hold,none,paused,paused,ssrm.v34.route.roofward_archive,False,noop,Nia: paused,True
584,49,archive_signal,Milo,anim-archive_signal-idle,hold,none,paused,paused,ssrm.v34.route.archive_signal,False,noop,Milo: paused,True
585,49,signal_orchard,Ivo,anim-signal_orchard-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'paused')",Ivo: paused,True
586,49,orchard_riverbend,Ari,anim-orchard_riverbend-step,Step one frame,animation_step,stepped,stepped,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'stepped')",Ari: stepped,True
587,49,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
588,50,riverbend_roofward,Ari,anim-riverbend_roofward-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'playing')",Ari: playing,True
589,50,roofward_archive,Fay,anim-roofward_archive-idle,hold,none,paused,paused,ssrm.v34.route.roofward_archive,False,noop,Fay: paused,True
590,50,archive_signal,Nia,anim-archive_signal-idle,hold,none,paused,paused,ssrm.v34.route.archive_signal,False,noop,Nia: paused,True
591,50,signal_orchard,Milo,anim-signal_orchard-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'paused')",Milo: paused,True
592,50,orchard_riverbend,Ivo,anim-orchard_riverbend-idle,hold,none,stepped,stepped,ssrm.v34.route.orchard_riverbend,False,noop,Ivo: stepped,True
593,50,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
594,50,riverbend_roofward,Ari,anim-riverbend_roofward-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'playing')",Ari: playing,True
595,50,roofward_archive,Fay,anim-roofward_archive-idle,hold,none,paused,paused,ssrm.v34.route.roofward_archive,False,noop,Fay: paused,True
596,50,archive_signal,Nia,anim-archive_signal-idle,hold,none,paused,paused,ssrm.v34.route.archive_signal,False,noop,Nia: paused,True
597,50,signal_orchard,Milo,anim-signal_orchard-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'paused')",Milo: paused,True
598,50,orchard_riverbend,Ivo,anim-orchard_riverbend-idle,hold,none,stepped,stepped,ssrm.v34.route.orchard_riverbend,False,noop,Ivo: stepped,True
599,50,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
600,51,riverbend_roofward,Fay,anim-riverbend_roofward-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'playing')",Fay: playing,True
601,51,roofward_archive,Nia,anim-roofward_archive-idle,hold,none,paused,paused,ssrm.v34.route.roofward_archive,False,noop,Nia: paused,True
602,51,archive_signal,Milo,anim-archive_signal-step,Step one frame,animation_step,paused,stepped,ssrm.v34.route.archive_signal,True,"clickAnimation(routeId, 'stepped')",Milo: stepped,True
603,51,signal_orchard,Ivo,anim-signal_orchard-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'paused')",Ivo: paused,True
604,51,orchard_riverbend,Ari,anim-orchard_riverbend-idle,hold,none,stepped,stepped,ssrm.v34.route.orchard_riverbend,False,noop,Ari: stepped,True
605,51,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
606,51,riverbend_roofward,Fay,anim-riverbend_roofward-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'playing')",Fay: playing,True
607,51,roofward_archive,Nia,anim-roofward_archive-idle,hold,none,paused,paused,ssrm.v34.route.roofward_archive,False,noop,Nia: paused,True
608,51,archive_signal,Milo,anim-archive_signal-step,Step one frame,animation_step,stepped,stepped,ssrm.v34.route.archive_signal,True,"clickAnimation(routeId, 'stepped')",Milo: stepped,True
609,51,signal_orchard,Ivo,anim-signal_orchard-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'paused')",Ivo: paused,True
610,51,orchard_riverbend,Ari,anim-orchard_riverbend-idle,hold,none,stepped,stepped,ssrm.v34.route.orchard_riverbend,False,noop,Ari: stepped,True
611,51,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
612,52,riverbend_roofward,Ari,anim-riverbend_roofward-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'playing')",Ari: playing,True
613,52,roofward_archive,Fay,anim-roofward_archive-step,Step one frame,animation_step,paused,stepped,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'stepped')",Fay: stepped,True
614,52,archive_signal,Nia,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Nia: stepped,True
615,52,signal_orchard,Milo,anim-signal_orchard-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'paused')",Milo: paused,True
616,52,orchard_riverbend,Ivo,anim-orchard_riverbend-idle,hold,none,stepped,stepped,ssrm.v34.route.orchard_riverbend,False,noop,Ivo: stepped,True
617,52,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
618,52,riverbend_roofward,Ari,anim-riverbend_roofward-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'playing')",Ari: playing,True
619,52,roofward_archive,Fay,anim-roofward_archive-step,Step one frame,animation_step,stepped,stepped,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'stepped')",Fay: stepped,True
620,52,archive_signal,Nia,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Nia: stepped,True
621,52,signal_orchard,Milo,anim-signal_orchard-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'paused')",Milo: paused,True
622,52,orchard_riverbend,Ivo,anim-orchard_riverbend-idle,hold,none,stepped,stepped,ssrm.v34.route.orchard_riverbend,False,noop,Ivo: stepped,True
623,52,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
624,53,riverbend_roofward,Fay,anim-riverbend_roofward-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'playing')",Fay: playing,True
625,53,roofward_archive,Nia,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Nia: stepped,True
626,53,archive_signal,Milo,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Milo: stepped,True
627,53,signal_orchard,Ivo,anim-signal_orchard-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'paused')",Ivo: paused,True
628,53,orchard_riverbend,Ari,anim-orchard_riverbend-idle,hold,none,stepped,stepped,ssrm.v34.route.orchard_riverbend,False,noop,Ari: stepped,True
629,53,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
630,53,riverbend_roofward,Fay,anim-riverbend_roofward-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'playing')",Fay: playing,True
631,53,roofward_archive,Nia,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Nia: stepped,True
632,53,archive_signal,Milo,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Milo: stepped,True
633,53,signal_orchard,Ivo,anim-signal_orchard-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'paused')",Ivo: paused,True
634,53,orchard_riverbend,Ari,anim-orchard_riverbend-idle,hold,none,stepped,stepped,ssrm.v34.route.orchard_riverbend,False,noop,Ari: stepped,True
635,53,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
636,54,riverbend_roofward,Ari,anim-riverbend_roofward-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'playing')",Ari: playing,True
637,54,roofward_archive,Fay,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Fay: stepped,True
638,54,archive_signal,Nia,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Nia: stepped,True
639,54,signal_orchard,Milo,anim-signal_orchard-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'paused')",Milo: paused,True
640,54,orchard_riverbend,Ivo,anim-orchard_riverbend-idle,hold,none,stepped,stepped,ssrm.v34.route.orchard_riverbend,False,noop,Ivo: stepped,True
641,54,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
642,54,riverbend_roofward,Ari,anim-riverbend_roofward-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'playing')",Ari: playing,True
643,54,roofward_archive,Fay,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Fay: stepped,True
644,54,archive_signal,Nia,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Nia: stepped,True
645,54,signal_orchard,Milo,anim-signal_orchard-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'paused')",Milo: paused,True
646,54,orchard_riverbend,Ivo,anim-orchard_riverbend-idle,hold,none,stepped,stepped,ssrm.v34.route.orchard_riverbend,False,noop,Ivo: stepped,True
647,54,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
648,55,riverbend_roofward,Fay,anim-riverbend_roofward-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'playing')",Fay: playing,True
649,55,roofward_archive,Nia,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Nia: stepped,True
650,55,archive_signal,Milo,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Milo: stepped,True
651,55,signal_orchard,Ivo,anim-signal_orchard-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'paused')",Ivo: paused,True
652,55,orchard_riverbend,Ari,anim-orchard_riverbend-idle,hold,none,stepped,stepped,ssrm.v34.route.orchard_riverbend,False,noop,Ari: stepped,True
653,55,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
654,55,riverbend_roofward,Fay,anim-riverbend_roofward-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'playing')",Fay: playing,True
655,55,roofward_archive,Nia,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Nia: stepped,True
656,55,archive_signal,Milo,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Milo: stepped,True
657,55,signal_orchard,Ivo,anim-signal_orchard-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'paused')",Ivo: paused,True
658,55,orchard_riverbend,Ari,anim-orchard_riverbend-idle,hold,none,stepped,stepped,ssrm.v34.route.orchard_riverbend,False,noop,Ari: stepped,True
659,55,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
660,56,roofward_archive,Nia,anim-roofward_archive-play,Play body animation,animation_play,stepped,playing,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'playing')",Nia: playing,True
661,56,archive_signal,Milo,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Milo: stepped,True
662,56,signal_orchard,Ivo,anim-signal_orchard-idle,hold,none,paused,paused,ssrm.v34.route.signal_orchard,False,noop,Ivo: paused,True
663,56,orchard_riverbend,Ari,anim-orchard_riverbend-pause,Pause body animation,animation_pause,stepped,paused,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'paused')",Ari: paused,True
664,56,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
665,56,riverbend_roofward,Fay,anim-riverbend_roofward-idle,hold,none,playing,playing,ssrm.v34.route.riverbend_roofward,False,noop,Fay: playing,True
666,56,roofward_archive,Nia,anim-roofward_archive-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'playing')",Nia: playing,True
667,56,archive_signal,Milo,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Milo: stepped,True
668,56,signal_orchard,Ivo,anim-signal_orchard-idle,hold,none,paused,paused,ssrm.v34.route.signal_orchard,False,noop,Ivo: paused,True
669,56,orchard_riverbend,Ari,anim-orchard_riverbend-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'paused')",Ari: paused,True
670,56,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
671,56,riverbend_roofward,Fay,anim-riverbend_roofward-idle,hold,none,playing,playing,ssrm.v34.route.riverbend_roofward,False,noop,Fay: playing,True
672,57,roofward_archive,Fay,anim-roofward_archive-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'playing')",Fay: playing,True
673,57,archive_signal,Nia,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Nia: stepped,True
674,57,signal_orchard,Milo,anim-signal_orchard-idle,hold,none,paused,paused,ssrm.v34.route.signal_orchard,False,noop,Milo: paused,True
675,57,orchard_riverbend,Ivo,anim-orchard_riverbend-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'paused')",Ivo: paused,True
676,57,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
677,57,riverbend_roofward,Ari,anim-riverbend_roofward-idle,hold,none,playing,playing,ssrm.v34.route.riverbend_roofward,False,noop,Ari: playing,True
678,57,roofward_archive,Fay,anim-roofward_archive-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'playing')",Fay: playing,True
679,57,archive_signal,Nia,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Nia: stepped,True
680,57,signal_orchard,Milo,anim-signal_orchard-idle,hold,none,paused,paused,ssrm.v34.route.signal_orchard,False,noop,Milo: paused,True
681,57,orchard_riverbend,Ivo,anim-orchard_riverbend-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'paused')",Ivo: paused,True
682,57,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
683,57,riverbend_roofward,Ari,anim-riverbend_roofward-idle,hold,none,playing,playing,ssrm.v34.route.riverbend_roofward,False,noop,Ari: playing,True
684,58,roofward_archive,Nia,anim-roofward_archive-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'playing')",Nia: playing,True
685,58,archive_signal,Milo,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Milo: stepped,True
686,58,signal_orchard,Ivo,anim-signal_orchard-idle,hold,none,paused,paused,ssrm.v34.route.signal_orchard,False,noop,Ivo: paused,True
687,58,orchard_riverbend,Ari,anim-orchard_riverbend-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'paused')",Ari: paused,True
688,58,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
689,58,riverbend_roofward,Fay,anim-riverbend_roofward-idle,hold,none,playing,playing,ssrm.v34.route.riverbend_roofward,False,noop,Fay: playing,True
690,58,roofward_archive,Nia,anim-roofward_archive-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'playing')",Nia: playing,True
691,58,archive_signal,Milo,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Milo: stepped,True
692,58,signal_orchard,Ivo,anim-signal_orchard-idle,hold,none,paused,paused,ssrm.v34.route.signal_orchard,False,noop,Ivo: paused,True
693,58,orchard_riverbend,Ari,anim-orchard_riverbend-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'paused')",Ari: paused,True
694,58,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
695,58,riverbend_roofward,Fay,anim-riverbend_roofward-idle,hold,none,playing,playing,ssrm.v34.route.riverbend_roofward,False,noop,Fay: playing,True
696,59,roofward_archive,Fay,anim-roofward_archive-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'playing')",Fay: playing,True
697,59,archive_signal,Nia,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Nia: stepped,True
698,59,signal_orchard,Milo,anim-signal_orchard-idle,hold,none,paused,paused,ssrm.v34.route.signal_orchard,False,noop,Milo: paused,True
699,59,orchard_riverbend,Ivo,anim-orchard_riverbend-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'paused')",Ivo: paused,True
700,59,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
701,59,riverbend_roofward,Ari,anim-riverbend_roofward-idle,hold,none,playing,playing,ssrm.v34.route.riverbend_roofward,False,noop,Ari: playing,True
702,59,roofward_archive,Fay,anim-roofward_archive-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'playing')",Fay: playing,True
703,59,archive_signal,Nia,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Nia: stepped,True
704,59,signal_orchard,Milo,anim-signal_orchard-idle,hold,none,paused,paused,ssrm.v34.route.signal_orchard,False,noop,Milo: paused,True
705,59,orchard_riverbend,Ivo,anim-orchard_riverbend-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'paused')",Ivo: paused,True
706,59,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
707,59,riverbend_roofward,Ari,anim-riverbend_roofward-idle,hold,none,playing,playing,ssrm.v34.route.riverbend_roofward,False,noop,Ari: playing,True
708,60,roofward_archive,Nia,anim-roofward_archive-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'playing')",Nia: playing,True
709,60,archive_signal,Milo,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Milo: stepped,True
710,60,signal_orchard,Ivo,anim-signal_orchard-idle,hold,none,paused,paused,ssrm.v34.route.signal_orchard,False,noop,Ivo: paused,True
711,60,orchard_riverbend,Ari,anim-orchard_riverbend-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'paused')",Ari: paused,True
712,60,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
713,60,riverbend_roofward,Fay,anim-riverbend_roofward-idle,hold,none,playing,playing,ssrm.v34.route.riverbend_roofward,False,noop,Fay: playing,True
714,60,roofward_archive,Nia,anim-roofward_archive-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'playing')",Nia: playing,True
715,60,archive_signal,Milo,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Milo: stepped,True
716,60,signal_orchard,Ivo,anim-signal_orchard-idle,hold,none,paused,paused,ssrm.v34.route.signal_orchard,False,noop,Ivo: paused,True
717,60,orchard_riverbend,Ari,anim-orchard_riverbend-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'paused')",Ari: paused,True
718,60,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
719,60,riverbend_roofward,Fay,anim-riverbend_roofward-idle,hold,none,playing,playing,ssrm.v34.route.riverbend_roofward,False,noop,Fay: playing,True
720,61,roofward_archive,Fay,anim-roofward_archive-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'playing')",Fay: playing,True
721,61,archive_signal,Nia,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Nia: stepped,True
722,61,signal_orchard,Milo,anim-signal_orchard-idle,hold,none,paused,paused,ssrm.v34.route.signal_orchard,False,noop,Milo: paused,True
723,61,orchard_riverbend,Ivo,anim-orchard_riverbend-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'paused')",Ivo: paused,True
724,61,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
725,61,riverbend_roofward,Ari,anim-riverbend_roofward-idle,hold,none,playing,playing,ssrm.v34.route.riverbend_roofward,False,noop,Ari: playing,True
726,61,roofward_archive,Fay,anim-roofward_archive-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'playing')",Fay: playing,True
727,61,archive_signal,Nia,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Nia: stepped,True
728,61,signal_orchard,Milo,anim-signal_orchard-idle,hold,none,paused,paused,ssrm.v34.route.signal_orchard,False,noop,Milo: paused,True
729,61,orchard_riverbend,Ivo,anim-orchard_riverbend-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'paused')",Ivo: paused,True
730,61,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
731,61,riverbend_roofward,Ari,anim-riverbend_roofward-idle,hold,none,playing,playing,ssrm.v34.route.riverbend_roofward,False,noop,Ari: playing,True
732,62,roofward_archive,Nia,anim-roofward_archive-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'playing')",Nia: playing,True
733,62,archive_signal,Milo,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Milo: stepped,True
734,62,signal_orchard,Ivo,anim-signal_orchard-idle,hold,none,paused,paused,ssrm.v34.route.signal_orchard,False,noop,Ivo: paused,True
735,62,orchard_riverbend,Ari,anim-orchard_riverbend-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'paused')",Ari: paused,True
736,62,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
737,62,riverbend_roofward,Fay,anim-riverbend_roofward-idle,hold,none,playing,playing,ssrm.v34.route.riverbend_roofward,False,noop,Fay: playing,True
738,62,roofward_archive,Nia,anim-roofward_archive-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'playing')",Nia: playing,True
739,62,archive_signal,Milo,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Milo: stepped,True
740,62,signal_orchard,Ivo,anim-signal_orchard-idle,hold,none,paused,paused,ssrm.v34.route.signal_orchard,False,noop,Ivo: paused,True
