tick_id,day,agent,project_id,public_memory_key,remembered_delegate,remembered_debt,remembered_conflict,remembered_outcome,private_workspace_sealed,replay_pointer
280,15,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day15,Milo->Nia:signal_code,Nia->Milo:glass:0.32,glass:flood_bridge_market_route,not_ready,True,replay:280:dusk_signal_court
281,15,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day15,Fay->Ari:fit_glass,Ari->Fay:glass:1.11,glass:none,not_ready,True,replay:281:greenhouse_heat_loop
282,15,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day15,Ari->Fay:seal_joints,Fay->Milo:rope:0.76,rope:flood_bridge_market_route,not_ready,True,replay:282:flood_bridge_market_route
283,15,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day15,Nia->Nia:sort_index,Nia->Fay:paper:0.89,paper:archive_public_kiosk,not_ready,True,replay:283:archive_public_kiosk
284,15,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day15,Milo->Nia:signal_code,Nia->Milo:glass:0.12,glass:none,not_ready,True,replay:284:dusk_signal_court
285,15,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day15,Fay->Ari:fit_glass,Ari->Nia:glass:0.84,glass:greenhouse_heat_loop,not_ready,True,replay:285:greenhouse_heat_loop
286,15,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day15,Ari->Fay:seal_joints,Fay->Ari:rope:0.03,rope:none,not_ready,True,replay:286:flood_bridge_market_route
287,15,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day15,Nia->Nia:sort_index,Nia->Fay:paper:1.03,paper:archive_public_kiosk,not_ready,True,replay:287:archive_public_kiosk
288,15,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day15,Milo->Nia:signal_code,Nia->Milo:glass:0.29,glass:flood_bridge_market_route,not_ready,True,replay:288:dusk_signal_court
289,15,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day15,Fay->Ari:fit_glass,Ari->Nia:glass:0.95,glass:greenhouse_heat_loop,not_ready,True,replay:289:greenhouse_heat_loop
290,15,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day15,Ari->Fay:seal_joints,Fay->Milo:rope:0.76,rope:flood_bridge_market_route,not_ready,True,replay:290:flood_bridge_market_route
291,15,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day15,Nia->Nia:sort_index,Ari->Nia:paper:0.33,paper:none,not_ready,True,replay:291:archive_public_kiosk
292,15,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day15,Milo->Nia:signal_code,Nia->Milo:glass:0.40,glass:flood_bridge_market_route,not_ready,True,replay:292:dusk_signal_court
293,15,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day15,Fay->Ari:fit_glass,Ari->Fay:glass:1.17,glass:none,not_ready,True,replay:293:greenhouse_heat_loop
294,15,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day15,Ari->Fay:seal_joints,Fay->Milo:rope:0.93,rope:flood_bridge_market_route,not_ready,True,replay:294:flood_bridge_market_route
295,15,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day15,Nia->Nia:sort_index,Nia->Fay:paper:0.96,paper:archive_public_kiosk,not_ready,True,replay:295:archive_public_kiosk
296,15,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day15,Milo->Nia:signal_code,Nia->Milo:glass:0.40,glass:none,not_ready,True,replay:296:dusk_signal_court
297,15,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day15,Fay->Ari:fit_glass,Ari->Nia:glass:1.12,glass:greenhouse_heat_loop,not_ready,True,replay:297:greenhouse_heat_loop
298,15,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day15,Ari->Fay:seal_joints,Fay->Ari:rope:0.03,rope:none,not_ready,True,replay:298:flood_bridge_market_route
299,15,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day15,Nia->Nia:sort_index,Nia->Fay:paper:1.10,paper:archive_public_kiosk,not_ready,True,replay:299:archive_public_kiosk
300,16,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day16,Milo->Fay:comfort_corner,Milo->Fay:rope:0.28,rope:dusk_signal_court,not_ready,True,replay:300:dusk_signal_court
301,16,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day16,Fay->Milo:coil_pipe,Milo->Fay:copper:0.14,copper:none,not_ready,True,replay:301:greenhouse_heat_loop
302,16,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day16,Ari->Milo:lamp_markers,Milo->Nia:oil:0.22,oil:flood_bridge_market_route,not_ready,True,replay:302:flood_bridge_market_route
303,16,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day16,Nia->Ari:build_frame,Ari->Nia:ink:0.17,ink:none,not_ready,True,replay:303:archive_public_kiosk
304,16,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day16,Milo->Fay:comfort_corner,Fay->Milo:rope:0.99,rope:none,not_ready,True,replay:304:dusk_signal_court
305,16,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day16,Fay->Milo:coil_pipe,Milo->Fay:copper:0.14,copper:none,not_ready,True,replay:305:greenhouse_heat_loop
306,16,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day16,Ari->Milo:lamp_markers,Milo->Ari:oil:0.22,oil:none,not_ready,True,replay:306:flood_bridge_market_route
307,16,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day16,Nia->Ari:build_frame,Ari->Milo:ink:0.34,ink:archive_public_kiosk,not_ready,True,replay:307:archive_public_kiosk
308,16,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day16,Milo->Fay:comfort_corner,Fay->Milo:rope:1.05,rope:none,not_ready,True,replay:308:dusk_signal_court
309,16,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day16,Fay->Milo:coil_pipe,Milo->Ari:copper:0.28,copper:greenhouse_heat_loop,not_ready,True,replay:309:greenhouse_heat_loop
310,16,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day16,Ari->Milo:lamp_markers,Milo->Ari:oil:0.22,oil:none,not_ready,True,replay:310:flood_bridge_market_route
311,16,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day16,Nia->Ari:build_frame,Ari->Nia:ink:0.17,ink:none,not_ready,True,replay:311:archive_public_kiosk
312,16,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day16,Milo->Fay:comfort_corner,Milo->Fay:rope:0.42,rope:dusk_signal_court,not_ready,True,replay:312:dusk_signal_court
313,16,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day16,Fay->Milo:coil_pipe,Milo->Fay:copper:0.14,copper:none,not_ready,True,replay:313:greenhouse_heat_loop
314,16,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day16,Ari->Milo:lamp_markers,Milo->Ari:oil:0.33,oil:archive_public_kiosk,not_ready,True,replay:314:flood_bridge_market_route
315,16,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day16,Nia->Ari:build_frame,Ari->Nia:ink:0.17,ink:none,not_ready,True,replay:315:archive_public_kiosk
316,16,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day16,Milo->Fay:comfort_corner,Fay->Milo:rope:0.91,rope:none,not_ready,True,replay:316:dusk_signal_court
317,16,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day16,Fay->Milo:coil_pipe,Milo->Fay:copper:0.14,copper:none,not_ready,True,replay:317:greenhouse_heat_loop
318,16,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day16,Ari->Milo:lamp_markers,Milo->Ari:oil:0.33,oil:none,not_ready,True,replay:318:flood_bridge_market_route
319,16,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day16,Nia->Ari:build_frame,Ari->Milo:ink:0.34,ink:archive_public_kiosk,not_ready,True,replay:319:archive_public_kiosk
320,17,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day17,Milo->Ari:stake_posts,Ari->Milo:oil:0.17,oil:flood_bridge_market_route,not_ready,True,replay:320:dusk_signal_court
321,17,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day17,Fay->Fay:plant_bed,Fay->Nia:water:0.56,water:greenhouse_heat_loop,not_ready,True,replay:321:greenhouse_heat_loop
322,17,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day17,Ari->Nia:survey_piers,Nia->Milo:planks:0.23,planks:flood_bridge_market_route,not_ready,True,replay:322:flood_bridge_market_route
323,17,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day17,Nia->Fay:weather_copy,Fay->Nia:thread:0.37,thread:none,not_ready,True,replay:323:archive_public_kiosk
324,17,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day17,Milo->Ari:stake_posts,Fay->Ari:oil:0.28,oil:dusk_signal_court,not_ready,True,replay:324:dusk_signal_court
325,17,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day17,Fay->Fay:plant_bed,Milo->Fay:water:0.00,water:none,not_ready,True,replay:325:greenhouse_heat_loop
326,17,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day17,Ari->Nia:survey_piers,Nia->Milo:planks:0.40,planks:flood_bridge_market_route,not_ready,True,replay:326:flood_bridge_market_route
327,17,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day17,Nia->Fay:weather_copy,Milo->Fay:thread:0.36,thread:archive_public_kiosk,not_ready,True,replay:327:archive_public_kiosk
328,17,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day17,Milo->Ari:stake_posts,Ari->Milo:oil:0.17,oil:none,not_ready,True,replay:328:dusk_signal_court
329,17,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day17,Fay->Fay:plant_bed,Fay->Nia:water:0.73,water:greenhouse_heat_loop,practice_run,True,replay:329:greenhouse_heat_loop
330,17,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day17,Ari->Nia:survey_piers,Nia->Ari:planks:0.31,planks:none,not_ready,True,replay:330:flood_bridge_market_route
331,17,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day17,Nia->Fay:weather_copy,Milo->Fay:thread:0.50,thread:archive_public_kiosk,not_ready,True,replay:331:archive_public_kiosk
332,17,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day17,Milo->Ari:stake_posts,Ari->Milo:oil:0.34,oil:flood_bridge_market_route,not_ready,True,replay:332:dusk_signal_court
333,17,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day17,Fay->Fay:plant_bed,Fay->Nia:water:0.84,water:greenhouse_heat_loop,practice_run,True,replay:333:greenhouse_heat_loop
334,17,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day17,Ari->Nia:survey_piers,Nia->Milo:planks:0.54,planks:flood_bridge_market_route,not_ready,True,replay:334:flood_bridge_market_route
335,17,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day17,Nia->Fay:weather_copy,Fay->Nia:thread:0.25,thread:none,not_ready,True,replay:335:archive_public_kiosk
336,17,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day17,Milo->Ari:stake_posts,Ari->Milo:oil:0.25,oil:flood_bridge_market_route,not_ready,True,replay:336:dusk_signal_court
337,17,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day17,Fay->Fay:plant_bed,Milo->Fay:water:0.00,water:none,partial_public_use,True,replay:337:greenhouse_heat_loop
338,17,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day17,Ari->Nia:survey_piers,Nia->Milo:planks:0.71,planks:flood_bridge_market_route,not_ready,True,replay:338:flood_bridge_market_route
339,17,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day17,Nia->Fay:weather_copy,Milo->Fay:thread:0.61,thread:archive_public_kiosk,not_ready,True,replay:339:archive_public_kiosk
340,18,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day18,Milo->Milo:string_wire,Nia->Milo:wire:0.06,wire:none,not_ready,True,replay:340:dusk_signal_court
341,18,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day18,Fay->Nia:index_care,Nia->Ari:compost:0.28,compost:greenhouse_heat_loop,practice_run,True,replay:341:greenhouse_heat_loop
342,18,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day18,Ari->Ari:cut_planks,Fay->Ari:resin:0.02,resin:none,not_ready,True,replay:342:flood_bridge_market_route
343,18,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day18,Nia->Milo:lamp_mount,Milo->Nia:glass:0.17,glass:none,not_ready,True,replay:343:archive_public_kiosk
344,18,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day18,Milo->Milo:string_wire,Nia->Milo:wire:0.20,wire:greenhouse_heat_loop,not_ready,True,replay:344:dusk_signal_court
345,18,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day18,Fay->Nia:index_care,Nia->Fay:compost:0.14,compost:none,practice_run,True,replay:345:greenhouse_heat_loop
346,18,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day18,Ari->Ari:cut_planks,Fay->Ari:resin:0.13,resin:archive_public_kiosk,not_ready,True,replay:346:flood_bridge_market_route
347,18,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day18,Nia->Milo:lamp_mount,Milo->Nia:glass:0.17,glass:none,not_ready,True,replay:347:archive_public_kiosk
348,18,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day18,Milo->Milo:string_wire,Nia->Milo:wire:0.20,wire:none,not_ready,True,replay:348:dusk_signal_court
349,18,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day18,Fay->Nia:index_care,Nia->Fay:compost:0.14,compost:none,practice_run,True,replay:349:greenhouse_heat_loop
350,18,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day18,Ari->Ari:cut_planks,Fay->Ari:resin:0.13,resin:none,not_ready,True,replay:350:flood_bridge_market_route
351,18,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day18,Nia->Milo:lamp_mount,Milo->Nia:glass:0.34,glass:dusk_signal_court,not_ready,True,replay:351:archive_public_kiosk
352,18,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day18,Milo->Milo:string_wire,Nia->Milo:wire:0.20,wire:none,not_ready,True,replay:352:dusk_signal_court
353,18,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day18,Fay->Nia:index_care,Nia->Fay:compost:0.28,compost:flood_bridge_market_route,practice_run,True,replay:353:greenhouse_heat_loop
354,18,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day18,Ari->Ari:cut_planks,Fay->Ari:resin:0.13,resin:none,not_ready,True,replay:354:flood_bridge_market_route
355,18,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day18,Nia->Milo:lamp_mount,Milo->Nia:glass:0.34,glass:none,not_ready,True,replay:355:archive_public_kiosk
356,18,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day18,Milo->Milo:string_wire,Milo->Fay:wire:0.28,wire:dusk_signal_court,not_ready,True,replay:356:dusk_signal_court
357,18,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day18,Fay->Nia:index_care,Nia->Fay:compost:0.28,compost:none,practice_run,True,replay:357:greenhouse_heat_loop
358,18,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day18,Ari->Ari:cut_planks,Ari->Nia:resin:0.22,resin:flood_bridge_market_route,not_ready,True,replay:358:flood_bridge_market_route
359,18,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day18,Nia->Milo:lamp_mount,Milo->Nia:glass:0.34,glass:none,not_ready,True,replay:359:archive_public_kiosk
360,19,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day19,Milo->Nia:signal_code,Nia->Milo:glass:0.22,glass:none,not_ready,True,replay:360:dusk_signal_court
361,19,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day19,Fay->Ari:fit_glass,Ari->Fay:glass:1.34,glass:archive_public_kiosk,practice_run,True,replay:361:greenhouse_heat_loop
362,19,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day19,Ari->Fay:seal_joints,Fay->Ari:rope:0.03,rope:none,not_ready,True,replay:362:flood_bridge_market_route
363,19,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day19,Nia->Nia:sort_index,Nia->Fay:paper:1.24,paper:archive_public_kiosk,not_ready,True,replay:363:archive_public_kiosk
364,19,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day19,Milo->Nia:signal_code,Nia->Ari:glass:0.90,glass:dusk_signal_court,not_ready,True,replay:364:dusk_signal_court
365,19,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day19,Fay->Ari:fit_glass,Ari->Nia:glass:1.23,glass:greenhouse_heat_loop,practice_run,True,replay:365:greenhouse_heat_loop
366,19,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day19,Ari->Fay:seal_joints,Fay->Milo:rope:1.05,rope:flood_bridge_market_route,not_ready,True,replay:366:flood_bridge_market_route
367,19,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day19,Nia->Nia:sort_index,Ari->Nia:paper:0.33,paper:none,not_ready,True,replay:367:archive_public_kiosk
368,19,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day19,Milo->Nia:signal_code,Nia->Milo:glass:0.33,glass:flood_bridge_market_route,not_ready,True,replay:368:dusk_signal_court
369,19,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day19,Fay->Ari:fit_glass,Ari->Fay:glass:1.40,glass:none,practice_run,True,replay:369:greenhouse_heat_loop
370,19,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day19,Ari->Fay:seal_joints,Fay->Ari:rope:0.20,rope:dusk_signal_court,not_ready,True,replay:370:flood_bridge_market_route
371,19,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day19,Nia->Nia:sort_index,Nia->Fay:paper:1.13,paper:archive_public_kiosk,not_ready,True,replay:371:archive_public_kiosk
372,19,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day19,Milo->Nia:signal_code,Nia->Milo:glass:0.33,glass:none,not_ready,True,replay:372:dusk_signal_court
373,19,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day19,Fay->Ari:fit_glass,Ari->Nia:glass:1.40,glass:greenhouse_heat_loop,practice_run,True,replay:373:greenhouse_heat_loop
374,19,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day19,Ari->Fay:seal_joints,Fay->Ari:rope:0.20,rope:none,not_ready,True,replay:374:flood_bridge_market_route
375,19,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day19,Nia->Nia:sort_index,Nia->Fay:paper:1.27,paper:archive_public_kiosk,not_ready,True,replay:375:archive_public_kiosk
376,19,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day19,Milo->Nia:signal_code,Nia->Ari:glass:1.07,glass:dusk_signal_court,not_ready,True,replay:376:dusk_signal_court
377,19,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day19,Fay->Ari:fit_glass,Ari->Nia:glass:1.46,glass:greenhouse_heat_loop,practice_run,True,replay:377:greenhouse_heat_loop
378,19,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day19,Ari->Fay:seal_joints,Fay->Milo:rope:1.19,rope:flood_bridge_market_route,not_ready,True,replay:378:flood_bridge_market_route
379,19,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day19,Nia->Nia:sort_index,Ari->Nia:paper:0.33,paper:none,not_ready,True,replay:379:archive_public_kiosk
380,20,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day20,Fay->Ari:fit_glass,Fay->Ari:glass:0.94,glass:greenhouse_heat_loop,practice_run,True,replay:380:greenhouse_heat_loop
381,20,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day20,Ari->Fay:seal_joints,Fay->Ari:rope:0.20,rope:none,not_ready,True,replay:381:flood_bridge_market_route
382,20,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day20,Nia->Nia:sort_index,Nia->Milo:paper:0.97,paper:archive_public_kiosk,not_ready,True,replay:382:archive_public_kiosk
383,20,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day20,Milo->Nia:signal_code,Nia->Fay:glass:1.35,glass:dusk_signal_court,not_ready,True,replay:383:dusk_signal_court
384,20,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day20,Fay->Ari:fit_glass,Fay->Ari:glass:1.05,glass:greenhouse_heat_loop,practice_run,True,replay:384:greenhouse_heat_loop
385,20,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day20,Ari->Fay:seal_joints,Fay->Nia:rope:1.55,rope:flood_bridge_market_route,not_ready,True,replay:385:flood_bridge_market_route
386,20,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day20,Nia->Nia:sort_index,Ari->Nia:paper:0.33,paper:none,not_ready,True,replay:386:archive_public_kiosk
387,20,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day20,Milo->Nia:signal_code,Nia->Fay:glass:1.46,glass:dusk_signal_court,not_ready,True,replay:387:dusk_signal_court
388,20,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day20,Fay->Ari:fit_glass,Ari->Fay:glass:1.46,glass:none,practice_run,True,replay:388:greenhouse_heat_loop
389,20,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day20,Ari->Fay:seal_joints,Fay->Nia:rope:1.72,rope:flood_bridge_market_route,not_ready,True,replay:389:flood_bridge_market_route
390,20,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day20,Nia->Nia:sort_index,Nia->Milo:paper:0.88,paper:archive_public_kiosk,not_ready,True,replay:390:archive_public_kiosk
391,20,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day20,Milo->Nia:signal_code,Nia->Milo:glass:0.33,glass:none,not_ready,True,replay:391:dusk_signal_court
392,20,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day20,Fay->Ari:fit_glass,Fay->Ari:glass:1.04,glass:greenhouse_heat_loop,practice_run,True,replay:392:greenhouse_heat_loop
393,20,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day20,Ari->Fay:seal_joints,Fay->Ari:rope:0.20,rope:none,not_ready,True,replay:393:flood_bridge_market_route
394,20,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day20,Nia->Nia:sort_index,Nia->Milo:paper:1.02,paper:archive_public_kiosk,not_ready,True,replay:394:archive_public_kiosk
395,20,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day20,Milo->Nia:signal_code,Nia->Fay:glass:1.63,glass:dusk_signal_court,not_ready,True,replay:395:dusk_signal_court
396,20,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day20,Fay->Ari:fit_glass,Fay->Ari:glass:1.15,glass:greenhouse_heat_loop,practice_run,True,replay:396:greenhouse_heat_loop
397,20,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day20,Ari->Fay:seal_joints,Fay->Nia:rope:1.86,rope:flood_bridge_market_route,not_ready,True,replay:397:flood_bridge_market_route
398,20,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day20,Nia->Nia:sort_index,Ari->Nia:paper:0.33,paper:none,not_ready,True,replay:398:archive_public_kiosk
399,20,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day20,Milo->Nia:signal_code,Nia->Fay:glass:1.74,glass:dusk_signal_court,not_ready,True,replay:399:dusk_signal_court
400,21,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day21,Fay->Milo:coil_pipe,Milo->Fay:copper:0.14,copper:none,carried_into_later_routine,True,replay:400:greenhouse_heat_loop
401,21,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day21,Ari->Milo:lamp_markers,Milo->Ari:oil:0.33,oil:none,not_ready,True,replay:401:flood_bridge_market_route
402,21,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day21,Nia->Ari:build_frame,Ari->Fay:ink:0.51,ink:archive_public_kiosk,not_ready,True,replay:402:archive_public_kiosk
403,21,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day21,Milo->Fay:comfort_corner,Fay->Milo:rope:1.25,rope:none,not_ready,True,replay:403:dusk_signal_court
404,21,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day21,Fay->Milo:coil_pipe,Milo->Nia:copper:0.42,copper:greenhouse_heat_loop,carried_into_later_routine,True,replay:404:greenhouse_heat_loop
405,21,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day21,Ari->Milo:lamp_markers,Milo->Ari:oil:0.33,oil:none,not_ready,True,replay:405:flood_bridge_market_route
406,21,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day21,Nia->Ari:build_frame,Ari->Nia:ink:0.17,ink:none,not_ready,True,replay:406:archive_public_kiosk
407,21,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day21,Milo->Fay:comfort_corner,Fay->Ari:rope:0.34,rope:dusk_signal_court,not_ready,True,replay:407:dusk_signal_court
408,21,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day21,Fay->Milo:coil_pipe,Milo->Fay:copper:0.14,copper:none,carried_into_later_routine,True,replay:408:greenhouse_heat_loop
409,21,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day21,Ari->Milo:lamp_markers,Milo->Ari:oil:0.44,oil:dusk_signal_court,not_ready,True,replay:409:flood_bridge_market_route
410,21,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day21,Nia->Ari:build_frame,Ari->Nia:ink:0.17,ink:none,not_ready,True,replay:410:archive_public_kiosk
411,21,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day21,Milo->Fay:comfort_corner,Fay->Milo:rope:1.09,rope:none,not_ready,True,replay:411:dusk_signal_court
412,21,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day21,Fay->Milo:coil_pipe,Milo->Fay:copper:0.14,copper:none,carried_into_later_routine,True,replay:412:greenhouse_heat_loop
413,21,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day21,Ari->Milo:lamp_markers,Milo->Ari:oil:0.44,oil:none,not_ready,True,replay:413:flood_bridge_market_route
414,21,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day21,Nia->Ari:build_frame,Ari->Fay:ink:0.68,ink:archive_public_kiosk,not_ready,True,replay:414:archive_public_kiosk
415,21,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day21,Milo->Fay:comfort_corner,Fay->Milo:rope:1.15,rope:none,not_ready,True,replay:415:dusk_signal_court
416,21,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day21,Fay->Milo:coil_pipe,Milo->Nia:copper:0.56,copper:greenhouse_heat_loop,carried_into_later_routine,True,replay:416:greenhouse_heat_loop
417,21,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day21,Ari->Milo:lamp_markers,Milo->Ari:oil:0.44,oil:none,not_ready,True,replay:417:flood_bridge_market_route
418,21,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day21,Nia->Ari:build_frame,Ari->Nia:ink:0.17,ink:none,not_ready,True,replay:418:archive_public_kiosk
