tick_id,day,agent,route_id,public_memory_key,remembered_branch,remembered_import_export,remembered_simultaneous_task,remembered_dialogue,remembered_recovery,private_workspace_sealed,replay_pointer
302,21,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day21,river ford,imports:11 rev:12,tasks:16 debt:0.00,turn:6 kind:none,0.94,True,replay:302:riverbend_roofward
303,21,Fay,roofward_archive,v31:Fay:roofward_archive:day21,cool archive lane,imports:11 rev:12,tasks:19 debt:0.00,turn:5 kind:thanks,0.94,True,replay:303:roofward_archive
304,21,Nia,archive_signal,v31:Nia:archive_signal:day21,paper lane,imports:11 rev:12,tasks:19 debt:0.00,turn:6 kind:none,0.93,True,replay:304:archive_signal
305,21,Milo,signal_orchard,v31:Milo:signal_orchard:day21,river lantern loop,imports:13 rev:14,tasks:19 debt:0.02,turn:4 kind:none,0.94,True,replay:305:signal_orchard
306,21,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day21,market plank route,imports:13 rev:14,tasks:18 debt:0.04,turn:6 kind:none,0.94,True,replay:306:orchard_riverbend
307,21,Juno,central_repair_ring,v31:Juno:central_repair_ring:day21,inner repair yard,imports:12 rev:13,tasks:18 debt:0.00,turn:4 kind:none,0.94,True,replay:307:central_repair_ring
308,21,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day21,orchard ridge detour,imports:12 rev:13,tasks:16 debt:0.00,turn:6 kind:none,0.94,True,replay:308:riverbend_roofward
309,21,Fay,roofward_archive,v31:Fay:roofward_archive:day21,cool archive lane,imports:12 rev:13,tasks:19 debt:0.00,turn:5 kind:none,0.94,True,replay:309:roofward_archive
310,21,Nia,archive_signal,v31:Nia:archive_signal:day21,paper lane,imports:11 rev:12,tasks:20 debt:0.00,turn:6 kind:none,0.94,True,replay:310:archive_signal
311,21,Milo,signal_orchard,v31:Milo:signal_orchard:day21,river lantern loop,imports:13 rev:14,tasks:19 debt:0.02,turn:5 kind:planning_followup,0.94,True,replay:311:signal_orchard
312,21,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day21,market plank route,imports:13 rev:14,tasks:18 debt:0.04,turn:6 kind:none,0.94,True,replay:312:orchard_riverbend
313,21,Juno,central_repair_ring,v31:Juno:central_repair_ring:day21,inner repair yard,imports:12 rev:13,tasks:19 debt:0.00,turn:4 kind:none,0.94,True,replay:313:central_repair_ring
314,21,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day21,orchard ridge detour,imports:13 rev:14,tasks:16 debt:0.00,turn:6 kind:none,0.94,True,replay:314:riverbend_roofward
315,22,Fay,roofward_archive,v31:Fay:roofward_archive:day22,cool archive lane,imports:13 rev:14,tasks:19 debt:0.00,turn:5 kind:none,0.94,True,replay:315:roofward_archive
316,22,Nia,archive_signal,v31:Nia:archive_signal:day22,paper lane,imports:12 rev:13,tasks:20 debt:0.00,turn:6 kind:none,0.94,True,replay:316:archive_signal
317,22,Milo,signal_orchard,v31:Milo:signal_orchard:day22,river lantern loop,imports:13 rev:14,tasks:20 debt:0.01,turn:5 kind:none,0.94,True,replay:317:signal_orchard
318,22,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day22,market plank route,imports:13 rev:14,tasks:18 debt:0.04,turn:7 kind:thanks,0.94,True,replay:318:orchard_riverbend
319,22,Juno,central_repair_ring,v31:Juno:central_repair_ring:day22,inner repair yard,imports:12 rev:13,tasks:19 debt:0.00,turn:4 kind:none,0.94,True,replay:319:central_repair_ring
320,22,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day22,orchard ridge detour,imports:13 rev:14,tasks:17 debt:0.00,turn:6 kind:none,0.94,True,replay:320:riverbend_roofward
321,22,Fay,roofward_archive,v31:Fay:roofward_archive:day22,cool archive lane,imports:13 rev:14,tasks:19 debt:0.00,turn:5 kind:none,0.93,True,replay:321:roofward_archive
322,22,Nia,archive_signal,v31:Nia:archive_signal:day22,paper lane,imports:12 rev:13,tasks:20 debt:0.00,turn:6 kind:none,0.94,True,replay:322:archive_signal
323,22,Milo,signal_orchard,v31:Milo:signal_orchard:day22,river lantern loop,imports:13 rev:14,tasks:20 debt:0.01,turn:5 kind:none,0.93,True,replay:323:signal_orchard
324,22,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day22,market plank route,imports:14 rev:15,tasks:18 debt:0.04,turn:7 kind:none,0.94,True,replay:324:orchard_riverbend
325,22,Juno,central_repair_ring,v31:Juno:central_repair_ring:day22,inner repair yard,imports:12 rev:13,tasks:20 debt:0.00,turn:4 kind:none,0.94,True,replay:325:central_repair_ring
326,22,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day22,orchard ridge detour,imports:13 rev:14,tasks:17 debt:0.00,turn:7 kind:planning_followup,0.94,True,replay:326:riverbend_roofward
327,22,Fay,roofward_archive,v31:Fay:roofward_archive:day22,glass stair,imports:13 rev:14,tasks:19 debt:0.00,turn:5 kind:none,0.93,True,replay:327:roofward_archive
328,22,Nia,archive_signal,v31:Nia:archive_signal:day22,paper lane,imports:12 rev:13,tasks:21 debt:0.00,turn:6 kind:none,0.94,True,replay:328:archive_signal
329,22,Milo,signal_orchard,v31:Milo:signal_orchard:day22,river lantern loop,imports:14 rev:15,tasks:20 debt:0.01,turn:5 kind:none,0.94,True,replay:329:signal_orchard
330,23,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day23,market plank route,imports:14 rev:15,tasks:18 debt:0.04,turn:7 kind:none,0.94,True,replay:330:orchard_riverbend
331,23,Juno,central_repair_ring,v31:Juno:central_repair_ring:day23,inner repair yard,imports:13 rev:14,tasks:20 debt:0.00,turn:4 kind:none,0.94,True,replay:331:central_repair_ring
332,23,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day23,orchard ridge detour,imports:13 rev:14,tasks:18 debt:0.00,turn:7 kind:none,0.94,True,replay:332:riverbend_roofward
333,23,Fay,roofward_archive,v31:Fay:roofward_archive:day23,cool archive lane,imports:13 rev:14,tasks:19 debt:0.00,turn:6 kind:thanks,0.94,True,replay:333:roofward_archive
334,23,Nia,archive_signal,v31:Nia:archive_signal:day23,stone kiosk path,imports:12 rev:13,tasks:21 debt:0.00,turn:6 kind:none,0.93,True,replay:334:archive_signal
335,23,Milo,signal_orchard,v31:Milo:signal_orchard:day23,river lantern loop,imports:14 rev:15,tasks:21 debt:0.00,turn:5 kind:none,0.94,True,replay:335:signal_orchard
336,23,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day23,market plank route,imports:14 rev:15,tasks:18 debt:0.04,turn:7 kind:none,0.93,True,replay:336:orchard_riverbend
337,23,Juno,central_repair_ring,v31:Juno:central_repair_ring:day23,inner repair yard,imports:13 rev:14,tasks:20 debt:0.00,turn:4 kind:none,0.93,True,replay:337:central_repair_ring
338,23,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day23,river ford,imports:13 rev:14,tasks:18 debt:0.00,turn:7 kind:none,0.94,True,replay:338:riverbend_roofward
339,23,Fay,roofward_archive,v31:Fay:roofward_archive:day23,cool archive lane,imports:14 rev:15,tasks:19 debt:0.00,turn:6 kind:none,0.94,True,replay:339:roofward_archive
340,23,Nia,archive_signal,v31:Nia:archive_signal:day23,stone kiosk path,imports:12 rev:13,tasks:21 debt:0.00,turn:6 kind:none,0.93,True,replay:340:archive_signal
341,23,Milo,signal_orchard,v31:Milo:signal_orchard:day23,river lantern loop,imports:14 rev:15,tasks:21 debt:0.00,turn:6 kind:planning_followup,0.94,True,replay:341:signal_orchard
342,23,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day23,market plank route,imports:14 rev:15,tasks:18 debt:0.04,turn:7 kind:none,0.93,True,replay:342:orchard_riverbend
343,23,Juno,central_repair_ring,v31:Juno:central_repair_ring:day23,inner repair yard,imports:13 rev:14,tasks:21 debt:0.00,turn:4 kind:none,0.94,True,replay:343:central_repair_ring
344,23,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day23,river ford,imports:14 rev:15,tasks:18 debt:0.00,turn:7 kind:none,0.94,True,replay:344:riverbend_roofward
345,24,Fay,roofward_archive,v31:Fay:roofward_archive:day24,glass stair,imports:14 rev:15,tasks:19 debt:0.00,turn:6 kind:none,0.94,True,replay:345:roofward_archive
346,24,Nia,archive_signal,v31:Nia:archive_signal:day24,stone kiosk path,imports:13 rev:14,tasks:21 debt:0.00,turn:6 kind:none,0.94,True,replay:346:archive_signal
347,24,Milo,signal_orchard,v31:Milo:signal_orchard:day24,river lantern loop,imports:14 rev:15,tasks:22 debt:0.00,turn:6 kind:none,0.94,True,replay:347:signal_orchard
348,24,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day24,market plank route,imports:14 rev:15,tasks:18 debt:0.04,turn:8 kind:thanks,0.94,True,replay:348:orchard_riverbend
349,24,Juno,central_repair_ring,v31:Juno:central_repair_ring:day24,inner repair yard,imports:13 rev:14,tasks:21 debt:0.00,turn:4 kind:none,0.93,True,replay:349:central_repair_ring
350,24,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day24,river ford,imports:14 rev:15,tasks:19 debt:0.00,turn:7 kind:none,0.94,True,replay:350:riverbend_roofward
351,24,Fay,roofward_archive,v31:Fay:roofward_archive:day24,glass stair,imports:14 rev:15,tasks:19 debt:0.00,turn:6 kind:none,0.94,True,replay:351:roofward_archive
352,24,Nia,archive_signal,v31:Nia:archive_signal:day24,paper lane,imports:13 rev:14,tasks:21 debt:0.00,turn:6 kind:none,0.93,True,replay:352:archive_signal
353,24,Milo,signal_orchard,v31:Milo:signal_orchard:day24,river lantern loop,imports:14 rev:15,tasks:22 debt:0.00,turn:6 kind:none,0.93,True,replay:353:signal_orchard
354,24,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day24,market plank route,imports:15 rev:16,tasks:18 debt:0.04,turn:8 kind:none,0.94,True,replay:354:orchard_riverbend
355,24,Juno,central_repair_ring,v31:Juno:central_repair_ring:day24,inner repair yard,imports:13 rev:14,tasks:22 debt:0.00,turn:4 kind:none,0.94,True,replay:355:central_repair_ring
356,24,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day24,river ford,imports:14 rev:15,tasks:20 debt:0.00,turn:8 kind:planning_followup,0.94,True,replay:356:riverbend_roofward
357,24,Fay,roofward_archive,v31:Fay:roofward_archive:day24,glass stair,imports:15 rev:16,tasks:19 debt:0.00,turn:6 kind:none,0.94,True,replay:357:roofward_archive
358,24,Nia,archive_signal,v31:Nia:archive_signal:day24,paper lane,imports:13 rev:14,tasks:22 debt:0.00,turn:6 kind:none,0.94,True,replay:358:archive_signal
359,24,Milo,signal_orchard,v31:Milo:signal_orchard:day24,river lantern loop,imports:15 rev:16,tasks:22 debt:0.00,turn:6 kind:none,0.94,True,replay:359:signal_orchard
360,25,Juno,central_repair_ring,v31:Juno:central_repair_ring:day25,inner repair yard,imports:13 rev:14,tasks:22 debt:0.00,turn:4 kind:none,0.94,True,replay:360:central_repair_ring
361,25,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day25,river ford,imports:15 rev:16,tasks:20 debt:0.00,turn:8 kind:none,0.94,True,replay:361:riverbend_roofward
362,25,Fay,roofward_archive,v31:Fay:roofward_archive:day25,glass stair,imports:15 rev:16,tasks:20 debt:0.00,turn:6 kind:none,0.94,True,replay:362:roofward_archive
363,25,Nia,archive_signal,v31:Nia:archive_signal:day25,paper lane,imports:13 rev:14,tasks:22 debt:0.00,turn:7 kind:planning_followup,0.94,True,replay:363:archive_signal
364,25,Milo,signal_orchard,v31:Milo:signal_orchard:day25,dusk road,imports:16 rev:17,tasks:22 debt:0.00,turn:6 kind:none,0.94,True,replay:364:signal_orchard
365,25,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day25,market plank route,imports:15 rev:16,tasks:19 debt:0.02,turn:8 kind:none,0.94,True,replay:365:orchard_riverbend
366,25,Juno,central_repair_ring,v31:Juno:central_repair_ring:day25,inner repair yard,imports:13 rev:14,tasks:22 debt:0.00,turn:4 kind:none,0.94,True,replay:366:central_repair_ring
367,25,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day25,river ford,imports:15 rev:16,tasks:20 debt:0.00,turn:8 kind:none,0.94,True,replay:367:riverbend_roofward
368,25,Fay,roofward_archive,v31:Fay:roofward_archive:day25,cool archive lane,imports:15 rev:16,tasks:21 debt:0.00,turn:6 kind:none,0.94,True,replay:368:roofward_archive
369,25,Nia,archive_signal,v31:Nia:archive_signal:day25,paper lane,imports:14 rev:15,tasks:22 debt:0.00,turn:7 kind:none,0.94,True,replay:369:archive_signal
370,25,Milo,signal_orchard,v31:Milo:signal_orchard:day25,river lantern loop,imports:16 rev:17,tasks:23 debt:0.00,turn:6 kind:none,0.94,True,replay:370:signal_orchard
371,25,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day25,market plank route,imports:15 rev:16,tasks:19 debt:0.02,turn:9 kind:planning_followup,0.94,True,replay:371:orchard_riverbend
372,25,Juno,central_repair_ring,v31:Juno:central_repair_ring:day25,inner repair yard,imports:13 rev:14,tasks:22 debt:0.00,turn:4 kind:none,0.94,True,replay:372:central_repair_ring
373,25,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day25,river ford,imports:15 rev:16,tasks:21 debt:0.00,turn:8 kind:none,0.94,True,replay:373:riverbend_roofward
374,25,Fay,roofward_archive,v31:Fay:roofward_archive:day25,cool archive lane,imports:16 rev:17,tasks:21 debt:0.00,turn:6 kind:none,0.94,True,replay:374:roofward_archive
375,26,Nia,archive_signal,v31:Nia:archive_signal:day26,stone kiosk path,imports:14 rev:15,tasks:23 debt:0.00,turn:7 kind:none,0.94,True,replay:375:archive_signal
376,26,Milo,signal_orchard,v31:Milo:signal_orchard:day26,river lantern loop,imports:17 rev:18,tasks:23 debt:0.00,turn:6 kind:none,0.94,True,replay:376:signal_orchard
377,26,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day26,market plank route,imports:15 rev:16,tasks:20 debt:0.01,turn:9 kind:none,0.94,True,replay:377:orchard_riverbend
378,26,Juno,central_repair_ring,v31:Juno:central_repair_ring:day26,inner repair yard,imports:13 rev:14,tasks:22 debt:0.00,turn:5 kind:thanks,0.94,True,replay:378:central_repair_ring
379,26,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day26,orchard ridge detour,imports:15 rev:16,tasks:21 debt:0.00,turn:8 kind:none,0.94,True,replay:379:riverbend_roofward
380,26,Fay,roofward_archive,v31:Fay:roofward_archive:day26,cool archive lane,imports:16 rev:17,tasks:22 debt:0.00,turn:6 kind:none,0.94,True,replay:380:roofward_archive
381,26,Nia,archive_signal,v31:Nia:archive_signal:day26,stone kiosk path,imports:14 rev:15,tasks:24 debt:0.00,turn:7 kind:none,0.94,True,replay:381:archive_signal
382,26,Milo,signal_orchard,v31:Milo:signal_orchard:day26,river lantern loop,imports:17 rev:18,tasks:23 debt:0.00,turn:6 kind:none,0.94,True,replay:382:signal_orchard
383,26,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day26,market plank route,imports:15 rev:16,tasks:20 debt:0.01,turn:9 kind:none,0.94,True,replay:383:orchard_riverbend
384,26,Juno,central_repair_ring,v31:Juno:central_repair_ring:day26,inner repair yard,imports:14 rev:15,tasks:22 debt:0.00,turn:5 kind:none,0.94,True,replay:384:central_repair_ring
385,26,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day26,orchard ridge detour,imports:15 rev:16,tasks:22 debt:0.00,turn:8 kind:none,0.94,True,replay:385:riverbend_roofward
386,26,Fay,roofward_archive,v31:Fay:roofward_archive:day26,cool archive lane,imports:16 rev:17,tasks:22 debt:0.00,turn:7 kind:planning_followup,0.94,True,replay:386:roofward_archive
387,26,Nia,archive_signal,v31:Nia:archive_signal:day26,stone kiosk path,imports:14 rev:15,tasks:25 debt:0.00,turn:7 kind:none,0.94,True,replay:387:archive_signal
388,26,Milo,signal_orchard,v31:Milo:signal_orchard:day26,river lantern loop,imports:17 rev:18,tasks:24 debt:0.00,turn:6 kind:none,0.94,True,replay:388:signal_orchard
389,26,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day26,market plank route,imports:16 rev:17,tasks:20 debt:0.01,turn:9 kind:none,0.94,True,replay:389:orchard_riverbend
390,27,Juno,central_repair_ring,v31:Juno:central_repair_ring:day27,inner repair yard,imports:14 rev:15,tasks:22 debt:0.00,turn:5 kind:none,0.94,True,replay:390:central_repair_ring
391,27,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day27,orchard ridge detour,imports:16 rev:17,tasks:22 debt:0.00,turn:8 kind:none,0.94,True,replay:391:riverbend_roofward
392,27,Fay,roofward_archive,v31:Fay:roofward_archive:day27,cool archive lane,imports:16 rev:17,tasks:23 debt:0.00,turn:7 kind:none,0.94,True,replay:392:roofward_archive
393,27,Nia,archive_signal,v31:Nia:archive_signal:day27,stone kiosk path,imports:14 rev:15,tasks:25 debt:0.00,turn:8 kind:planning_followup,0.94,True,replay:393:archive_signal
394,27,Milo,signal_orchard,v31:Milo:signal_orchard:day27,river lantern loop,imports:17 rev:18,tasks:25 debt:0.00,turn:6 kind:none,0.94,True,replay:394:signal_orchard
395,27,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day27,market plank route,imports:16 rev:17,tasks:21 debt:0.00,turn:9 kind:none,0.94,True,replay:395:orchard_riverbend
396,27,Juno,central_repair_ring,v31:Juno:central_repair_ring:day27,inner repair yard,imports:14 rev:15,tasks:22 debt:0.00,turn:5 kind:none,0.94,True,replay:396:central_repair_ring
397,27,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day27,orchard ridge detour,imports:16 rev:17,tasks:22 debt:0.00,turn:8 kind:none,0.93,True,replay:397:riverbend_roofward
398,27,Fay,roofward_archive,v31:Fay:roofward_archive:day27,cool archive lane,imports:16 rev:17,tasks:23 debt:0.00,turn:7 kind:none,0.94,True,replay:398:roofward_archive
399,27,Nia,archive_signal,v31:Nia:archive_signal:day27,stone kiosk path,imports:15 rev:16,tasks:25 debt:0.00,turn:8 kind:none,0.94,True,replay:399:archive_signal
400,27,Milo,signal_orchard,v31:Milo:signal_orchard:day27,river lantern loop,imports:17 rev:18,tasks:26 debt:0.00,turn:6 kind:none,0.94,True,replay:400:signal_orchard
401,27,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day27,market plank route,imports:16 rev:17,tasks:21 debt:0.00,turn:10 kind:planning_followup,0.94,True,replay:401:orchard_riverbend
402,27,Juno,central_repair_ring,v31:Juno:central_repair_ring:day27,inner repair yard,imports:14 rev:15,tasks:22 debt:0.00,turn:5 kind:none,0.94,True,replay:402:central_repair_ring
403,27,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day27,orchard ridge detour,imports:16 rev:17,tasks:23 debt:0.00,turn:8 kind:none,0.94,True,replay:403:riverbend_roofward
404,27,Fay,roofward_archive,v31:Fay:roofward_archive:day27,cool archive lane,imports:17 rev:18,tasks:23 debt:0.00,turn:7 kind:none,0.94,True,replay:404:roofward_archive
405,28,Nia,archive_signal,v31:Nia:archive_signal:day28,stone kiosk path,imports:15 rev:16,tasks:25 debt:0.00,turn:8 kind:none,0.94,True,replay:405:archive_signal
406,28,Milo,signal_orchard,v31:Milo:signal_orchard:day28,river lantern loop,imports:18 rev:19,tasks:26 debt:0.00,turn:6 kind:none,0.94,True,replay:406:signal_orchard
407,28,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day28,market plank route,imports:16 rev:17,tasks:22 debt:0.00,turn:10 kind:none,0.94,True,replay:407:orchard_riverbend
408,28,Juno,central_repair_ring,v31:Juno:central_repair_ring:day28,inner repair yard,imports:14 rev:15,tasks:22 debt:0.00,turn:6 kind:thanks,0.94,True,replay:408:central_repair_ring
409,28,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day28,orchard ridge detour,imports:16 rev:17,tasks:23 debt:0.00,turn:8 kind:none,0.94,True,replay:409:riverbend_roofward
410,28,Fay,roofward_archive,v31:Fay:roofward_archive:day28,cool archive lane,imports:17 rev:18,tasks:24 debt:0.00,turn:7 kind:none,0.94,True,replay:410:roofward_archive
411,28,Nia,archive_signal,v31:Nia:archive_signal:day28,stone kiosk path,imports:15 rev:16,tasks:25 debt:0.00,turn:8 kind:none,0.94,True,replay:411:archive_signal
412,28,Milo,signal_orchard,v31:Milo:signal_orchard:day28,river lantern loop,imports:18 rev:19,tasks:26 debt:0.00,turn:6 kind:none,0.94,True,replay:412:signal_orchard
413,28,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day28,market plank route,imports:17 rev:18,tasks:23 debt:0.00,turn:10 kind:none,0.94,True,replay:413:orchard_riverbend
414,28,Juno,central_repair_ring,v31:Juno:central_repair_ring:day28,inner repair yard,imports:15 rev:16,tasks:22 debt:0.00,turn:6 kind:none,0.94,True,replay:414:central_repair_ring
415,28,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day28,orchard ridge detour,imports:16 rev:17,tasks:24 debt:0.00,turn:8 kind:none,0.94,True,replay:415:riverbend_roofward
416,28,Fay,roofward_archive,v31:Fay:roofward_archive:day28,cool archive lane,imports:17 rev:18,tasks:24 debt:0.00,turn:8 kind:planning_followup,0.93,True,replay:416:roofward_archive
417,28,Nia,archive_signal,v31:Nia:archive_signal:day28,stone kiosk path,imports:15 rev:16,tasks:25 debt:0.00,turn:8 kind:none,0.94,True,replay:417:archive_signal
418,28,Milo,signal_orchard,v31:Milo:signal_orchard:day28,river lantern loop,imports:18 rev:19,tasks:27 debt:0.00,turn:6 kind:none,0.94,True,replay:418:signal_orchard
419,28,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day28,market plank route,imports:18 rev:19,tasks:24 debt:0.00,turn:10 kind:none,0.94,True,replay:419:orchard_riverbend
420,29,Juno,central_repair_ring,v31:Juno:central_repair_ring:day29,outer bell path,imports:16 rev:17,tasks:23 debt:0.02,turn:6 kind:none,0.94,True,replay:420:central_repair_ring
421,29,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day29,orchard ridge detour,imports:17 rev:18,tasks:24 debt:0.00,turn:8 kind:none,0.94,True,replay:421:riverbend_roofward
422,29,Fay,roofward_archive,v31:Fay:roofward_archive:day29,cool archive lane,imports:17 rev:18,tasks:25 debt:0.00,turn:8 kind:none,0.94,True,replay:422:roofward_archive
423,29,Nia,archive_signal,v31:Nia:archive_signal:day29,stone kiosk path,imports:15 rev:16,tasks:25 debt:0.00,turn:9 kind:thanks,0.94,True,replay:423:archive_signal
424,29,Milo,signal_orchard,v31:Milo:signal_orchard:day29,river lantern loop,imports:18 rev:19,tasks:27 debt:0.00,turn:6 kind:none,0.94,True,replay:424:signal_orchard
425,29,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day29,market plank route,imports:18 rev:19,tasks:24 debt:0.00,turn:10 kind:none,0.94,True,replay:425:orchard_riverbend
426,29,Juno,central_repair_ring,v31:Juno:central_repair_ring:day29,outer bell path,imports:16 rev:17,tasks:24 debt:0.04,turn:6 kind:none,0.94,True,replay:426:central_repair_ring
427,29,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day29,orchard ridge detour,imports:17 rev:18,tasks:24 debt:0.00,turn:8 kind:none,0.94,True,replay:427:riverbend_roofward
428,29,Fay,roofward_archive,v31:Fay:roofward_archive:day29,cool archive lane,imports:17 rev:18,tasks:25 debt:0.00,turn:8 kind:none,0.94,True,replay:428:roofward_archive
429,29,Nia,archive_signal,v31:Nia:archive_signal:day29,stone kiosk path,imports:16 rev:17,tasks:25 debt:0.00,turn:9 kind:none,0.94,True,replay:429:archive_signal
430,29,Milo,signal_orchard,v31:Milo:signal_orchard:day29,river lantern loop,imports:18 rev:19,tasks:28 debt:0.00,turn:6 kind:none,0.94,True,replay:430:signal_orchard
431,29,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day29,market plank route,imports:18 rev:19,tasks:24 debt:0.00,turn:11 kind:thanks,0.94,True,replay:431:orchard_riverbend
432,29,Juno,central_repair_ring,v31:Juno:central_repair_ring:day29,outer bell path,imports:16 rev:17,tasks:25 debt:0.05,turn:6 kind:none,0.94,True,replay:432:central_repair_ring
433,29,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day29,orchard ridge detour,imports:17 rev:18,tasks:25 debt:0.00,turn:8 kind:none,0.94,True,replay:433:riverbend_roofward
434,29,Fay,roofward_archive,v31:Fay:roofward_archive:day29,cool archive lane,imports:17 rev:18,tasks:25 debt:0.00,turn:8 kind:none,0.94,True,replay:434:roofward_archive
435,30,Milo,signal_orchard,v31:Milo:signal_orchard:day30,river lantern loop,imports:18 rev:19,tasks:28 debt:0.00,turn:6 kind:none,0.94,True,replay:435:signal_orchard
436,30,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day30,market plank route,imports:19 rev:20,tasks:24 debt:0.00,turn:11 kind:none,0.94,True,replay:436:orchard_riverbend
437,30,Juno,central_repair_ring,v31:Juno:central_repair_ring:day30,outer bell path,imports:16 rev:17,tasks:26 debt:0.04,turn:6 kind:none,0.94,True,replay:437:central_repair_ring
438,30,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day30,orchard ridge detour,imports:17 rev:18,tasks:25 debt:0.00,turn:9 kind:planning_followup,0.94,True,replay:438:riverbend_roofward
439,30,Fay,roofward_archive,v31:Fay:roofward_archive:day30,cool archive lane,imports:17 rev:18,tasks:25 debt:0.00,turn:8 kind:none,0.93,True,replay:439:roofward_archive
440,30,Nia,archive_signal,v31:Nia:archive_signal:day30,stone kiosk path,imports:16 rev:17,tasks:26 debt:0.00,turn:9 kind:none,0.94,True,replay:440:archive_signal
441,30,Milo,signal_orchard,v31:Milo:signal_orchard:day30,river lantern loop,imports:18 rev:19,tasks:28 debt:0.00,turn:6 kind:none,0.93,True,replay:441:signal_orchard
442,30,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day30,market plank route,imports:19 rev:20,tasks:24 debt:0.00,turn:11 kind:none,0.93,True,replay:442:orchard_riverbend
443,30,Juno,central_repair_ring,v31:Juno:central_repair_ring:day30,outer bell path,imports:16 rev:17,tasks:26 debt:0.04,turn:6 kind:none,0.94,True,replay:443:central_repair_ring
444,30,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day30,orchard ridge detour,imports:18 rev:19,tasks:25 debt:0.00,turn:9 kind:none,0.94,True,replay:444:riverbend_roofward
445,30,Fay,roofward_archive,v31:Fay:roofward_archive:day30,cool archive lane,imports:17 rev:18,tasks:26 debt:0.00,turn:8 kind:none,0.94,True,replay:445:roofward_archive
446,30,Nia,archive_signal,v31:Nia:archive_signal:day30,stone kiosk path,imports:16 rev:17,tasks:26 debt:0.00,turn:10 kind:planning_followup,0.94,True,replay:446:archive_signal
447,30,Milo,signal_orchard,v31:Milo:signal_orchard:day30,river lantern loop,imports:18 rev:19,tasks:28 debt:0.00,turn:6 kind:none,0.93,True,replay:447:signal_orchard
448,30,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day30,market plank route,imports:19 rev:20,tasks:25 debt:0.00,turn:11 kind:none,0.94,True,replay:448:orchard_riverbend
449,30,Juno,central_repair_ring,v31:Juno:central_repair_ring:day30,outer bell path,imports:17 rev:18,tasks:26 debt:0.04,turn:6 kind:none,0.94,True,replay:449:central_repair_ring
450,31,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day31,orchard ridge detour,imports:18 rev:19,tasks:25 debt:0.00,turn:9 kind:none,0.94,True,replay:450:riverbend_roofward
451,31,Fay,roofward_archive,v31:Fay:roofward_archive:day31,cool archive lane,imports:18 rev:19,tasks:26 debt:0.00,turn:8 kind:none,0.94,True,replay:451:roofward_archive
