tick_id,day,tick,caravan_id,route_id,source,destination,position,speed,cargo,cargo_amount,fatigue,blocked,arrived,visible_marker
417,30,11,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.753794,0.098962,herbs,1.35,0.887027,False,False,moving
418,30,12,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.3052,0.093774,paper,1.5,0.91273,False,False,moving
419,30,13,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.137169,0.100166,oil,1.65,0.886428,False,False,moving
420,31,0,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.351458,0.10068,seeds,1.2,0.92,False,False,moving
421,31,1,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.248256,0.099165,wire,1.35,0.874321,False,False,moving
422,31,2,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.429089,0.098192,planks,1.35,0.860489,False,False,moving
423,31,3,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.78124,0.098808,herbs,1.5,0.896671,False,False,moving
424,31,4,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.325699,0.098396,paper,1.65,0.92,False,False,moving
425,31,5,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.156074,0.096417,oil,1.8,0.896792,False,False,moving
426,31,6,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.373565,0.09948,seeds,1.2,0.92,False,False,moving
427,31,7,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.283189,0.097811,wire,1.35,0.884325,False,False,moving
428,31,8,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.451573,0.094432,planks,1.35,0.871573,False,False,moving
429,31,9,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.808977,0.099853,herbs,1.5,0.905955,False,False,moving
430,31,10,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.345924,0.09708,paper,1.65,0.92,False,False,moving
431,31,11,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.175888,0.101051,oil,1.8,0.905716,False,False,moving
432,31,12,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.394872,0.09588,seeds,1.2,0.92,False,False,moving
433,31,13,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.317635,0.096451,wire,1.35,0.894689,False,False,moving
434,32,0,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.475157,0.099055,planks,1.5,0.881217,False,False,moving
435,32,1,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.835673,0.096105,herbs,1.65,0.916319,False,False,moving
436,32,2,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.366649,0.09948,paper,1.8,0.92,False,False,moving
437,32,3,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.194497,0.094909,oil,1.2,0.91644,False,False,moving
438,32,4,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.417245,0.10068,seeds,1.35,0.92,False,False,moving
439,32,5,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.35288,0.098685,wire,1.5,0.904333,False,False,moving
440,32,6,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.498419,0.097701,planks,1.5,0.891221,False,False,moving
441,32,7,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.863656,0.100739,herbs,1.65,0.92,False,False,moving
442,32,8,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.386624,0.09588,paper,1.8,0.92,False,False,moving
443,32,9,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.213309,0.095937,oil,1.2,0.92,False,False,moving
444,32,10,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.439352,0.09948,seeds,1.35,0.92,False,False,moving
445,32,11,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.387641,0.097331,wire,1.5,0.914337,False,False,moving
446,32,12,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.520786,0.09394,planks,1.5,0.902305,False,False,moving
447,32,13,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.891289,0.09948,herbs,1.65,0.92,False,False,moving
448,33,0,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.407599,0.10068,paper,1.2,0.92,False,False,moving
449,33,1,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.232579,0.09828,oil,1.35,0.92,False,False,moving
450,33,2,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.460658,0.09588,seeds,1.5,0.92,False,False,moving
451,33,3,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.422345,0.097171,wire,1.65,0.92,False,False,moving
452,33,4,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.544254,0.098563,planks,1.65,0.911949,False,False,moving
453,33,5,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.917923,0.09588,herbs,1.8,0.92,False,False,moving
454,33,6,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.428324,0.09948,paper,1.2,0.92,False,False,moving
455,33,7,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.251614,0.09708,oil,1.35,0.92,False,False,moving
456,33,8,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.482498,0.09828,seeds,1.5,0.92,False,False,moving
457,33,9,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.457445,0.09828,wire,1.65,0.92,False,False,moving
458,33,10,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.567399,0.097209,planks,1.65,0.92,False,False,moving
459,33,11,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.945889,0.10068,herbs,1.8,0.92,False,False,moving
460,33,12,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.448299,0.09588,paper,1.2,0.92,False,False,moving
461,33,13,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.270414,0.09588,oil,1.35,0.92,False,False,moving
462,34,0,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.504072,0.09708,seeds,1.65,0.92,False,False,moving
463,34,1,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.493402,0.10068,wire,1.8,0.92,False,False,moving
464,34,2,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.591084,0.09948,planks,1.8,0.92,False,False,moving
465,34,3,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.972189,0.09468,herbs,1.2,0.92,False,False,moving
466,34,4,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.469274,0.10068,paper,1.35,0.92,False,False,moving
467,34,5,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.289685,0.09828,oil,1.5,0.92,False,False,moving
468,34,6,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.525378,0.09588,seeds,1.65,0.92,False,False,moving
469,34,7,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.528931,0.09948,wire,1.8,0.92,False,False,moving
470,34,8,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.613913,0.09588,planks,1.8,0.92,False,False,moving
471,34,9,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.998823,0.09588,herbs,1.2,0.92,False,False,moving
472,34,10,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.489999,0.09948,paper,1.35,0.92,False,False,moving
473,34,11,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.30872,0.09708,oil,1.5,0.92,False,False,moving
474,34,12,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.547218,0.09828,seeds,1.65,0.92,False,False,moving
475,34,13,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.564031,0.09828,wire,1.8,0.92,False,False,moving
476,35,0,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.0,0.09948,herbs,1.35,0.82,False,True,arrived
477,35,1,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.510224,0.09708,paper,1.5,0.92,False,False,moving
478,35,2,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.328462,0.10068,oil,1.65,0.92,False,False,moving
479,35,3,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.568525,0.09588,seeds,1.8,0.92,False,False,moving
480,35,4,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.598273,0.09588,wire,1.2,0.92,False,False,moving
481,35,5,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.637884,0.10068,planks,1.2,0.92,False,False,moving
482,35,6,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.027744,0.09988,herbs,1.35,0.829644,False,False,moving
483,35,7,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.530199,0.09588,paper,1.5,0.92,False,False,moving
484,35,8,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.347497,0.09708,oil,1.65,0.92,False,False,moving
485,35,9,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.590098,0.09708,seeds,1.8,0.92,False,False,moving
486,35,10,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.634231,0.10068,wire,1.2,0.92,False,False,moving
487,35,11,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.66157,0.09948,planks,1.2,0.92,False,False,moving
488,35,12,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.054446,0.096126,herbs,1.35,0.840368,False,False,moving
489,35,13,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.551174,0.10068,paper,1.5,0.92,False,False,moving
490,36,0,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.366297,0.09588,oil,1.8,0.92,False,False,moving
491,36,1,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.612205,0.09948,seeds,1.2,0.92,False,False,moving
492,36,2,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.668902,0.09708,wire,1.35,0.92,False,False,moving
493,36,3,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.679814,0.09348,planks,1.35,0.92,False,False,moving
494,36,4,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.082433,0.100754,herbs,1.5,0.849652,False,False,moving
495,36,5,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.571399,0.09708,paper,1.65,0.92,False,False,moving
496,36,6,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.386038,0.10068,oil,1.8,0.92,False,False,moving
497,36,7,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.634045,0.09828,seeds,1.2,0.92,False,False,moving
498,36,8,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.702288,0.09348,wire,1.35,0.92,False,False,moving
499,36,9,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.703785,0.10068,planks,1.35,0.92,False,False,moving
500,36,10,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.110046,0.099406,herbs,1.5,0.859296,False,False,moving
501,36,11,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.591374,0.09588,paper,1.65,0.92,False,False,moving
502,36,12,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.405073,0.09708,oil,1.8,0.92,False,False,moving
503,36,13,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.655618,0.09708,seeds,1.2,0.92,False,False,moving
504,37,0,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.736316,0.09528,wire,1.5,0.92,False,False,moving
505,37,1,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.726185,0.09408,planks,1.5,0.92,False,False,moving
506,37,2,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.137449,0.098651,herbs,1.65,0.86912,False,False,moving
507,37,3,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.610724,0.09288,paper,1.8,0.92,False,False,moving
508,37,4,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.423285,0.09288,oil,1.2,0.92,False,False,moving
509,37,5,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.677058,0.09648,seeds,1.35,0.92,False,False,moving
510,37,6,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.769916,0.09408,wire,1.5,0.92,False,False,moving
511,37,7,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.744311,0.09288,planks,1.5,0.92,False,False,moving
512,37,8,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.159055,0.094894,herbs,1.65,0.880024,False,False,moving
513,37,9,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.630324,0.09408,paper,1.8,0.92,False,False,moving
514,37,10,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.442438,0.09768,oil,1.2,0.92,False,False,moving
515,37,11,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.698232,0.09528,seeds,1.35,0.92,False,False,moving
516,37,12,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.769916,0.0,wire,1.5,0.92,True,False,blocked
517,37,13,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.767569,0.09768,planks,1.5,0.92,False,False,moving
518,38,0,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.180348,0.09352,herbs,1.8,0.891288,False,False,moving
519,38,1,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.650424,0.09648,paper,1.2,0.92,False,False,moving
520,38,2,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.460885,0.09408,oil,1.35,0.92,False,False,moving
521,38,3,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.719405,0.09528,seeds,1.5,0.92,False,False,moving
522,38,4,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.803295,0.093461,wire,1.65,0.92,False,False,moving
523,38,5,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.785929,0.09408,planks,1.65,0.92,False,False,moving
524,38,6,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.202693,0.098139,herbs,1.8,0.901112,False,False,moving
525,38,7,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.670274,0.09528,paper,1.2,0.92,False,False,moving
526,38,8,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.460885,0.0,oil,1.35,0.92,True,False,blocked
527,38,9,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.740845,0.09648,seeds,1.5,0.92,False,False,moving
528,38,10,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.836881,0.094039,wire,1.65,0.92,False,False,moving
529,38,11,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.804056,0.09288,planks,1.65,0.92,False,False,moving
530,38,12,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.224183,0.094382,herbs,1.8,0.912016,False,False,moving
531,38,13,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.68634,0.09408,paper,1.2,0.92,False,False,moving
532,39,0,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.478862,0.091683,oil,1.5,0.92,False,False,moving
533,39,1,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.761485,0.09288,seeds,1.65,0.92,False,False,moving
534,39,2,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.871323,0.096439,wire,1.8,0.92,False,False,moving
535,39,3,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.822182,0.09288,planks,1.8,0.92,False,False,moving
536,39,4,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.24536,0.093008,herbs,1.2,0.92,False,False,moving
537,39,5,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.702815,0.09648,paper,1.35,0.92,False,False,moving
538,39,6,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.493405,0.090483,oil,1.5,0.92,False,False,moving
539,39,7,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.783192,0.09768,seeds,1.65,0.92,False,False,moving
540,39,8,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.904495,0.09288,wire,1.8,0.92,False,False,moving
541,39,9,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.840543,0.09408,planks,1.8,0.92,False,False,moving
542,39,10,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.2676,0.09768,herbs,1.2,0.92,False,False,moving
543,39,11,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.719086,0.09528,paper,1.35,0.92,False,False,moving
544,39,12,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.507646,0.088612,oil,1.5,0.92,False,False,moving
545,39,13,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.804632,0.09648,seeds,1.65,0.92,False,False,moving
546,40,0,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.93938,0.09768,wire,1.2,0.92,False,False,moving
547,40,1,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.859372,0.09648,planks,1.2,0.92,False,False,moving
548,40,2,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.289021,0.09408,herbs,1.35,0.92,False,False,moving
549,40,3,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.735356,0.09528,paper,1.5,0.92,False,False,moving
550,40,4,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.526144,0.094341,oil,1.65,0.92,False,False,moving
551,40,5,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.82155,0.09288,seeds,1.8,0.92,False,False,moving
552,40,6,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.973838,0.09648,wire,1.2,0.92,False,False,moving
553,40,7,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.877967,0.09528,planks,1.2,0.92,False,False,moving
554,40,8,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.309622,0.09048,herbs,1.35,0.92,False,False,moving
555,40,9,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.751832,0.09648,paper,1.5,0.92,False,False,moving
556,40,10,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.541265,0.09408,oil,1.65,0.92,False,False,moving
557,40,11,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.843256,0.09768,seeds,1.8,0.92,False,False,moving
558,40,12,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.0,0.09288,wire,1.2,0.82,False,True,arrived
559,40,13,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.896327,0.09408,planks,1.2,0.92,False,False,moving
560,41,0,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.331316,0.09528,herbs,1.5,0.92,False,False,moving
561,41,1,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.771182,0.09288,paper,1.65,0.92,False,False,moving
562,41,2,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.556771,0.09648,oil,1.8,0.92,False,False,moving
563,41,3,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.843256,0.0,seeds,1.2,0.92,True,False,blocked
564,41,4,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.035457,0.09928,wire,1.35,0.829824,False,False,moving
565,41,5,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.915156,0.09648,planks,1.35,0.92,False,False,moving
566,41,6,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.352737,0.09408,herbs,1.5,0.92,False,False,moving
567,41,7,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.791532,0.09768,paper,1.65,0.92,False,False,moving
568,41,8,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.571699,0.09288,oil,1.8,0.92,False,False,moving
569,41,9,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.863291,0.090155,seeds,1.2,0.92,False,False,moving
570,41,10,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.07043,0.097923,wire,1.35,0.840008,False,False,moving
571,41,11,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.933751,0.09528,planks,1.35,0.92,False,False,moving
572,41,12,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.352737,0.0,herbs,1.5,0.92,True,False,blocked
573,41,13,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.811632,0.09648,paper,1.65,0.92,False,False,moving
574,42,0,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.884509,0.095483,seeds,1.35,0.92,False,False,moving
575,42,1,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.104487,0.09536,wire,1.5,0.850912,False,False,moving
576,42,2,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.951878,0.09288,planks,1.5,0.92,False,False,moving
577,42,3,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.373709,0.09211,herbs,1.65,0.92,False,False,moving
578,42,4,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.831232,0.09408,paper,1.8,0.92,False,False,moving
579,42,5,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.587398,0.09768,oil,1.2,0.92,False,False,moving
580,42,6,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.905461,0.094283,seeds,1.35,0.92,False,False,moving
581,42,7,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.132,0.093985,wire,1.5,0.862176,False,False,moving
582,42,8,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.970473,0.09528,planks,1.5,0.92,False,False,moving
583,42,9,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.400098,0.095002,herbs,1.65,0.92,False,False,moving
584,42,10,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.850582,0.09288,paper,1.8,0.92,False,False,moving
585,42,11,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.602904,0.09648,oil,1.2,0.92,False,False,moving
586,42,12,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.905461,0.0,seeds,1.35,0.92,True,False,blocked
587,42,13,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.160866,0.098605,wire,1.5,0.872,False,False,moving
588,43,0,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.988833,0.09408,planks,1.65,0.92,False,False,moving
589,43,1,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.422339,0.09768,herbs,1.8,0.92,False,False,moving
590,43,2,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.870432,0.09528,paper,1.2,0.92,False,False,moving
591,43,3,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.617446,0.09048,oil,1.35,0.92,False,False,moving
592,43,4,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.926458,0.094484,seeds,1.5,0.92,False,False,moving
593,43,5,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.188631,0.094848,wire,1.65,0.882904,False,False,moving
594,43,6,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.0,0.09288,planks,1.65,0.82,False,True,arrived
595,43,7,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.449139,0.09648,herbs,1.8,0.92,False,False,moving
596,43,8,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.870432,0.0,paper,1.2,0.92,True,False,blocked
597,43,9,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.633145,0.09768,oil,1.35,0.92,False,False,moving
598,43,10,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.947572,0.095014,seeds,1.5,0.92,False,False,moving
599,43,11,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.215995,0.093474,wire,1.65,0.894168,False,False,moving
600,43,12,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.018907,0.09688,planks,1.65,0.830544,False,False,moving
601,43,13,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.475605,0.09528,herbs,1.8,0.92,False,False,moving
602,44,0,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.889964,0.093755,paper,1.35,0.92,False,False,moving
603,44,1,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.648266,0.09408,oil,1.5,0.92,False,False,moving
604,44,2,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.969219,0.097414,seeds,1.65,0.92,False,False,moving
605,44,3,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.249314,0.093293,wire,1.8,0.905432,False,False,moving
606,44,4,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.037547,0.095511,planks,1.8,0.841448,False,False,moving
607,44,5,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.502739,0.09768,herbs,1.2,0.92,False,False,moving
608,44,6,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.909246,0.092555,paper,1.35,0.92,False,False,moving
609,44,7,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.663194,0.09288,oil,1.5,0.92,False,False,moving
610,44,8,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.990126,0.09408,seeds,1.65,0.92,False,False,moving
611,44,9,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.276923,0.094313,wire,1.8,0.916336,False,False,moving
612,44,10,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.055919,0.094137,planks,1.8,0.852712,False,False,moving
613,44,11,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.529539,0.09648,herbs,1.2,0.92,False,False,moving
614,44,12,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.909246,0.0,paper,1.35,0.92,True,False,blocked
615,44,13,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.678893,0.09768,oil,1.5,0.92,False,False,moving
616,45,0,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.0,0.09288,seeds,1.8,0.82,False,True,arrived
617,45,1,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.305184,0.096539,wire,1.2,0.92,False,False,moving
618,45,2,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.074724,0.096357,planks,1.2,0.863256,False,False,moving
619,45,3,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.529539,0.0,herbs,1.35,0.92,True,False,blocked
620,45,4,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.928568,0.092744,paper,1.5,0.92,False,False,moving
621,45,5,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.694013,0.09408,oil,1.65,0.92,False,False,moving
622,45,6,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.018084,0.09928,seeds,1.8,0.829824,False,False,moving
623,45,7,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.333076,0.09528,wire,1.2,0.92,False,False,moving
624,45,8,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.092793,0.092588,planks,1.2,0.87488,False,False,moving
625,45,9,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.555673,0.094083,herbs,1.35,0.92,False,False,moving
626,45,10,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.947998,0.093265,paper,1.5,0.92,False,False,moving
627,45,11,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.712225,0.09288,oil,1.65,0.92,False,False,moving
