tick,day,scene_id,focus_agent,obligation_visible,return_obligation_visible,trust_access_visible,followup_visible,repair_deferral_visible,residual_debt_visible,sensory_frequency_hz,flower_phase,public_behavior_marker,private_workspace_sealed
460,26,v24-scene-d26,Nari,1,0,1,0,1,1,1.22,354.47144,Nari carries owned-task state across this visit,1
461,26,v24-scene-d26,Keth,1,1,1,1,0,1,1.23,134.563204,Keth follows up on path cord; unresolved duty changes options,1
462,26,v24-scene-d26,Nari,1,0,1,1,0,1,1.23,273.814968,Nari follows up on ink ledger; unresolved duty changes options,1
463,26,v24-scene-d26,Sova,1,1,1,0,1,0,1.16,40.316732,Sova accepts repair for moth lantern; access begins recovering,1
464,26,v24-scene-d26,Melo,1,1,1,0,0,0,1.12,176.788496,Melo accepts repair for tally beads; access begins recovering,1
465,26,v24-scene-d26,Nari,1,0,1,0,0,1,1.18,327.84026,Nari carries owned-task state across this visit,1
466,26,v24-scene-d26,Melo,1,1,1,0,0,1,1.18,108.852024,Melo carries owned-task state across this visit,1
467,26,v24-scene-d26,Nari,1,0,1,0,1,0,1.16,232.703788,Nari accepts repair for ink ledger; access begins recovering,1
468,27,v24-scene-d27,Vonn,1,1,1,0,0,0,1.12,1.543552,Vonn accepts repair for listening shell; access begins recovering,1
469,27,v24-scene-d27,Ori,0,0,1,0,0,0,1.12,146.135316,Ori carries owned-task state across this visit,1
470,27,v24-scene-d27,Nari,1,1,1,0,0,0,1.12,283.01708,Nari accepts repair for fern key; access begins recovering,1
471,27,v24-scene-d27,Nari,1,0,1,0,1,1,1.18,71.438844,Nari accepts a deferral but keeps residual debt visible,1
472,27,v24-scene-d27,Keth,0,1,1,0,0,0,1.12,189.970608,Keth accepts repair for path cord; access begins recovering,1
473,27,v24-scene-d27,Sova,1,1,1,0,0,0,1.12,330.102372,Sova accepts repair for ember bowl; access begins recovering,1
474,27,v24-scene-d27,Melo,1,1,1,1,1,1,1.23,133.034136,Melo follows up on tally beads; unresolved duty changes options,1
475,27,v24-scene-d27,Melo,1,1,1,0,0,0,1.12,249.1559,Melo accepts repair for tally beads; access begins recovering,1
476,27,v24-scene-d27,Vonn,1,0,1,0,1,1,1.22,42.657664,Vonn carries owned-task state across this visit,1
477,27,v24-scene-d27,Vonn,1,0,1,0,1,0,1.16,167.359428,Vonn accepts repair for rain mirror; access begins recovering,1
478,27,v24-scene-d27,Keth,1,1,1,1,1,1,1.23,326.301192,Keth follows up on path cord; unresolved duty changes options,1
479,27,v24-scene-d27,Ori,1,1,1,0,0,0,1.12,81.212956,Ori accepts repair for sap hook; access begins recovering,1
480,27,v24-scene-d27,Sova,1,1,1,0,0,0,1.12,212.87472,Sova accepts repair for moth lantern; access begins recovering,1
481,27,v24-scene-d27,Keth,1,1,1,0,0,0,1.12,348.166484,Keth accepts repair for path cord; access begins recovering,1
482,27,v24-scene-d27,Ori,1,1,1,1,1,1,1.23,142.838248,Ori follows up on sap hook; unresolved duty changes options,1
483,27,v24-scene-d27,Sova,1,1,1,0,0,1,1.18,281.440012,Sova carries owned-task state across this visit,1
484,27,v24-scene-d27,Vonn,1,0,1,0,1,0,1.16,47.711776,Vonn accepts repair for rain mirror; access begins recovering,1
485,27,v24-scene-d27,Ori,1,1,1,1,1,1,1.23,205.44354,Ori follows up on sap hook; unresolved duty changes options,1
486,28,v24-scene-d28,Sova,1,1,1,0,0,0,1.12,320.313304,Sova accepts repair for ember bowl; access begins recovering,1
487,28,v24-scene-d28,Ori,1,1,1,0,0,0,1.12,96.815068,Ori accepts repair for sap hook; access begins recovering,1
488,28,v24-scene-d28,Keth,1,1,1,0,0,0,1.12,236.946832,Keth accepts repair for path cord; access begins recovering,1
489,28,v24-scene-d28,Ori,0,0,1,0,0,0,1.12,16.698596,Ori carries owned-task state across this visit,1
490,28,v24-scene-d28,Nari,1,0,1,0,1,0,1.16,144.26036,Nari accepts repair for ink ledger; access begins recovering,1
491,28,v24-scene-d28,Keth,1,1,1,0,0,0,1.12,281.612124,Keth accepts repair for path cord; access begins recovering,1
492,28,v24-scene-d28,Melo,1,1,1,0,0,0,1.12,62.953888,Melo accepts repair for tally beads; access begins recovering,1
493,28,v24-scene-d28,Keth,0,0,1,0,0,0,1.12,201.495652,Keth carries owned-task state across this visit,1
494,28,v24-scene-d28,Vonn,1,1,1,0,0,0,1.12,345.637416,Vonn accepts repair for listening shell; access begins recovering,1
495,28,v24-scene-d28,Keth,1,1,1,0,0,1,1.18,131.51918,Keth carries owned-task state across this visit,1
496,28,v24-scene-d28,Melo,1,1,1,1,1,1,1.23,281.440944,Melo follows up on tally beads; unresolved duty changes options,1
497,28,v24-scene-d28,Sova,0,0,1,0,0,0,1.12,40.812708,Sova carries owned-task state across this visit,1
498,28,v24-scene-d28,Keth,1,1,1,0,0,0,1.12,174.064472,Keth accepts repair for path cord; access begins recovering,1
499,28,v24-scene-d28,Sova,1,1,1,0,0,0,1.12,304.516236,Sova accepts repair for moth lantern; access begins recovering,1
500,28,v24-scene-d28,Sova,1,1,1,1,0,1,1.23,97.978,Sova follows up on ember bowl; unresolved duty changes options,1
501,28,v24-scene-d28,Vonn,0,0,1,0,0,0,1.12,223.189764,Vonn carries owned-task state across this visit,1
502,28,v24-scene-d28,Melo,1,1,1,0,0,0,1.12,0.071528,Melo accepts repair for tally beads; access begins recovering,1
503,28,v24-scene-d28,Vonn,1,0,1,0,1,0,1.16,139.353292,Vonn accepts repair for rain mirror; access begins recovering,1
504,29,v24-scene-d29,Sova,1,1,1,0,1,0,1.16,274.273056,Sova accepts repair for ember bowl; access begins recovering,1
505,29,v24-scene-d29,Keth,0,0,1,0,0,0,1.12,52.78482,Keth carries owned-task state across this visit,1
506,29,v24-scene-d29,Ori,1,1,1,0,0,0,1.12,188.456584,Ori accepts repair for sap hook; access begins recovering,1
507,29,v24-scene-d29,Nari,1,1,1,1,1,1,1.27,347.998348,Nari follows up on ink ledger; unresolved duty changes options,1
508,29,v24-scene-d29,Nari,1,1,1,0,0,0,1.18,119.340112,Nari accepts repair for ink ledger; access begins recovering,1
509,29,v24-scene-d29,Ori,0,0,1,0,0,0,1.12,247.261876,Ori carries owned-task state across this visit,1
510,29,v24-scene-d29,Sova,1,1,1,0,0,0,1.12,16.88364,Sova accepts repair for moth lantern; access begins recovering,1
511,29,v24-scene-d29,Sova,1,1,1,0,1,0,1.16,154.625404,Sova accepts repair for ember bowl; access begins recovering,1
512,29,v24-scene-d29,Nari,1,1,1,1,0,1,1.23,306.847168,Nari follows up on fern key; unresolved duty changes options,1
513,29,v24-scene-d29,Vonn,0,0,1,0,0,0,1.12,79.318932,Vonn carries owned-task state across this visit,1
514,29,v24-scene-d29,Keth,1,1,1,0,0,0,1.12,208.940696,Keth accepts repair for path cord; access begins recovering,1
515,29,v24-scene-d29,Nari,1,1,1,0,0,1,1.18,0.87246,Nari carries owned-task state across this visit,1
516,29,v24-scene-d29,Sova,1,1,1,0,0,0,1.12,130.414224,Sova accepts repair for moth lantern; access begins recovering,1
517,29,v24-scene-d29,Sova,0,0,1,0,0,0,1.12,268.955988,Sova carries owned-task state across this visit,1
518,29,v24-scene-d29,Ori,1,1,1,0,0,0,1.12,43.417752,Ori accepts repair for sap hook; access begins recovering,1
519,29,v24-scene-d29,Melo,1,1,1,0,0,0,1.12,173.869516,Melo accepts repair for tally beads; access begins recovering,1
520,29,v24-scene-d29,Vonn,1,0,1,1,1,1,1.27,330.11128,Vonn follows up on rain mirror; unresolved duty changes options,1
521,29,v24-scene-d29,Vonn,1,0,1,0,0,1,1.18,105.053044,Vonn carries owned-task state across this visit,1
522,30,v24-scene-d30,Sova,1,1,1,1,0,1,1.23,242.712808,Sova follows up on ember bowl; unresolved duty changes options,1
523,30,v24-scene-d30,Ori,1,1,1,0,0,0,1.12,2.254572,Ori accepts repair for sap hook; access begins recovering,1
524,30,v24-scene-d30,Melo,1,1,1,0,0,0,1.12,144.806336,Melo accepts repair for tally beads; access begins recovering,1
525,30,v24-scene-d30,Nari,1,1,1,0,0,0,1.12,280.0981,Nari accepts repair for fern key; access begins recovering,1
526,30,v24-scene-d30,Sova,1,1,1,0,0,0,1.12,61.439864,Sova accepts repair for ember bowl; access begins recovering,1
527,30,v24-scene-d30,Keth,1,1,1,0,0,0,1.12,199.151628,Keth accepts repair for path cord; access begins recovering,1
528,30,v24-scene-d30,Nari,1,0,1,1,1,1,1.23,1.203392,Nari follows up on ink ledger; unresolved duty changes options,1
529,30,v24-scene-d30,Nari,1,0,1,1,0,1,1.23,140.125156,Nari follows up on ink ledger; unresolved duty changes options,1
530,30,v24-scene-d30,Vonn,0,0,1,0,1,0,1.16,246.59692,Vonn accepts repair for rain mirror; access begins recovering,1
531,30,v24-scene-d30,Vonn,1,1,1,0,0,0,1.12,25.158684,Vonn accepts repair for rain mirror; access begins recovering,1
532,30,v24-scene-d30,Vonn,1,1,1,0,0,0,1.12,168.920448,Vonn accepts repair for listening shell; access begins recovering,1
533,30,v24-scene-d30,Keth,0,0,1,0,0,0,1.12,302.622212,Keth carries owned-task state across this visit,1
534,30,v24-scene-d30,Sova,1,1,1,1,0,1,1.23,97.673976,Sova follows up on ember bowl; unresolved duty changes options,1
535,30,v24-scene-d30,Nari,1,0,1,0,1,0,1.16,219.99574,Nari accepts repair for ink ledger; access begins recovering,1
536,30,v24-scene-d30,Vonn,1,1,1,0,0,0,1.12,352.507504,Vonn accepts repair for listening shell; access begins recovering,1
537,30,v24-scene-d30,Nari,1,1,1,1,0,1,1.23,152.019268,Nari follows up on fern key; unresolved duty changes options,1
538,30,v24-scene-d30,Melo,1,1,1,0,0,0,1.12,277.611032,Melo accepts repair for tally beads; access begins recovering,1
539,30,v24-scene-d30,Vonn,1,0,1,1,0,1,1.23,60.512796,Vonn follows up on rain mirror; unresolved duty changes options,1
