tick_id,day,region_id,building,collapse_event,collapse_cause,collapse_severity,recovery_stage_before,recovery_delta,recovery_stage_after,bounded_damage,recovery_visible
742,47,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
743,47,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
744,47,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
745,47,archive_quarter,public kiosk,True,seasonal storm pressure,0.2918,shored,0.0,shored,True,True
746,47,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
747,47,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
748,47,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
749,47,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
750,47,archive_quarter,public kiosk,True,seasonal storm pressure,0.2918,shored,0.0,shored,True,True
751,47,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
752,48,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
753,48,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
754,48,archive_quarter,public kiosk,False,none,0.0,shored,0.30915,stable,True,True
755,48,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
756,48,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
757,48,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
758,48,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
759,48,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
760,48,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
761,48,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
762,48,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
763,48,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
764,48,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
765,48,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
766,48,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
767,48,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
768,49,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
769,49,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
770,49,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
771,49,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
772,49,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
773,49,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
774,49,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
775,49,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
776,49,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
777,49,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
778,49,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
779,49,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
780,49,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
781,49,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
782,49,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
783,49,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
784,50,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
785,50,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
786,50,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
787,50,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
788,50,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
789,50,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
790,50,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
791,50,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
792,50,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
793,50,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
794,50,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
795,50,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
796,50,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
797,50,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
798,50,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
799,50,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
800,51,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
801,51,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
802,51,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
803,51,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
804,51,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
805,51,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
806,51,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
807,51,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
808,51,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
809,51,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
810,51,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
811,51,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
812,51,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
813,51,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
814,51,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
815,51,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
816,52,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
817,52,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
818,52,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
819,52,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
820,52,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
821,52,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
822,52,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
823,52,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
824,52,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
825,52,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
826,52,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
827,52,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
828,52,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
829,52,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
830,52,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
831,52,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
832,53,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
833,53,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
834,53,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
835,53,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
836,53,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
837,53,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
838,53,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
839,53,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
840,53,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
841,53,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
842,53,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
843,53,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
844,53,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
845,53,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
846,53,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
847,53,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
848,54,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
849,54,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
850,54,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
851,54,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
852,54,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
853,54,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
854,54,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
855,54,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
856,54,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
857,54,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
858,54,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
859,54,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
860,54,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
861,54,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
862,54,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
863,54,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
864,55,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
865,55,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
866,55,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
867,55,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
868,55,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
869,55,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
870,55,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
871,55,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
872,55,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
873,55,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
874,55,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
875,55,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
876,55,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
877,55,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
878,55,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
879,55,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
880,56,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
881,56,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
882,56,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
883,56,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
884,56,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
885,56,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
886,56,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
887,56,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
888,56,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
889,56,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
890,56,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
891,56,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
892,56,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
893,56,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
894,56,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
895,56,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
896,57,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
897,57,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
898,57,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
899,57,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
900,57,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
901,57,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
902,57,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
903,57,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
904,57,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
905,57,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
906,57,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
907,57,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
908,57,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
909,57,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
910,57,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
911,57,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
912,58,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
913,58,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
914,58,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
915,58,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
916,58,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
917,58,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
918,58,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
919,58,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
920,58,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
921,58,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
922,58,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
923,58,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
924,58,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
925,58,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
926,58,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
927,58,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
928,59,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
929,59,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
930,59,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
931,59,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
932,59,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
933,59,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
934,59,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
935,59,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
936,59,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
937,59,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
938,59,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
939,59,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
940,59,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
941,59,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
942,59,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
943,59,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
944,60,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
945,60,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
946,60,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
947,60,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
948,60,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
949,60,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
950,60,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
951,60,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
952,60,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
953,60,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
954,60,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
955,60,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
956,60,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
957,60,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
958,60,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
959,60,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
960,61,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
961,61,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
962,61,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
963,61,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
964,61,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
965,61,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
966,61,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
967,61,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
968,61,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
969,61,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
970,61,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
971,61,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
972,61,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
973,61,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
974,61,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
975,61,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
976,62,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
977,62,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
978,62,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
979,62,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
980,62,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
981,62,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
982,62,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
983,62,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
984,62,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
985,62,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
986,62,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
987,62,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
988,62,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
989,62,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
990,62,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
991,62,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
992,63,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
993,63,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
994,63,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
995,63,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
996,63,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
997,63,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
998,63,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
999,63,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
1000,63,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
1001,63,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
1002,63,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
1003,63,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
1004,63,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
1005,63,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
1006,63,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
1007,63,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
1008,64,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
1009,64,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
1010,64,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
1011,64,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
1012,64,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
1013,64,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
1014,64,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
1015,64,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
1016,64,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
1017,64,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
1018,64,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
1019,64,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
1020,64,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
1021,64,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
1022,64,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
1023,64,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
