tick_id,day,settlement_id,scheduler_id,partner_id,witness_id,scheduled_task,scheduled_room,avatar_action,schedule_source,dependency,start_slot,duration_slots,schedule_status,advanced_without_avatar,visible_schedule_card,private_workspace_sealed
1401,78,signal,Oda,Milo,Ren,read wind,lens room,inspect_role_board,resident-to-resident,check rope,15,1,scheduled,True,True,True
1402,78,orchard,Ivo,Mara,Pim,count seeds,satchel shed,absent,resident-to-resident,trade tokens,16,2,scheduled,True,True,True
1403,78,repair_ring,Pax,Vale,Wren,clip wire,arrival court,ask_about_debt,resident-to-resident,test bell,17,3,scheduled,True,True,True
1404,79,roofward,Fay,Sera,Orr,clean lens,sun sill,inspect_role_board,resident-to-resident,sort ledger,0,2,renegotiated,True,True,True
1405,79,archive,Toma,Vell,Rin,thread spool,arrival court,absent,resident-to-resident,seal desk,1,3,scheduled,True,True,True
1406,79,signal,Kesh,Oda,Milo,watch lens,mast base,ask_about_debt,resident-to-resident,read wind,2,1,scheduled,True,True,True
1407,79,orchard,Suf,Ivo,Mara,watch mud,mud row,ask_forgiveness_limit,resident-to-resident,count seeds,3,2,scheduled,True,True,True
1408,79,repair_ring,Juno,Pax,Vale,cool bench,bell alcove,inspect_role_board,resident-to-resident,clip wire,4,3,scheduled,True,True,True
1409,79,riverbend,Lio,Cee,Nox,trim lantern,kit alcove,ask_about_debt,resident-to-resident,dry cords,5,1,scheduled,True,True,True
1410,79,roofward,Orr,Bex,Fay,set hinge,arrival court,ask_forgiveness_limit,resident-to-resident,shade stair,6,2,scheduled,True,True,True
1411,79,archive,Rin,Nia,Toma,quiet stacks,stone stacks,inspect_role_board,resident-to-resident,sort tags,7,3,scheduled,True,True,True
1412,79,signal,Milo,Ren,Kesh,check rope,lantern walk,absent,resident-to-resident,fill lantern,8,1,scheduled,True,True,True
1413,79,orchard,Mara,Pim,Suf,trade tokens,market plank,ask_about_debt,resident-to-resident,dry rows,9,2,renegotiated,True,True,True
1414,79,repair_ring,Vale,Wren,Juno,test bell,cool corner,ask_forgiveness_limit,resident-to-resident,watch sparks,10,3,scheduled,True,True,True
1415,79,riverbend,Nox,Ari,Lio,watch water,arrival court,absent,resident-to-resident,repair crossing,11,1,scheduled,True,True,True
1416,79,roofward,Fay,Sera,Orr,clean lens,glass stair,ask_about_debt,resident-to-resident,sort ledger,12,2,scheduled,True,True,True
1417,79,archive,Toma,Vell,Rin,thread spool,spool room,ask_forgiveness_limit,resident-to-resident,seal desk,13,3,scheduled,True,True,True
1418,79,signal,Kesh,Oda,Milo,watch lens,lens room,inspect_role_board,resident-to-resident,read wind,14,1,scheduled,True,True,True
1419,79,orchard,Suf,Ivo,Mara,watch mud,satchel shed,absent,resident-to-resident,count seeds,15,2,scheduled,True,True,True
1420,79,repair_ring,Juno,Pax,Vale,cool bench,arrival court,ask_about_debt,resident-to-resident,clip wire,16,3,scheduled,True,True,True
1421,79,riverbend,Lio,Cee,Nox,trim lantern,plank hall,inspect_role_board,resident-to-resident,dry cords,17,1,scheduled,True,True,True
1422,80,archive,Nia,Toma,Vell,sort tags,arrival court,absent,resident-to-resident,thread spool,0,3,renegotiated,True,True,True
1423,80,signal,Ren,Kesh,Oda,fill lantern,mast base,ask_about_debt,resident-to-resident,watch lens,1,1,scheduled,True,True,True
1424,80,orchard,Pim,Suf,Ivo,dry rows,mud row,ask_forgiveness_limit,resident-to-resident,watch mud,2,2,scheduled,True,True,True
1425,80,repair_ring,Wren,Juno,Pax,watch sparks,bell alcove,inspect_role_board,resident-to-resident,cool bench,3,3,scheduled,True,True,True
1426,80,riverbend,Ari,Lio,Cee,repair crossing,kit alcove,ask_about_debt,resident-to-resident,trim lantern,4,1,scheduled,True,True,True
1427,80,roofward,Sera,Orr,Bex,sort ledger,arrival court,ask_forgiveness_limit,resident-to-resident,set hinge,5,2,scheduled,True,True,True
1428,80,archive,Vell,Rin,Nia,seal desk,stone stacks,inspect_role_board,resident-to-resident,quiet stacks,6,3,scheduled,True,True,True
1429,80,signal,Oda,Milo,Ren,read wind,lantern walk,absent,resident-to-resident,check rope,7,1,scheduled,True,True,True
1430,80,orchard,Ivo,Mara,Pim,count seeds,market plank,ask_about_debt,resident-to-resident,trade tokens,8,2,scheduled,True,True,True
1431,80,repair_ring,Pax,Vale,Wren,clip wire,cool corner,ask_forgiveness_limit,resident-to-resident,test bell,9,3,renegotiated,True,True,True
1432,80,riverbend,Cee,Nox,Ari,dry cords,arrival court,absent,resident-to-resident,watch water,10,1,scheduled,True,True,True
1433,80,roofward,Bex,Fay,Sera,shade stair,glass stair,ask_about_debt,resident-to-resident,clean lens,11,2,scheduled,True,True,True
1434,80,archive,Nia,Toma,Vell,sort tags,spool room,ask_forgiveness_limit,resident-to-resident,thread spool,12,3,scheduled,True,True,True
1435,80,signal,Ren,Kesh,Oda,fill lantern,lens room,inspect_role_board,resident-to-resident,watch lens,13,1,scheduled,True,True,True
1436,80,orchard,Pim,Suf,Ivo,dry rows,satchel shed,absent,resident-to-resident,watch mud,14,2,scheduled,True,True,True
1437,80,repair_ring,Wren,Juno,Pax,watch sparks,arrival court,ask_about_debt,resident-to-resident,cool bench,15,3,scheduled,True,True,True
1438,80,riverbend,Ari,Lio,Cee,repair crossing,plank hall,inspect_role_board,resident-to-resident,trim lantern,16,1,scheduled,True,True,True
1439,80,roofward,Sera,Orr,Bex,sort ledger,warm lane,absent,resident-to-resident,set hinge,17,2,scheduled,True,True,True
1440,81,signal,Milo,Ren,Kesh,check rope,mast base,ask_about_debt,resident-to-resident,fill lantern,0,1,renegotiated,True,True,True
1441,81,orchard,Mara,Pim,Suf,trade tokens,mud row,ask_forgiveness_limit,resident-to-resident,dry rows,1,2,scheduled,True,True,True
1442,81,repair_ring,Vale,Wren,Juno,test bell,bell alcove,inspect_role_board,resident-to-resident,watch sparks,2,3,scheduled,True,True,True
1443,81,riverbend,Nox,Ari,Lio,watch water,kit alcove,ask_about_debt,resident-to-resident,repair crossing,3,1,scheduled,True,True,True
1444,81,roofward,Fay,Sera,Orr,clean lens,arrival court,ask_forgiveness_limit,resident-to-resident,sort ledger,4,2,scheduled,True,True,True
1445,81,archive,Toma,Vell,Rin,thread spool,stone stacks,inspect_role_board,resident-to-resident,seal desk,5,3,scheduled,True,True,True
1446,81,signal,Kesh,Oda,Milo,watch lens,lantern walk,absent,resident-to-resident,read wind,6,1,scheduled,True,True,True
1447,81,orchard,Suf,Ivo,Mara,watch mud,market plank,ask_about_debt,resident-to-resident,count seeds,7,2,scheduled,True,True,True
1448,81,repair_ring,Juno,Pax,Vale,cool bench,cool corner,ask_forgiveness_limit,resident-to-resident,clip wire,8,3,scheduled,True,True,True
1449,81,riverbend,Lio,Cee,Nox,trim lantern,arrival court,absent,resident-to-resident,dry cords,9,1,renegotiated,True,True,True
1450,81,roofward,Orr,Bex,Fay,set hinge,glass stair,ask_about_debt,resident-to-resident,shade stair,10,2,scheduled,True,True,True
1451,81,archive,Rin,Nia,Toma,quiet stacks,spool room,ask_forgiveness_limit,resident-to-resident,sort tags,11,3,scheduled,True,True,True
1452,81,signal,Milo,Ren,Kesh,check rope,lens room,inspect_role_board,resident-to-resident,fill lantern,12,1,scheduled,True,True,True
1453,81,orchard,Mara,Pim,Suf,trade tokens,satchel shed,absent,resident-to-resident,dry rows,13,2,scheduled,True,True,True
1454,81,repair_ring,Vale,Wren,Juno,test bell,arrival court,ask_about_debt,resident-to-resident,watch sparks,14,3,scheduled,True,True,True
1455,81,riverbend,Nox,Ari,Lio,watch water,plank hall,inspect_role_board,resident-to-resident,repair crossing,15,1,scheduled,True,True,True
1456,81,roofward,Fay,Sera,Orr,clean lens,warm lane,absent,resident-to-resident,sort ledger,16,2,scheduled,True,True,True
1457,81,archive,Toma,Vell,Rin,thread spool,ink niche,ask_about_debt,resident-to-resident,seal desk,17,3,scheduled,True,True,True
1458,82,orchard,Ivo,Mara,Pim,count seeds,mud row,ask_forgiveness_limit,resident-to-resident,trade tokens,0,2,renegotiated,True,True,True
1459,82,repair_ring,Pax,Vale,Wren,clip wire,bell alcove,inspect_role_board,resident-to-resident,test bell,1,3,scheduled,True,True,True
1460,82,riverbend,Cee,Nox,Ari,dry cords,kit alcove,ask_about_debt,resident-to-resident,watch water,2,1,scheduled,True,True,True
1461,82,roofward,Bex,Fay,Sera,shade stair,arrival court,ask_forgiveness_limit,resident-to-resident,clean lens,3,2,scheduled,True,True,True
1462,82,archive,Nia,Toma,Vell,sort tags,stone stacks,inspect_role_board,resident-to-resident,thread spool,4,3,scheduled,True,True,True
1463,82,signal,Ren,Kesh,Oda,fill lantern,lantern walk,absent,resident-to-resident,watch lens,5,1,scheduled,True,True,True
1464,82,orchard,Pim,Suf,Ivo,dry rows,market plank,ask_about_debt,resident-to-resident,watch mud,6,2,scheduled,True,True,True
1465,82,repair_ring,Wren,Juno,Pax,watch sparks,cool corner,ask_forgiveness_limit,resident-to-resident,cool bench,7,3,scheduled,True,True,True
1466,82,riverbend,Ari,Lio,Cee,repair crossing,arrival court,absent,resident-to-resident,trim lantern,8,1,scheduled,True,True,True
1467,82,roofward,Sera,Orr,Bex,sort ledger,glass stair,ask_about_debt,resident-to-resident,set hinge,9,2,renegotiated,True,True,True
1468,82,archive,Vell,Rin,Nia,seal desk,spool room,ask_forgiveness_limit,resident-to-resident,quiet stacks,10,3,scheduled,True,True,True
1469,82,signal,Oda,Milo,Ren,read wind,lens room,inspect_role_board,resident-to-resident,check rope,11,1,scheduled,True,True,True
1470,82,orchard,Ivo,Mara,Pim,count seeds,satchel shed,absent,resident-to-resident,trade tokens,12,2,scheduled,True,True,True
1471,82,repair_ring,Pax,Vale,Wren,clip wire,arrival court,ask_about_debt,resident-to-resident,test bell,13,3,scheduled,True,True,True
1472,82,riverbend,Cee,Nox,Ari,dry cords,plank hall,inspect_role_board,resident-to-resident,watch water,14,1,scheduled,True,True,True
1473,82,roofward,Bex,Fay,Sera,shade stair,warm lane,absent,resident-to-resident,clean lens,15,2,scheduled,True,True,True
1474,82,archive,Nia,Toma,Vell,sort tags,ink niche,ask_about_debt,resident-to-resident,thread spool,16,3,scheduled,True,True,True
1475,82,signal,Ren,Kesh,Oda,fill lantern,signal perch,ask_forgiveness_limit,resident-to-resident,watch lens,17,1,scheduled,True,True,True
1476,83,repair_ring,Juno,Pax,Vale,cool bench,bell alcove,inspect_role_board,resident-to-resident,clip wire,0,3,renegotiated,True,True,True
1477,83,riverbend,Lio,Cee,Nox,trim lantern,kit alcove,ask_about_debt,resident-to-resident,dry cords,1,1,scheduled,True,True,True
1478,83,roofward,Orr,Bex,Fay,set hinge,arrival court,ask_forgiveness_limit,resident-to-resident,shade stair,2,2,scheduled,True,True,True
1479,83,archive,Rin,Nia,Toma,quiet stacks,stone stacks,inspect_role_board,resident-to-resident,sort tags,3,3,scheduled,True,True,True
1480,83,signal,Milo,Ren,Kesh,check rope,lantern walk,absent,resident-to-resident,fill lantern,4,1,scheduled,True,True,True
1481,83,orchard,Mara,Pim,Suf,trade tokens,market plank,ask_about_debt,resident-to-resident,dry rows,5,2,scheduled,True,True,True
1482,83,repair_ring,Vale,Wren,Juno,test bell,cool corner,ask_forgiveness_limit,resident-to-resident,watch sparks,6,3,scheduled,True,True,True
1483,83,riverbend,Nox,Ari,Lio,watch water,arrival court,absent,resident-to-resident,repair crossing,7,1,scheduled,True,True,True
1484,83,roofward,Fay,Sera,Orr,clean lens,glass stair,ask_about_debt,resident-to-resident,sort ledger,8,2,scheduled,True,True,True
1485,83,archive,Toma,Vell,Rin,thread spool,spool room,ask_forgiveness_limit,resident-to-resident,seal desk,9,3,renegotiated,True,True,True
1486,83,signal,Kesh,Oda,Milo,watch lens,lens room,inspect_role_board,resident-to-resident,read wind,10,1,scheduled,True,True,True
1487,83,orchard,Suf,Ivo,Mara,watch mud,satchel shed,absent,resident-to-resident,count seeds,11,2,scheduled,True,True,True
1488,83,repair_ring,Juno,Pax,Vale,cool bench,arrival court,ask_about_debt,resident-to-resident,clip wire,12,3,scheduled,True,True,True
1489,83,riverbend,Lio,Cee,Nox,trim lantern,plank hall,inspect_role_board,resident-to-resident,dry cords,13,1,scheduled,True,True,True
1490,83,roofward,Orr,Bex,Fay,set hinge,warm lane,absent,resident-to-resident,shade stair,14,2,scheduled,True,True,True
1491,83,archive,Rin,Nia,Toma,quiet stacks,ink niche,ask_about_debt,resident-to-resident,sort tags,15,3,scheduled,True,True,True
1492,83,signal,Milo,Ren,Kesh,check rope,signal perch,ask_forgiveness_limit,resident-to-resident,fill lantern,16,1,scheduled,True,True,True
1493,83,orchard,Mara,Pim,Suf,trade tokens,arrival court,inspect_role_board,resident-to-resident,dry rows,17,2,scheduled,True,True,True
1494,84,riverbend,Ari,Lio,Cee,repair crossing,kit alcove,ask_about_debt,resident-to-resident,trim lantern,0,1,renegotiated,True,True,True
1495,84,roofward,Sera,Orr,Bex,sort ledger,arrival court,ask_forgiveness_limit,resident-to-resident,set hinge,1,2,scheduled,True,True,True
1496,84,archive,Vell,Rin,Nia,seal desk,stone stacks,inspect_role_board,resident-to-resident,quiet stacks,2,3,scheduled,True,True,True
1497,84,signal,Oda,Milo,Ren,read wind,lantern walk,absent,resident-to-resident,check rope,3,1,scheduled,True,True,True
1498,84,orchard,Ivo,Mara,Pim,count seeds,market plank,ask_about_debt,resident-to-resident,trade tokens,4,2,scheduled,True,True,True
1499,84,repair_ring,Pax,Vale,Wren,clip wire,cool corner,ask_forgiveness_limit,resident-to-resident,test bell,5,3,scheduled,True,True,True
1500,84,riverbend,Cee,Nox,Ari,dry cords,arrival court,absent,resident-to-resident,watch water,6,1,scheduled,True,True,True
1501,84,roofward,Bex,Fay,Sera,shade stair,glass stair,ask_about_debt,resident-to-resident,clean lens,7,2,scheduled,True,True,True
1502,84,archive,Nia,Toma,Vell,sort tags,spool room,ask_forgiveness_limit,resident-to-resident,thread spool,8,3,scheduled,True,True,True
1503,84,signal,Ren,Kesh,Oda,fill lantern,lens room,inspect_role_board,resident-to-resident,watch lens,9,1,renegotiated,True,True,True
1504,84,orchard,Pim,Suf,Ivo,dry rows,satchel shed,absent,resident-to-resident,watch mud,10,2,scheduled,True,True,True
1505,84,repair_ring,Wren,Juno,Pax,watch sparks,arrival court,ask_about_debt,resident-to-resident,cool bench,11,3,scheduled,True,True,True
1506,84,riverbend,Ari,Lio,Cee,repair crossing,plank hall,inspect_role_board,resident-to-resident,trim lantern,12,1,scheduled,True,True,True
1507,84,roofward,Sera,Orr,Bex,sort ledger,warm lane,absent,resident-to-resident,set hinge,13,2,scheduled,True,True,True
1508,84,archive,Vell,Rin,Nia,seal desk,ink niche,ask_about_debt,resident-to-resident,quiet stacks,14,3,scheduled,True,True,True
1509,84,signal,Oda,Milo,Ren,read wind,signal perch,ask_forgiveness_limit,resident-to-resident,check rope,15,1,scheduled,True,True,True
1510,84,orchard,Ivo,Mara,Pim,count seeds,arrival court,inspect_role_board,resident-to-resident,trade tokens,16,2,scheduled,True,True,True
1511,84,repair_ring,Pax,Vale,Wren,clip wire,wire bench,absent,resident-to-resident,test bell,17,3,scheduled,True,True,True
1512,85,roofward,Fay,Sera,Orr,clean lens,arrival court,ask_forgiveness_limit,resident-to-resident,sort ledger,0,2,renegotiated,True,True,True
1513,85,archive,Toma,Vell,Rin,thread spool,stone stacks,inspect_role_board,resident-to-resident,seal desk,1,3,scheduled,True,True,True
1514,85,signal,Kesh,Oda,Milo,watch lens,lantern walk,absent,resident-to-resident,read wind,2,1,scheduled,True,True,True
1515,85,orchard,Suf,Ivo,Mara,watch mud,market plank,ask_about_debt,resident-to-resident,count seeds,3,2,scheduled,True,True,True
1516,85,repair_ring,Juno,Pax,Vale,cool bench,cool corner,ask_forgiveness_limit,resident-to-resident,clip wire,4,3,scheduled,True,True,True
1517,85,riverbend,Lio,Cee,Nox,trim lantern,arrival court,absent,resident-to-resident,dry cords,5,1,scheduled,True,True,True
1518,85,roofward,Orr,Bex,Fay,set hinge,glass stair,ask_about_debt,resident-to-resident,shade stair,6,2,scheduled,True,True,True
1519,85,archive,Rin,Nia,Toma,quiet stacks,spool room,ask_forgiveness_limit,resident-to-resident,sort tags,7,3,scheduled,True,True,True
1520,85,signal,Milo,Ren,Kesh,check rope,lens room,inspect_role_board,resident-to-resident,fill lantern,8,1,scheduled,True,True,True
1521,85,orchard,Mara,Pim,Suf,trade tokens,satchel shed,absent,resident-to-resident,dry rows,9,2,renegotiated,True,True,True
1522,85,repair_ring,Vale,Wren,Juno,test bell,arrival court,ask_about_debt,resident-to-resident,watch sparks,10,3,scheduled,True,True,True
1523,85,riverbend,Nox,Ari,Lio,watch water,plank hall,inspect_role_board,resident-to-resident,repair crossing,11,1,scheduled,True,True,True
1524,85,roofward,Fay,Sera,Orr,clean lens,warm lane,absent,resident-to-resident,sort ledger,12,2,scheduled,True,True,True
1525,85,archive,Toma,Vell,Rin,thread spool,ink niche,ask_about_debt,resident-to-resident,seal desk,13,3,scheduled,True,True,True
1526,85,signal,Kesh,Oda,Milo,watch lens,signal perch,ask_forgiveness_limit,resident-to-resident,read wind,14,1,scheduled,True,True,True
1527,85,orchard,Suf,Ivo,Mara,watch mud,arrival court,inspect_role_board,resident-to-resident,count seeds,15,2,scheduled,True,True,True
1528,85,repair_ring,Juno,Pax,Vale,cool bench,wire bench,absent,resident-to-resident,clip wire,16,3,scheduled,True,True,True
1529,85,riverbend,Lio,Cee,Nox,trim lantern,wet crossing,ask_forgiveness_limit,resident-to-resident,dry cords,17,1,scheduled,True,True,True
1530,86,archive,Nia,Toma,Vell,sort tags,stone stacks,inspect_role_board,resident-to-resident,thread spool,0,3,renegotiated,True,True,True
1531,86,signal,Ren,Kesh,Oda,fill lantern,lantern walk,absent,resident-to-resident,watch lens,1,1,scheduled,True,True,True
1532,86,orchard,Pim,Suf,Ivo,dry rows,market plank,ask_about_debt,resident-to-resident,watch mud,2,2,scheduled,True,True,True
1533,86,repair_ring,Wren,Juno,Pax,watch sparks,cool corner,ask_forgiveness_limit,resident-to-resident,cool bench,3,3,scheduled,True,True,True
1534,86,riverbend,Ari,Lio,Cee,repair crossing,arrival court,absent,resident-to-resident,trim lantern,4,1,scheduled,True,True,True
1535,86,roofward,Sera,Orr,Bex,sort ledger,glass stair,ask_about_debt,resident-to-resident,set hinge,5,2,scheduled,True,True,True
1536,86,archive,Vell,Rin,Nia,seal desk,spool room,ask_forgiveness_limit,resident-to-resident,quiet stacks,6,3,scheduled,True,True,True
1537,86,signal,Oda,Milo,Ren,read wind,lens room,inspect_role_board,resident-to-resident,check rope,7,1,scheduled,True,True,True
1538,86,orchard,Ivo,Mara,Pim,count seeds,satchel shed,absent,resident-to-resident,trade tokens,8,2,scheduled,True,True,True
1539,86,repair_ring,Pax,Vale,Wren,clip wire,arrival court,ask_about_debt,resident-to-resident,test bell,9,3,renegotiated,True,True,True
1540,86,riverbend,Cee,Nox,Ari,dry cords,plank hall,inspect_role_board,resident-to-resident,watch water,10,1,scheduled,True,True,True
1541,86,roofward,Bex,Fay,Sera,shade stair,warm lane,absent,resident-to-resident,clean lens,11,2,scheduled,True,True,True
1542,86,archive,Nia,Toma,Vell,sort tags,ink niche,ask_about_debt,resident-to-resident,thread spool,12,3,scheduled,True,True,True
1543,86,signal,Ren,Kesh,Oda,fill lantern,signal perch,ask_forgiveness_limit,resident-to-resident,watch lens,13,1,scheduled,True,True,True
1544,86,orchard,Pim,Suf,Ivo,dry rows,arrival court,inspect_role_board,resident-to-resident,watch mud,14,2,scheduled,True,True,True
1545,86,repair_ring,Wren,Juno,Pax,watch sparks,wire bench,absent,resident-to-resident,cool bench,15,3,scheduled,True,True,True
1546,86,riverbend,Ari,Lio,Cee,repair crossing,wet crossing,ask_forgiveness_limit,resident-to-resident,trim lantern,16,1,scheduled,True,True,True
1547,86,roofward,Sera,Orr,Bex,sort ledger,ledger loft,inspect_role_board,resident-to-resident,set hinge,17,2,scheduled,True,True,True
1548,87,signal,Milo,Ren,Kesh,check rope,lantern walk,absent,resident-to-resident,fill lantern,0,1,renegotiated,True,True,True
1549,87,orchard,Mara,Pim,Suf,trade tokens,market plank,ask_about_debt,resident-to-resident,dry rows,1,2,scheduled,True,True,True
1550,87,repair_ring,Vale,Wren,Juno,test bell,cool corner,ask_forgiveness_limit,resident-to-resident,watch sparks,2,3,scheduled,True,True,True
1551,87,riverbend,Nox,Ari,Lio,watch water,arrival court,absent,resident-to-resident,repair crossing,3,1,scheduled,True,True,True
1552,87,roofward,Fay,Sera,Orr,clean lens,glass stair,ask_about_debt,resident-to-resident,sort ledger,4,2,scheduled,True,True,True
1553,87,archive,Toma,Vell,Rin,thread spool,spool room,ask_forgiveness_limit,resident-to-resident,seal desk,5,3,scheduled,True,True,True
1554,87,signal,Kesh,Oda,Milo,watch lens,lens room,inspect_role_board,resident-to-resident,read wind,6,1,scheduled,True,True,True
1555,87,orchard,Suf,Ivo,Mara,watch mud,satchel shed,absent,resident-to-resident,count seeds,7,2,scheduled,True,True,True
1556,87,repair_ring,Juno,Pax,Vale,cool bench,arrival court,ask_about_debt,resident-to-resident,clip wire,8,3,scheduled,True,True,True
1557,87,riverbend,Lio,Cee,Nox,trim lantern,plank hall,inspect_role_board,resident-to-resident,dry cords,9,1,renegotiated,True,True,True
1558,87,roofward,Orr,Bex,Fay,set hinge,warm lane,absent,resident-to-resident,shade stair,10,2,scheduled,True,True,True
1559,87,archive,Rin,Nia,Toma,quiet stacks,ink niche,ask_about_debt,resident-to-resident,sort tags,11,3,scheduled,True,True,True
1560,87,signal,Milo,Ren,Kesh,check rope,signal perch,ask_forgiveness_limit,resident-to-resident,fill lantern,12,1,scheduled,True,True,True
1561,87,orchard,Mara,Pim,Suf,trade tokens,arrival court,inspect_role_board,resident-to-resident,dry rows,13,2,scheduled,True,True,True
1562,87,repair_ring,Vale,Wren,Juno,test bell,wire bench,absent,resident-to-resident,watch sparks,14,3,scheduled,True,True,True
1563,87,riverbend,Nox,Ari,Lio,watch water,wet crossing,ask_forgiveness_limit,resident-to-resident,repair crossing,15,1,scheduled,True,True,True
1564,87,roofward,Fay,Sera,Orr,clean lens,ledger loft,inspect_role_board,resident-to-resident,sort ledger,16,2,scheduled,True,True,True
1565,87,archive,Toma,Vell,Rin,thread spool,memory desk,absent,resident-to-resident,seal desk,17,3,scheduled,True,True,True
1566,88,orchard,Ivo,Mara,Pim,count seeds,market plank,ask_about_debt,resident-to-resident,trade tokens,0,2,renegotiated,True,True,True
1567,88,repair_ring,Pax,Vale,Wren,clip wire,cool corner,ask_forgiveness_limit,resident-to-resident,test bell,1,3,scheduled,True,True,True
1568,88,riverbend,Cee,Nox,Ari,dry cords,arrival court,absent,resident-to-resident,watch water,2,1,scheduled,True,True,True
1569,88,roofward,Bex,Fay,Sera,shade stair,glass stair,ask_about_debt,resident-to-resident,clean lens,3,2,scheduled,True,True,True
1570,88,archive,Nia,Toma,Vell,sort tags,spool room,ask_forgiveness_limit,resident-to-resident,thread spool,4,3,scheduled,True,True,True
1571,88,signal,Ren,Kesh,Oda,fill lantern,lens room,inspect_role_board,resident-to-resident,watch lens,5,1,scheduled,True,True,True
1572,88,orchard,Pim,Suf,Ivo,dry rows,satchel shed,absent,resident-to-resident,watch mud,6,2,scheduled,True,True,True
1573,88,repair_ring,Wren,Juno,Pax,watch sparks,arrival court,ask_about_debt,resident-to-resident,cool bench,7,3,scheduled,True,True,True
1574,88,riverbend,Ari,Lio,Cee,repair crossing,plank hall,inspect_role_board,resident-to-resident,trim lantern,8,1,scheduled,True,True,True
1575,88,roofward,Sera,Orr,Bex,sort ledger,warm lane,absent,resident-to-resident,set hinge,9,2,renegotiated,True,True,True
1576,88,archive,Vell,Rin,Nia,seal desk,ink niche,ask_about_debt,resident-to-resident,quiet stacks,10,3,scheduled,True,True,True
1577,88,signal,Oda,Milo,Ren,read wind,signal perch,ask_forgiveness_limit,resident-to-resident,check rope,11,1,scheduled,True,True,True
1578,88,orchard,Ivo,Mara,Pim,count seeds,arrival court,inspect_role_board,resident-to-resident,trade tokens,12,2,scheduled,True,True,True
1579,88,repair_ring,Pax,Vale,Wren,clip wire,wire bench,absent,resident-to-resident,test bell,13,3,scheduled,True,True,True
1580,88,riverbend,Cee,Nox,Ari,dry cords,wet crossing,ask_forgiveness_limit,resident-to-resident,watch water,14,1,scheduled,True,True,True
1581,88,roofward,Bex,Fay,Sera,shade stair,ledger loft,inspect_role_board,resident-to-resident,clean lens,15,2,scheduled,True,True,True
1582,88,archive,Nia,Toma,Vell,sort tags,memory desk,absent,resident-to-resident,thread spool,16,3,scheduled,True,True,True
1583,88,signal,Ren,Kesh,Oda,fill lantern,arrival court,ask_about_debt,resident-to-resident,watch lens,17,1,scheduled,True,True,True
1584,89,repair_ring,Juno,Pax,Vale,cool bench,cool corner,ask_forgiveness_limit,resident-to-resident,clip wire,0,3,renegotiated,True,True,True
1585,89,riverbend,Lio,Cee,Nox,trim lantern,arrival court,absent,resident-to-resident,dry cords,1,1,scheduled,True,True,True
1586,89,roofward,Orr,Bex,Fay,set hinge,glass stair,ask_about_debt,resident-to-resident,shade stair,2,2,scheduled,True,True,True
1587,89,archive,Rin,Nia,Toma,quiet stacks,spool room,ask_forgiveness_limit,resident-to-resident,sort tags,3,3,scheduled,True,True,True
1588,89,signal,Milo,Ren,Kesh,check rope,lens room,inspect_role_board,resident-to-resident,fill lantern,4,1,scheduled,True,True,True
1589,89,orchard,Mara,Pim,Suf,trade tokens,satchel shed,absent,resident-to-resident,dry rows,5,2,scheduled,True,True,True
1590,89,repair_ring,Vale,Wren,Juno,test bell,arrival court,ask_about_debt,resident-to-resident,watch sparks,6,3,scheduled,True,True,True
1591,89,riverbend,Nox,Ari,Lio,watch water,plank hall,inspect_role_board,resident-to-resident,repair crossing,7,1,scheduled,True,True,True
1592,89,roofward,Fay,Sera,Orr,clean lens,warm lane,absent,resident-to-resident,sort ledger,8,2,scheduled,True,True,True
1593,89,archive,Toma,Vell,Rin,thread spool,ink niche,ask_about_debt,resident-to-resident,seal desk,9,3,renegotiated,True,True,True
1594,89,signal,Kesh,Oda,Milo,watch lens,signal perch,ask_forgiveness_limit,resident-to-resident,read wind,10,1,scheduled,True,True,True
1595,89,orchard,Suf,Ivo,Mara,watch mud,arrival court,inspect_role_board,resident-to-resident,count seeds,11,2,scheduled,True,True,True
1596,89,repair_ring,Juno,Pax,Vale,cool bench,wire bench,absent,resident-to-resident,clip wire,12,3,scheduled,True,True,True
1597,89,riverbend,Lio,Cee,Nox,trim lantern,wet crossing,ask_forgiveness_limit,resident-to-resident,dry cords,13,1,scheduled,True,True,True
1598,89,roofward,Orr,Bex,Fay,set hinge,ledger loft,inspect_role_board,resident-to-resident,shade stair,14,2,scheduled,True,True,True
1599,89,archive,Rin,Nia,Toma,quiet stacks,memory desk,absent,resident-to-resident,sort tags,15,3,scheduled,True,True,True
1600,89,signal,Milo,Ren,Kesh,check rope,arrival court,ask_about_debt,resident-to-resident,fill lantern,16,1,scheduled,True,True,True
1601,89,orchard,Mara,Pim,Suf,trade tokens,seed lane,ask_forgiveness_limit,resident-to-resident,dry rows,17,2,scheduled,True,True,True
1602,90,riverbend,Ari,Lio,Cee,repair crossing,arrival court,absent,resident-to-resident,trim lantern,0,1,renegotiated,True,True,True
1603,90,roofward,Sera,Orr,Bex,sort ledger,glass stair,ask_about_debt,resident-to-resident,set hinge,1,2,scheduled,True,True,True
1604,90,archive,Vell,Rin,Nia,seal desk,spool room,ask_forgiveness_limit,resident-to-resident,quiet stacks,2,3,scheduled,True,True,True
1605,90,signal,Oda,Milo,Ren,read wind,lens room,inspect_role_board,resident-to-resident,check rope,3,1,scheduled,True,True,True
