tick_id,day,week,settlement_id,caregiver_id,recipient_id,ritual,care_reason,reciprocity_before,reciprocity_after,trust_before,trust_after,burden_before,burden_after,remembered_over_weeks,reciprocal_not_transactional,visible_reciprocity_marker
2138,134,20,cinder_garden,Juno,Vale,shade cloth bow,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:shade cloth bow
2140,134,20,orchid_engine,Dax,Bea,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:gear-wash thanks
2142,134,20,glass_harbor,Nia,Puck,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:lamp touch
2144,135,20,orchid_engine,Dax,Bea,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:gear-wash thanks
2146,135,20,glass_harbor,Nia,Puck,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:lamp touch
2148,135,20,lichen_bridge,Rin,Kio,rope touch,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:rope touch
2150,135,20,moss_ward,Ari,Milo,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:door-watch blessing
2152,135,20,cinder_garden,Vale,Juno,seed-count chant,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:seed-count chant
2154,135,20,orchid_engine,Bea,Dax,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:valve pause
2156,135,20,glass_harbor,Puck,Nia,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:net-knot thanks
2158,135,20,lichen_bridge,Kio,Rin,shared bowl,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:shared bowl
2160,136,20,glass_harbor,Puck,Nia,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:net-knot thanks
2162,136,20,lichen_bridge,Kio,Rin,shared bowl,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:shared bowl
2164,136,20,moss_ward,Milo,Ari,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:warm cup before work
2166,136,20,cinder_garden,Juno,Vale,cool hand sign,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:cool hand sign
2168,136,20,orchid_engine,Dax,Bea,orchid cup,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:orchid cup
2170,136,20,glass_harbor,Nia,Puck,tea before crossing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:tea before crossing
2172,136,20,lichen_bridge,Rin,Kio,signal hush,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:signal hush
2174,136,20,moss_ward,Ari,Milo,blanket share,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:blanket share
2176,137,20,lichen_bridge,Rin,Kio,signal hush,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:signal hush
2178,137,20,moss_ward,Ari,Milo,blanket share,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:blanket share
2180,137,20,cinder_garden,Vale,Juno,shade cloth bow,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:shade cloth bow
2182,137,20,orchid_engine,Bea,Dax,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:gear-wash thanks
2184,137,20,glass_harbor,Puck,Nia,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:lamp touch
2186,137,20,lichen_bridge,Kio,Rin,rope touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:rope touch
2188,137,20,moss_ward,Milo,Ari,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:door-watch blessing
2190,137,20,cinder_garden,Juno,Vale,seed-count chant,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:seed-count chant
2192,138,20,moss_ward,Milo,Ari,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:door-watch blessing
2194,138,20,cinder_garden,Juno,Vale,seed-count chant,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:seed-count chant
2196,138,20,orchid_engine,Dax,Bea,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:valve pause
2198,138,20,glass_harbor,Nia,Puck,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:net-knot thanks
2200,138,20,lichen_bridge,Rin,Kio,shared bowl,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:shared bowl
2202,138,20,moss_ward,Ari,Milo,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:warm cup before work
2204,138,20,cinder_garden,Vale,Juno,cool hand sign,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:cool hand sign
2206,138,20,orchid_engine,Bea,Dax,orchid cup,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:orchid cup
2208,139,20,cinder_garden,Vale,Juno,cool hand sign,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:cool hand sign
2210,139,20,orchid_engine,Bea,Dax,orchid cup,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:orchid cup
2212,139,20,glass_harbor,Puck,Nia,tea before crossing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:tea before crossing
2214,139,20,lichen_bridge,Kio,Rin,signal hush,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:signal hush
2216,139,20,moss_ward,Milo,Ari,blanket share,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:blanket share
2218,139,20,cinder_garden,Juno,Vale,shade cloth bow,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:shade cloth bow
2220,139,20,orchid_engine,Dax,Bea,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:gear-wash thanks
2222,139,20,glass_harbor,Nia,Puck,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:lamp touch
2224,140,20,orchid_engine,Dax,Bea,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:gear-wash thanks
2226,140,20,glass_harbor,Nia,Puck,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:lamp touch
2228,140,20,lichen_bridge,Rin,Kio,rope touch,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:rope touch
2230,140,20,moss_ward,Ari,Milo,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:door-watch blessing
2232,140,20,cinder_garden,Vale,Juno,seed-count chant,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:seed-count chant
2234,140,20,orchid_engine,Bea,Dax,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:valve pause
2236,140,20,glass_harbor,Puck,Nia,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:net-knot thanks
2238,140,20,lichen_bridge,Kio,Rin,shared bowl,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:shared bowl
2240,141,21,glass_harbor,Puck,Nia,tea before crossing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:tea before crossing
2242,141,21,lichen_bridge,Kio,Rin,signal hush,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:signal hush
2244,141,21,moss_ward,Milo,Ari,blanket share,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:blanket share
2246,141,21,cinder_garden,Juno,Vale,shade cloth bow,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:shade cloth bow
2248,141,21,orchid_engine,Dax,Bea,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:gear-wash thanks
2250,141,21,glass_harbor,Nia,Puck,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:lamp touch
2252,141,21,lichen_bridge,Rin,Kio,rope touch,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:rope touch
2254,141,21,moss_ward,Ari,Milo,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:door-watch blessing
2256,142,21,lichen_bridge,Rin,Kio,rope touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:rope touch
2258,142,21,moss_ward,Ari,Milo,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:door-watch blessing
2260,142,21,cinder_garden,Vale,Juno,seed-count chant,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:seed-count chant
2262,142,21,orchid_engine,Bea,Dax,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:valve pause
2264,142,21,glass_harbor,Puck,Nia,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:net-knot thanks
2266,142,21,lichen_bridge,Kio,Rin,shared bowl,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:shared bowl
2268,142,21,moss_ward,Milo,Ari,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:warm cup before work
2270,142,21,cinder_garden,Juno,Vale,cool hand sign,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:cool hand sign
2272,143,21,moss_ward,Milo,Ari,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:warm cup before work
2274,143,21,cinder_garden,Juno,Vale,cool hand sign,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:cool hand sign
2276,143,21,orchid_engine,Dax,Bea,orchid cup,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:orchid cup
2278,143,21,glass_harbor,Nia,Puck,tea before crossing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:tea before crossing
2280,143,21,lichen_bridge,Rin,Kio,signal hush,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:signal hush
2282,143,21,moss_ward,Ari,Milo,blanket share,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:blanket share
2284,143,21,cinder_garden,Vale,Juno,shade cloth bow,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:shade cloth bow
2286,143,21,orchid_engine,Bea,Dax,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:gear-wash thanks
2288,144,21,cinder_garden,Vale,Juno,shade cloth bow,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:shade cloth bow
2290,144,21,orchid_engine,Bea,Dax,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:gear-wash thanks
2292,144,21,glass_harbor,Puck,Nia,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:lamp touch
2294,144,21,lichen_bridge,Kio,Rin,rope touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:rope touch
2296,144,21,moss_ward,Milo,Ari,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:door-watch blessing
2298,144,21,cinder_garden,Juno,Vale,seed-count chant,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:seed-count chant
2300,144,21,orchid_engine,Dax,Bea,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:valve pause
2302,144,21,glass_harbor,Nia,Puck,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:net-knot thanks
2304,145,21,orchid_engine,Dax,Bea,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:valve pause
2306,145,21,glass_harbor,Nia,Puck,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:net-knot thanks
2308,145,21,lichen_bridge,Rin,Kio,shared bowl,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:shared bowl
2310,145,21,moss_ward,Ari,Milo,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:warm cup before work
2312,145,21,cinder_garden,Vale,Juno,cool hand sign,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:cool hand sign
2314,145,21,orchid_engine,Bea,Dax,orchid cup,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:orchid cup
2316,145,21,glass_harbor,Puck,Nia,tea before crossing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:tea before crossing
2318,145,21,lichen_bridge,Kio,Rin,signal hush,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:signal hush
2320,146,21,glass_harbor,Puck,Nia,tea before crossing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:tea before crossing
2322,146,21,lichen_bridge,Kio,Rin,signal hush,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:signal hush
2324,146,21,moss_ward,Milo,Ari,blanket share,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:blanket share
2326,146,21,cinder_garden,Juno,Vale,shade cloth bow,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:shade cloth bow
2328,146,21,orchid_engine,Dax,Bea,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:gear-wash thanks
2330,146,21,glass_harbor,Nia,Puck,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:lamp touch
2332,146,21,lichen_bridge,Rin,Kio,rope touch,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:rope touch
2334,146,21,moss_ward,Ari,Milo,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:door-watch blessing
2336,147,21,lichen_bridge,Rin,Kio,rope touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:rope touch
2338,147,21,moss_ward,Ari,Milo,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:door-watch blessing
2340,147,21,cinder_garden,Vale,Juno,seed-count chant,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:seed-count chant
2342,147,21,orchid_engine,Bea,Dax,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:valve pause
2344,147,21,glass_harbor,Puck,Nia,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:net-knot thanks
2346,147,21,lichen_bridge,Kio,Rin,shared bowl,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:shared bowl
2348,147,21,moss_ward,Milo,Ari,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:warm cup before work
2350,147,21,cinder_garden,Juno,Vale,cool hand sign,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:cool hand sign
2352,148,22,moss_ward,Milo,Ari,blanket share,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:blanket share
2354,148,22,cinder_garden,Juno,Vale,shade cloth bow,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:shade cloth bow
2356,148,22,orchid_engine,Dax,Bea,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:gear-wash thanks
2358,148,22,glass_harbor,Nia,Puck,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:lamp touch
2360,148,22,lichen_bridge,Rin,Kio,rope touch,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:rope touch
2362,148,22,moss_ward,Ari,Milo,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:door-watch blessing
2364,148,22,cinder_garden,Vale,Juno,seed-count chant,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:seed-count chant
2366,148,22,orchid_engine,Bea,Dax,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:valve pause
2368,149,22,cinder_garden,Vale,Juno,seed-count chant,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:seed-count chant
2370,149,22,orchid_engine,Bea,Dax,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:valve pause
2372,149,22,glass_harbor,Puck,Nia,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:net-knot thanks
2374,149,22,lichen_bridge,Kio,Rin,shared bowl,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:shared bowl
2376,149,22,moss_ward,Milo,Ari,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:warm cup before work
2378,149,22,cinder_garden,Juno,Vale,cool hand sign,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:cool hand sign
2380,149,22,orchid_engine,Dax,Bea,orchid cup,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:orchid cup
2382,149,22,glass_harbor,Nia,Puck,tea before crossing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:tea before crossing
2384,150,22,orchid_engine,Dax,Bea,orchid cup,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:orchid cup
2386,150,22,glass_harbor,Nia,Puck,tea before crossing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:tea before crossing
2388,150,22,lichen_bridge,Rin,Kio,signal hush,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:signal hush
2390,150,22,moss_ward,Ari,Milo,blanket share,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:blanket share
2392,150,22,cinder_garden,Vale,Juno,shade cloth bow,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:shade cloth bow
2394,150,22,orchid_engine,Bea,Dax,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:gear-wash thanks
2396,150,22,glass_harbor,Puck,Nia,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:lamp touch
2398,150,22,lichen_bridge,Kio,Rin,rope touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:rope touch
2400,151,22,glass_harbor,Puck,Nia,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:lamp touch
2402,151,22,lichen_bridge,Kio,Rin,rope touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:rope touch
2404,151,22,moss_ward,Milo,Ari,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:door-watch blessing
2406,151,22,cinder_garden,Juno,Vale,seed-count chant,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:seed-count chant
2408,151,22,orchid_engine,Dax,Bea,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:valve pause
2410,151,22,glass_harbor,Nia,Puck,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:net-knot thanks
2412,151,22,lichen_bridge,Rin,Kio,shared bowl,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:shared bowl
2414,151,22,moss_ward,Ari,Milo,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:warm cup before work
2416,152,22,lichen_bridge,Rin,Kio,shared bowl,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:shared bowl
2418,152,22,moss_ward,Ari,Milo,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:warm cup before work
2420,152,22,cinder_garden,Vale,Juno,cool hand sign,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:cool hand sign
2422,152,22,orchid_engine,Bea,Dax,orchid cup,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:orchid cup
2424,152,22,glass_harbor,Puck,Nia,tea before crossing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:tea before crossing
2426,152,22,lichen_bridge,Kio,Rin,signal hush,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:signal hush
2428,152,22,moss_ward,Milo,Ari,blanket share,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:blanket share
2430,152,22,cinder_garden,Juno,Vale,shade cloth bow,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:shade cloth bow
2432,153,22,moss_ward,Milo,Ari,blanket share,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:blanket share
2434,153,22,cinder_garden,Juno,Vale,shade cloth bow,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:shade cloth bow
2436,153,22,orchid_engine,Dax,Bea,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:gear-wash thanks
2438,153,22,glass_harbor,Nia,Puck,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:lamp touch
2440,153,22,lichen_bridge,Rin,Kio,rope touch,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:rope touch
2442,153,22,moss_ward,Ari,Milo,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:door-watch blessing
2444,153,22,cinder_garden,Vale,Juno,seed-count chant,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:seed-count chant
2446,153,22,orchid_engine,Bea,Dax,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:valve pause
2448,154,22,cinder_garden,Vale,Juno,seed-count chant,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:seed-count chant
2450,154,22,orchid_engine,Bea,Dax,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:valve pause
2452,154,22,glass_harbor,Puck,Nia,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:net-knot thanks
2454,154,22,lichen_bridge,Kio,Rin,shared bowl,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:shared bowl
2456,154,22,moss_ward,Milo,Ari,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:warm cup before work
2458,154,22,cinder_garden,Juno,Vale,cool hand sign,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:cool hand sign
2460,154,22,orchid_engine,Dax,Bea,orchid cup,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:orchid cup
2462,154,22,glass_harbor,Nia,Puck,tea before crossing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:tea before crossing
2464,155,23,orchid_engine,Dax,Bea,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:gear-wash thanks
2466,155,23,glass_harbor,Nia,Puck,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:lamp touch
2468,155,23,lichen_bridge,Rin,Kio,rope touch,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:rope touch
2470,155,23,moss_ward,Ari,Milo,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:door-watch blessing
2472,155,23,cinder_garden,Vale,Juno,seed-count chant,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:seed-count chant
2474,155,23,orchid_engine,Bea,Dax,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:valve pause
2476,155,23,glass_harbor,Puck,Nia,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:net-knot thanks
2477,155,23,cinder_garden,Wren,Pax,shade cloth bow,fatigue cover,0.5,0.53,0.61,0.6226,0.2,0.218,True,True,Wren->Pax:shade cloth bow
2478,155,23,lichen_bridge,Kio,Rin,shared bowl,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:shared bowl
2480,156,23,glass_harbor,Puck,Nia,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:net-knot thanks
2482,156,23,lichen_bridge,Kio,Rin,shared bowl,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:shared bowl
2484,156,23,moss_ward,Milo,Ari,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:warm cup before work
