tick_id,day,week,settlement_id,resident_id,work_site,forecast_weather,planned_action,risk_before,risk_after,productivity_before,productivity_after,shelter_route_used,tool_protection,plan_visible,bounded_weather_risk
1612,101,15,lichen_bridge,Kio,lichen wall,cold fog,delay exposed work and use shelter route,0.557584,0.357584,0.9,0.882,True,True,True,True
1613,101,15,orchid_engine,Cai,engine ring,drizzle,normal work with forecast check,0.288228,0.228228,0.92,0.92,False,True,True,True
1614,101,15,moss_ward,Milo,rain gate,mist,normal work with forecast check,0.28818,0.22818,0.92,0.92,False,True,True,True
1615,101,15,glass_harbor,Sera,net room,sleet,delay exposed work and use shelter route,0.5,0.3,0.92,0.902,True,True,True,True
1616,102,15,lichen_bridge,Kio,rope bridge,clear,normal work with forecast check,0.308401,0.248401,0.882,0.896,False,True,True,True
1617,102,15,orchid_engine,Cai,orchid bay,cold draft,normal work with forecast check,0.279044,0.219044,0.92,0.92,False,True,True,True
1618,102,15,moss_ward,Milo,tool nook,wind,normal work with forecast check,0.278997,0.218997,0.92,0.92,False,True,True,True
1619,102,15,glass_harbor,Sera,lamp pier,fog,normal work with forecast check,0.26,0.2,0.902,0.916,False,True,True,True
1620,102,15,cinder_garden,Juno,ash path,dust wind,short weather-bounded work shift,0.542255,0.412255,0.9,0.906,True,False,True,True
1621,102,15,lichen_bridge,Luma,lichen wall,clear,normal work with forecast check,0.301659,0.241659,0.902,0.916,False,True,True,True
1622,102,15,orchid_engine,Dax,engine ring,cold draft,normal work with forecast check,0.287159,0.227159,0.92,0.92,False,True,True,True
1623,102,15,moss_ward,Tala,rain gate,wind,normal work with forecast check,0.26592,0.20592,0.916,0.92,False,True,True,True
1624,102,15,glass_harbor,Nia,net room,fog,normal work with forecast check,0.279975,0.219975,0.902,0.916,False,True,True,True
1625,102,15,cinder_garden,Pax,ember bed,dust wind,delay exposed work and use shelter route,0.549585,0.349585,0.914,0.896,True,True,True,True
1626,102,15,lichen_bridge,Rin,signal post,clear,normal work with forecast check,0.294295,0.234295,0.92,0.92,False,True,True,True
1627,102,15,orchid_engine,Eli,gear wash,cold draft,normal work with forecast check,0.26296,0.20296,0.92,0.92,False,True,True,True
1628,102,15,moss_ward,Ari,moss lane,wind,normal work with forecast check,0.304519,0.244519,0.92,0.92,False,True,True,True
1629,102,15,glass_harbor,Oren,salt steps,fog,normal work with forecast check,0.305322,0.245322,0.92,0.92,False,True,True,True
1630,102,15,cinder_garden,Vale,seed shelf,dust wind,delay exposed work and use shelter route,0.559615,0.359615,0.92,0.902,True,True,True,True
1631,102,15,lichen_bridge,Sol,rope bridge,clear,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1632,103,15,moss_ward,Ari,rain gate,clear,normal work with forecast check,0.295335,0.235335,0.92,0.92,False,True,True,True
1633,103,15,glass_harbor,Oren,net room,spray,normal work with forecast check,0.296139,0.236139,0.92,0.92,False,True,True,True
1634,103,15,cinder_garden,Vale,ember bed,heat,normal work with forecast check,0.310432,0.250432,0.902,0.916,False,True,True,True
1635,103,15,lichen_bridge,Sol,signal post,rain,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1636,103,15,orchid_engine,Bea,gear wash,clear,normal work with forecast check,0.303569,0.243569,0.92,0.92,False,True,True,True
1637,103,15,moss_ward,Fay,moss lane,clear,normal work with forecast check,0.303664,0.243664,0.92,0.92,False,True,True,True
1638,103,15,glass_harbor,Puck,salt steps,spray,normal work with forecast check,0.304316,0.244316,0.92,0.92,False,True,True,True
1639,103,15,cinder_garden,Wren,seed shelf,heat,normal work with forecast check,0.26592,0.20592,0.92,0.92,False,True,True,True
1640,103,15,lichen_bridge,Kio,rope bridge,rain,normal work with forecast check,0.311361,0.251361,0.896,0.91,False,True,True,True
1641,103,15,orchid_engine,Cai,orchid bay,clear,normal work with forecast check,0.282004,0.222004,0.92,0.92,False,True,True,True
1642,103,15,moss_ward,Milo,tool nook,clear,normal work with forecast check,0.281957,0.221957,0.92,0.92,False,True,True,True
1643,103,15,glass_harbor,Sera,lamp pier,spray,normal work with forecast check,0.26296,0.20296,0.916,0.92,False,True,True,True
1644,103,15,cinder_garden,Juno,ash path,heat,normal work with forecast check,0.305215,0.245215,0.906,0.92,False,True,True,True
1645,103,15,lichen_bridge,Luma,lichen wall,rain,normal work with forecast check,0.304619,0.244619,0.916,0.92,False,True,True,True
1646,103,15,orchid_engine,Dax,engine ring,clear,normal work with forecast check,0.290119,0.230119,0.92,0.92,False,True,True,True
1647,103,15,moss_ward,Tala,rain gate,clear,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1648,104,15,cinder_garden,Juno,seed shelf,dry gale,delay exposed work and use shelter route,0.536032,0.336032,0.92,0.902,True,True,True,True
1649,104,15,lichen_bridge,Luma,rope bridge,crosswind,normal work with forecast check,0.295436,0.235436,0.92,0.92,False,True,True,True
1650,104,15,orchid_engine,Dax,orchid bay,steam leak,short weather-bounded work shift,0.520935,0.390935,0.92,0.92,True,False,True,True
1651,104,15,moss_ward,Tala,tool nook,cold rain,delay exposed work and use shelter route,0.5,0.3,0.92,0.902,True,True,True,True
1652,104,15,glass_harbor,Nia,lamp pier,wind,normal work with forecast check,0.282935,0.222935,0.916,0.92,False,True,True,True
1653,104,15,cinder_garden,Pax,ash path,dry gale,short weather-bounded work shift,0.553265,0.423265,0.896,0.902,True,True,True,True
1654,104,15,lichen_bridge,Rin,lichen wall,crosswind,normal work with forecast check,0.297255,0.237255,0.92,0.92,False,True,True,True
1655,104,15,orchid_engine,Eli,engine ring,steam leak,short weather-bounded work shift,0.50664,0.37664,0.92,0.92,True,False,True,True
1656,104,15,moss_ward,Ari,rain gate,cold rain,short weather-bounded work shift,0.539015,0.409015,0.92,0.92,True,True,True,True
1657,104,15,glass_harbor,Oren,net room,wind,normal work with forecast check,0.299099,0.239099,0.92,0.92,False,True,True,True
1658,104,15,cinder_garden,Vale,ember bed,dry gale,delay exposed work and use shelter route,0.554112,0.354112,0.916,0.898,True,True,True,True
1659,104,15,lichen_bridge,Sol,signal post,crosswind,normal work with forecast check,0.26296,0.20296,0.92,0.92,False,True,True,True
1660,104,15,orchid_engine,Bea,gear wash,steam leak,delay exposed work and use shelter route,0.547249,0.347249,0.92,0.902,True,True,True,True
1661,104,15,moss_ward,Fay,moss lane,cold rain,short weather-bounded work shift,0.547344,0.417344,0.92,0.92,True,True,True,True
1662,104,15,glass_harbor,Puck,salt steps,wind,normal work with forecast check,0.307276,0.247276,0.92,0.92,False,True,True,True
1663,104,15,cinder_garden,Wren,seed shelf,dry gale,delay exposed work and use shelter route,0.5,0.3,0.92,0.902,True,True,True,True
1664,105,15,orchid_engine,Bea,engine ring,engine heat,normal work with forecast check,0.298066,0.238066,0.902,0.916,False,True,True,True
1665,105,15,moss_ward,Fay,rain gate,rain,normal work with forecast check,0.298161,0.238161,0.92,0.92,False,True,True,True
1666,105,15,glass_harbor,Puck,net room,clear,normal work with forecast check,0.298093,0.238093,0.92,0.92,False,True,True,True
1667,105,15,cinder_garden,Wren,ember bed,cold night,normal work with forecast check,0.26,0.2,0.902,0.916,False,True,True,True
1668,105,15,lichen_bridge,Kio,signal post,hail,delay exposed work and use shelter route,0.555041,0.355041,0.91,0.892,True,True,True,True
1669,105,15,orchid_engine,Cai,gear wash,engine heat,normal work with forecast check,0.284964,0.224964,0.92,0.92,False,True,True,True
1670,105,15,moss_ward,Milo,moss lane,rain,normal work with forecast check,0.284917,0.224917,0.92,0.92,False,True,True,True
1671,105,15,glass_harbor,Sera,salt steps,clear,normal work with forecast check,0.26592,0.20592,0.92,0.92,False,True,True,True
1672,105,15,cinder_garden,Juno,seed shelf,cold night,normal work with forecast check,0.298992,0.238992,0.902,0.916,False,True,True,True
1673,105,15,lichen_bridge,Luma,rope bridge,hail,delay exposed work and use shelter route,0.539116,0.339116,0.92,0.902,True,True,True,True
1674,105,15,orchid_engine,Dax,orchid bay,engine heat,normal work with forecast check,0.283895,0.223895,0.92,0.92,False,True,True,True
1675,105,15,moss_ward,Tala,tool nook,rain,normal work with forecast check,0.26296,0.20296,0.902,0.916,False,True,True,True
1676,105,15,glass_harbor,Nia,lamp pier,clear,normal work with forecast check,0.285895,0.225895,0.92,0.92,False,True,True,True
1677,105,15,cinder_garden,Pax,ash path,cold night,normal work with forecast check,0.316225,0.256225,0.902,0.916,False,True,True,True
1678,105,15,lichen_bridge,Rin,lichen wall,hail,short weather-bounded work shift,0.540935,0.410935,0.92,0.92,True,True,True,True
1679,105,15,orchid_engine,Eli,engine ring,engine heat,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1680,106,16,glass_harbor,Nia,salt steps,sleet,delay exposed work and use shelter route,0.516711,0.316711,0.92,0.902,True,True,True,True
1681,106,16,cinder_garden,Pax,seed shelf,clear,normal work with forecast check,0.307042,0.247042,0.916,0.92,False,True,True,True
1682,106,16,lichen_bridge,Rin,rope bridge,cold fog,short weather-bounded work shift,0.531752,0.401752,0.92,0.92,True,True,True,True
1683,106,16,orchid_engine,Eli,orchid bay,drizzle,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1684,106,16,moss_ward,Ari,tool nook,mist,normal work with forecast check,0.301975,0.241975,0.92,0.92,False,True,True,True
1685,106,16,glass_harbor,Oren,lamp pier,sleet,short weather-bounded work shift,0.542779,0.412779,0.92,0.92,True,False,True,True
1686,106,16,cinder_garden,Vale,ash path,clear,normal work with forecast check,0.317072,0.257072,0.898,0.912,False,True,True,True
1687,106,16,lichen_bridge,Sol,lichen wall,cold fog,short weather-bounded work shift,0.50664,0.37664,0.92,0.92,True,True,True,True
1688,106,16,orchid_engine,Bea,engine ring,drizzle,normal work with forecast check,0.301026,0.241026,0.916,0.92,False,True,True,True
1689,106,16,moss_ward,Fay,rain gate,mist,normal work with forecast check,0.301121,0.241121,0.92,0.92,False,True,True,True
1690,106,16,glass_harbor,Puck,net room,sleet,short weather-bounded work shift,0.541773,0.411773,0.92,0.92,True,False,True,True
1691,106,16,cinder_garden,Wren,ember bed,clear,normal work with forecast check,0.26296,0.20296,0.916,0.92,False,True,True,True
1692,106,16,lichen_bridge,Kio,signal post,cold fog,delay exposed work and use shelter route,0.558721,0.358721,0.892,0.874,True,True,True,True
1693,106,16,orchid_engine,Cai,gear wash,drizzle,normal work with forecast check,0.287924,0.227924,0.92,0.92,False,True,True,True
1694,106,16,moss_ward,Milo,moss lane,mist,normal work with forecast check,0.287877,0.227877,0.92,0.92,False,True,True,True
1695,106,16,glass_harbor,Sera,salt steps,sleet,delay exposed work and use shelter route,0.5,0.3,0.92,0.902,True,True,True,True
1696,107,16,lichen_bridge,Kio,lichen wall,clear,normal work with forecast check,0.309538,0.249538,0.874,0.888,False,True,True,True
1697,107,16,orchid_engine,Cai,engine ring,cold draft,normal work with forecast check,0.278741,0.218741,0.92,0.92,False,True,True,True
1698,107,16,moss_ward,Milo,rain gate,wind,normal work with forecast check,0.278694,0.218694,0.92,0.92,False,True,True,True
1699,107,16,glass_harbor,Sera,net room,fog,normal work with forecast check,0.26,0.2,0.902,0.916,False,True,True,True
1700,107,16,cinder_garden,Juno,ember bed,dust wind,short weather-bounded work shift,0.542672,0.412672,0.916,0.92,True,False,True,True
1701,107,16,lichen_bridge,Luma,signal post,clear,normal work with forecast check,0.302076,0.242076,0.902,0.916,False,True,True,True
1702,107,16,orchid_engine,Dax,gear wash,cold draft,normal work with forecast check,0.286855,0.226855,0.92,0.92,False,True,True,True
1703,107,16,moss_ward,Tala,moss lane,wind,normal work with forecast check,0.26592,0.20592,0.916,0.92,False,True,True,True
1704,107,16,glass_harbor,Nia,salt steps,fog,normal work with forecast check,0.279671,0.219671,0.902,0.916,False,True,True,True
1705,107,16,cinder_garden,Pax,seed shelf,dust wind,delay exposed work and use shelter route,0.550722,0.350722,0.92,0.902,True,True,True,True
1706,107,16,lichen_bridge,Rin,rope bridge,clear,normal work with forecast check,0.294712,0.234712,0.92,0.92,False,True,True,True
1707,107,16,orchid_engine,Eli,orchid bay,cold draft,normal work with forecast check,0.26296,0.20296,0.92,0.92,False,True,True,True
1708,107,16,moss_ward,Ari,tool nook,wind,normal work with forecast check,0.304935,0.244935,0.92,0.92,False,True,True,True
1709,107,16,glass_harbor,Oren,lamp pier,fog,normal work with forecast check,0.305739,0.245739,0.92,0.92,False,True,True,True
1710,107,16,cinder_garden,Vale,ash path,dust wind,delay exposed work and use shelter route,0.560752,0.360752,0.912,0.894,True,True,True,True
1711,107,16,lichen_bridge,Sol,lichen wall,clear,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1712,108,16,moss_ward,Ari,moss lane,clear,normal work with forecast check,0.295752,0.235752,0.92,0.92,False,True,True,True
1713,108,16,glass_harbor,Oren,salt steps,spray,normal work with forecast check,0.296556,0.236556,0.92,0.92,False,True,True,True
1714,108,16,cinder_garden,Vale,seed shelf,heat,normal work with forecast check,0.311568,0.251568,0.894,0.908,False,True,True,True
1715,108,16,lichen_bridge,Sol,rope bridge,rain,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1716,108,16,orchid_engine,Bea,orchid bay,clear,normal work with forecast check,0.303986,0.243986,0.92,0.92,False,True,True,True
1717,108,16,moss_ward,Fay,tool nook,clear,normal work with forecast check,0.304081,0.244081,0.92,0.92,False,True,True,True
1718,108,16,glass_harbor,Puck,lamp pier,spray,normal work with forecast check,0.304733,0.244733,0.92,0.92,False,True,True,True
1719,108,16,cinder_garden,Wren,ash path,heat,normal work with forecast check,0.26592,0.20592,0.92,0.92,False,True,True,True
1720,108,16,lichen_bridge,Kio,lichen wall,rain,normal work with forecast check,0.312498,0.252498,0.888,0.902,False,True,True,True
1721,108,16,orchid_engine,Cai,engine ring,clear,normal work with forecast check,0.281701,0.221701,0.92,0.92,False,True,True,True
1722,108,16,moss_ward,Milo,rain gate,clear,normal work with forecast check,0.281654,0.221654,0.92,0.92,False,True,True,True
1723,108,16,glass_harbor,Sera,net room,spray,normal work with forecast check,0.26296,0.20296,0.916,0.92,False,True,True,True
1724,108,16,cinder_garden,Juno,ember bed,heat,normal work with forecast check,0.305632,0.245632,0.92,0.92,False,True,True,True
1725,108,16,lichen_bridge,Luma,signal post,rain,normal work with forecast check,0.305036,0.245036,0.916,0.92,False,True,True,True
1726,108,16,orchid_engine,Dax,gear wash,clear,normal work with forecast check,0.289815,0.229815,0.92,0.92,False,True,True,True
1727,108,16,moss_ward,Tala,moss lane,clear,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1728,109,16,cinder_garden,Juno,ash path,dry gale,delay exposed work and use shelter route,0.536448,0.336448,0.92,0.902,True,True,True,True
1729,109,16,lichen_bridge,Luma,lichen wall,crosswind,normal work with forecast check,0.295853,0.235853,0.92,0.92,False,True,True,True
1730,109,16,orchid_engine,Dax,engine ring,steam leak,short weather-bounded work shift,0.520632,0.390632,0.92,0.92,True,False,True,True
1731,109,16,moss_ward,Tala,rain gate,cold rain,delay exposed work and use shelter route,0.5,0.3,0.92,0.902,True,True,True,True
1732,109,16,glass_harbor,Nia,net room,wind,normal work with forecast check,0.282631,0.222631,0.916,0.92,False,True,True,True
1733,109,16,cinder_garden,Pax,ember bed,dry gale,delay exposed work and use shelter route,0.554402,0.354402,0.902,0.884,True,True,True,True
1734,109,16,lichen_bridge,Rin,signal post,crosswind,normal work with forecast check,0.297672,0.237672,0.92,0.92,False,True,True,True
1735,109,16,orchid_engine,Eli,gear wash,steam leak,short weather-bounded work shift,0.50664,0.37664,0.92,0.92,True,False,True,True
1736,109,16,moss_ward,Ari,moss lane,cold rain,short weather-bounded work shift,0.539432,0.409432,0.92,0.92,True,True,True,True
1737,109,16,glass_harbor,Oren,salt steps,wind,normal work with forecast check,0.299516,0.239516,0.92,0.92,False,True,True,True
1738,109,16,cinder_garden,Vale,seed shelf,dry gale,delay exposed work and use shelter route,0.555248,0.355248,0.908,0.89,True,True,True,True
1739,109,16,lichen_bridge,Sol,rope bridge,crosswind,normal work with forecast check,0.26296,0.20296,0.92,0.92,False,True,True,True
1740,109,16,orchid_engine,Bea,orchid bay,steam leak,delay exposed work and use shelter route,0.547666,0.347666,0.92,0.902,True,True,True,True
1741,109,16,moss_ward,Fay,tool nook,cold rain,short weather-bounded work shift,0.547761,0.417761,0.92,0.92,True,True,True,True
1742,109,16,glass_harbor,Puck,lamp pier,wind,normal work with forecast check,0.307693,0.247693,0.92,0.92,False,True,True,True
1743,109,16,cinder_garden,Wren,ash path,dry gale,delay exposed work and use shelter route,0.5,0.3,0.92,0.902,True,True,True,True
1744,110,16,orchid_engine,Bea,gear wash,engine heat,normal work with forecast check,0.298483,0.238483,0.902,0.916,False,True,True,True
1745,110,16,moss_ward,Fay,moss lane,rain,normal work with forecast check,0.298578,0.238578,0.92,0.92,False,True,True,True
1746,110,16,glass_harbor,Puck,salt steps,clear,normal work with forecast check,0.29851,0.23851,0.92,0.92,False,True,True,True
1747,110,16,cinder_garden,Wren,seed shelf,cold night,normal work with forecast check,0.26,0.2,0.902,0.916,False,True,True,True
1748,110,16,lichen_bridge,Kio,rope bridge,hail,delay exposed work and use shelter route,0.556178,0.356178,0.902,0.884,True,True,True,True
1749,110,16,orchid_engine,Cai,orchid bay,engine heat,normal work with forecast check,0.284661,0.224661,0.92,0.92,False,True,True,True
1750,110,16,moss_ward,Milo,tool nook,rain,normal work with forecast check,0.284614,0.224614,0.92,0.92,False,True,True,True
1751,110,16,glass_harbor,Sera,lamp pier,clear,normal work with forecast check,0.26592,0.20592,0.92,0.92,False,True,True,True
1752,110,16,cinder_garden,Juno,ash path,cold night,normal work with forecast check,0.299408,0.239408,0.902,0.916,False,True,True,True
1753,110,16,lichen_bridge,Luma,lichen wall,hail,delay exposed work and use shelter route,0.539533,0.339533,0.92,0.902,True,True,True,True
1754,110,16,orchid_engine,Dax,engine ring,engine heat,normal work with forecast check,0.283592,0.223592,0.92,0.92,False,True,True,True
1755,110,16,moss_ward,Tala,rain gate,rain,normal work with forecast check,0.26296,0.20296,0.902,0.916,False,True,True,True
1756,110,16,glass_harbor,Nia,net room,clear,normal work with forecast check,0.285591,0.225591,0.92,0.92,False,True,True,True
1757,110,16,cinder_garden,Pax,ember bed,cold night,normal work with forecast check,0.317362,0.257362,0.884,0.898,False,True,True,True
1758,110,16,lichen_bridge,Rin,signal post,hail,short weather-bounded work shift,0.541352,0.411352,0.92,0.92,True,True,True,True
1759,110,16,orchid_engine,Eli,gear wash,engine heat,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1760,111,16,glass_harbor,Nia,lamp pier,sleet,delay exposed work and use shelter route,0.516408,0.316408,0.92,0.902,True,True,True,True
1761,111,16,cinder_garden,Pax,ash path,clear,normal work with forecast check,0.308179,0.248179,0.898,0.912,False,True,True,True
1762,111,16,lichen_bridge,Rin,lichen wall,cold fog,short weather-bounded work shift,0.532169,0.402169,0.92,0.92,True,True,True,True
1763,111,16,orchid_engine,Eli,engine ring,drizzle,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1764,111,16,moss_ward,Ari,rain gate,mist,normal work with forecast check,0.302392,0.242392,0.92,0.92,False,True,True,True
1765,111,16,glass_harbor,Oren,net room,sleet,short weather-bounded work shift,0.543196,0.413196,0.92,0.92,True,False,True,True
1766,111,16,cinder_garden,Vale,ember bed,clear,normal work with forecast check,0.318208,0.258208,0.89,0.904,False,True,True,True
1767,111,16,lichen_bridge,Sol,signal post,cold fog,short weather-bounded work shift,0.50664,0.37664,0.92,0.92,True,True,True,True
1768,111,16,orchid_engine,Bea,gear wash,drizzle,normal work with forecast check,0.301443,0.241443,0.916,0.92,False,True,True,True
1769,111,16,moss_ward,Fay,moss lane,mist,normal work with forecast check,0.301538,0.241538,0.92,0.92,False,True,True,True
1770,111,16,glass_harbor,Puck,salt steps,sleet,short weather-bounded work shift,0.54219,0.41219,0.92,0.92,True,False,True,True
1771,111,16,cinder_garden,Wren,seed shelf,clear,normal work with forecast check,0.26296,0.20296,0.916,0.92,False,True,True,True
1772,111,16,lichen_bridge,Kio,rope bridge,cold fog,delay exposed work and use shelter route,0.559858,0.359858,0.884,0.866,True,True,True,True
1773,111,16,orchid_engine,Cai,orchid bay,drizzle,normal work with forecast check,0.287621,0.227621,0.92,0.92,False,True,True,True
1774,111,16,moss_ward,Milo,tool nook,mist,normal work with forecast check,0.287574,0.227574,0.92,0.92,False,True,True,True
1775,111,16,glass_harbor,Sera,lamp pier,sleet,delay exposed work and use shelter route,0.5,0.3,0.92,0.902,True,True,True,True
1776,112,16,lichen_bridge,Kio,signal post,clear,normal work with forecast check,0.310675,0.250675,0.866,0.88,False,True,True,True
1777,112,16,orchid_engine,Cai,gear wash,cold draft,normal work with forecast check,0.278438,0.218438,0.92,0.92,False,True,True,True
1778,112,16,moss_ward,Milo,moss lane,wind,normal work with forecast check,0.278391,0.218391,0.92,0.92,False,True,True,True
1779,112,16,glass_harbor,Sera,salt steps,fog,normal work with forecast check,0.26,0.2,0.902,0.916,False,True,True,True
1780,112,16,cinder_garden,Juno,seed shelf,dust wind,short weather-bounded work shift,0.543088,0.413088,0.916,0.92,True,False,True,True
1781,112,16,lichen_bridge,Luma,rope bridge,clear,normal work with forecast check,0.302493,0.242493,0.902,0.916,False,True,True,True
1782,112,16,orchid_engine,Dax,orchid bay,cold draft,normal work with forecast check,0.286552,0.226552,0.92,0.92,False,True,True,True
1783,112,16,moss_ward,Tala,tool nook,wind,normal work with forecast check,0.26592,0.20592,0.916,0.92,False,True,True,True
1784,112,16,glass_harbor,Nia,lamp pier,fog,normal work with forecast check,0.279368,0.219368,0.902,0.916,False,True,True,True
1785,112,16,cinder_garden,Pax,ash path,dust wind,delay exposed work and use shelter route,0.551859,0.351859,0.912,0.894,True,True,True,True
1786,112,16,lichen_bridge,Rin,lichen wall,clear,normal work with forecast check,0.295129,0.235129,0.92,0.92,False,True,True,True
1787,112,16,orchid_engine,Eli,engine ring,cold draft,normal work with forecast check,0.26296,0.20296,0.92,0.92,False,True,True,True
1788,112,16,moss_ward,Ari,rain gate,wind,normal work with forecast check,0.305352,0.245352,0.92,0.92,False,True,True,True
1789,112,16,glass_harbor,Oren,net room,fog,normal work with forecast check,0.306156,0.246156,0.92,0.92,False,True,True,True
1790,112,16,cinder_garden,Vale,ember bed,dust wind,delay exposed work and use shelter route,0.561888,0.361888,0.904,0.886,True,True,True,True
1791,112,16,lichen_bridge,Sol,signal post,clear,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1792,113,17,moss_ward,Ari,tool nook,clear,normal work with forecast check,0.296169,0.236169,0.92,0.92,False,True,True,True
1793,113,17,glass_harbor,Oren,lamp pier,spray,normal work with forecast check,0.296973,0.236973,0.92,0.92,False,True,True,True
1794,113,17,cinder_garden,Vale,ash path,heat,normal work with forecast check,0.312705,0.252705,0.886,0.9,False,True,True,True
1795,113,17,lichen_bridge,Sol,lichen wall,rain,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1796,113,17,orchid_engine,Bea,engine ring,clear,normal work with forecast check,0.304403,0.244403,0.92,0.92,False,True,True,True
1797,113,17,moss_ward,Fay,rain gate,clear,normal work with forecast check,0.304498,0.244498,0.92,0.92,False,True,True,True
1798,113,17,glass_harbor,Puck,net room,spray,normal work with forecast check,0.30515,0.24515,0.92,0.92,False,True,True,True
1799,113,17,cinder_garden,Wren,ember bed,heat,normal work with forecast check,0.26592,0.20592,0.92,0.92,False,True,True,True
1800,113,17,lichen_bridge,Kio,signal post,rain,normal work with forecast check,0.313635,0.253635,0.88,0.894,False,True,True,True
1801,113,17,orchid_engine,Cai,gear wash,clear,normal work with forecast check,0.281398,0.221398,0.92,0.92,False,True,True,True
1802,113,17,moss_ward,Milo,moss lane,clear,normal work with forecast check,0.281351,0.221351,0.92,0.92,False,True,True,True
1803,113,17,glass_harbor,Sera,salt steps,spray,normal work with forecast check,0.26296,0.20296,0.916,0.92,False,True,True,True
1804,113,17,cinder_garden,Juno,seed shelf,heat,normal work with forecast check,0.306048,0.246048,0.92,0.92,False,True,True,True
1805,113,17,lichen_bridge,Luma,rope bridge,rain,normal work with forecast check,0.305453,0.245453,0.916,0.92,False,True,True,True
1806,113,17,orchid_engine,Dax,orchid bay,clear,normal work with forecast check,0.289512,0.229512,0.92,0.92,False,True,True,True
1807,113,17,moss_ward,Tala,tool nook,clear,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1808,114,17,cinder_garden,Juno,ember bed,dry gale,delay exposed work and use shelter route,0.536865,0.336865,0.92,0.902,True,True,True,True
1809,114,17,lichen_bridge,Luma,signal post,crosswind,normal work with forecast check,0.29627,0.23627,0.92,0.92,False,True,True,True
1810,114,17,orchid_engine,Dax,gear wash,steam leak,short weather-bounded work shift,0.520329,0.390329,0.92,0.92,True,False,True,True
1811,114,17,moss_ward,Tala,moss lane,cold rain,delay exposed work and use shelter route,0.5,0.3,0.92,0.902,True,True,True,True
1812,114,17,glass_harbor,Nia,salt steps,wind,normal work with forecast check,0.282328,0.222328,0.916,0.92,False,True,True,True
1813,114,17,cinder_garden,Pax,seed shelf,dry gale,delay exposed work and use shelter route,0.555539,0.355539,0.894,0.876,True,True,True,True
1814,114,17,lichen_bridge,Rin,rope bridge,crosswind,normal work with forecast check,0.298089,0.238089,0.92,0.92,False,True,True,True
1815,114,17,orchid_engine,Eli,orchid bay,steam leak,short weather-bounded work shift,0.50664,0.37664,0.92,0.92,True,False,True,True
1816,114,17,moss_ward,Ari,tool nook,cold rain,short weather-bounded work shift,0.539849,0.409849,0.92,0.92,True,True,True,True
1817,114,17,glass_harbor,Oren,lamp pier,wind,normal work with forecast check,0.299933,0.239933,0.92,0.92,False,True,True,True
1818,114,17,cinder_garden,Vale,ash path,dry gale,delay exposed work and use shelter route,0.556385,0.356385,0.9,0.882,True,True,True,True
1819,114,17,lichen_bridge,Sol,lichen wall,crosswind,normal work with forecast check,0.26296,0.20296,0.92,0.92,False,True,True,True
1820,114,17,orchid_engine,Bea,engine ring,steam leak,delay exposed work and use shelter route,0.548083,0.348083,0.92,0.902,True,True,True,True
1821,114,17,moss_ward,Fay,rain gate,cold rain,short weather-bounded work shift,0.548178,0.418178,0.92,0.92,True,True,True,True
1822,114,17,glass_harbor,Puck,net room,wind,normal work with forecast check,0.30811,0.24811,0.92,0.92,False,True,True,True
1823,114,17,cinder_garden,Wren,ember bed,dry gale,delay exposed work and use shelter route,0.5,0.3,0.92,0.902,True,True,True,True
1824,115,17,orchid_engine,Bea,orchid bay,engine heat,normal work with forecast check,0.2989,0.2389,0.902,0.916,False,True,True,True
1825,115,17,moss_ward,Fay,tool nook,rain,normal work with forecast check,0.298994,0.238994,0.92,0.92,False,True,True,True
1826,115,17,glass_harbor,Puck,lamp pier,clear,normal work with forecast check,0.298926,0.238926,0.92,0.92,False,True,True,True
1827,115,17,cinder_garden,Wren,ash path,cold night,normal work with forecast check,0.26,0.2,0.902,0.916,False,True,True,True
1828,115,17,lichen_bridge,Kio,lichen wall,hail,delay exposed work and use shelter route,0.557315,0.357315,0.894,0.876,True,True,True,True
1829,115,17,orchid_engine,Cai,engine ring,engine heat,normal work with forecast check,0.284358,0.224358,0.92,0.92,False,True,True,True
1830,115,17,moss_ward,Milo,rain gate,rain,normal work with forecast check,0.284311,0.224311,0.92,0.92,False,True,True,True
1831,115,17,glass_harbor,Sera,net room,clear,normal work with forecast check,0.26592,0.20592,0.92,0.92,False,True,True,True
1832,115,17,cinder_garden,Juno,ember bed,cold night,normal work with forecast check,0.299825,0.239825,0.902,0.916,False,True,True,True
1833,115,17,lichen_bridge,Luma,signal post,hail,delay exposed work and use shelter route,0.53995,0.33995,0.92,0.902,True,True,True,True
