tick_id,day,route_id,clicked_button,branch_before,branch_after,mutation_type,localstorage_write_payload,branch_badge_visible,rollback_available,state_version_after,mutation_persisted
1028,86,riverbend_roofward,merge-riverbend_roofward,lantern ridge detour,lantern ridge detour,merge_detour,"{""animation"": ""paused"", ""branch"": ""lantern ridge detour"", ""routeId"": ""riverbend_roofward"", ""version"": 71}",True,True,71,True
1034,87,riverbend_roofward,merge-riverbend_roofward,lantern ridge detour,lantern ridge detour,merge_detour,"{""animation"": ""stepped"", ""branch"": ""lantern ridge detour"", ""routeId"": ""riverbend_roofward"", ""version"": 72}",True,True,72,True
1037,87,signal_orchard,rollback-signal_orchard,dusk road,dusk road,rollback_direct,"{""animation"": ""stepped"", ""branch"": ""dusk road"", ""routeId"": ""signal_orchard"", ""version"": 73}",True,True,73,True
1040,87,riverbend_roofward,merge-riverbend_roofward,lantern ridge detour,lantern ridge detour,merge_detour,"{""animation"": ""stepped"", ""branch"": ""lantern ridge detour"", ""routeId"": ""riverbend_roofward"", ""version"": 73}",True,True,73,True
1046,88,roofward_archive,merge-roofward_archive,glass stair,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 65}",True,True,65,True
1049,88,orchard_riverbend,rollback-orchard_riverbend,fen track,fen track,rollback_direct,"{""animation"": ""playing"", ""branch"": ""fen track"", ""routeId"": ""orchard_riverbend"", ""version"": 73}",True,True,73,True
1052,88,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 66}",True,True,66,True
1058,89,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 67}",True,True,67,True
1061,89,orchard_riverbend,rollback-orchard_riverbend,fen track,fen track,rollback_direct,"{""animation"": ""playing"", ""branch"": ""fen track"", ""routeId"": ""orchard_riverbend"", ""version"": 74}",True,True,74,True
1064,89,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 68}",True,True,68,True
1070,90,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 69}",True,True,69,True
1073,90,orchard_riverbend,rollback-orchard_riverbend,fen track,fen track,rollback_direct,"{""animation"": ""playing"", ""branch"": ""fen track"", ""routeId"": ""orchard_riverbend"", ""version"": 75}",True,True,75,True
1076,90,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 70}",True,True,70,True
1082,91,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 71}",True,True,71,True
1085,91,orchard_riverbend,rollback-orchard_riverbend,fen track,fen track,rollback_direct,"{""animation"": ""playing"", ""branch"": ""fen track"", ""routeId"": ""orchard_riverbend"", ""version"": 76}",True,True,76,True
1088,91,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 72}",True,True,72,True
1094,92,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 73}",True,True,73,True
1097,92,orchard_riverbend,rollback-orchard_riverbend,fen track,fen track,rollback_direct,"{""animation"": ""playing"", ""branch"": ""fen track"", ""routeId"": ""orchard_riverbend"", ""version"": 77}",True,True,77,True
1100,92,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 74}",True,True,74,True
1106,93,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 75}",True,True,75,True
1109,93,orchard_riverbend,rollback-orchard_riverbend,fen track,fen track,rollback_direct,"{""animation"": ""playing"", ""branch"": ""fen track"", ""routeId"": ""orchard_riverbend"", ""version"": 78}",True,True,78,True
1112,93,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 76}",True,True,76,True
1118,94,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 77}",True,True,77,True
1121,94,orchard_riverbend,rollback-orchard_riverbend,fen track,fen track,rollback_direct,"{""animation"": ""playing"", ""branch"": ""fen track"", ""routeId"": ""orchard_riverbend"", ""version"": 79}",True,True,79,True
1124,94,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 78}",True,True,78,True
1130,95,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 79}",True,True,79,True
1133,95,orchard_riverbend,rollback-orchard_riverbend,fen track,fen track,rollback_direct,"{""animation"": ""playing"", ""branch"": ""fen track"", ""routeId"": ""orchard_riverbend"", ""version"": 80}",True,True,80,True
1136,95,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 80}",True,True,80,True
1142,96,archive_signal,merge-archive_signal,paper lane,stone kiosk path,merge_detour,"{""animation"": ""paused"", ""branch"": ""stone kiosk path"", ""routeId"": ""archive_signal"", ""version"": 79}",True,True,79,True
1145,96,central_repair_ring,rollback-central_repair_ring,inner repair yard,inner repair yard,rollback_direct,"{""animation"": ""playing"", ""branch"": ""inner repair yard"", ""routeId"": ""central_repair_ring"", ""version"": 82}",True,True,82,True
1148,96,archive_signal,merge-archive_signal,stone kiosk path,stone kiosk path,merge_detour,"{""animation"": ""paused"", ""branch"": ""stone kiosk path"", ""routeId"": ""archive_signal"", ""version"": 80}",True,True,80,True
