tick,day,resident,memory_key,debt_name,debt_before,debt_after,trust_before,trust_after,causal_action,visible_in_dashboard,persists_after_restore,history_not_erased
2444,136,Fay,fay:care_favor:audit:d136:s14,care favor,0.148683,0.130683,0.521489,0.538489,return_tool,True,True,True
2445,136,Milo,milo:tool_loan:audit:d136:s15,tool loan,0.143695,0.167695,0.335397,0.317397,interrupt_work,True,True,True
2446,136,Sera,sera:repair_promise:audit:d136:s16,repair promise,0.138948,0.134948,0.294262,0.296262,wait_offscreen,True,True,True
2447,136,Tovan,tovan:care_favor:audit:d136:s17,care favor,0.134449,0.116449,0.44383,0.46083,repair_trust,True,True,True
2448,137,Nia,nia:tool_loan:audit:d137:s00,tool loan,0.130203,0.126203,0.642587,0.659587,talk,True,True,True
2449,137,Ari,ari:repair_promise:audit:d137:s01,repair promise,0.126218,0.108218,0.677744,0.694744,offer_help,True,True,True
2450,137,Fay,fay:care_favor:audit:d137:s02,care favor,0.122497,0.146497,0.509244,0.491244,borrow_tool,True,True,True
2451,137,Milo,milo:tool_loan:audit:d137:s03,tool loan,0.119048,0.101048,0.325146,0.342146,return_tool,True,True,True
2452,137,Sera,sera:repair_promise:audit:d137:s04,repair promise,0.115873,0.139873,0.311248,0.293248,interrupt_work,True,True,True
2453,137,Tovan,tovan:care_favor:audit:d137:s05,care favor,0.112977,0.108977,0.453859,0.455859,wait_offscreen,True,True,True
2454,137,Nia,nia:tool_loan:audit:d137:s06,tool loan,0.110365,0.092365,0.642379,0.659379,repair_trust,True,True,True
2455,137,Ari,ari:repair_promise:audit:d137:s07,repair promise,0.10804,0.10404,0.655415,0.657415,move,True,True,True
2456,137,Fay,fay:care_favor:audit:d137:s08,care favor,0.106005,0.102005,0.506562,0.523562,talk,True,True,True
2457,137,Milo,milo:tool_loan:audit:d137:s09,tool loan,0.104263,0.086263,0.323907,0.340907,offer_help,True,True,True
2458,137,Sera,sera:repair_promise:audit:d137:s10,repair promise,0.102817,0.126817,0.297984,0.279984,borrow_tool,True,True,True
2459,137,Tovan,tovan:care_favor:audit:d137:s11,care favor,0.101667,0.083667,0.451507,0.468507,return_tool,True,True,True
2460,137,Nia,nia:tool_loan:audit:d137:s12,tool loan,0.100817,0.124817,0.627505,0.609505,interrupt_work,True,True,True
2461,137,Ari,ari:repair_promise:audit:d137:s13,repair promise,0.100266,0.096266,0.660611,0.662611,wait_offscreen,True,True,True
2462,137,Fay,fay:care_favor:audit:d137:s14,care favor,0.100016,0.082016,0.514138,0.531138,repair_trust,True,True,True
2463,137,Milo,milo:tool_loan:audit:d137:s15,tool loan,0.100068,0.096068,0.326985,0.328985,move,True,True,True
2464,137,Sera,sera:repair_promise:audit:d137:s16,repair promise,0.10042,0.09642,0.301622,0.318622,talk,True,True,True
2465,137,Tovan,tovan:care_favor:audit:d137:s17,care favor,0.101073,0.083073,0.440938,0.457938,offer_help,True,True,True
2466,138,Nia,nia:tool_loan:audit:d138:s00,tool loan,0.102026,0.084026,0.638421,0.655421,return_tool,True,True,True
2467,138,Ari,ari:repair_promise:audit:d138:s01,repair promise,0.103277,0.127277,0.661194,0.643194,interrupt_work,True,True,True
2468,138,Fay,fay:care_favor:audit:d138:s02,care favor,0.104825,0.100825,0.504781,0.506781,wait_offscreen,True,True,True
2469,138,Milo,milo:tool_loan:audit:d138:s03,tool loan,0.106667,0.088667,0.32242,0.33942,repair_trust,True,True,True
2470,138,Sera,sera:repair_promise:audit:d138:s04,repair promise,0.108801,0.104801,0.305787,0.307787,move,True,True,True
2471,138,Tovan,tovan:care_favor:audit:d138:s05,care favor,0.111225,0.107225,0.450454,0.467454,talk,True,True,True
2472,138,Nia,nia:tool_loan:audit:d138:s06,tool loan,0.113934,0.095934,0.631552,0.648552,offer_help,True,True,True
2473,138,Ari,ari:repair_promise:audit:d138:s07,repair promise,0.116925,0.140925,0.651202,0.633202,borrow_tool,True,True,True
2474,138,Fay,fay:care_favor:audit:d138:s08,care favor,0.120194,0.102194,0.494903,0.511903,return_tool,True,True,True
2475,138,Milo,milo:tool_loan:audit:d138:s09,tool loan,0.123737,0.147737,0.322329,0.304329,interrupt_work,True,True,True
2476,138,Sera,sera:repair_promise:audit:d138:s10,repair promise,0.127548,0.123548,0.319477,0.321477,wait_offscreen,True,True,True
2477,138,Tovan,tovan:care_favor:audit:d138:s11,care favor,0.131623,0.113623,0.460756,0.477756,repair_trust,True,True,True
2478,138,Nia,nia:tool_loan:audit:d138:s12,tool loan,0.135956,0.131956,0.638699,0.640699,move,True,True,True
2479,138,Ari,ari:repair_promise:audit:d138:s13,repair promise,0.14054,0.13654,0.656128,0.673128,talk,True,True,True
2480,138,Fay,fay:care_favor:audit:d138:s14,care favor,0.145371,0.127371,0.501904,0.518904,offer_help,True,True,True
2481,138,Milo,milo:tool_loan:audit:d138:s15,tool loan,0.15044,0.17444,0.322616,0.304616,borrow_tool,True,True,True
2482,138,Sera,sera:repair_promise:audit:d138:s16,repair promise,0.155741,0.137741,0.318999,0.335999,return_tool,True,True,True
2483,138,Tovan,tovan:care_favor:audit:d138:s17,care favor,0.161267,0.185267,0.451752,0.433752,interrupt_work,True,True,True
2484,139,Nia,nia:tool_loan:audit:d139:s00,tool loan,0.167011,0.149011,0.656621,0.673621,repair_trust,True,True,True
2485,139,Ari,ari:repair_promise:audit:d139:s01,repair promise,0.172964,0.168964,0.645598,0.647598,move,True,True,True
2486,139,Fay,fay:care_favor:audit:d139:s02,care favor,0.179118,0.175118,0.491811,0.508811,talk,True,True,True
2487,139,Milo,milo:tool_loan:audit:d139:s03,tool loan,0.185465,0.167465,0.310185,0.327185,offer_help,True,True,True
2488,139,Sera,sera:repair_promise:audit:d139:s04,repair promise,0.191996,0.215996,0.319029,0.301029,borrow_tool,True,True,True
2489,139,Tovan,tovan:care_favor:audit:d139:s05,care favor,0.198703,0.180703,0.485168,0.502168,return_tool,True,True,True
2490,139,Nia,nia:tool_loan:audit:d139:s06,tool loan,0.205575,0.229575,0.654379,0.636379,interrupt_work,True,True,True
2491,139,Ari,ari:repair_promise:audit:d139:s07,repair promise,0.212604,0.208604,0.652281,0.654281,wait_offscreen,True,True,True
2492,139,Fay,fay:care_favor:audit:d139:s08,care favor,0.21978,0.20178,0.490175,0.507175,repair_trust,True,True,True
2493,139,Milo,milo:tool_loan:audit:d139:s09,tool loan,0.227094,0.223094,0.313546,0.315546,move,True,True,True
2494,139,Sera,sera:repair_promise:audit:d139:s10,repair promise,0.234534,0.230534,0.304969,0.321969,talk,True,True,True
2495,139,Tovan,tovan:care_favor:audit:d139:s11,care favor,0.242091,0.224091,0.464433,0.481433,offer_help,True,True,True
2496,139,Nia,nia:tool_loan:audit:d139:s12,tool loan,0.249756,0.273756,0.641975,0.623975,borrow_tool,True,True,True
2497,139,Ari,ari:repair_promise:audit:d139:s13,repair promise,0.257516,0.239516,0.666342,0.683342,return_tool,True,True,True
2498,139,Fay,fay:care_favor:audit:d139:s14,care favor,0.265362,0.289362,0.49016,0.47216,interrupt_work,True,True,True
2499,139,Milo,milo:tool_loan:audit:d139:s15,tool loan,0.273282,0.269282,0.313128,0.315128,wait_offscreen,True,True,True
2500,139,Sera,sera:repair_promise:audit:d139:s16,repair promise,0.281267,0.263267,0.320679,0.337679,repair_trust,True,True,True
2501,139,Tovan,tovan:care_favor:audit:d139:s17,care favor,0.289304,0.285304,0.466618,0.468618,move,True,True,True
2502,140,Nia,nia:tool_loan:audit:d140:s00,tool loan,0.297384,0.279384,0.654926,0.671926,offer_help,True,True,True
2503,140,Ari,ari:repair_promise:audit:d140:s01,repair promise,0.305494,0.329494,0.658697,0.640697,borrow_tool,True,True,True
2504,140,Fay,fay:care_favor:audit:d140:s02,care favor,0.313625,0.295625,0.468426,0.485426,return_tool,True,True,True
2505,140,Milo,milo:tool_loan:audit:d140:s03,tool loan,0.321764,0.345764,0.300666,0.282666,interrupt_work,True,True,True
2506,140,Sera,sera:repair_promise:audit:d140:s04,repair promise,0.3299,0.3259,0.318655,0.320655,wait_offscreen,True,True,True
2507,140,Tovan,tovan:care_favor:audit:d140:s05,care favor,0.338023,0.320023,0.479728,0.496728,repair_trust,True,True,True
2508,140,Nia,nia:tool_loan:audit:d140:s06,tool loan,0.346122,0.342122,0.65002,0.65202,move,True,True,True
2509,140,Ari,ari:repair_promise:audit:d140:s07,repair promise,0.354185,0.350185,0.643155,0.660155,talk,True,True,True
2510,140,Fay,fay:care_favor:audit:d140:s08,care favor,0.362201,0.344201,0.473784,0.490784,offer_help,True,True,True
2511,140,Milo,milo:tool_loan:audit:d140:s09,tool loan,0.370159,0.394159,0.319572,0.301572,borrow_tool,True,True,True
2512,140,Sera,sera:repair_promise:audit:d140:s10,repair promise,0.378048,0.360048,0.316203,0.333203,return_tool,True,True,True
2513,140,Tovan,tovan:care_favor:audit:d140:s11,care favor,0.385858,0.409858,0.497795,0.479795,interrupt_work,True,True,True
2514,140,Nia,nia:tool_loan:audit:d140:s12,tool loan,0.393578,0.389578,0.666237,0.668237,wait_offscreen,True,True,True
2515,140,Ari,ari:repair_promise:audit:d140:s13,repair promise,0.401197,0.383197,0.645585,0.662585,repair_trust,True,True,True
2516,140,Fay,fay:care_favor:audit:d140:s14,care favor,0.408705,0.404705,0.475645,0.477645,move,True,True,True
2517,140,Milo,milo:tool_loan:audit:d140:s15,tool loan,0.416092,0.412092,0.305541,0.322541,talk,True,True,True
2518,140,Sera,sera:repair_promise:audit:d140:s16,repair promise,0.423347,0.405347,0.322287,0.339287,offer_help,True,True,True
2519,140,Tovan,tovan:care_favor:audit:d140:s17,care favor,0.43046,0.45446,0.485011,0.467011,borrow_tool,True,True,True
2520,141,Nia,nia:tool_loan:audit:d141:s00,tool loan,0.437423,0.461423,0.655388,0.637388,interrupt_work,True,True,True
2521,141,Ari,ari:repair_promise:audit:d141:s01,repair promise,0.444224,0.440224,0.630793,0.632793,wait_offscreen,True,True,True
2522,141,Fay,fay:care_favor:audit:d141:s02,care favor,0.450856,0.432856,0.445993,0.462993,repair_trust,True,True,True
2523,141,Milo,milo:tool_loan:audit:d141:s03,tool loan,0.457308,0.453308,0.31017,0.31217,move,True,True,True
2524,141,Sera,sera:repair_promise:audit:d141:s04,repair promise,0.463573,0.459573,0.335355,0.352355,talk,True,True,True
2525,141,Tovan,tovan:care_favor:audit:d141:s05,care favor,0.469641,0.451641,0.506887,0.523887,offer_help,True,True,True
2526,141,Nia,nia:tool_loan:audit:d141:s06,tool loan,0.475504,0.499504,0.66758,0.64958,borrow_tool,True,True,True
2527,141,Ari,ari:repair_promise:audit:d141:s07,repair promise,0.481154,0.463154,0.633068,0.650068,return_tool,True,True,True
2528,141,Fay,fay:care_favor:audit:d141:s08,care favor,0.486584,0.510584,0.447375,0.429375,interrupt_work,True,True,True
2529,141,Milo,milo:tool_loan:audit:d141:s09,tool loan,0.491786,0.487786,0.298514,0.300514,wait_offscreen,True,True,True
2530,141,Sera,sera:repair_promise:audit:d141:s10,repair promise,0.496752,0.478752,0.335052,0.352052,repair_trust,True,True,True
2531,141,Tovan,tovan:care_favor:audit:d141:s11,care favor,0.501477,0.497477,0.498824,0.500824,move,True,True,True
2532,141,Nia,nia:tool_loan:audit:d141:s12,tool loan,0.505953,0.501953,0.673726,0.690726,talk,True,True,True
2533,141,Ari,ari:repair_promise:audit:d141:s13,repair promise,0.510175,0.492175,0.63828,0.65528,offer_help,True,True,True
2534,141,Fay,fay:care_favor:audit:d141:s14,care favor,0.514136,0.538136,0.469099,0.451099,borrow_tool,True,True,True
2535,141,Milo,milo:tool_loan:audit:d141:s15,tool loan,0.517832,0.499832,0.300392,0.317392,return_tool,True,True,True
2536,141,Sera,sera:repair_promise:audit:d141:s16,repair promise,0.521256,0.545256,0.329309,0.311309,interrupt_work,True,True,True
2537,141,Tovan,tovan:care_favor:audit:d141:s17,care favor,0.524406,0.520406,0.509694,0.511694,wait_offscreen,True,True,True
2538,142,Nia,nia:tool_loan:audit:d142:s00,tool loan,0.527275,0.523275,0.677821,0.679821,move,True,True,True
2539,142,Ari,ari:repair_promise:audit:d142:s01,repair promise,0.529861,0.525861,0.639945,0.656945,talk,True,True,True
2540,142,Fay,fay:care_favor:audit:d142:s02,care favor,0.532159,0.514159,0.43686,0.45386,offer_help,True,True,True
2541,142,Milo,milo:tool_loan:audit:d142:s03,tool loan,0.534167,0.558167,0.307006,0.289006,borrow_tool,True,True,True
2542,142,Sera,sera:repair_promise:audit:d142:s04,repair promise,0.535882,0.517882,0.339124,0.356124,return_tool,True,True,True
2543,142,Tovan,tovan:care_favor:audit:d142:s05,care favor,0.537302,0.561302,0.511162,0.493162,interrupt_work,True,True,True
2544,142,Nia,nia:tool_loan:audit:d142:s06,tool loan,0.538424,0.534424,0.676229,0.678229,wait_offscreen,True,True,True
2545,142,Ari,ari:repair_promise:audit:d142:s07,repair promise,0.539247,0.521247,0.632458,0.649458,repair_trust,True,True,True
2546,142,Fay,fay:care_favor:audit:d142:s08,care favor,0.53977,0.53577,0.434768,0.436768,move,True,True,True
2547,142,Milo,milo:tool_loan:audit:d142:s09,tool loan,0.539992,0.535992,0.313172,0.330172,talk,True,True,True
2548,142,Sera,sera:repair_promise:audit:d142:s10,repair promise,0.539912,0.521912,0.32529,0.34229,offer_help,True,True,True
2549,142,Tovan,tovan:care_favor:audit:d142:s11,care favor,0.539532,0.563532,0.509724,0.491724,borrow_tool,True,True,True
2550,142,Nia,nia:tool_loan:audit:d142:s12,tool loan,0.538852,0.520852,0.660474,0.677474,return_tool,True,True,True
2551,142,Ari,ari:repair_promise:audit:d142:s13,repair promise,0.537871,0.561871,0.624046,0.606046,interrupt_work,True,True,True
2552,142,Fay,fay:care_favor:audit:d142:s14,care favor,0.536593,0.532593,0.453,0.455,wait_offscreen,True,True,True
2553,142,Milo,milo:tool_loan:audit:d142:s15,tool loan,0.535018,0.517018,0.307658,0.324658,repair_trust,True,True,True
2554,142,Sera,sera:repair_promise:audit:d142:s16,repair promise,0.533149,0.529149,0.330902,0.332902,move,True,True,True
2555,142,Tovan,tovan:care_favor:audit:d142:s17,care favor,0.530988,0.526988,0.514128,0.531128,talk,True,True,True
2556,143,Nia,nia:tool_loan:audit:d143:s00,tool loan,0.528538,0.552538,0.667357,0.649357,borrow_tool,True,True,True
2557,143,Ari,ari:repair_promise:audit:d143:s01,repair promise,0.525803,0.507803,0.614967,0.631967,return_tool,True,True,True
2558,143,Fay,fay:care_favor:audit:d143:s02,care favor,0.522786,0.546786,0.430692,0.412692,interrupt_work,True,True,True
2559,143,Milo,milo:tool_loan:audit:d143:s03,tool loan,0.519491,0.515491,0.300036,0.302036,wait_offscreen,True,True,True
2560,143,Sera,sera:repair_promise:audit:d143:s04,repair promise,0.515923,0.497923,0.344251,0.361251,repair_trust,True,True,True
2561,143,Tovan,tovan:care_favor:audit:d143:s05,care favor,0.512087,0.508087,0.525592,0.527592,move,True,True,True
2562,143,Nia,nia:tool_loan:audit:d143:s06,tool loan,0.507989,0.503989,0.6645,0.6815,talk,True,True,True
2563,143,Ari,ari:repair_promise:audit:d143:s07,repair promise,0.503633,0.485633,0.633705,0.650705,offer_help,True,True,True
2564,143,Fay,fay:care_favor:audit:d143:s08,care favor,0.499025,0.523025,0.440139,0.422139,borrow_tool,True,True,True
2565,143,Milo,milo:tool_loan:audit:d143:s09,tool loan,0.494173,0.476173,0.290353,0.307353,return_tool,True,True,True
2566,143,Sera,sera:repair_promise:audit:d143:s10,repair promise,0.489082,0.513082,0.336745,0.318745,interrupt_work,True,True,True
2567,143,Tovan,tovan:care_favor:audit:d143:s11,care favor,0.483759,0.479759,0.515533,0.517533,wait_offscreen,True,True,True
2568,143,Nia,nia:tool_loan:audit:d143:s12,tool loan,0.478213,0.460213,0.672676,0.689676,repair_trust,True,True,True
2569,143,Ari,ari:repair_promise:audit:d143:s13,repair promise,0.47245,0.46845,0.621697,0.623697,move,True,True,True
2570,143,Fay,fay:care_favor:audit:d143:s14,care favor,0.466478,0.462478,0.444698,0.461698,talk,True,True,True
2571,143,Milo,milo:tool_loan:audit:d143:s15,tool loan,0.460305,0.442305,0.287529,0.304529,offer_help,True,True,True
2572,143,Sera,sera:repair_promise:audit:d143:s16,repair promise,0.453941,0.477941,0.348009,0.330009,borrow_tool,True,True,True
2573,143,Tovan,tovan:care_favor:audit:d143:s17,care favor,0.447393,0.429393,0.512122,0.529122,return_tool,True,True,True
2574,144,Nia,nia:tool_loan:audit:d144:s00,tool loan,0.440671,0.436671,0.686067,0.688067,wait_offscreen,True,True,True
2575,144,Ari,ari:repair_promise:audit:d144:s01,repair promise,0.433784,0.415784,0.600544,0.617544,repair_trust,True,True,True
2576,144,Fay,fay:care_favor:audit:d144:s02,care favor,0.426741,0.422741,0.421306,0.423306,move,True,True,True
2577,144,Milo,milo:tool_loan:audit:d144:s03,tool loan,0.419552,0.415552,0.299504,0.316504,talk,True,True,True
2578,144,Sera,sera:repair_promise:audit:d144:s04,repair promise,0.412226,0.394226,0.349394,0.366394,offer_help,True,True,True
2579,144,Tovan,tovan:care_favor:audit:d144:s05,care favor,0.404775,0.428775,0.525849,0.507849,borrow_tool,True,True,True
2580,144,Nia,nia:tool_loan:audit:d144:s06,tool loan,0.397207,0.379207,0.670116,0.687116,return_tool,True,True,True
2581,144,Ari,ari:repair_promise:audit:d144:s07,repair promise,0.389534,0.413534,0.610255,0.592255,interrupt_work,True,True,True
2582,144,Fay,fay:care_favor:audit:d144:s08,care favor,0.381765,0.377765,0.413767,0.415767,wait_offscreen,True,True,True
2583,144,Milo,milo:tool_loan:audit:d144:s09,tool loan,0.373912,0.355912,0.297613,0.314613,repair_trust,True,True,True
2584,144,Sera,sera:repair_promise:audit:d144:s10,repair promise,0.365985,0.361985,0.346749,0.348749,move,True,True,True
2585,144,Tovan,tovan:care_favor:audit:d144:s11,care favor,0.357995,0.353995,0.539829,0.556829,talk,True,True,True
2586,144,Nia,nia:tool_loan:audit:d144:s12,tool loan,0.349953,0.331953,0.690278,0.707278,offer_help,True,True,True
2587,144,Ari,ari:repair_promise:audit:d144:s13,repair promise,0.341871,0.365871,0.623403,0.605403,borrow_tool,True,True,True
2588,144,Fay,fay:care_favor:audit:d144:s14,care favor,0.333758,0.315758,0.417644,0.434644,return_tool,True,True,True
2589,144,Milo,milo:tool_loan:audit:d144:s15,tool loan,0.325626,0.349626,0.295532,0.277532,interrupt_work,True,True,True
2590,144,Sera,sera:repair_promise:audit:d144:s16,repair promise,0.317487,0.313487,0.361958,0.363958,wait_offscreen,True,True,True
2591,144,Tovan,tovan:care_favor:audit:d144:s17,care favor,0.309351,0.291351,0.527395,0.544395,repair_trust,True,True,True
2592,145,Nia,nia:tool_loan:audit:d145:s00,tool loan,0.30123,0.29723,0.677456,0.694456,talk,True,True,True
2593,145,Ari,ari:repair_promise:audit:d145:s01,repair promise,0.293134,0.275134,0.59999,0.61699,offer_help,True,True,True
2594,145,Fay,fay:care_favor:audit:d145:s02,care favor,0.285075,0.309075,0.417591,0.399591,borrow_tool,True,True,True
2595,145,Milo,milo:tool_loan:audit:d145:s03,tool loan,0.277064,0.259064,0.295893,0.312893,return_tool,True,True,True
2596,145,Sera,sera:repair_promise:audit:d145:s04,repair promise,0.269112,0.293112,0.36727,0.34927,interrupt_work,True,True,True
2597,145,Tovan,tovan:care_favor:audit:d145:s05,care favor,0.261229,0.257229,0.542465,0.544465,wait_offscreen,True,True,True
2598,145,Nia,nia:tool_loan:audit:d145:s06,tool loan,0.253427,0.235427,0.682333,0.699333,repair_trust,True,True,True
2599,145,Ari,ari:repair_promise:audit:d145:s07,repair promise,0.245716,0.241716,0.611733,0.613733,move,True,True,True
2600,145,Fay,fay:care_favor:audit:d145:s08,care favor,0.238107,0.234107,0.417225,0.434225,talk,True,True,True
2601,145,Milo,milo:tool_loan:audit:d145:s09,tool loan,0.230609,0.212609,0.29598,0.31298,offer_help,True,True,True
2602,145,Sera,sera:repair_promise:audit:d145:s10,repair promise,0.223234,0.247234,0.371451,0.353451,borrow_tool,True,True,True
2603,145,Tovan,tovan:care_favor:audit:d145:s11,care favor,0.215992,0.197992,0.547647,0.564647,return_tool,True,True,True
2604,145,Nia,nia:tool_loan:audit:d145:s12,tool loan,0.208892,0.232892,0.686529,0.668529,interrupt_work,True,True,True
2605,145,Ari,ari:repair_promise:audit:d145:s13,repair promise,0.201944,0.197944,0.605382,0.607382,wait_offscreen,True,True,True
2606,145,Fay,fay:care_favor:audit:d145:s14,care favor,0.195158,0.177158,0.422069,0.439069,repair_trust,True,True,True
2607,145,Milo,milo:tool_loan:audit:d145:s15,tool loan,0.188542,0.184542,0.289984,0.291984,move,True,True,True
2608,145,Sera,sera:repair_promise:audit:d145:s16,repair promise,0.182107,0.178107,0.368111,0.385111,talk,True,True,True
2609,145,Tovan,tovan:care_favor:audit:d145:s17,care favor,0.17586,0.15786,0.545078,0.562078,offer_help,True,True,True
2610,146,Nia,nia:tool_loan:audit:d146:s00,tool loan,0.16981,0.15181,0.685997,0.702997,return_tool,True,True,True
2611,146,Ari,ari:repair_promise:audit:d146:s01,repair promise,0.163967,0.187967,0.58535,0.56735,interrupt_work,True,True,True
2612,146,Fay,fay:care_favor:audit:d146:s02,care favor,0.158336,0.154336,0.389437,0.391437,wait_offscreen,True,True,True
2613,146,Milo,milo:tool_loan:audit:d146:s03,tool loan,0.152927,0.134927,0.290713,0.307713,repair_trust,True,True,True
2614,146,Sera,sera:repair_promise:audit:d146:s04,repair promise,0.147747,0.143747,0.373379,0.375379,move,True,True,True
2615,146,Tovan,tovan:care_favor:audit:d146:s05,care favor,0.142802,0.138802,0.57079,0.58779,talk,True,True,True
2616,146,Nia,nia:tool_loan:audit:d146:s06,tool loan,0.1381,0.1201,0.699177,0.716177,offer_help,True,True,True
2617,146,Ari,ari:repair_promise:audit:d146:s07,repair promise,0.133647,0.157647,0.595452,0.577452,borrow_tool,True,True,True
2618,146,Fay,fay:care_favor:audit:d146:s08,care favor,0.129449,0.111449,0.398907,0.415907,return_tool,True,True,True
2619,146,Milo,milo:tool_loan:audit:d146:s09,tool loan,0.125512,0.149512,0.304087,0.286087,interrupt_work,True,True,True
2620,146,Sera,sera:repair_promise:audit:d146:s10,repair promise,0.121842,0.117842,0.371475,0.373475,wait_offscreen,True,True,True
2621,146,Tovan,tovan:care_favor:audit:d146:s11,care favor,0.118442,0.100442,0.560655,0.577655,repair_trust,True,True,True
2622,146,Nia,nia:tool_loan:audit:d146:s12,tool loan,0.115318,0.111318,0.699513,0.701513,move,True,True,True
2623,146,Ari,ari:repair_promise:audit:d146:s13,repair promise,0.112475,0.108475,0.581758,0.598758,talk,True,True,True
2624,146,Fay,fay:care_favor:audit:d146:s14,care favor,0.109915,0.091915,0.388571,0.405571,offer_help,True,True,True
2625,146,Milo,milo:tool_loan:audit:d146:s15,tool loan,0.107644,0.131644,0.285151,0.267151,borrow_tool,True,True,True
2626,146,Sera,sera:repair_promise:audit:d146:s16,repair promise,0.105662,0.087662,0.369712,0.386712,return_tool,True,True,True
2627,146,Tovan,tovan:care_favor:audit:d146:s17,care favor,0.103975,0.127975,0.550224,0.532224,interrupt_work,True,True,True
2628,147,Nia,nia:tool_loan:audit:d147:s00,tool loan,0.102582,0.084582,0.691193,0.708193,repair_trust,True,True,True
2629,147,Ari,ari:repair_promise:audit:d147:s01,repair promise,0.101488,0.097488,0.583825,0.585825,move,True,True,True
2630,147,Fay,fay:care_favor:audit:d147:s02,care favor,0.100693,0.096693,0.395867,0.412867,talk,True,True,True
2631,147,Milo,milo:tool_loan:audit:d147:s03,tool loan,0.100197,0.082197,0.293219,0.310219,offer_help,True,True,True
2632,147,Sera,sera:repair_promise:audit:d147:s04,repair promise,0.100003,0.124003,0.367252,0.349252,borrow_tool,True,True,True
2633,147,Tovan,tovan:care_favor:audit:d147:s05,care favor,0.10011,0.08211,0.582271,0.599271,return_tool,True,True,True
2634,147,Nia,nia:tool_loan:audit:d147:s06,tool loan,0.100518,0.124518,0.697245,0.679245,interrupt_work,True,True,True
2635,147,Ari,ari:repair_promise:audit:d147:s07,repair promise,0.101226,0.097226,0.581321,0.583321,wait_offscreen,True,True,True
2636,147,Fay,fay:care_favor:audit:d147:s08,care favor,0.102234,0.084234,0.380593,0.397593,repair_trust,True,True,True
2637,147,Milo,milo:tool_loan:audit:d147:s09,tool loan,0.10354,0.09954,0.291242,0.293242,move,True,True,True
2638,147,Sera,sera:repair_promise:audit:d147:s10,repair promise,0.105142,0.101142,0.389274,0.406274,talk,True,True,True
2639,147,Tovan,tovan:care_favor:audit:d147:s11,care favor,0.107038,0.089038,0.579883,0.596883,offer_help,True,True,True
2640,147,Nia,nia:tool_loan:audit:d147:s12,tool loan,0.109226,0.133226,0.677895,0.659895,borrow_tool,True,True,True
2641,147,Ari,ari:repair_promise:audit:d147:s13,repair promise,0.111702,0.093702,0.585218,0.602218,return_tool,True,True,True
2642,147,Fay,fay:care_favor:audit:d147:s14,care favor,0.114464,0.138464,0.398232,0.380232,interrupt_work,True,True,True
2643,147,Milo,milo:tool_loan:audit:d147:s15,tool loan,0.117506,0.113506,0.304755,0.306755,wait_offscreen,True,True,True
2644,147,Sera,sera:repair_promise:audit:d147:s16,repair promise,0.120826,0.102826,0.379003,0.396003,repair_trust,True,True,True
2645,147,Tovan,tovan:care_favor:audit:d147:s17,care favor,0.124419,0.120419,0.579705,0.581705,move,True,True,True
2646,148,Nia,nia:tool_loan:audit:d148:s00,tool loan,0.128279,0.110279,0.689911,0.706911,offer_help,True,True,True
2647,148,Ari,ari:repair_promise:audit:d148:s01,repair promise,0.132402,0.156402,0.560519,0.542519,borrow_tool,True,True,True
2648,148,Fay,fay:care_favor:audit:d148:s02,care favor,0.136781,0.118781,0.366926,0.383926,return_tool,True,True,True
2649,148,Milo,milo:tool_loan:audit:d148:s03,tool loan,0.141412,0.165412,0.295052,0.277052,interrupt_work,True,True,True
2650,148,Sera,sera:repair_promise:audit:d148:s04,repair promise,0.146286,0.142286,0.383966,0.385966,wait_offscreen,True,True,True
2651,148,Tovan,tovan:care_favor:audit:d148:s05,care favor,0.151399,0.133399,0.578403,0.595403,repair_trust,True,True,True
2652,148,Nia,nia:tool_loan:audit:d148:s06,tool loan,0.156742,0.152742,0.698286,0.700286,move,True,True,True
2653,148,Ari,ari:repair_promise:audit:d148:s07,repair promise,0.162309,0.158309,0.560434,0.577434,talk,True,True,True
2654,148,Fay,fay:care_favor:audit:d148:s08,care favor,0.168092,0.150092,0.385506,0.402506,offer_help,True,True,True
2655,148,Milo,milo:tool_loan:audit:d148:s09,tool loan,0.174082,0.198082,0.300634,0.282634,borrow_tool,True,True,True
2656,148,Sera,sera:repair_promise:audit:d148:s10,repair promise,0.180273,0.162273,0.382118,0.399118,return_tool,True,True,True
2657,148,Tovan,tovan:care_favor:audit:d148:s11,care favor,0.186654,0.210654,0.584562,0.566562,interrupt_work,True,True,True
2658,148,Nia,nia:tool_loan:audit:d148:s12,tool loan,0.193219,0.189219,0.678965,0.680965,wait_offscreen,True,True,True
2659,148,Ari,ari:repair_promise:audit:d148:s13,repair promise,0.199956,0.181956,0.559056,0.576056,repair_trust,True,True,True
2660,148,Fay,fay:care_favor:audit:d148:s14,care favor,0.206858,0.202858,0.374742,0.376742,move,True,True,True
2661,148,Milo,milo:tool_loan:audit:d148:s15,tool loan,0.213915,0.209915,0.2963,0.3133,talk,True,True,True
2662,148,Sera,sera:repair_promise:audit:d148:s16,repair promise,0.221117,0.203117,0.384391,0.401391,offer_help,True,True,True
2663,148,Tovan,tovan:care_favor:audit:d148:s17,care favor,0.228455,0.252455,0.571496,0.553496,borrow_tool,True,True,True
