tick_id,day,agent_id,input_id,user_intent,utterance,input_visible,send_button_clicked,localstorage_conversation_key,text_event_bound,avatar_position_bound
1022,86,Juno,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Juno,True,True
1025,86,Nia,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Nia,True,True
1027,86,Ivo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ivo,True,True
1030,86,Fay,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Fay,True,True
1031,86,Nia,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Nia,True,True
1032,87,Milo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Milo,True,True
1034,87,Juno,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Juno,True,True
1036,87,Fay,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Fay,True,True
1037,87,Nia,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Nia,True,True
1039,87,Ivo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ivo,True,True
1042,87,Fay,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Fay,True,True
1044,88,Milo,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Milo,True,True
1046,88,Juno,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Juno,True,True
1047,88,Ari,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Ari,True,True
1049,88,Nia,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Nia,True,True
1051,88,Ivo,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Ivo,True,True
1053,88,Ari,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ari,True,True
1054,88,Fay,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Fay,True,True
1056,89,Milo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Milo,True,True
1058,89,Juno,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Juno,True,True
1061,89,Nia,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Nia,True,True
1063,89,Ivo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ivo,True,True
1066,89,Fay,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Fay,True,True
1068,90,Ivo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ivo,True,True
1070,90,Ari,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ari,True,True
1073,90,Milo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Milo,True,True
1075,90,Juno,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Juno,True,True
1078,90,Nia,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Nia,True,True
1080,91,Ivo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Ivo,True,True
1082,91,Ari,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ari,True,True
1085,91,Milo,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Milo,True,True
1087,91,Juno,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Juno,True,True
1090,91,Nia,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Nia,True,True
1092,92,Ivo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Ivo,True,True
1094,92,Ari,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ari,True,True
1097,92,Milo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Milo,True,True
1099,92,Juno,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Juno,True,True
1102,92,Nia,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Nia,True,True
1104,93,Ivo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ivo,True,True
1106,93,Ari,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Ari,True,True
1109,93,Milo,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Milo,True,True
1111,93,Juno,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Juno,True,True
1114,93,Nia,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Nia,True,True
1116,94,Ivo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ivo,True,True
1117,94,Juno,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Juno,True,True
1118,94,Ari,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Ari,True,True
1121,94,Milo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Milo,True,True
1123,94,Juno,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Juno,True,True
1126,94,Nia,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Nia,True,True
1128,95,Ivo,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Ivo,True,True
1130,95,Ari,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ari,True,True
1133,95,Milo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Milo,True,True
1134,95,Ivo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ivo,True,True
1135,95,Juno,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Juno,True,True
1138,95,Nia,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Nia,True,True
1140,96,Ivo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ivo,True,True
1142,96,Ari,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ari,True,True
1145,96,Milo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Milo,True,True
1147,96,Juno,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Juno,True,True
1150,96,Nia,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Nia,True,True
1151,96,Milo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Milo,True,True
1152,97,Ivo,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ivo,True,True
1154,97,Ari,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Ari,True,True
1156,97,Nia,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Nia,True,True
1157,97,Milo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Milo,True,True
1159,97,Juno,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Juno,True,True
1162,97,Nia,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Nia,True,True
1164,98,Ivo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ivo,True,True
1166,98,Ari,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ari,True,True
1167,98,Fay,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Fay,True,True
1169,98,Milo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Milo,True,True
1171,98,Juno,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Juno,True,True
1173,98,Fay,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Fay,True,True
1174,98,Nia,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Nia,True,True
1176,99,Juno,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Juno,True,True
1177,99,Ari,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ari,True,True
1178,99,Fay,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Fay,True,True
1181,99,Ivo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ivo,True,True
1183,99,Ari,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ari,True,True
1186,99,Milo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Milo,True,True
1188,100,Juno,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Juno,True,True
1190,100,Fay,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Fay,True,True
1193,100,Ivo,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ivo,True,True
1195,100,Ari,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Ari,True,True
1198,100,Milo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Milo,True,True
1200,101,Juno,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Juno,True,True
1202,101,Fay,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Fay,True,True
1205,101,Ivo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ivo,True,True
1207,101,Ari,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ari,True,True
1210,101,Milo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Milo,True,True
1212,102,Juno,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Juno,True,True
1214,102,Fay,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Fay,True,True
1217,102,Ivo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Ivo,True,True
1219,102,Ari,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ari,True,True
1222,102,Milo,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Milo,True,True
1224,103,Juno,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Juno,True,True
1226,103,Fay,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Fay,True,True
1229,103,Ivo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Ivo,True,True
1231,103,Ari,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ari,True,True
1234,103,Milo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Milo,True,True
1236,104,Juno,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Juno,True,True
1238,104,Fay,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Fay,True,True
1241,104,Ivo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ivo,True,True
1243,104,Ari,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Ari,True,True
1246,104,Milo,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Milo,True,True
1248,105,Juno,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Juno,True,True
1250,105,Fay,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Fay,True,True
1253,105,Ivo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ivo,True,True
1254,105,Juno,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Juno,True,True
1255,105,Ari,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Ari,True,True
1258,105,Milo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Milo,True,True
1260,106,Juno,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Juno,True,True
1262,106,Fay,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Fay,True,True
1265,106,Ivo,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Ivo,True,True
1267,106,Ari,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ari,True,True
1270,106,Milo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Milo,True,True
1271,106,Ivo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ivo,True,True
1272,107,Juno,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Juno,True,True
1274,107,Fay,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Fay,True,True
1276,107,Milo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Milo,True,True
1277,107,Ivo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ivo,True,True
1279,107,Ari,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ari,True,True
1282,107,Milo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Milo,True,True
1284,108,Ari,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ari,True,True
1286,108,Nia,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Nia,True,True
1289,108,Juno,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Juno,True,True
1291,108,Fay,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Fay,True,True
1292,108,Nia,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Nia,True,True
1294,108,Ivo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ivo,True,True
