tick_id,day,session_id,settlement_id,resident_id,phrase,phrase_memory,phrase_context,mastery_before,mastery_after,trust_before,trust_after,used_in_current_loop,remembered_from_prior_session,saved_session_visible,no_autonomous_language_claim,no_llm_call
1599,89,session-015,cinder_garden,Pax,shade first,remembered shade first,save_session:sort ember fruit:ash_path,0.364,0.37,0.929,0.932,True,True,True,True,True
1600,89,session-015,lichen_bridge,Rin,bowl shared,waited at the rope,path_to_site:mark signal bell:meal_room,0.362,0.369,0.915,0.92,True,True,True,True,True
1601,89,session-015,orchid_engine,Eli,valve wait,kept the gear lane open,pickup_tool:stabilize steam kettle:engine_ring,0.368,0.374,0.916,0.919,True,True,True,True,True
1602,90,session-015,glass_harbor,Sera,tea first,guarded lamp for me,save_session:relight public lamp:fog_rail,0.363,0.37,0.912,0.917,True,True,True,True,True
1603,90,session-015,cinder_garden,Juno,seed sleep,left my basket sorted,path_to_site:sort ember fruit:seed_shelf,0.373,0.379,0.92,0.923,True,True,True,True,True
1604,90,session-015,lichen_bridge,Luma,signal hush,kept bowl shared,pickup_tool:mark signal bell:signal_post,0.37,0.377,0.93,0.935,True,True,True,True,True
1605,90,session-015,orchid_engine,Dax,orchid rest,did not turn the valve,execute_task:stabilize steam kettle:orchid_bay,0.364,0.37,0.922,0.925,True,True,True,True,True
1606,90,session-015,moss_ward,Tala,path dry,waited during repair,recover_failed_work:drain rain path:rain_gate,0.35,0.357,0.908,0.913,True,True,True,True,True
1607,90,session-015,glass_harbor,Nia,net keeper,shared crossing tea,drop_tool:mend fog net:net_room,0.354,0.361,0.92,0.925,True,True,True,True,True
1608,90,session-015,cinder_garden,Pax,cool hand,kept the path cool,relationship_phrase:cool ash path:shade_tent,0.363,0.372,0.932,0.937,True,True,True,True,True
1609,90,session-015,lichen_bridge,Rin,rope safe,heard my signal,save_session:repair meal ledger:rope_bridge,0.367,0.373,0.92,0.923,True,True,True,True,True
1610,90,session-015,orchid_engine,Eli,gear lane,let orchid rest,path_to_site:listen to valve pulse:gear_wash,0.367,0.374,0.919,0.924,True,True,True,True,True
1611,90,session-015,moss_ward,Ari,ledger no touch,helped after rain,pickup_tool:patch blanket loom:root_alcove,0.36,0.367,0.916,0.921,True,True,True,True,True
1612,90,session-015,glass_harbor,Oren,lamp bright,kept net lane clear,execute_task:seal fog catcher:lamp_pier,0.367,0.374,0.936,0.941,True,True,True,True,True
1613,90,session-015,cinder_garden,Vale,shade first,remembered shade first,recover_failed_work:repair seed calendar:ash_path,0.372,0.379,0.922,0.927,True,True,True,True,True
1614,90,session-015,lichen_bridge,Sol,bowl shared,waited at the rope,drop_tool:test rope bridge:meal_room,0.373,0.38,0.914,0.919,True,True,True,True,True
1615,90,session-015,orchid_engine,Bea,valve wait,kept the gear lane open,relationship_phrase:clean gear wash:engine_ring,0.376,0.384,0.922,0.925,True,True,True,True,True
1616,90,session-015,moss_ward,Fay,loom wait,asked before ledger,save_session:copy root ledger:blanket_room,0.366,0.373,0.926,0.931,True,True,True,True,True
1617,90,session-015,glass_harbor,Puck,tea first,guarded lamp for me,path_to_site:mark crossing rope:fog_rail,0.362,0.368,0.918,0.921,True,True,True,True,True
1618,90,session-015,cinder_garden,Wren,seed sleep,left my basket sorted,pickup_tool:shade seed rows:seed_shelf,0.358,0.365,0.912,0.917,True,True,True,True,True
1619,90,session-015,lichen_bridge,Kio,signal hush,kept bowl shared,execute_task:weave spare rope:signal_post,0.368,0.375,0.918,0.923,True,True,True,True,True
1620,91,session-016,moss_ward,Ari,path dry,waited during repair,path_to_site:copy root ledger:rain_gate,0.365,0.372,0.921,0.926,True,True,True,True,True
1621,91,session-016,glass_harbor,Oren,net keeper,shared crossing tea,pickup_tool:mark crossing rope:net_room,0.367,0.373,0.941,0.944,True,True,True,True,True
1622,91,session-016,cinder_garden,Vale,cool hand,kept the path cool,execute_task:shade seed rows:shade_tent,0.37,0.377,0.927,0.932,True,True,True,True,True
1623,91,session-016,lichen_bridge,Sol,rope safe,heard my signal,recover_failed_work:weave spare rope:rope_bridge,0.359,0.366,0.919,0.924,True,True,True,True,True
1624,91,session-016,orchid_engine,Bea,gear lane,let orchid rest,drop_tool:tend orchid lamp:gear_wash,0.356,0.363,0.925,0.93,True,True,True,True,True
1625,91,session-016,moss_ward,Fay,ledger no touch,helped after rain,relationship_phrase:raise warm-cup shelf:root_alcove,0.355,0.363,0.931,0.934,True,True,True,True,True
1626,91,session-016,glass_harbor,Puck,lamp bright,kept net lane clear,save_session:relight public lamp:lamp_pier,0.359,0.366,0.921,0.926,True,True,True,True,True
1627,91,session-016,cinder_garden,Wren,shade first,remembered shade first,path_to_site:sort ember fruit:ash_path,0.366,0.372,0.917,0.92,True,True,True,True,True
1628,91,session-016,lichen_bridge,Kio,bowl shared,waited at the rope,pickup_tool:mark signal bell:meal_room,0.365,0.372,0.923,0.928,True,True,True,True,True
1629,91,session-016,orchid_engine,Cai,valve wait,kept the gear lane open,execute_task:stabilize steam kettle:engine_ring,0.362,0.368,0.938,0.941,True,True,True,True,True
1630,91,session-016,moss_ward,Milo,loom wait,asked before ledger,recover_failed_work:drain rain path:blanket_room,0.361,0.368,0.925,0.93,True,True,True,True,True
1631,91,session-016,glass_harbor,Sera,tea first,guarded lamp for me,drop_tool:mend fog net:fog_rail,0.37,0.376,0.917,0.92,True,True,True,True,True
1632,91,session-016,cinder_garden,Juno,seed sleep,left my basket sorted,relationship_phrase:cool ash path:seed_shelf,0.379,0.388,0.923,0.928,True,True,True,True,True
1633,91,session-016,lichen_bridge,Luma,signal hush,kept bowl shared,save_session:repair meal ledger:signal_post,0.377,0.383,0.935,0.938,True,True,True,True,True
1634,91,session-016,orchid_engine,Dax,orchid rest,did not turn the valve,path_to_site:listen to valve pulse:orchid_bay,0.37,0.377,0.925,0.93,True,True,True,True,True
1635,91,session-016,moss_ward,Tala,path dry,waited during repair,pickup_tool:patch blanket loom:rain_gate,0.357,0.364,0.913,0.918,True,True,True,True,True
1636,91,session-016,glass_harbor,Nia,net keeper,shared crossing tea,execute_task:seal fog catcher:net_room,0.361,0.368,0.925,0.93,True,True,True,True,True
1637,91,session-016,cinder_garden,Pax,cool hand,kept the path cool,recover_failed_work:repair seed calendar:shade_tent,0.372,0.379,0.937,0.942,True,True,True,True,True
1638,92,session-016,orchid_engine,Cai,gear lane,let orchid rest,pickup_tool:listen to valve pulse:gear_wash,0.361,0.368,0.941,0.946,True,True,True,True,True
1639,92,session-016,moss_ward,Milo,ledger no touch,helped after rain,execute_task:patch blanket loom:root_alcove,0.37,0.376,0.93,0.933,True,True,True,True,True
1640,92,session-016,glass_harbor,Sera,lamp bright,kept net lane clear,recover_failed_work:seal fog catcher:lamp_pier,0.368,0.375,0.92,0.925,True,True,True,True,True
1641,92,session-016,cinder_garden,Juno,shade first,remembered shade first,drop_tool:repair seed calendar:ash_path,0.36,0.366,0.928,0.931,True,True,True,True,True
1642,92,session-016,lichen_bridge,Luma,bowl shared,waited at the rope,relationship_phrase:test rope bridge:meal_room,0.355,0.364,0.938,0.943,True,True,True,True,True
1643,92,session-016,orchid_engine,Dax,valve wait,kept the gear lane open,save_session:clean gear wash:engine_ring,0.353,0.359,0.93,0.933,True,True,True,True,True
1644,92,session-016,moss_ward,Tala,loom wait,asked before ledger,path_to_site:copy root ledger:blanket_room,0.359,0.366,0.918,0.923,True,True,True,True,True
1645,92,session-016,glass_harbor,Nia,tea first,guarded lamp for me,pickup_tool:mark crossing rope:fog_rail,0.368,0.375,0.93,0.935,True,True,True,True,True
1646,92,session-016,cinder_garden,Pax,seed sleep,left my basket sorted,execute_task:shade seed rows:seed_shelf,0.37,0.377,0.942,0.947,True,True,True,True,True
1647,92,session-016,lichen_bridge,Rin,signal hush,kept bowl shared,recover_failed_work:weave spare rope:signal_post,0.361,0.368,0.923,0.928,True,True,True,True,True
1648,92,session-016,orchid_engine,Eli,orchid rest,did not turn the valve,drop_tool:tend orchid lamp:orchid_bay,0.362,0.369,0.924,0.929,True,True,True,True,True
1649,92,session-016,moss_ward,Ari,path dry,waited during repair,relationship_phrase:raise warm-cup shelf:rain_gate,0.372,0.381,0.926,0.931,True,True,True,True,True
1650,92,session-016,glass_harbor,Oren,net keeper,shared crossing tea,save_session:relight public lamp:net_room,0.373,0.38,0.944,0.949,True,True,True,True,True
1651,92,session-016,cinder_garden,Vale,cool hand,kept the path cool,path_to_site:sort ember fruit:shade_tent,0.377,0.383,0.932,0.935,True,True,True,True,True
1652,92,session-016,lichen_bridge,Sol,rope safe,heard my signal,pickup_tool:mark signal bell:rope_bridge,0.366,0.373,0.924,0.929,True,True,True,True,True
1653,92,session-016,orchid_engine,Bea,gear lane,let orchid rest,execute_task:stabilize steam kettle:gear_wash,0.363,0.37,0.93,0.935,True,True,True,True,True
1654,92,session-016,moss_ward,Fay,ledger no touch,helped after rain,recover_failed_work:drain rain path:root_alcove,0.363,0.37,0.934,0.939,True,True,True,True,True
1655,92,session-016,glass_harbor,Puck,lamp bright,kept net lane clear,drop_tool:mend fog net:lamp_pier,0.366,0.372,0.926,0.929,True,True,True,True,True
1656,93,session-016,lichen_bridge,Rin,bowl shared,waited at the rope,execute_task:mark signal bell:meal_room,0.369,0.376,0.928,0.933,True,True,True,True,True
1657,93,session-016,orchid_engine,Eli,valve wait,kept the gear lane open,recover_failed_work:stabilize steam kettle:engine_ring,0.374,0.381,0.929,0.934,True,True,True,True,True
1658,93,session-016,moss_ward,Ari,loom wait,asked before ledger,drop_tool:drain rain path:blanket_room,0.37,0.377,0.931,0.936,True,True,True,True,True
1659,93,session-016,glass_harbor,Oren,tea first,guarded lamp for me,relationship_phrase:mend fog net:fog_rail,0.373,0.382,0.949,0.95,True,True,True,True,True
1660,93,session-016,cinder_garden,Vale,seed sleep,left my basket sorted,save_session:cool ash path:seed_shelf,0.36,0.367,0.935,0.94,True,True,True,True,True
1661,93,session-016,lichen_bridge,Sol,signal hush,kept bowl shared,path_to_site:repair meal ledger:signal_post,0.36,0.366,0.929,0.932,True,True,True,True,True
1662,93,session-016,orchid_engine,Bea,orchid rest,did not turn the valve,pickup_tool:listen to valve pulse:orchid_bay,0.366,0.373,0.935,0.94,True,True,True,True,True
1663,93,session-016,moss_ward,Fay,path dry,waited during repair,execute_task:patch blanket loom:rain_gate,0.381,0.387,0.939,0.942,True,True,True,True,True
1664,93,session-016,glass_harbor,Puck,net keeper,shared crossing tea,recover_failed_work:seal fog catcher:net_room,0.375,0.382,0.929,0.934,True,True,True,True,True
1665,93,session-016,cinder_garden,Wren,cool hand,kept the path cool,drop_tool:repair seed calendar:shade_tent,0.369,0.375,0.92,0.923,True,True,True,True,True
1666,93,session-016,lichen_bridge,Kio,rope safe,heard my signal,relationship_phrase:test rope bridge:rope_bridge,0.365,0.374,0.928,0.933,True,True,True,True,True
1667,93,session-016,orchid_engine,Cai,gear lane,let orchid rest,save_session:clean gear wash:gear_wash,0.368,0.374,0.946,0.949,True,True,True,True,True
1668,93,session-016,moss_ward,Milo,ledger no touch,helped after rain,path_to_site:copy root ledger:root_alcove,0.376,0.383,0.933,0.938,True,True,True,True,True
1669,93,session-016,glass_harbor,Sera,lamp bright,kept net lane clear,pickup_tool:mark crossing rope:lamp_pier,0.375,0.381,0.925,0.928,True,True,True,True,True
1670,93,session-016,cinder_garden,Juno,shade first,remembered shade first,execute_task:shade seed rows:ash_path,0.366,0.373,0.931,0.936,True,True,True,True,True
1671,93,session-016,lichen_bridge,Luma,bowl shared,waited at the rope,recover_failed_work:weave spare rope:meal_room,0.364,0.371,0.943,0.948,True,True,True,True,True
1672,93,session-016,orchid_engine,Dax,valve wait,kept the gear lane open,drop_tool:tend orchid lamp:engine_ring,0.359,0.366,0.933,0.938,True,True,True,True,True
1673,93,session-016,moss_ward,Tala,loom wait,asked before ledger,relationship_phrase:raise warm-cup shelf:blanket_room,0.366,0.374,0.923,0.926,True,True,True,True,True
1674,94,session-016,cinder_garden,Wren,seed sleep,left my basket sorted,recover_failed_work:shade seed rows:seed_shelf,0.365,0.372,0.923,0.928,True,True,True,True,True
1675,94,session-016,lichen_bridge,Kio,signal hush,kept bowl shared,drop_tool:weave spare rope:signal_post,0.375,0.381,0.933,0.936,True,True,True,True,True
1676,94,session-016,orchid_engine,Cai,orchid rest,did not turn the valve,relationship_phrase:tend orchid lamp:orchid_bay,0.385,0.394,0.949,0.95,True,True,True,True,True
1677,94,session-016,moss_ward,Milo,path dry,waited during repair,save_session:raise warm-cup shelf:rain_gate,0.375,0.381,0.938,0.941,True,True,True,True,True
1678,94,session-016,glass_harbor,Sera,net keeper,shared crossing tea,path_to_site:relight public lamp:net_room,0.362,0.369,0.928,0.933,True,True,True,True,True
1679,94,session-016,cinder_garden,Juno,cool hand,kept the path cool,pickup_tool:sort ember fruit:shade_tent,0.364,0.37,0.936,0.939,True,True,True,True,True
1680,94,session-016,lichen_bridge,Luma,rope safe,heard my signal,execute_task:mark signal bell:rope_bridge,0.379,0.386,0.948,0.95,True,True,True,True,True
1681,94,session-016,orchid_engine,Dax,gear lane,let orchid rest,recover_failed_work:stabilize steam kettle:gear_wash,0.383,0.39,0.938,0.943,True,True,True,True,True
1682,94,session-016,moss_ward,Tala,ledger no touch,helped after rain,drop_tool:drain rain path:root_alcove,0.38,0.387,0.926,0.931,True,True,True,True,True
1683,94,session-016,glass_harbor,Nia,lamp bright,kept net lane clear,relationship_phrase:mend fog net:lamp_pier,0.379,0.388,0.935,0.94,True,True,True,True,True
1684,94,session-016,cinder_garden,Pax,shade first,remembered shade first,save_session:cool ash path:ash_path,0.37,0.377,0.947,0.95,True,True,True,True,True
1685,94,session-016,lichen_bridge,Rin,bowl shared,waited at the rope,path_to_site:repair meal ledger:meal_room,0.376,0.382,0.933,0.936,True,True,True,True,True
1686,94,session-016,orchid_engine,Eli,valve wait,kept the gear lane open,pickup_tool:listen to valve pulse:engine_ring,0.381,0.388,0.934,0.939,True,True,True,True,True
1687,94,session-016,moss_ward,Ari,loom wait,asked before ledger,execute_task:patch blanket loom:blanket_room,0.377,0.384,0.936,0.941,True,True,True,True,True
1688,94,session-016,glass_harbor,Oren,tea first,guarded lamp for me,recover_failed_work:seal fog catcher:fog_rail,0.382,0.389,0.95,0.95,True,True,True,True,True
1689,94,session-016,cinder_garden,Vale,seed sleep,left my basket sorted,drop_tool:repair seed calendar:seed_shelf,0.367,0.373,0.94,0.943,True,True,True,True,True
1690,94,session-016,lichen_bridge,Sol,signal hush,kept bowl shared,relationship_phrase:test rope bridge:signal_post,0.366,0.375,0.932,0.937,True,True,True,True,True
1691,94,session-016,orchid_engine,Bea,orchid rest,did not turn the valve,save_session:clean gear wash:orchid_bay,0.373,0.38,0.94,0.945,True,True,True,True,True
1692,95,session-016,glass_harbor,Nia,net keeper,shared crossing tea,drop_tool:seal fog catcher:net_room,0.368,0.375,0.94,0.945,True,True,True,True,True
1693,95,session-016,cinder_garden,Pax,cool hand,kept the path cool,relationship_phrase:repair seed calendar:shade_tent,0.379,0.388,0.95,0.95,True,True,True,True,True
1694,95,session-016,lichen_bridge,Rin,rope safe,heard my signal,save_session:test rope bridge:rope_bridge,0.373,0.38,0.936,0.941,True,True,True,True,True
1695,95,session-016,orchid_engine,Eli,gear lane,let orchid rest,path_to_site:clean gear wash:gear_wash,0.374,0.381,0.939,0.944,True,True,True,True,True
1696,95,session-016,moss_ward,Ari,ledger no touch,helped after rain,pickup_tool:copy root ledger:root_alcove,0.367,0.374,0.941,0.946,True,True,True,True,True
1697,95,session-016,glass_harbor,Oren,lamp bright,kept net lane clear,execute_task:mark crossing rope:lamp_pier,0.374,0.38,0.95,0.95,True,True,True,True,True
1698,95,session-016,cinder_garden,Vale,shade first,remembered shade first,recover_failed_work:shade seed rows:ash_path,0.379,0.386,0.943,0.948,True,True,True,True,True
1699,95,session-016,lichen_bridge,Sol,bowl shared,waited at the rope,drop_tool:weave spare rope:meal_room,0.38,0.386,0.937,0.94,True,True,True,True,True
1700,95,session-016,orchid_engine,Bea,valve wait,kept the gear lane open,relationship_phrase:tend orchid lamp:engine_ring,0.384,0.393,0.945,0.95,True,True,True,True,True
1701,95,session-016,moss_ward,Fay,loom wait,asked before ledger,save_session:raise warm-cup shelf:blanket_room,0.373,0.379,0.942,0.945,True,True,True,True,True
1702,95,session-016,glass_harbor,Puck,tea first,guarded lamp for me,path_to_site:relight public lamp:fog_rail,0.368,0.375,0.934,0.939,True,True,True,True,True
1703,95,session-016,cinder_garden,Wren,seed sleep,left my basket sorted,pickup_tool:sort ember fruit:seed_shelf,0.372,0.379,0.928,0.933,True,True,True,True,True
1704,95,session-016,lichen_bridge,Kio,signal hush,kept bowl shared,execute_task:mark signal bell:signal_post,0.381,0.388,0.936,0.941,True,True,True,True,True
1705,95,session-016,orchid_engine,Cai,orchid rest,did not turn the valve,recover_failed_work:stabilize steam kettle:orchid_bay,0.394,0.401,0.95,0.95,True,True,True,True,True
1706,95,session-016,moss_ward,Milo,path dry,waited during repair,drop_tool:drain rain path:rain_gate,0.381,0.388,0.941,0.946,True,True,True,True,True
1707,95,session-016,glass_harbor,Sera,net keeper,shared crossing tea,relationship_phrase:mend fog net:net_room,0.369,0.377,0.933,0.936,True,True,True,True,True
1708,95,session-016,cinder_garden,Juno,cool hand,kept the path cool,save_session:cool ash path:shade_tent,0.37,0.377,0.939,0.944,True,True,True,True,True
1709,95,session-016,lichen_bridge,Luma,rope safe,heard my signal,path_to_site:repair meal ledger:rope_bridge,0.386,0.392,0.95,0.95,True,True,True,True,True
1710,96,session-016,moss_ward,Fay,ledger no touch,helped after rain,relationship_phrase:drain rain path:root_alcove,0.37,0.379,0.945,0.95,True,True,True,True,True
1711,96,session-016,glass_harbor,Puck,lamp bright,kept net lane clear,save_session:mend fog net:lamp_pier,0.372,0.378,0.939,0.942,True,True,True,True,True
1712,96,session-016,cinder_garden,Wren,shade first,remembered shade first,path_to_site:cool ash path:ash_path,0.372,0.379,0.933,0.938,True,True,True,True,True
1713,96,session-016,lichen_bridge,Kio,bowl shared,waited at the rope,pickup_tool:repair meal ledger:meal_room,0.372,0.378,0.941,0.944,True,True,True,True,True
1714,96,session-016,orchid_engine,Cai,valve wait,kept the gear lane open,execute_task:listen to valve pulse:engine_ring,0.368,0.375,0.95,0.95,True,True,True,True,True
1715,96,session-016,moss_ward,Milo,loom wait,asked before ledger,recover_failed_work:patch blanket loom:blanket_room,0.368,0.375,0.946,0.95,True,True,True,True,True
1716,96,session-016,glass_harbor,Sera,tea first,guarded lamp for me,drop_tool:seal fog catcher:fog_rail,0.376,0.383,0.936,0.941,True,True,True,True,True
1717,96,session-016,cinder_garden,Juno,seed sleep,left my basket sorted,relationship_phrase:repair seed calendar:seed_shelf,0.388,0.397,0.944,0.949,True,True,True,True,True
1718,96,session-016,lichen_bridge,Luma,signal hush,kept bowl shared,save_session:test rope bridge:signal_post,0.383,0.39,0.95,0.95,True,True,True,True,True
1719,96,session-016,orchid_engine,Dax,orchid rest,did not turn the valve,path_to_site:clean gear wash:orchid_bay,0.377,0.383,0.943,0.946,True,True,True,True,True
1720,96,session-016,moss_ward,Tala,path dry,waited during repair,pickup_tool:copy root ledger:rain_gate,0.364,0.371,0.931,0.936,True,True,True,True,True
1721,96,session-016,glass_harbor,Nia,net keeper,shared crossing tea,execute_task:mark crossing rope:net_room,0.375,0.381,0.945,0.948,True,True,True,True,True
1722,96,session-016,cinder_garden,Pax,cool hand,kept the path cool,recover_failed_work:shade seed rows:shade_tent,0.388,0.395,0.95,0.95,True,True,True,True,True
1723,96,session-016,lichen_bridge,Rin,rope safe,heard my signal,drop_tool:weave spare rope:rope_bridge,0.38,0.386,0.941,0.944,True,True,True,True,True
1724,96,session-016,orchid_engine,Eli,gear lane,let orchid rest,relationship_phrase:tend orchid lamp:gear_wash,0.381,0.39,0.944,0.949,True,True,True,True,True
1725,96,session-016,moss_ward,Ari,ledger no touch,helped after rain,save_session:raise warm-cup shelf:root_alcove,0.374,0.38,0.946,0.949,True,True,True,True,True
1726,96,session-016,glass_harbor,Oren,lamp bright,kept net lane clear,path_to_site:relight public lamp:lamp_pier,0.38,0.387,0.95,0.95,True,True,True,True,True
1727,96,session-016,cinder_garden,Vale,shade first,remembered shade first,pickup_tool:sort ember fruit:ash_path,0.386,0.392,0.948,0.95,True,True,True,True,True
1728,97,session-017,orchid_engine,Dax,valve wait,kept the gear lane open,save_session:tend orchid lamp:engine_ring,0.366,0.373,0.946,0.95,True,True,True,True,True
1729,97,session-017,moss_ward,Tala,loom wait,asked before ledger,path_to_site:raise warm-cup shelf:blanket_room,0.374,0.38,0.936,0.939,True,True,True,True,True
1730,97,session-017,glass_harbor,Nia,tea first,guarded lamp for me,pickup_tool:relight public lamp:fog_rail,0.375,0.382,0.948,0.95,True,True,True,True,True
1731,97,session-017,cinder_garden,Pax,seed sleep,left my basket sorted,execute_task:sort ember fruit:seed_shelf,0.377,0.383,0.95,0.95,True,True,True,True,True
1732,97,session-017,lichen_bridge,Rin,signal hush,kept bowl shared,recover_failed_work:mark signal bell:signal_post,0.368,0.375,0.944,0.949,True,True,True,True,True
1733,97,session-017,orchid_engine,Eli,orchid rest,did not turn the valve,drop_tool:stabilize steam kettle:orchid_bay,0.369,0.375,0.949,0.95,True,True,True,True,True
1734,97,session-017,moss_ward,Ari,path dry,waited during repair,relationship_phrase:drain rain path:rain_gate,0.381,0.39,0.949,0.95,True,True,True,True,True
1735,97,session-017,glass_harbor,Oren,net keeper,shared crossing tea,save_session:mend fog net:net_room,0.38,0.386,0.95,0.95,True,True,True,True,True
1736,97,session-017,cinder_garden,Vale,cool hand,kept the path cool,path_to_site:cool ash path:shade_tent,0.383,0.39,0.95,0.95,True,True,True,True,True
1737,97,session-017,lichen_bridge,Sol,rope safe,heard my signal,pickup_tool:repair meal ledger:rope_bridge,0.373,0.38,0.94,0.945,True,True,True,True,True
1738,97,session-017,orchid_engine,Bea,gear lane,let orchid rest,execute_task:listen to valve pulse:gear_wash,0.37,0.377,0.95,0.95,True,True,True,True,True
1739,97,session-017,moss_ward,Fay,ledger no touch,helped after rain,recover_failed_work:patch blanket loom:root_alcove,0.379,0.386,0.95,0.95,True,True,True,True,True
1740,97,session-017,glass_harbor,Puck,lamp bright,kept net lane clear,drop_tool:seal fog catcher:lamp_pier,0.378,0.385,0.942,0.947,True,True,True,True,True
1741,97,session-017,cinder_garden,Wren,shade first,remembered shade first,relationship_phrase:repair seed calendar:ash_path,0.379,0.388,0.938,0.943,True,True,True,True,True
1742,97,session-017,lichen_bridge,Kio,bowl shared,waited at the rope,save_session:test rope bridge:meal_room,0.378,0.385,0.944,0.949,True,True,True,True,True
1743,97,session-017,orchid_engine,Cai,valve wait,kept the gear lane open,path_to_site:clean gear wash:engine_ring,0.375,0.381,0.95,0.95,True,True,True,True,True
1744,97,session-017,moss_ward,Milo,loom wait,asked before ledger,pickup_tool:copy root ledger:blanket_room,0.375,0.382,0.95,0.95,True,True,True,True,True
1745,97,session-017,glass_harbor,Sera,tea first,guarded lamp for me,execute_task:mark crossing rope:fog_rail,0.383,0.39,0.941,0.946,True,True,True,True,True
1746,98,session-017,lichen_bridge,Sol,signal hush,kept bowl shared,path_to_site:test rope bridge:signal_post,0.375,0.382,0.945,0.95,True,True,True,True,True
1747,98,session-017,orchid_engine,Bea,orchid rest,did not turn the valve,pickup_tool:clean gear wash:orchid_bay,0.38,0.387,0.95,0.95,True,True,True,True,True
1748,98,session-017,moss_ward,Fay,path dry,waited during repair,execute_task:copy root ledger:rain_gate,0.387,0.394,0.95,0.95,True,True,True,True,True
1749,98,session-017,glass_harbor,Puck,net keeper,shared crossing tea,recover_failed_work:mark crossing rope:net_room,0.382,0.389,0.947,0.95,True,True,True,True,True
1750,98,session-017,cinder_garden,Wren,cool hand,kept the path cool,drop_tool:shade seed rows:shade_tent,0.375,0.382,0.943,0.948,True,True,True,True,True
1751,98,session-017,lichen_bridge,Kio,rope safe,heard my signal,relationship_phrase:weave spare rope:rope_bridge,0.374,0.382,0.949,0.95,True,True,True,True,True
1752,98,session-017,orchid_engine,Cai,gear lane,let orchid rest,save_session:tend orchid lamp:gear_wash,0.374,0.381,0.95,0.95,True,True,True,True,True
1753,98,session-017,moss_ward,Milo,ledger no touch,helped after rain,path_to_site:raise warm-cup shelf:root_alcove,0.383,0.389,0.95,0.95,True,True,True,True,True
1754,98,session-017,glass_harbor,Sera,lamp bright,kept net lane clear,pickup_tool:relight public lamp:lamp_pier,0.381,0.388,0.946,0.95,True,True,True,True,True
1755,98,session-017,cinder_garden,Juno,shade first,remembered shade first,execute_task:sort ember fruit:ash_path,0.373,0.38,0.949,0.95,True,True,True,True,True
1756,98,session-017,lichen_bridge,Luma,bowl shared,waited at the rope,recover_failed_work:mark signal bell:meal_room,0.371,0.378,0.95,0.95,True,True,True,True,True
1757,98,session-017,orchid_engine,Dax,valve wait,kept the gear lane open,drop_tool:stabilize steam kettle:engine_ring,0.373,0.38,0.95,0.95,True,True,True,True,True
1758,98,session-017,moss_ward,Tala,loom wait,asked before ledger,relationship_phrase:drain rain path:blanket_room,0.38,0.389,0.939,0.944,True,True,True,True,True
1759,98,session-017,glass_harbor,Nia,tea first,guarded lamp for me,save_session:mend fog net:fog_rail,0.382,0.388,0.95,0.95,True,True,True,True,True
1760,98,session-017,cinder_garden,Pax,seed sleep,left my basket sorted,path_to_site:cool ash path:seed_shelf,0.383,0.39,0.95,0.95,True,True,True,True,True
1761,98,session-017,lichen_bridge,Rin,signal hush,kept bowl shared,pickup_tool:repair meal ledger:signal_post,0.375,0.381,0.949,0.95,True,True,True,True,True
1762,98,session-017,orchid_engine,Eli,orchid rest,did not turn the valve,execute_task:listen to valve pulse:orchid_bay,0.375,0.382,0.95,0.95,True,True,True,True,True
1763,98,session-017,moss_ward,Ari,path dry,waited during repair,recover_failed_work:patch blanket loom:rain_gate,0.39,0.397,0.95,0.95,True,True,True,True,True
1764,99,session-017,cinder_garden,Juno,cool hand,kept the path cool,pickup_tool:cool ash path:shade_tent,0.377,0.384,0.95,0.95,True,True,True,True,True
1765,99,session-017,lichen_bridge,Luma,rope safe,heard my signal,execute_task:repair meal ledger:rope_bridge,0.392,0.398,0.95,0.95,True,True,True,True,True
1766,99,session-017,orchid_engine,Dax,gear lane,let orchid rest,recover_failed_work:listen to valve pulse:gear_wash,0.39,0.397,0.95,0.95,True,True,True,True,True
1767,99,session-017,moss_ward,Tala,ledger no touch,helped after rain,drop_tool:patch blanket loom:root_alcove,0.387,0.393,0.944,0.947,True,True,True,True,True
1768,99,session-017,glass_harbor,Nia,lamp bright,kept net lane clear,relationship_phrase:seal fog catcher:lamp_pier,0.388,0.397,0.95,0.95,True,True,True,True,True
1769,99,session-017,cinder_garden,Pax,shade first,remembered shade first,save_session:repair seed calendar:ash_path,0.377,0.383,0.95,0.95,True,True,True,True,True
1770,99,session-017,lichen_bridge,Rin,bowl shared,waited at the rope,path_to_site:test rope bridge:meal_room,0.382,0.389,0.95,0.95,True,True,True,True,True
1771,99,session-017,orchid_engine,Eli,valve wait,kept the gear lane open,pickup_tool:clean gear wash:engine_ring,0.388,0.394,0.95,0.95,True,True,True,True,True
1772,99,session-017,moss_ward,Ari,loom wait,asked before ledger,execute_task:copy root ledger:blanket_room,0.384,0.391,0.95,0.95,True,True,True,True,True
1773,99,session-017,glass_harbor,Oren,tea first,guarded lamp for me,recover_failed_work:mark crossing rope:fog_rail,0.389,0.396,0.95,0.95,True,True,True,True,True
1774,99,session-017,cinder_garden,Vale,seed sleep,left my basket sorted,drop_tool:shade seed rows:seed_shelf,0.373,0.38,0.95,0.95,True,True,True,True,True
