tick,day,scene_id,agent,sound_rate_hz,movement_rate_hz,object_resonance_hz,obligation_pressure,temperature_c,wetness,comfort_delta,pain_pressure,sensory_bound_to_obligation,flower_phase
493,28,v24-scene-d28,Keth,1.284,1.12,2.26,0.12,17.324,0.1,0.05,0.02,0,201.495652
494,28,v24-scene-d28,Vonn,1.296,1.12,3.11,0.08,17.324,0.1,0.12,0.02,1,345.637416
495,28,v24-scene-d28,Keth,1.348,1.18,2.56,0.24,17.324,0.1,0.02,0.02,1,131.51918
496,28,v24-scene-d28,Melo,1.43,1.23,2.89,0.32,17.324,0.1,0.05,0.02,1,281.440944
497,28,v24-scene-d28,Sova,1.332,1.12,3.03,0.12,18.224,0.1,0.05,0.02,0,40.812708
498,28,v24-scene-d28,Keth,1.344,1.12,2.89,0.08,17.324,0.1,0.12,0.02,1,174.064472
499,28,v24-scene-d28,Sova,1.356,1.12,2.23,0.08,18.224,0.1,0.12,0.02,1,304.516236
500,28,v24-scene-d28,Sova,1.478,1.23,2.12,0.24,18.224,0.1,0.02,0.02,1,97.978
501,28,v24-scene-d28,Vonn,1.38,1.12,2.26,0.12,16.824,0.24,0.05,0.02,0,223.189764
502,28,v24-scene-d28,Melo,1.392,1.12,2.45,0.08,17.324,0.1,0.12,0.02,1,0.071528
503,28,v24-scene-d28,Vonn,1.404,1.16,2.48,0.08,16.824,0.24,0.12,0.02,1,139.353292
504,29,v24-scene-d29,Sova,1.2,1.16,2.56,0.08,18.232,0.1,0.12,0.02,1,274.273056
505,29,v24-scene-d29,Keth,1.212,1.12,2.48,0.12,17.332,0.1,0.05,0.02,0,52.78482
506,29,v24-scene-d29,Ori,1.224,1.12,2.56,0.08,17.332,0.1,0.12,0.02,1,188.456584
507,29,v24-scene-d29,Nari,1.346,1.27,2.89,0.24,17.332,0.1,0.02,0.02,1,347.998348
508,29,v24-scene-d29,Nari,1.248,1.18,3.0,0.2,17.332,0.1,0.09,0.02,1,119.340112
509,29,v24-scene-d29,Ori,1.26,1.12,2.81,0.12,17.332,0.1,0.05,0.02,0,247.261876
510,29,v24-scene-d29,Sova,1.272,1.12,2.34,0.08,18.232,0.1,0.12,0.02,1,16.88364
511,29,v24-scene-d29,Sova,1.284,1.16,2.23,0.08,18.232,0.1,0.12,0.02,1,154.625404
512,29,v24-scene-d29,Nari,1.406,1.23,2.12,0.24,17.332,0.1,0.02,0.02,1,306.847168
513,29,v24-scene-d29,Vonn,1.308,1.12,2.92,0.12,17.332,0.1,0.05,0.02,0,79.318932
514,29,v24-scene-d29,Keth,1.32,1.12,2.45,0.08,17.332,0.1,0.12,0.02,1,208.940696
515,29,v24-scene-d29,Nari,1.372,1.18,2.45,0.24,17.332,0.1,0.02,0.02,1,0.87246
516,29,v24-scene-d29,Sova,1.344,1.12,3.0,0.08,18.232,0.1,0.12,0.02,1,130.414224
517,29,v24-scene-d29,Sova,1.356,1.12,2.81,0.12,18.232,0.1,0.05,0.02,0,268.955988
518,29,v24-scene-d29,Ori,1.368,1.12,2.78,0.08,17.332,0.1,0.12,0.02,1,43.417752
519,29,v24-scene-d29,Melo,1.38,1.12,2.12,0.08,17.332,0.1,0.12,0.02,1,173.869516
520,29,v24-scene-d29,Vonn,1.502,1.27,2.15,0.24,16.832,0.24,0.02,0.02,1,330.11128
521,29,v24-scene-d29,Vonn,1.444,1.18,2.26,0.24,16.832,0.24,0.02,0.02,1,105.053044
522,30,v24-scene-d30,Sova,1.31,1.23,2.34,0.24,18.24,0.14,0.02,0.02,1,242.712808
523,30,v24-scene-d30,Ori,1.212,1.12,2.23,0.08,17.34,0.14,0.12,0.02,1,2.254572
524,30,v24-scene-d30,Melo,1.224,1.12,2.67,0.08,17.34,0.14,0.12,0.02,1,144.806336
525,30,v24-scene-d30,Nari,1.236,1.12,2.45,0.08,17.34,0.14,0.12,0.02,1,280.0981
526,30,v24-scene-d30,Sova,1.248,1.12,2.78,0.08,18.24,0.14,0.12,0.02,1,61.439864
527,30,v24-scene-d30,Keth,1.26,1.12,2.78,0.08,17.34,0.14,0.12,0.02,0,199.151628
528,30,v24-scene-d30,Nari,1.382,1.23,2.92,0.32,17.34,0.14,0.05,0.02,1,1.203392
529,30,v24-scene-d30,Nari,1.394,1.23,3.03,0.32,17.34,0.14,0.02,0.02,1,140.125156
530,30,v24-scene-d30,Vonn,1.296,1.16,2.15,0.08,16.84,0.28,0.12,0.02,1,246.59692
531,30,v24-scene-d30,Vonn,1.308,1.12,2.34,0.08,16.84,0.28,0.12,0.02,1,25.158684
532,30,v24-scene-d30,Vonn,1.32,1.12,2.89,0.08,17.34,0.14,0.12,0.02,1,168.920448
533,30,v24-scene-d30,Keth,1.332,1.12,2.26,0.12,17.34,0.14,0.05,0.02,0,302.622212
534,30,v24-scene-d30,Sova,1.454,1.23,2.56,0.24,18.24,0.14,0.02,0.02,1,97.673976
535,30,v24-scene-d30,Nari,1.356,1.16,2.59,0.08,17.34,0.14,0.12,0.02,1,219.99574
536,30,v24-scene-d30,Vonn,1.368,1.12,2.23,0.08,17.34,0.14,0.12,0.02,1,352.507504
537,30,v24-scene-d30,Nari,1.49,1.23,2.67,0.24,17.34,0.14,0.02,0.02,1,152.019268
538,30,v24-scene-d30,Melo,1.392,1.12,3.11,0.08,17.34,0.14,0.12,0.02,1,277.611032
539,30,v24-scene-d30,Vonn,1.514,1.23,2.04,0.24,16.84,0.28,0.02,0.02,1,60.512796
