tick_id,settlement_id,ritual_anchor,technology_stage,practical_use,dialect_id,inherited_from_deep_time,bound_to_play_action,continuity_hash
551,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-870099
552,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-717371
553,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-475500
554,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-519182
555,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-617321
556,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-658230
557,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-796439
558,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-772362
559,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-532286
560,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-689325
561,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-563902
562,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-600981
563,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-972942
564,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-475891
565,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-519573
566,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-617712
567,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-658621
568,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-796830
569,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-772753
570,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-530912
571,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-689716
572,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-564293
573,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-601372
574,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-973333
575,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-718349
576,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-766515
577,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-557962
578,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-609527
579,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-731642
580,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-834884
581,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-762633
582,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-602593
583,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-519481
584,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-502907
585,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-897396
586,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-796738
587,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-655793
588,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-531653
589,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-644642
590,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-494708
591,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-830900
592,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-924774
593,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-647449
594,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-701796
595,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-591026
596,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-440484
597,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-658164
598,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-870953
599,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-592175
600,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-566521
601,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-632902
602,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-564365
603,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-655729
604,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-914459
605,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-718446
606,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-529805
607,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-527650
608,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-728272
609,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-695512
610,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-803472
611,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-883598
612,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-653201
613,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-519422
614,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-663204
615,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-728609
616,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-796719
617,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-819105
618,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-601350
619,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-464988
620,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-492519
621,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-782032
622,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-738420
623,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-645240
624,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-644982
625,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-591103
626,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-493605
627,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-665819
628,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-871080
629,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-646326
630,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-537965
631,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-753847
632,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-530765
633,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-773643
634,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-039841
635,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-684201
636,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-591494
637,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-493996
638,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-666210
639,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-871471
640,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-644952
641,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-538356
642,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-754238
643,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-531156
644,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-774034
645,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-040232
646,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-684592
647,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-645960
648,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-690697
649,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-565274
650,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-600588
651,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-972549
652,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-717565
653,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-475694
654,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-519376
655,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-617515
656,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-658424
657,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-796633
658,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-772556
659,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-532480
660,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-518697
661,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-502123
662,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-896612
663,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-795954
664,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-655009
665,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-766318
666,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-557765
667,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-609330
668,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-731445
669,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-836452
670,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-762436
671,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-602396
672,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-590242
673,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-439700
674,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-657380
675,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-870169
676,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-591391
677,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-531456
678,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-644445
679,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-496276
680,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-830703
681,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-924577
682,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-647252
683,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-701599
684,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-528622
685,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-729244
686,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-696484
687,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-806209
688,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-886335
689,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-569845
690,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-634461
691,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-565924
692,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-657288
693,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-916018
694,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-720005
695,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-531364
696,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-465960
697,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-495256
698,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-784769
699,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-741157
700,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-644456
701,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-653004
702,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-519225
703,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-663007
704,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-728412
705,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-796522
706,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-818908
707,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-601153
708,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-493891
709,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-783404
710,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-738027
711,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-644847
712,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-653395
713,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-519616
714,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-663398
715,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-728803
716,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-796913
717,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-819299
718,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-601544
719,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-465182
720,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-530372
721,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-773250
722,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-039448
723,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-683808
724,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-645176
725,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-591297
726,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-493799
727,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-666013
728,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-871274
729,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-646520
730,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-538159
731,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-754041
732,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-616731
733,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-657640
734,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-795849
735,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-771772
736,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-531696
737,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-690500
738,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-565077
739,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-602156
740,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-972352
741,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-717368
742,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-475497
743,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-519179
744,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-608546
745,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-730661
746,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-835668
747,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-763417
748,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-603377
749,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-520265
750,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-501926
751,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-896415
752,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-795757
753,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-654812
754,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-766121
755,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-557568
756,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-495492
757,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-831684
758,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-925558
759,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-648233
760,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-700815
761,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-590045
762,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-439503
763,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-657183
764,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-869972
765,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-591194
766,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-531259
767,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-644248
768,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-566905
769,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-658269
770,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-915234
771,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-719221
772,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-530580
773,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-528425
774,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-729047
775,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-696287
776,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-806012
777,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-886138
778,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-569648
779,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-636029
780,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-656895
781,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-915625
782,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-719612
783,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-530971
784,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-528816
785,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-729438
786,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-696678
787,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-806403
788,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-886529
789,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-570039
790,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-634655
791,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-566118
792,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-729775
793,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-797885
794,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-820271
795,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-602516
796,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-466154
797,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-495450
798,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-784963
799,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-741351
800,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-644650
801,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-653198
802,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-519419
803,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-663201
804,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-665229
805,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-870490
806,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-645736
807,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-539140
808,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-755022
809,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-531940
810,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-773053
811,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-039251
812,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-683611
813,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-644979
814,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-591100
815,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-493602
816,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-601372
817,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-973333
818,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-718349
819,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-476478
820,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-518395
821,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-616534
822,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-657443
823,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-795652
824,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-771575
825,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-531499
826,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-690303
