tick_id,day,agent_id,talk_count,recent_pattern,trust_avatar,guardedness,attachment_security,grudge_pressure,forgiveness_progress,repeated_talk_changed_behavior,behavior_summary
842,71,Milo,81,"interrupt_task,interrupt_task,misname_agent",0.12,0.92,0.314,0.9,0.043,True,keeps distance
844,71,Juno,81,"interrupt_task,ask_permission,move_owned_object",0.28,0.92,0.262,0.9,0.02,True,keeps distance
847,71,Nia,81,"request_owned_object,ask_permission,move_owned_object",0.91,0.259,0.96,0.8391,0.665,True,approaches after care
849,71,Ivo,81,"ask_permission,ask_permission,move_owned_object",0.77,0.436,0.92,0.88225,0.681,True,approaches after care
851,71,Ari,81,"interrupt_task,interrupt_task,request_owned_object",0.87,0.58,0.912,0.88705,0.601,True,keeps distance
852,72,Fay,82,"ask_help,ask_status,request_owned_object",0.31,0.9,0.552,0.81425,0.183,True,keeps distance
854,72,Milo,82,"interrupt_task,misname_agent,ask_permission",0.15,0.916,0.318,0.88565,0.046,True,keeps distance
856,72,Juno,82,"ask_permission,move_owned_object,interrupt_task",0.23,0.92,0.236,0.9,0.02,True,keeps distance
859,72,Nia,82,"ask_permission,move_owned_object,interrupt_task",0.86,0.314,0.934,0.9,0.649,True,approaches after care
861,72,Ivo,82,"ask_permission,move_owned_object,interrupt_task",0.72,0.491,0.894,0.9,0.665,True,approaches after care
862,72,Juno,83,"move_owned_object,interrupt_task,offer_apology",0.28,0.88,0.24,0.8888,0.06,True,keeps distance
863,72,Ari,82,"interrupt_task,request_owned_object,ask_permission",0.9,0.576,0.916,0.8741,0.604,True,keeps distance
864,73,Fay,83,"ask_status,request_owned_object,move_owned_object",0.26,0.92,0.556,0.88425,0.167,True,keeps distance
866,73,Milo,83,"misname_agent,ask_permission,request_owned_object",0.18,0.912,0.322,0.8713,0.049,True,keeps distance
867,73,Ivo,83,"move_owned_object,interrupt_task,move_owned_object",0.67,0.546,0.898,0.9,0.649,True,keeps distance
868,73,Juno,84,"interrupt_task,offer_apology,request_owned_object",0.31,0.876,0.244,0.8776,0.063,True,keeps distance
871,73,Nia,83,"move_owned_object,interrupt_task,request_owned_object",0.89,0.31,0.938,0.8881,0.652,True,approaches after care
873,73,Ivo,84,"interrupt_task,move_owned_object,ask_help",0.685,0.542,0.902,0.88425,0.652,True,keeps distance
875,73,Ari,83,"request_owned_object,ask_permission,move_owned_object",0.85,0.631,0.92,0.9,0.588,True,keeps distance
876,74,Fay,84,"request_owned_object,move_owned_object,interrupt_task",0.21,0.92,0.53,0.9,0.151,True,keeps distance
878,74,Milo,84,"ask_permission,request_owned_object,ask_permission",0.21,0.908,0.326,0.85695,0.052,True,keeps distance
880,74,Juno,85,"offer_apology,request_owned_object,ask_permission",0.34,0.872,0.248,0.8664,0.066,True,keeps distance
883,74,Nia,84,"interrupt_task,request_owned_object,ask_permission",0.92,0.306,0.942,0.8762,0.655,True,approaches after care
884,74,Milo,85,"request_owned_object,ask_permission,interrupt_task",0.16,0.92,0.3,0.9,0.036,True,keeps distance
885,74,Ivo,85,"move_owned_object,ask_help,offer_apology",0.735,0.502,0.906,0.8685,0.692,True,approaches after care
887,74,Ari,84,"ask_permission,move_owned_object,interrupt_task",0.8,0.686,0.894,0.9,0.572,True,keeps distance
888,75,Fay,85,"move_owned_object,interrupt_task,misname_agent",0.16,0.92,0.504,0.9,0.135,True,keeps distance
889,75,Nia,85,"request_owned_object,ask_permission,request_owned_object",0.95,0.302,0.946,0.8643,0.658,True,approaches after care
890,75,Milo,86,"ask_permission,interrupt_task,move_owned_object",0.11,0.92,0.304,0.9,0.02,True,keeps distance
892,75,Juno,86,"request_owned_object,ask_permission,move_owned_object",0.29,0.92,0.252,0.9,0.05,True,keeps distance
895,75,Nia,86,"ask_permission,request_owned_object,move_owned_object",0.9,0.357,0.95,0.9,0.642,True,approaches after care
897,75,Ivo,86,"ask_help,offer_apology,offer_care",0.785,0.462,0.942,0.85275,0.695,True,approaches after care
899,75,Ari,85,"move_owned_object,interrupt_task,ask_help",0.815,0.682,0.898,0.88705,0.575,True,keeps distance
900,76,Fay,86,"interrupt_task,misname_agent,ask_permission",0.19,0.916,0.508,0.88285,0.138,True,keeps distance
902,76,Milo,87,"interrupt_task,move_owned_object,interrupt_task",0.06,0.92,0.278,0.9,0.02,True,keeps distance
904,76,Juno,87,"ask_permission,move_owned_object,interrupt_task",0.24,0.92,0.226,0.9,0.034,True,keeps distance
906,76,Fay,87,"misname_agent,ask_permission,ask_permission",0.22,0.912,0.512,0.8657,0.141,True,keeps distance
907,76,Nia,87,"request_owned_object,move_owned_object,interrupt_task",0.85,0.412,0.924,0.9,0.626,True,approaches after care
909,76,Ivo,87,"offer_apology,offer_care,give_space",0.835,0.422,0.96,0.837,0.735,True,approaches after care
911,76,Ari,86,"interrupt_task,ask_help,offer_apology",0.865,0.642,0.902,0.8741,0.615,True,keeps distance
912,77,Fay,88,"ask_permission,ask_permission,request_owned_object",0.25,0.908,0.516,0.84855,0.144,True,keeps distance
914,77,Milo,88,"move_owned_object,interrupt_task,request_owned_object",0.09,0.916,0.282,0.88565,0.023,True,keeps distance
916,77,Juno,88,"move_owned_object,interrupt_task,ask_help",0.255,0.916,0.23,0.8888,0.037,True,keeps distance
917,77,Ari,87,"ask_help,offer_apology,request_owned_object",0.895,0.638,0.906,0.86115,0.618,True,keeps distance
919,77,Nia,88,"move_owned_object,interrupt_task,ask_help",0.865,0.408,0.928,0.8881,0.629,True,approaches after care
921,77,Ivo,88,"offer_care,give_space,protect_object",0.885,0.382,0.96,0.82125,0.738,True,approaches after care
923,77,Ari,88,"offer_apology,request_owned_object,offer_care",0.945,0.598,0.942,0.8482,0.621,True,keeps distance
924,78,Fay,89,"ask_permission,request_owned_object,ask_permission",0.28,0.904,0.52,0.8314,0.147,True,keeps distance
926,78,Milo,89,"interrupt_task,request_owned_object,ask_permission",0.12,0.912,0.286,0.8713,0.026,True,keeps distance
928,78,Juno,89,"interrupt_task,ask_help,offer_apology",0.305,0.876,0.234,0.8776,0.077,True,keeps distance
931,78,Nia,89,"interrupt_task,ask_help,offer_apology",0.915,0.368,0.932,0.8762,0.669,True,approaches after care
933,78,Ivo,89,"give_space,protect_object,ask_help",0.9,0.378,0.96,0.8055,0.741,True,approaches after care
935,78,Ari,89,"request_owned_object,offer_care,give_space",0.96,0.558,0.96,0.83525,0.661,True,keeps distance
936,79,Fay,90,"request_owned_object,ask_permission,move_owned_object",0.23,0.92,0.524,0.9,0.131,True,keeps distance
938,79,Milo,90,"request_owned_object,ask_permission,move_owned_object",0.07,0.92,0.29,0.9,0.02,True,keeps distance
940,79,Juno,90,"ask_help,offer_apology,offer_care",0.355,0.836,0.27,0.8664,0.08,True,keeps distance
943,79,Nia,90,"ask_help,offer_apology,offer_care",0.96,0.328,0.96,0.8643,0.672,True,approaches after care
945,79,Ivo,90,"protect_object,ask_help,ask_status",0.915,0.374,0.96,0.78975,0.744,True,approaches after care
946,79,Juno,91,"offer_apology,offer_care,move_owned_object",0.305,0.891,0.274,0.9,0.064,True,keeps distance
947,79,Ari,90,"offer_care,give_space,protect_object",0.96,0.518,0.96,0.8223,0.664,True,approaches after care
948,80,Nia,91,"offer_apology,offer_care,request_owned_object",0.96,0.324,0.96,0.8524,0.675,True,approaches after care
950,80,Ivo,91,"ask_help,ask_status,ask_help",0.93,0.37,0.96,0.774,0.747,True,approaches after care
952,80,Ari,91,"give_space,protect_object,move_owned_object",0.91,0.573,0.96,0.8923,0.648,True,keeps distance
955,80,Milo,91,"ask_permission,move_owned_object,protect_object",0.12,0.88,0.326,0.88565,0.023,True,keeps distance
956,80,Ivo,92,"ask_status,ask_help,ask_status",0.945,0.366,0.96,0.75825,0.75,True,approaches after care
957,80,Juno,92,"offer_care,move_owned_object,move_owned_object",0.255,0.92,0.278,0.9,0.048,True,keeps distance
959,80,Fay,91,"ask_permission,move_owned_object,ask_status",0.245,0.916,0.528,0.88285,0.134,True,keeps distance
960,81,Nia,92,"offer_care,request_owned_object,ask_permission",0.96,0.32,0.96,0.8405,0.678,True,approaches after care
961,81,Milo,92,"move_owned_object,protect_object,interrupt_task",0.07,0.92,0.3,0.9,0.02,True,keeps distance
962,81,Ivo,93,"ask_help,ask_status,offer_apology",0.96,0.326,0.96,0.7425,0.79,True,approaches after care
964,81,Ari,92,"protect_object,move_owned_object,interrupt_task",0.86,0.628,0.934,0.9,0.632,True,keeps distance
967,81,Milo,93,"protect_object,interrupt_task,ask_help",0.085,0.916,0.304,0.88565,0.023,True,keeps distance
969,81,Juno,93,"move_owned_object,move_owned_object,interrupt_task",0.205,0.92,0.252,0.9,0.032,True,keeps distance
971,81,Fay,92,"move_owned_object,ask_status,request_owned_object",0.275,0.912,0.532,0.8657,0.137,True,keeps distance
972,82,Nia,93,"request_owned_object,ask_permission,move_owned_object",0.91,0.375,0.96,0.9,0.662,True,approaches after care
974,82,Ivo,94,"ask_status,offer_apology,offer_care",0.96,0.286,0.96,0.72675,0.793,True,approaches after care
976,82,Ari,93,"move_owned_object,interrupt_task,ask_help",0.875,0.624,0.938,0.88705,0.635,True,keeps distance
978,82,Nia,94,"ask_permission,move_owned_object,protect_object",0.96,0.335,0.96,0.8881,0.665,True,approaches after care
979,82,Milo,94,"interrupt_task,ask_help,ask_status",0.1,0.912,0.308,0.8713,0.026,True,keeps distance
981,82,Juno,94,"move_owned_object,interrupt_task,misname_agent",0.155,0.92,0.226,0.9,0.02,True,keeps distance
983,82,Fay,93,"ask_status,request_owned_object,move_owned_object",0.225,0.92,0.536,0.9,0.121,True,keeps distance
984,83,Nia,95,"move_owned_object,protect_object,interrupt_task",0.91,0.39,0.934,0.9,0.649,True,approaches after care
986,83,Ivo,95,"offer_apology,offer_care,give_space",0.96,0.246,0.96,0.711,0.833,True,approaches after care
988,83,Ari,94,"interrupt_task,ask_help,offer_apology",0.925,0.584,0.942,0.8741,0.675,True,keeps distance
989,83,Fay,94,"request_owned_object,move_owned_object,give_space",0.275,0.88,0.572,0.88285,0.161,True,keeps distance
991,83,Milo,95,"ask_help,ask_status,request_owned_object",0.13,0.908,0.312,0.85695,0.029,True,keeps distance
993,83,Juno,95,"interrupt_task,misname_agent,ask_permission",0.185,0.916,0.23,0.8888,0.023,True,keeps distance
995,83,Fay,95,"move_owned_object,give_space,interrupt_task",0.225,0.92,0.546,0.9,0.145,True,keeps distance
996,84,Nia,96,"protect_object,interrupt_task,ask_help",0.925,0.386,0.938,0.8881,0.652,True,approaches after care
998,84,Ivo,96,"offer_care,give_space,protect_object",0.96,0.206,0.96,0.69525,0.836,True,approaches after care
1000,84,Ari,95,"ask_help,offer_apology,offer_care",0.96,0.544,0.96,0.86115,0.678,True,keeps distance
1003,84,Milo,96,"ask_status,request_owned_object,move_owned_object",0.08,0.92,0.316,0.9,0.02,True,keeps distance
1005,84,Juno,96,"misname_agent,ask_permission,request_owned_object",0.215,0.912,0.234,0.8776,0.026,True,keeps distance
1006,84,Ari,96,"offer_apology,offer_care,move_owned_object",0.91,0.599,0.96,0.9,0.662,True,keeps distance
1007,84,Fay,96,"give_space,interrupt_task,misname_agent",0.175,0.92,0.52,0.9,0.129,True,keeps distance
1008,85,Nia,97,"interrupt_task,ask_help,offer_apology",0.96,0.346,0.942,0.8762,0.692,True,approaches after care
1010,85,Ivo,97,"give_space,protect_object,ask_help",0.96,0.202,0.96,0.6795,0.839,True,approaches after care
1012,85,Ari,97,"offer_care,move_owned_object,give_space",0.96,0.559,0.96,0.88705,0.702,True,keeps distance
1015,85,Milo,97,"request_owned_object,move_owned_object,interrupt_task",0.04,0.92,0.29,0.9,0.02,True,keeps distance
1017,85,Juno,97,"ask_permission,request_owned_object,ask_permission",0.245,0.908,0.238,0.8664,0.029,True,keeps distance
1019,85,Fay,97,"interrupt_task,misname_agent,ask_permission",0.205,0.916,0.524,0.88285,0.132,True,keeps distance
1020,86,Nia,98,"ask_help,offer_apology,offer_care",0.96,0.306,0.96,0.8643,0.695,True,approaches after care
1022,86,Ivo,98,"protect_object,ask_help,ask_status",0.96,0.198,0.96,0.66375,0.842,True,approaches after care
1023,86,Juno,98,"request_owned_object,ask_permission,move_owned_object",0.195,0.92,0.242,0.9,0.02,True,keeps distance
1024,86,Ari,98,"move_owned_object,give_space,protect_object",0.96,0.519,0.96,0.8741,0.705,True,approaches after care
1027,86,Milo,98,"move_owned_object,interrupt_task,misname_agent",0.04,0.92,0.264,0.9,0.02,True,keeps distance
1029,86,Juno,99,"ask_permission,move_owned_object,move_owned_object",0.145,0.92,0.246,0.9,0.02,True,keeps distance
1031,86,Fay,98,"misname_agent,ask_permission,request_owned_object",0.235,0.912,0.528,0.8657,0.135,True,keeps distance
1032,87,Nia,99,"offer_apology,offer_care,give_space",0.96,0.266,0.96,0.8524,0.735,True,approaches after care
1034,87,Ivo,99,"ask_help,ask_status,request_owned_object",0.96,0.194,0.96,0.648,0.845,True,approaches after care
1036,87,Ari,99,"give_space,protect_object,ask_help",0.96,0.515,0.96,0.86115,0.708,True,approaches after care
1039,87,Milo,99,"interrupt_task,misname_agent,ask_permission",0.07,0.916,0.268,0.88565,0.023,True,keeps distance
1040,87,Ivo,100,"ask_status,request_owned_object,ask_permission",0.96,0.19,0.96,0.63225,0.848,True,approaches after care
1041,87,Juno,100,"move_owned_object,move_owned_object,interrupt_task",0.095,0.92,0.22,0.9,0.02,True,keeps distance
1043,87,Fay,99,"ask_permission,request_owned_object,ask_permission",0.265,0.908,0.532,0.84855,0.138,True,keeps distance
1044,88,Nia,100,"offer_care,give_space,protect_object",0.96,0.226,0.96,0.8405,0.738,True,approaches after care
1045,88,Milo,100,"misname_agent,ask_permission,ask_status",0.085,0.912,0.272,0.8713,0.026,True,keeps distance
1046,88,Ivo,101,"request_owned_object,ask_permission,move_owned_object",0.91,0.245,0.96,0.70225,0.832,True,approaches after care
1048,88,Ari,100,"protect_object,ask_help,ask_status",0.96,0.511,0.96,0.8482,0.711,True,approaches after care
1051,88,Milo,101,"ask_permission,ask_status,request_owned_object",0.115,0.908,0.276,0.85695,0.029,True,keeps distance
1053,88,Juno,101,"move_owned_object,interrupt_task,request_owned_object",0.125,0.916,0.224,0.8888,0.023,True,keeps distance
1055,88,Fay,100,"request_owned_object,ask_permission,move_owned_object",0.215,0.92,0.536,0.9,0.122,True,keeps distance
1056,89,Nia,101,"give_space,protect_object,ask_help",0.96,0.222,0.96,0.8286,0.741,True,approaches after care
1058,89,Ivo,102,"ask_permission,move_owned_object,interrupt_task",0.86,0.3,0.934,0.77225,0.816,True,approaches after care
1060,89,Ari,101,"ask_help,ask_status,request_owned_object",0.96,0.507,0.96,0.83525,0.714,True,approaches after care
1062,89,Nia,102,"protect_object,ask_help,ask_permission",0.96,0.218,0.96,0.8167,0.744,True,approaches after care
1063,89,Milo,102,"ask_status,request_owned_object,ask_permission",0.145,0.904,0.28,0.8426,0.032,True,keeps distance
1065,89,Juno,102,"interrupt_task,request_owned_object,ask_permission",0.155,0.912,0.228,0.8776,0.026,True,keeps distance
1067,89,Fay,101,"ask_permission,move_owned_object,interrupt_task",0.165,0.92,0.51,0.9,0.106,True,keeps distance
1068,90,Milo,103,"request_owned_object,ask_permission,request_owned_object",0.175,0.9,0.284,0.82825,0.035,True,keeps distance
1070,90,Juno,103,"request_owned_object,ask_permission,ask_permission",0.185,0.908,0.232,0.8664,0.029,True,keeps distance
1072,90,Fay,102,"move_owned_object,interrupt_task,interrupt_task",0.115,0.92,0.484,0.9,0.09,True,keeps distance
1075,90,Ivo,103,"move_owned_object,interrupt_task,interrupt_task",0.81,0.355,0.908,0.84225,0.8,True,approaches after care
1077,90,Ari,102,"ask_status,request_owned_object,ask_permission",0.96,0.503,0.96,0.8223,0.717,True,approaches after care
1078,90,Fay,103,"interrupt_task,interrupt_task,interrupt_task",0.065,0.92,0.458,0.9,0.074,True,keeps distance
1079,90,Nia,103,"ask_help,ask_permission,ask_permission",0.96,0.214,0.96,0.8048,0.747,True,approaches after care
1080,91,Milo,104,"ask_permission,request_owned_object,move_owned_object",0.125,0.92,0.288,0.89825,0.02,True,keeps distance
1082,91,Juno,104,"ask_permission,ask_permission,request_owned_object",0.215,0.904,0.236,0.8552,0.032,True,keeps distance
1083,91,Ari,103,"request_owned_object,ask_permission,move_owned_object",0.91,0.558,0.96,0.8923,0.701,True,keeps distance
1084,91,Fay,104,"interrupt_task,interrupt_task,misname_agent",0.04,0.92,0.432,0.9,0.058,True,keeps distance
1087,91,Ivo,104,"interrupt_task,interrupt_task,request_owned_object",0.84,0.351,0.912,0.8265,0.803,True,approaches after care
1089,91,Ari,104,"ask_permission,move_owned_object,move_owned_object",0.86,0.613,0.96,0.9,0.685,True,keeps distance
1091,91,Nia,104,"ask_permission,ask_permission,move_owned_object",0.91,0.269,0.96,0.8748,0.731,True,approaches after care
1092,92,Milo,105,"request_owned_object,move_owned_object,interrupt_task",0.075,0.92,0.262,0.9,0.02,True,keeps distance
1094,92,Juno,105,"ask_permission,request_owned_object,ask_permission",0.245,0.9,0.24,0.844,0.035,True,keeps distance
1096,92,Fay,105,"interrupt_task,misname_agent,ask_permission",0.07,0.916,0.436,0.88285,0.061,True,keeps distance
1099,92,Ivo,105,"interrupt_task,request_owned_object,ask_permission",0.87,0.347,0.916,0.81075,0.806,True,approaches after care
1101,92,Ari,105,"move_owned_object,move_owned_object,interrupt_task",0.81,0.668,0.934,0.9,0.669,True,keeps distance
1103,92,Nia,105,"ask_permission,move_owned_object,interrupt_task",0.86,0.324,0.934,0.9,0.715,True,approaches after care
1104,93,Milo,106,"move_owned_object,interrupt_task,misname_agent",0.04,0.92,0.236,0.9,0.02,True,keeps distance
1106,93,Juno,106,"request_owned_object,ask_permission,move_owned_object",0.195,0.92,0.244,0.9,0.02,True,keeps distance
1108,93,Fay,106,"misname_agent,ask_permission,request_owned_object",0.1,0.912,0.44,0.8657,0.064,True,keeps distance
1111,93,Ivo,106,"request_owned_object,ask_permission,move_owned_object",0.82,0.402,0.92,0.88075,0.79,True,approaches after care
1112,93,Juno,107,"ask_permission,move_owned_object,ask_help",0.21,0.916,0.248,0.8888,0.023,True,keeps distance
1113,93,Ari,106,"move_owned_object,interrupt_task,request_owned_object",0.84,0.664,0.938,0.88705,0.672,True,keeps distance
1115,93,Nia,106,"move_owned_object,interrupt_task,ask_help",0.875,0.32,0.938,0.8881,0.718,True,approaches after care
1116,94,Milo,107,"interrupt_task,misname_agent,ask_permission",0.07,0.916,0.24,0.88565,0.023,True,keeps distance
1117,94,Ivo,107,"ask_permission,move_owned_object,ask_permission",0.85,0.398,0.924,0.865,0.793,True,approaches after care
1118,94,Juno,108,"move_owned_object,ask_help,interrupt_task",0.16,0.92,0.222,0.9,0.02,True,keeps distance
1120,94,Fay,107,"ask_permission,request_owned_object,ask_permission",0.13,0.908,0.444,0.84855,0.067,True,keeps distance
1123,94,Ivo,108,"move_owned_object,ask_permission,interrupt_task",0.8,0.453,0.898,0.9,0.777,True,approaches after care
1125,94,Ari,107,"interrupt_task,request_owned_object,ask_permission",0.87,0.66,0.942,0.8741,0.675,True,keeps distance
1127,94,Nia,107,"interrupt_task,ask_help,offer_apology",0.925,0.28,0.942,0.8762,0.758,True,approaches after care
1128,95,Milo,108,"misname_agent,ask_permission,request_owned_object",0.1,0.912,0.244,0.8713,0.026,True,keeps distance
1130,95,Juno,109,"ask_help,interrupt_task,request_owned_object",0.19,0.916,0.226,0.8888,0.023,True,keeps distance
1132,95,Fay,108,"request_owned_object,ask_permission,move_owned_object",0.08,0.92,0.448,0.9,0.051,True,keeps distance
1134,95,Milo,109,"ask_permission,request_owned_object,move_owned_object",0.05,0.92,0.248,0.9,0.02,True,keeps distance
1135,95,Ivo,109,"ask_permission,interrupt_task,ask_help",0.815,0.449,0.902,0.88425,0.78,True,approaches after care
1137,95,Ari,108,"request_owned_object,ask_permission,move_owned_object",0.82,0.715,0.946,0.9,0.659,True,keeps distance
1139,95,Nia,108,"ask_help,offer_apology,offer_care",0.96,0.24,0.96,0.8643,0.761,True,approaches after care
1140,96,Milo,110,"request_owned_object,move_owned_object,ask_permission",0.08,0.916,0.252,0.88565,0.023,True,keeps distance
1142,96,Juno,110,"interrupt_task,request_owned_object,ask_permission",0.22,0.912,0.23,0.8776,0.026,True,keeps distance
1144,96,Fay,109,"ask_permission,move_owned_object,interrupt_task",0.04,0.92,0.422,0.9,0.035,True,keeps distance
1145,96,Nia,109,"offer_apology,offer_care,ask_permission",0.96,0.236,0.96,0.8524,0.764,True,approaches after care
1147,96,Ivo,110,"interrupt_task,ask_help,offer_apology",0.865,0.409,0.906,0.8685,0.82,True,approaches after care
1149,96,Ari,109,"ask_permission,move_owned_object,interrupt_task",0.77,0.77,0.92,0.9,0.643,True,keeps distance
1151,96,Nia,110,"offer_care,ask_permission,give_space",0.96,0.196,0.96,0.8405,0.804,True,approaches after care
1152,97,Milo,111,"move_owned_object,ask_permission,move_owned_object",0.04,0.92,0.256,0.9,0.02,True,keeps distance
1154,97,Juno,111,"request_owned_object,ask_permission,move_owned_object",0.17,0.92,0.234,0.9,0.02,True,keeps distance
1156,97,Fay,110,"move_owned_object,interrupt_task,request_owned_object",0.07,0.916,0.426,0.88285,0.038,True,keeps distance
1159,97,Ivo,111,"ask_help,offer_apology,offer_care",0.915,0.369,0.942,0.85275,0.823,True,approaches after care
1161,97,Ari,110,"move_owned_object,interrupt_task,ask_help",0.785,0.766,0.924,0.88705,0.646,True,keeps distance
1162,97,Fay,111,"interrupt_task,request_owned_object,offer_care",0.12,0.876,0.462,0.8657,0.041,True,keeps distance
1163,97,Nia,111,"ask_permission,give_space,protect_object",0.96,0.156,0.96,0.8286,0.807,True,approaches after care
1164,98,Milo,112,"ask_permission,move_owned_object,interrupt_task",0.04,0.92,0.23,0.9,0.02,True,keeps distance
1166,98,Juno,112,"ask_permission,move_owned_object,interrupt_task",0.12,0.92,0.208,0.9,0.02,True,keeps distance
1167,98,Ari,111,"interrupt_task,ask_help,interrupt_task",0.735,0.821,0.898,0.9,0.63,True,keeps distance
1168,98,Fay,112,"request_owned_object,offer_care,ask_permission",0.15,0.872,0.466,0.84855,0.044,True,keeps distance
1171,98,Ivo,112,"offer_apology,offer_care,give_space",0.96,0.329,0.96,0.837,0.863,True,approaches after care
1173,98,Ari,112,"ask_help,interrupt_task,offer_apology",0.785,0.781,0.902,0.88705,0.67,True,keeps distance
1175,98,Nia,112,"give_space,protect_object,ask_help",0.96,0.152,0.96,0.8167,0.81,True,approaches after care
1176,99,Milo,113,"move_owned_object,interrupt_task,request_owned_object",0.07,0.916,0.234,0.88565,0.023,True,keeps distance
1178,99,Juno,113,"move_owned_object,interrupt_task,ask_help",0.135,0.916,0.212,0.8888,0.023,True,keeps distance
1180,99,Fay,113,"offer_care,ask_permission,move_owned_object",0.1,0.92,0.47,0.9,0.028,True,keeps distance
1183,99,Ivo,113,"offer_care,give_space,protect_object",0.96,0.289,0.96,0.82125,0.866,True,approaches after care
1185,99,Ari,113,"interrupt_task,offer_apology,offer_care",0.835,0.741,0.938,0.8741,0.673,True,keeps distance
1187,99,Nia,113,"protect_object,ask_help,ask_status",0.96,0.148,0.96,0.8048,0.813,True,approaches after care
1188,100,Ivo,114,"give_space,protect_object,move_owned_object",0.91,0.344,0.96,0.89125,0.85,True,approaches after care
1189,100,Juno,114,"interrupt_task,ask_help,ask_help",0.15,0.912,0.216,0.8776,0.026,True,keeps distance
1190,100,Ari,114,"offer_apology,offer_care,request_owned_object",0.865,0.737,0.942,0.86115,0.676,True,keeps distance
1192,100,Nia,114,"ask_help,ask_status,ask_help",0.96,0.144,0.96,0.7929,0.816,True,approaches after care
1195,100,Juno,115,"ask_help,ask_help,ask_status",0.165,0.908,0.22,0.8664,0.029,True,keeps distance
1197,100,Fay,114,"ask_permission,move_owned_object,protect_object",0.15,0.88,0.506,0.88285,0.031,True,keeps distance
1199,100,Milo,114,"interrupt_task,request_owned_object,move_owned_object",0.04,0.92,0.238,0.9,0.02,True,keeps distance
1200,101,Ivo,115,"protect_object,move_owned_object,interrupt_task",0.86,0.399,0.934,0.9,0.834,True,approaches after care
1202,101,Ari,115,"offer_care,request_owned_object,ask_permission",0.895,0.733,0.946,0.8482,0.679,True,keeps distance
1204,101,Nia,115,"ask_status,ask_help,offer_apology",0.96,0.104,0.96,0.781,0.856,True,approaches after care
1206,101,Ivo,116,"move_owned_object,interrupt_task,ask_help",0.875,0.395,0.938,0.88425,0.837,True,approaches after care
1207,101,Juno,116,"ask_help,ask_status,request_owned_object",0.195,0.904,0.224,0.8552,0.032,True,keeps distance
1209,101,Fay,115,"move_owned_object,protect_object,ask_help",0.165,0.876,0.51,0.8657,0.034,True,keeps distance
1211,101,Milo,115,"request_owned_object,move_owned_object,interrupt_task",0.04,0.92,0.212,0.9,0.02,True,keeps distance
1212,102,Ivo,117,"interrupt_task,ask_help,ask_help",0.89,0.391,0.942,0.8685,0.84,True,approaches after care
1214,102,Ari,116,"request_owned_object,ask_permission,move_owned_object",0.845,0.788,0.95,0.9,0.663,True,keeps distance
1216,102,Nia,116,"ask_help,offer_apology,offer_care",0.96,0.064,0.96,0.7691,0.859,True,approaches after care
1217,102,Milo,116,"move_owned_object,interrupt_task,protect_object",0.09,0.88,0.248,0.88565,0.023,True,keeps distance
1219,102,Juno,117,"ask_status,request_owned_object,move_owned_object",0.145,0.92,0.228,0.9,0.02,True,keeps distance
1221,102,Fay,116,"protect_object,ask_help,ask_status",0.18,0.872,0.514,0.84855,0.037,True,keeps distance
1223,102,Milo,117,"interrupt_task,protect_object,misname_agent",0.04,0.92,0.222,0.9,0.02,True,keeps distance
1224,103,Ivo,118,"ask_help,ask_help,offer_apology",0.94,0.351,0.946,0.85275,0.88,True,approaches after care
1226,103,Ari,117,"ask_permission,move_owned_object,interrupt_task",0.795,0.843,0.924,0.9,0.647,True,keeps distance
1228,103,Nia,117,"offer_apology,offer_care,give_space",0.96,0.024,0.96,0.7572,0.899,True,approaches after care
1231,103,Juno,118,"request_owned_object,move_owned_object,interrupt_task",0.095,0.92,0.202,0.9,0.02,True,keeps distance
1233,103,Fay,117,"ask_help,ask_status,request_owned_object",0.21,0.868,0.518,0.8314,0.04,True,keeps distance
1234,103,Nia,118,"offer_care,give_space,interrupt_task",0.91,0.079,0.934,0.8272,0.883,True,approaches after care
1235,103,Milo,118,"protect_object,misname_agent,ask_permission",0.07,0.916,0.226,0.88565,0.023,True,keeps distance
1236,104,Ivo,119,"ask_help,offer_apology,offer_care",0.96,0.311,0.96,0.837,0.883,True,approaches after care
1238,104,Ari,118,"move_owned_object,interrupt_task,ask_help",0.81,0.839,0.928,0.88705,0.65,True,keeps distance
1239,104,Fay,118,"ask_status,request_owned_object,offer_care",0.26,0.828,0.554,0.81425,0.043,True,keeps distance
1240,104,Nia,119,"give_space,interrupt_task,protect_object",0.96,0.039,0.96,0.8153,0.886,True,approaches after care
1243,104,Juno,119,"move_owned_object,interrupt_task,misname_agent",0.045,0.92,0.176,0.9,0.02,True,keeps distance
1245,104,Fay,119,"request_owned_object,offer_care,move_owned_object",0.21,0.883,0.558,0.88425,0.027,True,keeps distance
1247,104,Milo,119,"misname_agent,ask_permission,request_owned_object",0.1,0.912,0.23,0.8713,0.026,True,keeps distance
1248,105,Ivo,120,"offer_apology,offer_care,give_space",0.96,0.271,0.96,0.82125,0.923,True,approaches after care
1250,105,Ari,119,"interrupt_task,ask_help,offer_apology",0.86,0.799,0.932,0.8741,0.69,True,keeps distance
1252,105,Nia,120,"interrupt_task,protect_object,ask_help",0.96,0.035,0.96,0.8034,0.889,True,approaches after care
1255,105,Juno,120,"interrupt_task,misname_agent,ask_permission",0.075,0.916,0.18,0.8888,0.023,True,keeps distance
