tick_id,day,settlement_id,resident_id,avatar_action,routine_name,room_id,routine_phase_before,routine_phase_after,progress_before,progress_after,advanced_while_avatar_idle,routine_visible,private_workspace_sealed
1762,98,orchard,Pim,ask_handoff,dry rows,seed lane,work,work,0.479,0.491,False,True,True
1763,98,repair_ring,Juno,refuse_handoff,cool bench,wire bench,recover,recover,0.848,0.86,False,True,True
1763,98,repair_ring,Pax,refuse_handoff,clip wire,cool corner,prepare,prepare,0.872,0.884,False,True,True
1763,98,repair_ring,Vale,refuse_handoff,test bell,wire bench,work,work,0.908,0.92,False,True,True
1764,99,roofward,Fay,wait_respectfully,sort ledger,warm lane,recover,recover,0.455,0.49,True,True,True
1764,99,roofward,Sera,wait_respectfully,clean lens,arrival court,prepare,prepare,0.537,0.572,True,True,True
1764,99,roofward,Orr,wait_respectfully,shade stairs,warm lane,work,work,0.561,0.596,True,True,True
1765,99,archive,Nia,inspect_inventory,sort tags,spool room,recover,recover,0.86,0.872,False,True,True
1765,99,archive,Toma,inspect_inventory,thread spool,arrival court,prepare,prepare,0.884,0.896,False,True,True
1765,99,archive,Vell,inspect_inventory,seal desk,spool room,work,work,0.92,0.932,False,True,True
1766,99,signal,Milo,idle,check rope,lantern walk,recover,recover,0.491,0.526,True,True,True
1766,99,signal,Ren,idle,fill lantern,arrival court,prepare,prepare,0.55,0.585,True,True,True
1766,99,signal,Kesh,idle,watch lens,lantern walk,work,work,0.574,0.609,True,True,True
1767,99,orchard,Ivo,ask_handoff,count seeds,mud row,recover,recover,0.444,0.456,False,True,True
1767,99,orchard,Mara,ask_handoff,trade tokens,arrival court,prepare,prepare,0.491,0.503,False,True,True
1767,99,orchard,Pim,ask_handoff,dry rows,mud row,work,work,0.491,0.503,False,True,True
1768,99,repair_ring,Juno,refuse_handoff,cool bench,spark lane,recover,recover,0.86,0.872,False,True,True
1768,99,repair_ring,Pax,refuse_handoff,clip wire,arrival court,prepare,prepare,0.884,0.896,False,True,True
1768,99,repair_ring,Vale,refuse_handoff,test bell,spark lane,work,work,0.92,0.932,False,True,True
1769,99,riverbend,Ari,idle,repair crossing,wet crossing,recover,recover,0.481,0.516,True,True,True
1769,99,riverbend,Lio,idle,trim lantern,arrival court,prepare,prepare,0.481,0.516,True,True,True
1769,99,riverbend,Cee,idle,dry cords,wet crossing,work,work,0.516,0.551,True,True,True
1770,99,roofward,Fay,ask_handoff,sort ledger,warm lane,recover,recover,0.49,0.502,False,True,True
1770,99,roofward,Sera,ask_handoff,clean lens,arrival court,prepare,prepare,0.572,0.584,False,True,True
1770,99,roofward,Orr,ask_handoff,shade stairs,warm lane,work,work,0.596,0.608,False,True,True
1771,99,archive,Nia,refuse_handoff,sort tags,spool room,recover,recover,0.872,0.884,False,True,True
1771,99,archive,Toma,refuse_handoff,thread spool,arrival court,prepare,prepare,0.896,0.908,False,True,True
1771,99,archive,Vell,refuse_handoff,seal desk,spool room,work,work,0.932,0.944,False,True,True
1772,99,signal,Milo,return_object,check rope,lantern walk,recover,recover,0.526,0.538,False,True,True
1772,99,signal,Ren,return_object,fill lantern,arrival court,prepare,prepare,0.585,0.597,False,True,True
1772,99,signal,Kesh,return_object,watch lens,lantern walk,work,work,0.609,0.621,False,True,True
1773,99,orchard,Ivo,wait_respectfully,count seeds,mud row,recover,recover,0.456,0.491,True,True,True
1773,99,orchard,Mara,wait_respectfully,trade tokens,arrival court,prepare,prepare,0.503,0.538,True,True,True
1773,99,orchard,Pim,wait_respectfully,dry rows,mud row,work,work,0.503,0.538,True,True,True
1774,99,repair_ring,Juno,inspect_inventory,cool bench,spark lane,recover,recover,0.872,0.884,False,True,True
1774,99,repair_ring,Pax,inspect_inventory,clip wire,arrival court,prepare,prepare,0.896,0.908,False,True,True
1774,99,repair_ring,Vale,inspect_inventory,test bell,spark lane,work,work,0.932,0.944,False,True,True
1775,99,riverbend,Ari,return_object,repair crossing,wet crossing,recover,recover,0.516,0.528,False,True,True
1775,99,riverbend,Lio,return_object,trim lantern,arrival court,prepare,prepare,0.516,0.528,False,True,True
1775,99,riverbend,Cee,return_object,dry cords,wet crossing,work,work,0.551,0.563,False,True,True
1776,99,roofward,Fay,wait_respectfully,sort ledger,warm lane,recover,recover,0.502,0.537,True,True,True
1776,99,roofward,Sera,wait_respectfully,clean lens,arrival court,prepare,prepare,0.584,0.619,True,True,True
1776,99,roofward,Orr,wait_respectfully,shade stairs,warm lane,work,work,0.608,0.643,True,True,True
1777,99,archive,Nia,inspect_inventory,sort tags,spool room,recover,recover,0.884,0.896,False,True,True
1777,99,archive,Toma,inspect_inventory,thread spool,arrival court,prepare,prepare,0.908,0.92,False,True,True
1777,99,archive,Vell,inspect_inventory,seal desk,spool room,work,work,0.944,0.956,False,True,True
1778,99,signal,Milo,idle,check rope,lantern walk,recover,recover,0.538,0.573,True,True,True
1778,99,signal,Ren,idle,fill lantern,arrival court,prepare,prepare,0.597,0.632,True,True,True
1778,99,signal,Kesh,idle,watch lens,lantern walk,work,work,0.621,0.656,True,True,True
1779,99,orchard,Ivo,ask_handoff,count seeds,mud row,recover,recover,0.491,0.503,False,True,True
1779,99,orchard,Mara,ask_handoff,trade tokens,arrival court,prepare,prepare,0.538,0.55,False,True,True
1779,99,orchard,Pim,ask_handoff,dry rows,mud row,work,work,0.538,0.55,False,True,True
1780,99,repair_ring,Juno,refuse_handoff,cool bench,spark lane,recover,recover,0.884,0.896,False,True,True
1780,99,repair_ring,Pax,refuse_handoff,clip wire,arrival court,prepare,prepare,0.908,0.92,False,True,True
1780,99,repair_ring,Vale,refuse_handoff,test bell,spark lane,work,work,0.944,0.956,False,True,True
1781,99,riverbend,Ari,idle,repair crossing,wet crossing,recover,recover,0.528,0.563,True,True,True
1781,99,riverbend,Lio,idle,trim lantern,arrival court,prepare,prepare,0.528,0.563,True,True,True
1781,99,riverbend,Cee,idle,dry cords,wet crossing,work,work,0.563,0.598,True,True,True
1782,100,archive,Nia,inspect_inventory,sort tags,ink niche,recover,recover,0.896,0.908,False,True,True
1782,100,archive,Toma,inspect_inventory,thread spool,stone stacks,prepare,prepare,0.92,0.932,False,True,True
1782,100,archive,Vell,inspect_inventory,seal desk,ink niche,work,work,0.956,0.968,False,True,True
1783,100,signal,Milo,idle,check rope,lens room,recover,recover,0.573,0.608,True,True,True
1783,100,signal,Ren,idle,fill lantern,mast base,prepare,prepare,0.632,0.667,True,True,True
1783,100,signal,Kesh,idle,watch lens,lens room,work,work,0.656,0.691,True,True,True
1784,100,orchard,Ivo,ask_handoff,count seeds,market plank,recover,recover,0.503,0.515,False,True,True
1784,100,orchard,Mara,ask_handoff,trade tokens,seed lane,prepare,prepare,0.55,0.562,False,True,True
1784,100,orchard,Pim,ask_handoff,dry rows,market plank,work,work,0.55,0.562,False,True,True
1785,100,repair_ring,Juno,refuse_handoff,cool bench,bell alcove,recover,recover,0.896,0.908,False,True,True
1785,100,repair_ring,Pax,refuse_handoff,clip wire,wire bench,prepare,prepare,0.92,0.932,False,True,True
1785,100,repair_ring,Vale,refuse_handoff,test bell,bell alcove,work,work,0.956,0.968,False,True,True
1786,100,riverbend,Ari,idle,repair crossing,dry ridge,recover,recover,0.563,0.598,True,True,True
1786,100,riverbend,Lio,idle,trim lantern,plank hall,prepare,prepare,0.563,0.598,True,True,True
1786,100,riverbend,Cee,idle,dry cords,dry ridge,work,work,0.598,0.633,True,True,True
1787,100,roofward,Fay,ask_handoff,sort ledger,ledger loft,recover,recover,0.537,0.549,False,True,True
1787,100,roofward,Sera,ask_handoff,clean lens,glass stair,prepare,prepare,0.619,0.631,False,True,True
1787,100,roofward,Orr,ask_handoff,shade stairs,ledger loft,work,work,0.643,0.655,False,True,True
1788,100,archive,Nia,refuse_handoff,sort tags,ink niche,recover,recover,0.908,0.92,False,True,True
1788,100,archive,Toma,refuse_handoff,thread spool,stone stacks,prepare,prepare,0.932,0.944,False,True,True
1788,100,archive,Vell,refuse_handoff,seal desk,ink niche,work,work,0.968,0.98,False,True,True
1789,100,signal,Milo,return_object,check rope,lens room,recover,recover,0.608,0.62,False,True,True
1789,100,signal,Ren,return_object,fill lantern,mast base,prepare,prepare,0.667,0.679,False,True,True
1789,100,signal,Kesh,return_object,watch lens,lens room,work,work,0.691,0.703,False,True,True
1790,100,orchard,Ivo,wait_respectfully,count seeds,market plank,recover,recover,0.515,0.55,True,True,True
1790,100,orchard,Mara,wait_respectfully,trade tokens,seed lane,prepare,prepare,0.562,0.597,True,True,True
1790,100,orchard,Pim,wait_respectfully,dry rows,market plank,work,work,0.562,0.597,True,True,True
1791,100,repair_ring,Juno,inspect_inventory,cool bench,bell alcove,recover,recover,0.908,0.92,False,True,True
1791,100,repair_ring,Pax,inspect_inventory,clip wire,wire bench,prepare,prepare,0.932,0.944,False,True,True
1791,100,repair_ring,Vale,inspect_inventory,test bell,bell alcove,work,work,0.968,0.98,False,True,True
1792,100,riverbend,Ari,return_object,repair crossing,dry ridge,recover,recover,0.598,0.61,False,True,True
1792,100,riverbend,Lio,return_object,trim lantern,plank hall,prepare,prepare,0.598,0.61,False,True,True
1792,100,riverbend,Cee,return_object,dry cords,dry ridge,work,work,0.633,0.645,False,True,True
1793,100,roofward,Fay,wait_respectfully,sort ledger,ledger loft,recover,recover,0.549,0.584,True,True,True
1793,100,roofward,Sera,wait_respectfully,clean lens,glass stair,prepare,prepare,0.631,0.666,True,True,True
1793,100,roofward,Orr,wait_respectfully,shade stairs,ledger loft,work,work,0.655,0.69,True,True,True
1794,100,archive,Nia,inspect_inventory,sort tags,ink niche,recover,recover,0.92,0.932,False,True,True
1794,100,archive,Toma,inspect_inventory,thread spool,stone stacks,prepare,prepare,0.944,0.956,False,True,True
1794,100,archive,Vell,inspect_inventory,seal desk,ink niche,work,work,0.98,0.992,False,True,True
1795,100,signal,Milo,idle,check rope,lens room,recover,recover,0.62,0.655,True,True,True
1795,100,signal,Ren,idle,fill lantern,mast base,prepare,prepare,0.679,0.714,True,True,True
1795,100,signal,Kesh,idle,watch lens,lens room,work,work,0.703,0.738,True,True,True
1796,100,orchard,Ivo,ask_handoff,count seeds,market plank,recover,recover,0.55,0.562,False,True,True
1796,100,orchard,Mara,ask_handoff,trade tokens,seed lane,prepare,prepare,0.597,0.609,False,True,True
1796,100,orchard,Pim,ask_handoff,dry rows,market plank,work,work,0.597,0.609,False,True,True
1797,100,repair_ring,Juno,refuse_handoff,cool bench,bell alcove,recover,recover,0.92,0.932,False,True,True
1797,100,repair_ring,Pax,refuse_handoff,clip wire,wire bench,prepare,prepare,0.944,0.956,False,True,True
1797,100,repair_ring,Vale,refuse_handoff,test bell,bell alcove,work,work,0.98,0.992,False,True,True
1798,100,riverbend,Ari,idle,repair crossing,dry ridge,recover,recover,0.61,0.645,True,True,True
1798,100,riverbend,Lio,idle,trim lantern,plank hall,prepare,prepare,0.61,0.645,True,True,True
1798,100,riverbend,Cee,idle,dry cords,dry ridge,work,work,0.645,0.68,True,True,True
1799,100,roofward,Fay,ask_handoff,sort ledger,ledger loft,recover,recover,0.584,0.596,False,True,True
1799,100,roofward,Sera,ask_handoff,clean lens,glass stair,prepare,prepare,0.666,0.678,False,True,True
1799,100,roofward,Orr,ask_handoff,shade stairs,ledger loft,work,work,0.69,0.702,False,True,True
1800,101,signal,Milo,idle,check rope,signal perch,recover,recover,0.655,0.69,True,True,True
1800,101,signal,Ren,idle,fill lantern,lantern walk,prepare,prepare,0.714,0.749,True,True,True
1800,101,signal,Kesh,idle,watch lens,signal perch,work,work,0.738,0.773,True,True,True
1801,101,orchard,Ivo,ask_handoff,count seeds,satchel shed,recover,recover,0.562,0.574,False,True,True
1801,101,orchard,Mara,ask_handoff,trade tokens,mud row,prepare,prepare,0.609,0.621,False,True,True
1801,101,orchard,Pim,ask_handoff,dry rows,satchel shed,work,work,0.609,0.621,False,True,True
1802,101,repair_ring,Juno,refuse_handoff,cool bench,cool corner,recover,recover,0.932,0.944,False,True,True
1802,101,repair_ring,Pax,refuse_handoff,clip wire,spark lane,prepare,prepare,0.956,0.968,False,True,True
1802,101,repair_ring,Vale,refuse_handoff,test bell,arrival court,work,share,0.992,0.08,False,True,True
1803,101,riverbend,Ari,idle,repair crossing,kit alcove,recover,recover,0.645,0.68,True,True,True
1803,101,riverbend,Lio,idle,trim lantern,wet crossing,prepare,prepare,0.645,0.68,True,True,True
1803,101,riverbend,Cee,idle,dry cords,kit alcove,work,work,0.68,0.715,True,True,True
1804,101,roofward,Fay,ask_handoff,sort ledger,sun sill,recover,recover,0.596,0.608,False,True,True
1804,101,roofward,Sera,ask_handoff,clean lens,warm lane,prepare,prepare,0.678,0.69,False,True,True
1804,101,roofward,Orr,ask_handoff,shade stairs,sun sill,work,work,0.702,0.714,False,True,True
1805,101,archive,Nia,refuse_handoff,sort tags,memory desk,recover,recover,0.932,0.944,False,True,True
1805,101,archive,Toma,refuse_handoff,thread spool,spool room,prepare,prepare,0.956,0.968,False,True,True
1805,101,archive,Vell,refuse_handoff,seal desk,arrival court,work,share,0.992,0.08,False,True,True
1806,101,signal,Milo,return_object,check rope,signal perch,recover,recover,0.69,0.702,False,True,True
1806,101,signal,Ren,return_object,fill lantern,lantern walk,prepare,prepare,0.749,0.761,False,True,True
1806,101,signal,Kesh,return_object,watch lens,signal perch,work,work,0.773,0.785,False,True,True
1807,101,orchard,Ivo,wait_respectfully,count seeds,satchel shed,recover,recover,0.574,0.609,True,True,True
1807,101,orchard,Mara,wait_respectfully,trade tokens,mud row,prepare,prepare,0.621,0.656,True,True,True
1807,101,orchard,Pim,wait_respectfully,dry rows,satchel shed,work,work,0.621,0.656,True,True,True
1808,101,repair_ring,Juno,inspect_inventory,cool bench,cool corner,recover,recover,0.944,0.956,False,True,True
1808,101,repair_ring,Pax,inspect_inventory,clip wire,spark lane,prepare,prepare,0.968,0.98,False,True,True
1808,101,repair_ring,Vale,inspect_inventory,test bell,arrival court,share,share,0.08,0.092,False,True,True
1809,101,riverbend,Ari,return_object,repair crossing,kit alcove,recover,recover,0.68,0.692,False,True,True
1809,101,riverbend,Lio,return_object,trim lantern,wet crossing,prepare,prepare,0.68,0.692,False,True,True
1809,101,riverbend,Cee,return_object,dry cords,kit alcove,work,work,0.715,0.727,False,True,True
1810,101,roofward,Fay,wait_respectfully,sort ledger,sun sill,recover,recover,0.608,0.643,True,True,True
1810,101,roofward,Sera,wait_respectfully,clean lens,warm lane,prepare,prepare,0.69,0.725,True,True,True
1810,101,roofward,Orr,wait_respectfully,shade stairs,sun sill,work,work,0.714,0.749,True,True,True
1811,101,archive,Nia,inspect_inventory,sort tags,memory desk,recover,recover,0.944,0.956,False,True,True
1811,101,archive,Toma,inspect_inventory,thread spool,spool room,prepare,prepare,0.968,0.98,False,True,True
1811,101,archive,Vell,inspect_inventory,seal desk,arrival court,share,share,0.08,0.092,False,True,True
1812,101,signal,Milo,idle,check rope,signal perch,recover,recover,0.702,0.737,True,True,True
1812,101,signal,Ren,idle,fill lantern,lantern walk,prepare,prepare,0.761,0.796,True,True,True
1812,101,signal,Kesh,idle,watch lens,signal perch,work,work,0.785,0.82,True,True,True
1813,101,orchard,Ivo,ask_handoff,count seeds,satchel shed,recover,recover,0.609,0.621,False,True,True
1813,101,orchard,Mara,ask_handoff,trade tokens,mud row,prepare,prepare,0.656,0.668,False,True,True
1813,101,orchard,Pim,ask_handoff,dry rows,satchel shed,work,work,0.656,0.668,False,True,True
1814,101,repair_ring,Juno,refuse_handoff,cool bench,cool corner,recover,recover,0.956,0.968,False,True,True
1814,101,repair_ring,Pax,refuse_handoff,clip wire,spark lane,prepare,prepare,0.98,0.992,False,True,True
1814,101,repair_ring,Vale,refuse_handoff,test bell,arrival court,share,share,0.092,0.104,False,True,True
1815,101,riverbend,Ari,idle,repair crossing,kit alcove,recover,recover,0.692,0.727,True,True,True
1815,101,riverbend,Lio,idle,trim lantern,wet crossing,prepare,prepare,0.692,0.727,True,True,True
1815,101,riverbend,Cee,idle,dry cords,kit alcove,work,work,0.727,0.762,True,True,True
1816,101,roofward,Fay,ask_handoff,sort ledger,sun sill,recover,recover,0.643,0.655,False,True,True
1816,101,roofward,Sera,ask_handoff,clean lens,warm lane,prepare,prepare,0.725,0.737,False,True,True
1816,101,roofward,Orr,ask_handoff,shade stairs,sun sill,work,work,0.749,0.761,False,True,True
1817,101,archive,Nia,refuse_handoff,sort tags,memory desk,recover,recover,0.956,0.968,False,True,True
1817,101,archive,Toma,refuse_handoff,thread spool,spool room,prepare,prepare,0.98,0.992,False,True,True
1817,101,archive,Vell,refuse_handoff,seal desk,arrival court,share,share,0.092,0.104,False,True,True
1818,102,orchard,Ivo,ask_handoff,count seeds,arrival court,recover,recover,0.621,0.633,False,True,True
1818,102,orchard,Mara,ask_handoff,trade tokens,market plank,prepare,prepare,0.668,0.68,False,True,True
1818,102,orchard,Pim,ask_handoff,dry rows,arrival court,work,work,0.668,0.68,False,True,True
1819,102,repair_ring,Juno,refuse_handoff,cool bench,arrival court,recover,recover,0.968,0.98,False,True,True
1819,102,repair_ring,Pax,refuse_handoff,clip wire,cool corner,prepare,work,0.992,0.08,False,True,True
1819,102,repair_ring,Vale,refuse_handoff,test bell,wire bench,share,share,0.104,0.116,False,True,True
1820,102,riverbend,Ari,idle,repair crossing,arrival court,recover,recover,0.727,0.762,True,True,True
1820,102,riverbend,Lio,idle,trim lantern,dry ridge,prepare,prepare,0.727,0.762,True,True,True
1820,102,riverbend,Cee,idle,dry cords,arrival court,work,work,0.762,0.797,True,True,True
1821,102,roofward,Fay,ask_handoff,sort ledger,arrival court,recover,recover,0.655,0.667,False,True,True
1821,102,roofward,Sera,ask_handoff,clean lens,ledger loft,prepare,prepare,0.737,0.749,False,True,True
1821,102,roofward,Orr,ask_handoff,shade stairs,arrival court,work,work,0.761,0.773,False,True,True
1822,102,archive,Nia,refuse_handoff,sort tags,arrival court,recover,recover,0.968,0.98,False,True,True
1822,102,archive,Toma,refuse_handoff,thread spool,memory desk,prepare,work,0.992,0.08,False,True,True
1822,102,archive,Vell,refuse_handoff,seal desk,stone stacks,share,share,0.104,0.116,False,True,True
1823,102,signal,Milo,return_object,check rope,arrival court,recover,recover,0.737,0.749,False,True,True
1823,102,signal,Ren,return_object,fill lantern,lens room,prepare,prepare,0.796,0.808,False,True,True
1823,102,signal,Kesh,return_object,watch lens,arrival court,work,work,0.82,0.832,False,True,True
1824,102,orchard,Ivo,wait_respectfully,count seeds,arrival court,recover,recover,0.633,0.668,True,True,True
1824,102,orchard,Mara,wait_respectfully,trade tokens,market plank,prepare,prepare,0.68,0.715,True,True,True
1824,102,orchard,Pim,wait_respectfully,dry rows,arrival court,work,work,0.68,0.715,True,True,True
1825,102,repair_ring,Juno,inspect_inventory,cool bench,arrival court,recover,recover,0.98,0.992,False,True,True
1825,102,repair_ring,Pax,inspect_inventory,clip wire,cool corner,work,work,0.08,0.092,False,True,True
1825,102,repair_ring,Vale,inspect_inventory,test bell,wire bench,share,share,0.116,0.128,False,True,True
1826,102,riverbend,Ari,return_object,repair crossing,arrival court,recover,recover,0.762,0.774,False,True,True
1826,102,riverbend,Lio,return_object,trim lantern,dry ridge,prepare,prepare,0.762,0.774,False,True,True
1826,102,riverbend,Cee,return_object,dry cords,arrival court,work,work,0.797,0.809,False,True,True
1827,102,roofward,Fay,wait_respectfully,sort ledger,arrival court,recover,recover,0.667,0.702,True,True,True
1827,102,roofward,Sera,wait_respectfully,clean lens,ledger loft,prepare,prepare,0.749,0.784,True,True,True
1827,102,roofward,Orr,wait_respectfully,shade stairs,arrival court,work,work,0.773,0.808,True,True,True
1828,102,archive,Nia,inspect_inventory,sort tags,arrival court,recover,recover,0.98,0.992,False,True,True
1828,102,archive,Toma,inspect_inventory,thread spool,memory desk,work,work,0.08,0.092,False,True,True
1828,102,archive,Vell,inspect_inventory,seal desk,stone stacks,share,share,0.116,0.128,False,True,True
1829,102,signal,Milo,idle,check rope,arrival court,recover,recover,0.749,0.784,True,True,True
1829,102,signal,Ren,idle,fill lantern,lens room,prepare,prepare,0.808,0.843,True,True,True
1829,102,signal,Kesh,idle,watch lens,arrival court,work,work,0.832,0.867,True,True,True
1830,102,orchard,Ivo,ask_handoff,count seeds,arrival court,recover,recover,0.668,0.68,False,True,True
1830,102,orchard,Mara,ask_handoff,trade tokens,market plank,prepare,prepare,0.715,0.727,False,True,True
1830,102,orchard,Pim,ask_handoff,dry rows,arrival court,work,work,0.715,0.727,False,True,True
1831,102,repair_ring,Juno,refuse_handoff,cool bench,spark lane,recover,prepare,0.992,0.08,False,True,True
1831,102,repair_ring,Pax,refuse_handoff,clip wire,cool corner,work,work,0.092,0.104,False,True,True
1831,102,repair_ring,Vale,refuse_handoff,test bell,wire bench,share,share,0.128,0.14,False,True,True
1832,102,riverbend,Ari,idle,repair crossing,arrival court,recover,recover,0.774,0.809,True,True,True
1832,102,riverbend,Lio,idle,trim lantern,dry ridge,prepare,prepare,0.774,0.809,True,True,True
1832,102,riverbend,Cee,idle,dry cords,arrival court,work,work,0.809,0.844,True,True,True
1833,102,roofward,Fay,ask_handoff,sort ledger,arrival court,recover,recover,0.702,0.714,False,True,True
1833,102,roofward,Sera,ask_handoff,clean lens,ledger loft,prepare,prepare,0.784,0.796,False,True,True
1833,102,roofward,Orr,ask_handoff,shade stairs,arrival court,work,work,0.808,0.82,False,True,True
1834,102,archive,Nia,refuse_handoff,sort tags,spool room,recover,prepare,0.992,0.08,False,True,True
1834,102,archive,Toma,refuse_handoff,thread spool,memory desk,work,work,0.092,0.104,False,True,True
1834,102,archive,Vell,refuse_handoff,seal desk,stone stacks,share,share,0.128,0.14,False,True,True
1835,102,signal,Milo,return_object,check rope,arrival court,recover,recover,0.784,0.796,False,True,True
1835,102,signal,Ren,return_object,fill lantern,lens room,prepare,prepare,0.843,0.855,False,True,True
1835,102,signal,Kesh,return_object,watch lens,arrival court,work,work,0.867,0.879,False,True,True
1836,103,repair_ring,Juno,refuse_handoff,cool bench,bell alcove,prepare,prepare,0.08,0.092,False,True,True
1836,103,repair_ring,Pax,refuse_handoff,clip wire,arrival court,work,work,0.104,0.116,False,True,True
1836,103,repair_ring,Vale,refuse_handoff,test bell,spark lane,share,share,0.14,0.152,False,True,True
1837,103,riverbend,Ari,idle,repair crossing,plank hall,recover,recover,0.809,0.844,True,True,True
1837,103,riverbend,Lio,idle,trim lantern,kit alcove,prepare,prepare,0.809,0.844,True,True,True
1837,103,riverbend,Cee,idle,dry cords,plank hall,work,work,0.844,0.879,True,True,True
1838,103,roofward,Fay,ask_handoff,sort ledger,glass stair,recover,recover,0.714,0.726,False,True,True
1838,103,roofward,Sera,ask_handoff,clean lens,sun sill,prepare,prepare,0.796,0.808,False,True,True
1838,103,roofward,Orr,ask_handoff,shade stairs,glass stair,work,work,0.82,0.832,False,True,True
1839,103,archive,Nia,refuse_handoff,sort tags,ink niche,prepare,prepare,0.08,0.092,False,True,True
1839,103,archive,Toma,refuse_handoff,thread spool,arrival court,work,work,0.104,0.116,False,True,True
1839,103,archive,Vell,refuse_handoff,seal desk,spool room,share,share,0.14,0.152,False,True,True
1840,103,signal,Milo,return_object,check rope,mast base,recover,recover,0.796,0.808,False,True,True
1840,103,signal,Ren,return_object,fill lantern,signal perch,prepare,prepare,0.855,0.867,False,True,True
1840,103,signal,Kesh,return_object,watch lens,mast base,work,work,0.879,0.891,False,True,True
1841,103,orchard,Ivo,wait_respectfully,count seeds,seed lane,recover,recover,0.68,0.715,True,True,True
1841,103,orchard,Mara,wait_respectfully,trade tokens,satchel shed,prepare,prepare,0.727,0.762,True,True,True
1841,103,orchard,Pim,wait_respectfully,dry rows,seed lane,work,work,0.727,0.762,True,True,True
1842,103,repair_ring,Juno,inspect_inventory,cool bench,bell alcove,prepare,prepare,0.092,0.104,False,True,True
1842,103,repair_ring,Pax,inspect_inventory,clip wire,arrival court,work,work,0.116,0.128,False,True,True
1842,103,repair_ring,Vale,inspect_inventory,test bell,spark lane,share,share,0.152,0.164,False,True,True
1843,103,riverbend,Ari,return_object,repair crossing,plank hall,recover,recover,0.844,0.856,False,True,True
1843,103,riverbend,Lio,return_object,trim lantern,kit alcove,prepare,prepare,0.844,0.856,False,True,True
1843,103,riverbend,Cee,return_object,dry cords,plank hall,work,work,0.879,0.891,False,True,True
1844,103,roofward,Fay,wait_respectfully,sort ledger,glass stair,recover,recover,0.726,0.761,True,True,True
1844,103,roofward,Sera,wait_respectfully,clean lens,sun sill,prepare,prepare,0.808,0.843,True,True,True
1844,103,roofward,Orr,wait_respectfully,shade stairs,glass stair,work,work,0.832,0.867,True,True,True
1845,103,archive,Nia,inspect_inventory,sort tags,ink niche,prepare,prepare,0.092,0.104,False,True,True
1845,103,archive,Toma,inspect_inventory,thread spool,arrival court,work,work,0.116,0.128,False,True,True
1845,103,archive,Vell,inspect_inventory,seal desk,spool room,share,share,0.152,0.164,False,True,True
1846,103,signal,Milo,idle,check rope,mast base,recover,recover,0.808,0.843,True,True,True
1846,103,signal,Ren,idle,fill lantern,signal perch,prepare,prepare,0.867,0.902,True,True,True
1846,103,signal,Kesh,idle,watch lens,mast base,work,work,0.891,0.926,True,True,True
1847,103,orchard,Ivo,ask_handoff,count seeds,seed lane,recover,recover,0.715,0.727,False,True,True
1847,103,orchard,Mara,ask_handoff,trade tokens,satchel shed,prepare,prepare,0.762,0.774,False,True,True
1847,103,orchard,Pim,ask_handoff,dry rows,seed lane,work,work,0.762,0.774,False,True,True
1848,103,repair_ring,Juno,refuse_handoff,cool bench,bell alcove,prepare,prepare,0.104,0.116,False,True,True
1848,103,repair_ring,Pax,refuse_handoff,clip wire,arrival court,work,work,0.128,0.14,False,True,True
1848,103,repair_ring,Vale,refuse_handoff,test bell,spark lane,share,share,0.164,0.176,False,True,True
1849,103,riverbend,Ari,idle,repair crossing,plank hall,recover,recover,0.856,0.891,True,True,True
1849,103,riverbend,Lio,idle,trim lantern,kit alcove,prepare,prepare,0.856,0.891,True,True,True
1849,103,riverbend,Cee,idle,dry cords,plank hall,work,work,0.891,0.926,True,True,True
1850,103,roofward,Fay,ask_handoff,sort ledger,glass stair,recover,recover,0.761,0.773,False,True,True
1850,103,roofward,Sera,ask_handoff,clean lens,sun sill,prepare,prepare,0.843,0.855,False,True,True
1850,103,roofward,Orr,ask_handoff,shade stairs,glass stair,work,work,0.867,0.879,False,True,True
1851,103,archive,Nia,refuse_handoff,sort tags,ink niche,prepare,prepare,0.104,0.116,False,True,True
1851,103,archive,Toma,refuse_handoff,thread spool,arrival court,work,work,0.128,0.14,False,True,True
1851,103,archive,Vell,refuse_handoff,seal desk,spool room,share,share,0.164,0.176,False,True,True
1852,103,signal,Milo,return_object,check rope,mast base,recover,recover,0.843,0.855,False,True,True
1852,103,signal,Ren,return_object,fill lantern,signal perch,prepare,prepare,0.902,0.914,False,True,True
1852,103,signal,Kesh,return_object,watch lens,mast base,work,work,0.926,0.938,False,True,True
1853,103,orchard,Ivo,wait_respectfully,count seeds,seed lane,recover,recover,0.727,0.762,True,True,True
1853,103,orchard,Mara,wait_respectfully,trade tokens,satchel shed,prepare,prepare,0.774,0.809,True,True,True
1853,103,orchard,Pim,wait_respectfully,dry rows,seed lane,work,work,0.774,0.809,True,True,True
1854,104,riverbend,Ari,idle,repair crossing,wet crossing,recover,recover,0.891,0.926,True,True,True
1854,104,riverbend,Lio,idle,trim lantern,arrival court,prepare,prepare,0.891,0.926,True,True,True
1854,104,riverbend,Cee,idle,dry cords,wet crossing,work,work,0.926,0.961,True,True,True
1855,104,roofward,Fay,ask_handoff,sort ledger,warm lane,recover,recover,0.773,0.785,False,True,True
1855,104,roofward,Sera,ask_handoff,clean lens,arrival court,prepare,prepare,0.855,0.867,False,True,True
