tick_id,day,route_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_control
502,32,signal_orchard,direct route glow,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,ambient-rate,True
503,32,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
504,32,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
505,32,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
506,32,roofward_archive,highlighted detour path,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
507,32,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,control-pulse,True
508,32,signal_orchard,direct route glow,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,flower-node,True
509,32,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
510,32,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
511,32,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
512,33,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
513,33,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
514,33,signal_orchard,direct route glow,caravan bell,oil and paper,mild route air,wet crossing,avatar carrying effort,control-pulse,True
515,33,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
516,33,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
517,33,riverbend_roofward,direct route glow,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
518,33,roofward_archive,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
519,33,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,control-pulse,True
520,33,signal_orchard,direct route glow,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,flower-node,True
521,33,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
522,33,central_repair_ring,highlighted detour path,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
523,33,riverbend_roofward,direct route glow,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
524,33,roofward_archive,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,flower-node,True
525,33,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
526,33,signal_orchard,direct route glow,caravan bell,oil and paper,mild route air,wet crossing,avatar carrying effort,control-pulse,True
527,33,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
528,34,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
529,34,riverbend_roofward,direct route glow,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
530,34,roofward_archive,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
531,34,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,ambient-rate,True
532,34,signal_orchard,direct route glow,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,flower-node,True
533,34,orchard_riverbend,direct route glow,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
534,34,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
535,34,riverbend_roofward,direct route glow,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
536,34,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
537,34,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
538,34,signal_orchard,direct route glow,caravan bell,oil and paper,mild route air,wet crossing,avatar carrying effort,control-pulse,True
539,34,orchard_riverbend,direct route glow,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
540,34,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
541,34,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
542,34,roofward_archive,highlighted detour path,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
543,34,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,ambient-rate,True
544,35,signal_orchard,direct route glow,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,flower-node,True
545,35,orchard_riverbend,direct route glow,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
546,35,central_repair_ring,highlighted detour path,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
547,35,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
548,35,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
549,35,archive_signal,direct route glow,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
550,35,signal_orchard,direct route glow,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,ambient-rate,True
551,35,orchard_riverbend,direct route glow,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
552,35,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
553,35,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
554,35,roofward_archive,highlighted detour path,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
555,35,archive_signal,direct route glow,map room hum,oil and paper,mild route air,dry boards,watchful route stance,control-pulse,True
556,35,signal_orchard,direct route glow,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,flower-node,True
557,35,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
558,35,central_repair_ring,highlighted detour path,control click,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
559,35,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
560,36,archive_signal,direct route glow,map room hum,oil and paper,mild route air,dry boards,watchful route stance,flower-node,True
561,36,signal_orchard,direct route glow,control click,oil and paper,mild route air,wet crossing,careful planning posture,control-pulse,True
562,36,orchard_riverbend,highlighted detour path,caravan bell,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
563,36,central_repair_ring,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
564,36,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
565,36,roofward_archive,direct route glow,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
566,36,archive_signal,direct route glow,map room hum,oil and paper,mild route air,dry boards,watchful route stance,ambient-rate,True
567,36,signal_orchard,direct route glow,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,control-pulse,True
568,36,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
569,36,central_repair_ring,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
570,36,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
571,36,roofward_archive,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
572,36,archive_signal,direct route glow,map room hum,oil and paper,mild route air,dry boards,watchful route stance,flower-node,True
573,36,signal_orchard,highlighted detour path,control click,oil and paper,mild route air,wet crossing,careful planning posture,control-pulse,True
574,36,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
575,36,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
576,37,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
577,37,roofward_archive,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
578,37,archive_signal,direct route glow,caravan bell,oil and paper,mild route air,dry boards,avatar carrying effort,control-pulse,True
579,37,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,ambient-rate,True
580,37,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,flower-node,True
581,37,central_repair_ring,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
582,37,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
583,37,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
584,37,archive_signal,direct route glow,map room hum,oil and paper,mild route air,dry boards,watchful route stance,flower-node,True
585,37,signal_orchard,highlighted detour path,control click,oil and paper,mild route air,wet crossing,careful planning posture,control-pulse,True
586,37,orchard_riverbend,highlighted detour path,caravan bell,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
587,37,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
588,37,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
589,37,roofward_archive,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
590,37,archive_signal,direct route glow,map room hum,oil and paper,mild route air,dry boards,watchful route stance,ambient-rate,True
591,37,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,ambient-rate,True
592,38,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
593,38,central_repair_ring,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
594,38,riverbend_roofward,highlighted detour path,caravan bell,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
595,38,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
596,38,archive_signal,direct route glow,map room hum,oil and paper,mild route air,dry boards,watchful route stance,flower-node,True
597,38,signal_orchard,highlighted detour path,control click,oil and paper,mild route air,wet crossing,careful planning posture,control-pulse,True
598,38,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
599,38,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
600,38,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
601,38,roofward_archive,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
602,38,archive_signal,direct route glow,caravan bell,oil and paper,mild route air,dry boards,avatar carrying effort,control-pulse,True
603,38,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,control-pulse,True
604,38,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
605,38,central_repair_ring,direct route glow,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
606,38,riverbend_roofward,highlighted detour path,caravan bell,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
607,38,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
608,39,archive_signal,direct route glow,map room hum,oil and paper,mild route air,dry boards,watchful route stance,flower-node,True
609,39,signal_orchard,highlighted detour path,control click,oil and paper,mild route air,wet crossing,careful planning posture,control-pulse,True
610,39,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
611,39,central_repair_ring,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
612,39,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
613,39,roofward_archive,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
614,39,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
615,39,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,control-pulse,True
616,39,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
617,39,central_repair_ring,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
618,39,riverbend_roofward,highlighted detour path,caravan bell,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
619,39,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
620,39,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,flower-node,True
621,39,signal_orchard,highlighted detour path,control click,oil and paper,mild route air,wet crossing,careful planning posture,control-pulse,True
622,39,orchard_riverbend,highlighted detour path,caravan bell,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
623,39,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
624,40,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
625,40,roofward_archive,direct route glow,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
626,40,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,avatar carrying effort,control-pulse,True
627,40,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,control-pulse,True
628,40,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
629,40,central_repair_ring,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
630,40,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
631,40,roofward_archive,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
632,40,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,flower-node,True
633,40,signal_orchard,highlighted detour path,control click,oil and paper,mild route air,wet crossing,careful planning posture,control-pulse,True
634,40,orchard_riverbend,highlighted detour path,caravan bell,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
635,40,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
636,40,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,flower-node,True
637,40,roofward_archive,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
638,40,archive_signal,highlighted detour path,caravan bell,oil and paper,mild route air,dry boards,avatar carrying effort,control-pulse,True
639,40,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,ambient-rate,True
640,41,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
641,41,central_repair_ring,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
642,41,riverbend_roofward,highlighted detour path,caravan bell,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
643,41,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
644,41,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,flower-node,True
645,41,signal_orchard,highlighted detour path,control click,oil and paper,mild route air,wet crossing,careful planning posture,control-pulse,True
646,41,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
647,41,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
648,41,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
649,41,roofward_archive,direct route glow,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
650,41,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,ambient-rate,True
651,41,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,ambient-rate,True
652,41,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
653,41,central_repair_ring,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
654,41,riverbend_roofward,highlighted detour path,caravan bell,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
655,41,roofward_archive,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
656,42,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,flower-node,True
657,42,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
658,42,central_repair_ring,highlighted detour path,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
659,42,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
660,42,roofward_archive,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
661,42,archive_signal,direct route glow,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
662,42,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,ambient-rate,True
663,42,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
664,42,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
665,42,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
666,42,roofward_archive,direct route glow,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
667,42,archive_signal,direct route glow,map room hum,oil and paper,mild route air,dry boards,watchful route stance,ambient-rate,True
668,42,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,flower-node,True
669,42,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
670,42,central_repair_ring,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
671,42,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
672,43,roofward_archive,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
673,43,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
674,43,signal_orchard,highlighted detour path,caravan bell,oil and paper,mild route air,wet crossing,avatar carrying effort,control-pulse,True
675,43,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
676,43,central_repair_ring,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,flower-node,True
677,43,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
678,43,roofward_archive,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
679,43,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,control-pulse,True
680,43,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,flower-node,True
681,43,orchard_riverbend,direct route glow,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
682,43,central_repair_ring,highlighted detour path,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
683,43,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
684,43,roofward_archive,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
685,43,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
686,43,signal_orchard,highlighted detour path,caravan bell,oil and paper,mild route air,wet crossing,avatar carrying effort,control-pulse,True
687,43,orchard_riverbend,direct route glow,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
688,44,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
689,44,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
690,44,roofward_archive,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
691,44,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,control-pulse,True
692,44,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,flower-node,True
693,44,orchard_riverbend,direct route glow,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
694,44,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
695,44,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
696,44,roofward_archive,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
697,44,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
698,44,signal_orchard,highlighted detour path,caravan bell,oil and paper,mild route air,wet crossing,avatar carrying effort,control-pulse,True
699,44,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
700,44,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
701,44,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
702,44,roofward_archive,direct route glow,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
703,44,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,ambient-rate,True
704,45,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,flower-node,True
705,45,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
706,45,central_repair_ring,highlighted detour path,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
707,45,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
708,45,roofward_archive,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
709,45,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
710,45,signal_orchard,highlighted detour path,control click,oil and paper,mild route air,wet crossing,careful planning posture,control-pulse,True
711,45,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
712,45,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
713,45,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
714,45,roofward_archive,direct route glow,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
715,45,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,control-pulse,True
716,45,signal_orchard,highlighted detour path,control click,oil and paper,mild route air,wet crossing,careful planning posture,flower-node,True
717,45,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
718,45,central_repair_ring,highlighted detour path,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
719,45,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
720,46,roofward_archive,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
721,46,archive_signal,direct route glow,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
722,46,signal_orchard,highlighted detour path,control click,oil and paper,mild route air,wet crossing,avatar carrying effort,control-pulse,True
723,46,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
724,46,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
725,46,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
726,46,roofward_archive,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
727,46,archive_signal,direct route glow,map room hum,oil and paper,mild route air,dry boards,watchful route stance,ambient-rate,True
728,46,signal_orchard,highlighted detour path,control click,oil and paper,mild route air,wet crossing,careful planning posture,flower-node,True
729,46,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
730,46,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
731,46,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
732,46,roofward_archive,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
733,46,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
734,46,signal_orchard,highlighted detour path,caravan bell,oil and paper,mild route air,wet crossing,avatar carrying effort,control-pulse,True
735,46,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
736,47,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
737,47,riverbend_roofward,direct route glow,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
738,47,roofward_archive,direct route glow,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
739,47,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
740,47,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,flower-node,True
741,47,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
742,47,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
743,47,riverbend_roofward,direct route glow,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
744,47,roofward_archive,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
745,47,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
746,47,signal_orchard,highlighted detour path,caravan bell,oil and paper,mild route air,wet crossing,avatar carrying effort,control-pulse,True
747,47,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
748,47,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
749,47,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
750,47,roofward_archive,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
751,47,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
752,48,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
