epoch_id,simulated_year,settlement_id,craft_domain,technology_stage,tool_name,apprentice_lineage_depth,material_source,failure_memory,practical_use,energy_budget,bounded_technology
591,590,glass_harbor,lamp optics,6,lamp optics stage-6 salt reed tool,25,salt reed,year 575 lamp optics failure changed training,supports lantern lenses,0.304612,True
592,590,cinder_garden,shade rigs,6,shade rigs stage-6 shade wood tool,25,shade wood,year 575 shade rigs failure changed training,supports seed meal,0.305153,True
593,590,lichen_bridge,bridge ledgers,6,bridge ledgers stage-6 signal stone tool,25,signal stone,year 575 bridge ledgers failure changed training,supports rope kits,0.305694,True
594,590,orchid_engine,valve tools,6,valve tools stage-6 orchid oil tool,25,orchid oil,year 575 valve tools failure changed training,supports valve keys,0.306235,True
595,595,moss_ward,path lanterns,6,path lanterns stage-6 root starch tool,25,root starch,year 580 path lanterns failure changed training,supports dry cloaks,0.304612,True
596,595,glass_harbor,lamp optics,6,lamp optics stage-6 salt reed tool,25,salt reed,year 580 lamp optics failure changed training,supports lantern lenses,0.305153,True
597,595,cinder_garden,shade rigs,6,shade rigs stage-6 shade wood tool,25,shade wood,year 580 shade rigs failure changed training,supports seed meal,0.305694,True
598,595,lichen_bridge,bridge ledgers,6,bridge ledgers stage-6 signal stone tool,25,signal stone,year 580 bridge ledgers failure changed training,supports rope kits,0.306235,True
599,595,orchid_engine,valve tools,6,valve tools stage-6 orchid oil tool,25,orchid oil,year 580 valve tools failure changed training,supports valve keys,0.306776,True
600,600,moss_ward,cloak weaving,7,cloak weaving stage-7 moss fiber tool,26,moss fiber,year 585 cloak weaving failure changed training,supports root cakes,0.317153,True
601,600,glass_harbor,net knots,7,net knots stage-7 lamp oil tool,26,lamp oil,year 585 net knots failure changed training,supports kelp cord,0.317694,True
602,600,cinder_garden,ash ceramics,7,ash ceramics stage-7 cool stone tool,26,cool stone,year 585 ash ceramics failure changed training,supports shade poles,0.318235,True
603,600,lichen_bridge,rope trusses,7,rope trusses stage-7 lichen paste tool,26,lichen paste,year 585 rope trusses failure changed training,supports signal bells,0.318776,True
604,600,orchid_engine,orchid lamps,7,orchid lamps stage-7 valve ore tool,26,valve ore,year 585 orchid lamps failure changed training,supports orchid lamps,0.319318,True
605,605,moss_ward,cloak weaving,7,cloak weaving stage-7 moss fiber tool,26,moss fiber,year 590 cloak weaving failure changed training,supports root cakes,0.317694,True
606,605,glass_harbor,net knots,7,net knots stage-7 lamp oil tool,26,lamp oil,year 590 net knots failure changed training,supports kelp cord,0.318235,True
607,605,cinder_garden,ash ceramics,7,ash ceramics stage-7 cool stone tool,26,cool stone,year 590 ash ceramics failure changed training,supports shade poles,0.318776,True
608,605,lichen_bridge,rope trusses,7,rope trusses stage-7 lichen paste tool,26,lichen paste,year 590 rope trusses failure changed training,supports signal bells,0.319318,True
609,605,orchid_engine,orchid lamps,7,orchid lamps stage-7 valve ore tool,26,valve ore,year 590 orchid lamps failure changed training,supports orchid lamps,0.319859,True
610,610,moss_ward,cloak weaving,7,cloak weaving stage-7 moss fiber tool,26,moss fiber,year 595 cloak weaving failure changed training,supports root cakes,0.318235,True
611,610,glass_harbor,net knots,7,net knots stage-7 lamp oil tool,26,lamp oil,year 595 net knots failure changed training,supports kelp cord,0.318776,True
612,610,cinder_garden,ash ceramics,7,ash ceramics stage-7 cool stone tool,26,cool stone,year 595 ash ceramics failure changed training,supports shade poles,0.319318,True
613,610,lichen_bridge,rope trusses,7,rope trusses stage-7 lichen paste tool,26,lichen paste,year 595 rope trusses failure changed training,supports signal bells,0.319859,True
614,610,orchid_engine,orchid lamps,7,orchid lamps stage-7 valve ore tool,26,valve ore,year 595 orchid lamps failure changed training,supports orchid lamps,0.3112,True
615,615,moss_ward,cloak weaving,7,cloak weaving stage-7 moss fiber tool,26,moss fiber,year 600 cloak weaving failure changed training,supports root cakes,0.318776,True
616,615,glass_harbor,net knots,7,net knots stage-7 lamp oil tool,26,lamp oil,year 600 net knots failure changed training,supports kelp cord,0.319318,True
617,615,cinder_garden,ash ceramics,7,ash ceramics stage-7 cool stone tool,26,cool stone,year 600 ash ceramics failure changed training,supports shade poles,0.319859,True
618,615,lichen_bridge,rope trusses,7,rope trusses stage-7 lichen paste tool,26,lichen paste,year 600 rope trusses failure changed training,supports signal bells,0.3112,True
619,615,orchid_engine,orchid lamps,7,orchid lamps stage-7 valve ore tool,26,valve ore,year 600 orchid lamps failure changed training,supports orchid lamps,0.311741,True
620,620,moss_ward,cloak weaving,7,cloak weaving stage-7 moss fiber tool,26,moss fiber,year 605 cloak weaving failure changed training,supports root cakes,0.319318,True
621,620,glass_harbor,net knots,7,net knots stage-7 lamp oil tool,26,lamp oil,year 605 net knots failure changed training,supports kelp cord,0.319859,True
622,620,cinder_garden,ash ceramics,7,ash ceramics stage-7 cool stone tool,26,cool stone,year 605 ash ceramics failure changed training,supports shade poles,0.3112,True
623,620,lichen_bridge,rope trusses,7,rope trusses stage-7 lichen paste tool,26,lichen paste,year 605 rope trusses failure changed training,supports signal bells,0.311741,True
624,620,orchid_engine,orchid lamps,7,orchid lamps stage-7 valve ore tool,26,valve ore,year 605 orchid lamps failure changed training,supports orchid lamps,0.312282,True
625,625,moss_ward,rain jar firing,8,rain jar firing stage-8 rain clay tool,27,rain clay,year 610 rain jar firing failure changed training,supports jar seals,0.331859,True
626,625,glass_harbor,salt cisterns,8,salt cisterns stage-8 kelp fiber tool,27,kelp fiber,year 610 salt cisterns failure changed training,supports salt tea,0.3232,True
627,625,cinder_garden,seed calendars,8,seed calendars stage-8 ember fruit tool,27,ember fruit,year 610 seed calendars failure changed training,supports cool bowls,0.323741,True
628,625,lichen_bridge,signal bells,8,signal bells stage-8 rope reed tool,27,rope reed,year 610 signal bells failure changed training,supports lichen soup,0.324282,True
629,625,orchid_engine,gear washing,8,gear washing stage-8 steam water tool,27,steam water,year 610 gear washing failure changed training,supports steam tea,0.324824,True
630,630,moss_ward,rain jar firing,8,rain jar firing stage-8 rain clay tool,27,rain clay,year 615 rain jar firing failure changed training,supports jar seals,0.3232,True
631,630,glass_harbor,salt cisterns,8,salt cisterns stage-8 kelp fiber tool,27,kelp fiber,year 615 salt cisterns failure changed training,supports salt tea,0.323741,True
632,630,cinder_garden,seed calendars,8,seed calendars stage-8 ember fruit tool,27,ember fruit,year 615 seed calendars failure changed training,supports cool bowls,0.324282,True
633,630,lichen_bridge,signal bells,8,signal bells stage-8 rope reed tool,27,rope reed,year 615 signal bells failure changed training,supports lichen soup,0.324824,True
634,630,orchid_engine,gear washing,8,gear washing stage-8 steam water tool,27,steam water,year 615 gear washing failure changed training,supports steam tea,0.325365,True
635,635,moss_ward,rain jar firing,8,rain jar firing stage-8 rain clay tool,27,rain clay,year 620 rain jar firing failure changed training,supports jar seals,0.323741,True
636,635,glass_harbor,salt cisterns,8,salt cisterns stage-8 kelp fiber tool,27,kelp fiber,year 620 salt cisterns failure changed training,supports salt tea,0.324282,True
637,635,cinder_garden,seed calendars,8,seed calendars stage-8 ember fruit tool,27,ember fruit,year 620 seed calendars failure changed training,supports cool bowls,0.324824,True
638,635,lichen_bridge,signal bells,8,signal bells stage-8 rope reed tool,27,rope reed,year 620 signal bells failure changed training,supports lichen soup,0.325365,True
639,635,orchid_engine,gear washing,8,gear washing stage-8 steam water tool,27,steam water,year 620 gear washing failure changed training,supports steam tea,0.325906,True
640,640,moss_ward,rain jar firing,8,rain jar firing stage-8 rain clay tool,27,rain clay,year 625 rain jar firing failure changed training,supports jar seals,0.324282,True
641,640,glass_harbor,salt cisterns,8,salt cisterns stage-8 kelp fiber tool,27,kelp fiber,year 625 salt cisterns failure changed training,supports salt tea,0.324824,True
642,640,cinder_garden,seed calendars,8,seed calendars stage-8 ember fruit tool,27,ember fruit,year 625 seed calendars failure changed training,supports cool bowls,0.325365,True
643,640,lichen_bridge,signal bells,8,signal bells stage-8 rope reed tool,27,rope reed,year 625 signal bells failure changed training,supports lichen soup,0.325906,True
644,640,orchid_engine,gear washing,8,gear washing stage-8 steam water tool,27,steam water,year 625 gear washing failure changed training,supports steam tea,0.326447,True
645,645,moss_ward,rain jar firing,8,rain jar firing stage-8 rain clay tool,27,rain clay,year 630 rain jar firing failure changed training,supports jar seals,0.324824,True
646,645,glass_harbor,salt cisterns,8,salt cisterns stage-8 kelp fiber tool,27,kelp fiber,year 630 salt cisterns failure changed training,supports salt tea,0.325365,True
647,645,cinder_garden,seed calendars,8,seed calendars stage-8 ember fruit tool,27,ember fruit,year 630 seed calendars failure changed training,supports cool bowls,0.325906,True
648,645,lichen_bridge,signal bells,8,signal bells stage-8 rope reed tool,27,rope reed,year 630 signal bells failure changed training,supports lichen soup,0.326447,True
649,645,orchid_engine,gear washing,8,gear washing stage-8 steam water tool,27,steam water,year 630 gear washing failure changed training,supports steam tea,0.326988,True
650,650,moss_ward,path lanterns,8,path lanterns stage-8 root starch tool,28,root starch,year 635 path lanterns failure changed training,supports dry cloaks,0.325365,True
651,650,glass_harbor,lamp optics,8,lamp optics stage-8 salt reed tool,28,salt reed,year 635 lamp optics failure changed training,supports lantern lenses,0.325906,True
652,650,cinder_garden,shade rigs,8,shade rigs stage-8 shade wood tool,28,shade wood,year 635 shade rigs failure changed training,supports seed meal,0.326447,True
653,650,lichen_bridge,bridge ledgers,8,bridge ledgers stage-8 signal stone tool,28,signal stone,year 635 bridge ledgers failure changed training,supports rope kits,0.326988,True
654,650,orchid_engine,valve tools,8,valve tools stage-8 orchid oil tool,28,orchid oil,year 635 valve tools failure changed training,supports valve keys,0.327529,True
655,655,moss_ward,path lanterns,8,path lanterns stage-8 root starch tool,28,root starch,year 640 path lanterns failure changed training,supports dry cloaks,0.325906,True
656,655,glass_harbor,lamp optics,8,lamp optics stage-8 salt reed tool,28,salt reed,year 640 lamp optics failure changed training,supports lantern lenses,0.326447,True
657,655,cinder_garden,shade rigs,8,shade rigs stage-8 shade wood tool,28,shade wood,year 640 shade rigs failure changed training,supports seed meal,0.326988,True
658,655,lichen_bridge,bridge ledgers,8,bridge ledgers stage-8 signal stone tool,28,signal stone,year 640 bridge ledgers failure changed training,supports rope kits,0.327529,True
659,655,orchid_engine,valve tools,8,valve tools stage-8 orchid oil tool,28,orchid oil,year 640 valve tools failure changed training,supports valve keys,0.328071,True
660,660,moss_ward,path lanterns,8,path lanterns stage-8 root starch tool,28,root starch,year 645 path lanterns failure changed training,supports dry cloaks,0.326447,True
661,660,glass_harbor,lamp optics,8,lamp optics stage-8 salt reed tool,28,salt reed,year 645 lamp optics failure changed training,supports lantern lenses,0.326988,True
662,660,cinder_garden,shade rigs,8,shade rigs stage-8 shade wood tool,28,shade wood,year 645 shade rigs failure changed training,supports seed meal,0.327529,True
663,660,lichen_bridge,bridge ledgers,8,bridge ledgers stage-8 signal stone tool,28,signal stone,year 645 bridge ledgers failure changed training,supports rope kits,0.328071,True
664,660,orchid_engine,valve tools,8,valve tools stage-8 orchid oil tool,28,orchid oil,year 645 valve tools failure changed training,supports valve keys,0.328612,True
665,665,moss_ward,path lanterns,8,path lanterns stage-8 root starch tool,28,root starch,year 650 path lanterns failure changed training,supports dry cloaks,0.326988,True
666,665,glass_harbor,lamp optics,8,lamp optics stage-8 salt reed tool,28,salt reed,year 650 lamp optics failure changed training,supports lantern lenses,0.327529,True
667,665,cinder_garden,shade rigs,8,shade rigs stage-8 shade wood tool,28,shade wood,year 650 shade rigs failure changed training,supports seed meal,0.328071,True
668,665,lichen_bridge,bridge ledgers,8,bridge ledgers stage-8 signal stone tool,28,signal stone,year 650 bridge ledgers failure changed training,supports rope kits,0.328612,True
669,665,orchid_engine,valve tools,8,valve tools stage-8 orchid oil tool,28,orchid oil,year 650 valve tools failure changed training,supports valve keys,0.329153,True
670,670,moss_ward,path lanterns,8,path lanterns stage-8 root starch tool,28,root starch,year 655 path lanterns failure changed training,supports dry cloaks,0.327529,True
671,670,glass_harbor,lamp optics,8,lamp optics stage-8 salt reed tool,28,salt reed,year 655 lamp optics failure changed training,supports lantern lenses,0.328071,True
672,670,cinder_garden,shade rigs,8,shade rigs stage-8 shade wood tool,28,shade wood,year 655 shade rigs failure changed training,supports seed meal,0.328612,True
673,670,lichen_bridge,bridge ledgers,8,bridge ledgers stage-8 signal stone tool,28,signal stone,year 655 bridge ledgers failure changed training,supports rope kits,0.329153,True
674,670,orchid_engine,valve tools,8,valve tools stage-8 orchid oil tool,28,orchid oil,year 655 valve tools failure changed training,supports valve keys,0.329694,True
675,675,moss_ward,cloak weaving,8,cloak weaving stage-8 moss fiber tool,29,moss fiber,year 660 cloak weaving failure changed training,supports root cakes,0.328071,True
676,675,glass_harbor,net knots,8,net knots stage-8 lamp oil tool,29,lamp oil,year 660 net knots failure changed training,supports kelp cord,0.328612,True
677,675,cinder_garden,ash ceramics,8,ash ceramics stage-8 cool stone tool,29,cool stone,year 660 ash ceramics failure changed training,supports shade poles,0.329153,True
678,675,lichen_bridge,rope trusses,8,rope trusses stage-8 lichen paste tool,29,lichen paste,year 660 rope trusses failure changed training,supports signal bells,0.329694,True
679,675,orchid_engine,orchid lamps,8,orchid lamps stage-8 valve ore tool,29,valve ore,year 660 orchid lamps failure changed training,supports orchid lamps,0.330235,True
680,680,moss_ward,cloak weaving,8,cloak weaving stage-8 moss fiber tool,29,moss fiber,year 665 cloak weaving failure changed training,supports root cakes,0.328612,True
681,680,glass_harbor,net knots,8,net knots stage-8 lamp oil tool,29,lamp oil,year 665 net knots failure changed training,supports kelp cord,0.329153,True
682,680,cinder_garden,ash ceramics,8,ash ceramics stage-8 cool stone tool,29,cool stone,year 665 ash ceramics failure changed training,supports shade poles,0.329694,True
683,680,lichen_bridge,rope trusses,8,rope trusses stage-8 lichen paste tool,29,lichen paste,year 665 rope trusses failure changed training,supports signal bells,0.330235,True
684,680,orchid_engine,orchid lamps,8,orchid lamps stage-8 valve ore tool,29,valve ore,year 665 orchid lamps failure changed training,supports orchid lamps,0.330776,True
685,685,moss_ward,cloak weaving,8,cloak weaving stage-8 moss fiber tool,29,moss fiber,year 670 cloak weaving failure changed training,supports root cakes,0.329153,True
686,685,glass_harbor,net knots,8,net knots stage-8 lamp oil tool,29,lamp oil,year 670 net knots failure changed training,supports kelp cord,0.329694,True
687,685,cinder_garden,ash ceramics,8,ash ceramics stage-8 cool stone tool,29,cool stone,year 670 ash ceramics failure changed training,supports shade poles,0.330235,True
688,685,lichen_bridge,rope trusses,8,rope trusses stage-8 lichen paste tool,29,lichen paste,year 670 rope trusses failure changed training,supports signal bells,0.330776,True
689,685,orchid_engine,orchid lamps,8,orchid lamps stage-8 valve ore tool,29,valve ore,year 670 orchid lamps failure changed training,supports orchid lamps,0.331318,True
690,690,moss_ward,cloak weaving,8,cloak weaving stage-8 moss fiber tool,29,moss fiber,year 675 cloak weaving failure changed training,supports root cakes,0.329694,True
691,690,glass_harbor,net knots,8,net knots stage-8 lamp oil tool,29,lamp oil,year 675 net knots failure changed training,supports kelp cord,0.330235,True
692,690,cinder_garden,ash ceramics,8,ash ceramics stage-8 cool stone tool,29,cool stone,year 675 ash ceramics failure changed training,supports shade poles,0.330776,True
693,690,lichen_bridge,rope trusses,8,rope trusses stage-8 lichen paste tool,29,lichen paste,year 675 rope trusses failure changed training,supports signal bells,0.331318,True
694,690,orchid_engine,orchid lamps,8,orchid lamps stage-8 valve ore tool,29,valve ore,year 675 orchid lamps failure changed training,supports orchid lamps,0.331859,True
695,695,moss_ward,cloak weaving,8,cloak weaving stage-8 moss fiber tool,29,moss fiber,year 680 cloak weaving failure changed training,supports root cakes,0.330235,True
696,695,glass_harbor,net knots,8,net knots stage-8 lamp oil tool,29,lamp oil,year 680 net knots failure changed training,supports kelp cord,0.330776,True
697,695,cinder_garden,ash ceramics,8,ash ceramics stage-8 cool stone tool,29,cool stone,year 680 ash ceramics failure changed training,supports shade poles,0.331318,True
698,695,lichen_bridge,rope trusses,8,rope trusses stage-8 lichen paste tool,29,lichen paste,year 680 rope trusses failure changed training,supports signal bells,0.331859,True
699,695,orchid_engine,orchid lamps,8,orchid lamps stage-8 valve ore tool,29,valve ore,year 680 orchid lamps failure changed training,supports orchid lamps,0.3232,True
700,700,moss_ward,rain jar firing,8,rain jar firing stage-8 rain clay tool,30,rain clay,year 685 rain jar firing failure changed training,supports jar seals,0.332776,True
701,700,glass_harbor,salt cisterns,8,salt cisterns stage-8 kelp fiber tool,30,kelp fiber,year 685 salt cisterns failure changed training,supports salt tea,0.333318,True
702,700,cinder_garden,seed calendars,8,seed calendars stage-8 ember fruit tool,30,ember fruit,year 685 seed calendars failure changed training,supports cool bowls,0.333859,True
703,700,lichen_bridge,signal bells,8,signal bells stage-8 rope reed tool,30,rope reed,year 685 signal bells failure changed training,supports lichen soup,0.3252,True
704,700,orchid_engine,gear washing,8,gear washing stage-8 steam water tool,30,steam water,year 685 gear washing failure changed training,supports steam tea,0.325741,True
705,705,moss_ward,rain jar firing,8,rain jar firing stage-8 rain clay tool,30,rain clay,year 690 rain jar firing failure changed training,supports jar seals,0.333318,True
706,705,glass_harbor,salt cisterns,8,salt cisterns stage-8 kelp fiber tool,30,kelp fiber,year 690 salt cisterns failure changed training,supports salt tea,0.333859,True
707,705,cinder_garden,seed calendars,8,seed calendars stage-8 ember fruit tool,30,ember fruit,year 690 seed calendars failure changed training,supports cool bowls,0.3252,True
708,705,lichen_bridge,signal bells,8,signal bells stage-8 rope reed tool,30,rope reed,year 690 signal bells failure changed training,supports lichen soup,0.325741,True
709,705,orchid_engine,gear washing,8,gear washing stage-8 steam water tool,30,steam water,year 690 gear washing failure changed training,supports steam tea,0.326282,True
710,710,moss_ward,rain jar firing,8,rain jar firing stage-8 rain clay tool,30,rain clay,year 695 rain jar firing failure changed training,supports jar seals,0.333859,True
711,710,glass_harbor,salt cisterns,8,salt cisterns stage-8 kelp fiber tool,30,kelp fiber,year 695 salt cisterns failure changed training,supports salt tea,0.3252,True
712,710,cinder_garden,seed calendars,8,seed calendars stage-8 ember fruit tool,30,ember fruit,year 695 seed calendars failure changed training,supports cool bowls,0.325741,True
713,710,lichen_bridge,signal bells,8,signal bells stage-8 rope reed tool,30,rope reed,year 695 signal bells failure changed training,supports lichen soup,0.326282,True
714,710,orchid_engine,gear washing,8,gear washing stage-8 steam water tool,30,steam water,year 695 gear washing failure changed training,supports steam tea,0.326824,True
715,715,moss_ward,rain jar firing,8,rain jar firing stage-8 rain clay tool,30,rain clay,year 700 rain jar firing failure changed training,supports jar seals,0.3252,True
716,715,glass_harbor,salt cisterns,8,salt cisterns stage-8 kelp fiber tool,30,kelp fiber,year 700 salt cisterns failure changed training,supports salt tea,0.325741,True
717,715,cinder_garden,seed calendars,8,seed calendars stage-8 ember fruit tool,30,ember fruit,year 700 seed calendars failure changed training,supports cool bowls,0.326282,True
718,715,lichen_bridge,signal bells,8,signal bells stage-8 rope reed tool,30,rope reed,year 700 signal bells failure changed training,supports lichen soup,0.326824,True
719,715,orchid_engine,gear washing,8,gear washing stage-8 steam water tool,30,steam water,year 700 gear washing failure changed training,supports steam tea,0.327365,True
720,720,moss_ward,rain jar firing,8,rain jar firing stage-8 rain clay tool,30,rain clay,year 705 rain jar firing failure changed training,supports jar seals,0.325741,True
721,720,glass_harbor,salt cisterns,8,salt cisterns stage-8 kelp fiber tool,30,kelp fiber,year 705 salt cisterns failure changed training,supports salt tea,0.326282,True
722,720,cinder_garden,seed calendars,8,seed calendars stage-8 ember fruit tool,30,ember fruit,year 705 seed calendars failure changed training,supports cool bowls,0.326824,True
723,720,lichen_bridge,signal bells,8,signal bells stage-8 rope reed tool,30,rope reed,year 705 signal bells failure changed training,supports lichen soup,0.327365,True
724,720,orchid_engine,gear washing,8,gear washing stage-8 steam water tool,30,steam water,year 705 gear washing failure changed training,supports steam tea,0.327906,True
725,725,moss_ward,path lanterns,8,path lanterns stage-8 root starch tool,31,root starch,year 710 path lanterns failure changed training,supports dry cloaks,0.324282,True
726,725,glass_harbor,lamp optics,8,lamp optics stage-8 salt reed tool,31,salt reed,year 710 lamp optics failure changed training,supports lantern lenses,0.324824,True
727,725,cinder_garden,shade rigs,8,shade rigs stage-8 shade wood tool,31,shade wood,year 710 shade rigs failure changed training,supports seed meal,0.325365,True
728,725,lichen_bridge,bridge ledgers,8,bridge ledgers stage-8 signal stone tool,31,signal stone,year 710 bridge ledgers failure changed training,supports rope kits,0.325906,True
729,725,orchid_engine,valve tools,8,valve tools stage-8 orchid oil tool,31,orchid oil,year 710 valve tools failure changed training,supports valve keys,0.326447,True
730,730,moss_ward,path lanterns,8,path lanterns stage-8 root starch tool,31,root starch,year 715 path lanterns failure changed training,supports dry cloaks,0.324824,True
731,730,glass_harbor,lamp optics,8,lamp optics stage-8 salt reed tool,31,salt reed,year 715 lamp optics failure changed training,supports lantern lenses,0.325365,True
732,730,cinder_garden,shade rigs,8,shade rigs stage-8 shade wood tool,31,shade wood,year 715 shade rigs failure changed training,supports seed meal,0.325906,True
733,730,lichen_bridge,bridge ledgers,8,bridge ledgers stage-8 signal stone tool,31,signal stone,year 715 bridge ledgers failure changed training,supports rope kits,0.326447,True
734,730,orchid_engine,valve tools,8,valve tools stage-8 orchid oil tool,31,orchid oil,year 715 valve tools failure changed training,supports valve keys,0.326988,True
735,735,moss_ward,path lanterns,8,path lanterns stage-8 root starch tool,31,root starch,year 720 path lanterns failure changed training,supports dry cloaks,0.325365,True
736,735,glass_harbor,lamp optics,8,lamp optics stage-8 salt reed tool,31,salt reed,year 720 lamp optics failure changed training,supports lantern lenses,0.325906,True
737,735,cinder_garden,shade rigs,8,shade rigs stage-8 shade wood tool,31,shade wood,year 720 shade rigs failure changed training,supports seed meal,0.326447,True
738,735,lichen_bridge,bridge ledgers,8,bridge ledgers stage-8 signal stone tool,31,signal stone,year 720 bridge ledgers failure changed training,supports rope kits,0.326988,True
739,735,orchid_engine,valve tools,8,valve tools stage-8 orchid oil tool,31,orchid oil,year 720 valve tools failure changed training,supports valve keys,0.327529,True
740,740,moss_ward,path lanterns,8,path lanterns stage-8 root starch tool,31,root starch,year 725 path lanterns failure changed training,supports dry cloaks,0.325906,True
741,740,glass_harbor,lamp optics,8,lamp optics stage-8 salt reed tool,31,salt reed,year 725 lamp optics failure changed training,supports lantern lenses,0.326447,True
742,740,cinder_garden,shade rigs,8,shade rigs stage-8 shade wood tool,31,shade wood,year 725 shade rigs failure changed training,supports seed meal,0.326988,True
743,740,lichen_bridge,bridge ledgers,8,bridge ledgers stage-8 signal stone tool,31,signal stone,year 725 bridge ledgers failure changed training,supports rope kits,0.327529,True
744,740,orchid_engine,valve tools,8,valve tools stage-8 orchid oil tool,31,orchid oil,year 725 valve tools failure changed training,supports valve keys,0.328071,True
745,745,moss_ward,path lanterns,8,path lanterns stage-8 root starch tool,31,root starch,year 730 path lanterns failure changed training,supports dry cloaks,0.326447,True
746,745,glass_harbor,lamp optics,8,lamp optics stage-8 salt reed tool,31,salt reed,year 730 lamp optics failure changed training,supports lantern lenses,0.326988,True
747,745,cinder_garden,shade rigs,8,shade rigs stage-8 shade wood tool,31,shade wood,year 730 shade rigs failure changed training,supports seed meal,0.327529,True
748,745,lichen_bridge,bridge ledgers,8,bridge ledgers stage-8 signal stone tool,31,signal stone,year 730 bridge ledgers failure changed training,supports rope kits,0.328071,True
749,745,orchid_engine,valve tools,8,valve tools stage-8 orchid oil tool,31,orchid oil,year 730 valve tools failure changed training,supports valve keys,0.328612,True
750,750,moss_ward,cloak weaving,9,cloak weaving stage-9 moss fiber tool,32,moss fiber,year 735 cloak weaving failure changed training,supports root cakes,0.338988,True
751,750,glass_harbor,net knots,9,net knots stage-9 lamp oil tool,32,lamp oil,year 735 net knots failure changed training,supports kelp cord,0.339529,True
752,750,cinder_garden,ash ceramics,9,ash ceramics stage-9 cool stone tool,32,cool stone,year 735 ash ceramics failure changed training,supports shade poles,0.340071,True
753,750,lichen_bridge,rope trusses,9,rope trusses stage-9 lichen paste tool,32,lichen paste,year 735 rope trusses failure changed training,supports signal bells,0.340612,True
754,750,orchid_engine,orchid lamps,9,orchid lamps stage-9 valve ore tool,32,valve ore,year 735 orchid lamps failure changed training,supports orchid lamps,0.341153,True
755,755,moss_ward,cloak weaving,9,cloak weaving stage-9 moss fiber tool,32,moss fiber,year 740 cloak weaving failure changed training,supports root cakes,0.339529,True
756,755,glass_harbor,net knots,9,net knots stage-9 lamp oil tool,32,lamp oil,year 740 net knots failure changed training,supports kelp cord,0.340071,True
757,755,cinder_garden,ash ceramics,9,ash ceramics stage-9 cool stone tool,32,cool stone,year 740 ash ceramics failure changed training,supports shade poles,0.340612,True
758,755,lichen_bridge,rope trusses,9,rope trusses stage-9 lichen paste tool,32,lichen paste,year 740 rope trusses failure changed training,supports signal bells,0.341153,True
759,755,orchid_engine,orchid lamps,9,orchid lamps stage-9 valve ore tool,32,valve ore,year 740 orchid lamps failure changed training,supports orchid lamps,0.341694,True
760,760,moss_ward,cloak weaving,9,cloak weaving stage-9 moss fiber tool,32,moss fiber,year 745 cloak weaving failure changed training,supports root cakes,0.340071,True
761,760,glass_harbor,net knots,9,net knots stage-9 lamp oil tool,32,lamp oil,year 745 net knots failure changed training,supports kelp cord,0.340612,True
762,760,cinder_garden,ash ceramics,9,ash ceramics stage-9 cool stone tool,32,cool stone,year 745 ash ceramics failure changed training,supports shade poles,0.341153,True
763,760,lichen_bridge,rope trusses,9,rope trusses stage-9 lichen paste tool,32,lichen paste,year 745 rope trusses failure changed training,supports signal bells,0.341694,True
764,760,orchid_engine,orchid lamps,9,orchid lamps stage-9 valve ore tool,32,valve ore,year 745 orchid lamps failure changed training,supports orchid lamps,0.342235,True
765,765,moss_ward,cloak weaving,9,cloak weaving stage-9 moss fiber tool,32,moss fiber,year 750 cloak weaving failure changed training,supports root cakes,0.340612,True
766,765,glass_harbor,net knots,9,net knots stage-9 lamp oil tool,32,lamp oil,year 750 net knots failure changed training,supports kelp cord,0.341153,True
767,765,cinder_garden,ash ceramics,9,ash ceramics stage-9 cool stone tool,32,cool stone,year 750 ash ceramics failure changed training,supports shade poles,0.341694,True
768,765,lichen_bridge,rope trusses,9,rope trusses stage-9 lichen paste tool,32,lichen paste,year 750 rope trusses failure changed training,supports signal bells,0.342235,True
769,765,orchid_engine,orchid lamps,9,orchid lamps stage-9 valve ore tool,32,valve ore,year 750 orchid lamps failure changed training,supports orchid lamps,0.342776,True
770,770,moss_ward,cloak weaving,9,cloak weaving stage-9 moss fiber tool,32,moss fiber,year 755 cloak weaving failure changed training,supports root cakes,0.341153,True
771,770,glass_harbor,net knots,9,net knots stage-9 lamp oil tool,32,lamp oil,year 755 net knots failure changed training,supports kelp cord,0.341694,True
772,770,cinder_garden,ash ceramics,9,ash ceramics stage-9 cool stone tool,32,cool stone,year 755 ash ceramics failure changed training,supports shade poles,0.342235,True
773,770,lichen_bridge,rope trusses,9,rope trusses stage-9 lichen paste tool,32,lichen paste,year 755 rope trusses failure changed training,supports signal bells,0.342776,True
774,770,orchid_engine,orchid lamps,9,orchid lamps stage-9 valve ore tool,32,valve ore,year 755 orchid lamps failure changed training,supports orchid lamps,0.343318,True
775,775,moss_ward,rain jar firing,9,rain jar firing stage-9 rain clay tool,33,rain clay,year 760 rain jar firing failure changed training,supports jar seals,0.341694,True
776,775,glass_harbor,salt cisterns,9,salt cisterns stage-9 kelp fiber tool,33,kelp fiber,year 760 salt cisterns failure changed training,supports salt tea,0.342235,True
777,775,cinder_garden,seed calendars,9,seed calendars stage-9 ember fruit tool,33,ember fruit,year 760 seed calendars failure changed training,supports cool bowls,0.342776,True
778,775,lichen_bridge,signal bells,9,signal bells stage-9 rope reed tool,33,rope reed,year 760 signal bells failure changed training,supports lichen soup,0.343318,True
