tick_id,day,settlement_id,resident_id,object_id,default_state,forgiveness_state,forgiveness_ceiling,trust_before,trust_after,resentment_before,resentment_after,gaze_keyframes,posture_keyframes,gesture_keyframes,visible_limit,no_forced_forgiveness,partial_repair_only
1776,99,signal,Oda,wind wrap,defaulted,observed,0.3062,0.12,0.12,0.754,0.754,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1780,99,roofward,Bex,shade cloth,defaulted,observed,0.3056,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1784,100,riverbend,Cee,binding cord,defaulted,repairing,0.33128,0.12,0.13,0.526,0.514,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1788,100,orchard,Pim,dry cord,current,observed,0.3177,0.125,0.125,0.648,0.648,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1789,100,repair_ring,Wren,cool cloth,defaulted,repairing,0.30998,0.127,0.137,0.73,0.718,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1792,100,archive,Vell,memory tag,defaulted,repairing,0.326,0.12,0.13,0.568,0.556,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1796,100,riverbend,Cee,binding cord,defaulted,observed,0.33108,0.12,0.12,0.516,0.516,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1800,101,repair_ring,Pax,copper wire,defaulted,observed,0.30758,0.131,0.131,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1801,101,riverbend,Cee,binding cord,defaulted,repairing,0.332,0.12,0.13,0.526,0.514,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1804,101,signal,Ren,oil lantern,current,observed,0.30704,0.128,0.128,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1806,101,repair_ring,Wren,cool cloth,defaulted,repairing,0.3118,0.12,0.13,0.728,0.716,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1808,101,roofward,Sera,herb ledger,defaulted,observed,0.3056,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1809,101,archive,Vell,memory tag,defaulted,repairing,0.328,0.12,0.13,0.566,0.554,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1812,101,repair_ring,Pax,copper wire,defaulted,observed,0.3056,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1816,101,signal,Ren,oil lantern,current,observed,0.30704,0.128,0.128,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1817,101,orchard,Pim,dry cord,current,repairing,0.3178,0.12,0.13,0.668,0.656,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1818,102,riverbend,Cee,binding cord,defaulted,repairing,0.33084,0.12,0.13,0.534,0.522,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1820,102,archive,Nia,signal spool,current,observed,0.3368,0.13,0.13,0.448,0.448,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1823,102,repair_ring,Wren,cool cloth,defaulted,repairing,0.31308,0.12,0.13,0.726,0.714,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1824,102,riverbend,Ari,cedar plank,defaulted,observed,0.3354,0.12,0.12,0.462,0.462,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1826,102,archive,Vell,memory tag,current,repairing,0.32968,0.12,0.13,0.56,0.548,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1828,102,orchard,Ivo,seed satchel,defaulted,observed,0.3532,0.12,0.12,0.284,0.284,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1832,102,archive,Nia,signal spool,current,observed,0.3366,0.121,0.121,0.45,0.45,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1834,102,orchard,Pim,dry cord,defaulted,repairing,0.31888,0.12,0.13,0.668,0.656,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1836,103,roofward,Bex,shade cloth,defaulted,observed,0.3056,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1840,103,repair_ring,Wren,cool cloth,defaulted,repairing,0.31228,0.12,0.13,0.734,0.722,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1843,103,archive,Vell,memory tag,current,repairing,0.33114,0.12,0.13,0.54,0.528,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1844,103,signal,Oda,wind wrap,defaulted,observed,0.30596,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1848,103,roofward,Bex,shade cloth,current,observed,0.3056,0.128,0.128,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1851,103,orchard,Pim,dry cord,defaulted,repairing,0.31538,0.12,0.13,0.676,0.664,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1852,103,repair_ring,Wren,cool cloth,defaulted,observed,0.3084,0.12,0.12,0.732,0.732,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1856,104,orchard,Pim,dry cord,defaulted,observed,0.31518,0.12,0.12,0.666,0.666,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1857,104,repair_ring,Wren,cool cloth,defaulted,repairing,0.3086,0.12,0.13,0.742,0.73,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1860,104,archive,Vell,memory tag,current,repairing,0.33314,0.121,0.131,0.52,0.508,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1864,104,riverbend,Cee,binding cord,defaulted,observed,0.328,0.12,0.12,0.536,0.536,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1868,104,orchard,Pim,dry cord,defaulted,repairing,0.31618,0.12,0.13,0.668,0.656,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1871,104,roofward,Sera,herb ledger,current,repairing,0.3077,0.12,0.13,0.76,0.748,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1872,105,signal,Ren,oil lantern,defaulted,observed,0.3056,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1874,105,repair_ring,Wren,cool cloth,defaulted,repairing,0.3096,0.12,0.13,0.75,0.738,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1876,105,roofward,Sera,herb ledger,current,observed,0.3077,0.125,0.125,0.748,0.748,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1877,105,archive,Vell,memory tag,current,repairing,0.33406,0.127,0.137,0.518,0.506,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1880,105,repair_ring,Pax,copper wire,defaulted,observed,0.3056,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1884,105,signal,Ren,oil lantern,defaulted,observed,0.3056,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1885,105,orchard,Pim,dry cord,defaulted,repairing,0.317,0.12,0.13,0.676,0.664,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1888,105,roofward,Sera,herb ledger,current,repairing,0.3107,0.125,0.135,0.748,0.736,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1891,106,repair_ring,Wren,cool cloth,defaulted,repairing,0.30844,0.12,0.13,0.758,0.746,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1892,106,riverbend,Ari,cedar plank,current,observed,0.33524,0.122,0.122,0.478,0.478,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1894,106,archive,Vell,memory tag,defaulted,repairing,0.3347,0.127,0.137,0.526,0.514,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1896,106,orchard,Ivo,seed satchel,defaulted,observed,0.3474,0.12,0.12,0.342,0.342,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1900,106,archive,Nia,signal spool,defaulted,observed,0.3388,0.131,0.131,0.446,0.446,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1902,106,orchard,Pim,dry cord,defaulted,repairing,0.31808,0.12,0.13,0.676,0.664,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1904,106,riverbend,Ari,cedar plank,current,observed,0.33504,0.12,0.12,0.48,0.48,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1905,106,roofward,Sera,herb ledger,current,repairing,0.31298,0.12,0.13,0.736,0.724,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1908,107,repair_ring,Wren,cool cloth,defaulted,repairing,0.30824,0.12,0.13,0.76,0.748,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1911,107,archive,Vell,memory tag,defaulted,repairing,0.3347,0.12,0.13,0.526,0.514,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1912,107,signal,Oda,wind wrap,defaulted,observed,0.30704,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1916,107,roofward,Bex,shade cloth,defaulted,observed,0.3056,0.123,0.123,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1919,107,orchard,Pim,dry cord,defaulted,repairing,0.3154,0.12,0.13,0.674,0.662,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1920,107,repair_ring,Wren,cool cloth,defaulted,observed,0.30724,0.12,0.12,0.758,0.758,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1922,107,roofward,Sera,herb ledger,current,repairing,0.3084,0.12,0.13,0.744,0.732,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1924,107,signal,Oda,wind wrap,defaulted,observed,0.3056,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1928,108,archive,Vell,memory tag,defaulted,repairing,0.33254,0.12,0.13,0.526,0.514,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1932,108,riverbend,Cee,binding cord,defaulted,observed,0.3236,0.12,0.12,0.58,0.58,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1936,108,orchard,Pim,dry cord,current,repairing,0.3174,0.12,0.13,0.654,0.642,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1939,108,roofward,Sera,herb ledger,defaulted,repairing,0.3076,0.12,0.13,0.752,0.74,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1940,108,archive,Vell,memory tag,defaulted,observed,0.33234,0.12,0.12,0.516,0.516,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1944,109,roofward,Sera,herb ledger,defaulted,observed,0.3066,0.12,0.12,0.75,0.75,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1945,109,archive,Vell,memory tag,defaulted,repairing,0.332,0.12,0.13,0.526,0.514,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1948,109,repair_ring,Pax,copper wire,defaulted,observed,0.30596,0.122,0.122,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1952,109,signal,Ren,oil lantern,defaulted,observed,0.3056,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1953,109,orchard,Pim,dry cord,current,repairing,0.3204,0.12,0.13,0.642,0.63,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1956,109,roofward,Sera,herb ledger,defaulted,repairing,0.3086,0.12,0.13,0.76,0.748,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1960,109,repair_ring,Pax,copper wire,defaulted,observed,0.3056,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1962,110,archive,Vell,memory tag,defaulted,repairing,0.33084,0.12,0.13,0.534,0.522,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1964,110,orchard,Ivo,seed satchel,current,observed,0.35014,0.13,0.13,0.338,0.338,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1968,110,archive,Nia,signal spool,defaulted,observed,0.3354,0.12,0.12,0.462,0.462,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1970,110,orchard,Pim,dry cord,current,repairing,0.32248,0.127,0.137,0.632,0.62,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1972,110,riverbend,Ari,cedar plank,defaulted,observed,0.33,0.12,0.12,0.516,0.516,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1973,110,roofward,Sera,herb ledger,defaulted,repairing,0.30988,0.12,0.13,0.758,0.746,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1976,110,orchard,Ivo,seed satchel,current,observed,0.34994,0.121,0.121,0.34,0.34,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1980,111,signal,Oda,wind wrap,current,observed,0.3065,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1984,111,roofward,Bex,shade cloth,defaulted,observed,0.3056,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1987,111,orchard,Pim,dry cord,defaulted,repairing,0.32186,0.127,0.137,0.622,0.61,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1988,111,repair_ring,Wren,cool cloth,defaulted,observed,0.3056,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1990,111,roofward,Sera,herb ledger,defaulted,repairing,0.3072,0.12,0.13,0.756,0.744,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1992,111,signal,Oda,wind wrap,current,observed,0.3065,0.128,0.128,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1996,111,roofward,Bex,shade cloth,defaulted,observed,0.30848,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2000,112,riverbend,Cee,binding cord,defaulted,observed,0.3182,0.12,0.12,0.634,0.634,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2004,112,orchard,Pim,dry cord,defaulted,repairing,0.32178,0.12,0.13,0.612,0.6,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2007,112,roofward,Sera,herb ledger,defaulted,repairing,0.3074,0.12,0.13,0.754,0.742,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2008,112,archive,Vell,memory tag,defaulted,observed,0.328,0.12,0.12,0.536,0.536,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2012,112,riverbend,Cee,binding cord,defaulted,observed,0.318,0.12,0.12,0.636,0.636,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2015,112,signal,Ren,oil lantern,current,repairing,0.3077,0.12,0.13,0.76,0.748,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2016,113,repair_ring,Pax,copper wire,defaulted,observed,0.3056,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2020,113,signal,Ren,oil lantern,defaulted,observed,0.3058,0.12,0.12,0.758,0.758,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2021,113,orchard,Pim,dry cord,defaulted,repairing,0.3236,0.12,0.13,0.61,0.598,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2024,113,roofward,Sera,herb ledger,current,repairing,0.3104,0.12,0.13,0.742,0.73,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2028,113,repair_ring,Pax,copper wire,defaulted,observed,0.3056,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2032,113,signal,Ren,oil lantern,defaulted,repairing,0.3086,0.12,0.13,0.76,0.748,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2036,114,archive,Nia,signal spool,current,observed,0.33344,0.122,0.122,0.496,0.496,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2038,114,orchard,Pim,dry cord,defaulted,repairing,0.32244,0.12,0.13,0.618,0.606,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2040,114,riverbend,Ari,cedar plank,defaulted,observed,0.3284,0.12,0.12,0.532,0.532,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2041,114,roofward,Sera,herb ledger,current,repairing,0.31268,0.12,0.13,0.73,0.718,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2044,114,orchard,Ivo,seed satchel,defaulted,observed,0.3449,0.12,0.12,0.376,0.376,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2048,114,archive,Nia,signal spool,current,observed,0.33324,0.12,0.12,0.498,0.498,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2049,114,signal,Ren,oil lantern,defaulted,repairing,0.30968,0.12,0.13,0.76,0.748,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2052,115,roofward,Bex,shade cloth,current,observed,0.30578,0.136,0.136,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2055,115,orchard,Pim,dry cord,defaulted,repairing,0.32104,0.12,0.13,0.632,0.62,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2056,115,repair_ring,Wren,cool cloth,defaulted,observed,0.30704,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2058,115,roofward,Sera,herb ledger,current,repairing,0.31334,0.121,0.131,0.718,0.706,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2060,115,signal,Oda,wind wrap,defaulted,observed,0.3056,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2064,115,roofward,Bex,shade cloth,current,observed,0.30866,0.133,0.133,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2066,115,signal,Ren,oil lantern,defaulted,repairing,0.3068,0.12,0.13,0.76,0.748,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2068,115,repair_ring,Wren,cool cloth,current,observed,0.3056,0.128,0.128,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2069,115,riverbend,Ari,cedar plank,current,repairing,0.3304,0.12,0.13,0.524,0.512,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2072,116,orchard,Pim,dry cord,defaulted,repairing,0.3182,0.12,0.13,0.646,0.634,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2075,116,roofward,Sera,herb ledger,current,repairing,0.31354,0.127,0.137,0.716,0.704,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2076,116,archive,Vell,memory tag,defaulted,observed,0.3264,0.12,0.12,0.552,0.552,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2080,116,riverbend,Cee,binding cord,defaulted,observed,0.31748,0.12,0.12,0.67,0.67,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2083,116,signal,Ren,oil lantern,defaulted,repairing,0.3068,0.12,0.13,0.76,0.748,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2084,116,orchard,Pim,dry cord,defaulted,observed,0.318,0.12,0.12,0.636,0.636,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2086,116,riverbend,Ari,cedar plank,current,repairing,0.3318,0.125,0.135,0.51,0.498,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2088,117,signal,Ren,oil lantern,defaulted,observed,0.3058,0.12,0.12,0.758,0.758,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2089,117,orchard,Pim,dry cord,defaulted,repairing,0.32,0.12,0.13,0.646,0.634,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2092,117,roofward,Sera,herb ledger,defaulted,repairing,0.31346,0.127,0.137,0.724,0.712,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2096,117,repair_ring,Pax,copper wire,current,observed,0.3056,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2100,117,signal,Ren,oil lantern,defaulted,repairing,0.3086,0.12,0.13,0.76,0.748,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2103,117,riverbend,Ari,cedar plank,current,repairing,0.3348,0.12,0.13,0.498,0.486,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2104,117,roofward,Sera,herb ledger,defaulted,observed,0.31246,0.137,0.137,0.722,0.722,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2106,118,orchard,Pim,dry cord,defaulted,repairing,0.31884,0.12,0.13,0.654,0.642,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2108,118,riverbend,Ari,cedar plank,current,observed,0.33488,0.12,0.12,0.496,0.496,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2109,118,roofward,Sera,herb ledger,defaulted,repairing,0.3141,0.12,0.13,0.732,0.72,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2112,118,orchard,Ivo,seed satchel,current,observed,0.3434,0.128,0.128,0.382,0.382,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2116,118,archive,Nia,signal spool,defaulted,observed,0.3282,0.12,0.12,0.534,0.534,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2117,118,signal,Ren,oil lantern,defaulted,repairing,0.30988,0.12,0.13,0.758,0.746,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2120,118,riverbend,Ari,cedar plank,current,repairing,0.33448,0.12,0.13,0.512,0.5,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2124,119,repair_ring,Wren,cool cloth,defaulted,observed,0.3056,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2126,119,roofward,Sera,herb ledger,defaulted,repairing,0.3133,0.12,0.13,0.74,0.728,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2128,119,signal,Oda,wind wrap,current,observed,0.3056,0.136,0.136,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2132,119,roofward,Bex,shade cloth,defaulted,observed,0.30848,0.127,0.127,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2134,119,signal,Ren,oil lantern,current,repairing,0.31054,0.12,0.13,0.746,0.734,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2136,119,repair_ring,Wren,cool cloth,defaulted,observed,0.3056,0.12,0.12,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2137,119,riverbend,Ari,cedar plank,defaulted,repairing,0.3308,0.12,0.13,0.52,0.508,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2140,119,signal,Oda,wind wrap,current,observed,0.30848,0.133,0.133,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2143,120,roofward,Sera,herb ledger,defaulted,repairing,0.30926,0.12,0.13,0.748,0.736,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2144,120,archive,Vell,memory tag,defaulted,observed,0.321,0.12,0.12,0.606,0.606,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2148,120,riverbend,Cee,binding cord,defaulted,observed,0.31588,0.12,0.12,0.686,0.686,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2151,120,signal,Ren,oil lantern,current,repairing,0.31174,0.12,0.13,0.734,0.722,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2152,120,orchard,Pim,dry cord,defaulted,observed,0.316,0.12,0.12,0.656,0.656,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2154,120,riverbend,Ari,cedar plank,defaulted,repairing,0.3302,0.12,0.13,0.526,0.514,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2156,120,archive,Vell,memory tag,current,observed,0.3204,0.128,0.128,0.612,0.612,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2159,120,repair_ring,Pax,copper wire,defaulted,repairing,0.3068,0.12,0.13,0.76,0.748,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2160,121,roofward,Sera,herb ledger,defaulted,repairing,0.309,0.12,0.13,0.756,0.744,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2164,121,repair_ring,Pax,copper wire,defaulted,observed,0.3058,0.12,0.12,0.758,0.758,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2168,121,signal,Ren,oil lantern,current,repairing,0.31266,0.127,0.137,0.732,0.72,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2171,121,riverbend,Ari,cedar plank,defaulted,repairing,0.3322,0.12,0.13,0.524,0.512,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2172,121,roofward,Sera,herb ledger,defaulted,observed,0.3062,0.12,0.12,0.754,0.754,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2176,121,repair_ring,Pax,copper wire,defaulted,repairing,0.3086,0.12,0.13,0.76,0.748,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2180,122,orchard,Ivo,seed satchel,defaulted,observed,0.3388,0.12,0.12,0.428,0.428,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2184,122,archive,Nia,signal spool,current,observed,0.3286,0.125,0.125,0.53,0.53,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2185,122,signal,Ren,oil lantern,defaulted,repairing,0.31394,0.127,0.137,0.73,0.718,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2188,122,riverbend,Ari,cedar plank,defaulted,repairing,0.33428,0.12,0.13,0.514,0.502,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2192,122,orchard,Ivo,seed satchel,defaulted,observed,0.3386,0.12,0.12,0.43,0.43,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2193,122,repair_ring,Pax,copper wire,defaulted,repairing,0.30968,0.12,0.13,0.76,0.748,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
2196,123,signal,Oda,wind wrap,defaulted,observed,0.30578,0.131,0.131,0.76,0.76,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
