tick_id,day,agent,region_id,public_memory_key,remembered_supply,remembered_season,remembered_guild,remembered_apprentice,remembered_collapse,private_workspace_sealed,replay_pointer
303,19,Fay,roofward,v28:Fay:roofward:day19,roofward->signal_ridge:wire:0.43,summer_dry,Glassgarden Guild:0.00,Lio:0.42,stable,True,replay:303:roofward
304,20,Nia,archive_quarter,v28:Nia:archive_quarter:day20,archive_quarter->signal_ridge:wire:0.38,summer_dry,Index Guild:0.00,Sera:0.44,stable,True,replay:304:archive_quarter
305,20,Milo,signal_ridge,v28:Milo:signal_ridge:day20,signal_ridge->orchard_fen:oil:0.28,summer_dry,Signal Guild:0.00,Ren:0.48,stable,True,replay:305:signal_ridge
306,20,Ivo,orchard_fen,v28:Ivo:orchard_fen:day20,orchard_fen->riverbend:seeds:0.38,summer_dry,Seed Guild:0.01,Mara:0.53,stable,True,replay:306:orchard_fen
307,20,Ari,riverbend,v28:Ari:riverbend:day20,riverbend->roofward:water:0.43,summer_dry,Bridgewright Guild:0.03,Toma:0.39,shored,True,replay:307:riverbend
308,20,Fay,roofward,v28:Fay:roofward:day20,roofward->archive_quarter:herbs:0.33,summer_dry,Glassgarden Guild:0.00,Lio:0.42,stable,True,replay:308:roofward
309,20,Nia,archive_quarter,v28:Nia:archive_quarter:day20,archive_quarter->signal_ridge:paper:0.43,summer_dry,Index Guild:0.00,Sera:0.44,stable,True,replay:309:archive_quarter
310,20,Milo,signal_ridge,v28:Milo:signal_ridge:day20,signal_ridge->orchard_fen:planks:0.33,summer_dry,Signal Guild:0.00,Ren:0.49,stable,True,replay:310:signal_ridge
311,20,Ivo,orchard_fen,v28:Ivo:orchard_fen:day20,orchard_fen->riverbend:seeds:0.43,summer_dry,Seed Guild:0.00,Mara:0.53,stable,True,replay:311:orchard_fen
312,20,Ari,riverbend,v28:Ari:riverbend:day20,riverbend->roofward:planks:0.28,summer_dry,Bridgewright Guild:0.06,Toma:0.39,shored,True,replay:312:riverbend
313,20,Fay,roofward,v28:Fay:roofward:day20,roofward->archive_quarter:thread:0.38,summer_dry,Glassgarden Guild:0.00,Lio:0.43,stable,True,replay:313:roofward
314,20,Nia,archive_quarter,v28:Nia:archive_quarter:day20,archive_quarter->signal_ridge:paper:0.28,summer_dry,Index Guild:0.00,Sera:0.44,stable,True,replay:314:archive_quarter
315,20,Milo,signal_ridge,v28:Milo:signal_ridge:day20,signal_ridge->orchard_fen:oil:0.38,summer_dry,Signal Guild:0.00,Ren:0.49,stable,True,replay:315:signal_ridge
316,20,Ivo,orchard_fen,v28:Ivo:orchard_fen:day20,orchard_fen->riverbend:oil:0.28,summer_dry,Seed Guild:0.00,Mara:0.53,stable,True,replay:316:orchard_fen
317,20,Ari,riverbend,v28:Ari:riverbend:day20,riverbend->roofward:planks:0.33,summer_dry,Bridgewright Guild:0.09,Toma:0.40,shored,True,replay:317:riverbend
318,20,Fay,roofward,v28:Fay:roofward:day20,roofward->archive_quarter:herbs:0.43,summer_dry,Glassgarden Guild:0.00,Lio:0.43,stable,True,replay:318:roofward
319,20,Nia,archive_quarter,v28:Nia:archive_quarter:day20,archive_quarter->signal_ridge:wire:0.33,summer_dry,Index Guild:0.00,Sera:0.44,stable,True,replay:319:archive_quarter
320,21,Milo,signal_ridge,v28:Milo:signal_ridge:day21,signal_ridge->riverbend:oil:0.28,summer_dry,Signal Guild:0.00,Ren:0.49,stable,True,replay:320:signal_ridge
321,21,Ivo,orchard_fen,v28:Ivo:orchard_fen:day21,orchard_fen->roofward:seeds:0.38,summer_dry,Seed Guild:0.00,Mara:0.54,stable,True,replay:321:orchard_fen
322,21,Ari,riverbend,v28:Ari:riverbend:day21,riverbend->archive_quarter:planks:0.43,summer_dry,Bridgewright Guild:0.03,Toma:0.40,shored,True,replay:322:riverbend
323,21,Fay,roofward,v28:Fay:roofward:day21,roofward->signal_ridge:wire:0.33,summer_dry,Glassgarden Guild:0.00,Lio:0.43,stable,True,replay:323:roofward
324,21,Nia,archive_quarter,v28:Nia:archive_quarter:day21,archive_quarter->orchard_fen:paper:0.43,summer_dry,Index Guild:0.00,Sera:0.44,stable,True,replay:324:archive_quarter
325,21,Milo,signal_ridge,v28:Milo:signal_ridge:day21,signal_ridge->riverbend:oil:0.33,summer_dry,Signal Guild:0.00,Ren:0.49,stable,True,replay:325:signal_ridge
326,21,Ivo,orchard_fen,v28:Ivo:orchard_fen:day21,orchard_fen->roofward:water:0.00,summer_dry,Seed Guild:0.05,Mara:0.54,stable,True,replay:326:orchard_fen
327,21,Ari,riverbend,v28:Ari:riverbend:day21,riverbend->archive_quarter:planks:0.28,summer_dry,Bridgewright Guild:0.00,Toma:0.40,shored,True,replay:327:riverbend
328,21,Fay,roofward,v28:Fay:roofward:day21,roofward->signal_ridge:herbs:0.38,summer_dry,Glassgarden Guild:0.00,Lio:0.44,stable,True,replay:328:roofward
329,21,Nia,archive_quarter,v28:Nia:archive_quarter:day21,archive_quarter->orchard_fen:planks:0.28,summer_dry,Index Guild:0.00,Sera:0.45,stable,True,replay:329:archive_quarter
330,21,Milo,signal_ridge,v28:Milo:signal_ridge:day21,signal_ridge->riverbend:oil:0.38,summer_dry,Signal Guild:0.00,Ren:0.49,stable,True,replay:330:signal_ridge
331,21,Ivo,orchard_fen,v28:Ivo:orchard_fen:day21,orchard_fen->roofward:seeds:0.28,summer_dry,Seed Guild:0.05,Mara:0.54,stable,True,replay:331:orchard_fen
332,21,Ari,riverbend,v28:Ari:riverbend:day21,riverbend->archive_quarter:thread:0.33,summer_dry,Bridgewright Guild:0.00,Toma:0.41,shored,True,replay:332:riverbend
333,21,Fay,roofward,v28:Fay:roofward:day21,roofward->signal_ridge:herbs:0.43,summer_dry,Glassgarden Guild:0.00,Lio:0.45,stable,True,replay:333:roofward
334,21,Nia,archive_quarter,v28:Nia:archive_quarter:day21,archive_quarter->orchard_fen:paper:0.33,summer_dry,Index Guild:0.00,Sera:0.45,stable,True,replay:334:archive_quarter
335,21,Milo,signal_ridge,v28:Milo:signal_ridge:day21,signal_ridge->riverbend:oil:0.43,summer_dry,Signal Guild:0.00,Ren:0.50,stable,True,replay:335:signal_ridge
336,22,Ivo,orchard_fen,v28:Ivo:orchard_fen:day22,orchard_fen->riverbend:oil:0.38,summer_dry,Seed Guild:0.05,Mara:0.54,stable,True,replay:336:orchard_fen
337,22,Ari,riverbend,v28:Ari:riverbend:day22,riverbend->roofward:planks:0.43,summer_dry,Bridgewright Guild:0.03,Toma:0.41,shored,True,replay:337:riverbend
338,22,Fay,roofward,v28:Fay:roofward:day22,roofward->archive_quarter:herbs:0.33,summer_dry,Glassgarden Guild:0.00,Lio:0.45,stable,True,replay:338:roofward
339,22,Nia,archive_quarter,v28:Nia:archive_quarter:day22,archive_quarter->signal_ridge:wire:0.43,summer_dry,Index Guild:0.00,Sera:0.45,stable,True,replay:339:archive_quarter
340,22,Milo,signal_ridge,v28:Milo:signal_ridge:day22,signal_ridge->orchard_fen:oil:0.33,summer_dry,Signal Guild:0.00,Ren:0.50,stable,True,replay:340:signal_ridge
341,22,Ivo,orchard_fen,v28:Ivo:orchard_fen:day22,orchard_fen->riverbend:seeds:0.43,summer_dry,Seed Guild:0.05,Mara:0.54,stable,True,replay:341:orchard_fen
342,22,Ari,riverbend,v28:Ari:riverbend:day22,riverbend->roofward:water:0.28,summer_dry,Bridgewright Guild:0.06,Toma:0.41,shored,True,replay:342:riverbend
343,22,Fay,roofward,v28:Fay:roofward:day22,roofward->archive_quarter:herbs:0.38,summer_dry,Glassgarden Guild:0.00,Lio:0.45,stable,True,replay:343:roofward
344,22,Nia,archive_quarter,v28:Nia:archive_quarter:day22,archive_quarter->signal_ridge:paper:0.28,summer_dry,Index Guild:0.00,Sera:0.46,stable,True,replay:344:archive_quarter
345,22,Milo,signal_ridge,v28:Milo:signal_ridge:day22,signal_ridge->orchard_fen:planks:0.38,summer_dry,Signal Guild:0.00,Ren:0.50,stable,True,replay:345:signal_ridge
346,22,Ivo,orchard_fen,v28:Ivo:orchard_fen:day22,orchard_fen->riverbend:seeds:0.28,summer_dry,Seed Guild:0.05,Mara:0.55,stable,True,replay:346:orchard_fen
347,22,Ari,riverbend,v28:Ari:riverbend:day22,riverbend->roofward:planks:0.33,summer_dry,Bridgewright Guild:0.09,Toma:0.41,shored,True,replay:347:riverbend
348,22,Fay,roofward,v28:Fay:roofward:day22,roofward->archive_quarter:thread:0.43,summer_dry,Glassgarden Guild:0.00,Lio:0.45,stable,True,replay:348:roofward
349,22,Nia,archive_quarter,v28:Nia:archive_quarter:day22,archive_quarter->signal_ridge:paper:0.33,summer_dry,Index Guild:0.00,Sera:0.47,stable,True,replay:349:archive_quarter
350,22,Milo,signal_ridge,v28:Milo:signal_ridge:day22,signal_ridge->orchard_fen:oil:0.00,summer_dry,Signal Guild:0.04,Ren:0.50,stable,True,replay:350:signal_ridge
351,22,Ivo,orchard_fen,v28:Ivo:orchard_fen:day22,orchard_fen->riverbend:oil:0.33,summer_dry,Seed Guild:0.00,Mara:0.55,stable,True,replay:351:orchard_fen
352,23,Ari,riverbend,v28:Ari:riverbend:day23,riverbend->archive_quarter:thread:0.43,summer_dry,Bridgewright Guild:0.11,Toma:0.41,shored,True,replay:352:riverbend
353,23,Fay,roofward,v28:Fay:roofward:day23,roofward->signal_ridge:herbs:0.33,summer_dry,Glassgarden Guild:0.00,Lio:0.45,stable,True,replay:353:roofward
354,23,Nia,archive_quarter,v28:Nia:archive_quarter:day23,archive_quarter->orchard_fen:paper:0.43,summer_dry,Index Guild:0.00,Sera:0.47,stable,True,replay:354:archive_quarter
355,23,Milo,signal_ridge,v28:Milo:signal_ridge:day23,signal_ridge->riverbend:oil:0.33,summer_dry,Signal Guild:0.04,Ren:0.51,stable,True,replay:355:signal_ridge
356,23,Ivo,orchard_fen,v28:Ivo:orchard_fen:day23,orchard_fen->roofward:seeds:0.43,summer_dry,Seed Guild:0.00,Mara:0.55,stable,True,replay:356:orchard_fen
357,23,Ari,riverbend,v28:Ari:riverbend:day23,riverbend->archive_quarter:planks:0.28,summer_dry,Bridgewright Guild:0.14,Toma:0.42,shored,True,replay:357:riverbend
358,23,Fay,roofward,v28:Fay:roofward:day23,roofward->signal_ridge:wire:0.38,summer_dry,Glassgarden Guild:0.00,Lio:0.46,stable,True,replay:358:roofward
359,23,Nia,archive_quarter,v28:Nia:archive_quarter:day23,archive_quarter->orchard_fen:paper:0.28,summer_dry,Index Guild:0.00,Sera:0.47,stable,True,replay:359:archive_quarter
360,23,Milo,signal_ridge,v28:Milo:signal_ridge:day23,signal_ridge->riverbend:oil:0.38,summer_dry,Signal Guild:0.04,Ren:0.51,stable,True,replay:360:signal_ridge
361,23,Ivo,orchard_fen,v28:Ivo:orchard_fen:day23,orchard_fen->roofward:water:0.28,summer_dry,Seed Guild:0.00,Mara:0.55,stable,True,replay:361:orchard_fen
362,23,Ari,riverbend,v28:Ari:riverbend:day23,riverbend->archive_quarter:planks:0.33,summer_dry,Bridgewright Guild:0.17,Toma:0.42,shored,True,replay:362:riverbend
363,23,Fay,roofward,v28:Fay:roofward:day23,roofward->signal_ridge:herbs:0.43,summer_dry,Glassgarden Guild:0.00,Lio:0.46,stable,True,replay:363:roofward
364,23,Nia,archive_quarter,v28:Nia:archive_quarter:day23,archive_quarter->orchard_fen:planks:0.33,summer_dry,Index Guild:0.00,Sera:0.47,stable,True,replay:364:archive_quarter
365,23,Milo,signal_ridge,v28:Milo:signal_ridge:day23,signal_ridge->riverbend:oil:0.43,summer_dry,Signal Guild:0.04,Ren:0.52,stable,True,replay:365:signal_ridge
366,23,Ivo,orchard_fen,v28:Ivo:orchard_fen:day23,orchard_fen->roofward:seeds:0.33,summer_dry,Seed Guild:0.00,Mara:0.55,stable,True,replay:366:orchard_fen
367,23,Ari,riverbend,v28:Ari:riverbend:day23,riverbend->archive_quarter:thread:0.38,summer_dry,Bridgewright Guild:0.12,Toma:0.42,stable,True,replay:367:riverbend
368,24,Nia,archive_quarter,v28:Nia:archive_quarter:day24,archive_quarter->signal_ridge:wire:0.38,summer_dry,Index Guild:0.00,Sera:0.47,stable,True,replay:368:archive_quarter
369,24,Milo,signal_ridge,v28:Milo:signal_ridge:day24,signal_ridge->orchard_fen:oil:0.28,summer_dry,Signal Guild:0.04,Ren:0.52,stable,True,replay:369:signal_ridge
370,24,Ivo,orchard_fen,v28:Ivo:orchard_fen:day24,orchard_fen->riverbend:seeds:0.38,summer_dry,Seed Guild:0.00,Mara:0.56,stable,True,replay:370:orchard_fen
371,24,Ari,riverbend,v28:Ari:riverbend:day24,riverbend->roofward:water:0.43,summer_dry,Bridgewright Guild:0.12,Toma:0.43,stable,True,replay:371:riverbend
372,24,Fay,roofward,v28:Fay:roofward:day24,roofward->archive_quarter:herbs:0.33,summer_dry,Glassgarden Guild:0.00,Lio:0.46,stable,True,replay:372:roofward
373,24,Nia,archive_quarter,v28:Nia:archive_quarter:day24,archive_quarter->signal_ridge:paper:0.43,summer_dry,Index Guild:0.00,Sera:0.48,stable,True,replay:373:archive_quarter
374,24,Milo,signal_ridge,v28:Milo:signal_ridge:day24,signal_ridge->orchard_fen:planks:0.33,summer_dry,Signal Guild:0.04,Ren:0.52,stable,True,replay:374:signal_ridge
375,24,Ivo,orchard_fen,v28:Ivo:orchard_fen:day24,orchard_fen->riverbend:seeds:0.43,summer_dry,Seed Guild:0.00,Mara:0.56,stable,True,replay:375:orchard_fen
376,24,Ari,riverbend,v28:Ari:riverbend:day24,riverbend->roofward:planks:0.28,summer_dry,Bridgewright Guild:0.12,Toma:0.44,stable,True,replay:376:riverbend
377,24,Fay,roofward,v28:Fay:roofward:day24,roofward->archive_quarter:thread:0.38,summer_dry,Glassgarden Guild:0.00,Lio:0.46,stable,True,replay:377:roofward
378,24,Nia,archive_quarter,v28:Nia:archive_quarter:day24,archive_quarter->signal_ridge:paper:0.28,summer_dry,Index Guild:0.00,Sera:0.48,stable,True,replay:378:archive_quarter
379,24,Milo,signal_ridge,v28:Milo:signal_ridge:day24,signal_ridge->orchard_fen:oil:0.38,summer_dry,Signal Guild:0.04,Ren:0.53,stable,True,replay:379:signal_ridge
380,24,Ivo,orchard_fen,v28:Ivo:orchard_fen:day24,orchard_fen->riverbend:oil:0.28,summer_dry,Seed Guild:0.00,Mara:0.56,stable,True,replay:380:orchard_fen
381,24,Ari,riverbend,v28:Ari:riverbend:day24,riverbend->roofward:planks:0.33,summer_dry,Bridgewright Guild:0.12,Toma:0.44,stable,True,replay:381:riverbend
382,24,Fay,roofward,v28:Fay:roofward:day24,roofward->archive_quarter:herbs:0.00,summer_dry,Glassgarden Guild:0.04,Lio:0.46,stable,True,replay:382:roofward
383,24,Nia,archive_quarter,v28:Nia:archive_quarter:day24,archive_quarter->signal_ridge:wire:0.33,summer_dry,Index Guild:0.00,Sera:0.48,stable,True,replay:383:archive_quarter
384,25,Milo,signal_ridge,v28:Milo:signal_ridge:day25,signal_ridge->riverbend:oil:0.28,summer_dry,Signal Guild:0.04,Ren:0.53,stable,True,replay:384:signal_ridge
385,25,Ivo,orchard_fen,v28:Ivo:orchard_fen:day25,orchard_fen->roofward:seeds:0.38,summer_dry,Seed Guild:0.00,Mara:0.56,stable,True,replay:385:orchard_fen
386,25,Ari,riverbend,v28:Ari:riverbend:day25,riverbend->archive_quarter:planks:0.43,summer_dry,Bridgewright Guild:0.04,Toma:0.44,stable,True,replay:386:riverbend
387,25,Fay,roofward,v28:Fay:roofward:day25,roofward->signal_ridge:wire:0.33,summer_dry,Glassgarden Guild:0.04,Lio:0.47,stable,True,replay:387:roofward
388,25,Nia,archive_quarter,v28:Nia:archive_quarter:day25,archive_quarter->orchard_fen:paper:0.43,summer_dry,Index Guild:0.00,Sera:0.48,stable,True,replay:388:archive_quarter
389,25,Milo,signal_ridge,v28:Milo:signal_ridge:day25,signal_ridge->riverbend:oil:0.33,summer_dry,Signal Guild:0.04,Ren:0.53,stable,True,replay:389:signal_ridge
390,25,Ivo,orchard_fen,v28:Ivo:orchard_fen:day25,orchard_fen->roofward:water:0.43,summer_dry,Seed Guild:0.00,Mara:0.56,stable,True,replay:390:orchard_fen
391,25,Ari,riverbend,v28:Ari:riverbend:day25,riverbend->archive_quarter:planks:0.28,summer_dry,Bridgewright Guild:0.00,Toma:0.45,stable,True,replay:391:riverbend
392,25,Fay,roofward,v28:Fay:roofward:day25,roofward->signal_ridge:herbs:0.38,summer_dry,Glassgarden Guild:0.04,Lio:0.48,stable,True,replay:392:roofward
393,25,Nia,archive_quarter,v28:Nia:archive_quarter:day25,archive_quarter->orchard_fen:planks:0.28,summer_dry,Index Guild:0.00,Sera:0.48,stable,True,replay:393:archive_quarter
394,25,Milo,signal_ridge,v28:Milo:signal_ridge:day25,signal_ridge->riverbend:oil:0.38,summer_dry,Signal Guild:0.04,Ren:0.53,stable,True,replay:394:signal_ridge
395,25,Ivo,orchard_fen,v28:Ivo:orchard_fen:day25,orchard_fen->roofward:seeds:0.28,summer_dry,Seed Guild:0.00,Mara:0.57,stable,True,replay:395:orchard_fen
396,25,Ari,riverbend,v28:Ari:riverbend:day25,riverbend->archive_quarter:thread:0.33,summer_dry,Bridgewright Guild:0.00,Toma:0.45,stable,True,replay:396:riverbend
397,25,Fay,roofward,v28:Fay:roofward:day25,roofward->signal_ridge:herbs:0.43,summer_dry,Glassgarden Guild:0.04,Lio:0.48,stable,True,replay:397:roofward
398,25,Nia,archive_quarter,v28:Nia:archive_quarter:day25,archive_quarter->orchard_fen:paper:0.33,summer_dry,Index Guild:0.00,Sera:0.49,stable,True,replay:398:archive_quarter
399,25,Milo,signal_ridge,v28:Milo:signal_ridge:day25,signal_ridge->riverbend:oil:0.43,summer_dry,Signal Guild:0.00,Ren:0.53,stable,True,replay:399:signal_ridge
400,26,Ivo,orchard_fen,v28:Ivo:orchard_fen:day26,orchard_fen->riverbend:oil:0.38,summer_dry,Seed Guild:0.00,Mara:0.57,stable,True,replay:400:orchard_fen
401,26,Ari,riverbend,v28:Ari:riverbend:day26,riverbend->roofward:planks:0.43,summer_dry,Bridgewright Guild:0.00,Toma:0.45,stable,True,replay:401:riverbend
402,26,Fay,roofward,v28:Fay:roofward:day26,roofward->archive_quarter:herbs:0.33,summer_dry,Glassgarden Guild:0.00,Lio:0.48,stable,True,replay:402:roofward
403,26,Nia,archive_quarter,v28:Nia:archive_quarter:day26,archive_quarter->signal_ridge:wire:0.43,summer_dry,Index Guild:0.00,Sera:0.49,stable,True,replay:403:archive_quarter
404,26,Milo,signal_ridge,v28:Milo:signal_ridge:day26,signal_ridge->orchard_fen:oil:0.33,summer_dry,Signal Guild:0.00,Ren:0.54,stable,True,replay:404:signal_ridge
405,26,Ivo,orchard_fen,v28:Ivo:orchard_fen:day26,orchard_fen->riverbend:seeds:0.43,summer_dry,Seed Guild:0.00,Mara:0.57,stable,True,replay:405:orchard_fen
406,26,Ari,riverbend,v28:Ari:riverbend:day26,riverbend->roofward:water:0.28,summer_dry,Bridgewright Guild:0.00,Toma:0.45,stable,True,replay:406:riverbend
407,26,Fay,roofward,v28:Fay:roofward:day26,roofward->archive_quarter:herbs:0.38,summer_dry,Glassgarden Guild:0.00,Lio:0.49,stable,True,replay:407:roofward
408,26,Nia,archive_quarter,v28:Nia:archive_quarter:day26,archive_quarter->signal_ridge:paper:0.28,summer_dry,Index Guild:0.00,Sera:0.50,stable,True,replay:408:archive_quarter
409,26,Milo,signal_ridge,v28:Milo:signal_ridge:day26,signal_ridge->orchard_fen:planks:0.38,summer_dry,Signal Guild:0.00,Ren:0.54,stable,True,replay:409:signal_ridge
410,26,Ivo,orchard_fen,v28:Ivo:orchard_fen:day26,orchard_fen->riverbend:seeds:0.28,summer_dry,Seed Guild:0.00,Mara:0.57,stable,True,replay:410:orchard_fen
411,26,Ari,riverbend,v28:Ari:riverbend:day26,riverbend->roofward:planks:0.33,summer_dry,Bridgewright Guild:0.03,Toma:0.45,stable,True,replay:411:riverbend
412,26,Fay,roofward,v28:Fay:roofward:day26,roofward->archive_quarter:thread:0.43,summer_dry,Glassgarden Guild:0.00,Lio:0.49,stable,True,replay:412:roofward
413,26,Nia,archive_quarter,v28:Nia:archive_quarter:day26,archive_quarter->signal_ridge:paper:0.33,summer_dry,Index Guild:0.00,Sera:0.50,stable,True,replay:413:archive_quarter
414,26,Milo,signal_ridge,v28:Milo:signal_ridge:day26,signal_ridge->orchard_fen:oil:0.43,summer_dry,Signal Guild:0.00,Ren:0.54,stable,True,replay:414:signal_ridge
415,26,Ivo,orchard_fen,v28:Ivo:orchard_fen:day26,orchard_fen->riverbend:oil:0.33,summer_dry,Seed Guild:0.00,Mara:0.57,stable,True,replay:415:orchard_fen
416,27,Ari,riverbend,v28:Ari:riverbend:day27,riverbend->archive_quarter:thread:0.43,summer_dry,Bridgewright Guild:0.03,Toma:0.46,stable,True,replay:416:riverbend
417,27,Fay,roofward,v28:Fay:roofward:day27,roofward->signal_ridge:herbs:0.33,summer_dry,Glassgarden Guild:0.00,Lio:0.49,stable,True,replay:417:roofward
418,27,Nia,archive_quarter,v28:Nia:archive_quarter:day27,archive_quarter->orchard_fen:paper:0.43,summer_dry,Index Guild:0.00,Sera:0.51,stable,True,replay:418:archive_quarter
419,27,Milo,signal_ridge,v28:Milo:signal_ridge:day27,signal_ridge->riverbend:oil:0.33,summer_dry,Signal Guild:0.00,Ren:0.55,stable,True,replay:419:signal_ridge
420,27,Ivo,orchard_fen,v28:Ivo:orchard_fen:day27,orchard_fen->roofward:seeds:0.43,summer_dry,Seed Guild:0.00,Mara:0.58,stable,True,replay:420:orchard_fen
421,27,Ari,riverbend,v28:Ari:riverbend:day27,riverbend->archive_quarter:planks:0.28,summer_dry,Bridgewright Guild:0.03,Toma:0.46,stable,True,replay:421:riverbend
422,27,Fay,roofward,v28:Fay:roofward:day27,roofward->signal_ridge:wire:0.38,summer_dry,Glassgarden Guild:0.00,Lio:0.49,stable,True,replay:422:roofward
423,27,Nia,archive_quarter,v28:Nia:archive_quarter:day27,archive_quarter->orchard_fen:paper:0.28,summer_dry,Index Guild:0.00,Sera:0.51,stable,True,replay:423:archive_quarter
424,27,Milo,signal_ridge,v28:Milo:signal_ridge:day27,signal_ridge->riverbend:oil:0.38,summer_dry,Signal Guild:0.00,Ren:0.55,stable,True,replay:424:signal_ridge
425,27,Ivo,orchard_fen,v28:Ivo:orchard_fen:day27,orchard_fen->roofward:water:0.28,summer_dry,Seed Guild:0.00,Mara:0.58,stable,True,replay:425:orchard_fen
426,27,Ari,riverbend,v28:Ari:riverbend:day27,riverbend->archive_quarter:planks:0.33,summer_dry,Bridgewright Guild:0.03,Toma:0.46,stable,True,replay:426:riverbend
427,27,Fay,roofward,v28:Fay:roofward:day27,roofward->signal_ridge:herbs:0.43,summer_dry,Glassgarden Guild:0.00,Lio:0.49,stable,True,replay:427:roofward
428,27,Nia,archive_quarter,v28:Nia:archive_quarter:day27,archive_quarter->orchard_fen:planks:0.33,summer_dry,Index Guild:0.00,Sera:0.51,stable,True,replay:428:archive_quarter
429,27,Milo,signal_ridge,v28:Milo:signal_ridge:day27,signal_ridge->riverbend:oil:0.43,summer_dry,Signal Guild:0.00,Ren:0.56,stable,True,replay:429:signal_ridge
430,27,Ivo,orchard_fen,v28:Ivo:orchard_fen:day27,orchard_fen->roofward:seeds:0.33,summer_dry,Seed Guild:0.00,Mara:0.58,stable,True,replay:430:orchard_fen
431,27,Ari,riverbend,v28:Ari:riverbend:day27,riverbend->archive_quarter:thread:0.38,summer_dry,Bridgewright Guild:0.00,Toma:0.46,stable,True,replay:431:riverbend
432,28,Fay,roofward,v28:Fay:roofward:day28,roofward->archive_quarter:thread:0.33,summer_dry,Glassgarden Guild:0.00,Lio:0.50,stable,True,replay:432:roofward
433,28,Nia,archive_quarter,v28:Nia:archive_quarter:day28,archive_quarter->signal_ridge:paper:0.43,summer_dry,Index Guild:0.00,Sera:0.51,stable,True,replay:433:archive_quarter
434,28,Milo,signal_ridge,v28:Milo:signal_ridge:day28,signal_ridge->orchard_fen:oil:0.33,summer_dry,Signal Guild:0.00,Ren:0.56,stable,True,replay:434:signal_ridge
435,28,Ivo,orchard_fen,v28:Ivo:orchard_fen:day28,orchard_fen->riverbend:oil:0.43,summer_dry,Seed Guild:0.00,Mara:0.59,stable,True,replay:435:orchard_fen
436,28,Ari,riverbend,v28:Ari:riverbend:day28,riverbend->roofward:planks:0.28,summer_dry,Bridgewright Guild:0.00,Toma:0.46,stable,True,replay:436:riverbend
437,28,Fay,roofward,v28:Fay:roofward:day28,roofward->archive_quarter:herbs:0.38,summer_dry,Glassgarden Guild:0.00,Lio:0.50,stable,True,replay:437:roofward
438,28,Nia,archive_quarter,v28:Nia:archive_quarter:day28,archive_quarter->signal_ridge:wire:0.28,summer_dry,Index Guild:0.00,Sera:0.51,stable,True,replay:438:archive_quarter
439,28,Milo,signal_ridge,v28:Milo:signal_ridge:day28,signal_ridge->orchard_fen:oil:0.38,summer_dry,Signal Guild:0.00,Ren:0.56,stable,True,replay:439:signal_ridge
440,28,Ivo,orchard_fen,v28:Ivo:orchard_fen:day28,orchard_fen->riverbend:seeds:0.28,summer_dry,Seed Guild:0.00,Mara:0.59,stable,True,replay:440:orchard_fen
441,28,Ari,riverbend,v28:Ari:riverbend:day28,riverbend->roofward:water:0.33,summer_dry,Bridgewright Guild:0.00,Toma:0.47,stable,True,replay:441:riverbend
442,28,Fay,roofward,v28:Fay:roofward:day28,roofward->archive_quarter:herbs:0.43,summer_dry,Glassgarden Guild:0.00,Lio:0.50,stable,True,replay:442:roofward
443,28,Nia,archive_quarter,v28:Nia:archive_quarter:day28,archive_quarter->signal_ridge:paper:0.33,summer_dry,Index Guild:0.00,Sera:0.52,stable,True,replay:443:archive_quarter
444,28,Milo,signal_ridge,v28:Milo:signal_ridge:day28,signal_ridge->orchard_fen:planks:0.43,summer_dry,Signal Guild:0.00,Ren:0.56,stable,True,replay:444:signal_ridge
445,28,Ivo,orchard_fen,v28:Ivo:orchard_fen:day28,orchard_fen->riverbend:seeds:0.33,summer_dry,Seed Guild:0.00,Mara:0.60,stable,True,replay:445:orchard_fen
446,28,Ari,riverbend,v28:Ari:riverbend:day28,riverbend->roofward:planks:0.38,summer_dry,Bridgewright Guild:0.00,Toma:0.47,stable,True,replay:446:riverbend
447,28,Fay,roofward,v28:Fay:roofward:day28,roofward->archive_quarter:thread:0.28,summer_dry,Glassgarden Guild:0.00,Lio:0.50,stable,True,replay:447:roofward
448,29,Nia,archive_quarter,v28:Nia:archive_quarter:day29,archive_quarter->orchard_fen:planks:0.43,summer_dry,Index Guild:0.00,Sera:0.52,stable,True,replay:448:archive_quarter
449,29,Milo,signal_ridge,v28:Milo:signal_ridge:day29,signal_ridge->riverbend:oil:0.33,summer_dry,Signal Guild:0.00,Ren:0.57,stable,True,replay:449:signal_ridge
450,29,Ivo,orchard_fen,v28:Ivo:orchard_fen:day29,orchard_fen->roofward:seeds:0.43,summer_dry,Seed Guild:0.00,Mara:0.60,stable,True,replay:450:orchard_fen
451,29,Ari,riverbend,v28:Ari:riverbend:day29,riverbend->archive_quarter:thread:0.28,summer_dry,Bridgewright Guild:0.00,Toma:0.47,stable,True,replay:451:riverbend
452,29,Fay,roofward,v28:Fay:roofward:day29,roofward->signal_ridge:herbs:0.38,summer_dry,Glassgarden Guild:0.03,Lio:0.50,shored,True,replay:452:roofward
453,29,Nia,archive_quarter,v28:Nia:archive_quarter:day29,archive_quarter->orchard_fen:paper:0.28,summer_dry,Index Guild:0.00,Sera:0.52,stable,True,replay:453:archive_quarter
