tick,day,slot,selected_tick,selected_resident,event_key,event_kind,previous_event_key,next_event_key,scrubber_position,replay_row_visible,same_loop_reference
1977,110,15,1977,Milo,v58-loop-event-01977,repair_trust,v58-loop-event-01976:wait_offscreen,v58-loop-event-01978:move,0.39234,True,v58_consolidated_playable_consequence_loop
1978,110,16,1978,Sera,v58-loop-event-01978,move,v58-loop-event-01977:repair_trust,v58-loop-event-01979:talk,0.392538,True,v58_consolidated_playable_consequence_loop
1979,110,17,1979,Tovan,v58-loop-event-01979,talk,v58-loop-event-01978:move,v58-loop-event-01980:offer_help,0.392737,True,v58_consolidated_playable_consequence_loop
1980,111,0,1980,Nia,v58-loop-event-01980,borrow_tool,v58-loop-event-01979:offer_help,v58-loop-event-01981:return_tool,0.392935,True,v58_consolidated_playable_consequence_loop
1981,111,1,1981,Ari,v58-loop-event-01981,return_tool,v58-loop-event-01980:borrow_tool,v58-loop-event-01982:interrupt_work,0.393134,True,v58_consolidated_playable_consequence_loop
1982,111,2,1982,Fay,v58-loop-event-01982,interrupt_work,v58-loop-event-01981:return_tool,v58-loop-event-01983:wait_offscreen,0.393332,True,v58_consolidated_playable_consequence_loop
1983,111,3,1983,Milo,v58-loop-event-01983,wait_offscreen,v58-loop-event-01982:interrupt_work,v58-loop-event-01984:repair_trust,0.39353,True,v58_consolidated_playable_consequence_loop
1984,111,4,1984,Sera,v58-loop-event-01984,repair_trust,v58-loop-event-01983:wait_offscreen,v58-loop-event-01985:move,0.393729,True,v58_consolidated_playable_consequence_loop
1985,111,5,1985,Tovan,v58-loop-event-01985,move,v58-loop-event-01984:repair_trust,v58-loop-event-01986:talk,0.393927,True,v58_consolidated_playable_consequence_loop
1986,111,6,1986,Nia,v58-loop-event-01986,talk,v58-loop-event-01985:move,v58-loop-event-01987:offer_help,0.394126,True,v58_consolidated_playable_consequence_loop
1987,111,7,1987,Ari,v58-loop-event-01987,offer_help,v58-loop-event-01986:talk,v58-loop-event-01988:borrow_tool,0.394324,True,v58_consolidated_playable_consequence_loop
1988,111,8,1988,Fay,v58-loop-event-01988,borrow_tool,v58-loop-event-01987:offer_help,v58-loop-event-01989:return_tool,0.394523,True,v58_consolidated_playable_consequence_loop
1989,111,9,1989,Milo,v58-loop-event-01989,return_tool,v58-loop-event-01988:borrow_tool,v58-loop-event-01990:interrupt_work,0.394721,True,v58_consolidated_playable_consequence_loop
1990,111,10,1990,Sera,v58-loop-event-01990,interrupt_work,v58-loop-event-01989:return_tool,v58-loop-event-01991:wait_offscreen,0.39492,True,v58_consolidated_playable_consequence_loop
1991,111,11,1991,Tovan,v58-loop-event-01991,wait_offscreen,v58-loop-event-01990:interrupt_work,v58-loop-event-01992:repair_trust,0.395118,True,v58_consolidated_playable_consequence_loop
1992,111,12,1992,Nia,v58-loop-event-01992,repair_trust,v58-loop-event-01991:wait_offscreen,v58-loop-event-01993:move,0.395317,True,v58_consolidated_playable_consequence_loop
1993,111,13,1993,Ari,v58-loop-event-01993,move,v58-loop-event-01992:repair_trust,v58-loop-event-01994:talk,0.395515,True,v58_consolidated_playable_consequence_loop
1994,111,14,1994,Fay,v58-loop-event-01994,talk,v58-loop-event-01993:move,v58-loop-event-01995:offer_help,0.395713,True,v58_consolidated_playable_consequence_loop
1995,111,15,1995,Milo,v58-loop-event-01995,offer_help,v58-loop-event-01994:talk,v58-loop-event-01996:borrow_tool,0.395912,True,v58_consolidated_playable_consequence_loop
1996,111,16,1996,Sera,v58-loop-event-01996,borrow_tool,v58-loop-event-01995:offer_help,v58-loop-event-01997:return_tool,0.39611,True,v58_consolidated_playable_consequence_loop
1997,111,17,1997,Tovan,v58-loop-event-01997,return_tool,v58-loop-event-01996:borrow_tool,v58-loop-event-01998:interrupt_work,0.396309,True,v58_consolidated_playable_consequence_loop
1998,112,0,1998,Nia,v58-loop-event-01998,wait_offscreen,v58-loop-event-01997:interrupt_work,v58-loop-event-01999:repair_trust,0.396507,True,v58_consolidated_playable_consequence_loop
1999,112,1,1999,Ari,v58-loop-event-01999,repair_trust,v58-loop-event-01998:wait_offscreen,v58-loop-event-02000:move,0.396706,True,v58_consolidated_playable_consequence_loop
2000,112,2,2000,Fay,v58-loop-event-02000,move,v58-loop-event-01999:repair_trust,v58-loop-event-02001:talk,0.396904,True,v58_consolidated_playable_consequence_loop
2001,112,3,2001,Milo,v58-loop-event-02001,talk,v58-loop-event-02000:move,v58-loop-event-02002:offer_help,0.397103,True,v58_consolidated_playable_consequence_loop
2002,112,4,2002,Sera,v58-loop-event-02002,offer_help,v58-loop-event-02001:talk,v58-loop-event-02003:borrow_tool,0.397301,True,v58_consolidated_playable_consequence_loop
2003,112,5,2003,Tovan,v58-loop-event-02003,borrow_tool,v58-loop-event-02002:offer_help,v58-loop-event-02004:return_tool,0.3975,True,v58_consolidated_playable_consequence_loop
2004,112,6,2004,Nia,v58-loop-event-02004,return_tool,v58-loop-event-02003:borrow_tool,v58-loop-event-02005:interrupt_work,0.397698,True,v58_consolidated_playable_consequence_loop
2005,112,7,2005,Ari,v58-loop-event-02005,interrupt_work,v58-loop-event-02004:return_tool,v58-loop-event-02006:wait_offscreen,0.397896,True,v58_consolidated_playable_consequence_loop
2006,112,8,2006,Fay,v58-loop-event-02006,wait_offscreen,v58-loop-event-02005:interrupt_work,v58-loop-event-02007:repair_trust,0.398095,True,v58_consolidated_playable_consequence_loop
2007,112,9,2007,Milo,v58-loop-event-02007,repair_trust,v58-loop-event-02006:wait_offscreen,v58-loop-event-02008:move,0.398293,True,v58_consolidated_playable_consequence_loop
2008,112,10,2008,Sera,v58-loop-event-02008,move,v58-loop-event-02007:repair_trust,v58-loop-event-02009:talk,0.398492,True,v58_consolidated_playable_consequence_loop
2009,112,11,2009,Tovan,v58-loop-event-02009,talk,v58-loop-event-02008:move,v58-loop-event-02010:offer_help,0.39869,True,v58_consolidated_playable_consequence_loop
2010,112,12,2010,Nia,v58-loop-event-02010,offer_help,v58-loop-event-02009:talk,v58-loop-event-02011:borrow_tool,0.398889,True,v58_consolidated_playable_consequence_loop
2011,112,13,2011,Ari,v58-loop-event-02011,borrow_tool,v58-loop-event-02010:offer_help,v58-loop-event-02012:return_tool,0.399087,True,v58_consolidated_playable_consequence_loop
2012,112,14,2012,Fay,v58-loop-event-02012,return_tool,v58-loop-event-02011:borrow_tool,v58-loop-event-02013:interrupt_work,0.399286,True,v58_consolidated_playable_consequence_loop
2013,112,15,2013,Milo,v58-loop-event-02013,interrupt_work,v58-loop-event-02012:return_tool,v58-loop-event-02014:wait_offscreen,0.399484,True,v58_consolidated_playable_consequence_loop
2014,112,16,2014,Sera,v58-loop-event-02014,wait_offscreen,v58-loop-event-02013:interrupt_work,v58-loop-event-02015:repair_trust,0.399682,True,v58_consolidated_playable_consequence_loop
2015,112,17,2015,Tovan,v58-loop-event-02015,repair_trust,v58-loop-event-02014:wait_offscreen,v58-loop-event-02016:move,0.399881,True,v58_consolidated_playable_consequence_loop
2016,113,0,2016,Nia,v58-loop-event-02016,talk,v58-loop-event-02015:move,v58-loop-event-02017:offer_help,0.400079,True,v58_consolidated_playable_consequence_loop
2017,113,1,2017,Ari,v58-loop-event-02017,offer_help,v58-loop-event-02016:talk,v58-loop-event-02018:borrow_tool,0.400278,True,v58_consolidated_playable_consequence_loop
2018,113,2,2018,Fay,v58-loop-event-02018,borrow_tool,v58-loop-event-02017:offer_help,v58-loop-event-02019:return_tool,0.400476,True,v58_consolidated_playable_consequence_loop
2019,113,3,2019,Milo,v58-loop-event-02019,return_tool,v58-loop-event-02018:borrow_tool,v58-loop-event-02020:interrupt_work,0.400675,True,v58_consolidated_playable_consequence_loop
2020,113,4,2020,Sera,v58-loop-event-02020,interrupt_work,v58-loop-event-02019:return_tool,v58-loop-event-02021:wait_offscreen,0.400873,True,v58_consolidated_playable_consequence_loop
2021,113,5,2021,Tovan,v58-loop-event-02021,wait_offscreen,v58-loop-event-02020:interrupt_work,v58-loop-event-02022:repair_trust,0.401072,True,v58_consolidated_playable_consequence_loop
2022,113,6,2022,Nia,v58-loop-event-02022,repair_trust,v58-loop-event-02021:wait_offscreen,v58-loop-event-02023:move,0.40127,True,v58_consolidated_playable_consequence_loop
2023,113,7,2023,Ari,v58-loop-event-02023,move,v58-loop-event-02022:repair_trust,v58-loop-event-02024:talk,0.401469,True,v58_consolidated_playable_consequence_loop
2024,113,8,2024,Fay,v58-loop-event-02024,talk,v58-loop-event-02023:move,v58-loop-event-02025:offer_help,0.401667,True,v58_consolidated_playable_consequence_loop
2025,113,9,2025,Milo,v58-loop-event-02025,offer_help,v58-loop-event-02024:talk,v58-loop-event-02026:borrow_tool,0.401865,True,v58_consolidated_playable_consequence_loop
2026,113,10,2026,Sera,v58-loop-event-02026,borrow_tool,v58-loop-event-02025:offer_help,v58-loop-event-02027:return_tool,0.402064,True,v58_consolidated_playable_consequence_loop
2027,113,11,2027,Tovan,v58-loop-event-02027,return_tool,v58-loop-event-02026:borrow_tool,v58-loop-event-02028:interrupt_work,0.402262,True,v58_consolidated_playable_consequence_loop
2028,113,12,2028,Nia,v58-loop-event-02028,interrupt_work,v58-loop-event-02027:return_tool,v58-loop-event-02029:wait_offscreen,0.402461,True,v58_consolidated_playable_consequence_loop
2029,113,13,2029,Ari,v58-loop-event-02029,wait_offscreen,v58-loop-event-02028:interrupt_work,v58-loop-event-02030:repair_trust,0.402659,True,v58_consolidated_playable_consequence_loop
2030,113,14,2030,Fay,v58-loop-event-02030,repair_trust,v58-loop-event-02029:wait_offscreen,v58-loop-event-02031:move,0.402858,True,v58_consolidated_playable_consequence_loop
2031,113,15,2031,Milo,v58-loop-event-02031,move,v58-loop-event-02030:repair_trust,v58-loop-event-02032:talk,0.403056,True,v58_consolidated_playable_consequence_loop
2032,113,16,2032,Sera,v58-loop-event-02032,talk,v58-loop-event-02031:move,v58-loop-event-02033:offer_help,0.403255,True,v58_consolidated_playable_consequence_loop
2033,113,17,2033,Tovan,v58-loop-event-02033,offer_help,v58-loop-event-02032:talk,v58-loop-event-02034:borrow_tool,0.403453,True,v58_consolidated_playable_consequence_loop
2034,114,0,2034,Nia,v58-loop-event-02034,return_tool,v58-loop-event-02033:borrow_tool,v58-loop-event-02035:interrupt_work,0.403652,True,v58_consolidated_playable_consequence_loop
2035,114,1,2035,Ari,v58-loop-event-02035,interrupt_work,v58-loop-event-02034:return_tool,v58-loop-event-02036:wait_offscreen,0.40385,True,v58_consolidated_playable_consequence_loop
2036,114,2,2036,Fay,v58-loop-event-02036,wait_offscreen,v58-loop-event-02035:interrupt_work,v58-loop-event-02037:repair_trust,0.404048,True,v58_consolidated_playable_consequence_loop
2037,114,3,2037,Milo,v58-loop-event-02037,repair_trust,v58-loop-event-02036:wait_offscreen,v58-loop-event-02038:move,0.404247,True,v58_consolidated_playable_consequence_loop
2038,114,4,2038,Sera,v58-loop-event-02038,move,v58-loop-event-02037:repair_trust,v58-loop-event-02039:talk,0.404445,True,v58_consolidated_playable_consequence_loop
2039,114,5,2039,Tovan,v58-loop-event-02039,talk,v58-loop-event-02038:move,v58-loop-event-02040:offer_help,0.404644,True,v58_consolidated_playable_consequence_loop
2040,114,6,2040,Nia,v58-loop-event-02040,offer_help,v58-loop-event-02039:talk,v58-loop-event-02041:borrow_tool,0.404842,True,v58_consolidated_playable_consequence_loop
2041,114,7,2041,Ari,v58-loop-event-02041,borrow_tool,v58-loop-event-02040:offer_help,v58-loop-event-02042:return_tool,0.405041,True,v58_consolidated_playable_consequence_loop
2042,114,8,2042,Fay,v58-loop-event-02042,return_tool,v58-loop-event-02041:borrow_tool,v58-loop-event-02043:interrupt_work,0.405239,True,v58_consolidated_playable_consequence_loop
2043,114,9,2043,Milo,v58-loop-event-02043,interrupt_work,v58-loop-event-02042:return_tool,v58-loop-event-02044:wait_offscreen,0.405438,True,v58_consolidated_playable_consequence_loop
2044,114,10,2044,Sera,v58-loop-event-02044,wait_offscreen,v58-loop-event-02043:interrupt_work,v58-loop-event-02045:repair_trust,0.405636,True,v58_consolidated_playable_consequence_loop
2045,114,11,2045,Tovan,v58-loop-event-02045,repair_trust,v58-loop-event-02044:wait_offscreen,v58-loop-event-02046:move,0.405834,True,v58_consolidated_playable_consequence_loop
2046,114,12,2046,Nia,v58-loop-event-02046,move,v58-loop-event-02045:repair_trust,v58-loop-event-02047:talk,0.406033,True,v58_consolidated_playable_consequence_loop
2047,114,13,2047,Ari,v58-loop-event-02047,talk,v58-loop-event-02046:move,v58-loop-event-02048:offer_help,0.406231,True,v58_consolidated_playable_consequence_loop
2048,114,14,2048,Fay,v58-loop-event-02048,offer_help,v58-loop-event-02047:talk,v58-loop-event-02049:borrow_tool,0.40643,True,v58_consolidated_playable_consequence_loop
2049,114,15,2049,Milo,v58-loop-event-02049,borrow_tool,v58-loop-event-02048:offer_help,v58-loop-event-02050:return_tool,0.406628,True,v58_consolidated_playable_consequence_loop
2050,114,16,2050,Sera,v58-loop-event-02050,return_tool,v58-loop-event-02049:borrow_tool,v58-loop-event-02051:interrupt_work,0.406827,True,v58_consolidated_playable_consequence_loop
2051,114,17,2051,Tovan,v58-loop-event-02051,interrupt_work,v58-loop-event-02050:return_tool,v58-loop-event-02052:wait_offscreen,0.407025,True,v58_consolidated_playable_consequence_loop
2052,115,0,2052,Nia,v58-loop-event-02052,repair_trust,v58-loop-event-02051:wait_offscreen,v58-loop-event-02053:move,0.407224,True,v58_consolidated_playable_consequence_loop
2053,115,1,2053,Ari,v58-loop-event-02053,move,v58-loop-event-02052:repair_trust,v58-loop-event-02054:talk,0.407422,True,v58_consolidated_playable_consequence_loop
2054,115,2,2054,Fay,v58-loop-event-02054,talk,v58-loop-event-02053:move,v58-loop-event-02055:offer_help,0.407621,True,v58_consolidated_playable_consequence_loop
2055,115,3,2055,Milo,v58-loop-event-02055,offer_help,v58-loop-event-02054:talk,v58-loop-event-02056:borrow_tool,0.407819,True,v58_consolidated_playable_consequence_loop
2056,115,4,2056,Sera,v58-loop-event-02056,borrow_tool,v58-loop-event-02055:offer_help,v58-loop-event-02057:return_tool,0.408017,True,v58_consolidated_playable_consequence_loop
2057,115,5,2057,Tovan,v58-loop-event-02057,return_tool,v58-loop-event-02056:borrow_tool,v58-loop-event-02058:interrupt_work,0.408216,True,v58_consolidated_playable_consequence_loop
2058,115,6,2058,Nia,v58-loop-event-02058,interrupt_work,v58-loop-event-02057:return_tool,v58-loop-event-02059:wait_offscreen,0.408414,True,v58_consolidated_playable_consequence_loop
2059,115,7,2059,Ari,v58-loop-event-02059,wait_offscreen,v58-loop-event-02058:interrupt_work,v58-loop-event-02060:repair_trust,0.408613,True,v58_consolidated_playable_consequence_loop
2060,115,8,2060,Fay,v58-loop-event-02060,repair_trust,v58-loop-event-02059:wait_offscreen,v58-loop-event-02061:move,0.408811,True,v58_consolidated_playable_consequence_loop
2061,115,9,2061,Milo,v58-loop-event-02061,move,v58-loop-event-02060:repair_trust,v58-loop-event-02062:talk,0.40901,True,v58_consolidated_playable_consequence_loop
2062,115,10,2062,Sera,v58-loop-event-02062,talk,v58-loop-event-02061:move,v58-loop-event-02063:offer_help,0.409208,True,v58_consolidated_playable_consequence_loop
2063,115,11,2063,Tovan,v58-loop-event-02063,offer_help,v58-loop-event-02062:talk,v58-loop-event-02064:borrow_tool,0.409407,True,v58_consolidated_playable_consequence_loop
2064,115,12,2064,Nia,v58-loop-event-02064,borrow_tool,v58-loop-event-02063:offer_help,v58-loop-event-02065:return_tool,0.409605,True,v58_consolidated_playable_consequence_loop
2065,115,13,2065,Ari,v58-loop-event-02065,return_tool,v58-loop-event-02064:borrow_tool,v58-loop-event-02066:interrupt_work,0.409804,True,v58_consolidated_playable_consequence_loop
2066,115,14,2066,Fay,v58-loop-event-02066,interrupt_work,v58-loop-event-02065:return_tool,v58-loop-event-02067:wait_offscreen,0.410002,True,v58_consolidated_playable_consequence_loop
2067,115,15,2067,Milo,v58-loop-event-02067,wait_offscreen,v58-loop-event-02066:interrupt_work,v58-loop-event-02068:repair_trust,0.4102,True,v58_consolidated_playable_consequence_loop
2068,115,16,2068,Sera,v58-loop-event-02068,repair_trust,v58-loop-event-02067:wait_offscreen,v58-loop-event-02069:move,0.410399,True,v58_consolidated_playable_consequence_loop
2069,115,17,2069,Tovan,v58-loop-event-02069,move,v58-loop-event-02068:repair_trust,v58-loop-event-02070:talk,0.410597,True,v58_consolidated_playable_consequence_loop
2070,116,0,2070,Nia,v58-loop-event-02070,offer_help,v58-loop-event-02069:talk,v58-loop-event-02071:borrow_tool,0.410796,True,v58_consolidated_playable_consequence_loop
2071,116,1,2071,Ari,v58-loop-event-02071,borrow_tool,v58-loop-event-02070:offer_help,v58-loop-event-02072:return_tool,0.410994,True,v58_consolidated_playable_consequence_loop
2072,116,2,2072,Fay,v58-loop-event-02072,return_tool,v58-loop-event-02071:borrow_tool,v58-loop-event-02073:interrupt_work,0.411193,True,v58_consolidated_playable_consequence_loop
2073,116,3,2073,Milo,v58-loop-event-02073,interrupt_work,v58-loop-event-02072:return_tool,v58-loop-event-02074:wait_offscreen,0.411391,True,v58_consolidated_playable_consequence_loop
2074,116,4,2074,Sera,v58-loop-event-02074,wait_offscreen,v58-loop-event-02073:interrupt_work,v58-loop-event-02075:repair_trust,0.41159,True,v58_consolidated_playable_consequence_loop
2075,116,5,2075,Tovan,v58-loop-event-02075,repair_trust,v58-loop-event-02074:wait_offscreen,v58-loop-event-02076:move,0.411788,True,v58_consolidated_playable_consequence_loop
2076,116,6,2076,Nia,v58-loop-event-02076,move,v58-loop-event-02075:repair_trust,v58-loop-event-02077:talk,0.411987,True,v58_consolidated_playable_consequence_loop
2077,116,7,2077,Ari,v58-loop-event-02077,talk,v58-loop-event-02076:move,v58-loop-event-02078:offer_help,0.412185,True,v58_consolidated_playable_consequence_loop
2078,116,8,2078,Fay,v58-loop-event-02078,offer_help,v58-loop-event-02077:talk,v58-loop-event-02079:borrow_tool,0.412383,True,v58_consolidated_playable_consequence_loop
2079,116,9,2079,Milo,v58-loop-event-02079,borrow_tool,v58-loop-event-02078:offer_help,v58-loop-event-02080:return_tool,0.412582,True,v58_consolidated_playable_consequence_loop
2080,116,10,2080,Sera,v58-loop-event-02080,return_tool,v58-loop-event-02079:borrow_tool,v58-loop-event-02081:interrupt_work,0.41278,True,v58_consolidated_playable_consequence_loop
2081,116,11,2081,Tovan,v58-loop-event-02081,interrupt_work,v58-loop-event-02080:return_tool,v58-loop-event-02082:wait_offscreen,0.412979,True,v58_consolidated_playable_consequence_loop
2082,116,12,2082,Nia,v58-loop-event-02082,wait_offscreen,v58-loop-event-02081:interrupt_work,v58-loop-event-02083:repair_trust,0.413177,True,v58_consolidated_playable_consequence_loop
2083,116,13,2083,Ari,v58-loop-event-02083,repair_trust,v58-loop-event-02082:wait_offscreen,v58-loop-event-02084:move,0.413376,True,v58_consolidated_playable_consequence_loop
2084,116,14,2084,Fay,v58-loop-event-02084,move,v58-loop-event-02083:repair_trust,v58-loop-event-02085:talk,0.413574,True,v58_consolidated_playable_consequence_loop
2085,116,15,2085,Milo,v58-loop-event-02085,talk,v58-loop-event-02084:move,v58-loop-event-02086:offer_help,0.413773,True,v58_consolidated_playable_consequence_loop
2086,116,16,2086,Sera,v58-loop-event-02086,offer_help,v58-loop-event-02085:talk,v58-loop-event-02087:borrow_tool,0.413971,True,v58_consolidated_playable_consequence_loop
2087,116,17,2087,Tovan,v58-loop-event-02087,borrow_tool,v58-loop-event-02086:offer_help,v58-loop-event-02088:return_tool,0.414169,True,v58_consolidated_playable_consequence_loop
2088,117,0,2088,Nia,v58-loop-event-02088,interrupt_work,v58-loop-event-02087:return_tool,v58-loop-event-02089:wait_offscreen,0.414368,True,v58_consolidated_playable_consequence_loop
2089,117,1,2089,Ari,v58-loop-event-02089,wait_offscreen,v58-loop-event-02088:interrupt_work,v58-loop-event-02090:repair_trust,0.414566,True,v58_consolidated_playable_consequence_loop
2090,117,2,2090,Fay,v58-loop-event-02090,repair_trust,v58-loop-event-02089:wait_offscreen,v58-loop-event-02091:move,0.414765,True,v58_consolidated_playable_consequence_loop
2091,117,3,2091,Milo,v58-loop-event-02091,move,v58-loop-event-02090:repair_trust,v58-loop-event-02092:talk,0.414963,True,v58_consolidated_playable_consequence_loop
2092,117,4,2092,Sera,v58-loop-event-02092,talk,v58-loop-event-02091:move,v58-loop-event-02093:offer_help,0.415162,True,v58_consolidated_playable_consequence_loop
2093,117,5,2093,Tovan,v58-loop-event-02093,offer_help,v58-loop-event-02092:talk,v58-loop-event-02094:borrow_tool,0.41536,True,v58_consolidated_playable_consequence_loop
2094,117,6,2094,Nia,v58-loop-event-02094,borrow_tool,v58-loop-event-02093:offer_help,v58-loop-event-02095:return_tool,0.415559,True,v58_consolidated_playable_consequence_loop
2095,117,7,2095,Ari,v58-loop-event-02095,return_tool,v58-loop-event-02094:borrow_tool,v58-loop-event-02096:interrupt_work,0.415757,True,v58_consolidated_playable_consequence_loop
2096,117,8,2096,Fay,v58-loop-event-02096,interrupt_work,v58-loop-event-02095:return_tool,v58-loop-event-02097:wait_offscreen,0.415956,True,v58_consolidated_playable_consequence_loop
2097,117,9,2097,Milo,v58-loop-event-02097,wait_offscreen,v58-loop-event-02096:interrupt_work,v58-loop-event-02098:repair_trust,0.416154,True,v58_consolidated_playable_consequence_loop
2098,117,10,2098,Sera,v58-loop-event-02098,repair_trust,v58-loop-event-02097:wait_offscreen,v58-loop-event-02099:move,0.416352,True,v58_consolidated_playable_consequence_loop
2099,117,11,2099,Tovan,v58-loop-event-02099,move,v58-loop-event-02098:repair_trust,v58-loop-event-02100:talk,0.416551,True,v58_consolidated_playable_consequence_loop
2100,117,12,2100,Nia,v58-loop-event-02100,talk,v58-loop-event-02099:move,v58-loop-event-02101:offer_help,0.416749,True,v58_consolidated_playable_consequence_loop
2101,117,13,2101,Ari,v58-loop-event-02101,offer_help,v58-loop-event-02100:talk,v58-loop-event-02102:borrow_tool,0.416948,True,v58_consolidated_playable_consequence_loop
2102,117,14,2102,Fay,v58-loop-event-02102,borrow_tool,v58-loop-event-02101:offer_help,v58-loop-event-02103:return_tool,0.417146,True,v58_consolidated_playable_consequence_loop
2103,117,15,2103,Milo,v58-loop-event-02103,return_tool,v58-loop-event-02102:borrow_tool,v58-loop-event-02104:interrupt_work,0.417345,True,v58_consolidated_playable_consequence_loop
2104,117,16,2104,Sera,v58-loop-event-02104,interrupt_work,v58-loop-event-02103:return_tool,v58-loop-event-02105:wait_offscreen,0.417543,True,v58_consolidated_playable_consequence_loop
2105,117,17,2105,Tovan,v58-loop-event-02105,wait_offscreen,v58-loop-event-02104:interrupt_work,v58-loop-event-02106:repair_trust,0.417742,True,v58_consolidated_playable_consequence_loop
2106,118,0,2106,Nia,v58-loop-event-02106,move,v58-loop-event-02105:repair_trust,v58-loop-event-02107:talk,0.41794,True,v58_consolidated_playable_consequence_loop
2107,118,1,2107,Ari,v58-loop-event-02107,talk,v58-loop-event-02106:move,v58-loop-event-02108:offer_help,0.418139,True,v58_consolidated_playable_consequence_loop
2108,118,2,2108,Fay,v58-loop-event-02108,offer_help,v58-loop-event-02107:talk,v58-loop-event-02109:borrow_tool,0.418337,True,v58_consolidated_playable_consequence_loop
2109,118,3,2109,Milo,v58-loop-event-02109,borrow_tool,v58-loop-event-02108:offer_help,v58-loop-event-02110:return_tool,0.418535,True,v58_consolidated_playable_consequence_loop
2110,118,4,2110,Sera,v58-loop-event-02110,return_tool,v58-loop-event-02109:borrow_tool,v58-loop-event-02111:interrupt_work,0.418734,True,v58_consolidated_playable_consequence_loop
2111,118,5,2111,Tovan,v58-loop-event-02111,interrupt_work,v58-loop-event-02110:return_tool,v58-loop-event-02112:wait_offscreen,0.418932,True,v58_consolidated_playable_consequence_loop
2112,118,6,2112,Nia,v58-loop-event-02112,wait_offscreen,v58-loop-event-02111:interrupt_work,v58-loop-event-02113:repair_trust,0.419131,True,v58_consolidated_playable_consequence_loop
2113,118,7,2113,Ari,v58-loop-event-02113,repair_trust,v58-loop-event-02112:wait_offscreen,v58-loop-event-02114:move,0.419329,True,v58_consolidated_playable_consequence_loop
2114,118,8,2114,Fay,v58-loop-event-02114,move,v58-loop-event-02113:repair_trust,v58-loop-event-02115:talk,0.419528,True,v58_consolidated_playable_consequence_loop
2115,118,9,2115,Milo,v58-loop-event-02115,talk,v58-loop-event-02114:move,v58-loop-event-02116:offer_help,0.419726,True,v58_consolidated_playable_consequence_loop
2116,118,10,2116,Sera,v58-loop-event-02116,offer_help,v58-loop-event-02115:talk,v58-loop-event-02117:borrow_tool,0.419925,True,v58_consolidated_playable_consequence_loop
2117,118,11,2117,Tovan,v58-loop-event-02117,borrow_tool,v58-loop-event-02116:offer_help,v58-loop-event-02118:return_tool,0.420123,True,v58_consolidated_playable_consequence_loop
2118,118,12,2118,Nia,v58-loop-event-02118,return_tool,v58-loop-event-02117:borrow_tool,v58-loop-event-02119:interrupt_work,0.420321,True,v58_consolidated_playable_consequence_loop
2119,118,13,2119,Ari,v58-loop-event-02119,interrupt_work,v58-loop-event-02118:return_tool,v58-loop-event-02120:wait_offscreen,0.42052,True,v58_consolidated_playable_consequence_loop
2120,118,14,2120,Fay,v58-loop-event-02120,wait_offscreen,v58-loop-event-02119:interrupt_work,v58-loop-event-02121:repair_trust,0.420718,True,v58_consolidated_playable_consequence_loop
2121,118,15,2121,Milo,v58-loop-event-02121,repair_trust,v58-loop-event-02120:wait_offscreen,v58-loop-event-02122:move,0.420917,True,v58_consolidated_playable_consequence_loop
2122,118,16,2122,Sera,v58-loop-event-02122,move,v58-loop-event-02121:repair_trust,v58-loop-event-02123:talk,0.421115,True,v58_consolidated_playable_consequence_loop
2123,118,17,2123,Tovan,v58-loop-event-02123,talk,v58-loop-event-02122:move,v58-loop-event-02124:offer_help,0.421314,True,v58_consolidated_playable_consequence_loop
2124,119,0,2124,Nia,v58-loop-event-02124,borrow_tool,v58-loop-event-02123:offer_help,v58-loop-event-02125:return_tool,0.421512,True,v58_consolidated_playable_consequence_loop
2125,119,1,2125,Ari,v58-loop-event-02125,return_tool,v58-loop-event-02124:borrow_tool,v58-loop-event-02126:interrupt_work,0.421711,True,v58_consolidated_playable_consequence_loop
2126,119,2,2126,Fay,v58-loop-event-02126,interrupt_work,v58-loop-event-02125:return_tool,v58-loop-event-02127:wait_offscreen,0.421909,True,v58_consolidated_playable_consequence_loop
2127,119,3,2127,Milo,v58-loop-event-02127,wait_offscreen,v58-loop-event-02126:interrupt_work,v58-loop-event-02128:repair_trust,0.422108,True,v58_consolidated_playable_consequence_loop
2128,119,4,2128,Sera,v58-loop-event-02128,repair_trust,v58-loop-event-02127:wait_offscreen,v58-loop-event-02129:move,0.422306,True,v58_consolidated_playable_consequence_loop
2129,119,5,2129,Tovan,v58-loop-event-02129,move,v58-loop-event-02128:repair_trust,v58-loop-event-02130:talk,0.422504,True,v58_consolidated_playable_consequence_loop
2130,119,6,2130,Nia,v58-loop-event-02130,talk,v58-loop-event-02129:move,v58-loop-event-02131:offer_help,0.422703,True,v58_consolidated_playable_consequence_loop
2131,119,7,2131,Ari,v58-loop-event-02131,offer_help,v58-loop-event-02130:talk,v58-loop-event-02132:borrow_tool,0.422901,True,v58_consolidated_playable_consequence_loop
2132,119,8,2132,Fay,v58-loop-event-02132,borrow_tool,v58-loop-event-02131:offer_help,v58-loop-event-02133:return_tool,0.4231,True,v58_consolidated_playable_consequence_loop
2133,119,9,2133,Milo,v58-loop-event-02133,return_tool,v58-loop-event-02132:borrow_tool,v58-loop-event-02134:interrupt_work,0.423298,True,v58_consolidated_playable_consequence_loop
