tick_id,day,route_id,replay_event,state_hash,includes_route_selection,includes_caravan_task,includes_forecast_edit,includes_drill_minigame,includes_guild_inspection,includes_reload_probe,replay_exportable
508,32,signal_orchard,signal_orchard:dusk road:rev15:tasks11,v30-343828,False,False,False,False,True,False,True
509,32,orchard_riverbend,orchard_riverbend:market plank route:rev19:tasks12,v30-492049,True,False,True,False,False,False,True
510,32,central_repair_ring,central_repair_ring:outer bell path:rev16:tasks11,v30-475957,False,False,False,False,False,False,True
511,32,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev15:tasks11,v30-530168,False,False,False,False,False,True,True
512,33,roofward_archive,roofward_archive:cool archive lane:rev14:tasks14,v30-460608,False,False,True,False,False,True,True
513,33,archive_signal,archive_signal:stone kiosk path:rev16:tasks10,v30-425562,True,False,False,False,False,False,True
514,33,signal_orchard,signal_orchard:dusk road:rev16:tasks12,v30-343805,False,True,True,False,True,False,True
515,33,orchard_riverbend,orchard_riverbend:market plank route:rev19:tasks12,v30-491805,False,False,False,True,False,False,True
516,33,central_repair_ring,central_repair_ring:outer bell path:rev16:tasks11,v30-476443,False,False,False,False,True,False,True
517,33,riverbend_roofward,riverbend_roofward:river ford:rev15:tasks11,v30-409063,True,False,False,False,False,False,True
518,33,roofward_archive,roofward_archive:cool archive lane:rev14:tasks14,v30-461094,True,False,False,False,False,False,True
519,33,archive_signal,archive_signal:stone kiosk path:rev16:tasks10,v30-426048,False,False,False,True,False,False,True
520,33,signal_orchard,signal_orchard:dusk road:rev17:tasks12,v30-343670,False,False,True,False,True,False,True
521,33,orchard_riverbend,orchard_riverbend:market plank route:rev19:tasks12,v30-491561,True,False,False,False,False,False,True
522,33,central_repair_ring,central_repair_ring:outer bell path:rev16:tasks12,v30-476322,False,True,False,False,False,False,True
523,33,riverbend_roofward,riverbend_roofward:river ford:rev15:tasks11,v30-408819,False,False,False,True,False,False,True
524,33,roofward_archive,roofward_archive:cool archive lane:rev14:tasks14,v30-460850,True,False,False,False,True,False,True
525,33,archive_signal,archive_signal:stone kiosk path:rev16:tasks10,v30-425804,True,False,False,False,False,False,True
526,33,signal_orchard,signal_orchard:dusk road:rev18:tasks13,v30-344377,False,True,True,False,True,False,True
527,33,orchard_riverbend,orchard_riverbend:market plank route:rev19:tasks12,v30-492047,False,False,False,False,False,True,True
528,34,central_repair_ring,central_repair_ring:outer bell path:rev17:tasks12,v30-476928,False,False,True,False,False,True,True
529,34,riverbend_roofward,riverbend_roofward:river ford:rev15:tasks11,v30-409305,True,False,False,False,False,False,True
530,34,roofward_archive,roofward_archive:cool archive lane:rev14:tasks14,v30-460606,True,False,False,False,False,False,True
531,34,archive_signal,archive_signal:stone kiosk path:rev17:tasks10,v30-425676,False,False,True,False,False,False,True
532,34,signal_orchard,signal_orchard:dusk road:rev18:tasks13,v30-344133,False,False,False,False,True,False,True
533,34,orchard_riverbend,orchard_riverbend:fen track:rev19:tasks12,v30-379774,True,False,False,False,True,False,True
534,34,central_repair_ring,central_repair_ring:outer bell path:rev17:tasks12,v30-476684,False,False,False,False,False,False,True
535,34,riverbend_roofward,riverbend_roofward:river ford:rev15:tasks11,v30-409061,False,False,False,True,False,False,True
536,34,roofward_archive,roofward_archive:cool archive lane:rev15:tasks14,v30-461211,False,False,True,False,False,False,True
537,34,archive_signal,archive_signal:stone kiosk path:rev18:tasks10,v30-426278,True,False,True,False,False,False,True
538,34,signal_orchard,signal_orchard:dusk road:rev18:tasks14,v30-344731,False,True,False,False,False,False,True
539,34,orchard_riverbend,orchard_riverbend:fen track:rev19:tasks12,v30-380260,False,False,False,True,True,False,True
540,34,central_repair_ring,central_repair_ring:outer bell path:rev17:tasks12,v30-476440,False,False,False,False,True,False,True
541,34,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev15:tasks11,v30-530408,True,False,False,False,False,False,True
542,34,roofward_archive,roofward_archive:cool archive lane:rev15:tasks15,v30-461089,False,True,False,False,False,False,True
543,34,archive_signal,archive_signal:stone kiosk path:rev19:tasks10,v30-426150,False,False,True,False,False,True,True
544,35,signal_orchard,signal_orchard:dusk road:rev19:tasks14,v30-344596,False,False,True,False,False,True,True
545,35,orchard_riverbend,orchard_riverbend:fen track:rev19:tasks12,v30-380016,True,False,False,False,False,False,True
546,35,central_repair_ring,central_repair_ring:outer bell path:rev17:tasks13,v30-477049,False,True,False,False,True,False,True
547,35,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev15:tasks11,v30-530894,False,False,False,True,False,False,True
548,35,roofward_archive,roofward_archive:cool archive lane:rev16:tasks15,v30-461694,False,False,True,False,True,False,True
549,35,archive_signal,archive_signal:paper lane:rev19:tasks10,v30-355095,True,False,False,False,False,False,True
550,35,signal_orchard,signal_orchard:dusk road:rev19:tasks14,v30-344352,False,False,False,False,False,False,True
551,35,orchard_riverbend,orchard_riverbend:fen track:rev19:tasks12,v30-379772,False,False,False,True,False,False,True
552,35,central_repair_ring,central_repair_ring:outer bell path:rev18:tasks13,v30-476925,False,False,True,False,True,False,True
553,35,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev15:tasks11,v30-530650,True,False,False,False,False,False,True
554,35,roofward_archive,roofward_archive:cool archive lane:rev17:tasks16,v30-461691,False,True,True,False,False,False,True
555,35,archive_signal,archive_signal:paper lane:rev19:tasks10,v30-354851,False,False,False,True,False,False,True
556,35,signal_orchard,signal_orchard:dusk road:rev19:tasks14,v30-344838,False,False,False,False,True,False,True
557,35,orchard_riverbend,orchard_riverbend:market plank route:rev19:tasks12,v30-492287,True,False,False,False,False,False,True
558,35,central_repair_ring,central_repair_ring:outer bell path:rev18:tasks14,v30-477534,True,True,False,False,True,True,True
559,35,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev15:tasks11,v30-531136,False,False,False,False,False,True,True
560,36,archive_signal,archive_signal:paper lane:rev20:tasks10,v30-353645,False,False,True,False,False,True,True
561,36,signal_orchard,signal_orchard:dusk road:rev19:tasks14,v30-344513,True,False,False,False,False,False,True
562,36,orchard_riverbend,orchard_riverbend:market plank route:rev19:tasks13,v30-492086,False,True,False,False,False,False,True
563,36,central_repair_ring,central_repair_ring:outer bell path:rev18:tasks14,v30-477209,True,False,False,True,False,False,True
564,36,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev16:tasks11,v30-530935,False,False,True,False,True,False,True
565,36,roofward_archive,roofward_archive:glass stair:rev17:tasks16,v30-396663,True,False,False,False,False,False,True
566,36,archive_signal,archive_signal:paper lane:rev20:tasks10,v30-354131,False,False,False,False,False,False,True
567,36,signal_orchard,signal_orchard:dusk road:rev19:tasks14,v30-344999,False,False,False,True,False,False,True
568,36,orchard_riverbend,orchard_riverbend:market plank route:rev20:tasks13,v30-491603,False,False,True,False,False,False,True
569,36,central_repair_ring,central_repair_ring:outer bell path:rev18:tasks14,v30-477695,True,False,False,False,False,False,True
570,36,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev17:tasks11,v30-530815,True,False,True,False,False,False,True
571,36,roofward_archive,roofward_archive:glass stair:rev17:tasks16,v30-396419,False,False,False,True,False,False,True
572,36,archive_signal,archive_signal:paper lane:rev20:tasks10,v30-353887,False,False,False,False,True,False,True
573,36,signal_orchard,signal_orchard:river lantern loop:rev19:tasks14,v30-453908,True,False,False,False,False,False,True
574,36,orchard_riverbend,orchard_riverbend:market plank route:rev20:tasks14,v30-491483,True,True,False,False,False,False,True
575,36,central_repair_ring,central_repair_ring:outer bell path:rev18:tasks14,v30-477451,False,False,False,False,False,True,True
576,37,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev18:tasks11,v30-531425,False,False,True,False,False,True,True
577,37,roofward_archive,roofward_archive:cool archive lane:rev17:tasks16,v30-462094,True,False,False,False,False,False,True
578,37,archive_signal,archive_signal:paper lane:rev20:tasks11,v30-354486,False,True,False,False,False,False,True
579,37,signal_orchard,signal_orchard:river lantern loop:rev19:tasks14,v30-454394,False,False,False,False,False,False,True
580,37,orchard_riverbend,orchard_riverbend:market plank route:rev20:tasks14,v30-491239,True,False,False,False,True,False,True
581,37,central_repair_ring,central_repair_ring:outer bell path:rev18:tasks14,v30-477207,True,False,False,False,False,False,True
582,37,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev18:tasks11,v30-531181,False,False,False,False,False,False,True
583,37,roofward_archive,roofward_archive:cool archive lane:rev17:tasks16,v30-461850,False,False,False,True,False,False,True
584,37,archive_signal,archive_signal:paper lane:rev21:tasks11,v30-354352,False,False,True,False,False,False,True
585,37,signal_orchard,signal_orchard:river lantern loop:rev19:tasks14,v30-454150,True,False,False,False,False,False,True
586,37,orchard_riverbend,orchard_riverbend:market plank route:rev20:tasks15,v30-491849,False,True,False,False,False,False,True
587,37,central_repair_ring,central_repair_ring:outer bell path:rev18:tasks14,v30-477693,False,False,False,True,False,False,True
588,37,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev18:tasks11,v30-531667,False,False,False,False,True,False,True
589,37,roofward_archive,roofward_archive:cool archive lane:rev17:tasks16,v30-462336,True,False,False,False,False,True,True
590,37,archive_signal,archive_signal:paper lane:rev21:tasks11,v30-354108,False,False,False,False,False,False,True
591,37,signal_orchard,signal_orchard:river lantern loop:rev19:tasks14,v30-453906,False,False,False,False,False,True,True
592,38,orchard_riverbend,orchard_riverbend:market plank route:rev21:tasks15,v30-491726,False,False,True,False,False,True,True
593,38,central_repair_ring,central_repair_ring:outer bell path:rev18:tasks14,v30-477449,True,False,False,False,False,False,True
594,38,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev18:tasks12,v30-531550,False,True,False,False,False,False,True
595,38,roofward_archive,roofward_archive:cool archive lane:rev17:tasks16,v30-462092,False,False,False,True,False,False,True
596,38,archive_signal,archive_signal:paper lane:rev21:tasks11,v30-354594,False,False,False,False,True,False,True
597,38,signal_orchard,signal_orchard:river lantern loop:rev19:tasks14,v30-454392,True,False,False,False,False,False,True
598,38,orchard_riverbend,orchard_riverbend:market plank route:rev21:tasks15,v30-492212,False,False,False,False,False,False,True
599,38,central_repair_ring,central_repair_ring:outer bell path:rev18:tasks14,v30-477935,False,False,False,True,False,False,True
600,38,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev19:tasks12,v30-530709,False,False,True,False,False,False,True
601,38,roofward_archive,roofward_archive:cool archive lane:rev17:tasks16,v30-461127,True,False,False,False,False,False,True
602,38,archive_signal,archive_signal:paper lane:rev21:tasks12,v30-353742,False,True,False,False,False,False,True
603,38,signal_orchard,signal_orchard:river lantern loop:rev19:tasks14,v30-453427,False,False,False,True,False,False,True
604,38,orchard_riverbend,orchard_riverbend:market plank route:rev21:tasks15,v30-491247,False,False,False,False,True,False,True
605,38,central_repair_ring,central_repair_ring:inner repair yard:rev18:tasks14,v30-503627,True,False,False,False,False,False,True
606,38,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev19:tasks13,v30-531322,False,True,False,False,False,False,True
607,38,roofward_archive,roofward_archive:cool archive lane:rev17:tasks16,v30-461613,False,False,False,False,False,True,True
608,39,archive_signal,archive_signal:paper lane:rev22:tasks12,v30-354338,False,False,True,False,False,True,True
609,39,signal_orchard,signal_orchard:river lantern loop:rev19:tasks14,v30-453913,True,False,False,False,False,False,True
610,39,orchard_riverbend,orchard_riverbend:market plank route:rev21:tasks15,v30-491003,False,False,False,False,False,False,True
611,39,central_repair_ring,central_repair_ring:inner repair yard:rev18:tasks14,v30-503383,False,False,False,False,False,False,True
612,39,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev19:tasks13,v30-531078,False,False,False,False,True,False,True
613,39,roofward_archive,roofward_archive:cool archive lane:rev17:tasks16,v30-461369,True,False,False,False,False,False,True
614,39,archive_signal,archive_signal:stone kiosk path:rev22:tasks12,v30-425611,True,False,False,False,False,False,True
615,39,signal_orchard,signal_orchard:river lantern loop:rev19:tasks14,v30-453669,False,False,False,True,False,False,True
616,39,orchard_riverbend,orchard_riverbend:market plank route:rev22:tasks15,v30-491610,False,False,True,False,False,False,True
617,39,central_repair_ring,central_repair_ring:outer bell path:rev18:tasks14,v30-477212,True,False,False,False,False,False,True
618,39,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev19:tasks14,v30-531691,False,True,False,False,False,False,True
619,39,roofward_archive,roofward_archive:cool archive lane:rev17:tasks16,v30-461855,False,False,False,False,False,False,True
620,39,archive_signal,archive_signal:stone kiosk path:rev22:tasks12,v30-425367,True,False,False,False,True,True,True
621,39,signal_orchard,signal_orchard:river lantern loop:rev19:tasks14,v30-453425,True,False,False,False,False,False,True
622,39,orchard_riverbend,orchard_riverbend:market plank route:rev22:tasks16,v30-491490,False,True,False,False,False,False,True
623,39,central_repair_ring,central_repair_ring:outer bell path:rev18:tasks14,v30-476968,False,False,False,False,False,True,True
624,40,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev20:tasks14,v30-530454,False,False,True,False,True,True,True
625,40,roofward_archive,roofward_archive:glass stair:rev17:tasks16,v30-396422,True,False,False,False,False,False,True
626,40,archive_signal,archive_signal:stone kiosk path:rev22:tasks13,v30-425972,True,True,False,False,False,False,True
627,40,signal_orchard,signal_orchard:river lantern loop:rev19:tasks14,v30-453911,False,False,False,True,False,False,True
628,40,orchard_riverbend,orchard_riverbend:market plank route:rev22:tasks16,v30-491976,False,False,False,False,True,False,True
629,40,central_repair_ring,central_repair_ring:outer bell path:rev18:tasks14,v30-477454,True,False,False,False,False,False,True
630,40,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev20:tasks14,v30-530210,True,False,False,False,True,False,True
631,40,roofward_archive,roofward_archive:glass stair:rev17:tasks16,v30-396178,False,False,False,True,False,False,True
632,40,archive_signal,archive_signal:stone kiosk path:rev23:tasks13,v30-425844,False,False,True,False,False,False,True
633,40,signal_orchard,signal_orchard:river lantern loop:rev19:tasks14,v30-453667,True,False,False,False,False,False,True
634,40,orchard_riverbend,orchard_riverbend:market plank route:rev22:tasks17,v30-491856,False,True,False,False,False,False,True
635,40,central_repair_ring,central_repair_ring:outer bell path:rev18:tasks14,v30-477210,False,False,False,True,False,False,True
636,40,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev20:tasks14,v30-530696,True,False,False,False,True,False,True
637,40,roofward_archive,roofward_archive:cool archive lane:rev17:tasks16,v30-461853,True,False,False,False,False,False,True
638,40,archive_signal,archive_signal:stone kiosk path:rev23:tasks14,v30-426449,False,True,False,False,False,False,True
639,40,signal_orchard,signal_orchard:river lantern loop:rev19:tasks14,v30-454153,False,False,False,False,False,True,True
640,41,orchard_riverbend,orchard_riverbend:market plank route:rev23:tasks17,v30-491733,False,False,True,False,False,True,True
641,41,central_repair_ring,central_repair_ring:outer bell path:rev18:tasks14,v30-476966,True,False,False,False,False,False,True
642,41,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev20:tasks15,v30-530579,False,True,False,False,False,False,True
643,41,roofward_archive,roofward_archive:cool archive lane:rev17:tasks16,v30-461609,False,False,False,True,True,False,True
644,41,archive_signal,archive_signal:stone kiosk path:rev23:tasks14,v30-426205,False,False,False,False,True,False,True
645,41,signal_orchard,signal_orchard:river lantern loop:rev19:tasks14,v30-453909,True,False,False,False,False,False,True
646,41,orchard_riverbend,orchard_riverbend:market plank route:rev23:tasks17,v30-492219,False,False,False,False,False,False,True
647,41,central_repair_ring,central_repair_ring:outer bell path:rev18:tasks14,v30-477452,False,False,False,True,False,False,True
648,41,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev21:tasks15,v30-531189,False,False,True,False,False,False,True
649,41,roofward_archive,roofward_archive:glass stair:rev17:tasks16,v30-396906,True,False,False,False,True,False,True
650,41,archive_signal,archive_signal:stone kiosk path:rev23:tasks14,v30-425961,False,False,False,False,False,False,True
651,41,signal_orchard,signal_orchard:river lantern loop:rev19:tasks14,v30-453665,False,False,False,False,False,True,True
652,41,orchard_riverbend,orchard_riverbend:market plank route:rev23:tasks17,v30-491975,False,False,False,False,True,False,True
653,41,central_repair_ring,central_repair_ring:outer bell path:rev18:tasks14,v30-477208,True,False,False,False,False,False,True
654,41,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev21:tasks16,v30-531072,False,True,False,False,False,False,True
655,41,roofward_archive,roofward_archive:glass stair:rev17:tasks16,v30-396662,False,False,False,False,True,True,True
656,42,signal_orchard,signal_orchard:river lantern loop:rev20:tasks14,v30-453125,False,False,True,False,False,True,True
657,42,orchard_riverbend,orchard_riverbend:market plank route:rev23:tasks17,v30-492380,True,False,False,False,False,False,True
658,42,central_repair_ring,central_repair_ring:outer bell path:rev18:tasks15,v30-477736,False,True,False,False,False,False,True
659,42,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev21:tasks16,v30-531477,False,False,False,True,False,False,True
660,42,roofward_archive,roofward_archive:glass stair:rev17:tasks16,v30-396337,False,False,False,False,True,False,True
661,42,archive_signal,archive_signal:paper lane:rev23:tasks14,v30-354587,True,False,False,False,True,False,True
662,42,signal_orchard,signal_orchard:river lantern loop:rev20:tasks14,v30-452881,False,False,False,False,False,False,True
663,42,orchard_riverbend,orchard_riverbend:market plank route:rev23:tasks17,v30-492136,False,False,False,True,False,False,True
664,42,central_repair_ring,central_repair_ring:outer bell path:rev19:tasks15,v30-477612,False,False,True,False,False,False,True
665,42,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev21:tasks16,v30-531233,True,False,False,False,False,False,True
666,42,roofward_archive,roofward_archive:glass stair:rev17:tasks17,v30-396939,False,True,False,False,False,False,True
667,42,archive_signal,archive_signal:paper lane:rev23:tasks14,v30-355073,False,False,False,False,True,False,True
668,42,signal_orchard,signal_orchard:river lantern loop:rev20:tasks14,v30-453367,False,False,False,False,True,False,True
669,42,orchard_riverbend,orchard_riverbend:market plank route:rev23:tasks17,v30-492622,True,False,False,False,False,False,True
670,42,central_repair_ring,central_repair_ring:outer bell path:rev19:tasks15,v30-477368,True,False,False,False,False,False,True
671,42,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev21:tasks16,v30-530989,False,False,False,False,False,True,True
672,43,roofward_archive,roofward_archive:glass stair:rev18:tasks17,v30-396808,False,False,True,False,False,True,True
673,43,archive_signal,archive_signal:stone kiosk path:rev23:tasks14,v30-426364,True,False,False,False,False,False,True
674,43,signal_orchard,signal_orchard:river lantern loop:rev20:tasks15,v30-453244,False,True,False,False,True,False,True
675,43,orchard_riverbend,orchard_riverbend:market plank route:rev23:tasks17,v30-492378,False,False,False,True,False,False,True
676,43,central_repair_ring,central_repair_ring:outer bell path:rev20:tasks15,v30-476893,True,False,True,False,True,False,True
677,43,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev21:tasks16,v30-531475,True,False,False,False,False,False,True
678,43,roofward_archive,roofward_archive:glass stair:rev18:tasks17,v30-397294,False,False,False,False,False,False,True
679,43,archive_signal,archive_signal:stone kiosk path:rev23:tasks14,v30-426850,False,False,False,True,False,False,True
680,43,signal_orchard,signal_orchard:river lantern loop:rev21:tasks15,v30-453118,False,False,True,False,True,False,True
681,43,orchard_riverbend,orchard_riverbend:fen track:rev23:tasks17,v30-380105,True,False,False,False,False,False,True
682,43,central_repair_ring,central_repair_ring:outer bell path:rev21:tasks16,v30-476892,False,True,True,False,False,True,True
683,43,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev21:tasks16,v30-531231,False,False,False,True,False,False,True
684,43,roofward_archive,roofward_archive:glass stair:rev18:tasks17,v30-397050,False,False,False,False,True,False,True
685,43,archive_signal,archive_signal:stone kiosk path:rev23:tasks14,v30-426606,True,False,False,False,False,False,True
686,43,signal_orchard,signal_orchard:river lantern loop:rev21:tasks16,v30-453725,False,True,False,False,True,False,True
687,43,orchard_riverbend,orchard_riverbend:fen track:rev23:tasks17,v30-380591,False,False,False,False,False,True,True
688,44,central_repair_ring,central_repair_ring:outer bell path:rev22:tasks16,v30-477498,False,False,True,False,False,True,True
689,44,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev21:tasks16,v30-531717,True,False,False,False,False,False,True
690,44,roofward_archive,roofward_archive:glass stair:rev18:tasks17,v30-396806,False,False,False,False,False,False,True
691,44,archive_signal,archive_signal:stone kiosk path:rev23:tasks14,v30-426362,False,False,False,True,False,False,True
692,44,signal_orchard,signal_orchard:river lantern loop:rev21:tasks16,v30-453481,False,False,False,False,True,False,True
693,44,orchard_riverbend,orchard_riverbend:fen track:rev24:tasks17,v30-380459,True,False,True,False,True,False,True
694,44,central_repair_ring,central_repair_ring:outer bell path:rev22:tasks16,v30-477254,False,False,False,False,False,False,True
695,44,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev21:tasks16,v30-531473,False,False,False,False,False,False,True
696,44,roofward_archive,roofward_archive:glass stair:rev18:tasks17,v30-403759,False,False,True,False,False,False,True
697,44,archive_signal,archive_signal:stone kiosk path:rev23:tasks14,v30-426848,True,False,False,False,False,False,True
698,44,signal_orchard,signal_orchard:river lantern loop:rev21:tasks17,v30-454088,False,True,False,False,False,False,True
699,44,orchard_riverbend,orchard_riverbend:market plank route:rev25:tasks17,v30-493104,True,False,True,False,True,False,True
700,44,central_repair_ring,central_repair_ring:outer bell path:rev22:tasks16,v30-476289,False,False,False,False,True,False,True
701,44,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev21:tasks16,v30-530508,True,False,False,False,False,False,True
702,44,roofward_archive,roofward_archive:glass stair:rev18:tasks18,v30-396443,False,True,False,False,False,False,True
703,44,archive_signal,archive_signal:stone kiosk path:rev23:tasks14,v30-425883,False,False,False,False,False,True,True
704,45,signal_orchard,signal_orchard:river lantern loop:rev22:tasks17,v30-453241,False,False,True,False,False,True,True
705,45,orchard_riverbend,orchard_riverbend:market plank route:rev25:tasks17,v30-492139,True,False,False,False,False,False,True
706,45,central_repair_ring,central_repair_ring:outer bell path:rev22:tasks17,v30-476898,False,True,False,False,True,False,True
707,45,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev21:tasks16,v30-530994,False,False,False,True,False,False,True
708,45,roofward_archive,roofward_archive:glass stair:rev18:tasks18,v30-396929,False,False,False,False,True,False,True
709,45,archive_signal,archive_signal:stone kiosk path:rev23:tasks14,v30-426369,True,False,False,False,False,False,True
710,45,signal_orchard,signal_orchard:river lantern loop:rev23:tasks17,v30-453115,True,False,True,False,False,False,True
711,45,orchard_riverbend,orchard_riverbend:market plank route:rev25:tasks17,v30-491895,False,False,False,True,False,False,True
712,45,central_repair_ring,central_repair_ring:outer bell path:rev23:tasks17,v30-476774,False,False,True,False,True,False,True
713,45,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev21:tasks16,v30-530750,True,False,False,False,False,True,True
714,45,roofward_archive,roofward_archive:glass stair:rev18:tasks19,v30-396801,False,True,False,False,False,False,True
715,45,archive_signal,archive_signal:stone kiosk path:rev23:tasks14,v30-426125,False,False,False,True,False,False,True
716,45,signal_orchard,signal_orchard:river lantern loop:rev24:tasks17,v30-453719,True,False,True,False,True,False,True
717,45,orchard_riverbend,orchard_riverbend:market plank route:rev25:tasks17,v30-492381,True,False,False,False,False,False,True
718,45,central_repair_ring,central_repair_ring:outer bell path:rev23:tasks18,v30-477383,False,True,False,False,True,False,True
719,45,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev21:tasks16,v30-531236,False,False,False,False,False,True,True
720,46,roofward_archive,roofward_archive:glass stair:rev19:tasks19,v30-396670,False,False,True,False,False,True,True
721,46,archive_signal,archive_signal:paper lane:rev24:tasks14,v30-354456,True,False,True,False,False,False,True
722,46,signal_orchard,signal_orchard:river lantern loop:rev24:tasks18,v30-453596,True,True,False,False,False,False,True
723,46,orchard_riverbend,orchard_riverbend:market plank route:rev25:tasks17,v30-492137,False,False,False,True,False,False,True
724,46,central_repair_ring,central_repair_ring:outer bell path:rev23:tasks18,v30-477139,False,False,False,False,True,False,True
725,46,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev21:tasks16,v30-530992,True,False,False,False,False,False,True
726,46,roofward_archive,roofward_archive:glass stair:rev19:tasks19,v30-397156,False,False,False,False,False,False,True
727,46,archive_signal,archive_signal:paper lane:rev25:tasks14,v30-355052,False,False,True,False,False,False,True
728,46,signal_orchard,signal_orchard:river lantern loop:rev25:tasks18,v30-454200,True,False,True,False,False,False,True
729,46,orchard_riverbend,orchard_riverbend:market plank route:rev25:tasks17,v30-492623,True,False,False,False,False,False,True
730,46,central_repair_ring,central_repair_ring:outer bell path:rev23:tasks18,v30-476895,False,False,False,False,False,False,True
731,46,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev21:tasks16,v30-530748,False,False,False,True,False,False,True
732,46,roofward_archive,roofward_archive:glass stair:rev19:tasks19,v30-396912,False,False,False,False,True,False,True
733,46,archive_signal,archive_signal:stone kiosk path:rev26:tasks14,v30-426471,True,False,True,False,False,False,True
734,46,signal_orchard,signal_orchard:river lantern loop:rev25:tasks19,v30-454077,False,True,False,False,False,False,True
735,46,orchard_riverbend,orchard_riverbend:market plank route:rev25:tasks17,v30-492379,False,False,False,False,False,True,True
736,47,central_repair_ring,central_repair_ring:outer bell path:rev24:tasks18,v30-477501,False,False,True,False,False,True,True
737,47,riverbend_roofward,riverbend_roofward:river ford:rev21:tasks16,v30-409623,True,False,False,False,False,False,True
738,47,roofward_archive,roofward_archive:glass stair:rev20:tasks20,v30-395564,False,True,True,False,False,False,True
739,47,archive_signal,archive_signal:stone kiosk path:rev26:tasks14,v30-426957,True,False,False,True,False,False,True
740,47,signal_orchard,signal_orchard:river lantern loop:rev25:tasks19,v30-453833,False,False,False,False,True,False,True
741,47,orchard_riverbend,orchard_riverbend:market plank route:rev25:tasks17,v30-492135,True,False,False,False,False,False,True
742,47,central_repair_ring,central_repair_ring:outer bell path:rev24:tasks18,v30-477257,False,False,False,False,False,False,True
743,47,riverbend_roofward,riverbend_roofward:river ford:rev21:tasks16,v30-409379,False,False,False,True,False,False,True
744,47,roofward_archive,roofward_archive:glass stair:rev21:tasks20,v30-395433,False,False,True,False,False,True,True
745,47,archive_signal,archive_signal:stone kiosk path:rev26:tasks14,v30-426713,True,False,False,False,False,False,True
746,47,signal_orchard,signal_orchard:river lantern loop:rev25:tasks20,v30-453350,False,True,False,False,False,False,True
747,47,orchard_riverbend,orchard_riverbend:market plank route:rev25:tasks17,v30-492621,False,False,False,True,False,False,True
748,47,central_repair_ring,central_repair_ring:outer bell path:rev24:tasks18,v30-477743,False,False,False,False,True,False,True
749,47,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev21:tasks16,v30-531476,True,False,False,False,False,False,True
750,47,roofward_archive,roofward_archive:glass stair:rev22:tasks20,v30-395302,False,False,True,False,False,False,True
751,47,archive_signal,archive_signal:stone kiosk path:rev26:tasks14,v30-426469,True,False,False,False,False,True,True
752,48,orchard_riverbend,orchard_riverbend:market plank route:rev26:tasks17,v30-492417,False,False,True,False,False,True,True
753,48,central_repair_ring,central_repair_ring:inner repair yard:rev24:tasks18,v30-504077,True,False,False,False,False,False,True
754,48,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev21:tasks17,v30-531278,False,True,True,False,False,False,True
755,48,roofward_archive,roofward_archive:glass stair:rev22:tasks20,v30-395707,False,False,False,True,False,False,True
756,48,archive_signal,archive_signal:stone kiosk path:rev26:tasks14,v30-426874,True,False,False,False,True,False,True
757,48,signal_orchard,signal_orchard:river lantern loop:rev25:tasks20,v30-453511,True,False,False,False,False,False,True
758,48,orchard_riverbend,orchard_riverbend:market plank route:rev26:tasks17,v30-492903,False,False,False,False,False,False,True
759,48,central_repair_ring,central_repair_ring:inner repair yard:rev24:tasks18,v30-504563,False,False,False,True,False,False,True
760,48,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev22:tasks17,v30-531158,False,False,True,False,False,False,True
761,48,roofward_archive,roofward_archive:cool archive lane:rev22:tasks20,v30-460598,True,False,False,False,False,False,True
