tick_id,day,task_group_id,route_id,companion_route_id,avatar_task,companion_task,simultaneous,resource_conflict,fatigue_cost,recovery_delta,conflict_visible,resolution
476,32,group:32:11:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
477,32,group:32:12:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
478,32,group:32:13:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
479,32,group:32:14:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
480,33,group:33:0:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
481,33,group:33:1:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
482,33,group:33:2:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
483,33,group:33:3:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
484,33,group:33:4:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
485,33,group:33:5:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
486,33,group:33:6:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
487,33,group:33:7:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
488,33,group:33:8:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
489,33,group:33:9:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
490,33,group:33:10:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
491,33,group:33:11:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
492,33,group:33:12:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
493,33,group:33:13:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.0,True,parallel task
494,33,group:33:14:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
495,34,group:34:0:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
496,34,group:34:1:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
497,34,group:34:2:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
498,34,group:34:3:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
499,34,group:34:4:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
500,34,group:34:5:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
501,34,group:34:6:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
502,34,group:34:7:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
503,34,group:34:8:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
504,34,group:34:9:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
505,34,group:34:10:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
506,34,group:34:11:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
507,34,group:34:12:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
508,34,group:34:13:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
509,34,group:34:14:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
510,35,group:35:0:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
511,35,group:35:1:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
512,35,group:35:2:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
513,35,group:35:3:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
514,35,group:35:4:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
515,35,group:35:5:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
516,35,group:35:6:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
517,35,group:35:7:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
518,35,group:35:8:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
519,35,group:35:9:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
520,35,group:35:10:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
521,35,group:35:11:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
522,35,group:35:12:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
523,35,group:35:13:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
524,35,group:35:14:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
525,36,group:36:0:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
526,36,group:36:1:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
527,36,group:36:2:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.0,True,parallel task
528,36,group:36:3:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
529,36,group:36:4:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
530,36,group:36:5:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
531,36,group:36:6:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
532,36,group:36:7:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
533,36,group:36:8:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
534,36,group:36:9:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
535,36,group:36:10:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
536,36,group:36:11:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
537,36,group:36:12:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
538,36,group:36:13:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
539,36,group:36:14:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
540,37,group:37:0:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
541,37,group:37:1:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
542,37,group:37:2:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
543,37,group:37:3:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
544,37,group:37:4:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.0,True,parallel task
545,37,group:37:5:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
546,37,group:37:6:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
547,37,group:37:7:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
548,37,group:37:8:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
549,37,group:37:9:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
550,37,group:37:10:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
551,37,group:37:11:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
552,37,group:37:12:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
553,37,group:37:13:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
554,37,group:37:14:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
555,38,group:38:0:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
556,38,group:38:1:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
557,38,group:38:2:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
558,38,group:38:3:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
559,38,group:38:4:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
560,38,group:38:5:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
561,38,group:38:6:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
562,38,group:38:7:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
563,38,group:38:8:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
564,38,group:38:9:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
565,38,group:38:10:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
566,38,group:38:11:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
567,38,group:38:12:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
568,38,group:38:13:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
569,38,group:38:14:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
570,39,group:39:0:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
571,39,group:39:1:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
572,39,group:39:2:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
573,39,group:39:3:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
574,39,group:39:4:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
575,39,group:39:5:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
576,39,group:39:6:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
577,39,group:39:7:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
578,39,group:39:8:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
579,39,group:39:9:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
580,39,group:39:10:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
581,39,group:39:11:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
582,39,group:39:12:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
583,39,group:39:13:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
584,39,group:39:14:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
585,40,group:40:0:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
586,40,group:40:1:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
587,40,group:40:2:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
588,40,group:40:3:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
589,40,group:40:4:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
590,40,group:40:5:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
591,40,group:40:6:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
592,40,group:40:7:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
593,40,group:40:8:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
594,40,group:40:9:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
595,40,group:40:10:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.0,True,parallel task
596,40,group:40:11:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
597,40,group:40:12:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
598,40,group:40:13:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
599,40,group:40:14:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
600,41,group:41:0:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
601,41,group:41:1:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
602,41,group:41:2:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
603,41,group:41:3:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
604,41,group:41:4:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
605,41,group:41:5:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
606,41,group:41:6:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
607,41,group:41:7:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
608,41,group:41:8:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
609,41,group:41:9:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
610,41,group:41:10:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
611,41,group:41:11:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
612,41,group:41:12:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
613,41,group:41:13:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
614,41,group:41:14:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
615,42,group:42:0:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
616,42,group:42:1:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
617,42,group:42:2:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
618,42,group:42:3:2,archive_signal,signal_orchard,split cargo,hold spare route,True,True,0.056,0.03,True,split task
619,42,group:42:4:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
620,42,group:42:5:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
621,42,group:42:6:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
622,42,group:42:7:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
623,42,group:42:8:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
624,42,group:42:9:2,archive_signal,signal_orchard,split cargo,hold spare route,True,True,0.056,0.03,True,split task
625,42,group:42:10:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
626,42,group:42:11:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
627,42,group:42:12:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
628,42,group:42:13:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
629,42,group:42:14:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
630,43,group:43:0:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
631,43,group:43:1:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
632,43,group:43:2:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
633,43,group:43:3:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
634,43,group:43:4:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
635,43,group:43:5:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
636,43,group:43:6:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
637,43,group:43:7:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
638,43,group:43:8:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
639,43,group:43:9:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
640,43,group:43:10:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
641,43,group:43:11:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
642,43,group:43:12:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
643,43,group:43:13:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
644,43,group:43:14:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
645,44,group:44:0:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
646,44,group:44:1:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
647,44,group:44:2:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
648,44,group:44:3:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
649,44,group:44:4:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
650,44,group:44:5:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
651,44,group:44:6:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
652,44,group:44:7:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
653,44,group:44:8:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
654,44,group:44:9:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
655,44,group:44:10:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
656,44,group:44:11:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
657,44,group:44:12:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
658,44,group:44:13:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
659,44,group:44:14:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
660,45,group:45:0:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
661,45,group:45:1:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
662,45,group:45:2:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
663,45,group:45:3:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
664,45,group:45:4:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
665,45,group:45:5:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,False,parallel task
666,45,group:45:6:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
667,45,group:45:7:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
668,45,group:45:8:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
669,45,group:45:9:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
670,45,group:45:10:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
671,45,group:45:11:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
672,45,group:45:12:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
673,45,group:45:13:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
674,45,group:45:14:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
675,46,group:46:0:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
676,46,group:46:1:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
677,46,group:46:2:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
678,46,group:46:3:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
679,46,group:46:4:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
680,46,group:46:5:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.0,True,parallel task
681,46,group:46:6:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
682,46,group:46:7:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
683,46,group:46:8:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
684,46,group:46:9:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
685,46,group:46:10:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
686,46,group:46:11:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
687,46,group:46:12:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
688,46,group:46:13:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
689,46,group:46:14:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
690,47,group:47:0:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
691,47,group:47:1:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
692,47,group:47:2:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
693,47,group:47:3:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
694,47,group:47:4:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
695,47,group:47:5:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
696,47,group:47:6:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
697,47,group:47:7:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
698,47,group:47:8:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
699,47,group:47:9:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
700,47,group:47:10:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
701,47,group:47:11:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
702,47,group:47:12:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
703,47,group:47:13:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,False,parallel task
704,47,group:47:14:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
705,48,group:48:0:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
706,48,group:48:1:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
707,48,group:48:2:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
708,48,group:48:3:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
709,48,group:48:4:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
710,48,group:48:5:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
711,48,group:48:6:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
712,48,group:48:7:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
713,48,group:48:8:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
