tick_id,day,settlement_id,resident_id,resident_goal,goal_priority,goal_pressure_before,goal_pressure_after,avatar_visible,resident_goal_owned,private_workspace_sealed,visible_goal_marker,frequency_hz,flower_phase
1495,84,lichen_bridge,Luma,weave spare rope,0.52,0.88,0.88,True,True,True,Luma:weave spare rope,30.198,0.333167
1496,84,orchid_engine,Dax,tend orchid lamp,0.5525,0.88,0.88,True,True,True,Dax:tend orchid lamp,32.540475,0.360333
1497,84,moss_ward,Tala,prepare warm-cup ritual,0.585,0.88,0.88,True,True,True,Tala:prepare warm-cup ritual,27.90295,0.3185
1498,84,glass_harbor,Nia,keep public lamp bright,0.5175,0.31575,0.3161,True,True,True,Nia:keep public lamp bright,29.032425,0.335667
1499,84,cinder_garden,Pax,sort ember fruit,0.65,0.88,0.88,True,True,True,Pax:sort ember fruit,31.6279,0.360833
1500,84,lichen_bridge,Rin,mark signal bell,0.52,0.88,0.88,True,True,True,Rin:mark signal bell,30.273,0.354
1501,84,orchid_engine,Eli,prepare steam tea,0.5525,0.88,0.88,True,True,True,Eli:prepare steam tea,32.615475,0.381167
1502,84,moss_ward,Ari,keep rain path dry,0.485,0.3138,0.3135,True,True,True,Ari:keep rain path dry,27.95495,0.339333
1503,84,glass_harbor,Oren,mend net before fog,0.6175,0.88,0.88,True,True,True,Oren:mend net before fog,29.130425,0.3565
1504,84,cinder_garden,Vale,cool ash path,0.65,0.88,0.88,True,True,True,Vale:cool ash path,31.7029,0.381667
1505,84,lichen_bridge,Sol,prepare shared bowl,0.52,0.88,0.88,True,True,True,Sol:prepare shared bowl,30.348,0.374833
1506,84,orchid_engine,Bea,listen to valve pulse,0.4525,0.3151,0.31415,True,True,True,Bea:listen to valve pulse,32.667475,0.402
1507,84,moss_ward,Fay,repair blanket loom,0.585,0.88,0.88,True,True,True,Fay:repair blanket loom,28.05295,0.360167
1508,84,glass_harbor,Puck,seal fog catcher,0.6175,0.88,0.88,True,True,True,Puck:seal fog catcher,29.205425,0.377333
1509,84,cinder_garden,Wren,guard seed calendar,0.65,0.88,0.88,True,True,True,Wren:guard seed calendar,31.7779,0.4025
1510,84,lichen_bridge,Kio,test rope bridge,0.42,0.3164,0.3148,True,True,True,Kio:test rope bridge,30.4,0.395667
1511,84,orchid_engine,Cai,clean gear wash,0.5525,0.88,0.88,True,True,True,Cai:clean gear wash,32.765475,0.422833
1512,85,glass_harbor,Nia,mend net before fog,0.42,0.3161,0.3145,True,True,True,Nia:mend net before fog,29.22,0.394714
1513,85,cinder_garden,Pax,cool ash path,0.5525,0.88,0.88,True,True,True,Pax:cool ash path,31.815475,0.419881
1514,85,lichen_bridge,Rin,prepare shared bowl,0.585,0.88,0.88,True,True,True,Rin:prepare shared bowl,30.49795,0.413048
1515,85,orchid_engine,Eli,listen to valve pulse,0.6175,0.88,0.88,True,True,True,Eli:listen to valve pulse,32.840425,0.440214
1516,85,moss_ward,Ari,repair blanket loom,0.55,0.3135,0.3145,True,True,True,Ari:repair blanket loom,28.1799,0.398381
1517,85,glass_harbor,Oren,seal fog catcher,0.52,0.88,0.88,True,True,True,Oren:seal fog catcher,29.318,0.415548
1518,85,cinder_garden,Vale,guard seed calendar,0.5525,0.88,0.88,True,True,True,Vale:guard seed calendar,31.890475,0.440714
1519,85,lichen_bridge,Sol,test rope bridge,0.585,0.88,0.88,True,True,True,Sol:test rope bridge,30.57295,0.433881
1520,85,orchid_engine,Bea,clean gear wash,0.5175,0.31415,0.3145,True,True,True,Bea:clean gear wash,32.892425,0.461048
1521,85,moss_ward,Fay,protect root archive,0.65,0.88,0.88,True,True,True,Fay:protect root archive,28.2779,0.419214
1522,85,glass_harbor,Puck,prepare crossing tea,0.52,0.88,0.88,True,True,True,Puck:prepare crossing tea,29.393,0.436381
1523,85,cinder_garden,Wren,shade seed rows,0.5525,0.88,0.88,True,True,True,Wren:shade seed rows,31.965475,0.461548
1524,85,lichen_bridge,Kio,weave spare rope,0.485,0.3148,0.3145,True,True,True,Kio:weave spare rope,30.62495,0.454714
1525,85,orchid_engine,Cai,tend orchid lamp,0.6175,0.88,0.88,True,True,True,Cai:tend orchid lamp,32.990425,0.481881
1526,85,moss_ward,Milo,prepare warm-cup ritual,0.65,0.88,0.88,True,True,True,Milo:prepare warm-cup ritual,28.3529,0.440048
1527,85,glass_harbor,Sera,keep public lamp bright,0.52,0.88,0.88,True,True,True,Sera:keep public lamp bright,29.468,0.457214
1528,85,cinder_garden,Juno,sort ember fruit,0.4525,0.31545,0.3145,True,True,True,Juno:sort ember fruit,32.017475,0.482381
1529,85,lichen_bridge,Luma,mark signal bell,0.585,0.88,0.88,True,True,True,Luma:mark signal bell,30.72295,0.475548
1530,86,moss_ward,Ari,protect root archive,0.4525,0.3145,0.31355,True,True,True,Ari:protect root archive,28.367475,0.457429
1531,86,glass_harbor,Oren,prepare crossing tea,0.585,0.88,0.88,True,True,True,Oren:prepare crossing tea,29.54295,0.474595
1532,86,cinder_garden,Vale,shade seed rows,0.6175,0.88,0.88,True,True,True,Vale:shade seed rows,32.115425,0.499762
1533,86,lichen_bridge,Sol,weave spare rope,0.65,0.88,0.88,True,True,True,Sol:weave spare rope,30.7979,0.492929
1534,86,orchid_engine,Bea,tend orchid lamp,0.42,0.3145,0.3129,True,True,True,Bea:tend orchid lamp,33.08,0.520095
1535,86,moss_ward,Fay,prepare warm-cup ritual,0.5525,0.88,0.88,True,True,True,Fay:prepare warm-cup ritual,28.465475,0.478262
1536,86,glass_harbor,Puck,keep public lamp bright,0.585,0.88,0.88,True,True,True,Puck:keep public lamp bright,29.61795,0.495429
1537,86,cinder_garden,Wren,sort ember fruit,0.6175,0.88,0.88,True,True,True,Wren:sort ember fruit,32.190425,0.520595
1538,86,lichen_bridge,Kio,mark signal bell,0.55,0.3145,0.3155,True,True,True,Kio:mark signal bell,30.8499,0.513762
1539,86,orchid_engine,Cai,prepare steam tea,0.52,0.88,0.88,True,True,True,Cai:prepare steam tea,33.178,0.540929
1540,86,moss_ward,Milo,keep rain path dry,0.5525,0.88,0.88,True,True,True,Milo:keep rain path dry,28.540475,0.499095
1541,86,glass_harbor,Sera,mend net before fog,0.585,0.88,0.88,True,True,True,Sera:mend net before fog,29.69295,0.516262
1542,86,cinder_garden,Juno,cool ash path,0.5175,0.3145,0.31485,True,True,True,Juno:cool ash path,32.242425,0.541429
1543,86,lichen_bridge,Luma,prepare shared bowl,0.65,0.88,0.88,True,True,True,Luma:prepare shared bowl,30.9479,0.534595
1544,86,orchid_engine,Dax,listen to valve pulse,0.52,0.88,0.88,True,True,True,Dax:listen to valve pulse,33.253,0.561762
1545,86,moss_ward,Tala,repair blanket loom,0.5525,0.88,0.88,True,True,True,Tala:repair blanket loom,28.615475,0.519929
1546,86,glass_harbor,Nia,seal fog catcher,0.485,0.3145,0.3142,True,True,True,Nia:seal fog catcher,29.74495,0.537095
1547,86,cinder_garden,Pax,guard seed calendar,0.6175,0.88,0.88,True,True,True,Pax:guard seed calendar,32.340425,0.562262
1548,87,orchid_engine,Bea,prepare steam tea,0.485,0.3129,0.3126,True,True,True,Bea:prepare steam tea,33.30495,0.579143
1549,87,moss_ward,Fay,keep rain path dry,0.6175,0.88,0.88,True,True,True,Fay:keep rain path dry,28.690425,0.53731
1550,87,glass_harbor,Puck,mend net before fog,0.65,0.88,0.88,True,True,True,Puck:mend net before fog,29.8429,0.554476
1551,87,cinder_garden,Wren,cool ash path,0.52,0.88,0.88,True,True,True,Wren:cool ash path,32.378,0.579643
1552,87,lichen_bridge,Kio,prepare shared bowl,0.4525,0.3155,0.31455,True,True,True,Kio:prepare shared bowl,31.037475,0.57281
1553,87,orchid_engine,Cai,listen to valve pulse,0.585,0.88,0.88,True,True,True,Cai:listen to valve pulse,33.40295,0.599976
1554,87,moss_ward,Milo,repair blanket loom,0.6175,0.88,0.88,True,True,True,Milo:repair blanket loom,28.765425,0.558143
1555,87,glass_harbor,Sera,seal fog catcher,0.65,0.88,0.88,True,True,True,Sera:seal fog catcher,29.9179,0.57531
1556,87,cinder_garden,Juno,guard seed calendar,0.42,0.31485,0.31325,True,True,True,Juno:guard seed calendar,32.43,0.600476
1557,87,lichen_bridge,Luma,test rope bridge,0.5525,0.88,0.88,True,True,True,Luma:test rope bridge,31.135475,0.593643
1558,87,orchid_engine,Dax,clean gear wash,0.585,0.88,0.88,True,True,True,Dax:clean gear wash,33.47795,0.62081
1559,87,moss_ward,Tala,protect root archive,0.6175,0.88,0.88,True,True,True,Tala:protect root archive,28.840425,0.578976
1560,87,glass_harbor,Nia,prepare crossing tea,0.55,0.3142,0.3152,True,True,True,Nia:prepare crossing tea,29.9699,0.596143
1561,87,cinder_garden,Pax,shade seed rows,0.52,0.88,0.88,True,True,True,Pax:shade seed rows,32.528,0.62131
1562,87,lichen_bridge,Rin,weave spare rope,0.5525,0.88,0.88,True,True,True,Rin:weave spare rope,31.210475,0.614476
1563,87,orchid_engine,Eli,tend orchid lamp,0.585,0.88,0.88,True,True,True,Eli:tend orchid lamp,33.55295,0.641643
1564,87,moss_ward,Ari,prepare warm-cup ritual,0.5175,0.31355,0.3139,True,True,True,Ari:prepare warm-cup ritual,28.892425,0.59981
1565,87,glass_harbor,Oren,keep public lamp bright,0.65,0.88,0.88,True,True,True,Oren:keep public lamp bright,30.0679,0.616976
1566,88,lichen_bridge,Kio,test rope bridge,0.5175,0.31455,0.3149,True,True,True,Kio:test rope bridge,31.262425,0.631857
1567,88,orchid_engine,Cai,clean gear wash,0.65,0.88,0.88,True,True,True,Cai:clean gear wash,33.6279,0.659024
1568,88,moss_ward,Milo,protect root archive,0.52,0.88,0.88,True,True,True,Milo:protect root archive,28.953,0.61719
1569,88,glass_harbor,Sera,prepare crossing tea,0.5525,0.88,0.88,True,True,True,Sera:prepare crossing tea,30.105475,0.634357
1570,88,cinder_garden,Juno,shade seed rows,0.485,0.31325,0.31295,True,True,True,Juno:shade seed rows,32.65495,0.659524
1571,88,lichen_bridge,Luma,weave spare rope,0.6175,0.88,0.88,True,True,True,Luma:weave spare rope,31.360425,0.65269
1572,88,orchid_engine,Dax,tend orchid lamp,0.65,0.88,0.88,True,True,True,Dax:tend orchid lamp,33.7029,0.679857
1573,88,moss_ward,Tala,prepare warm-cup ritual,0.52,0.88,0.88,True,True,True,Tala:prepare warm-cup ritual,29.028,0.638024
1574,88,glass_harbor,Nia,keep public lamp bright,0.4525,0.3152,0.31425,True,True,True,Nia:keep public lamp bright,30.157475,0.65519
1575,88,cinder_garden,Pax,sort ember fruit,0.585,0.88,0.88,True,True,True,Pax:sort ember fruit,32.75295,0.680357
1576,88,lichen_bridge,Rin,mark signal bell,0.6175,0.88,0.88,True,True,True,Rin:mark signal bell,31.435425,0.673524
1577,88,orchid_engine,Eli,prepare steam tea,0.65,0.88,0.88,True,True,True,Eli:prepare steam tea,33.7779,0.70069
1578,88,moss_ward,Ari,keep rain path dry,0.42,0.3139,0.3123,True,True,True,Ari:keep rain path dry,29.08,0.658857
1579,88,glass_harbor,Oren,mend net before fog,0.5525,0.88,0.88,True,True,True,Oren:mend net before fog,30.255475,0.676024
1580,88,cinder_garden,Vale,cool ash path,0.585,0.88,0.88,True,True,True,Vale:cool ash path,32.82795,0.70119
1581,88,lichen_bridge,Sol,prepare shared bowl,0.6175,0.88,0.88,True,True,True,Sol:prepare shared bowl,31.510425,0.694357
1582,88,orchid_engine,Bea,listen to valve pulse,0.55,0.3126,0.3136,True,True,True,Bea:listen to valve pulse,33.8299,0.721524
1583,88,moss_ward,Fay,repair blanket loom,0.52,0.88,0.88,True,True,True,Fay:repair blanket loom,29.178,0.67969
1584,89,cinder_garden,Juno,sort ember fruit,0.55,0.31295,0.31395,True,True,True,Juno:sort ember fruit,32.8799,0.718571
1585,89,lichen_bridge,Luma,mark signal bell,0.52,0.88,0.88,True,True,True,Luma:mark signal bell,31.548,0.711738
1586,89,orchid_engine,Dax,prepare steam tea,0.5525,0.88,0.88,True,True,True,Dax:prepare steam tea,33.890475,0.738905
1587,89,moss_ward,Tala,keep rain path dry,0.585,0.88,0.88,True,True,True,Tala:keep rain path dry,29.25295,0.697071
1588,89,glass_harbor,Nia,mend net before fog,0.5175,0.31425,0.3146,True,True,True,Nia:mend net before fog,30.382425,0.714238
1589,89,cinder_garden,Pax,cool ash path,0.65,0.88,0.88,True,True,True,Pax:cool ash path,32.9779,0.739405
1590,89,lichen_bridge,Rin,prepare shared bowl,0.52,0.88,0.88,True,True,True,Rin:prepare shared bowl,31.623,0.732571
1591,89,orchid_engine,Eli,listen to valve pulse,0.5525,0.88,0.88,True,True,True,Eli:listen to valve pulse,33.965475,0.759738
1592,89,moss_ward,Ari,repair blanket loom,0.485,0.3123,0.312,True,True,True,Ari:repair blanket loom,29.30495,0.717905
1593,89,glass_harbor,Oren,seal fog catcher,0.6175,0.88,0.88,True,True,True,Oren:seal fog catcher,30.480425,0.735071
1594,89,cinder_garden,Vale,guard seed calendar,0.65,0.88,0.88,True,True,True,Vale:guard seed calendar,33.0529,0.760238
1595,89,lichen_bridge,Sol,test rope bridge,0.52,0.88,0.88,True,True,True,Sol:test rope bridge,31.698,0.753405
1596,89,orchid_engine,Bea,clean gear wash,0.4525,0.3136,0.31265,True,True,True,Bea:clean gear wash,34.017475,0.780571
1597,89,moss_ward,Fay,protect root archive,0.585,0.88,0.88,True,True,True,Fay:protect root archive,29.40295,0.738738
1598,89,glass_harbor,Puck,prepare crossing tea,0.6175,0.88,0.88,True,True,True,Puck:prepare crossing tea,30.555425,0.755905
1599,89,cinder_garden,Wren,shade seed rows,0.65,0.88,0.88,True,True,True,Wren:shade seed rows,33.1279,0.781071
1600,89,lichen_bridge,Kio,weave spare rope,0.42,0.3149,0.3133,True,True,True,Kio:weave spare rope,31.75,0.774238
1601,89,orchid_engine,Cai,tend orchid lamp,0.5525,0.88,0.88,True,True,True,Cai:tend orchid lamp,34.115475,0.801405
1602,90,glass_harbor,Nia,seal fog catcher,0.42,0.3146,0.313,True,True,True,Nia:seal fog catcher,30.57,0.773286
1603,90,cinder_garden,Pax,guard seed calendar,0.5525,0.88,0.88,True,True,True,Pax:guard seed calendar,33.165475,0.798452
1604,90,lichen_bridge,Rin,test rope bridge,0.585,0.88,0.88,True,True,True,Rin:test rope bridge,31.84795,0.791619
1605,90,orchid_engine,Eli,clean gear wash,0.6175,0.88,0.88,True,True,True,Eli:clean gear wash,34.190425,0.818786
1606,90,moss_ward,Ari,protect root archive,0.55,0.312,0.313,True,True,True,Ari:protect root archive,29.5299,0.776952
1607,90,glass_harbor,Oren,prepare crossing tea,0.52,0.88,0.88,True,True,True,Oren:prepare crossing tea,30.668,0.794119
1608,90,cinder_garden,Vale,shade seed rows,0.5525,0.88,0.88,True,True,True,Vale:shade seed rows,33.240475,0.819286
1609,90,lichen_bridge,Sol,weave spare rope,0.585,0.88,0.88,True,True,True,Sol:weave spare rope,31.92295,0.812452
1610,90,orchid_engine,Bea,tend orchid lamp,0.5175,0.31265,0.313,True,True,True,Bea:tend orchid lamp,34.242425,0.839619
1611,90,moss_ward,Fay,prepare warm-cup ritual,0.65,0.88,0.88,True,True,True,Fay:prepare warm-cup ritual,29.6279,0.797786
1612,90,glass_harbor,Puck,keep public lamp bright,0.52,0.88,0.88,True,True,True,Puck:keep public lamp bright,30.743,0.814952
1613,90,cinder_garden,Wren,sort ember fruit,0.5525,0.88,0.88,True,True,True,Wren:sort ember fruit,33.315475,0.840119
1614,90,lichen_bridge,Kio,mark signal bell,0.485,0.3133,0.313,True,True,True,Kio:mark signal bell,31.97495,0.833286
1615,90,orchid_engine,Cai,prepare steam tea,0.6175,0.88,0.88,True,True,True,Cai:prepare steam tea,34.340425,0.860452
1616,90,moss_ward,Milo,keep rain path dry,0.65,0.88,0.88,True,True,True,Milo:keep rain path dry,29.7029,0.818619
1617,90,glass_harbor,Sera,mend net before fog,0.52,0.88,0.88,True,True,True,Sera:mend net before fog,30.818,0.835786
1618,90,cinder_garden,Juno,cool ash path,0.4525,0.31395,0.313,True,True,True,Juno:cool ash path,33.367475,0.860952
1619,90,lichen_bridge,Luma,prepare shared bowl,0.585,0.88,0.88,True,True,True,Luma:prepare shared bowl,32.07295,0.854119
1620,91,moss_ward,Ari,prepare warm-cup ritual,0.4525,0.313,0.31205,True,True,True,Ari:prepare warm-cup ritual,29.717475,0.836
1621,91,glass_harbor,Oren,keep public lamp bright,0.585,0.88,0.88,True,True,True,Oren:keep public lamp bright,30.89295,0.853167
1622,91,cinder_garden,Vale,sort ember fruit,0.6175,0.88,0.88,True,True,True,Vale:sort ember fruit,33.465425,0.878333
1623,91,lichen_bridge,Sol,mark signal bell,0.65,0.88,0.88,True,True,True,Sol:mark signal bell,32.1479,0.8715
1624,91,orchid_engine,Bea,prepare steam tea,0.42,0.313,0.3114,True,True,True,Bea:prepare steam tea,34.43,0.898667
1625,91,moss_ward,Fay,keep rain path dry,0.5525,0.88,0.88,True,True,True,Fay:keep rain path dry,29.815475,0.856833
1626,91,glass_harbor,Puck,mend net before fog,0.585,0.88,0.88,True,True,True,Puck:mend net before fog,30.96795,0.874
1627,91,cinder_garden,Wren,cool ash path,0.6175,0.88,0.88,True,True,True,Wren:cool ash path,33.540425,0.899167
1628,91,lichen_bridge,Kio,prepare shared bowl,0.55,0.313,0.314,True,True,True,Kio:prepare shared bowl,32.1999,0.892333
1629,91,orchid_engine,Cai,listen to valve pulse,0.52,0.88,0.88,True,True,True,Cai:listen to valve pulse,34.528,0.9195
1630,91,moss_ward,Milo,repair blanket loom,0.5525,0.88,0.88,True,True,True,Milo:repair blanket loom,29.890475,0.877667
1631,91,glass_harbor,Sera,seal fog catcher,0.585,0.88,0.88,True,True,True,Sera:seal fog catcher,31.04295,0.894833
1632,91,cinder_garden,Juno,guard seed calendar,0.5175,0.313,0.31335,True,True,True,Juno:guard seed calendar,33.592425,0.92
1633,91,lichen_bridge,Luma,test rope bridge,0.65,0.88,0.88,True,True,True,Luma:test rope bridge,32.2979,0.913167
1634,91,orchid_engine,Dax,clean gear wash,0.52,0.88,0.88,True,True,True,Dax:clean gear wash,34.603,0.940333
1635,91,moss_ward,Tala,protect root archive,0.5525,0.88,0.88,True,True,True,Tala:protect root archive,29.965475,0.8985
1636,91,glass_harbor,Nia,prepare crossing tea,0.485,0.313,0.3127,True,True,True,Nia:prepare crossing tea,31.09495,0.915667
1637,91,cinder_garden,Pax,shade seed rows,0.6175,0.88,0.88,True,True,True,Pax:shade seed rows,33.690425,0.940833
1638,92,orchid_engine,Bea,listen to valve pulse,0.485,0.3114,0.3111,True,True,True,Bea:listen to valve pulse,34.65495,0.957714
1639,92,moss_ward,Fay,repair blanket loom,0.6175,0.88,0.88,True,True,True,Fay:repair blanket loom,30.040425,0.915881
1640,92,glass_harbor,Puck,seal fog catcher,0.65,0.88,0.88,True,True,True,Puck:seal fog catcher,31.1929,0.933048
1641,92,cinder_garden,Wren,guard seed calendar,0.52,0.88,0.88,True,True,True,Wren:guard seed calendar,33.728,0.958214
1642,92,lichen_bridge,Kio,test rope bridge,0.4525,0.314,0.31305,True,True,True,Kio:test rope bridge,32.387475,0.951381
1643,92,orchid_engine,Cai,clean gear wash,0.585,0.88,0.88,True,True,True,Cai:clean gear wash,34.75295,0.978548
1644,92,moss_ward,Milo,protect root archive,0.6175,0.88,0.88,True,True,True,Milo:protect root archive,30.115425,0.936714
1645,92,glass_harbor,Sera,prepare crossing tea,0.65,0.88,0.88,True,True,True,Sera:prepare crossing tea,31.2679,0.953881
1646,92,cinder_garden,Juno,shade seed rows,0.42,0.31335,0.31175,True,True,True,Juno:shade seed rows,33.78,0.979048
1647,92,lichen_bridge,Luma,weave spare rope,0.5525,0.88,0.88,True,True,True,Luma:weave spare rope,32.485475,0.972214
1648,92,orchid_engine,Dax,tend orchid lamp,0.585,0.88,0.88,True,True,True,Dax:tend orchid lamp,34.82795,0.999381
1649,92,moss_ward,Tala,prepare warm-cup ritual,0.6175,0.88,0.88,True,True,True,Tala:prepare warm-cup ritual,30.190425,0.957548
1650,92,glass_harbor,Nia,keep public lamp bright,0.55,0.3127,0.3137,True,True,True,Nia:keep public lamp bright,31.3199,0.974714
1651,92,cinder_garden,Pax,sort ember fruit,0.52,0.88,0.88,True,True,True,Pax:sort ember fruit,33.878,0.999881
1652,92,lichen_bridge,Rin,mark signal bell,0.5525,0.88,0.88,True,True,True,Rin:mark signal bell,32.560475,0.993048
1653,92,orchid_engine,Eli,prepare steam tea,0.585,0.88,0.88,True,True,True,Eli:prepare steam tea,34.90295,0.020214
1654,92,moss_ward,Ari,keep rain path dry,0.5175,0.31205,0.3124,True,True,True,Ari:keep rain path dry,30.242425,0.978381
1655,92,glass_harbor,Oren,mend net before fog,0.65,0.88,0.88,True,True,True,Oren:mend net before fog,31.4179,0.995548
1656,93,lichen_bridge,Kio,weave spare rope,0.5175,0.31305,0.3134,True,True,True,Kio:weave spare rope,32.612425,0.010429
1657,93,orchid_engine,Cai,tend orchid lamp,0.65,0.88,0.88,True,True,True,Cai:tend orchid lamp,34.9779,0.037595
1658,93,moss_ward,Milo,prepare warm-cup ritual,0.52,0.88,0.88,True,True,True,Milo:prepare warm-cup ritual,30.303,0.995762
1659,93,glass_harbor,Sera,keep public lamp bright,0.5525,0.88,0.88,True,True,True,Sera:keep public lamp bright,31.455475,0.012929
1660,93,cinder_garden,Juno,sort ember fruit,0.485,0.31175,0.31145,True,True,True,Juno:sort ember fruit,34.00495,0.038095
1661,93,lichen_bridge,Luma,mark signal bell,0.6175,0.88,0.88,True,True,True,Luma:mark signal bell,32.710425,0.031262
1662,93,orchid_engine,Dax,prepare steam tea,0.65,0.88,0.88,True,True,True,Dax:prepare steam tea,35.0529,0.058429
1663,93,moss_ward,Tala,keep rain path dry,0.52,0.88,0.88,True,True,True,Tala:keep rain path dry,30.378,0.016595
1664,93,glass_harbor,Nia,mend net before fog,0.4525,0.3137,0.31275,True,True,True,Nia:mend net before fog,31.507475,0.033762
1665,93,cinder_garden,Pax,cool ash path,0.585,0.88,0.88,True,True,True,Pax:cool ash path,34.10295,0.058929
1666,93,lichen_bridge,Rin,prepare shared bowl,0.6175,0.88,0.88,True,True,True,Rin:prepare shared bowl,32.785425,0.052095
1667,93,orchid_engine,Eli,listen to valve pulse,0.65,0.88,0.88,True,True,True,Eli:listen to valve pulse,35.1279,0.079262
1668,93,moss_ward,Ari,repair blanket loom,0.42,0.3124,0.3108,True,True,True,Ari:repair blanket loom,30.43,0.037429
1669,93,glass_harbor,Oren,seal fog catcher,0.5525,0.88,0.88,True,True,True,Oren:seal fog catcher,31.605475,0.054595
1670,93,cinder_garden,Vale,guard seed calendar,0.585,0.88,0.88,True,True,True,Vale:guard seed calendar,34.17795,0.079762
1671,93,lichen_bridge,Sol,test rope bridge,0.6175,0.88,0.88,True,True,True,Sol:test rope bridge,32.860425,0.072929
1672,93,orchid_engine,Bea,clean gear wash,0.55,0.3111,0.3121,True,True,True,Bea:clean gear wash,35.1799,0.100095
1673,93,moss_ward,Fay,protect root archive,0.52,0.88,0.88,True,True,True,Fay:protect root archive,30.528,0.058262
1674,94,cinder_garden,Juno,cool ash path,0.55,0.31145,0.31245,True,True,True,Juno:cool ash path,34.2299,0.097143
1675,94,lichen_bridge,Luma,prepare shared bowl,0.52,0.88,0.88,True,True,True,Luma:prepare shared bowl,32.898,0.09031
1676,94,orchid_engine,Dax,listen to valve pulse,0.5525,0.88,0.88,True,True,True,Dax:listen to valve pulse,35.240475,0.117476
1677,94,moss_ward,Tala,repair blanket loom,0.585,0.88,0.88,True,True,True,Tala:repair blanket loom,30.60295,0.075643
1678,94,glass_harbor,Nia,seal fog catcher,0.5175,0.31275,0.3131,True,True,True,Nia:seal fog catcher,31.732425,0.09281
1679,94,cinder_garden,Pax,guard seed calendar,0.65,0.88,0.88,True,True,True,Pax:guard seed calendar,34.3279,0.117976
1680,94,lichen_bridge,Rin,test rope bridge,0.52,0.88,0.88,True,True,True,Rin:test rope bridge,32.973,0.111143
1681,94,orchid_engine,Eli,clean gear wash,0.5525,0.88,0.88,True,True,True,Eli:clean gear wash,35.315475,0.13831
1682,94,moss_ward,Ari,protect root archive,0.485,0.3108,0.3105,True,True,True,Ari:protect root archive,30.65495,0.096476
1683,94,glass_harbor,Oren,prepare crossing tea,0.6175,0.88,0.88,True,True,True,Oren:prepare crossing tea,31.830425,0.113643
1684,94,cinder_garden,Vale,shade seed rows,0.65,0.88,0.88,True,True,True,Vale:shade seed rows,34.4029,0.13881
1685,94,lichen_bridge,Sol,weave spare rope,0.52,0.88,0.88,True,True,True,Sol:weave spare rope,33.048,0.131976
1686,94,orchid_engine,Bea,tend orchid lamp,0.4525,0.3121,0.31115,True,True,True,Bea:tend orchid lamp,35.367475,0.159143
1687,94,moss_ward,Fay,prepare warm-cup ritual,0.585,0.88,0.88,True,True,True,Fay:prepare warm-cup ritual,30.75295,0.11731
1688,94,glass_harbor,Puck,keep public lamp bright,0.6175,0.88,0.88,True,True,True,Puck:keep public lamp bright,31.905425,0.134476
1689,94,cinder_garden,Wren,sort ember fruit,0.65,0.88,0.88,True,True,True,Wren:sort ember fruit,34.4779,0.159643
1690,94,lichen_bridge,Kio,mark signal bell,0.42,0.3134,0.3118,True,True,True,Kio:mark signal bell,33.1,0.15281
1691,94,orchid_engine,Cai,prepare steam tea,0.5525,0.88,0.88,True,True,True,Cai:prepare steam tea,35.465475,0.179976
1692,95,glass_harbor,Nia,prepare crossing tea,0.42,0.3131,0.3115,True,True,True,Nia:prepare crossing tea,31.92,0.151857
1693,95,cinder_garden,Pax,shade seed rows,0.5525,0.88,0.88,True,True,True,Pax:shade seed rows,34.515475,0.177024
1694,95,lichen_bridge,Rin,weave spare rope,0.585,0.88,0.88,True,True,True,Rin:weave spare rope,33.19795,0.17019
1695,95,orchid_engine,Eli,tend orchid lamp,0.6175,0.88,0.88,True,True,True,Eli:tend orchid lamp,35.540425,0.197357
1696,95,moss_ward,Ari,prepare warm-cup ritual,0.55,0.3105,0.3115,True,True,True,Ari:prepare warm-cup ritual,30.8799,0.155524
1697,95,glass_harbor,Oren,keep public lamp bright,0.52,0.88,0.88,True,True,True,Oren:keep public lamp bright,32.018,0.17269
1698,95,cinder_garden,Vale,sort ember fruit,0.5525,0.88,0.88,True,True,True,Vale:sort ember fruit,34.590475,0.197857
1699,95,lichen_bridge,Sol,mark signal bell,0.585,0.88,0.88,True,True,True,Sol:mark signal bell,33.27295,0.191024
1700,95,orchid_engine,Bea,prepare steam tea,0.5175,0.31115,0.3115,True,True,True,Bea:prepare steam tea,35.592425,0.21819
1701,95,moss_ward,Fay,keep rain path dry,0.65,0.88,0.88,True,True,True,Fay:keep rain path dry,30.9779,0.176357
1702,95,glass_harbor,Puck,mend net before fog,0.52,0.88,0.88,True,True,True,Puck:mend net before fog,32.093,0.193524
1703,95,cinder_garden,Wren,cool ash path,0.5525,0.88,0.88,True,True,True,Wren:cool ash path,34.665475,0.21869
1704,95,lichen_bridge,Kio,prepare shared bowl,0.485,0.3118,0.3115,True,True,True,Kio:prepare shared bowl,33.32495,0.211857
1705,95,orchid_engine,Cai,listen to valve pulse,0.6175,0.88,0.88,True,True,True,Cai:listen to valve pulse,35.690425,0.239024
1706,95,moss_ward,Milo,repair blanket loom,0.65,0.88,0.88,True,True,True,Milo:repair blanket loom,31.0529,0.19719
1707,95,glass_harbor,Sera,seal fog catcher,0.52,0.88,0.88,True,True,True,Sera:seal fog catcher,32.168,0.214357
1708,95,cinder_garden,Juno,guard seed calendar,0.4525,0.31245,0.3115,True,True,True,Juno:guard seed calendar,34.717475,0.239524
1709,95,lichen_bridge,Luma,test rope bridge,0.585,0.88,0.88,True,True,True,Luma:test rope bridge,33.42295,0.23269
