tick_id,day,settlement_id,resident_id,scheduled_task,scheduled_room,avatar_action,interrupted,recovery_action_available,recovery_completed,routine_integrity,visible_routine_state
628,53,orchard,Mara,teach dialect,satchel shed,dry_off,False,False,False,0.65,on schedule
629,53,repair_ring,Juno,teach dialect,spark lane,path_to_resident,False,False,False,0.64,on schedule
630,53,riverbend,Lio,patrol hazard,dry ridge,rest,False,False,False,0.64,on schedule
631,53,roofward,Fay,patrol hazard,glass stair,dry_off,False,False,False,0.7,on schedule
632,53,archive,Toma,patrol hazard,ink niche,path_to_resident,False,False,False,0.64,on schedule
633,53,signal,Milo,restore memory,arrival court,inspect_affordance,False,False,False,0.7,on schedule
634,53,orchard,Mara,restore memory,arrival court,interrupt_routine,True,True,True,0.64,recovered
635,53,repair_ring,Juno,restore memory,cool corner,ask_dialect_memory,False,False,False,0.64,on schedule
636,54,riverbend,Ari,repair project,plank hall,perform_chain_step,True,True,True,0.95,recovered
637,54,roofward,Sera,repair project,ledger loft,recover_routine,False,True,True,0.96,recovered
638,54,archive,Nia,repair project,spool room,offer_care,False,False,False,0.96,on schedule
639,54,signal,Ren,teach dialect,lantern walk,treat_pain,False,False,False,0.96,on schedule
640,54,orchard,Ivo,teach dialect,satchel shed,continue_project,False,False,False,0.96,on schedule
641,54,repair_ring,Pax,teach dialect,spark lane,path_to_rest,False,False,False,0.96,on schedule
642,54,riverbend,Ari,patrol hazard,dry ridge,treat_pain,False,False,False,0.95,on schedule
643,54,roofward,Sera,patrol hazard,glass stair,continue_project,False,False,False,0.96,on schedule
644,54,archive,Nia,patrol hazard,ink niche,path_to_rest,False,False,False,0.96,on schedule
645,54,signal,Ren,restore memory,arrival court,perform_chain_step,False,False,False,0.96,on schedule
646,54,orchard,Ivo,restore memory,arrival court,recover_routine,False,True,True,0.96,recovered
647,54,repair_ring,Pax,restore memory,cool corner,offer_care,False,False,False,0.96,on schedule
648,55,riverbend,Lio,repair project,plank hall,interrupt_routine,True,True,True,0.63,recovered
649,55,roofward,Fay,repair project,ledger loft,ask_dialect_memory,False,False,False,0.7,on schedule
650,55,archive,Toma,repair project,spool room,rest,False,False,False,0.64,on schedule
651,55,signal,Milo,teach dialect,lantern walk,dry_off,False,False,False,0.7,on schedule
652,55,orchard,Mara,teach dialect,satchel shed,path_to_resident,False,False,False,0.64,on schedule
653,55,repair_ring,Juno,teach dialect,spark lane,inspect_affordance,False,False,False,0.64,on schedule
654,55,riverbend,Lio,patrol hazard,dry ridge,dry_off,False,False,False,0.63,on schedule
655,55,roofward,Fay,patrol hazard,glass stair,path_to_resident,False,False,False,0.7,on schedule
656,55,archive,Toma,patrol hazard,ink niche,inspect_affordance,False,False,False,0.64,on schedule
657,55,signal,Milo,restore memory,arrival court,interrupt_routine,True,True,True,0.69,recovered
658,55,orchard,Mara,restore memory,arrival court,ask_dialect_memory,False,False,False,0.64,on schedule
659,55,repair_ring,Juno,restore memory,cool corner,rest,False,False,False,0.64,on schedule
660,56,roofward,Fay,repair project,ledger loft,ask_dialect_memory,False,False,False,0.7,on schedule
661,56,archive,Toma,repair project,spool room,rest,False,False,False,0.64,on schedule
662,56,signal,Milo,repair project,mast base,dry_off,False,False,False,0.69,on schedule
663,56,orchard,Mara,teach dialect,satchel shed,path_to_resident,False,False,False,0.64,on schedule
664,56,repair_ring,Juno,teach dialect,spark lane,inspect_affordance,False,False,False,0.64,on schedule
665,56,riverbend,Lio,teach dialect,kit alcove,dry_off,False,False,False,0.63,on schedule
666,56,roofward,Fay,patrol hazard,glass stair,path_to_resident,False,False,False,0.7,on schedule
667,56,archive,Toma,patrol hazard,ink niche,inspect_affordance,False,False,False,0.64,on schedule
668,56,signal,Milo,patrol hazard,lens room,interrupt_routine,True,True,True,0.68,recovered
669,56,orchard,Mara,restore memory,arrival court,ask_dialect_memory,False,False,False,0.64,on schedule
670,56,repair_ring,Juno,restore memory,cool corner,rest,False,False,False,0.64,on schedule
671,56,riverbend,Lio,restore memory,arrival court,interrupt_routine,True,True,True,0.62,recovered
672,57,roofward,Sera,repair project,ledger loft,offer_care,False,False,False,0.96,on schedule
673,57,archive,Nia,repair project,spool room,treat_pain,False,False,False,0.96,on schedule
674,57,signal,Ren,repair project,mast base,continue_project,False,False,False,0.96,on schedule
675,57,orchard,Ivo,teach dialect,satchel shed,path_to_rest,False,False,False,0.96,on schedule
676,57,repair_ring,Pax,teach dialect,spark lane,perform_chain_step,False,False,False,0.96,on schedule
677,57,riverbend,Ari,teach dialect,kit alcove,continue_project,False,False,False,0.95,on schedule
678,57,roofward,Sera,patrol hazard,glass stair,path_to_rest,False,False,False,0.96,on schedule
679,57,archive,Nia,patrol hazard,ink niche,perform_chain_step,False,False,False,0.96,on schedule
680,57,signal,Ren,patrol hazard,lens room,recover_routine,False,True,True,0.96,recovered
681,57,orchard,Ivo,restore memory,arrival court,offer_care,False,False,False,0.96,on schedule
682,57,repair_ring,Pax,restore memory,cool corner,treat_pain,False,False,False,0.96,on schedule
683,57,riverbend,Ari,restore memory,arrival court,recover_routine,False,True,True,0.96,recovered
684,58,roofward,Fay,repair project,ledger loft,rest,False,False,False,0.7,on schedule
685,58,archive,Toma,repair project,spool room,dry_off,False,False,False,0.64,on schedule
686,58,signal,Milo,repair project,mast base,path_to_resident,False,False,False,0.68,on schedule
687,58,orchard,Mara,teach dialect,satchel shed,inspect_affordance,False,False,False,0.64,on schedule
688,58,repair_ring,Juno,teach dialect,spark lane,interrupt_routine,True,True,True,0.63,recovered
689,58,riverbend,Lio,teach dialect,kit alcove,path_to_resident,True,True,True,0.61,recovered
690,58,roofward,Fay,patrol hazard,glass stair,inspect_affordance,False,False,False,0.7,on schedule
691,58,archive,Toma,patrol hazard,ink niche,interrupt_routine,True,True,True,0.63,recovered
692,58,signal,Milo,patrol hazard,lens room,ask_dialect_memory,False,False,False,0.68,on schedule
693,58,orchard,Mara,restore memory,arrival court,rest,False,False,False,0.64,on schedule
694,58,repair_ring,Juno,restore memory,cool corner,dry_off,False,False,False,0.63,on schedule
695,58,riverbend,Lio,restore memory,arrival court,ask_dialect_memory,False,False,False,0.61,on schedule
696,59,roofward,Sera,repair project,ledger loft,treat_pain,False,False,False,0.96,on schedule
697,59,archive,Nia,repair project,spool room,continue_project,False,False,False,0.96,on schedule
698,59,signal,Ren,repair project,mast base,path_to_rest,False,False,False,0.96,on schedule
699,59,orchard,Ivo,teach dialect,satchel shed,perform_chain_step,False,False,False,0.96,on schedule
700,59,repair_ring,Pax,teach dialect,spark lane,recover_routine,False,True,True,0.96,recovered
701,59,riverbend,Ari,teach dialect,kit alcove,path_to_rest,False,False,False,0.96,on schedule
702,59,roofward,Sera,patrol hazard,glass stair,perform_chain_step,True,True,True,0.95,recovered
703,59,archive,Nia,patrol hazard,ink niche,recover_routine,False,True,True,0.96,recovered
704,59,signal,Ren,patrol hazard,lens room,offer_care,False,False,False,0.96,on schedule
705,59,orchard,Ivo,restore memory,arrival court,treat_pain,False,False,False,0.96,on schedule
706,59,repair_ring,Pax,restore memory,cool corner,continue_project,False,False,False,0.96,on schedule
707,59,riverbend,Ari,restore memory,arrival court,offer_care,False,False,False,0.96,on schedule
708,60,roofward,Fay,repair project,ledger loft,dry_off,False,False,False,0.7,on schedule
709,60,archive,Toma,repair project,spool room,path_to_resident,False,False,False,0.63,on schedule
710,60,signal,Milo,repair project,mast base,inspect_affordance,False,False,False,0.68,on schedule
711,60,orchard,Mara,teach dialect,satchel shed,interrupt_routine,True,True,True,0.63,recovered
712,60,repair_ring,Juno,teach dialect,spark lane,ask_dialect_memory,False,False,False,0.63,on schedule
713,60,riverbend,Lio,teach dialect,kit alcove,inspect_affordance,False,False,False,0.61,on schedule
714,60,roofward,Fay,patrol hazard,glass stair,interrupt_routine,True,True,False,0.63,interrupted
715,60,archive,Toma,patrol hazard,ink niche,ask_dialect_memory,False,False,False,0.63,on schedule
716,60,signal,Milo,patrol hazard,lens room,rest,False,False,False,0.68,on schedule
717,60,orchard,Mara,restore memory,arrival court,dry_off,False,False,False,0.63,on schedule
718,60,repair_ring,Juno,restore memory,cool corner,path_to_resident,False,False,False,0.63,on schedule
719,60,riverbend,Lio,restore memory,arrival court,rest,False,False,False,0.61,on schedule
720,61,roofward,Sera,repair project,ledger loft,continue_project,False,False,False,0.95,on schedule
721,61,archive,Nia,repair project,spool room,path_to_rest,False,False,False,0.96,on schedule
722,61,signal,Ren,repair project,mast base,perform_chain_step,False,False,False,0.96,on schedule
723,61,orchard,Ivo,teach dialect,satchel shed,recover_routine,False,True,True,0.96,recovered
724,61,repair_ring,Pax,teach dialect,spark lane,offer_care,False,False,False,0.96,on schedule
725,61,riverbend,Ari,teach dialect,kit alcove,perform_chain_step,False,False,False,0.96,on schedule
726,61,roofward,Sera,patrol hazard,glass stair,recover_routine,False,True,True,0.96,recovered
727,61,archive,Nia,patrol hazard,ink niche,offer_care,False,False,False,0.96,on schedule
728,61,signal,Ren,patrol hazard,lens room,treat_pain,False,False,False,0.96,on schedule
729,61,orchard,Ivo,restore memory,arrival court,continue_project,False,False,False,0.96,on schedule
730,61,repair_ring,Pax,restore memory,cool corner,path_to_rest,False,False,False,0.96,on schedule
731,61,riverbend,Ari,restore memory,arrival court,treat_pain,False,False,False,0.96,on schedule
732,62,roofward,Fay,repair project,ledger loft,path_to_resident,False,False,False,0.63,on schedule
733,62,archive,Toma,repair project,spool room,inspect_affordance,False,False,False,0.63,on schedule
734,62,signal,Milo,repair project,mast base,interrupt_routine,True,True,True,0.67,recovered
735,62,orchard,Mara,teach dialect,satchel shed,ask_dialect_memory,False,False,False,0.63,on schedule
736,62,repair_ring,Juno,teach dialect,spark lane,rest,False,False,False,0.63,on schedule
737,62,riverbend,Lio,teach dialect,kit alcove,interrupt_routine,True,True,True,0.6,recovered
738,62,roofward,Fay,patrol hazard,glass stair,ask_dialect_memory,False,False,False,0.63,on schedule
739,62,archive,Toma,patrol hazard,ink niche,rest,False,False,False,0.63,on schedule
740,62,signal,Milo,patrol hazard,lens room,dry_off,False,False,False,0.67,on schedule
741,62,orchard,Mara,restore memory,arrival court,path_to_resident,False,False,False,0.63,on schedule
742,62,repair_ring,Juno,restore memory,cool corner,inspect_affordance,True,True,False,0.56,interrupted
743,62,riverbend,Lio,restore memory,arrival court,dry_off,False,False,False,0.6,on schedule
744,63,roofward,Sera,repair project,ledger loft,path_to_rest,False,False,False,0.96,on schedule
745,63,archive,Nia,repair project,spool room,perform_chain_step,False,False,False,0.96,on schedule
746,63,signal,Ren,repair project,mast base,recover_routine,False,True,True,0.96,recovered
747,63,orchard,Ivo,teach dialect,satchel shed,offer_care,False,False,False,0.96,on schedule
748,63,repair_ring,Pax,teach dialect,spark lane,treat_pain,False,False,False,0.96,on schedule
749,63,riverbend,Ari,teach dialect,kit alcove,recover_routine,False,True,True,0.96,recovered
750,63,roofward,Sera,patrol hazard,glass stair,offer_care,False,False,False,0.96,on schedule
751,63,archive,Nia,patrol hazard,ink niche,treat_pain,False,False,False,0.96,on schedule
752,63,signal,Ren,patrol hazard,lens room,continue_project,False,False,False,0.96,on schedule
753,63,orchard,Ivo,restore memory,arrival court,path_to_rest,False,False,False,0.96,on schedule
754,63,repair_ring,Pax,restore memory,cool corner,perform_chain_step,False,False,False,0.96,on schedule
755,63,riverbend,Ari,restore memory,arrival court,continue_project,False,False,False,0.96,on schedule
756,64,archive,Nia,repair project,spool room,perform_chain_step,False,False,False,0.96,on schedule
757,64,signal,Ren,repair project,mast base,recover_routine,False,True,True,0.96,recovered
758,64,orchard,Ivo,repair project,seed lane,offer_care,False,False,False,0.96,on schedule
759,64,repair_ring,Pax,teach dialect,spark lane,treat_pain,False,False,False,0.96,on schedule
760,64,riverbend,Ari,teach dialect,kit alcove,recover_routine,False,True,True,0.96,recovered
761,64,roofward,Sera,teach dialect,warm lane,offer_care,False,False,False,0.96,on schedule
762,64,archive,Nia,patrol hazard,ink niche,treat_pain,False,False,False,0.96,on schedule
763,64,signal,Ren,patrol hazard,lens room,continue_project,False,False,False,0.96,on schedule
764,64,orchard,Ivo,patrol hazard,market plank,path_to_rest,False,False,False,0.96,on schedule
765,64,repair_ring,Pax,restore memory,cool corner,perform_chain_step,False,False,False,0.96,on schedule
766,64,riverbend,Ari,restore memory,arrival court,continue_project,False,False,False,0.96,on schedule
767,64,roofward,Sera,restore memory,arrival court,path_to_rest,False,False,False,0.96,on schedule
768,65,archive,Toma,repair project,spool room,interrupt_routine,True,True,True,0.62,recovered
769,65,signal,Milo,repair project,mast base,ask_dialect_memory,False,False,False,0.67,on schedule
770,65,orchard,Mara,repair project,seed lane,rest,False,False,False,0.63,on schedule
771,65,repair_ring,Juno,teach dialect,spark lane,dry_off,False,False,False,0.56,on schedule
772,65,riverbend,Lio,teach dialect,kit alcove,ask_dialect_memory,False,False,False,0.6,on schedule
773,65,roofward,Fay,teach dialect,warm lane,rest,False,False,False,0.63,on schedule
774,65,archive,Toma,patrol hazard,ink niche,dry_off,False,False,False,0.62,on schedule
775,65,signal,Milo,patrol hazard,lens room,path_to_resident,False,False,False,0.67,on schedule
776,65,orchard,Mara,patrol hazard,market plank,inspect_affordance,False,False,False,0.63,on schedule
777,65,repair_ring,Juno,restore memory,cool corner,interrupt_routine,True,True,False,0.49,interrupted
778,65,riverbend,Lio,restore memory,arrival court,path_to_resident,False,False,False,0.6,on schedule
779,65,roofward,Fay,restore memory,arrival court,inspect_affordance,False,False,False,0.63,on schedule
780,66,archive,Nia,repair project,spool room,recover_routine,False,True,True,0.96,recovered
781,66,signal,Ren,repair project,mast base,offer_care,False,False,False,0.96,on schedule
782,66,orchard,Ivo,repair project,seed lane,treat_pain,False,False,False,0.96,on schedule
783,66,repair_ring,Pax,teach dialect,spark lane,continue_project,False,False,False,0.96,on schedule
784,66,riverbend,Ari,teach dialect,kit alcove,offer_care,False,False,False,0.96,on schedule
785,66,roofward,Sera,teach dialect,warm lane,treat_pain,False,False,False,0.96,on schedule
786,66,archive,Nia,patrol hazard,ink niche,continue_project,False,False,False,0.96,on schedule
787,66,signal,Ren,patrol hazard,lens room,path_to_rest,False,False,False,0.96,on schedule
788,66,orchard,Ivo,patrol hazard,market plank,perform_chain_step,False,False,False,0.96,on schedule
789,66,repair_ring,Pax,restore memory,cool corner,recover_routine,False,True,True,0.96,recovered
790,66,riverbend,Ari,restore memory,arrival court,path_to_rest,False,False,False,0.96,on schedule
791,66,roofward,Sera,restore memory,arrival court,perform_chain_step,False,False,False,0.96,on schedule
792,67,archive,Toma,repair project,spool room,ask_dialect_memory,False,False,False,0.62,on schedule
793,67,signal,Milo,repair project,mast base,rest,False,False,False,0.67,on schedule
794,67,orchard,Mara,repair project,seed lane,dry_off,False,False,False,0.63,on schedule
795,67,repair_ring,Juno,teach dialect,spark lane,path_to_resident,True,True,True,0.48,recovered
796,67,riverbend,Lio,teach dialect,kit alcove,rest,False,False,False,0.6,on schedule
797,67,roofward,Fay,teach dialect,warm lane,dry_off,False,False,False,0.63,on schedule
798,67,archive,Toma,patrol hazard,ink niche,path_to_resident,False,False,False,0.62,on schedule
799,67,signal,Milo,patrol hazard,lens room,inspect_affordance,False,False,False,0.67,on schedule
800,67,orchard,Mara,patrol hazard,market plank,interrupt_routine,True,True,True,0.62,recovered
801,67,repair_ring,Juno,restore memory,cool corner,ask_dialect_memory,False,False,False,0.48,on schedule
802,67,riverbend,Lio,restore memory,arrival court,inspect_affordance,False,False,False,0.6,on schedule
803,67,roofward,Fay,restore memory,arrival court,interrupt_routine,True,True,True,0.62,recovered
804,68,archive,Nia,repair project,spool room,offer_care,False,False,False,0.96,on schedule
805,68,signal,Ren,repair project,mast base,treat_pain,False,False,False,0.96,on schedule
806,68,orchard,Ivo,repair project,seed lane,continue_project,False,False,False,0.96,on schedule
807,68,repair_ring,Pax,teach dialect,spark lane,path_to_rest,False,False,False,0.96,on schedule
808,68,riverbend,Ari,teach dialect,kit alcove,treat_pain,False,False,False,0.96,on schedule
809,68,roofward,Sera,teach dialect,warm lane,continue_project,False,False,False,0.96,on schedule
810,68,archive,Nia,patrol hazard,ink niche,path_to_rest,False,False,False,0.96,on schedule
811,68,signal,Ren,patrol hazard,lens room,perform_chain_step,False,False,False,0.96,on schedule
812,68,orchard,Ivo,patrol hazard,market plank,recover_routine,False,True,True,0.96,recovered
813,68,repair_ring,Pax,restore memory,cool corner,offer_care,False,False,False,0.96,on schedule
814,68,riverbend,Ari,restore memory,arrival court,perform_chain_step,False,False,False,0.96,on schedule
815,68,roofward,Sera,restore memory,arrival court,recover_routine,False,True,True,0.96,recovered
816,69,archive,Toma,repair project,spool room,rest,False,False,False,0.62,on schedule
817,69,signal,Milo,repair project,mast base,dry_off,False,False,False,0.67,on schedule
818,69,orchard,Mara,repair project,seed lane,path_to_resident,False,False,False,0.62,on schedule
819,69,repair_ring,Juno,teach dialect,spark lane,inspect_affordance,False,False,False,0.48,on schedule
820,69,riverbend,Lio,teach dialect,kit alcove,dry_off,False,False,False,0.6,on schedule
821,69,roofward,Fay,teach dialect,warm lane,path_to_resident,False,False,False,0.62,on schedule
822,69,archive,Toma,patrol hazard,ink niche,inspect_affordance,False,False,False,0.62,on schedule
823,69,signal,Milo,patrol hazard,lens room,interrupt_routine,True,True,True,0.66,recovered
824,69,orchard,Mara,patrol hazard,market plank,ask_dialect_memory,False,False,False,0.62,on schedule
825,69,repair_ring,Juno,restore memory,cool corner,rest,False,False,False,0.48,on schedule
826,69,riverbend,Lio,restore memory,arrival court,interrupt_routine,True,True,False,0.53,interrupted
827,69,roofward,Fay,restore memory,arrival court,ask_dialect_memory,False,False,False,0.62,on schedule
828,70,archive,Nia,repair project,spool room,treat_pain,False,False,False,0.96,on schedule
829,70,signal,Ren,repair project,mast base,continue_project,False,False,False,0.96,on schedule
830,70,orchard,Ivo,repair project,seed lane,path_to_rest,False,False,False,0.96,on schedule
831,70,repair_ring,Pax,teach dialect,spark lane,perform_chain_step,False,False,False,0.96,on schedule
832,70,riverbend,Ari,teach dialect,kit alcove,continue_project,False,False,False,0.96,on schedule
833,70,roofward,Sera,teach dialect,warm lane,path_to_rest,False,False,False,0.96,on schedule
834,70,archive,Nia,patrol hazard,ink niche,perform_chain_step,False,False,False,0.96,on schedule
835,70,signal,Ren,patrol hazard,lens room,recover_routine,False,True,True,0.96,recovered
836,70,orchard,Ivo,patrol hazard,market plank,offer_care,False,False,False,0.96,on schedule
837,70,repair_ring,Pax,restore memory,cool corner,treat_pain,False,False,False,0.96,on schedule
838,70,riverbend,Ari,restore memory,arrival court,recover_routine,False,True,True,0.96,recovered
839,70,roofward,Sera,restore memory,arrival court,offer_care,False,False,False,0.96,on schedule
840,71,archive,Toma,repair project,spool room,dry_off,False,False,False,0.62,on schedule
841,71,signal,Milo,repair project,mast base,path_to_resident,False,False,False,0.66,on schedule
842,71,orchard,Mara,repair project,seed lane,inspect_affordance,False,False,False,0.62,on schedule
843,71,repair_ring,Juno,teach dialect,spark lane,interrupt_routine,True,True,True,0.47,recovered
844,71,riverbend,Lio,teach dialect,kit alcove,path_to_resident,False,False,False,0.53,on schedule
845,71,roofward,Fay,teach dialect,warm lane,inspect_affordance,False,False,False,0.62,on schedule
846,71,archive,Toma,patrol hazard,ink niche,interrupt_routine,True,True,True,0.61,recovered
847,71,signal,Milo,patrol hazard,lens room,ask_dialect_memory,False,False,False,0.66,on schedule
848,71,orchard,Mara,patrol hazard,market plank,rest,True,True,True,0.61,recovered
849,71,repair_ring,Juno,restore memory,cool corner,dry_off,False,False,False,0.47,on schedule
850,71,riverbend,Lio,restore memory,arrival court,ask_dialect_memory,False,False,False,0.53,on schedule
851,71,roofward,Fay,restore memory,arrival court,rest,False,False,False,0.62,on schedule
852,72,signal,Milo,repair project,mast base,path_to_resident,False,False,False,0.66,on schedule
853,72,orchard,Mara,repair project,seed lane,inspect_affordance,False,False,False,0.61,on schedule
854,72,repair_ring,Juno,repair project,wire bench,interrupt_routine,True,True,False,0.4,interrupted
855,72,riverbend,Lio,teach dialect,kit alcove,path_to_resident,False,False,False,0.53,on schedule
856,72,roofward,Fay,teach dialect,warm lane,inspect_affordance,False,False,False,0.62,on schedule
857,72,archive,Toma,teach dialect,stone stacks,interrupt_routine,True,True,True,0.6,recovered
858,72,signal,Milo,patrol hazard,lens room,ask_dialect_memory,False,False,False,0.66,on schedule
859,72,orchard,Mara,patrol hazard,market plank,rest,False,False,False,0.61,on schedule
860,72,repair_ring,Juno,patrol hazard,bell alcove,dry_off,False,False,False,0.4,on schedule
861,72,riverbend,Lio,restore memory,arrival court,ask_dialect_memory,False,False,False,0.53,on schedule
862,72,roofward,Fay,restore memory,arrival court,rest,False,False,False,0.62,on schedule
863,72,archive,Toma,restore memory,memory desk,dry_off,False,False,False,0.6,on schedule
864,73,signal,Ren,repair project,mast base,path_to_rest,False,False,False,0.96,on schedule
865,73,orchard,Ivo,repair project,seed lane,perform_chain_step,False,False,False,0.96,on schedule
866,73,repair_ring,Pax,repair project,wire bench,recover_routine,False,True,True,0.96,recovered
867,73,riverbend,Ari,teach dialect,kit alcove,path_to_rest,False,False,False,0.96,on schedule
868,73,roofward,Sera,teach dialect,warm lane,perform_chain_step,False,False,False,0.96,on schedule
869,73,archive,Nia,teach dialect,stone stacks,recover_routine,False,True,True,0.96,recovered
870,73,signal,Ren,patrol hazard,lens room,offer_care,False,False,False,0.96,on schedule
871,73,orchard,Ivo,patrol hazard,market plank,treat_pain,False,False,False,0.96,on schedule
872,73,repair_ring,Pax,patrol hazard,bell alcove,continue_project,False,False,False,0.96,on schedule
873,73,riverbend,Ari,restore memory,arrival court,offer_care,False,False,False,0.96,on schedule
874,73,roofward,Sera,restore memory,arrival court,treat_pain,False,False,False,0.96,on schedule
875,73,archive,Nia,restore memory,memory desk,continue_project,False,False,False,0.96,on schedule
876,74,signal,Milo,repair project,mast base,inspect_affordance,False,False,False,0.66,on schedule
877,74,orchard,Mara,repair project,seed lane,interrupt_routine,True,True,True,0.6,recovered
878,74,repair_ring,Juno,repair project,wire bench,ask_dialect_memory,False,False,False,0.4,on schedule
879,74,riverbend,Lio,teach dialect,kit alcove,inspect_affordance,False,False,False,0.53,on schedule
880,74,roofward,Fay,teach dialect,warm lane,interrupt_routine,True,True,True,0.61,recovered
881,74,archive,Toma,teach dialect,stone stacks,ask_dialect_memory,False,False,False,0.6,on schedule
882,74,signal,Milo,patrol hazard,lens room,rest,False,False,False,0.66,on schedule
883,74,orchard,Mara,patrol hazard,market plank,dry_off,False,False,False,0.6,on schedule
884,74,repair_ring,Juno,patrol hazard,bell alcove,path_to_resident,False,False,False,0.4,on schedule
885,74,riverbend,Lio,restore memory,arrival court,rest,False,False,False,0.53,on schedule
886,74,roofward,Fay,restore memory,arrival court,dry_off,False,False,False,0.61,on schedule
887,74,archive,Toma,restore memory,memory desk,path_to_resident,False,False,False,0.6,on schedule
888,75,signal,Ren,repair project,mast base,perform_chain_step,False,False,False,0.96,on schedule
889,75,orchard,Ivo,repair project,seed lane,recover_routine,False,True,True,0.96,recovered
890,75,repair_ring,Pax,repair project,wire bench,offer_care,False,False,False,0.96,on schedule
891,75,riverbend,Ari,teach dialect,kit alcove,perform_chain_step,False,False,False,0.96,on schedule
892,75,roofward,Sera,teach dialect,warm lane,recover_routine,False,True,True,0.96,recovered
893,75,archive,Nia,teach dialect,stone stacks,offer_care,False,False,False,0.96,on schedule
894,75,signal,Ren,patrol hazard,lens room,treat_pain,False,False,False,0.96,on schedule
895,75,orchard,Ivo,patrol hazard,market plank,continue_project,False,False,False,0.96,on schedule
896,75,repair_ring,Pax,patrol hazard,bell alcove,path_to_rest,False,False,False,0.96,on schedule
897,75,riverbend,Ari,restore memory,arrival court,treat_pain,False,False,False,0.96,on schedule
898,75,roofward,Sera,restore memory,arrival court,continue_project,False,False,False,0.96,on schedule
899,75,archive,Nia,restore memory,memory desk,path_to_rest,False,False,False,0.96,on schedule
900,76,signal,Milo,repair project,mast base,interrupt_routine,True,True,True,0.65,recovered
901,76,orchard,Mara,repair project,seed lane,ask_dialect_memory,True,True,True,0.59,recovered
902,76,repair_ring,Juno,repair project,wire bench,rest,False,False,False,0.4,on schedule
903,76,riverbend,Lio,teach dialect,kit alcove,interrupt_routine,True,True,False,0.46,interrupted
904,76,roofward,Fay,teach dialect,warm lane,ask_dialect_memory,False,False,False,0.61,on schedule
905,76,archive,Toma,teach dialect,stone stacks,rest,False,False,False,0.6,on schedule
906,76,signal,Milo,patrol hazard,lens room,dry_off,False,False,False,0.65,on schedule
907,76,orchard,Mara,patrol hazard,market plank,path_to_resident,False,False,False,0.59,on schedule
908,76,repair_ring,Juno,patrol hazard,bell alcove,inspect_affordance,False,False,False,0.4,on schedule
909,76,riverbend,Lio,restore memory,arrival court,dry_off,False,False,False,0.46,on schedule
910,76,roofward,Fay,restore memory,arrival court,path_to_resident,False,False,False,0.61,on schedule
911,76,archive,Toma,restore memory,memory desk,inspect_affordance,False,False,False,0.6,on schedule
912,77,signal,Ren,repair project,mast base,recover_routine,False,True,True,0.96,recovered
913,77,orchard,Ivo,repair project,seed lane,offer_care,False,False,False,0.96,on schedule
914,77,repair_ring,Pax,repair project,wire bench,treat_pain,False,False,False,0.96,on schedule
915,77,riverbend,Ari,teach dialect,kit alcove,recover_routine,False,True,True,0.96,recovered
916,77,roofward,Sera,teach dialect,warm lane,offer_care,False,False,False,0.96,on schedule
917,77,archive,Nia,teach dialect,stone stacks,treat_pain,False,False,False,0.96,on schedule
918,77,signal,Ren,patrol hazard,lens room,continue_project,False,False,False,0.96,on schedule
919,77,orchard,Ivo,patrol hazard,market plank,path_to_rest,False,False,False,0.96,on schedule
920,77,repair_ring,Pax,patrol hazard,bell alcove,perform_chain_step,False,False,False,0.96,on schedule
921,77,riverbend,Ari,restore memory,arrival court,continue_project,False,False,False,0.96,on schedule
922,77,roofward,Sera,restore memory,arrival court,path_to_rest,False,False,False,0.96,on schedule
923,77,archive,Nia,restore memory,memory desk,perform_chain_step,False,False,False,0.96,on schedule
924,78,signal,Milo,repair project,mast base,ask_dialect_memory,False,False,False,0.65,on schedule
925,78,orchard,Mara,repair project,seed lane,rest,False,False,False,0.59,on schedule
926,78,repair_ring,Juno,repair project,wire bench,dry_off,False,False,False,0.4,on schedule
927,78,riverbend,Lio,teach dialect,kit alcove,ask_dialect_memory,False,False,False,0.46,on schedule
928,78,roofward,Fay,teach dialect,warm lane,rest,False,False,False,0.61,on schedule
929,78,archive,Toma,teach dialect,stone stacks,dry_off,False,False,False,0.6,on schedule
930,78,signal,Milo,patrol hazard,lens room,path_to_resident,False,False,False,0.65,on schedule
931,78,orchard,Mara,patrol hazard,market plank,inspect_affordance,False,False,False,0.59,on schedule
932,78,repair_ring,Juno,patrol hazard,bell alcove,interrupt_routine,True,True,True,0.39,recovered
933,78,riverbend,Lio,restore memory,arrival court,path_to_resident,False,False,False,0.46,on schedule
934,78,roofward,Fay,restore memory,arrival court,inspect_affordance,False,False,False,0.61,on schedule
935,78,archive,Toma,restore memory,memory desk,interrupt_routine,True,True,True,0.59,recovered
936,79,signal,Ren,repair project,mast base,offer_care,False,False,False,0.96,on schedule
937,79,orchard,Ivo,repair project,seed lane,treat_pain,False,False,False,0.96,on schedule
938,79,repair_ring,Pax,repair project,wire bench,continue_project,False,False,False,0.96,on schedule
939,79,riverbend,Ari,teach dialect,kit alcove,offer_care,False,False,False,0.96,on schedule
940,79,roofward,Sera,teach dialect,warm lane,treat_pain,False,False,False,0.96,on schedule
941,79,archive,Nia,teach dialect,stone stacks,continue_project,False,False,False,0.96,on schedule
942,79,signal,Ren,patrol hazard,lens room,path_to_rest,False,False,False,0.96,on schedule
943,79,orchard,Ivo,patrol hazard,market plank,perform_chain_step,False,False,False,0.96,on schedule
