tick_id,day,settlement_id,resident_id,cue_key,cue_kind,cue_value,relationship_before,relationship_after,memory_age_days,recalled_after_restore,dialogue_bias,persistent_memory_key,private_memory_not_dumped
1269,71,orchard,Ivo,orchard:satchel shed:sound:9,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1270,71,repair_ring,Pax,repair_ring:wire bench:smell:9,smell,hot copper,0.736,0.74,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
1272,71,roofward,Sera,roofward:sun sill:sound:9,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1274,71,signal,Ren,signal:lens room:temperature:9,temperature,10.7C,0.828,0.832,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1275,71,orchard,Ivo,orchard:arrival court:sound:9,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1276,71,repair_ring,Pax,repair_ring:spark lane:smell:9,smell,stone chalk,0.714,0.71,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
1278,72,archive,Nia,archive:memory desk:sound:10,sound,spool click,0.912,0.916,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
1280,72,orchard,Ivo,orchard:market plank:temperature:10,temperature,15.2C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1282,72,riverbend,Ari,riverbend:plank hall:smell:10,smell,mud thread,0.826,0.83,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1283,72,roofward,Sera,roofward:ledger loft:temperature:10,temperature,19.7C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1284,72,archive,Nia,archive:arrival court:sound:10,sound,page flutter,0.89,0.886,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
1286,72,orchard,Ivo,orchard:satchel shed:temperature:10,temperature,16.4C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1288,72,riverbend,Ari,riverbend:wet crossing:smell:10,smell,warm oil,0.822,0.826,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1289,72,roofward,Sera,roofward:sun sill:temperature:10,temperature,20.1C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1290,72,archive,Nia,archive:stone stacks:sound:10,sound,spool click,0.892,0.896,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
1292,72,orchard,Ivo,orchard:arrival court:temperature:10,temperature,13.4C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1294,72,riverbend,Ari,riverbend:dry ridge:smell:10,smell,wet cedar,0.832,0.836,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1295,72,roofward,Sera,roofward:arrival court:temperature:10,temperature,17.8C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1296,73,signal,Ren,signal:mast base:sound:11,sound,rope creak,0.842,0.846,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1297,73,orchard,Ivo,orchard:market plank:smell:11,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1298,73,repair_ring,Pax,repair_ring:arrival court:temperature:11,temperature,15.1C,0.725,0.721,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
1300,73,roofward,Sera,roofward:ledger loft:smell:11,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1302,73,signal,Ren,signal:lantern walk:sound:11,sound,beacon pulse,0.838,0.842,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1303,73,orchard,Ivo,orchard:satchel shed:smell:11,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1304,73,repair_ring,Pax,repair_ring:wire bench:temperature:11,temperature,16.3C,0.727,0.731,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
1306,73,roofward,Sera,roofward:sun sill:smell:11,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1308,73,signal,Ren,signal:lens room:sound:11,sound,static crickets,0.848,0.852,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1309,73,orchard,Ivo,orchard:arrival court:smell:11,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1310,73,repair_ring,Pax,repair_ring:spark lane:temperature:11,temperature,16.8C,0.734,0.73,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
1312,73,roofward,Sera,roofward:arrival court:smell:11,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1314,74,orchard,Ivo,orchard:market plank:sound:12,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1316,74,riverbend,Ari,riverbend:plank hall:temperature:12,temperature,10.6C,0.846,0.85,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1317,74,roofward,Sera,roofward:ledger loft:sound:12,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1318,74,archive,Nia,archive:arrival court:smell:12,smell,wax seal,0.911,0.907,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
1320,74,orchard,Ivo,orchard:satchel shed:sound:12,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1322,74,riverbend,Ari,riverbend:wet crossing:temperature:12,temperature,11.8C,0.842,0.846,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1323,74,roofward,Sera,roofward:sun sill:sound:12,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1324,74,archive,Nia,archive:stone stacks:smell:12,smell,ink linen,0.913,0.917,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
1326,74,orchard,Ivo,orchard:arrival court:sound:12,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1328,74,riverbend,Ari,riverbend:dry ridge:temperature:12,temperature,12.3C,0.852,0.856,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1329,74,roofward,Sera,roofward:arrival court:sound:12,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1330,74,archive,Nia,archive:spool room:smell:12,smell,cold dust,0.92,0.916,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
1332,75,repair_ring,Pax,repair_ring:arrival court:sound:13,sound,bell hum,0.716,0.712,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
1334,75,roofward,Sera,roofward:ledger loft:temperature:13,temperature,19.4C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1336,75,signal,Ren,signal:lantern walk:smell:13,smell,hot glass,0.834,0.838,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1337,75,orchard,Ivo,orchard:satchel shed:temperature:13,temperature,16.2C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1338,75,repair_ring,Pax,repair_ring:wire bench:sound:13,sound,wire snap,0.718,0.722,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
1340,75,roofward,Sera,roofward:sun sill:temperature:13,temperature,20.6C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1342,75,signal,Ren,signal:lens room:smell:13,smell,lamp oil,0.844,0.848,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1343,75,orchard,Ivo,orchard:arrival court:temperature:13,temperature,13.1C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1344,75,repair_ring,Pax,repair_ring:spark lane:sound:13,sound,cool fan,0.696,0.692,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
1346,75,roofward,Sera,roofward:arrival court:temperature:13,temperature,17.6C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1348,75,signal,Ren,signal:signal perch:smell:13,smell,salt wind,0.84,0.844,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1349,75,orchard,Ivo,orchard:seed lane:temperature:13,temperature,14.3C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1350,76,riverbend,Ari,riverbend:plank hall:sound:14,sound,cedar knock,0.866,0.87,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1351,76,roofward,Sera,roofward:ledger loft:smell:14,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1352,76,archive,Nia,archive:arrival court:temperature:14,temperature,13.5C,0.902,0.898,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
1354,76,orchard,Ivo,orchard:satchel shed:smell:14,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1356,76,riverbend,Ari,riverbend:wet crossing:sound:14,sound,lantern tick,0.862,0.866,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1357,76,roofward,Sera,roofward:sun sill:smell:14,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1358,76,archive,Nia,archive:stone stacks:temperature:14,temperature,14.7C,0.904,0.908,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
1360,76,orchard,Ivo,orchard:arrival court:smell:14,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1362,76,riverbend,Ari,riverbend:dry ridge:sound:14,sound,river slap,0.872,0.876,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1363,76,roofward,Sera,roofward:arrival court:smell:14,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1364,76,archive,Nia,archive:spool room:temperature:14,temperature,15.2C,0.882,0.878,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
1366,76,orchard,Ivo,orchard:seed lane:smell:14,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1368,77,roofward,Sera,roofward:ledger loft:sound:15,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1370,77,signal,Ren,signal:lantern walk:temperature:15,temperature,9.7C,0.826,0.83,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1371,77,orchard,Ivo,orchard:satchel shed:sound:15,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1372,77,repair_ring,Pax,repair_ring:wire bench:smell:15,smell,hot copper,0.713,0.717,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
1374,77,roofward,Sera,roofward:sun sill:sound:15,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1376,77,signal,Ren,signal:lens room:temperature:15,temperature,10.9C,0.836,0.84,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1377,77,orchard,Ivo,orchard:arrival court:sound:15,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1378,77,repair_ring,Pax,repair_ring:spark lane:smell:15,smell,stone chalk,0.72,0.716,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
1380,77,roofward,Sera,roofward:arrival court:sound:15,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1382,77,signal,Ren,signal:signal perch:temperature:15,temperature,11.4C,0.832,0.836,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1383,77,orchard,Ivo,orchard:seed lane:sound:15,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1384,77,repair_ring,Pax,repair_ring:bell alcove:smell:15,smell,clean cloth,0.722,0.726,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
1386,78,archive,Nia,archive:arrival court:sound:16,sound,page flutter,0.893,0.889,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
1388,78,orchard,Ivo,orchard:satchel shed:temperature:16,temperature,15.9C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1390,78,riverbend,Ari,riverbend:wet crossing:smell:16,smell,warm oil,0.858,0.862,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1391,78,roofward,Sera,roofward:sun sill:temperature:16,temperature,20.4C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1392,78,archive,Nia,archive:stone stacks:sound:16,sound,spool click,0.895,0.899,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
1394,78,orchard,Ivo,orchard:arrival court:temperature:16,temperature,13.6C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1396,78,riverbend,Ari,riverbend:dry ridge:smell:16,smell,wet cedar,0.868,0.872,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1397,78,roofward,Sera,roofward:arrival court:temperature:16,temperature,17.3C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1398,78,archive,Nia,archive:spool room:sound:16,sound,stone echo,0.902,0.898,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
1400,78,orchard,Ivo,orchard:seed lane:temperature:16,temperature,14.1C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1402,78,riverbend,Ari,riverbend:kit alcove:smell:16,smell,mud thread,0.864,0.868,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1403,78,roofward,Sera,roofward:glass stair:temperature:16,temperature,18.5C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1404,79,signal,Ren,signal:lantern walk:sound:17,sound,beacon pulse,0.818,0.822,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1405,79,orchard,Ivo,orchard:satchel shed:smell:17,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1406,79,repair_ring,Pax,repair_ring:wire bench:temperature:17,temperature,15.8C,0.747,0.751,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
1408,79,roofward,Sera,roofward:sun sill:smell:17,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1410,79,signal,Ren,signal:lens room:sound:17,sound,static crickets,0.828,0.832,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1411,79,orchard,Ivo,orchard:arrival court:smell:17,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1412,79,repair_ring,Pax,repair_ring:spark lane:temperature:17,temperature,17.0C,0.725,0.721,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
1414,79,roofward,Sera,roofward:arrival court:smell:17,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1416,79,signal,Ren,signal:signal perch:sound:17,sound,rope creak,0.824,0.828,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1417,79,orchard,Ivo,orchard:seed lane:smell:17,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1418,79,repair_ring,Pax,repair_ring:bell alcove:temperature:17,temperature,17.5C,0.727,0.731,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
1420,79,roofward,Sera,roofward:glass stair:smell:17,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1422,80,orchard,Ivo,orchard:satchel shed:sound:18,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1424,80,riverbend,Ari,riverbend:wet crossing:temperature:18,temperature,11.3C,0.85,0.854,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1425,80,roofward,Sera,roofward:sun sill:sound:18,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1426,80,archive,Nia,archive:stone stacks:smell:18,smell,ink linen,0.919,0.923,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
1428,80,orchard,Ivo,orchard:arrival court:sound:18,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1430,80,riverbend,Ari,riverbend:dry ridge:temperature:18,temperature,12.5C,0.86,0.864,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1431,80,roofward,Sera,roofward:arrival court:sound:18,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1432,80,archive,Nia,archive:spool room:smell:18,smell,cold dust,0.897,0.893,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
1434,80,orchard,Ivo,orchard:seed lane:sound:18,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1436,80,riverbend,Ari,riverbend:kit alcove:temperature:18,temperature,13.0C,0.856,0.86,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1437,80,roofward,Sera,roofward:glass stair:sound:18,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1438,80,archive,Nia,archive:ink niche:smell:18,smell,wax seal,0.899,0.903,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
1440,81,repair_ring,Pax,repair_ring:wire bench:sound:19,sound,wire snap,0.752,0.756,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
1442,81,roofward,Sera,roofward:sun sill:temperature:19,temperature,20.1C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1444,81,signal,Ren,signal:lens room:smell:19,smell,lamp oil,0.838,0.842,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1445,81,orchard,Ivo,orchard:arrival court:temperature:19,temperature,13.4C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1446,81,repair_ring,Pax,repair_ring:spark lane:sound:19,sound,cool fan,0.759,0.755,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
1448,81,roofward,Sera,roofward:arrival court:temperature:19,temperature,17.8C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1450,81,signal,Ren,signal:signal perch:smell:19,smell,salt wind,0.834,0.838,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1451,81,orchard,Ivo,orchard:seed lane:temperature:19,temperature,13.8C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1452,81,repair_ring,Pax,repair_ring:bell alcove:sound:19,sound,bell hum,0.761,0.765,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
1454,81,roofward,Sera,roofward:glass stair:temperature:19,temperature,18.3C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1456,81,signal,Ren,signal:arrival court:smell:19,smell,lamp oil,0.844,0.848,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1457,81,orchard,Ivo,orchard:mud row:temperature:19,temperature,15.0C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1458,82,riverbend,Ari,riverbend:wet crossing:sound:20,sound,lantern tick,0.842,0.846,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1459,82,roofward,Sera,roofward:sun sill:smell:20,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1460,82,archive,Nia,archive:stone stacks:temperature:20,temperature,14.2C,0.924,0.928,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
1462,82,orchard,Ivo,orchard:arrival court:smell:20,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1464,82,riverbend,Ari,riverbend:dry ridge:sound:20,sound,river slap,0.852,0.856,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1465,82,roofward,Sera,roofward:arrival court:smell:20,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1466,82,archive,Nia,archive:spool room:temperature:20,temperature,15.4C,0.931,0.927,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
1468,82,orchard,Ivo,orchard:seed lane:smell:20,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1470,82,riverbend,Ari,riverbend:kit alcove:sound:20,sound,cedar knock,0.848,0.852,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1471,82,roofward,Sera,roofward:glass stair:smell:20,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1472,82,archive,Nia,archive:ink niche:temperature:20,temperature,15.9C,0.933,0.937,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
1474,82,orchard,Ivo,orchard:mud row:smell:20,smell,apple soil,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1476,83,roofward,Sera,roofward:sun sill:sound:21,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1478,83,signal,Ren,signal:lens room:temperature:21,temperature,10.4C,0.858,0.862,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1479,83,orchard,Ivo,orchard:arrival court:sound:21,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1480,83,repair_ring,Pax,repair_ring:spark lane:smell:21,smell,stone chalk,0.751,0.747,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
1482,83,roofward,Sera,roofward:arrival court:sound:21,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1484,83,signal,Ren,signal:signal perch:temperature:21,temperature,11.6C,0.854,0.858,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1485,83,orchard,Ivo,orchard:seed lane:sound:21,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1486,83,repair_ring,Pax,repair_ring:bell alcove:smell:21,smell,clean cloth,0.753,0.757,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
1488,83,roofward,Sera,roofward:glass stair:sound:21,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1490,83,signal,Ren,signal:arrival court:temperature:21,temperature,8.6C,0.864,0.868,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1491,83,orchard,Ivo,orchard:mud row:sound:21,sound,roof drip,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1492,83,repair_ring,Pax,repair_ring:cool corner:smell:21,smell,hot copper,0.731,0.727,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
1494,84,archive,Nia,archive:stone stacks:sound:22,sound,spool click,0.958,0.962,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
1496,84,orchard,Ivo,orchard:arrival court:temperature:22,temperature,13.1C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1498,84,riverbend,Ari,riverbend:dry ridge:smell:22,smell,wet cedar,0.862,0.866,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1499,84,roofward,Sera,roofward:arrival court:temperature:22,temperature,17.6C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1500,84,archive,Nia,archive:spool room:sound:22,sound,stone echo,0.936,0.932,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
1502,84,orchard,Ivo,orchard:seed lane:temperature:22,temperature,14.3C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1504,84,riverbend,Ari,riverbend:kit alcove:smell:22,smell,mud thread,0.858,0.862,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1505,84,roofward,Sera,roofward:glass stair:temperature:22,temperature,18.0C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1506,84,archive,Nia,archive:ink niche:sound:22,sound,page flutter,0.938,0.942,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
1508,84,orchard,Ivo,orchard:mud row:temperature:22,temperature,14.8C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1510,84,riverbend,Ari,riverbend:arrival court:smell:22,smell,wet cedar,0.868,0.872,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1511,84,roofward,Sera,roofward:warm lane:temperature:22,temperature,19.2C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1512,85,signal,Ren,signal:lens room:sound:23,sound,static crickets,0.878,0.882,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1513,85,orchard,Ivo,orchard:arrival court:smell:23,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
