tick_id,day,settlement_id,resident_id,gesture,mismatch_type,repair_action,repair_success,risk_before,risk_after,visible_gesture_marker,bounded_repair
869,49,lichen_bridge,Luma,rope touch,none,gesture accepted,True,0.04,0.02,Luma:rope touch:none,True
870,49,orchid_engine,Dax,valve pause,timing,slow repeat with resident correction,True,0.12,0.02,Dax:valve pause:timing,True
872,49,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
874,49,lichen_bridge,Rin,shared bowl,none,gesture accepted,True,0.04,0.02,Rin:shared bowl:none,True
875,49,orchid_engine,Eli,open palms,timing,slow repeat with resident correction,True,0.12,0.02,Eli:open palms:timing,True
876,49,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
878,49,cinder_garden,Vale,shade bow,none,gesture accepted,True,0.04,0.02,Vale:shade bow:none,True
880,49,orchid_engine,Bea,orchid cup,timing,slow repeat with resident correction,True,0.12,0.02,Bea:orchid cup:timing,True
881,49,moss_ward,Fay,empty hands,none,gesture accepted,True,0.04,0.02,Fay:empty hands:none,True
882,50,cinder_garden,Juno,seed-step stop,meaning,slow repeat with resident correction,False,0.12,0.08,Juno:seed-step stop:meaning,True
884,50,orchid_engine,Dax,valve pause,none,gesture accepted,True,0.04,0.02,Dax:valve pause:none,True
886,50,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
888,50,lichen_bridge,Rin,shared bowl,none,gesture accepted,True,0.04,0.02,Rin:shared bowl:none,True
890,50,moss_ward,Ari,door-path step,timing,slow repeat with resident correction,True,0.12,0.02,Ari:door-path step:timing,True
892,50,cinder_garden,Vale,shade bow,none,gesture accepted,True,0.04,0.02,Vale:shade bow:none,True
894,50,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
896,50,glass_harbor,Puck,tea hold,meaning,slow repeat with resident correction,True,0.12,0.02,Puck:tea hold:meaning,True
898,50,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
900,51,glass_harbor,Nia,lantern tap,timing,slow repeat with resident correction,False,0.12,0.08,Nia:lantern tap:timing,True
902,51,lichen_bridge,Rin,shared bowl,none,gesture accepted,True,0.04,0.02,Rin:shared bowl:none,True
903,51,orchid_engine,Eli,open palms,meaning,slow repeat with resident correction,True,0.12,0.02,Eli:open palms:meaning,True
904,51,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
906,51,cinder_garden,Vale,shade bow,none,gesture accepted,True,0.04,0.02,Vale:shade bow:none,True
908,51,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
909,51,moss_ward,Fay,empty hands,none,gesture accepted,True,0.04,0.02,Fay:empty hands:none,True
910,51,glass_harbor,Puck,tea hold,timing,slow repeat with resident correction,True,0.12,0.02,Puck:tea hold:timing,True
912,51,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
914,51,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
915,51,glass_harbor,Sera,lantern tap,timing,slow repeat with resident correction,True,0.12,0.02,Sera:lantern tap:timing,True
916,51,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
918,52,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
920,52,cinder_garden,Vale,shade bow,timing,slow repeat with resident correction,True,0.12,0.02,Vale:shade bow:timing,True
922,52,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
924,52,glass_harbor,Puck,tea hold,meaning,slow repeat with resident correction,False,0.12,0.08,Puck:tea hold:meaning,True
926,52,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
928,52,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
930,52,cinder_garden,Juno,cool hand,timing,slow repeat with resident correction,False,0.12,0.08,Juno:cool hand:timing,True
932,52,orchid_engine,Dax,open palms,none,gesture accepted,True,0.04,0.02,Dax:open palms:none,True
934,52,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
936,53,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
937,53,moss_ward,Fay,empty hands,none,gesture accepted,True,0.04,0.02,Fay:empty hands:none,True
938,53,glass_harbor,Puck,tea hold,meaning,slow repeat with resident correction,True,0.12,0.02,Puck:tea hold:meaning,True
940,53,lichen_bridge,Kio,rope touch,timing,slow repeat with resident correction,True,0.12,0.02,Kio:rope touch:timing,True
942,53,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
943,53,glass_harbor,Sera,lantern tap,none,gesture accepted,True,0.04,0.02,Sera:lantern tap:none,True
944,53,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
946,53,orchid_engine,Dax,open palms,none,gesture accepted,True,0.04,0.02,Dax:open palms:none,True
948,53,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
949,53,cinder_garden,Pax,shade bow,none,gesture accepted,True,0.04,0.02,Pax:shade bow:none,True
950,53,lichen_bridge,Rin,signal hush,timing,slow repeat with resident correction,True,0.12,0.02,Rin:signal hush:timing,True
952,53,moss_ward,Ari,empty hands,meaning,slow repeat with resident correction,True,0.12,0.02,Ari:empty hands:meaning,True
954,54,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
956,54,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
958,54,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
960,54,orchid_engine,Dax,open palms,timing,slow repeat with resident correction,True,0.12,0.02,Dax:open palms:timing,True
962,54,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
964,54,lichen_bridge,Rin,signal hush,none,gesture accepted,True,0.04,0.02,Rin:signal hush:none,True
966,54,moss_ward,Ari,empty hands,meaning,slow repeat with resident correction,True,0.12,0.02,Ari:empty hands:meaning,True
968,54,cinder_garden,Vale,seed-step stop,none,gesture accepted,True,0.04,0.02,Vale:seed-step stop:none,True
970,54,orchid_engine,Bea,valve pause,timing,slow repeat with resident correction,True,0.12,0.02,Bea:valve pause:timing,True
972,55,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
974,55,orchid_engine,Dax,open palms,none,gesture accepted,True,0.04,0.02,Dax:open palms:none,True
976,55,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
977,55,cinder_garden,Pax,shade bow,none,gesture accepted,True,0.04,0.02,Pax:shade bow:none,True
978,55,lichen_bridge,Rin,signal hush,none,gesture accepted,True,0.04,0.02,Rin:signal hush:none,True
980,55,moss_ward,Ari,empty hands,timing,slow repeat with resident correction,True,0.12,0.02,Ari:empty hands:timing,True
982,55,cinder_garden,Vale,seed-step stop,none,gesture accepted,True,0.04,0.02,Vale:seed-step stop:none,True
983,55,lichen_bridge,Sol,rope touch,none,gesture accepted,True,0.04,0.02,Sol:rope touch:none,True
984,55,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
986,55,glass_harbor,Puck,lantern tap,none,gesture accepted,True,0.04,0.02,Puck:lantern tap:none,True
988,55,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
989,55,orchid_engine,Cai,open palms,none,gesture accepted,True,0.04,0.02,Cai:open palms:none,True
990,56,glass_harbor,Nia,net-hand open,timing,slow repeat with resident correction,False,0.12,0.08,Nia:net-hand open:timing,True
992,56,lichen_bridge,Rin,signal hush,none,gesture accepted,True,0.04,0.02,Rin:signal hush:none,True
994,56,moss_ward,Ari,empty hands,meaning,slow repeat with resident correction,True,0.12,0.02,Ari:empty hands:meaning,True
996,56,cinder_garden,Vale,seed-step stop,none,gesture accepted,True,0.04,0.02,Vale:seed-step stop:none,True
998,56,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
1000,56,glass_harbor,Puck,lantern tap,timing,slow repeat with resident correction,True,0.12,0.02,Puck:lantern tap:timing,True
1002,56,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
1004,56,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
1006,56,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
1008,57,moss_ward,Ari,empty hands,meaning,slow repeat with resident correction,False,0.12,0.08,Ari:empty hands:meaning,True
1010,57,cinder_garden,Vale,seed-step stop,timing,slow repeat with resident correction,True,0.12,0.02,Vale:seed-step stop:timing,True
1011,57,lichen_bridge,Sol,rope touch,none,gesture accepted,True,0.04,0.02,Sol:rope touch:none,True
1012,57,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
1014,57,glass_harbor,Puck,lantern tap,none,gesture accepted,True,0.04,0.02,Puck:lantern tap:none,True
1016,57,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
1017,57,orchid_engine,Cai,open palms,none,gesture accepted,True,0.04,0.02,Cai:open palms:none,True
1018,57,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
1020,57,cinder_garden,Juno,shade bow,timing,slow repeat with resident correction,False,0.12,0.08,Juno:shade bow:timing,True
1022,57,orchid_engine,Dax,orchid cup,meaning,slow repeat with resident correction,True,0.12,0.02,Dax:orchid cup:meaning,True
1023,57,moss_ward,Tala,empty hands,none,gesture accepted,True,0.04,0.02,Tala:empty hands:none,True
1024,57,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
1026,58,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
1028,58,glass_harbor,Puck,lantern tap,none,gesture accepted,True,0.04,0.02,Puck:lantern tap:none,True
1030,58,lichen_bridge,Kio,shared bowl,timing,slow repeat with resident correction,True,0.12,0.02,Kio:shared bowl:timing,True
1032,58,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
1034,58,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
1036,58,orchid_engine,Dax,orchid cup,meaning,slow repeat with resident correction,True,0.12,0.02,Dax:orchid cup:meaning,True
1038,58,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
1040,58,lichen_bridge,Rin,rope touch,timing,slow repeat with resident correction,True,0.12,0.02,Rin:rope touch:timing,True
1042,58,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
1044,59,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
1045,59,orchid_engine,Cai,open palms,timing,slow repeat with resident correction,True,0.12,0.02,Cai:open palms:timing,True
1046,59,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
1048,59,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
1050,59,orchid_engine,Dax,orchid cup,timing,slow repeat with resident correction,True,0.12,0.02,Dax:orchid cup:timing,True
1051,59,moss_ward,Tala,empty hands,none,gesture accepted,True,0.04,0.02,Tala:empty hands:none,True
1052,59,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
1054,59,lichen_bridge,Rin,rope touch,none,gesture accepted,True,0.04,0.02,Rin:rope touch:none,True
1056,59,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
1057,59,glass_harbor,Oren,lantern tap,meaning,slow repeat with resident correction,True,0.12,0.02,Oren:lantern tap:meaning,True
1058,59,cinder_garden,Vale,cool hand,none,gesture accepted,True,0.04,0.02,Vale:cool hand:none,True
1060,59,orchid_engine,Bea,open palms,timing,slow repeat with resident correction,True,0.12,0.02,Bea:open palms:timing,True
1062,60,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
1064,60,orchid_engine,Dax,orchid cup,meaning,slow repeat with resident correction,True,0.12,0.02,Dax:orchid cup:meaning,True
1066,60,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
1068,60,lichen_bridge,Rin,rope touch,none,gesture accepted,True,0.04,0.02,Rin:rope touch:none,True
1070,60,moss_ward,Ari,cup pause,timing,slow repeat with resident correction,True,0.12,0.02,Ari:cup pause:timing,True
1072,60,cinder_garden,Vale,cool hand,none,gesture accepted,True,0.04,0.02,Vale:cool hand:none,True
1074,60,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
1076,60,glass_harbor,Puck,net-hand open,none,gesture accepted,True,0.04,0.02,Puck:net-hand open:none,True
1078,60,lichen_bridge,Kio,signal hush,meaning,slow repeat with resident correction,True,0.12,0.02,Kio:signal hush:meaning,True
1080,61,glass_harbor,Nia,tea hold,timing,slow repeat with resident correction,True,0.12,0.02,Nia:tea hold:timing,True
1082,61,lichen_bridge,Rin,rope touch,none,gesture accepted,True,0.04,0.02,Rin:rope touch:none,True
1084,61,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
1085,61,glass_harbor,Oren,lantern tap,timing,slow repeat with resident correction,True,0.12,0.02,Oren:lantern tap:timing,True
1086,61,cinder_garden,Vale,cool hand,none,gesture accepted,True,0.04,0.02,Vale:cool hand:none,True
1088,61,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
1090,61,glass_harbor,Puck,net-hand open,timing,slow repeat with resident correction,True,0.12,0.02,Puck:net-hand open:timing,True
1091,61,cinder_garden,Wren,shade bow,none,gesture accepted,True,0.04,0.02,Wren:shade bow:none,True
1092,61,lichen_bridge,Kio,signal hush,meaning,slow repeat with resident correction,True,0.12,0.02,Kio:signal hush:meaning,True
1094,61,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
1096,61,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
1097,61,lichen_bridge,Luma,rope touch,none,gesture accepted,True,0.04,0.02,Luma:rope touch:none,True
1098,62,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
1100,62,cinder_garden,Vale,cool hand,timing,slow repeat with resident correction,True,0.12,0.02,Vale:cool hand:timing,True
1102,62,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
1104,62,glass_harbor,Puck,net-hand open,none,gesture accepted,True,0.04,0.02,Puck:net-hand open:none,True
1106,62,lichen_bridge,Kio,signal hush,meaning,slow repeat with resident correction,True,0.12,0.02,Kio:signal hush:meaning,True
1108,62,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
1110,62,cinder_garden,Juno,seed-step stop,timing,slow repeat with resident correction,False,0.12,0.08,Juno:seed-step stop:timing,True
1112,62,orchid_engine,Dax,valve pause,none,gesture accepted,True,0.04,0.02,Dax:valve pause:none,True
1114,62,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
1116,63,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
1118,63,glass_harbor,Puck,net-hand open,none,gesture accepted,True,0.04,0.02,Puck:net-hand open:none,True
1119,63,cinder_garden,Wren,shade bow,none,gesture accepted,True,0.04,0.02,Wren:shade bow:none,True
1120,63,lichen_bridge,Kio,signal hush,timing,slow repeat with resident correction,True,0.12,0.02,Kio:signal hush:timing,True
1122,63,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
1124,63,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
1125,63,lichen_bridge,Luma,rope touch,timing,slow repeat with resident correction,True,0.12,0.02,Luma:rope touch:timing,True
1126,63,orchid_engine,Dax,valve pause,none,gesture accepted,True,0.04,0.02,Dax:valve pause:none,True
1128,63,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
1130,63,lichen_bridge,Rin,shared bowl,timing,slow repeat with resident correction,True,0.12,0.02,Rin:shared bowl:timing,True
1131,63,orchid_engine,Eli,open palms,none,gesture accepted,True,0.04,0.02,Eli:open palms:none,True
1132,63,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
1134,64,lichen_bridge,Kio,signal hush,meaning,slow repeat with resident correction,False,0.12,0.08,Kio:signal hush:meaning,True
1136,64,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
1138,64,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
1140,64,orchid_engine,Dax,valve pause,timing,slow repeat with resident correction,False,0.12,0.08,Dax:valve pause:timing,True
1142,64,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
1144,64,lichen_bridge,Rin,shared bowl,none,gesture accepted,True,0.04,0.02,Rin:shared bowl:none,True
1146,64,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
1148,64,cinder_garden,Vale,shade bow,meaning,slow repeat with resident correction,True,0.12,0.02,Vale:shade bow:meaning,True
1150,64,orchid_engine,Bea,orchid cup,timing,slow repeat with resident correction,True,0.12,0.02,Bea:orchid cup:timing,True
1152,65,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
1153,65,lichen_bridge,Luma,rope touch,none,gesture accepted,True,0.04,0.02,Luma:rope touch:none,True
1154,65,orchid_engine,Dax,valve pause,none,gesture accepted,True,0.04,0.02,Dax:valve pause:none,True
1156,65,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
1158,65,lichen_bridge,Rin,shared bowl,none,gesture accepted,True,0.04,0.02,Rin:shared bowl:none,True
1159,65,orchid_engine,Eli,open palms,none,gesture accepted,True,0.04,0.02,Eli:open palms:none,True
1160,65,moss_ward,Ari,door-path step,timing,slow repeat with resident correction,True,0.12,0.02,Ari:door-path step:timing,True
1162,65,cinder_garden,Vale,shade bow,meaning,slow repeat with resident correction,True,0.12,0.02,Vale:shade bow:meaning,True
1164,65,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
1165,65,moss_ward,Fay,empty hands,timing,slow repeat with resident correction,True,0.12,0.02,Fay:empty hands:timing,True
1166,65,glass_harbor,Puck,tea hold,none,gesture accepted,True,0.04,0.02,Puck:tea hold:none,True
1168,65,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
1170,66,glass_harbor,Nia,lantern tap,timing,slow repeat with resident correction,True,0.12,0.02,Nia:lantern tap:timing,True
1172,66,lichen_bridge,Rin,shared bowl,none,gesture accepted,True,0.04,0.02,Rin:shared bowl:none,True
1174,66,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
1176,66,cinder_garden,Vale,shade bow,meaning,slow repeat with resident correction,True,0.12,0.02,Vale:shade bow:meaning,True
1178,66,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
1180,66,glass_harbor,Puck,tea hold,timing,slow repeat with resident correction,True,0.12,0.02,Puck:tea hold:timing,True
1182,66,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
1184,66,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
1186,66,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
1188,67,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
1190,67,cinder_garden,Vale,shade bow,timing,slow repeat with resident correction,True,0.12,0.02,Vale:shade bow:timing,True
1192,67,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
1193,67,moss_ward,Fay,empty hands,none,gesture accepted,True,0.04,0.02,Fay:empty hands:none,True
1194,67,glass_harbor,Puck,tea hold,none,gesture accepted,True,0.04,0.02,Puck:tea hold:none,True
1196,67,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
1198,67,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
1199,67,glass_harbor,Sera,lantern tap,none,gesture accepted,True,0.04,0.02,Sera:lantern tap:none,True
1200,67,cinder_garden,Juno,cool hand,timing,slow repeat with resident correction,True,0.12,0.02,Juno:cool hand:timing,True
1202,67,orchid_engine,Dax,open palms,none,gesture accepted,True,0.04,0.02,Dax:open palms:none,True
1204,67,glass_harbor,Nia,net-hand open,meaning,slow repeat with resident correction,True,0.12,0.02,Nia:net-hand open:meaning,True
1205,67,cinder_garden,Pax,shade bow,timing,slow repeat with resident correction,True,0.12,0.02,Pax:shade bow:timing,True
1206,68,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
1208,68,glass_harbor,Puck,tea hold,none,gesture accepted,True,0.04,0.02,Puck:tea hold:none,True
1210,68,lichen_bridge,Kio,rope touch,timing,slow repeat with resident correction,True,0.12,0.02,Kio:rope touch:timing,True
1212,68,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
1214,68,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
1216,68,orchid_engine,Dax,open palms,none,gesture accepted,True,0.04,0.02,Dax:open palms:none,True
1218,68,glass_harbor,Nia,net-hand open,meaning,slow repeat with resident correction,False,0.12,0.08,Nia:net-hand open:meaning,True
1220,68,lichen_bridge,Rin,signal hush,timing,slow repeat with resident correction,True,0.12,0.02,Rin:signal hush:timing,True
1222,68,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
1224,69,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
1226,69,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
1227,69,glass_harbor,Sera,lantern tap,none,gesture accepted,True,0.04,0.02,Sera:lantern tap:none,True
1228,69,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
1230,69,orchid_engine,Dax,open palms,timing,slow repeat with resident correction,False,0.12,0.08,Dax:open palms:timing,True
1232,69,glass_harbor,Nia,net-hand open,meaning,slow repeat with resident correction,True,0.12,0.02,Nia:net-hand open:meaning,True
1233,69,cinder_garden,Pax,shade bow,none,gesture accepted,True,0.04,0.02,Pax:shade bow:none,True
1234,69,lichen_bridge,Rin,signal hush,none,gesture accepted,True,0.04,0.02,Rin:signal hush:none,True
1236,69,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
1238,69,cinder_garden,Vale,seed-step stop,none,gesture accepted,True,0.04,0.02,Vale:seed-step stop:none,True
1239,69,lichen_bridge,Sol,rope touch,meaning,slow repeat with resident correction,True,0.12,0.02,Sol:rope touch:meaning,True
1240,69,orchid_engine,Bea,valve pause,timing,slow repeat with resident correction,True,0.12,0.02,Bea:valve pause:timing,True
1242,70,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
1244,70,orchid_engine,Dax,open palms,none,gesture accepted,True,0.04,0.02,Dax:open palms:none,True
1246,70,glass_harbor,Nia,net-hand open,meaning,slow repeat with resident correction,True,0.12,0.02,Nia:net-hand open:meaning,True
1248,70,lichen_bridge,Rin,signal hush,none,gesture accepted,True,0.04,0.02,Rin:signal hush:none,True
1250,70,moss_ward,Ari,empty hands,timing,slow repeat with resident correction,True,0.12,0.02,Ari:empty hands:timing,True
1252,70,cinder_garden,Vale,seed-step stop,none,gesture accepted,True,0.04,0.02,Vale:seed-step stop:none,True
1254,70,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
1256,70,glass_harbor,Puck,lantern tap,none,gesture accepted,True,0.04,0.02,Puck:lantern tap:none,True
1258,70,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
1260,71,glass_harbor,Nia,net-hand open,timing,slow repeat with resident correction,True,0.12,0.02,Nia:net-hand open:timing,True
1261,71,cinder_garden,Pax,shade bow,none,gesture accepted,True,0.04,0.02,Pax:shade bow:none,True
1262,71,lichen_bridge,Rin,signal hush,none,gesture accepted,True,0.04,0.02,Rin:signal hush:none,True
1264,71,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
1266,71,cinder_garden,Vale,seed-step stop,none,gesture accepted,True,0.04,0.02,Vale:seed-step stop:none,True
1267,71,lichen_bridge,Sol,rope touch,meaning,slow repeat with resident correction,True,0.12,0.02,Sol:rope touch:meaning,True
1268,71,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
1270,71,glass_harbor,Puck,lantern tap,timing,slow repeat with resident correction,True,0.12,0.02,Puck:lantern tap:timing,True
1272,71,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
1273,71,orchid_engine,Cai,open palms,none,gesture accepted,True,0.04,0.02,Cai:open palms:none,True
1274,71,moss_ward,Milo,door-path step,meaning,slow repeat with resident correction,True,0.12,0.02,Milo:door-path step:meaning,True
1276,71,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
1278,72,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
1280,72,cinder_garden,Vale,seed-step stop,timing,slow repeat with resident correction,True,0.12,0.02,Vale:seed-step stop:timing,True
1282,72,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
1284,72,glass_harbor,Puck,lantern tap,none,gesture accepted,True,0.04,0.02,Puck:lantern tap:none,True
1286,72,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
1288,72,moss_ward,Milo,door-path step,meaning,slow repeat with resident correction,True,0.12,0.02,Milo:door-path step:meaning,True
1290,72,cinder_garden,Juno,shade bow,timing,slow repeat with resident correction,True,0.12,0.02,Juno:shade bow:timing,True
1292,72,orchid_engine,Dax,orchid cup,none,gesture accepted,True,0.04,0.02,Dax:orchid cup:none,True
1294,72,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
1296,73,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
1298,73,glass_harbor,Puck,lantern tap,none,gesture accepted,True,0.04,0.02,Puck:lantern tap:none,True
