tick_id,day,route_id,replay_event,state_hash,includes_route_plan,includes_caravan,includes_forecast,includes_disaster_drill,includes_guild_record,includes_avatar_intervention,replay_exportable
524,38,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-628840,True,True,True,False,True,False,True
525,38,archive_signal,autumn_wind:archive_signal:direct route:open,v29-547442,True,True,True,False,True,False,True
526,38,signal_orchard,autumn_wind:signal_orchard:direct route:blocked watch,v29-660421,True,True,True,False,True,False,True
527,38,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-587499,True,True,True,False,True,False,True
528,38,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-615074,True,True,True,False,True,False,True
529,38,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-726695,True,True,True,False,True,True,True
530,38,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-628379,True,True,True,False,True,False,True
531,38,archive_signal,autumn_wind:archive_signal:stone kiosk path:open,v29-586655,True,True,True,False,True,False,True
532,39,signal_orchard,autumn_wind:signal_orchard:direct route:open,v29-548705,True,True,True,False,True,False,True
533,39,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-587647,True,True,True,False,True,False,True
534,39,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-613782,True,True,True,False,True,True,True
535,39,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-726480,True,True,True,False,True,False,True
536,39,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-622000,True,True,True,False,True,False,True
537,39,archive_signal,autumn_wind:archive_signal:stone kiosk path:open,v29-593382,True,True,True,False,True,True,True
538,39,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-622040,True,True,True,False,True,False,True
539,39,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-587931,True,True,True,False,True,False,True
540,39,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-614440,True,True,True,False,True,False,True
541,39,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-726398,True,True,True,False,True,False,True
542,39,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-615171,True,True,True,True,True,False,True
543,39,archive_signal,autumn_wind:archive_signal:stone kiosk path:open,v29-594264,True,True,True,False,True,True,True
544,39,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-622215,True,True,True,False,True,False,True
545,39,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-586896,True,True,True,False,True,False,True
546,40,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-608267,True,True,True,False,True,False,True
547,40,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-728102,True,True,True,False,True,False,True
548,40,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-629351,True,True,True,False,True,True,True
549,40,archive_signal,autumn_wind:archive_signal:stone kiosk path:open,v29-594435,True,True,True,False,True,False,True
550,40,signal_orchard,autumn_wind:signal_orchard:direct route:open,v29-547206,True,True,True,False,True,False,True
551,40,orchard_riverbend,autumn_wind:orchard_riverbend:market plank route:open,v29-654191,True,True,True,False,True,True,True
552,40,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-615480,True,True,True,False,True,False,True
553,40,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-729201,True,True,True,False,True,False,True
554,40,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-629158,True,True,True,False,True,False,True
555,40,archive_signal,autumn_wind:archive_signal:stone kiosk path:open,v29-593857,True,True,True,False,True,False,True
556,40,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-621809,True,True,True,False,True,False,True
557,40,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-587958,True,True,True,False,True,True,True
558,40,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-578371,True,True,True,False,True,False,True
559,40,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-728438,True,True,True,False,True,False,True
560,41,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-628344,True,True,True,False,True,False,True
561,41,archive_signal,autumn_wind:archive_signal:direct route:open,v29-547683,True,True,True,False,True,False,True
562,41,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-622695,True,True,True,False,True,True,True
563,41,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:blocked watch,v29-702266,True,True,True,False,True,False,True
564,41,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-614025,True,True,True,False,True,False,True
565,41,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-727345,True,True,True,False,True,True,True
566,41,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-629987,True,True,True,False,True,False,True
567,41,archive_signal,autumn_wind:archive_signal:direct route:open,v29-548204,True,True,True,False,True,False,True
568,41,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-623860,True,True,True,False,True,False,True
569,41,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-588273,True,True,True,False,True,False,True
570,41,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-605902,True,True,True,False,True,False,True
571,41,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-727395,True,True,True,False,True,True,True
572,41,roofward_archive,autumn_wind:roofward_archive:direct route:blocked watch,v29-688419,True,True,True,False,True,False,True
573,41,archive_signal,autumn_wind:archive_signal:direct route:open,v29-547313,True,True,True,False,True,False,True
574,42,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-588593,True,True,True,False,True,False,True
575,42,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-614169,True,True,True,False,True,False,True
576,42,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-729054,True,True,True,False,True,False,True
577,42,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-630366,True,True,True,False,True,False,True
578,42,archive_signal,autumn_wind:archive_signal:direct route:open,v29-547422,True,True,True,False,True,False,True
579,42,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-624353,True,True,True,False,True,False,True
580,42,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-587316,True,True,True,False,True,False,True
581,42,central_repair_ring,autumn_wind:central_repair_ring:outer bell path:open,v29-623381,True,True,True,False,True,False,True
582,42,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-727793,True,True,True,False,True,False,True
583,42,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-574370,True,True,True,False,True,True,True
584,42,archive_signal,autumn_wind:archive_signal:direct route:open,v29-548260,True,True,True,False,True,False,True
585,42,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-621828,True,True,True,False,True,False,True
586,42,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:blocked watch,v29-702246,True,True,True,False,True,False,True
587,42,central_repair_ring,autumn_wind:central_repair_ring:outer bell path:open,v29-646759,True,True,True,False,True,False,True
588,43,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-729363,True,True,True,False,True,False,True
589,43,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-629978,True,True,True,False,True,False,True
590,43,archive_signal,autumn_wind:archive_signal:direct route:open,v29-547579,True,True,True,False,True,False,True
591,43,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-622475,True,True,True,False,True,False,True
592,43,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-588601,True,True,True,False,True,False,True
593,43,central_repair_ring,autumn_wind:central_repair_ring:outer bell path:open,v29-646526,True,True,True,False,True,False,True
594,43,riverbend_roofward,autumn_wind:riverbend_roofward:direct route:open,v29-567462,True,True,True,False,True,False,True
595,43,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-575617,True,True,True,False,True,False,True
596,43,archive_signal,autumn_wind:archive_signal:direct route:blocked watch,v29-659938,True,True,True,False,True,False,True
597,43,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-622287,True,True,True,False,True,True,True
598,43,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-589000,True,True,True,False,True,False,True
599,43,central_repair_ring,autumn_wind:central_repair_ring:outer bell path:open,v29-647464,True,True,True,False,True,False,True
600,43,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-726560,True,True,True,False,True,False,True
601,43,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-574429,True,True,True,False,True,False,True
602,44,archive_signal,autumn_wind:archive_signal:direct route:open,v29-549488,True,True,True,False,True,False,True
603,44,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-622683,True,True,True,False,True,False,True
604,44,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-588419,True,True,True,True,True,False,True
605,44,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-613610,True,True,True,False,True,False,True
606,44,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-727105,True,True,True,False,True,False,True
607,44,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-574750,True,True,True,False,True,False,True
608,44,archive_signal,autumn_wind:archive_signal:direct route:open,v29-548293,True,True,True,False,True,False,True
609,44,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-622731,True,True,True,False,True,False,True
610,44,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-587138,True,True,True,False,True,False,True
611,44,central_repair_ring,autumn_wind:central_repair_ring:outer bell path:open,v29-646163,True,True,True,False,True,True,True
612,44,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-727286,True,True,True,False,True,False,True
613,44,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-575357,True,True,True,False,True,False,True
614,44,archive_signal,autumn_wind:archive_signal:direct route:blocked watch,v29-660030,True,True,True,False,True,False,True
615,44,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-623978,True,True,True,False,True,False,True
616,45,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-551885,True,True,True,False,True,False,True
617,45,central_repair_ring,autumn_wind:central_repair_ring:outer bell path:open,v29-645605,True,True,True,False,True,False,True
618,45,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-727038,True,True,True,False,True,False,True
619,45,roofward_archive,autumn_wind:roofward_archive:direct route:blocked watch,v29-689403,True,True,True,False,True,False,True
620,45,archive_signal,autumn_wind:archive_signal:direct route:open,v29-548808,True,True,True,False,True,False,True
621,45,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-621566,True,True,True,False,True,False,True
622,45,orchard_riverbend,autumn_wind:orchard_riverbend:market plank route:open,v29-661168,True,True,True,False,True,False,True
623,45,central_repair_ring,autumn_wind:central_repair_ring:outer bell path:open,v29-645520,True,True,True,False,True,False,True
624,45,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-727613,True,True,True,False,True,False,True
625,45,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-575445,True,True,True,False,True,True,True
626,45,archive_signal,autumn_wind:archive_signal:direct route:open,v29-550150,True,True,True,False,True,False,True
627,45,signal_orchard,autumn_wind:signal_orchard:direct route:open,v29-547456,True,True,True,False,True,False,True
628,45,orchard_riverbend,autumn_wind:orchard_riverbend:market plank route:open,v29-661829,True,True,True,False,True,False,True
629,45,central_repair_ring,autumn_wind:central_repair_ring:outer bell path:open,v29-646051,True,True,True,False,True,False,True
630,46,riverbend_roofward,autumn_wind:riverbend_roofward:direct route:open,v29-602712,True,True,True,False,True,False,True
631,46,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-630371,True,True,True,False,True,False,True
632,46,archive_signal,autumn_wind:archive_signal:direct route:open,v29-549351,True,True,True,True,True,False,True
633,46,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-622028,True,True,True,False,True,False,True
634,46,orchard_riverbend,autumn_wind:orchard_riverbend:market plank route:open,v29-660988,True,True,True,False,True,False,True
635,46,central_repair_ring,autumn_wind:central_repair_ring:outer bell path:open,v29-647188,True,True,True,False,True,False,True
636,46,riverbend_roofward,autumn_wind:riverbend_roofward:direct route:open,v29-603477,True,True,True,False,True,False,True
637,46,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-630400,True,True,True,False,True,False,True
638,46,archive_signal,autumn_wind:archive_signal:direct route:open,v29-549176,True,True,True,False,True,False,True
639,46,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-621388,True,True,True,False,True,True,True
640,46,orchard_riverbend,autumn_wind:orchard_riverbend:market plank route:open,v29-660779,True,True,True,False,True,False,True
641,46,central_repair_ring,autumn_wind:central_repair_ring:outer bell path:open,v29-646004,True,True,True,False,True,False,True
642,46,riverbend_roofward,autumn_wind:riverbend_roofward:direct route:blocked watch,v29-718669,True,True,True,False,True,False,True
643,46,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-575096,True,True,True,False,True,False,True
644,47,archive_signal,autumn_wind:archive_signal:stone kiosk path:open,v29-557967,True,True,True,False,True,False,True
645,47,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-615534,True,True,True,False,True,False,True
646,47,orchard_riverbend,autumn_wind:orchard_riverbend:market plank route:open,v29-663321,True,True,True,False,True,False,True
647,47,central_repair_ring,autumn_wind:central_repair_ring:outer bell path:open,v29-646541,True,True,True,False,True,False,True
648,47,riverbend_roofward,autumn_wind:riverbend_roofward:direct route:open,v29-596074,True,True,True,False,True,False,True
649,47,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-575153,True,True,True,False,True,False,True
650,47,archive_signal,autumn_wind:archive_signal:direct route:open,v29-546835,True,True,True,False,True,False,True
651,47,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-621455,True,True,True,False,True,False,True
652,47,orchard_riverbend,autumn_wind:orchard_riverbend:market plank route:open,v29-661504,True,True,True,False,True,False,True
653,47,central_repair_ring,autumn_wind:central_repair_ring:outer bell path:open,v29-647839,True,True,True,False,True,True,True
654,47,riverbend_roofward,autumn_wind:riverbend_roofward:direct route:open,v29-603233,True,True,True,False,True,False,True
655,47,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-575643,True,True,True,False,True,False,True
656,47,archive_signal,autumn_wind:archive_signal:stone kiosk path:open,v29-594745,True,True,True,False,True,False,True
657,47,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-621854,True,True,True,False,True,False,True
658,48,orchard_riverbend,autumn_wind:orchard_riverbend:market plank route:open,v29-660533,True,True,True,False,True,False,True
659,48,central_repair_ring,autumn_wind:central_repair_ring:outer bell path:open,v29-646157,True,True,True,False,True,False,True
660,48,riverbend_roofward,autumn_wind:riverbend_roofward:direct route:open,v29-602065,True,True,True,True,True,False,True
661,48,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-574034,True,True,True,False,True,False,True
662,48,archive_signal,autumn_wind:archive_signal:stone kiosk path:open,v29-592850,True,True,True,False,True,False,True
663,48,signal_orchard,autumn_wind:signal_orchard:direct route:open,v29-546546,True,True,True,False,True,False,True
664,48,orchard_riverbend,autumn_wind:orchard_riverbend:market plank route:open,v29-661438,True,True,True,False,True,False,True
665,48,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-615120,True,True,True,False,True,False,True
666,48,riverbend_roofward,autumn_wind:riverbend_roofward:direct route:open,v29-603433,True,True,True,False,True,False,True
667,48,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-575264,True,True,True,False,True,True,True
668,48,archive_signal,autumn_wind:archive_signal:stone kiosk path:open,v29-595424,True,True,True,False,True,False,True
669,48,signal_orchard,autumn_wind:signal_orchard:direct route:open,v29-547772,True,True,True,False,True,False,True
670,48,orchard_riverbend,autumn_wind:orchard_riverbend:market plank route:open,v29-662111,True,True,True,False,True,False,True
671,48,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-614407,True,True,True,False,True,False,True
672,49,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-575939,True,True,True,False,True,False,True
673,49,archive_signal,autumn_wind:archive_signal:stone kiosk path:open,v29-594547,True,True,True,False,True,False,True
674,49,signal_orchard,autumn_wind:signal_orchard:direct route:open,v29-547159,True,True,True,False,True,True,True
675,49,orchard_riverbend,autumn_wind:orchard_riverbend:market plank route:open,v29-663213,True,True,True,False,True,False,True
676,49,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-612952,True,True,True,False,True,False,True
677,49,riverbend_roofward,autumn_wind:riverbend_roofward:direct route:open,v29-602660,True,True,True,False,True,True,True
678,49,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-576114,True,True,True,False,True,False,True
679,49,archive_signal,autumn_wind:archive_signal:stone kiosk path:open,v29-593410,True,True,True,False,True,False,True
680,49,signal_orchard,autumn_wind:signal_orchard:direct route:open,v29-547881,True,True,True,False,True,False,True
681,49,orchard_riverbend,autumn_wind:orchard_riverbend:market plank route:open,v29-661249,True,True,True,False,True,True,True
682,49,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-614682,True,True,True,False,True,False,True
683,49,riverbend_roofward,autumn_wind:riverbend_roofward:direct route:open,v29-601604,True,True,True,False,True,True,True
684,49,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-576622,True,True,True,False,True,False,True
685,49,archive_signal,autumn_wind:archive_signal:stone kiosk path:open,v29-593672,True,True,True,False,True,False,True
686,50,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-623474,True,True,True,False,True,False,True
687,50,orchard_riverbend,autumn_wind:orchard_riverbend:market plank route:open,v29-661548,True,True,True,False,True,False,True
688,50,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-614004,True,True,True,False,True,True,True
689,50,riverbend_roofward,autumn_wind:riverbend_roofward:direct route:blocked watch,v29-717355,True,True,True,False,True,False,True
690,50,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-575111,True,True,True,False,True,False,True
691,50,archive_signal,autumn_wind:archive_signal:stone kiosk path:open,v29-594198,True,True,True,False,True,True,True
692,50,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-622900,True,True,True,False,True,False,True
693,50,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-588165,True,True,True,False,True,False,True
694,50,central_repair_ring,autumn_wind:central_repair_ring:outer bell path:open,v29-640207,True,True,True,False,True,False,True
695,50,riverbend_roofward,autumn_wind:riverbend_roofward:direct route:open,v29-596496,True,True,True,False,True,True,True
696,50,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-576349,True,True,True,False,True,False,True
697,50,archive_signal,autumn_wind:archive_signal:stone kiosk path:open,v29-594255,True,True,True,False,True,True,True
698,50,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-622720,True,True,True,False,True,False,True
699,50,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-588230,True,True,True,False,True,False,True
700,51,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-613716,True,True,True,False,True,False,True
701,51,riverbend_roofward,autumn_wind:riverbend_roofward:direct route:open,v29-601851,True,True,True,False,True,False,True
702,51,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-576226,True,True,True,False,True,True,True
703,51,archive_signal,autumn_wind:archive_signal:stone kiosk path:open,v29-593796,True,True,True,False,True,False,True
704,51,signal_orchard,autumn_wind:signal_orchard:direct route:open,v29-547446,True,True,True,False,True,False,True
705,51,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-587287,True,True,True,False,True,True,True
706,51,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-615087,True,True,True,True,True,False,True
707,51,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-726516,True,True,True,False,True,False,True
708,51,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-575357,True,True,True,False,True,False,True
709,51,archive_signal,autumn_wind:archive_signal:stone kiosk path:open,v29-594097,True,True,True,False,True,True,True
710,51,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-620946,True,True,True,False,True,False,True
711,51,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-588516,True,True,True,False,True,True,True
712,51,central_repair_ring,autumn_wind:central_repair_ring:direct route:blocked watch,v29-731100,True,True,True,False,True,False,True
713,51,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-726301,True,True,True,False,True,False,True
714,52,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-631256,True,True,True,False,True,False,True
715,52,archive_signal,autumn_wind:archive_signal:direct route:open,v29-548052,True,True,True,False,True,False,True
716,52,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-623078,True,True,True,False,True,True,True
717,52,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:blocked watch,v29-703473,True,True,True,False,True,False,True
718,52,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-616247,True,True,True,False,True,False,True
719,52,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-726991,True,True,True,False,True,True,True
720,52,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-630788,True,True,True,False,True,False,True
721,52,archive_signal,autumn_wind:archive_signal:direct route:open,v29-548188,True,True,True,False,True,False,True
722,52,signal_orchard,autumn_wind:signal_orchard:river lantern loop:open,v29-622011,True,True,True,False,True,False,True
723,52,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-586746,True,True,True,False,True,True,True
724,52,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-607179,True,True,True,False,True,False,True
725,52,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-728229,True,True,True,False,True,True,True
726,52,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-568310,True,True,True,False,True,False,True
727,52,archive_signal,autumn_wind:archive_signal:direct route:open,v29-548129,True,True,True,False,True,False,True
728,53,signal_orchard,autumn_wind:signal_orchard:direct route:open,v29-540822,True,True,True,False,True,False,True
729,53,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-588119,True,True,True,False,True,False,True
730,53,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-616219,True,True,True,False,True,True,True
731,53,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-725823,True,True,True,False,True,False,True
732,53,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-593283,True,True,True,False,True,False,True
733,53,archive_signal,autumn_wind:archive_signal:direct route:open,v29-548073,True,True,True,False,True,True,True
734,53,signal_orchard,autumn_wind:signal_orchard:direct route:open,v29-512686,True,True,True,True,True,False,True
735,53,orchard_riverbend,autumn_wind:orchard_riverbend:market plank route:open,v29-661072,True,True,True,False,True,False,True
736,53,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-614833,True,True,True,False,True,False,True
737,53,riverbend_roofward,autumn_wind:riverbend_roofward:direct route:open,v29-602855,True,True,True,False,True,True,True
738,53,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-628490,True,True,True,False,True,False,True
739,53,archive_signal,autumn_wind:archive_signal:direct route:open,v29-547912,True,True,True,False,True,True,True
740,53,signal_orchard,autumn_wind:signal_orchard:direct route:blocked watch,v29-620111,True,True,True,False,True,False,True
741,53,orchard_riverbend,autumn_wind:orchard_riverbend:market plank route:open,v29-652847,True,True,True,False,True,False,True
742,54,central_repair_ring,autumn_wind:central_repair_ring:outer bell path:open,v29-647769,True,True,True,False,True,False,True
743,54,riverbend_roofward,autumn_wind:riverbend_roofward:direct route:open,v29-601791,True,True,True,False,True,False,True
744,54,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-629900,True,True,True,False,True,True,True
745,54,archive_signal,autumn_wind:archive_signal:direct route:blocked watch,v29-659613,True,True,True,False,True,False,True
746,54,signal_orchard,autumn_wind:signal_orchard:direct route:open,v29-548718,True,True,True,False,True,False,True
747,54,orchard_riverbend,autumn_wind:orchard_riverbend:market plank route:open,v29-662528,True,True,True,False,True,True,True
748,54,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-615255,True,True,True,False,True,False,True
749,54,riverbend_roofward,autumn_wind:riverbend_roofward:direct route:open,v29-602575,True,True,True,False,True,False,True
750,54,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-630798,True,True,True,False,True,False,True
751,54,archive_signal,autumn_wind:archive_signal:direct route:open,v29-547522,True,True,True,False,True,True,True
752,54,signal_orchard,autumn_wind:signal_orchard:direct route:open,v29-548270,True,True,True,False,True,False,True
753,54,orchard_riverbend,autumn_wind:orchard_riverbend:market plank route:open,v29-661094,True,True,True,False,True,True,True
754,54,central_repair_ring,autumn_wind:central_repair_ring:outer bell path:open,v29-647212,True,True,True,False,True,False,True
755,54,riverbend_roofward,autumn_wind:riverbend_roofward:direct route:open,v29-603108,True,True,True,False,True,False,True
756,55,roofward_archive,winter_cold:roofward_archive:cool archive lane:open,v29-628562,True,True,True,False,True,False,True
757,55,archive_signal,winter_cold:archive_signal:direct route:open,v29-546554,True,True,True,False,True,False,True
758,55,signal_orchard,winter_cold:signal_orchard:direct route:open,v29-546372,True,True,True,False,True,True,True
759,55,orchard_riverbend,winter_cold:orchard_riverbend:direct route:blocked watch,v29-699852,True,True,True,False,True,False,True
760,55,central_repair_ring,winter_cold:central_repair_ring:outer bell path:open,v29-607944,True,True,True,False,True,False,True
761,55,riverbend_roofward,winter_cold:riverbend_roofward:direct route:open,v29-600853,True,True,True,False,True,True,True
762,55,roofward_archive,winter_cold:roofward_archive:cool archive lane:open,v29-627500,True,True,True,True,True,False,True
763,55,archive_signal,winter_cold:archive_signal:stone kiosk path:open,v29-584325,True,True,True,False,True,False,True
764,55,signal_orchard,winter_cold:signal_orchard:direct route:blocked watch,v29-658091,True,True,True,False,True,False,True
765,55,orchard_riverbend,winter_cold:orchard_riverbend:market plank route:open,v29-659391,True,True,True,False,True,True,True
766,55,central_repair_ring,winter_cold:central_repair_ring:outer bell path:open,v29-644519,True,True,True,False,True,False,True
767,55,riverbend_roofward,winter_cold:riverbend_roofward:direct route:open,v29-602221,True,True,True,False,True,True,True
768,55,roofward_archive,winter_cold:roofward_archive:cool archive lane:open,v29-628531,True,True,True,False,True,False,True
769,55,archive_signal,winter_cold:archive_signal:stone kiosk path:open,v29-585586,True,True,True,False,True,False,True
770,56,orchard_riverbend,winter_cold:orchard_riverbend:direct route:open,v29-585236,True,True,True,False,True,False,True
771,56,central_repair_ring,winter_cold:central_repair_ring:outer bell path:open,v29-645991,True,True,True,False,True,False,True
772,56,riverbend_roofward,winter_cold:riverbend_roofward:direct route:open,v29-602549,True,True,True,True,True,True,True
773,56,roofward_archive,winter_cold:roofward_archive:cool archive lane:open,v29-629116,True,True,True,False,True,False,True
774,56,archive_signal,winter_cold:archive_signal:stone kiosk path:open,v29-591225,True,True,True,False,True,False,True
775,56,signal_orchard,winter_cold:signal_orchard:direct route:open,v29-545730,True,True,True,False,True,True,True
776,56,orchard_riverbend,winter_cold:orchard_riverbend:market plank route:open,v29-660264,True,True,True,False,True,False,True
777,56,central_repair_ring,winter_cold:central_repair_ring:outer bell path:open,v29-645028,True,True,True,False,True,False,True
778,56,riverbend_roofward,winter_cold:riverbend_roofward:direct route:blocked watch,v29-718354,True,True,True,False,True,False,True
779,56,roofward_archive,winter_cold:roofward_archive:cool archive lane:open,v29-628910,True,True,True,False,True,False,True
780,56,archive_signal,winter_cold:archive_signal:stone kiosk path:open,v29-591616,True,True,True,False,True,False,True
