tick_id,day,tick,season,region_id,weather_pattern,intensity,temperature,wetness,production_modifier,collapse_pressure,migration_pressure,sensory_weather_marker
430,27,14,summer_dry,orchard_fen,heat shimmer,0.68,0.82,0.28,1.026,0.1574,0.298,summer_dry:heat shimmer:0.68
431,27,15,summer_dry,riverbend,heat shimmer,0.66,0.74,0.22,0.987,0.1888,0.296,summer_dry:heat shimmer:0.66
432,28,0,summer_dry,roofward,heat shimmer,0.74,0.74,0.22,1.023,0.1682,0.304,summer_dry:heat shimmer:0.74
433,28,1,summer_dry,archive_quarter,heat shimmer,0.42,0.76,0.25,0.999,0.1456,0.272,summer_dry:heat shimmer:0.42
434,28,2,summer_dry,signal_ridge,heat shimmer,0.5,0.78,0.28,1.035,0.125,0.28,summer_dry:heat shimmer:0.50
435,28,3,summer_dry,orchard_fen,heat shimmer,0.58,0.8,0.22,1.031,0.1394,0.288,summer_dry:heat shimmer:0.58
436,28,4,summer_dry,riverbend,heat shimmer,0.76,0.82,0.25,0.982,0.2068,0.306,summer_dry:heat shimmer:0.76
437,28,5,summer_dry,roofward,heat shimmer,0.74,0.74,0.28,1.023,0.1682,0.304,summer_dry:heat shimmer:0.74
438,28,6,summer_dry,archive_quarter,heat shimmer,0.42,0.76,0.22,0.999,0.1456,0.272,summer_dry:heat shimmer:0.42
439,28,7,summer_dry,signal_ridge,heat shimmer,0.5,0.78,0.25,1.035,0.125,0.28,summer_dry:heat shimmer:0.50
440,28,8,summer_dry,orchard_fen,heat shimmer,0.58,0.8,0.28,1.031,0.1394,0.288,summer_dry:heat shimmer:0.58
441,28,9,summer_dry,riverbend,heat shimmer,0.76,0.82,0.22,0.982,0.2068,0.306,summer_dry:heat shimmer:0.76
442,28,10,summer_dry,roofward,heat shimmer,0.74,0.74,0.25,1.023,0.1682,0.304,summer_dry:heat shimmer:0.74
443,28,11,summer_dry,archive_quarter,heat shimmer,0.42,0.76,0.28,1.039,0.1106,0.272,summer_dry:heat shimmer:0.42
444,28,12,summer_dry,signal_ridge,heat shimmer,0.5,0.78,0.22,1.035,0.125,0.28,summer_dry:heat shimmer:0.50
445,28,13,summer_dry,orchard_fen,heat shimmer,0.58,0.8,0.25,1.031,0.1394,0.288,summer_dry:heat shimmer:0.58
446,28,14,summer_dry,riverbend,heat shimmer,0.76,0.82,0.28,0.982,0.2068,0.306,summer_dry:heat shimmer:0.76
447,28,15,summer_dry,roofward,heat shimmer,0.74,0.74,0.22,1.023,0.1682,0.304,summer_dry:heat shimmer:0.74
448,29,0,summer_dry,archive_quarter,heat shimmer,0.42,0.74,0.22,1.039,0.1106,0.272,summer_dry:heat shimmer:0.42
449,29,1,summer_dry,signal_ridge,heat shimmer,0.5,0.76,0.25,1.035,0.125,0.28,summer_dry:heat shimmer:0.50
450,29,2,summer_dry,orchard_fen,heat shimmer,0.58,0.78,0.28,1.031,0.1394,0.288,summer_dry:heat shimmer:0.58
451,29,3,summer_dry,riverbend,heat shimmer,0.66,0.8,0.22,0.987,0.1888,0.296,summer_dry:heat shimmer:0.66
452,29,4,summer_dry,roofward,heat shimmer,0.84,0.82,0.25,1.018,0.1862,0.314,summer_dry:heat shimmer:0.84
453,29,5,summer_dry,archive_quarter,heat shimmer,0.42,0.74,0.28,1.039,0.1106,0.272,summer_dry:heat shimmer:0.42
454,29,6,summer_dry,signal_ridge,heat shimmer,0.5,0.76,0.22,1.035,0.125,0.28,summer_dry:heat shimmer:0.50
455,29,7,summer_dry,orchard_fen,heat shimmer,0.58,0.78,0.25,1.031,0.1394,0.288,summer_dry:heat shimmer:0.58
456,29,8,summer_dry,riverbend,heat shimmer,0.66,0.8,0.28,0.987,0.1888,0.296,summer_dry:heat shimmer:0.66
457,29,9,summer_dry,roofward,heat shimmer,0.84,0.82,0.22,1.018,0.1862,0.314,summer_dry:heat shimmer:0.84
458,29,10,summer_dry,archive_quarter,heat shimmer,0.42,0.74,0.25,1.039,0.1106,0.272,summer_dry:heat shimmer:0.42
459,29,11,summer_dry,signal_ridge,heat shimmer,0.5,0.76,0.28,1.035,0.125,0.28,summer_dry:heat shimmer:0.50
460,29,12,summer_dry,orchard_fen,heat shimmer,0.58,0.78,0.22,1.031,0.1394,0.288,summer_dry:heat shimmer:0.58
461,29,13,summer_dry,riverbend,heat shimmer,0.66,0.8,0.25,0.987,0.1888,0.296,summer_dry:heat shimmer:0.66
462,29,14,summer_dry,roofward,heat shimmer,0.84,0.82,0.28,1.018,0.1862,0.314,summer_dry:heat shimmer:0.84
463,29,15,summer_dry,archive_quarter,heat shimmer,0.42,0.74,0.22,1.039,0.1106,0.272,summer_dry:heat shimmer:0.42
464,30,0,summer_dry,orchard_fen,heat shimmer,0.5,0.74,0.22,1.035,0.125,0.28,summer_dry:heat shimmer:0.50
465,30,1,summer_dry,riverbend,heat shimmer,0.58,0.76,0.25,0.991,0.1744,0.288,summer_dry:heat shimmer:0.58
466,30,2,summer_dry,roofward,heat shimmer,0.66,0.78,0.28,1.027,0.1538,0.296,summer_dry:heat shimmer:0.66
467,30,3,summer_dry,archive_quarter,heat shimmer,0.74,0.8,0.22,1.023,0.1682,0.304,summer_dry:heat shimmer:0.74
468,30,4,summer_dry,signal_ridge,heat shimmer,0.52,0.82,0.25,1.034,0.1286,0.282,summer_dry:heat shimmer:0.52
469,30,5,summer_dry,orchard_fen,heat shimmer,0.5,0.74,0.28,1.035,0.125,0.28,summer_dry:heat shimmer:0.50
470,30,6,summer_dry,riverbend,heat shimmer,0.58,0.76,0.22,0.991,0.1744,0.288,summer_dry:heat shimmer:0.58
471,30,7,summer_dry,roofward,heat shimmer,0.66,0.78,0.25,1.027,0.1538,0.296,summer_dry:heat shimmer:0.66
472,30,8,summer_dry,archive_quarter,heat shimmer,0.74,0.8,0.28,1.023,0.1682,0.304,summer_dry:heat shimmer:0.74
473,30,9,summer_dry,signal_ridge,heat shimmer,0.52,0.82,0.22,1.034,0.1286,0.282,summer_dry:heat shimmer:0.52
474,30,10,summer_dry,orchard_fen,heat shimmer,0.5,0.74,0.25,1.035,0.125,0.28,summer_dry:heat shimmer:0.50
475,30,11,summer_dry,riverbend,heat shimmer,0.58,0.76,0.28,1.031,0.1394,0.288,summer_dry:heat shimmer:0.58
476,30,12,summer_dry,roofward,heat shimmer,0.66,0.78,0.22,1.027,0.1538,0.296,summer_dry:heat shimmer:0.66
477,30,13,summer_dry,archive_quarter,heat shimmer,0.74,0.8,0.25,1.023,0.1682,0.304,summer_dry:heat shimmer:0.74
478,30,14,summer_dry,signal_ridge,heat shimmer,0.52,0.82,0.28,1.034,0.1286,0.282,summer_dry:heat shimmer:0.52
479,30,15,summer_dry,orchard_fen,heat shimmer,0.5,0.74,0.22,1.035,0.125,0.28,summer_dry:heat shimmer:0.50
480,31,0,summer_dry,riverbend,heat shimmer,0.58,0.74,0.22,1.031,0.1394,0.288,summer_dry:heat shimmer:0.58
481,31,1,summer_dry,roofward,heat shimmer,0.66,0.76,0.25,1.027,0.1538,0.296,summer_dry:heat shimmer:0.66
482,31,2,summer_dry,archive_quarter,heat shimmer,0.74,0.78,0.28,1.023,0.1682,0.304,summer_dry:heat shimmer:0.74
483,31,3,summer_dry,signal_ridge,heat shimmer,0.42,0.8,0.22,1.039,0.1106,0.272,summer_dry:heat shimmer:0.42
484,31,4,summer_dry,orchard_fen,heat shimmer,0.6,0.82,0.25,1.03,0.143,0.29,summer_dry:heat shimmer:0.60
485,31,5,summer_dry,riverbend,heat shimmer,0.58,0.74,0.28,1.031,0.1394,0.288,summer_dry:heat shimmer:0.58
486,31,6,summer_dry,roofward,heat shimmer,0.66,0.76,0.22,1.027,0.1538,0.296,summer_dry:heat shimmer:0.66
487,31,7,summer_dry,archive_quarter,heat shimmer,0.74,0.78,0.25,1.023,0.1682,0.304,summer_dry:heat shimmer:0.74
488,31,8,summer_dry,signal_ridge,heat shimmer,0.42,0.8,0.28,1.039,0.1106,0.272,summer_dry:heat shimmer:0.42
489,31,9,summer_dry,orchard_fen,heat shimmer,0.6,0.82,0.22,1.03,0.143,0.29,summer_dry:heat shimmer:0.60
490,31,10,summer_dry,riverbend,heat shimmer,0.58,0.74,0.25,1.031,0.1394,0.288,summer_dry:heat shimmer:0.58
491,31,11,summer_dry,roofward,heat shimmer,0.66,0.76,0.28,1.027,0.1538,0.296,summer_dry:heat shimmer:0.66
492,31,12,summer_dry,archive_quarter,heat shimmer,0.74,0.78,0.22,1.023,0.1682,0.304,summer_dry:heat shimmer:0.74
493,31,13,summer_dry,signal_ridge,heat shimmer,0.42,0.8,0.25,1.039,0.1106,0.272,summer_dry:heat shimmer:0.42
494,31,14,summer_dry,orchard_fen,heat shimmer,0.6,0.82,0.28,1.03,0.143,0.29,summer_dry:heat shimmer:0.60
495,31,15,summer_dry,riverbend,heat shimmer,0.58,0.74,0.22,1.031,0.1394,0.288,summer_dry:heat shimmer:0.58
496,32,0,summer_dry,roofward,heat shimmer,0.66,0.74,0.22,1.027,0.1538,0.296,summer_dry:heat shimmer:0.66
497,32,1,summer_dry,archive_quarter,heat shimmer,0.74,0.76,0.25,1.023,0.1682,0.304,summer_dry:heat shimmer:0.74
498,32,2,summer_dry,signal_ridge,heat shimmer,0.42,0.78,0.28,1.039,0.1106,0.272,summer_dry:heat shimmer:0.42
499,32,3,summer_dry,orchard_fen,heat shimmer,0.5,0.8,0.22,1.035,0.125,0.28,summer_dry:heat shimmer:0.50
500,32,4,summer_dry,riverbend,heat shimmer,0.68,0.82,0.25,1.026,0.1574,0.298,summer_dry:heat shimmer:0.68
501,32,5,summer_dry,roofward,heat shimmer,0.66,0.74,0.28,1.027,0.1538,0.296,summer_dry:heat shimmer:0.66
502,32,6,summer_dry,archive_quarter,heat shimmer,0.74,0.76,0.22,1.023,0.1682,0.304,summer_dry:heat shimmer:0.74
503,32,7,summer_dry,signal_ridge,heat shimmer,0.42,0.78,0.25,1.039,0.1106,0.272,summer_dry:heat shimmer:0.42
504,32,8,summer_dry,orchard_fen,heat shimmer,0.5,0.8,0.28,1.035,0.125,0.28,summer_dry:heat shimmer:0.50
505,32,9,summer_dry,riverbend,heat shimmer,0.68,0.82,0.22,1.026,0.1574,0.298,summer_dry:heat shimmer:0.68
506,32,10,summer_dry,roofward,heat shimmer,0.66,0.74,0.25,1.027,0.1538,0.296,summer_dry:heat shimmer:0.66
507,32,11,summer_dry,archive_quarter,heat shimmer,0.74,0.76,0.28,1.023,0.1682,0.304,summer_dry:heat shimmer:0.74
508,32,12,summer_dry,signal_ridge,heat shimmer,0.42,0.78,0.22,1.039,0.1106,0.272,summer_dry:heat shimmer:0.42
509,32,13,summer_dry,orchard_fen,heat shimmer,0.5,0.8,0.25,1.035,0.125,0.28,summer_dry:heat shimmer:0.50
510,32,14,summer_dry,riverbend,heat shimmer,0.68,0.82,0.28,1.026,0.1574,0.298,summer_dry:heat shimmer:0.68
511,32,15,summer_dry,roofward,heat shimmer,0.66,0.74,0.22,1.027,0.1538,0.296,summer_dry:heat shimmer:0.66
512,33,0,autumn_wind,archive_quarter,gust front,0.42,0.38,0.45,0.959,0.2306,0.382,autumn_wind:gust front:0.42
513,33,1,autumn_wind,signal_ridge,gust front,0.5,0.4,0.48,0.955,0.245,0.39,autumn_wind:gust front:0.50
514,33,2,autumn_wind,orchard_fen,gust front,0.58,0.42,0.51,0.951,0.2594,0.398,autumn_wind:gust front:0.58
515,33,3,autumn_wind,riverbend,gust front,0.66,0.44,0.45,0.947,0.2738,0.406,autumn_wind:gust front:0.66
516,33,4,autumn_wind,roofward,gust front,0.84,0.46,0.48,0.938,0.3062,0.424,autumn_wind:gust front:0.84
517,33,5,autumn_wind,archive_quarter,gust front,0.42,0.38,0.51,0.959,0.2306,0.382,autumn_wind:gust front:0.42
518,33,6,autumn_wind,signal_ridge,gust front,0.5,0.4,0.45,0.955,0.245,0.39,autumn_wind:gust front:0.50
519,33,7,autumn_wind,orchard_fen,gust front,0.58,0.42,0.48,0.951,0.2594,0.398,autumn_wind:gust front:0.58
520,33,8,autumn_wind,riverbend,gust front,0.66,0.44,0.51,0.947,0.2738,0.406,autumn_wind:gust front:0.66
521,33,9,autumn_wind,roofward,gust front,0.84,0.46,0.45,0.938,0.3062,0.424,autumn_wind:gust front:0.84
522,33,10,autumn_wind,archive_quarter,gust front,0.42,0.38,0.48,0.959,0.2306,0.382,autumn_wind:gust front:0.42
523,33,11,autumn_wind,signal_ridge,gust front,0.5,0.4,0.51,0.955,0.245,0.39,autumn_wind:gust front:0.50
524,33,12,autumn_wind,orchard_fen,gust front,0.58,0.42,0.45,0.951,0.2594,0.398,autumn_wind:gust front:0.58
525,33,13,autumn_wind,riverbend,gust front,0.66,0.44,0.48,0.947,0.2738,0.406,autumn_wind:gust front:0.66
526,33,14,autumn_wind,roofward,gust front,0.84,0.46,0.51,0.938,0.3062,0.424,autumn_wind:gust front:0.84
527,33,15,autumn_wind,archive_quarter,gust front,0.42,0.38,0.45,0.959,0.2306,0.382,autumn_wind:gust front:0.42
528,34,0,autumn_wind,signal_ridge,gust front,0.5,0.38,0.45,0.955,0.245,0.39,autumn_wind:gust front:0.50
529,34,1,autumn_wind,orchard_fen,gust front,0.58,0.4,0.48,0.951,0.2594,0.398,autumn_wind:gust front:0.58
530,34,2,autumn_wind,riverbend,gust front,0.66,0.42,0.51,0.947,0.2738,0.406,autumn_wind:gust front:0.66
531,34,3,autumn_wind,roofward,gust front,0.74,0.44,0.45,0.943,0.2882,0.414,autumn_wind:gust front:0.74
532,34,4,autumn_wind,archive_quarter,gust front,0.52,0.46,0.48,0.954,0.2486,0.392,autumn_wind:gust front:0.52
533,34,5,autumn_wind,signal_ridge,gust front,0.5,0.38,0.51,0.955,0.245,0.39,autumn_wind:gust front:0.50
534,34,6,autumn_wind,orchard_fen,gust front,0.58,0.4,0.45,0.951,0.2594,0.398,autumn_wind:gust front:0.58
535,34,7,autumn_wind,riverbend,gust front,0.66,0.42,0.48,0.947,0.2738,0.406,autumn_wind:gust front:0.66
536,34,8,autumn_wind,roofward,gust front,0.74,0.44,0.51,0.943,0.2882,0.414,autumn_wind:gust front:0.74
537,34,9,autumn_wind,archive_quarter,gust front,0.52,0.46,0.45,0.954,0.2486,0.392,autumn_wind:gust front:0.52
538,34,10,autumn_wind,signal_ridge,gust front,0.5,0.38,0.48,0.955,0.245,0.39,autumn_wind:gust front:0.50
539,34,11,autumn_wind,orchard_fen,gust front,0.58,0.4,0.51,0.951,0.2594,0.398,autumn_wind:gust front:0.58
540,34,12,autumn_wind,riverbend,gust front,0.66,0.42,0.45,0.947,0.2738,0.406,autumn_wind:gust front:0.66
541,34,13,autumn_wind,roofward,gust front,0.74,0.44,0.48,0.943,0.2882,0.414,autumn_wind:gust front:0.74
542,34,14,autumn_wind,archive_quarter,gust front,0.52,0.46,0.51,0.954,0.2486,0.392,autumn_wind:gust front:0.52
543,34,15,autumn_wind,signal_ridge,gust front,0.5,0.38,0.45,0.955,0.245,0.39,autumn_wind:gust front:0.50
544,35,0,autumn_wind,orchard_fen,gust front,0.58,0.38,0.45,0.951,0.2594,0.398,autumn_wind:gust front:0.58
545,35,1,autumn_wind,riverbend,gust front,0.66,0.4,0.48,0.947,0.2738,0.406,autumn_wind:gust front:0.66
546,35,2,autumn_wind,roofward,gust front,0.74,0.42,0.51,0.943,0.2882,0.414,autumn_wind:gust front:0.74
547,35,3,autumn_wind,archive_quarter,gust front,0.42,0.44,0.45,0.959,0.2306,0.382,autumn_wind:gust front:0.42
548,35,4,autumn_wind,signal_ridge,gust front,0.6,0.46,0.48,0.95,0.263,0.4,autumn_wind:gust front:0.60
549,35,5,autumn_wind,orchard_fen,gust front,0.58,0.38,0.51,0.951,0.2594,0.398,autumn_wind:gust front:0.58
550,35,6,autumn_wind,riverbend,gust front,0.66,0.4,0.45,0.947,0.2738,0.406,autumn_wind:gust front:0.66
551,35,7,autumn_wind,roofward,gust front,0.74,0.42,0.48,0.943,0.2882,0.414,autumn_wind:gust front:0.74
552,35,8,autumn_wind,archive_quarter,gust front,0.42,0.44,0.51,0.959,0.2306,0.382,autumn_wind:gust front:0.42
553,35,9,autumn_wind,signal_ridge,gust front,0.6,0.46,0.45,0.95,0.263,0.4,autumn_wind:gust front:0.60
554,35,10,autumn_wind,orchard_fen,gust front,0.58,0.38,0.48,0.951,0.2594,0.398,autumn_wind:gust front:0.58
555,35,11,autumn_wind,riverbend,gust front,0.66,0.4,0.51,0.947,0.2738,0.406,autumn_wind:gust front:0.66
556,35,12,autumn_wind,roofward,gust front,0.74,0.42,0.45,0.943,0.2882,0.414,autumn_wind:gust front:0.74
557,35,13,autumn_wind,archive_quarter,gust front,0.42,0.44,0.48,0.959,0.2306,0.382,autumn_wind:gust front:0.42
558,35,14,autumn_wind,signal_ridge,gust front,0.6,0.46,0.51,0.95,0.263,0.4,autumn_wind:gust front:0.60
559,35,15,autumn_wind,orchard_fen,gust front,0.58,0.38,0.45,0.951,0.2594,0.398,autumn_wind:gust front:0.58
560,36,0,autumn_wind,roofward,gust front,0.66,0.38,0.45,0.947,0.2738,0.406,autumn_wind:gust front:0.66
561,36,1,autumn_wind,archive_quarter,gust front,0.74,0.4,0.48,0.943,0.2882,0.414,autumn_wind:gust front:0.74
562,36,2,autumn_wind,signal_ridge,gust front,0.42,0.42,0.51,0.959,0.2306,0.382,autumn_wind:gust front:0.42
563,36,3,autumn_wind,orchard_fen,gust front,0.5,0.44,0.45,0.955,0.245,0.39,autumn_wind:gust front:0.50
564,36,4,autumn_wind,riverbend,gust front,0.68,0.46,0.48,0.946,0.2774,0.408,autumn_wind:gust front:0.68
565,36,5,autumn_wind,roofward,gust front,0.66,0.38,0.51,0.947,0.2738,0.406,autumn_wind:gust front:0.66
566,36,6,autumn_wind,archive_quarter,gust front,0.74,0.4,0.45,0.943,0.2882,0.414,autumn_wind:gust front:0.74
567,36,7,autumn_wind,signal_ridge,gust front,0.42,0.42,0.48,0.959,0.2306,0.382,autumn_wind:gust front:0.42
568,36,8,autumn_wind,orchard_fen,gust front,0.5,0.44,0.51,0.955,0.245,0.39,autumn_wind:gust front:0.50
569,36,9,autumn_wind,riverbend,gust front,0.68,0.46,0.45,0.946,0.2774,0.408,autumn_wind:gust front:0.68
570,36,10,autumn_wind,roofward,gust front,0.66,0.38,0.48,0.947,0.2738,0.406,autumn_wind:gust front:0.66
571,36,11,autumn_wind,archive_quarter,gust front,0.74,0.4,0.51,0.943,0.2882,0.414,autumn_wind:gust front:0.74
572,36,12,autumn_wind,signal_ridge,gust front,0.42,0.42,0.45,0.959,0.2306,0.382,autumn_wind:gust front:0.42
573,36,13,autumn_wind,orchard_fen,gust front,0.5,0.44,0.48,0.955,0.245,0.39,autumn_wind:gust front:0.50
574,36,14,autumn_wind,riverbend,gust front,0.68,0.46,0.51,0.946,0.2774,0.408,autumn_wind:gust front:0.68
575,36,15,autumn_wind,roofward,gust front,0.66,0.38,0.45,0.947,0.2738,0.406,autumn_wind:gust front:0.66
576,37,0,autumn_wind,archive_quarter,gust front,0.74,0.38,0.45,0.943,0.2882,0.414,autumn_wind:gust front:0.74
577,37,1,autumn_wind,signal_ridge,gust front,0.42,0.4,0.48,0.959,0.2306,0.382,autumn_wind:gust front:0.42
578,37,2,autumn_wind,orchard_fen,gust front,0.5,0.42,0.51,0.955,0.245,0.39,autumn_wind:gust front:0.50
579,37,3,autumn_wind,riverbend,gust front,0.58,0.44,0.45,0.951,0.2594,0.398,autumn_wind:gust front:0.58
580,37,4,autumn_wind,roofward,gust front,0.76,0.46,0.48,0.942,0.2918,0.416,autumn_wind:gust front:0.76
581,37,5,autumn_wind,archive_quarter,gust front,0.74,0.38,0.51,0.943,0.2882,0.414,autumn_wind:gust front:0.74
582,37,6,autumn_wind,signal_ridge,gust front,0.42,0.4,0.45,0.959,0.2306,0.382,autumn_wind:gust front:0.42
583,37,7,autumn_wind,orchard_fen,gust front,0.5,0.42,0.48,0.955,0.245,0.39,autumn_wind:gust front:0.50
584,37,8,autumn_wind,riverbend,gust front,0.58,0.44,0.51,0.951,0.2594,0.398,autumn_wind:gust front:0.58
585,37,9,autumn_wind,roofward,gust front,0.76,0.46,0.45,0.942,0.2918,0.416,autumn_wind:gust front:0.76
586,37,10,autumn_wind,archive_quarter,gust front,0.74,0.38,0.48,0.943,0.2882,0.414,autumn_wind:gust front:0.74
587,37,11,autumn_wind,signal_ridge,gust front,0.42,0.4,0.51,0.959,0.2306,0.382,autumn_wind:gust front:0.42
588,37,12,autumn_wind,orchard_fen,gust front,0.5,0.42,0.45,0.955,0.245,0.39,autumn_wind:gust front:0.50
589,37,13,autumn_wind,riverbend,gust front,0.58,0.44,0.48,0.951,0.2594,0.398,autumn_wind:gust front:0.58
590,37,14,autumn_wind,roofward,gust front,0.76,0.46,0.51,0.942,0.2918,0.416,autumn_wind:gust front:0.76
591,37,15,autumn_wind,archive_quarter,gust front,0.74,0.38,0.45,0.943,0.2882,0.414,autumn_wind:gust front:0.74
592,38,0,autumn_wind,signal_ridge,gust front,0.42,0.38,0.45,0.959,0.2306,0.382,autumn_wind:gust front:0.42
593,38,1,autumn_wind,orchard_fen,gust front,0.5,0.4,0.48,0.955,0.245,0.39,autumn_wind:gust front:0.50
594,38,2,autumn_wind,riverbend,gust front,0.58,0.42,0.51,0.951,0.2594,0.398,autumn_wind:gust front:0.58
595,38,3,autumn_wind,roofward,gust front,0.66,0.44,0.45,0.947,0.2738,0.406,autumn_wind:gust front:0.66
596,38,4,autumn_wind,archive_quarter,gust front,0.84,0.46,0.48,0.938,0.3062,0.424,autumn_wind:gust front:0.84
597,38,5,autumn_wind,signal_ridge,gust front,0.42,0.38,0.51,0.959,0.2306,0.382,autumn_wind:gust front:0.42
598,38,6,autumn_wind,orchard_fen,gust front,0.5,0.4,0.45,0.955,0.245,0.39,autumn_wind:gust front:0.50
599,38,7,autumn_wind,riverbend,gust front,0.58,0.42,0.48,0.951,0.2594,0.398,autumn_wind:gust front:0.58
600,38,8,autumn_wind,roofward,gust front,0.66,0.44,0.51,0.947,0.2738,0.406,autumn_wind:gust front:0.66
601,38,9,autumn_wind,archive_quarter,gust front,0.84,0.46,0.45,0.938,0.3062,0.424,autumn_wind:gust front:0.84
602,38,10,autumn_wind,signal_ridge,gust front,0.42,0.38,0.48,0.959,0.2306,0.382,autumn_wind:gust front:0.42
603,38,11,autumn_wind,orchard_fen,gust front,0.5,0.4,0.51,0.955,0.245,0.39,autumn_wind:gust front:0.50
604,38,12,autumn_wind,riverbend,gust front,0.58,0.42,0.45,0.951,0.2594,0.398,autumn_wind:gust front:0.58
605,38,13,autumn_wind,roofward,gust front,0.66,0.44,0.48,0.947,0.2738,0.406,autumn_wind:gust front:0.66
606,38,14,autumn_wind,archive_quarter,gust front,0.84,0.46,0.51,0.938,0.3062,0.424,autumn_wind:gust front:0.84
607,38,15,autumn_wind,signal_ridge,gust front,0.42,0.38,0.45,0.959,0.2306,0.382,autumn_wind:gust front:0.42
608,39,0,autumn_wind,orchard_fen,gust front,0.5,0.38,0.45,0.955,0.245,0.39,autumn_wind:gust front:0.50
609,39,1,autumn_wind,riverbend,gust front,0.58,0.4,0.48,0.951,0.2594,0.398,autumn_wind:gust front:0.58
610,39,2,autumn_wind,roofward,gust front,0.66,0.42,0.51,0.947,0.2738,0.406,autumn_wind:gust front:0.66
611,39,3,autumn_wind,archive_quarter,gust front,0.74,0.44,0.45,0.943,0.2882,0.414,autumn_wind:gust front:0.74
612,39,4,autumn_wind,signal_ridge,gust front,0.52,0.46,0.48,0.954,0.2486,0.392,autumn_wind:gust front:0.52
613,39,5,autumn_wind,orchard_fen,gust front,0.5,0.38,0.51,0.955,0.245,0.39,autumn_wind:gust front:0.50
614,39,6,autumn_wind,riverbend,gust front,0.58,0.4,0.45,0.951,0.2594,0.398,autumn_wind:gust front:0.58
615,39,7,autumn_wind,roofward,gust front,0.66,0.42,0.48,0.947,0.2738,0.406,autumn_wind:gust front:0.66
616,39,8,autumn_wind,archive_quarter,gust front,0.74,0.44,0.51,0.943,0.2882,0.414,autumn_wind:gust front:0.74
617,39,9,autumn_wind,signal_ridge,gust front,0.52,0.46,0.45,0.954,0.2486,0.392,autumn_wind:gust front:0.52
618,39,10,autumn_wind,orchard_fen,gust front,0.5,0.38,0.48,0.955,0.245,0.39,autumn_wind:gust front:0.50
619,39,11,autumn_wind,riverbend,gust front,0.58,0.4,0.51,0.951,0.2594,0.398,autumn_wind:gust front:0.58
620,39,12,autumn_wind,roofward,gust front,0.66,0.42,0.45,0.947,0.2738,0.406,autumn_wind:gust front:0.66
621,39,13,autumn_wind,archive_quarter,gust front,0.74,0.44,0.48,0.943,0.2882,0.414,autumn_wind:gust front:0.74
622,39,14,autumn_wind,signal_ridge,gust front,0.52,0.46,0.51,0.954,0.2486,0.392,autumn_wind:gust front:0.52
623,39,15,autumn_wind,orchard_fen,gust front,0.5,0.38,0.45,0.955,0.245,0.39,autumn_wind:gust front:0.50
624,40,0,autumn_wind,riverbend,gust front,0.58,0.38,0.45,0.951,0.2594,0.398,autumn_wind:gust front:0.58
625,40,1,autumn_wind,roofward,gust front,0.66,0.4,0.48,0.947,0.2738,0.406,autumn_wind:gust front:0.66
626,40,2,autumn_wind,archive_quarter,gust front,0.74,0.42,0.51,0.943,0.2882,0.414,autumn_wind:gust front:0.74
627,40,3,autumn_wind,signal_ridge,gust front,0.42,0.44,0.45,0.959,0.2306,0.382,autumn_wind:gust front:0.42
628,40,4,autumn_wind,orchard_fen,gust front,0.6,0.46,0.48,0.95,0.263,0.4,autumn_wind:gust front:0.60
629,40,5,autumn_wind,riverbend,gust front,0.58,0.38,0.51,0.951,0.2594,0.398,autumn_wind:gust front:0.58
630,40,6,autumn_wind,roofward,gust front,0.66,0.4,0.45,0.947,0.2738,0.406,autumn_wind:gust front:0.66
631,40,7,autumn_wind,archive_quarter,gust front,0.74,0.42,0.48,0.943,0.2882,0.414,autumn_wind:gust front:0.74
632,40,8,autumn_wind,signal_ridge,gust front,0.42,0.44,0.51,0.959,0.2306,0.382,autumn_wind:gust front:0.42
633,40,9,autumn_wind,orchard_fen,gust front,0.6,0.46,0.45,0.95,0.263,0.4,autumn_wind:gust front:0.60
634,40,10,autumn_wind,riverbend,gust front,0.58,0.38,0.48,0.951,0.2594,0.398,autumn_wind:gust front:0.58
635,40,11,autumn_wind,roofward,gust front,0.66,0.4,0.51,0.947,0.2738,0.406,autumn_wind:gust front:0.66
636,40,12,autumn_wind,archive_quarter,gust front,0.74,0.42,0.45,0.943,0.2882,0.414,autumn_wind:gust front:0.74
637,40,13,autumn_wind,signal_ridge,gust front,0.42,0.44,0.48,0.959,0.2306,0.382,autumn_wind:gust front:0.42
638,40,14,autumn_wind,orchard_fen,gust front,0.6,0.46,0.51,0.95,0.263,0.4,autumn_wind:gust front:0.60
639,40,15,autumn_wind,riverbend,gust front,0.58,0.38,0.45,0.951,0.2594,0.398,autumn_wind:gust front:0.58
640,41,0,autumn_wind,roofward,gust front,0.66,0.38,0.45,0.947,0.2738,0.406,autumn_wind:gust front:0.66
641,41,1,autumn_wind,archive_quarter,gust front,0.74,0.4,0.48,0.943,0.2882,0.414,autumn_wind:gust front:0.74
642,41,2,autumn_wind,signal_ridge,gust front,0.42,0.42,0.51,0.959,0.2306,0.382,autumn_wind:gust front:0.42
643,41,3,autumn_wind,orchard_fen,gust front,0.5,0.44,0.45,0.955,0.245,0.39,autumn_wind:gust front:0.50
644,41,4,autumn_wind,riverbend,gust front,0.68,0.46,0.48,0.946,0.2774,0.408,autumn_wind:gust front:0.68
645,41,5,autumn_wind,roofward,gust front,0.66,0.38,0.51,0.947,0.2738,0.406,autumn_wind:gust front:0.66
