tick_id,day,settlement_id,resident_id,welfare_before,welfare_after,distress_before,distress_after,safety_before,safety_after,recovery_action,recovery_latency_ticks,care_available,no_suffering_loop,visible_state_marker,emotion_label
2198,123,cinder_garden,Vale,0.886049,0.837453,0.04,0.04,0.3,0.37,short rest lowers activation,5,True,True,looks toward water vessel,settled
2199,123,lichen_bridge,Sol,0.816634,0.815737,0.04,0.046791,0.3,0.32,short rest lowers activation,6,True,True,looks toward water vessel,settled
2200,123,orchid_engine,Bea,0.859906,0.807787,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2201,123,moss_ward,Fay,0.809752,0.7868,0.050765,0.094227,0.3,0.305,monitors body state without spectacle,7,True,True,looks toward water vessel,settled
2202,123,glass_harbor,Puck,0.860369,0.807599,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2203,123,cinder_garden,Wren,0.875113,0.823905,0.04,0.04,0.33,0.3,short rest lowers activation,6,True,True,looks toward water vessel,settled
2204,123,lichen_bridge,Kio,0.87097,0.819979,0.04,0.04,0.3,0.32,household care lowers need pressure,4,True,True,looks toward water vessel,settled
2205,123,orchid_engine,Cai,0.842519,0.807178,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2206,123,moss_ward,Milo,0.869777,0.818139,0.04,0.04,0.3,0.305,short rest lowers activation,5,True,True,looks toward water vessel,settled
2207,123,glass_harbor,Sera,0.857997,0.803098,0.04,0.043942,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2208,123,cinder_garden,Juno,0.887524,0.83379,0.04,0.04,0.325,0.3,short rest lowers activation,3,True,True,looks toward water vessel,settled
2209,123,lichen_bridge,Luma,0.807608,0.804655,0.057896,0.066386,0.3,0.32,short rest lowers activation,4,True,True,looks toward water vessel,settled
2210,123,orchid_engine,Dax,0.860742,0.806988,0.04,0.041219,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2211,123,moss_ward,Tala,0.819086,0.816859,0.04,0.046727,0.35,0.355,short rest lowers activation,6,True,True,looks toward water vessel,settled
2212,123,glass_harbor,Nia,0.860032,0.807262,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2213,123,cinder_garden,Pax,0.821826,0.815241,0.04,0.0511,0.325,0.3,short rest lowers activation,4,True,True,looks toward water vessel,settled
2214,124,orchid_engine,Bea,0.842987,0.809071,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,pauses near meal shelf,settled
2215,124,moss_ward,Fay,0.8394,0.814941,0.057827,0.04,0.305,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2216,124,glass_harbor,Puck,0.860199,0.808876,0.04,0.040906,0.3,0.32,household care lowers need pressure,4,True,True,pauses near meal shelf,settled
2217,124,cinder_garden,Wren,0.823905,0.822562,0.04,0.043436,0.3,0.3,short rest lowers activation,6,True,True,looks toward water vessel,settled
2218,124,lichen_bridge,Kio,0.872579,0.817216,0.04,0.04,0.32,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2219,124,orchid_engine,Cai,0.807178,0.804369,0.04,0.047582,0.3,0.3,short rest lowers activation,4,True,True,pauses near meal shelf,settled
2220,124,moss_ward,Milo,0.870739,0.817021,0.04,0.04,0.305,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2221,124,glass_harbor,Sera,0.855698,0.805404,0.04,0.042928,0.3,0.32,household care lowers need pressure,3,True,True,pauses near meal shelf,settled
2222,124,cinder_garden,Juno,0.88639,0.83356,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,looks toward water vessel,settled
2223,124,lichen_bridge,Luma,0.839855,0.816165,0.045586,0.04,0.32,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2224,124,orchid_engine,Dax,0.859588,0.808647,0.04,0.040527,0.3,0.3,household care lowers need pressure,3,True,True,pauses near meal shelf,settled
2225,124,moss_ward,Tala,0.869459,0.817825,0.04,0.04,0.355,0.325,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2226,124,glass_harbor,Nia,0.859862,0.809699,0.04,0.04,0.3,0.32,short rest lowers activation,3,True,True,pauses near meal shelf,settled
2227,124,cinder_garden,Pax,0.815241,0.808602,0.0511,0.06264,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,settled
2228,124,lichen_bridge,Rin,0.869064,0.81636,0.04,0.041795,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2229,124,orchid_engine,Eli,0.860068,0.808751,0.04,0.04,0.3,0.3,short rest lowers activation,6,True,True,pauses near meal shelf,settled
2230,124,moss_ward,Ari,0.870637,0.817534,0.04,0.04,0.305,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2231,124,glass_harbor,Oren,0.806191,0.803807,0.04,0.047669,0.3,0.32,short rest lowers activation,4,True,True,pauses near meal shelf,settled
2232,125,lichen_bridge,Kio,0.852416,0.81749,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
2233,125,orchid_engine,Cai,0.804369,0.8023,0.047582,0.054689,0.3,0.32,short rest lowers activation,4,True,True,pauses near meal shelf,settled
2234,125,moss_ward,Milo,0.869621,0.818341,0.04,0.040521,0.3,0.32,household care lowers need pressure,4,True,True,looks toward water vessel,settled
2235,125,glass_harbor,Sera,0.858004,0.806917,0.04,0.04,0.32,0.315,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2236,125,cinder_garden,Juno,0.88616,0.837831,0.04,0.04,0.3,0.37,short rest lowers activation,3,True,True,looks toward water vessel,settled
2237,125,lichen_bridge,Luma,0.868765,0.814644,0.04,0.043398,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2238,125,orchid_engine,Dax,0.861247,0.811148,0.04,0.04,0.3,0.32,short rest lowers activation,5,True,True,pauses near meal shelf,settled
2239,125,moss_ward,Tala,0.870425,0.819957,0.04,0.04,0.325,0.345,short rest lowers activation,6,True,True,looks toward water vessel,settled
2240,125,glass_harbor,Nia,0.862299,0.808509,0.04,0.04,0.32,0.315,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2241,125,cinder_garden,Pax,0.808602,0.802434,0.06264,0.074215,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,settled
2242,125,lichen_bridge,Rin,0.86896,0.817027,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2243,125,orchid_engine,Eli,0.861351,0.810523,0.04,0.04,0.3,0.32,short rest lowers activation,6,True,True,pauses near meal shelf,settled
2244,125,moss_ward,Ari,0.870134,0.819713,0.04,0.04,0.3,0.32,short rest lowers activation,3,True,True,looks toward water vessel,settled
2245,125,glass_harbor,Oren,0.856407,0.805227,0.04,0.042835,0.32,0.315,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2246,125,cinder_garden,Vale,0.890053,0.834857,0.04,0.04,0.37,0.33,short rest lowers activation,5,True,True,looks toward water vessel,settled
2247,125,lichen_bridge,Sol,0.868337,0.816663,0.04,0.04,0.32,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2248,125,orchid_engine,Bea,0.861671,0.810839,0.04,0.04,0.3,0.32,household care lowers need pressure,3,True,True,pauses near meal shelf,settled
2249,125,moss_ward,Fay,0.867541,0.81512,0.04,0.04305,0.3,0.32,household care lowers need pressure,4,True,True,looks toward water vessel,settled
2250,126,cinder_garden,Juno,0.873031,0.838879,0.04,0.04,0.37,0.39,short rest lowers activation,3,True,True,looks toward water vessel,settled
2251,126,lichen_bridge,Luma,0.814644,0.790371,0.043398,0.087788,0.3,0.3,monitors body state without spectacle,8,True,True,shakes cloak and avoids puddles,settled
2252,126,orchid_engine,Dax,0.863748,0.807997,0.04,0.04,0.32,0.3,short rest lowers activation,5,True,True,pauses near meal shelf,settled
2253,126,moss_ward,Tala,0.872557,0.819197,0.04,0.04,0.345,0.335,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2254,126,glass_harbor,Nia,0.861109,0.807439,0.04,0.04,0.315,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2255,126,cinder_garden,Pax,0.802434,0.797159,0.074215,0.085816,0.3,0.32,short rest lowers activation,4,True,True,looks toward water vessel,settled
2256,126,lichen_bridge,Rin,0.869627,0.816749,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2257,126,orchid_engine,Eli,0.863123,0.805096,0.04,0.043541,0.32,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2258,126,moss_ward,Ari,0.872313,0.818263,0.04,0.04,0.32,0.31,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2259,126,glass_harbor,Oren,0.805227,0.799605,0.042835,0.051265,0.315,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2260,126,cinder_garden,Vale,0.887457,0.83606,0.04,0.04,0.33,0.35,short rest lowers activation,5,True,True,looks toward water vessel,settled
2261,126,lichen_bridge,Sol,0.869263,0.817053,0.04,0.04,0.3,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2262,126,orchid_engine,Bea,0.863439,0.80732,0.04,0.04,0.32,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
2263,126,moss_ward,Fay,0.86772,0.812927,0.04,0.043694,0.32,0.31,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2264,126,glass_harbor,Puck,0.861476,0.807275,0.04,0.04,0.32,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2265,126,cinder_garden,Wren,0.822562,0.822252,0.043436,0.046277,0.3,0.32,short rest lowers activation,6,True,True,looks toward water vessel,settled
2266,126,lichen_bridge,Kio,0.87009,0.817828,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2267,126,orchid_engine,Cai,0.8549,0.806713,0.04,0.04,0.32,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2268,127,glass_harbor,Nia,0.842639,0.807268,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
2269,127,cinder_garden,Pax,0.797159,0.789226,0.085816,0.09794,0.32,0.3,short rest lowers activation,4,True,True,looks toward water vessel,settled
2270,127,lichen_bridge,Rin,0.869349,0.817471,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,looks toward water vessel,settled
2271,127,orchid_engine,Eli,0.857696,0.806843,0.04,0.04,0.3,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2272,127,moss_ward,Ari,0.870863,0.817166,0.04,0.04,0.31,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2273,127,glass_harbor,Oren,0.799605,0.775456,0.051265,0.09567,0.3,0.3,monitors body state without spectacle,7,True,True,shakes cloak and avoids puddles,settled
2274,127,cinder_garden,Vale,0.88866,0.838013,0.04,0.04,0.35,0.385,short rest lowers activation,5,True,True,looks toward water vessel,settled
2275,127,lichen_bridge,Sol,0.817053,0.814639,0.04,0.046861,0.3,0.3,short rest lowers activation,6,True,True,looks toward water vessel,settled
2276,127,orchid_engine,Bea,0.85992,0.807773,0.04,0.04,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2277,127,moss_ward,Fay,0.848127,0.815164,0.04,0.04,0.31,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2278,127,glass_harbor,Puck,0.859875,0.807105,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2279,127,cinder_garden,Wren,0.822252,0.818916,0.046277,0.04984,0.32,0.3,short rest lowers activation,6,True,True,looks toward water vessel,settled
2280,127,lichen_bridge,Kio,0.870428,0.818094,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,looks toward water vessel,settled
2281,127,orchid_engine,Cai,0.859313,0.806547,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2282,127,moss_ward,Milo,0.870941,0.817496,0.04,0.04,0.32,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2283,127,glass_harbor,Sera,0.859517,0.805846,0.04,0.04,0.315,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2284,127,cinder_garden,Juno,0.891479,0.837072,0.04,0.04,0.39,0.355,short rest lowers activation,3,True,True,looks toward water vessel,settled
2285,127,lichen_bridge,Luma,0.842971,0.816395,0.051388,0.04,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,settled
2286,128,moss_ward,Ari,0.852366,0.81843,0.04,0.04,0.3,0.305,short rest lowers activation,3,True,True,looks toward water vessel,settled
2287,128,glass_harbor,Oren,0.828056,0.805348,0.05927,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2288,128,cinder_garden,Vale,0.890613,0.834817,0.04,0.04,0.385,0.335,short rest lowers activation,5,True,True,looks toward water vessel,settled
2289,128,lichen_bridge,Sol,0.814639,0.812763,0.046861,0.053394,0.3,0.32,short rest lowers activation,6,True,True,looks toward water vessel,settled
2290,128,orchid_engine,Bea,0.860373,0.807628,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2291,128,moss_ward,Fay,0.867764,0.816161,0.04,0.04,0.3,0.305,short rest lowers activation,4,True,True,looks toward water vessel,settled
2292,128,glass_harbor,Puck,0.859705,0.806935,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2293,128,cinder_garden,Wren,0.818916,0.816564,0.04984,0.053843,0.3,0.3,short rest lowers activation,6,True,True,looks toward water vessel,settled
2294,128,lichen_bridge,Kio,0.870694,0.819711,0.04,0.04,0.3,0.32,household care lowers need pressure,4,True,True,looks toward water vessel,settled
2295,128,orchid_engine,Cai,0.841747,0.8064,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2296,128,moss_ward,Milo,0.870096,0.819189,0.04,0.040057,0.3,0.305,household care lowers need pressure,3,True,True,looks toward water vessel,settled
2297,128,glass_harbor,Sera,0.805846,0.782048,0.04,0.083756,0.3,0.3,monitors body state without spectacle,8,True,True,shakes cloak and avoids puddles,settled
2298,128,cinder_garden,Juno,0.889672,0.834082,0.04,0.04,0.355,0.305,short rest lowers activation,3,True,True,looks toward water vessel,settled
2299,128,lichen_bridge,Luma,0.816395,0.814498,0.04,0.048088,0.3,0.32,short rest lowers activation,4,True,True,looks toward water vessel,settled
2300,128,orchid_engine,Dax,0.860597,0.807501,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2301,128,moss_ward,Tala,0.871797,0.819759,0.04,0.04,0.335,0.34,short rest lowers activation,6,True,True,looks toward water vessel,settled
2302,128,glass_harbor,Nia,0.859868,0.807738,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2303,128,cinder_garden,Pax,0.789226,0.782517,0.09794,0.110218,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,settled
2304,129,orchid_engine,Bea,0.842828,0.808911,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,pauses near meal shelf,settled
2305,129,moss_ward,Fay,0.868761,0.813029,0.04,0.043686,0.305,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2306,129,glass_harbor,Puck,0.859535,0.808453,0.04,0.040444,0.3,0.32,household care lowers need pressure,4,True,True,pauses near meal shelf,settled
2307,129,cinder_garden,Wren,0.869164,0.823711,0.04,0.04,0.3,0.3,short rest lowers activation,6,True,True,looks toward water vessel,settled
2308,129,lichen_bridge,Kio,0.872311,0.817453,0.04,0.04,0.32,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2309,129,orchid_engine,Cai,0.8064,0.784392,0.04,0.083132,0.3,0.3,monitors body state without spectacle,7,True,True,pauses near meal shelf,settled
2310,129,moss_ward,Milo,0.871789,0.816928,0.04,0.04,0.305,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2311,129,glass_harbor,Sera,0.834648,0.807434,0.047356,0.04,0.3,0.32,short rest lowers activation,6,True,True,pauses near meal shelf,settled
2312,129,cinder_garden,Juno,0.886682,0.837557,0.04,0.04,0.305,0.37,short rest lowers activation,3,True,True,looks toward water vessel,settled
2313,129,lichen_bridge,Luma,0.849698,0.816127,0.04,0.04,0.32,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2314,129,orchid_engine,Dax,0.860101,0.809226,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,pauses near meal shelf,settled
2315,129,moss_ward,Tala,0.872359,0.817594,0.04,0.04,0.34,0.31,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2316,129,glass_harbor,Nia,0.860338,0.809497,0.04,0.04,0.3,0.32,short rest lowers activation,3,True,True,pauses near meal shelf,settled
2317,129,cinder_garden,Pax,0.782517,0.775444,0.110218,0.122804,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,settled
2318,129,lichen_bridge,Rin,0.870071,0.817725,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2319,129,orchid_engine,Eli,0.806843,0.805371,0.04,0.047134,0.3,0.3,short rest lowers activation,6,True,True,pauses near meal shelf,settled
2320,129,moss_ward,Ari,0.87103,0.817767,0.04,0.04,0.305,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2321,129,glass_harbor,Oren,0.857948,0.805255,0.04,0.043439,0.3,0.32,household care lowers need pressure,4,True,True,pauses near meal shelf,settled
2322,130,lichen_bridge,Kio,0.852653,0.81785,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
2323,130,orchid_engine,Cai,0.784392,0.782026,0.083132,0.090788,0.3,0.32,short rest lowers activation,4,True,True,pauses near meal shelf,settled
2324,130,moss_ward,Milo,0.869528,0.81865,0.04,0.040777,0.3,0.32,household care lowers need pressure,4,True,True,looks toward water vessel,settled
2325,130,glass_harbor,Sera,0.860034,0.806245,0.04,0.04,0.32,0.315,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2326,130,cinder_garden,Juno,0.890157,0.835228,0.04,0.04,0.37,0.33,short rest lowers activation,3,True,True,looks toward water vessel,settled
2327,130,lichen_bridge,Luma,0.816127,0.791712,0.04,0.08461,0.3,0.3,monitors body state without spectacle,7,True,True,shakes cloak and avoids puddles,settled
2328,130,orchid_engine,Dax,0.861826,0.810999,0.04,0.04,0.3,0.32,short rest lowers activation,5,True,True,pauses near meal shelf,settled
2329,130,moss_ward,Tala,0.817594,0.816562,0.04,0.04647,0.31,0.33,short rest lowers activation,6,True,True,looks toward water vessel,settled
2330,130,glass_harbor,Nia,0.862097,0.808316,0.04,0.04,0.32,0.315,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2331,130,cinder_garden,Pax,0.775444,0.768878,0.122804,0.135317,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,settled
2332,130,lichen_bridge,Rin,0.870325,0.817423,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2333,130,orchid_engine,Eli,0.805371,0.803468,0.047134,0.053932,0.3,0.32,short rest lowers activation,6,True,True,pauses near meal shelf,settled
2334,130,moss_ward,Ari,0.870367,0.820687,0.04,0.04,0.3,0.32,short rest lowers activation,3,True,True,looks toward water vessel,settled
2335,130,glass_harbor,Oren,0.857855,0.803866,0.04,0.043815,0.32,0.315,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2336,130,cinder_garden,Vale,0.887417,0.833361,0.04,0.04,0.335,0.3,short rest lowers activation,5,True,True,looks toward water vessel,settled
2337,130,lichen_bridge,Sol,0.865363,0.817253,0.04,0.04,0.32,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2338,130,orchid_engine,Bea,0.861511,0.810679,0.04,0.04,0.3,0.32,household care lowers need pressure,3,True,True,pauses near meal shelf,settled
2339,130,moss_ward,Fay,0.865629,0.815234,0.04,0.042569,0.3,0.32,household care lowers need pressure,4,True,True,looks toward water vessel,settled
2340,131,cinder_garden,Juno,0.870428,0.836828,0.04,0.04,0.33,0.35,short rest lowers activation,3,True,True,looks toward water vessel,settled
2341,131,lichen_bridge,Luma,0.844312,0.815499,0.04821,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2342,131,orchid_engine,Dax,0.863599,0.807148,0.04,0.041292,0.32,0.3,household care lowers need pressure,4,True,True,pauses near meal shelf,settled
2343,131,moss_ward,Tala,0.869162,0.818454,0.04,0.04,0.33,0.32,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2344,131,glass_harbor,Nia,0.860916,0.807246,0.04,0.04,0.315,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2345,131,cinder_garden,Pax,0.768878,0.763922,0.135317,0.146617,0.3,0.32,short rest lowers activation,4,True,True,looks toward water vessel,settled
2346,131,lichen_bridge,Rin,0.870023,0.817588,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2347,131,orchid_engine,Eli,0.856068,0.807473,0.04,0.04,0.32,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2348,131,moss_ward,Ari,0.873287,0.817977,0.04,0.04,0.32,0.31,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2349,131,glass_harbor,Oren,0.839066,0.805976,0.04,0.04,0.315,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2350,131,cinder_garden,Vale,0.885961,0.838594,0.04,0.04,0.3,0.39,short rest lowers activation,5,True,True,looks toward water vessel,settled
2351,131,lichen_bridge,Sol,0.817253,0.813255,0.04,0.047725,0.3,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2352,131,orchid_engine,Bea,0.863279,0.807781,0.04,0.04,0.32,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
2353,131,moss_ward,Fay,0.867834,0.816119,0.04,0.04,0.32,0.31,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2354,131,glass_harbor,Puck,0.861053,0.807723,0.04,0.04,0.32,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2355,131,cinder_garden,Wren,0.823711,0.822868,0.04,0.043843,0.3,0.32,short rest lowers activation,6,True,True,looks toward water vessel,settled
2356,131,lichen_bridge,Kio,0.87045,0.817548,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2357,131,orchid_engine,Cai,0.834626,0.805932,0.054388,0.04,0.32,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2358,132,glass_harbor,Nia,0.842446,0.80777,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
2359,132,cinder_garden,Pax,0.763922,0.756357,0.146617,0.158302,0.32,0.3,short rest lowers activation,4,True,True,looks toward water vessel,settled
2360,132,lichen_bridge,Rin,0.870188,0.817921,0.04,0.040831,0.3,0.3,household care lowers need pressure,4,True,True,looks toward water vessel,settled
2361,132,orchid_engine,Eli,0.860073,0.807773,0.04,0.04,0.3,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2362,132,moss_ward,Ari,0.870577,0.817538,0.04,0.04,0.31,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2363,132,glass_harbor,Oren,0.858576,0.805806,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2364,132,cinder_garden,Vale,0.891194,0.836347,0.04,0.04,0.39,0.355,short rest lowers activation,5,True,True,looks toward water vessel,settled
2365,132,lichen_bridge,Sol,0.813255,0.80926,0.047725,0.055567,0.3,0.3,short rest lowers activation,6,True,True,looks toward water vessel,settled
2366,132,orchid_engine,Bea,0.860381,0.807615,0.04,0.04,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2367,132,moss_ward,Fay,0.851319,0.816081,0.04,0.04,0.31,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2368,132,glass_harbor,Puck,0.860323,0.806778,0.04,0.041438,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2369,132,cinder_garden,Wren,0.875468,0.823537,0.04,0.04,0.32,0.3,short rest lowers activation,6,True,True,looks toward water vessel,settled
2370,132,lichen_bridge,Kio,0.870148,0.817822,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,looks toward water vessel,settled
2371,132,orchid_engine,Cai,0.858532,0.803647,0.04,0.043923,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2372,132,moss_ward,Milo,0.87125,0.816944,0.04,0.041333,0.32,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2373,132,glass_harbor,Sera,0.858845,0.805174,0.04,0.04,0.315,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2374,132,cinder_garden,Juno,0.889428,0.834706,0.04,0.04,0.35,0.315,short rest lowers activation,3,True,True,looks toward water vessel,settled
2375,132,lichen_bridge,Luma,0.815499,0.811599,0.04,0.049181,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,settled
2376,133,moss_ward,Ari,0.852738,0.818655,0.04,0.04,0.3,0.305,short rest lowers activation,3,True,True,looks toward water vessel,settled
2377,133,glass_harbor,Oren,0.858406,0.803567,0.04,0.043837,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2378,133,cinder_garden,Vale,0.888947,0.833656,0.04,0.04,0.355,0.305,short rest lowers activation,5,True,True,looks toward water vessel,settled
2379,133,lichen_bridge,Sol,0.80926,0.807227,0.055567,0.062389,0.3,0.32,short rest lowers activation,6,True,True,looks toward water vessel,settled
2380,133,orchid_engine,Bea,0.860215,0.807464,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2381,133,moss_ward,Fay,0.816081,0.813181,0.04,0.047511,0.3,0.305,short rest lowers activation,4,True,True,looks toward water vessel,settled
2382,133,glass_harbor,Puck,0.859378,0.807384,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2383,133,cinder_garden,Wren,0.876137,0.823997,0.04,0.04,0.3,0.3,short rest lowers activation,6,True,True,looks toward water vessel,settled
2384,133,lichen_bridge,Kio,0.870422,0.819918,0.04,0.04,0.3,0.32,household care lowers need pressure,4,True,True,looks toward water vessel,settled
2385,133,orchid_engine,Cai,0.838847,0.805617,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2386,133,moss_ward,Milo,0.869544,0.818205,0.04,0.04,0.3,0.305,short rest lowers activation,5,True,True,looks toward water vessel,settled
2387,133,glass_harbor,Sera,0.857774,0.806123,0.04,0.04,0.3,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2388,133,cinder_garden,Juno,0.887306,0.837843,0.04,0.04,0.315,0.37,short rest lowers activation,3,True,True,looks toward water vessel,settled
2389,133,lichen_bridge,Luma,0.811599,0.808517,0.049181,0.057909,0.3,0.32,short rest lowers activation,4,True,True,looks toward water vessel,settled
