tick_id,day,agent_id,cause_intent,energy,comfort,pain,safety,wetness,temperature,arousal,trust_avatar,sound_cue,smell_cue,temperature_cue,frequency_rate_hz,flower_node,body_delta_visible,localstorage_body_written
602,51,Fay,protect_object,0.267,0.96,0.171,0.96,0.04,0.703,0.669,0.96,hinges ticking,thyme paper,warm draft,0.67581,node-05,True,True
603,51,Nia,ask_status,0.383,0.96,0.111,0.96,0.02,0.773,0.402,0.96,page flutter,ink linen,cool stone,0.50235,node-08,True,True
605,51,Ivo,apologize,0.3,0.96,0.147,0.934,0.025,0.731,0.548,0.96,cart creak,apple soil,damp air,0.69187,node-01,True,True
607,51,Ari,offer_care,0.379,0.935,0.105,0.888,0.0,0.785,0.311,0.911,river slap,cedar resin,cold spray,0.56543,node-03,True,True
609,51,Nia,ask_status,0.379,0.96,0.111,0.96,0.02,0.773,0.392,0.96,page flutter,ink linen,cool stone,0.54055,node-08,True,True
610,51,Milo,ask_help,0.27,0.925,0.17,0.898,0.072,0.72,0.629,0.916,static crickets,lamp oil,cool dusk,0.66852,node-11,True,True
611,51,Ivo,offer_care,0.318,0.96,0.137,0.96,0.005,0.751,0.503,0.96,cart creak,apple soil,damp air,0.52287,node-01,True,True
612,52,Juno,rush_agent,0.297,0.895,0.146,0.852,0.02,0.728,0.53,0.885,bell hum,hot copper,warm metal,0.52854,node-09,True,True
614,52,Fay,ask_risky_action,0.232,0.905,0.191,0.88,0.06,0.693,0.759,0.9,hinges ticking,thyme paper,warm draft,0.69381,node-05,True,True
615,52,Nia,ask_status,0.375,0.96,0.111,0.96,0.02,0.773,0.382,0.96,page flutter,ink linen,cool stone,0.49875,node-08,True,True
616,52,Milo,ask_memory,0.264,0.937,0.17,0.908,0.072,0.72,0.647,0.936,static crickets,lamp oil,cool dusk,0.63176,node-11,True,True
617,52,Ivo,ask_status,0.314,0.96,0.137,0.96,0.005,0.751,0.493,0.96,cart creak,apple soil,damp air,0.68107,node-01,True,True
619,52,Ari,ask_memory,0.373,0.947,0.105,0.898,0.0,0.785,0.329,0.931,river slap,cedar resin,cold spray,0.56867,node-03,True,True
621,52,Nia,ask_status,0.371,0.96,0.111,0.96,0.02,0.773,0.372,0.96,page flutter,ink linen,cool stone,0.53695,node-08,True,True
622,52,Milo,rush_agent,0.234,0.892,0.185,0.848,0.072,0.715,0.727,0.891,static crickets,lamp oil,cool dusk,0.68751,node-11,True,True
624,53,Juno,offer_care,0.315,0.95,0.136,0.902,0.0,0.748,0.485,0.925,bell hum,hot copper,warm metal,0.51954,node-09,True,True
626,53,Fay,ask_help,0.222,0.925,0.191,0.898,0.06,0.693,0.765,0.916,hinges ticking,thyme paper,warm draft,0.69489,node-05,True,True
627,53,Nia,offer_care,0.389,0.96,0.101,0.96,0.0,0.793,0.327,0.96,page flutter,ink linen,cool stone,0.48795,node-08,True,True
629,53,Ivo,protect_object,0.31,0.96,0.133,0.96,0.0,0.759,0.471,0.96,cart creak,apple soil,damp air,0.67675,node-01,True,True
631,53,Ari,apologize,0.379,0.96,0.099,0.936,0.0,0.797,0.294,0.96,river slap,cedar resin,cold spray,0.56183,node-03,True,True
633,53,Nia,ask_help,0.379,0.96,0.101,0.96,0.0,0.793,0.333,0.96,page flutter,ink linen,cool stone,0.52903,node-08,True,True
634,53,Milo,offer_care,0.252,0.947,0.175,0.898,0.052,0.735,0.682,0.931,static crickets,lamp oil,cool dusk,0.67851,node-11,True,True
636,54,Ari,protect_object,0.375,0.96,0.095,0.96,0.0,0.805,0.272,0.96,river slap,cedar resin,cold spray,0.47751,node-03,True,True
637,54,Fay,ask_help,0.212,0.945,0.191,0.916,0.06,0.693,0.771,0.932,hinges ticking,thyme paper,warm draft,0.65597,node-05,True,True
638,54,Nia,offer_care,0.397,0.96,0.091,0.96,0.0,0.813,0.288,0.96,page flutter,ink linen,cool stone,0.64003,node-08,True,True
639,54,Milo,ask_status,0.248,0.96,0.175,0.912,0.052,0.735,0.672,0.945,static crickets,lamp oil,cool dusk,0.59671,node-11,True,True
641,54,Juno,ask_help,0.305,0.96,0.136,0.92,0.0,0.748,0.491,0.941,bell hum,hot copper,warm metal,0.52062,node-09,True,True
643,54,Fay,protect_object,0.208,0.96,0.187,0.96,0.045,0.701,0.749,0.96,hinges ticking,thyme paper,warm draft,0.69165,node-05,True,True
645,54,Milo,ask_status,0.244,0.96,0.175,0.926,0.052,0.735,0.662,0.959,static crickets,lamp oil,cool dusk,0.63491,node-11,True,True
646,54,Ivo,apologize,0.316,0.96,0.127,0.96,0.0,0.771,0.436,0.96,cart creak,apple soil,damp air,0.66991,node-01,True,True
648,55,Ari,ask_risky_action,0.34,0.905,0.115,0.88,0.02,0.795,0.362,0.9,river slap,cedar resin,cold spray,0.49551,node-03,True,True
650,55,Nia,ask_memory,0.391,0.96,0.091,0.96,0.0,0.813,0.306,0.96,page flutter,ink linen,cool stone,0.64327,node-08,True,True
651,55,Milo,ask_status,0.24,0.96,0.175,0.94,0.052,0.735,0.652,0.96,static crickets,lamp oil,cool dusk,0.59311,node-11,True,True
653,55,Juno,rush_agent,0.275,0.915,0.151,0.86,0.0,0.743,0.571,0.896,bell hum,hot copper,warm metal,0.53637,node-09,True,True
654,55,Ari,ask_status,0.336,0.92,0.115,0.894,0.02,0.795,0.352,0.914,river slap,cedar resin,cold spray,0.53371,node-03,True,True
655,55,Fay,ask_risky_action,0.173,0.905,0.207,0.88,0.065,0.691,0.839,0.9,hinges ticking,thyme paper,warm draft,0.70965,node-05,True,True
657,55,Milo,ask_status,0.236,0.96,0.175,0.954,0.052,0.735,0.642,0.96,static crickets,lamp oil,cool dusk,0.63131,node-11,True,True
658,55,Ivo,ask_status,0.312,0.96,0.127,0.96,0.0,0.771,0.426,0.96,cart creak,apple soil,damp air,0.66811,node-01,True,True
660,56,Ari,ask_help,0.326,0.94,0.115,0.912,0.02,0.795,0.358,0.93,river slap,cedar resin,cold spray,0.49479,node-03,True,True
662,56,Nia,apologize,0.397,0.96,0.085,0.96,0.0,0.825,0.271,0.96,page flutter,ink linen,cool stone,0.63643,node-08,True,True
663,56,Milo,ask_status,0.232,0.96,0.175,0.96,0.052,0.735,0.632,0.96,static crickets,lamp oil,cool dusk,0.58951,node-11,True,True
665,56,Juno,offer_care,0.293,0.96,0.141,0.91,0.0,0.763,0.526,0.936,bell hum,hot copper,warm metal,0.52737,node-09,True,True
667,56,Fay,ask_help,0.163,0.925,0.207,0.898,0.065,0.691,0.845,0.916,hinges ticking,thyme paper,warm draft,0.71073,node-05,True,True
669,56,Milo,ask_status,0.228,0.96,0.175,0.96,0.052,0.735,0.622,0.96,static crickets,lamp oil,cool dusk,0.62771,node-11,True,True
670,56,Ivo,protect_object,0.308,0.96,0.123,0.96,0.0,0.779,0.404,0.96,cart creak,apple soil,damp air,0.66379,node-01,True,True
672,57,Ari,rush_agent,0.296,0.895,0.13,0.852,0.02,0.79,0.438,0.885,river slap,cedar resin,cold spray,0.51054,node-03,True,True
674,57,Nia,ask_status,0.393,0.96,0.085,0.96,0.0,0.825,0.261,0.96,page flutter,ink linen,cool stone,0.63463,node-08,True,True
675,57,Milo,ask_status,0.224,0.96,0.175,0.96,0.052,0.735,0.612,0.96,static crickets,lamp oil,cool dusk,0.58591,node-11,True,True
677,57,Juno,ask_memory,0.287,0.96,0.141,0.92,0.0,0.763,0.544,0.956,bell hum,hot copper,warm metal,0.53061,node-09,True,True
679,57,Fay,rush_agent,0.133,0.88,0.222,0.838,0.065,0.686,0.925,0.871,hinges ticking,thyme paper,warm draft,0.72648,node-05,True,True
681,57,Milo,ask_status,0.22,0.96,0.175,0.96,0.052,0.735,0.602,0.96,static crickets,lamp oil,cool dusk,0.62411,node-11,True,True
682,57,Ivo,ask_risky_action,0.273,0.905,0.143,0.88,0.02,0.769,0.494,0.9,cart creak,apple soil,damp air,0.68179,node-01,True,True
684,58,Ari,offer_care,0.314,0.95,0.12,0.902,0.0,0.81,0.393,0.925,river slap,cedar resin,cold spray,0.50154,node-03,True,True
686,58,Nia,protect_object,0.389,0.96,0.081,0.96,0.0,0.833,0.239,0.96,page flutter,ink linen,cool stone,0.63031,node-08,True,True
687,58,Milo,ask_status,0.216,0.96,0.175,0.96,0.052,0.735,0.592,0.96,static crickets,lamp oil,cool dusk,0.58231,node-11,True,True
689,58,Juno,apologize,0.293,0.96,0.135,0.958,0.0,0.775,0.509,0.96,bell hum,hot copper,warm metal,0.52377,node-09,True,True
691,58,Fay,offer_care,0.151,0.935,0.212,0.888,0.045,0.706,0.88,0.911,hinges ticking,thyme paper,warm draft,0.71748,node-05,True,True
693,58,Milo,ask_status,0.212,0.96,0.175,0.96,0.052,0.735,0.582,0.96,static crickets,lamp oil,cool dusk,0.62051,node-11,True,True
694,58,Ivo,ask_help,0.263,0.925,0.143,0.898,0.02,0.769,0.5,0.916,cart creak,apple soil,damp air,0.68287,node-01,True,True
696,59,Ari,ask_memory,0.308,0.96,0.12,0.912,0.0,0.81,0.411,0.945,river slap,cedar resin,cold spray,0.50478,node-03,True,True
698,59,Nia,ask_risky_action,0.354,0.905,0.101,0.88,0.02,0.823,0.329,0.9,page flutter,ink linen,cool stone,0.64831,node-08,True,True
699,59,Milo,ask_status,0.208,0.96,0.175,0.96,0.052,0.735,0.572,0.96,static crickets,lamp oil,cool dusk,0.57871,node-11,True,True
701,59,Juno,ask_status,0.289,0.96,0.135,0.96,0.0,0.775,0.499,0.96,bell hum,hot copper,warm metal,0.52197,node-09,True,True
703,59,Fay,ask_memory,0.145,0.947,0.212,0.898,0.045,0.706,0.898,0.931,hinges ticking,thyme paper,warm draft,0.72072,node-05,True,True
705,59,Milo,ask_status,0.204,0.96,0.175,0.96,0.052,0.735,0.562,0.96,static crickets,lamp oil,cool dusk,0.61691,node-11,True,True
706,59,Ivo,rush_agent,0.233,0.88,0.158,0.838,0.02,0.764,0.58,0.871,cart creak,apple soil,damp air,0.69862,node-01,True,True
708,60,Ari,apologize,0.314,0.96,0.114,0.95,0.0,0.822,0.376,0.96,river slap,cedar resin,cold spray,0.49794,node-03,True,True
710,60,Nia,ask_help,0.344,0.925,0.101,0.898,0.02,0.823,0.335,0.916,page flutter,ink linen,cool stone,0.64939,node-08,True,True
711,60,Milo,ask_status,0.2,0.96,0.175,0.96,0.052,0.735,0.552,0.96,static crickets,lamp oil,cool dusk,0.57511,node-11,True,True
713,60,Juno,protect_object,0.285,0.96,0.131,0.96,0.0,0.783,0.477,0.96,bell hum,hot copper,warm metal,0.51765,node-09,True,True
715,60,Fay,apologize,0.151,0.96,0.206,0.936,0.039,0.718,0.863,0.96,hinges ticking,thyme paper,warm draft,0.71388,node-05,True,True
717,60,Milo,ask_status,0.196,0.96,0.175,0.96,0.052,0.735,0.542,0.96,static crickets,lamp oil,cool dusk,0.61331,node-11,True,True
718,60,Ivo,offer_care,0.251,0.935,0.148,0.888,0.0,0.784,0.535,0.911,cart creak,apple soil,damp air,0.68962,node-01,True,True
720,61,Ari,ask_status,0.31,0.96,0.114,0.96,0.0,0.822,0.366,0.96,river slap,cedar resin,cold spray,0.49614,node-03,True,True
722,61,Nia,rush_agent,0.314,0.88,0.116,0.838,0.02,0.818,0.415,0.871,page flutter,ink linen,cool stone,0.66514,node-08,True,True
723,61,Milo,ask_status,0.192,0.96,0.175,0.96,0.052,0.735,0.532,0.96,static crickets,lamp oil,cool dusk,0.57151,node-11,True,True
725,61,Juno,ask_risky_action,0.25,0.905,0.151,0.88,0.02,0.773,0.567,0.9,bell hum,hot copper,warm metal,0.53565,node-09,True,True
727,61,Fay,ask_status,0.147,0.96,0.206,0.95,0.039,0.718,0.853,0.96,hinges ticking,thyme paper,warm draft,0.71208,node-05,True,True
729,61,Milo,ask_status,0.188,0.96,0.175,0.96,0.052,0.735,0.522,0.96,static crickets,lamp oil,cool dusk,0.60971,node-11,True,True
730,61,Ivo,ask_memory,0.245,0.947,0.148,0.898,0.0,0.784,0.553,0.931,cart creak,apple soil,damp air,0.69286,node-01,True,True
731,61,Juno,ask_status,0.246,0.92,0.151,0.894,0.02,0.773,0.557,0.914,bell hum,hot copper,warm metal,0.57385,node-09,True,True
732,62,Ari,protect_object,0.306,0.96,0.11,0.96,0.0,0.83,0.344,0.96,river slap,cedar resin,cold spray,0.49182,node-03,True,True
734,62,Nia,offer_care,0.332,0.935,0.106,0.888,0.0,0.838,0.37,0.911,page flutter,ink linen,cool stone,0.65614,node-08,True,True
735,62,Milo,ask_status,0.184,0.96,0.175,0.96,0.052,0.735,0.512,0.96,static crickets,lamp oil,cool dusk,0.56791,node-11,True,True
736,62,Ivo,protect_object,0.241,0.96,0.144,0.958,0.0,0.792,0.531,0.96,cart creak,apple soil,damp air,0.64854,node-01,True,True
737,62,Juno,ask_help,0.236,0.94,0.151,0.912,0.02,0.773,0.563,0.93,bell hum,hot copper,warm metal,0.53493,node-09,True,True
739,62,Fay,protect_object,0.143,0.96,0.202,0.96,0.024,0.726,0.831,0.96,hinges ticking,thyme paper,warm draft,0.70776,node-05,True,True
741,62,Milo,ask_status,0.18,0.96,0.175,0.96,0.052,0.735,0.502,0.96,static crickets,lamp oil,cool dusk,0.60611,node-11,True,True
742,62,Ivo,apologize,0.247,0.96,0.138,0.96,0.0,0.804,0.496,0.96,cart creak,apple soil,damp air,0.6817,node-01,True,True
744,63,Fay,ask_help,0.133,0.96,0.202,0.96,0.024,0.726,0.837,0.96,hinges ticking,thyme paper,warm draft,0.62884,node-05,True,True
746,63,Milo,apologize,0.186,0.96,0.169,0.96,0.046,0.747,0.467,0.96,static crickets,lamp oil,cool dusk,0.51927,node-11,True,True
747,63,Ivo,ask_status,0.243,0.96,0.138,0.96,0.0,0.804,0.486,0.96,cart creak,apple soil,damp air,0.5999,node-01,True,True
749,63,Ari,apologize,0.312,0.96,0.104,0.96,0.0,0.842,0.309,0.96,river slap,cedar resin,cold spray,0.48498,node-03,True,True
751,63,Nia,ask_help,0.322,0.955,0.106,0.906,0.0,0.838,0.376,0.927,page flutter,ink linen,cool stone,0.65722,node-08,True,True
752,63,Milo,offer_care,0.204,0.96,0.159,0.96,0.026,0.767,0.422,0.96,static crickets,lamp oil,cool dusk,0.55027,node-11,True,True
753,63,Ivo,ask_status,0.239,0.96,0.138,0.96,0.0,0.804,0.476,0.96,cart creak,apple soil,damp air,0.6381,node-01,True,True
754,63,Juno,protect_object,0.232,0.96,0.147,0.96,0.005,0.781,0.541,0.96,bell hum,hot copper,warm metal,0.53061,node-09,True,True
756,64,Fay,rush_agent,0.103,0.915,0.217,0.9,0.024,0.721,0.917,0.915,hinges ticking,thyme paper,warm draft,0.64459,node-05,True,True
757,64,Nia,ask_memory,0.316,0.96,0.106,0.916,0.0,0.838,0.394,0.947,page flutter,ink linen,cool stone,0.62046,node-08,True,True
758,64,Milo,ask_status,0.2,0.96,0.159,0.96,0.026,0.767,0.412,0.96,static crickets,lamp oil,cool dusk,0.50847,node-11,True,True
759,64,Ivo,ask_status,0.235,0.96,0.138,0.96,0.0,0.804,0.466,0.96,cart creak,apple soil,damp air,0.5963,node-01,True,True
761,64,Ari,ask_status,0.308,0.96,0.104,0.96,0.0,0.842,0.299,0.96,river slap,cedar resin,cold spray,0.48318,node-03,True,True
763,64,Nia,rush_agent,0.286,0.915,0.121,0.856,0.0,0.833,0.474,0.902,page flutter,ink linen,cool stone,0.67621,node-08,True,True
765,64,Ivo,ask_status,0.231,0.96,0.138,0.96,0.0,0.804,0.456,0.96,cart creak,apple soil,damp air,0.6345,node-01,True,True
766,64,Juno,ask_risky_action,0.197,0.905,0.167,0.88,0.025,0.771,0.631,0.9,bell hum,hot copper,warm metal,0.54861,node-09,True,True
768,65,Fay,offer_care,0.121,0.96,0.207,0.95,0.004,0.741,0.872,0.955,hinges ticking,thyme paper,warm draft,0.63559,node-05,True,True
770,65,Milo,protect_object,0.196,0.96,0.155,0.96,0.011,0.775,0.39,0.96,static crickets,lamp oil,cool dusk,0.50415,node-11,True,True
771,65,Ivo,ask_status,0.227,0.96,0.138,0.96,0.0,0.804,0.446,0.96,cart creak,apple soil,damp air,0.5927,node-01,True,True
773,65,Ari,protect_object,0.304,0.96,0.1,0.96,0.0,0.85,0.277,0.96,river slap,cedar resin,cold spray,0.47886,node-03,True,True
774,65,Fay,ask_help,0.111,0.96,0.207,0.96,0.004,0.741,0.878,0.96,hinges ticking,thyme paper,warm draft,0.67667,node-05,True,True
775,65,Nia,offer_care,0.304,0.96,0.111,0.906,0.0,0.853,0.429,0.942,page flutter,ink linen,cool stone,0.66721,node-08,True,True
777,65,Ivo,ask_status,0.223,0.96,0.138,0.96,0.0,0.804,0.436,0.96,cart creak,apple soil,damp air,0.6309,node-01,True,True
778,65,Juno,ask_help,0.187,0.925,0.167,0.898,0.025,0.771,0.637,0.916,bell hum,hot copper,warm metal,0.54969,node-09,True,True
780,66,Fay,ask_memory,0.105,0.96,0.207,0.96,0.004,0.741,0.896,0.96,hinges ticking,thyme paper,warm draft,0.63991,node-05,True,True
782,66,Milo,ask_risky_action,0.161,0.905,0.175,0.88,0.031,0.765,0.48,0.9,static crickets,lamp oil,cool dusk,0.52215,node-11,True,True
783,66,Ivo,ask_status,0.219,0.96,0.138,0.96,0.0,0.804,0.426,0.96,cart creak,apple soil,damp air,0.5891,node-01,True,True
785,66,Ari,ask_risky_action,0.269,0.905,0.12,0.88,0.02,0.84,0.367,0.9,river slap,cedar resin,cold spray,0.49686,node-03,True,True
787,66,Nia,ask_memory,0.298,0.96,0.111,0.916,0.0,0.853,0.447,0.96,page flutter,ink linen,cool stone,0.67045,node-08,True,True
789,66,Ivo,ask_status,0.215,0.96,0.138,0.96,0.0,0.804,0.416,0.96,cart creak,apple soil,damp air,0.6273,node-01,True,True
790,66,Juno,rush_agent,0.157,0.88,0.182,0.838,0.025,0.766,0.717,0.871,bell hum,hot copper,warm metal,0.56544,node-09,True,True
791,66,Ari,ask_status,0.265,0.92,0.12,0.894,0.02,0.84,0.357,0.914,river slap,cedar resin,cold spray,0.53506,node-03,True,True
792,67,Fay,apologize,0.111,0.96,0.201,0.96,0.0,0.753,0.861,0.96,hinges ticking,thyme paper,warm draft,0.63307,node-05,True,True
794,67,Milo,ask_help,0.151,0.925,0.175,0.898,0.031,0.765,0.486,0.916,static crickets,lamp oil,cool dusk,0.52323,node-11,True,True
795,67,Ivo,ask_status,0.211,0.96,0.138,0.96,0.0,0.804,0.406,0.96,cart creak,apple soil,damp air,0.5855,node-01,True,True
797,67,Ari,ask_help,0.255,0.94,0.12,0.912,0.02,0.84,0.363,0.93,river slap,cedar resin,cold spray,0.49614,node-03,True,True
799,67,Nia,apologize,0.304,0.96,0.105,0.954,0.0,0.865,0.412,0.96,page flutter,ink linen,cool stone,0.66361,node-08,True,True
801,67,Ivo,ask_status,0.207,0.96,0.138,0.96,0.0,0.804,0.396,0.96,cart creak,apple soil,damp air,0.6237,node-01,True,True
802,67,Juno,offer_care,0.175,0.935,0.172,0.888,0.005,0.786,0.672,0.911,bell hum,hot copper,warm metal,0.55644,node-09,True,True
804,68,Fay,ask_status,0.107,0.96,0.201,0.96,0.0,0.753,0.851,0.96,hinges ticking,thyme paper,warm draft,0.63127,node-05,True,True
806,68,Milo,rush_agent,0.121,0.88,0.19,0.838,0.031,0.76,0.566,0.871,static crickets,lamp oil,cool dusk,0.53898,node-11,True,True
807,68,Ivo,ask_status,0.203,0.96,0.138,0.96,0.0,0.804,0.386,0.96,cart creak,apple soil,damp air,0.5819,node-01,True,True
809,68,Ari,rush_agent,0.225,0.895,0.135,0.852,0.02,0.835,0.443,0.885,river slap,cedar resin,cold spray,0.51189,node-03,True,True
811,68,Nia,ask_status,0.3,0.96,0.105,0.96,0.0,0.865,0.402,0.96,page flutter,ink linen,cool stone,0.66181,node-08,True,True
813,68,Ivo,ask_status,0.199,0.96,0.138,0.96,0.0,0.804,0.376,0.96,cart creak,apple soil,damp air,0.6201,node-01,True,True
814,68,Juno,ask_memory,0.169,0.947,0.172,0.898,0.005,0.786,0.69,0.931,bell hum,hot copper,warm metal,0.55968,node-09,True,True
816,69,Fay,protect_object,0.103,0.96,0.197,0.96,0.0,0.761,0.829,0.96,hinges ticking,thyme paper,warm draft,0.62695,node-05,True,True
818,69,Milo,offer_care,0.139,0.935,0.18,0.888,0.011,0.78,0.521,0.911,static crickets,lamp oil,cool dusk,0.52998,node-11,True,True
819,69,Ivo,ask_status,0.195,0.96,0.138,0.96,0.0,0.804,0.366,0.96,cart creak,apple soil,damp air,0.5783,node-01,True,True
821,69,Ari,offer_care,0.243,0.95,0.125,0.902,0.0,0.855,0.398,0.925,river slap,cedar resin,cold spray,0.50289,node-03,True,True
823,69,Nia,protect_object,0.296,0.96,0.101,0.96,0.0,0.873,0.38,0.96,page flutter,ink linen,cool stone,0.65749,node-08,True,True
825,69,Ivo,ask_status,0.191,0.96,0.138,0.96,0.0,0.804,0.356,0.96,cart creak,apple soil,damp air,0.6165,node-01,True,True
826,69,Juno,apologize,0.175,0.96,0.166,0.936,0.0,0.798,0.655,0.96,bell hum,hot copper,warm metal,0.55284,node-09,True,True
828,70,Fay,ask_risky_action,0.08,0.905,0.217,0.88,0.02,0.751,0.919,0.9,hinges ticking,thyme paper,warm draft,0.64495,node-05,True,True
830,70,Milo,ask_memory,0.133,0.947,0.18,0.898,0.011,0.78,0.539,0.931,static crickets,lamp oil,cool dusk,0.53322,node-11,True,True
831,70,Ivo,ask_status,0.187,0.96,0.138,0.96,0.0,0.804,0.346,0.96,cart creak,apple soil,damp air,0.5747,node-01,True,True
833,70,Ari,ask_memory,0.237,0.96,0.125,0.912,0.0,0.855,0.416,0.945,river slap,cedar resin,cold spray,0.50613,node-03,True,True
835,70,Nia,ask_risky_action,0.261,0.905,0.121,0.88,0.02,0.863,0.47,0.9,page flutter,ink linen,cool stone,0.67549,node-08,True,True
837,70,Ivo,ask_status,0.183,0.96,0.138,0.96,0.0,0.804,0.336,0.96,cart creak,apple soil,damp air,0.6129,node-01,True,True
838,70,Juno,ask_status,0.171,0.96,0.166,0.95,0.0,0.798,0.645,0.96,bell hum,hot copper,warm metal,0.55104,node-09,True,True
840,71,Fay,ask_help,0.08,0.925,0.217,0.898,0.02,0.751,0.925,0.916,hinges ticking,thyme paper,warm draft,0.64603,node-05,True,True
842,71,Milo,apologize,0.139,0.96,0.174,0.936,0.005,0.792,0.504,0.96,static crickets,lamp oil,cool dusk,0.52638,node-11,True,True
843,71,Ivo,ask_status,0.179,0.96,0.138,0.96,0.0,0.804,0.326,0.96,cart creak,apple soil,damp air,0.5711,node-01,True,True
845,71,Ari,apologize,0.243,0.96,0.119,0.95,0.0,0.867,0.381,0.96,river slap,cedar resin,cold spray,0.49929,node-03,True,True
847,71,Nia,ask_help,0.251,0.925,0.121,0.898,0.02,0.863,0.476,0.916,page flutter,ink linen,cool stone,0.67657,node-08,True,True
849,71,Ivo,ask_status,0.175,0.96,0.138,0.96,0.0,0.804,0.316,0.96,cart creak,apple soil,damp air,0.6093,node-01,True,True
850,71,Juno,protect_object,0.167,0.96,0.162,0.96,0.0,0.806,0.623,0.96,bell hum,hot copper,warm metal,0.54672,node-09,True,True
852,72,Nia,offer_care,0.269,0.96,0.111,0.948,0.0,0.883,0.431,0.956,page flutter,ink linen,cool stone,0.58757,node-08,True,True
854,72,Ivo,protect_object,0.171,0.96,0.134,0.96,0.0,0.812,0.294,0.96,cart creak,apple soil,damp air,0.52498,node-01,True,True
855,72,Juno,ask_help,0.157,0.96,0.162,0.96,0.0,0.806,0.629,0.96,bell hum,hot copper,warm metal,0.6678,node-09,True,True
857,72,Fay,protect_object,0.08,0.96,0.213,0.958,0.005,0.759,0.903,0.96,hinges ticking,thyme paper,warm draft,0.64171,node-05,True,True
859,72,Milo,offer_care,0.157,0.96,0.164,0.96,0.0,0.812,0.459,0.96,static crickets,lamp oil,cool dusk,0.51738,node-11,True,True
861,72,Juno,protect_object,0.153,0.96,0.158,0.96,0.0,0.814,0.607,0.96,bell hum,hot copper,warm metal,0.70348,node-09,True,True
862,72,Ari,offer_care,0.261,0.96,0.109,0.96,0.0,0.887,0.336,0.96,river slap,cedar resin,cold spray,0.49029,node-03,True,True
864,73,Nia,ask_memory,0.263,0.96,0.111,0.958,0.0,0.883,0.449,0.96,page flutter,ink linen,cool stone,0.59081,node-08,True,True
866,73,Ivo,ask_risky_action,0.136,0.905,0.154,0.88,0.02,0.802,0.384,0.9,cart creak,apple soil,damp air,0.54298,node-01,True,True
867,73,Juno,ask_status,0.149,0.96,0.158,0.96,0.0,0.814,0.597,0.96,bell hum,hot copper,warm metal,0.66168,node-09,True,True
869,73,Fay,ask_risky_action,0.08,0.905,0.233,0.878,0.025,0.749,0.95,0.9,hinges ticking,thyme paper,warm draft,0.65197,node-05,True,True
871,73,Milo,ask_memory,0.151,0.96,0.164,0.96,0.0,0.812,0.477,0.96,static crickets,lamp oil,cool dusk,0.52062,node-11,True,True
872,73,Ivo,ask_status,0.132,0.92,0.154,0.894,0.02,0.802,0.374,0.914,cart creak,apple soil,damp air,0.58118,node-01,True,True
873,73,Juno,ask_status,0.145,0.96,0.158,0.96,0.0,0.814,0.587,0.96,bell hum,hot copper,warm metal,0.69988,node-09,True,True
874,73,Ari,ask_memory,0.255,0.96,0.109,0.96,0.0,0.887,0.354,0.96,river slap,cedar resin,cold spray,0.49353,node-03,True,True
876,74,Nia,apologize,0.269,0.96,0.105,0.96,0.0,0.895,0.414,0.96,page flutter,ink linen,cool stone,0.58397,node-08,True,True
877,74,Milo,protect_object,0.147,0.96,0.16,0.96,0.0,0.82,0.455,0.96,static crickets,lamp oil,cool dusk,0.6763,node-11,True,True
878,74,Ivo,ask_help,0.122,0.94,0.154,0.912,0.02,0.802,0.38,0.93,cart creak,apple soil,damp air,0.54226,node-01,True,True
879,74,Juno,ask_status,0.141,0.96,0.158,0.96,0.0,0.814,0.577,0.96,bell hum,hot copper,warm metal,0.65808,node-09,True,True
881,74,Fay,ask_help,0.08,0.925,0.233,0.896,0.025,0.749,0.95,0.916,hinges ticking,thyme paper,warm draft,0.65197,node-05,True,True
883,74,Milo,apologize,0.153,0.96,0.154,0.96,0.0,0.832,0.42,0.96,static crickets,lamp oil,cool dusk,0.50946,node-11,True,True
885,74,Juno,ask_status,0.137,0.96,0.158,0.96,0.0,0.814,0.567,0.96,bell hum,hot copper,warm metal,0.69628,node-09,True,True
886,74,Ari,apologize,0.261,0.96,0.103,0.96,0.0,0.899,0.319,0.96,river slap,cedar resin,cold spray,0.48669,node-03,True,True
888,75,Nia,ask_status,0.265,0.96,0.105,0.96,0.0,0.895,0.404,0.96,page flutter,ink linen,cool stone,0.58217,node-08,True,True
890,75,Ivo,rush_agent,0.092,0.895,0.169,0.852,0.02,0.797,0.46,0.885,cart creak,apple soil,damp air,0.55801,node-01,True,True
891,75,Juno,ask_status,0.133,0.96,0.158,0.96,0.0,0.814,0.557,0.96,bell hum,hot copper,warm metal,0.65448,node-09,True,True
893,75,Fay,rush_agent,0.08,0.88,0.248,0.836,0.025,0.744,0.95,0.871,hinges ticking,thyme paper,warm draft,0.65332,node-05,True,True
894,75,Nia,ask_memory,0.259,0.96,0.105,0.96,0.0,0.895,0.422,0.96,page flutter,ink linen,cool stone,0.62541,node-08,True,True
895,75,Milo,ask_status,0.149,0.96,0.154,0.96,0.0,0.832,0.41,0.96,static crickets,lamp oil,cool dusk,0.50766,node-11,True,True
897,75,Juno,ask_status,0.129,0.96,0.158,0.96,0.0,0.814,0.547,0.96,bell hum,hot copper,warm metal,0.69268,node-09,True,True
898,75,Ari,ask_status,0.257,0.96,0.103,0.96,0.0,0.899,0.309,0.96,river slap,cedar resin,cold spray,0.48489,node-03,True,True
