tick_id,route_id,agent,sound_cue,smell_cue,temperature_cue,rhythm_marker,flower_node,sensory_bound_to_click,sensory_bound_to_body_reaction
542,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-1,True,True
543,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-3,True,True
544,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,flower-node,node-5,False,True
545,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-7,True,True
546,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-9,True,True
547,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-5,False,True
548,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-7,True,True
549,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-9,True,True
550,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-11,False,True
551,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-1,False,True
552,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-4,True,True
553,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-0,False,True
554,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-2,True,True
555,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-4,True,True
556,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-6,False,True
557,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-8,True,True
558,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-10,True,True
559,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-6,False,True
560,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,flower-node,node-8,True,True
561,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-10,True,True
562,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-0,False,True
563,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-2,False,True
564,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-0,True,True
565,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-2,False,True
566,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-4,True,True
567,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-6,True,True
568,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,flower-node,node-8,False,True
569,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-10,True,True
570,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-6,True,True
571,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-8,False,True
572,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-10,True,True
573,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-0,True,True
574,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-2,False,True
575,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-4,True,True
576,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-1,True,True
577,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-3,False,True
578,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-5,True,True
579,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-7,True,True
580,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-9,True,True
581,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-11,True,True
582,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-7,True,True
583,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-9,False,True
584,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,flower-node,node-11,True,True
585,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-1,True,True
586,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-3,True,True
587,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-5,False,True
588,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-2,True,True
589,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-4,False,True
590,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-6,True,True
591,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-8,True,True
592,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,flower-node,node-10,False,True
593,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-0,True,True
594,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-8,True,True
595,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-10,False,True
596,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-0,True,True
597,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-2,True,True
598,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-4,False,True
599,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-6,False,True
600,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-3,True,True
601,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-5,False,True
602,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-7,True,True
603,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-9,True,True
604,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-11,False,True
605,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-1,True,True
606,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-9,True,True
607,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-11,False,True
608,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-1,True,True
609,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-3,True,True
610,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-5,False,True
611,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-7,False,True
612,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-4,True,True
613,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-6,True,True
614,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-8,True,True
615,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-10,True,True
616,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,flower-node,node-0,False,True
617,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-2,True,True
618,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-10,True,True
619,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-0,True,True
620,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-2,True,True
621,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-4,True,True
622,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-6,False,True
623,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-8,False,True
624,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-5,True,True
625,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-7,False,True
626,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-9,True,True
627,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-11,True,True
628,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-1,False,True
629,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-3,True,True
630,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-11,True,True
631,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-1,False,True
632,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,flower-node,node-3,True,True
633,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-5,True,True
634,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-7,False,True
635,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-9,False,True
636,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-6,True,True
637,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-8,False,True
638,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-10,True,True
639,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-0,True,True
640,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,flower-node,node-2,False,True
641,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-4,True,True
642,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-0,True,True
643,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-2,False,True
644,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-4,True,True
645,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-6,True,True
646,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-8,False,True
647,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-10,False,True
648,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-7,True,True
649,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-9,False,True
650,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-11,True,True
651,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-1,True,True
652,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-3,False,True
653,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-5,True,True
654,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-1,True,True
655,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-3,False,True
656,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,flower-node,node-5,True,True
657,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-7,True,True
658,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-9,False,True
659,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-11,False,True
660,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-9,True,True
661,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-11,False,True
662,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-1,True,True
663,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-3,True,True
664,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,flower-node,node-5,False,True
665,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-1,True,True
666,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-3,True,True
667,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-5,False,True
668,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-7,True,True
669,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-9,True,True
670,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-11,False,True
671,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-7,False,True
672,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-10,True,True
673,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-0,False,True
674,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-2,True,True
675,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-4,True,True
676,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-6,False,True
677,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-2,True,True
678,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-4,True,True
679,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-6,False,True
680,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,flower-node,node-8,True,True
681,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-10,True,True
682,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-0,False,True
683,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-8,False,True
684,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-11,True,True
685,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-1,False,True
686,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-3,True,True
687,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-5,True,True
688,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,flower-node,node-7,False,True
689,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-3,True,True
690,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-5,True,True
691,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-7,False,True
692,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-9,True,True
693,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-11,True,True
694,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-1,False,True
695,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-9,False,True
696,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-0,True,True
697,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-2,False,True
698,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-4,True,True
699,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-6,True,True
700,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-8,False,True
701,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-4,True,True
702,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-6,True,True
703,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-8,False,True
704,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,flower-node,node-10,True,True
705,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-0,True,True
706,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-2,False,True
707,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-10,False,True
708,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-1,True,True
709,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-3,False,True
710,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-5,True,True
711,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-7,True,True
712,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,flower-node,node-9,False,True
713,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-5,True,True
714,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-7,True,True
715,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-9,False,True
716,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-11,True,True
717,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-1,True,True
718,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-3,False,True
719,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-11,False,True
720,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-2,True,True
721,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-4,False,True
722,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-6,True,True
723,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-8,True,True
724,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-10,False,True
725,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-6,True,True
726,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-8,True,True
727,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-10,False,True
728,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,flower-node,node-0,True,True
729,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-2,True,True
730,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-4,False,True
731,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-0,False,True
732,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-3,True,True
733,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-5,False,True
734,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-7,True,True
735,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-9,True,True
736,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,flower-node,node-11,False,True
737,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-7,True,True
738,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-9,True,True
739,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-11,True,True
740,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-1,True,True
741,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-3,True,True
742,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-5,False,True
743,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-1,False,True
744,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-4,True,True
745,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-6,False,True
746,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-8,True,True
747,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-10,True,True
748,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-0,False,True
749,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-8,True,True
750,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-10,True,True
751,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-0,False,True
752,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,flower-node,node-2,True,True
753,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-4,True,True
754,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-6,False,True
755,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-2,False,True
756,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-6,True,True
757,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-8,False,True
758,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-10,True,True
759,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-0,True,True
760,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,flower-node,node-8,False,True
761,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-10,True,True
762,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-0,True,True
763,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-2,False,True
764,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-4,True,True
765,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-6,True,True
766,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-2,False,True
767,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-4,False,True
768,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-7,True,True
769,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-9,False,True
770,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-11,True,True
771,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-1,True,True
772,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-9,False,True
773,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-11,True,True
774,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-1,True,True
775,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-3,False,True
776,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,flower-node,node-5,True,True
777,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-7,True,True
778,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-3,False,True
779,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-5,False,True
780,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-8,True,True
781,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-10,False,True
782,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-0,True,True
783,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-2,True,True
784,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,flower-node,node-10,False,True
785,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-0,True,True
786,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-2,True,True
787,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-4,False,True
788,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-6,True,True
789,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-8,True,True
790,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-4,False,True
791,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-6,False,True
792,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-9,True,True
793,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-11,True,True
794,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-1,True,True
795,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-3,True,True
796,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-11,False,True
797,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-1,True,True
798,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-3,True,True
799,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-5,True,True
800,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,flower-node,node-7,True,True
801,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-9,True,True
802,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-5,False,True
803,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-7,False,True
804,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-10,True,True
805,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-0,False,True
806,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-2,True,True
807,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-4,True,True
808,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,flower-node,node-0,False,True
809,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-2,True,True
810,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-4,True,True
811,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-6,False,True
812,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-8,True,True
813,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-10,True,True
