tick_id,day,settlement_id,object_id,object_use,owner_id,giver_id,receiver_id,witness_id,avatar_action,handoff_state,custody_before,custody_after,owner_permission,witness_ack,chain_of_custody_visible,handoff_protocol_valid
1490,83,repair_ring,copper wire,craft,Pax,Vale,Juno,Pax,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1491,83,riverbend,binding cord,repair,Cee,Ari,Lio,Cee,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1493,83,archive,signal spool,memory,Nia,Vell,Nia,Toma,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1494,84,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,wait_respectfully,custody verified without transfer,Ivo,Ivo,custody_verified,True,True,True
1495,84,repair_ring,copper wire,craft,Pax,Pax,Vale,Juno,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1496,84,riverbend,binding cord,repair,Cee,Cee,Ari,Lio,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1497,84,roofward,shade cloth,care,shared,Fay,Sera,Orr,wait_respectfully,custody verified without transfer,shared,shared,custody_verified,True,True,True
1498,84,archive,signal spool,memory,Nia,Toma,Vell,Nia,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1500,84,orchard,dry cord,repair,Pim,Ivo,Mara,Pim,ask_handoff,deferred without transfer,Ivo,Ivo,deferred,True,True,True
1501,84,repair_ring,cool cloth,care,shared,Pax,Vale,Juno,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1503,84,roofward,herb ledger,memory,Sera,Fay,Sera,Orr,ask_handoff,deferred without transfer,Orr,Orr,deferred,True,True,True
1504,84,archive,memory tag,archive,Vell,Toma,Vell,Nia,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1505,84,signal,wind wrap,care,shared,Kesh,Milo,Ren,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1506,84,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,wait_respectfully,custody verified without transfer,Ivo,Ivo,custody_verified,True,True,True
1507,84,repair_ring,copper wire,craft,Pax,Pax,Vale,Juno,inspect_inventory,deferred without transfer,Pax,Pax,deferred,True,True,True
1508,84,riverbend,binding cord,repair,Cee,Cee,Ari,Lio,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1509,84,roofward,shade cloth,care,shared,Fay,Sera,Orr,wait_respectfully,custody verified without transfer,shared,shared,custody_verified,True,True,True
1510,84,archive,signal spool,memory,Nia,Toma,Vell,Nia,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1512,85,repair_ring,copper wire,craft,Pax,Juno,Pax,Vale,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1513,85,riverbend,binding cord,repair,Cee,Lio,Cee,Ari,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1515,85,archive,signal spool,memory,Nia,Nia,Toma,Vell,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1517,85,orchard,dry cord,repair,Pim,Pim,Ivo,Mara,ask_handoff,transferred with witness,Ivo,Ivo,granted,True,True,True
1518,85,repair_ring,cool cloth,care,shared,Juno,Pax,Vale,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1520,85,roofward,herb ledger,memory,Sera,Orr,Fay,Sera,ask_handoff,deferred without transfer,Orr,Orr,deferred,True,True,True
1521,85,archive,memory tag,archive,Vell,Nia,Toma,Vell,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1522,85,signal,wind wrap,care,shared,Ren,Kesh,Milo,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1524,85,repair_ring,copper wire,craft,Pax,Juno,Pax,Vale,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1525,85,riverbend,binding cord,repair,Cee,Lio,Cee,Ari,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1527,85,archive,signal spool,memory,Nia,Nia,Toma,Vell,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1529,85,orchard,dry cord,repair,Pim,Pim,Ivo,Mara,ask_handoff,transferred with witness,Ivo,Ivo,granted,True,True,True
1530,86,riverbend,binding cord,repair,Cee,Ari,Lio,Cee,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1532,86,archive,signal spool,memory,Nia,Vell,Nia,Toma,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1533,86,signal,oil lantern,signal,Ren,Milo,Ren,Kesh,idle,custody verified without transfer,Ren,Ren,custody_verified,True,True,True
1534,86,orchard,dry cord,repair,Pim,Mara,Pim,Ivo,ask_handoff,deferred without transfer,Ivo,Ivo,deferred,True,True,True
1535,86,repair_ring,cool cloth,care,shared,Vale,Juno,Pax,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1536,86,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,idle,custody verified without transfer,Ari,Ari,custody_verified,True,True,True
1537,86,roofward,herb ledger,memory,Sera,Sera,Orr,Fay,ask_handoff,transferred with witness,Orr,Orr,granted,True,True,True
1538,86,archive,memory tag,archive,Vell,Vell,Nia,Toma,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1539,86,signal,wind wrap,care,shared,Milo,Ren,Kesh,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1541,86,repair_ring,copper wire,craft,Pax,Vale,Juno,Pax,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1542,86,riverbend,binding cord,repair,Cee,Ari,Lio,Cee,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1544,86,archive,signal spool,memory,Nia,Vell,Nia,Toma,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1545,86,signal,oil lantern,signal,Ren,Milo,Ren,Kesh,idle,custody verified without transfer,Ren,Ren,custody_verified,True,True,True
1546,86,orchard,dry cord,repair,Pim,Mara,Pim,Ivo,ask_handoff,deferred without transfer,Ivo,Ivo,deferred,True,True,True
1547,86,repair_ring,cool cloth,care,shared,Vale,Juno,Pax,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1548,87,roofward,shade cloth,care,shared,Fay,Sera,Orr,wait_respectfully,custody verified without transfer,shared,shared,custody_verified,True,True,True
1549,87,archive,signal spool,memory,Nia,Toma,Vell,Nia,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1551,87,orchard,dry cord,repair,Pim,Ivo,Mara,Pim,ask_handoff,deferred without transfer,Ivo,Ivo,deferred,True,True,True
1552,87,repair_ring,cool cloth,care,shared,Pax,Vale,Juno,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1554,87,roofward,herb ledger,memory,Sera,Fay,Sera,Orr,ask_handoff,deferred without transfer,Orr,Orr,deferred,True,True,True
1555,87,archive,memory tag,archive,Vell,Toma,Vell,Nia,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1556,87,signal,wind wrap,care,shared,Kesh,Milo,Ren,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1557,87,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,wait_respectfully,custody verified without transfer,Ivo,Ivo,custody_verified,True,True,True
1558,87,repair_ring,copper wire,craft,Pax,Pax,Vale,Juno,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1559,87,riverbend,binding cord,repair,Cee,Cee,Ari,Lio,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1560,87,roofward,shade cloth,care,shared,Fay,Sera,Orr,wait_respectfully,custody verified without transfer,shared,shared,custody_verified,True,True,True
1561,87,archive,signal spool,memory,Nia,Toma,Vell,Nia,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1563,87,orchard,dry cord,repair,Pim,Ivo,Mara,Pim,ask_handoff,deferred without transfer,Ivo,Ivo,deferred,True,True,True
1564,87,repair_ring,cool cloth,care,shared,Pax,Vale,Juno,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1566,88,archive,signal spool,memory,Nia,Nia,Toma,Vell,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1568,88,orchard,dry cord,repair,Pim,Pim,Ivo,Mara,ask_handoff,transferred with witness,Ivo,Ivo,granted,True,True,True
1569,88,repair_ring,cool cloth,care,shared,Juno,Pax,Vale,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1571,88,roofward,herb ledger,memory,Sera,Orr,Fay,Sera,ask_handoff,deferred without transfer,Orr,Orr,deferred,True,True,True
1572,88,archive,memory tag,archive,Vell,Nia,Toma,Vell,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1573,88,signal,wind wrap,care,shared,Ren,Kesh,Milo,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1575,88,repair_ring,copper wire,craft,Pax,Juno,Pax,Vale,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1576,88,riverbend,binding cord,repair,Cee,Lio,Cee,Ari,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1578,88,archive,signal spool,memory,Nia,Nia,Toma,Vell,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1580,88,orchard,dry cord,repair,Pim,Pim,Ivo,Mara,ask_handoff,transferred with witness,Ivo,Ivo,granted,True,True,True
1581,88,repair_ring,cool cloth,care,shared,Juno,Pax,Vale,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1583,88,roofward,herb ledger,memory,Sera,Orr,Fay,Sera,ask_handoff,deferred without transfer,Orr,Orr,deferred,True,True,True
1584,89,signal,oil lantern,signal,Ren,Milo,Ren,Kesh,idle,deferred without transfer,Ren,Ren,deferred,True,True,True
1585,89,orchard,dry cord,repair,Pim,Mara,Pim,Ivo,ask_handoff,deferred without transfer,Ivo,Ivo,deferred,True,True,True
1586,89,repair_ring,cool cloth,care,shared,Vale,Juno,Pax,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1587,89,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,idle,custody verified without transfer,Ari,Ari,custody_verified,True,True,True
1588,89,roofward,herb ledger,memory,Sera,Sera,Orr,Fay,ask_handoff,transferred with witness,Orr,Orr,granted,True,True,True
1589,89,archive,memory tag,archive,Vell,Vell,Nia,Toma,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1590,89,signal,wind wrap,care,shared,Milo,Ren,Kesh,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1592,89,repair_ring,copper wire,craft,Pax,Vale,Juno,Pax,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1593,89,riverbend,binding cord,repair,Cee,Ari,Lio,Cee,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1595,89,archive,signal spool,memory,Nia,Vell,Nia,Toma,inspect_inventory,deferred without transfer,Nia,Nia,deferred,True,True,True
1596,89,signal,oil lantern,signal,Ren,Milo,Ren,Kesh,idle,custody verified without transfer,Ren,Ren,custody_verified,True,True,True
1597,89,orchard,dry cord,repair,Pim,Mara,Pim,Ivo,ask_handoff,deferred without transfer,Ivo,Ivo,deferred,True,True,True
1598,89,repair_ring,cool cloth,care,shared,Vale,Juno,Pax,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1599,89,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,idle,custody verified without transfer,Ari,Ari,custody_verified,True,True,True
1600,89,roofward,herb ledger,memory,Sera,Sera,Orr,Fay,ask_handoff,transferred with witness,Orr,Orr,granted,True,True,True
1601,89,archive,memory tag,archive,Vell,Vell,Nia,Toma,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1602,90,orchard,dry cord,repair,Pim,Ivo,Mara,Pim,ask_handoff,deferred without transfer,Ivo,Ivo,deferred,True,True,True
1603,90,repair_ring,cool cloth,care,shared,Pax,Vale,Juno,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1605,90,roofward,herb ledger,memory,Sera,Fay,Sera,Orr,ask_handoff,deferred without transfer,Orr,Orr,deferred,True,True,True
1606,90,archive,memory tag,archive,Vell,Toma,Vell,Nia,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1607,90,signal,wind wrap,care,shared,Kesh,Milo,Ren,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1608,90,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,wait_respectfully,custody verified without transfer,Ivo,Ivo,custody_verified,True,True,True
1609,90,repair_ring,copper wire,craft,Pax,Pax,Vale,Juno,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1610,90,riverbend,binding cord,repair,Cee,Cee,Ari,Lio,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1611,90,roofward,shade cloth,care,shared,Fay,Sera,Orr,wait_respectfully,custody verified without transfer,shared,shared,custody_verified,True,True,True
1612,90,archive,signal spool,memory,Nia,Toma,Vell,Nia,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1614,90,orchard,dry cord,repair,Pim,Ivo,Mara,Pim,ask_handoff,deferred without transfer,Ivo,Ivo,deferred,True,True,True
1615,90,repair_ring,cool cloth,care,shared,Pax,Vale,Juno,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1617,90,roofward,herb ledger,memory,Sera,Fay,Sera,Orr,ask_handoff,deferred without transfer,Orr,Orr,deferred,True,True,True
1618,90,archive,memory tag,archive,Vell,Toma,Vell,Nia,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1619,90,signal,wind wrap,care,shared,Kesh,Milo,Ren,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1620,91,repair_ring,cool cloth,care,shared,Juno,Pax,Vale,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1622,91,roofward,herb ledger,memory,Sera,Orr,Fay,Sera,ask_handoff,deferred without transfer,Orr,Orr,deferred,True,True,True
1623,91,archive,memory tag,archive,Vell,Nia,Toma,Vell,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1624,91,signal,wind wrap,care,shared,Ren,Kesh,Milo,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1626,91,repair_ring,copper wire,craft,Pax,Juno,Pax,Vale,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1627,91,riverbend,binding cord,repair,Cee,Lio,Cee,Ari,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1629,91,archive,signal spool,memory,Nia,Nia,Toma,Vell,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1631,91,orchard,dry cord,repair,Pim,Pim,Ivo,Mara,ask_handoff,transferred with witness,Ivo,Ivo,granted,True,True,True
1632,91,repair_ring,cool cloth,care,shared,Juno,Pax,Vale,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1634,91,roofward,herb ledger,memory,Sera,Orr,Fay,Sera,ask_handoff,deferred without transfer,Orr,Orr,deferred,True,True,True
1635,91,archive,memory tag,archive,Vell,Nia,Toma,Vell,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1636,91,signal,wind wrap,care,shared,Ren,Kesh,Milo,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1638,92,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,idle,custody verified without transfer,Ari,Ari,custody_verified,True,True,True
1639,92,roofward,herb ledger,memory,Sera,Sera,Orr,Fay,ask_handoff,transferred with witness,Orr,Orr,granted,True,True,True
1640,92,archive,memory tag,archive,Vell,Vell,Nia,Toma,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1641,92,signal,wind wrap,care,shared,Milo,Ren,Kesh,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1643,92,repair_ring,copper wire,craft,Pax,Vale,Juno,Pax,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1644,92,riverbend,binding cord,repair,Cee,Ari,Lio,Cee,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1646,92,archive,signal spool,memory,Nia,Vell,Nia,Toma,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1647,92,signal,oil lantern,signal,Ren,Milo,Ren,Kesh,idle,custody verified without transfer,Ren,Ren,custody_verified,True,True,True
1648,92,orchard,dry cord,repair,Pim,Mara,Pim,Ivo,ask_handoff,deferred without transfer,Ivo,Ivo,deferred,True,True,True
1649,92,repair_ring,cool cloth,care,shared,Vale,Juno,Pax,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1650,92,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,idle,deferred without transfer,Ari,Ari,deferred,True,True,True
1651,92,roofward,herb ledger,memory,Sera,Sera,Orr,Fay,ask_handoff,transferred with witness,Orr,Orr,granted,True,True,True
1652,92,archive,memory tag,archive,Vell,Vell,Nia,Toma,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1653,92,signal,wind wrap,care,shared,Milo,Ren,Kesh,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1655,92,repair_ring,copper wire,craft,Pax,Vale,Juno,Pax,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1656,93,roofward,herb ledger,memory,Sera,Fay,Sera,Orr,ask_handoff,deferred without transfer,Orr,Orr,deferred,True,True,True
1657,93,archive,memory tag,archive,Vell,Toma,Vell,Nia,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1658,93,signal,wind wrap,care,shared,Kesh,Milo,Ren,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1659,93,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,wait_respectfully,custody verified without transfer,Ivo,Ivo,custody_verified,True,True,True
1660,93,repair_ring,copper wire,craft,Pax,Pax,Vale,Juno,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1661,93,riverbend,binding cord,repair,Cee,Cee,Ari,Lio,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1662,93,roofward,shade cloth,care,shared,Fay,Sera,Orr,wait_respectfully,custody verified without transfer,shared,shared,custody_verified,True,True,True
1663,93,archive,signal spool,memory,Nia,Toma,Vell,Nia,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1665,93,orchard,dry cord,repair,Pim,Ivo,Mara,Pim,ask_handoff,deferred without transfer,Ivo,Ivo,deferred,True,True,True
1666,93,repair_ring,cool cloth,care,shared,Pax,Vale,Juno,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1668,93,roofward,herb ledger,memory,Sera,Fay,Sera,Orr,ask_handoff,deferred without transfer,Orr,Orr,deferred,True,True,True
1669,93,archive,memory tag,archive,Vell,Toma,Vell,Nia,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1670,93,signal,wind wrap,care,shared,Kesh,Milo,Ren,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1671,93,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,wait_respectfully,custody verified without transfer,Ivo,Ivo,custody_verified,True,True,True
1672,93,repair_ring,copper wire,craft,Pax,Pax,Vale,Juno,inspect_inventory,deferred without transfer,Pax,Pax,deferred,True,True,True
1673,93,riverbend,binding cord,repair,Cee,Cee,Ari,Lio,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1674,94,archive,memory tag,archive,Vell,Nia,Toma,Vell,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1675,94,signal,wind wrap,care,shared,Ren,Kesh,Milo,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1677,94,repair_ring,copper wire,craft,Pax,Juno,Pax,Vale,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1678,94,riverbend,binding cord,repair,Cee,Lio,Cee,Ari,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1680,94,archive,signal spool,memory,Nia,Nia,Toma,Vell,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1682,94,orchard,dry cord,repair,Pim,Pim,Ivo,Mara,ask_handoff,transferred with witness,Ivo,Ivo,granted,True,True,True
1683,94,repair_ring,cool cloth,care,shared,Juno,Pax,Vale,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1685,94,roofward,herb ledger,memory,Sera,Orr,Fay,Sera,ask_handoff,deferred without transfer,Orr,Orr,deferred,True,True,True
1686,94,archive,memory tag,archive,Vell,Nia,Toma,Vell,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1687,94,signal,wind wrap,care,shared,Ren,Kesh,Milo,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1689,94,repair_ring,copper wire,craft,Pax,Juno,Pax,Vale,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1690,94,riverbend,binding cord,repair,Cee,Lio,Cee,Ari,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1692,95,signal,wind wrap,care,shared,Milo,Ren,Kesh,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1694,95,repair_ring,copper wire,craft,Pax,Vale,Juno,Pax,inspect_inventory,deferred without transfer,Pax,Pax,deferred,True,True,True
1695,95,riverbend,binding cord,repair,Cee,Ari,Lio,Cee,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1697,95,archive,signal spool,memory,Nia,Vell,Nia,Toma,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1698,95,signal,oil lantern,signal,Ren,Milo,Ren,Kesh,idle,custody verified without transfer,Ren,Ren,custody_verified,True,True,True
1699,95,orchard,dry cord,repair,Pim,Mara,Pim,Ivo,ask_handoff,deferred without transfer,Ivo,Ivo,deferred,True,True,True
1700,95,repair_ring,cool cloth,care,shared,Vale,Juno,Pax,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1701,95,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,idle,custody verified without transfer,Ari,Ari,custody_verified,True,True,True
1702,95,roofward,herb ledger,memory,Sera,Sera,Orr,Fay,ask_handoff,transferred with witness,Orr,Orr,granted,True,True,True
1703,95,archive,memory tag,archive,Vell,Vell,Nia,Toma,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1704,95,signal,wind wrap,care,shared,Milo,Ren,Kesh,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1706,95,repair_ring,copper wire,craft,Pax,Vale,Juno,Pax,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1707,95,riverbend,binding cord,repair,Cee,Ari,Lio,Cee,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1709,95,archive,signal spool,memory,Nia,Vell,Nia,Toma,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1710,96,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,wait_respectfully,custody verified without transfer,Ivo,Ivo,custody_verified,True,True,True
1711,96,repair_ring,copper wire,craft,Pax,Pax,Vale,Juno,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1712,96,riverbend,binding cord,repair,Cee,Cee,Ari,Lio,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1713,96,roofward,shade cloth,care,shared,Fay,Sera,Orr,wait_respectfully,custody verified without transfer,shared,shared,custody_verified,True,True,True
1714,96,archive,signal spool,memory,Nia,Toma,Vell,Nia,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1716,96,orchard,dry cord,repair,Pim,Ivo,Mara,Pim,ask_handoff,deferred without transfer,Ivo,Ivo,deferred,True,True,True
1717,96,repair_ring,cool cloth,care,shared,Pax,Vale,Juno,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1719,96,roofward,herb ledger,memory,Sera,Fay,Sera,Orr,ask_handoff,deferred without transfer,Orr,Orr,deferred,True,True,True
1720,96,archive,memory tag,archive,Vell,Toma,Vell,Nia,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1721,96,signal,wind wrap,care,shared,Kesh,Milo,Ren,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1722,96,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,wait_respectfully,custody verified without transfer,Ivo,Ivo,custody_verified,True,True,True
1723,96,repair_ring,copper wire,craft,Pax,Pax,Vale,Juno,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1724,96,riverbend,binding cord,repair,Cee,Cee,Ari,Lio,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1725,96,roofward,shade cloth,care,shared,Fay,Sera,Orr,wait_respectfully,custody verified without transfer,shared,shared,custody_verified,True,True,True
1726,96,archive,signal spool,memory,Nia,Toma,Vell,Nia,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1728,97,repair_ring,copper wire,craft,Pax,Juno,Pax,Vale,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1729,97,riverbend,binding cord,repair,Cee,Lio,Cee,Ari,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1731,97,archive,signal spool,memory,Nia,Nia,Toma,Vell,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1733,97,orchard,dry cord,repair,Pim,Pim,Ivo,Mara,ask_handoff,transferred with witness,Ivo,Ivo,granted,True,True,True
1734,97,repair_ring,cool cloth,care,shared,Juno,Pax,Vale,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1736,97,roofward,herb ledger,memory,Sera,Orr,Fay,Sera,ask_handoff,deferred without transfer,Orr,Orr,deferred,True,True,True
1737,97,archive,memory tag,archive,Vell,Nia,Toma,Vell,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1738,97,signal,wind wrap,care,shared,Ren,Kesh,Milo,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
1740,97,repair_ring,copper wire,craft,Pax,Juno,Pax,Vale,inspect_inventory,custody verified without transfer,Pax,Pax,custody_verified,True,True,True
1741,97,riverbend,binding cord,repair,Cee,Lio,Cee,Ari,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1743,97,archive,signal spool,memory,Nia,Nia,Toma,Vell,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1745,97,orchard,dry cord,repair,Pim,Pim,Ivo,Mara,ask_handoff,transferred with witness,Ivo,Ivo,granted,True,True,True
1746,98,riverbend,binding cord,repair,Cee,Ari,Lio,Cee,return_object,returned to owner shelf,Cee,Cee,returning,True,True,True
1748,98,archive,signal spool,memory,Nia,Vell,Nia,Toma,inspect_inventory,custody verified without transfer,Nia,Nia,custody_verified,True,True,True
1749,98,signal,oil lantern,signal,Ren,Milo,Ren,Kesh,idle,deferred without transfer,Ren,Ren,deferred,True,True,True
1750,98,orchard,dry cord,repair,Pim,Mara,Pim,Ivo,ask_handoff,deferred without transfer,Ivo,Ivo,deferred,True,True,True
1751,98,repair_ring,cool cloth,care,shared,Vale,Juno,Pax,refuse_handoff,refused without transfer,shared,shared,refused,True,True,True
1752,98,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,idle,custody verified without transfer,Ari,Ari,custody_verified,True,True,True
1753,98,roofward,herb ledger,memory,Sera,Sera,Orr,Fay,ask_handoff,transferred with witness,Orr,Orr,granted,True,True,True
1754,98,archive,memory tag,archive,Vell,Vell,Nia,Toma,refuse_handoff,refused without transfer,Vell,Vell,refused,True,True,True
1755,98,signal,wind wrap,care,shared,Milo,Ren,Kesh,return_object,returned to owner shelf,shared shelf,shared shelf,returning,True,True,True
